element_type,osmid,addr:city,addr:country,addr:postcode,addr:street,geometry,addr:housenumber,entrance,source,fixme,addr:suburb,level,wheelchair,name,wikidata,amenity,wikimedia_commons,architect,heritage,heritage:operator,heritage:ref,image,note,description,wikipedia,roof:colour,opening_hours,building,nodes,building:levels,roof:levels,roof:shape,building:min_level,capacity,layer,operator,building:colour,addr:housename,start_date,height,roof:angle,disused:military,historic,location,old_start_date,roof:height,protect_class,website,area,BLfD:criteria,est_height,ref:BLfD,roof:material,architect:wikidata,building:architecture,roof:orientation,indoor_seating,outdoor_seating,phone,3dr:alpha1,3dr:type,building:levels:underground,noname,building:material,building:flats,smoking,nohousenumber,building:use,denomination,religion,roof:direction,contact:website,building:roof,building:part,source_ref,source:geometry,type,ways
way,30322524,,,,,"POLYGON ((11.5142897 48.1300276, 11.5144762 48.1300012, 11.5144654 48.1299673, 11.5144517 48.1299241, 11.5144419 48.1298933, 11.5142553 48.1299198, 11.5142897 48.1300276))",,,,,,,,,,,,,,,,,,,,,,residential,"[334334954, 334334958, 2449519036, 344723239, 334334962, 334334967, 334334954]",2,1,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30322525,,,,,"POLYGON ((11.5142855 48.1298105, 11.5144097 48.1297924, 11.5143941 48.1297448, 11.5143786 48.1296973, 11.5142544 48.1297154, 11.5142855 48.1298105))",,,,,,,,,,,,,,,,,,,,,,residential,"[334334971, 334334975, 344723240, 334334977, 334334979, 334334971]",1,2,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30322526,München,,80686,Altmannstraße,"POLYGON ((11.5141912 48.1298302, 11.5141593 48.1297285, 11.5141243 48.1297334, 11.5140436 48.1297447, 11.5140755 48.1298464, 11.5141912 48.1298302))",14,,,,,,,,,,,,,,,,,,,,,residential,"[334334982, 334334985, 344723207, 334334990, 334334993, 334334982]",3,,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30322539,,,,,"POLYGON ((11.5141868 48.1295478, 11.5143197 48.1295281, 11.5142923 48.1294458, 11.5141594 48.1294655, 11.514161 48.1294701, 11.5141852 48.129543, 11.5141868 48.1295478))",,,,,,,,,,,,,,,,,,,,,,residential,"[344723204, 334335091, 334335094, 334335099, 7256525507, 7256525508, 344723204]",,,pyramidal,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30322556,München,DE,80686,Flintsbacher Straße,"POLYGON ((11.5134298 48.1286184, 11.5135963 48.1285959, 11.5135763 48.1285298, 11.5134097 48.1285523, 11.5134298 48.1286184))",4,,,,,,,,,,,,,,,,,,,,,residential,"[334335280, 334335283, 334335286, 334335289, 334335280]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30322560,München,DE,80686,Raublinger Straße,"POLYGON ((11.5127579 48.1286839, 11.5129014 48.1286629, 11.5128632 48.1285467, 11.5127197 48.1285676, 11.5127579 48.1286839))",4,,,,,,,,,,,,,,,,,,,,,residential,"[334335326, 334335328, 334335330, 334335331, 334335326]",2,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30322569,München,DE,80686,Raublinger Straße,"POLYGON ((11.5111164 48.1285985, 11.5110922 48.1286017, 11.5110994 48.1286256, 11.5111235 48.1286224, 11.5111317 48.1286496, 11.5112666 48.1286316, 11.5112407 48.1285453, 11.5111059 48.1285634, 11.5111164 48.1285985))",17,,,,,,,,,,,,,,,,,,,,,residential,"[4887515657, 4887515656, 4887515655, 4887515654, 334335429, 334335432, 334335434, 334335436, 4887515657]",2,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30322574,München,DE,80686,Raublinger Straße,"POLYGON ((11.5123683 48.1284469, 11.512486 48.1284299, 11.5124621 48.1283564, 11.5124133 48.1283635, 11.51241 48.1283533, 11.5123524 48.1283617, 11.5123556 48.1283716, 11.5123443 48.1283732, 11.5123683 48.1284469))",7,,,,,,,,,,,,,,,,,,,,,residential,"[334335482, 334335486, 334335489, 4887515505, 4887515506, 334335493, 7256520561, 7256520560, 334335482]",2,1,pyramidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30322575,München,DE,80686,Raublinger Straße,"POLYGON ((11.5126133 48.1284109, 11.5127516 48.1283917, 11.512726 48.1283098, 11.5125969 48.1283277, 11.5125877 48.128329, 11.5125918 48.1283422, 11.5126133 48.1284109))",5,,,,,,,,,,,,,,,,,,,,,residential,"[334335499, 334335504, 334335510, 7256525294, 334335515, 7256525295, 334335499]",2,2,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30322576,München,DE,80686,Raublinger Straße,"POLYGON ((11.5129126 48.1283742, 11.5130691 48.1283538, 11.5130413 48.1282589, 11.512911 48.1282758, 11.5128848 48.1282793, 11.5128854 48.1282816, 11.5129126 48.1283742))",3,,,,,,,,,,,,,,,,,,,,,residential,"[334335521, 334335525, 334335528, 7256520562, 334335532, 7256520563, 334335521]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30322600,,,,,"POLYGON ((11.5141775 48.1279571, 11.5142774 48.127866, 11.5141774 48.1278225, 11.5141466 48.1277441, 11.5140224 48.1277559, 11.5139012 48.1277072, 11.5138322 48.1277762, 11.5138795 48.1277961, 11.5138192 48.1278608, 11.5140433 48.1279574, 11.5140904 48.1279206, 11.5141775 48.1279571))",,,,,,,,,,,,,,,,,,,,,,residential,"[334335799, 334335805, 1077792452, 334335809, 334335814, 334335820, 1077791717, 1077792139, 334335825, 334335832, 334335836, 334335799]",1,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30393012,,,,,"POLYGON ((11.5165009 48.130972, 11.5166251 48.1308854, 11.5165046 48.1308084, 11.516384 48.1308953, 11.5164092 48.130913, 11.5164739 48.1309539, 11.5165009 48.130972))",,,,,,,,,,,,,,,,,,,,,,residential,"[335477779, 335477789, 335477795, 335477801, 2449836547, 347603883, 335477779]",,,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30393013,,,,,"POLYGON ((11.5168375 48.1307471, 11.5168946 48.1307095, 11.5169464 48.130671, 11.5168319 48.1305964, 11.5167227 48.1306742, 11.5167575 48.1306963, 11.5168339 48.1307448, 11.5168375 48.1307471))",,,,,,,,,,,,,,,,,,,,,,residential,"[335477807, 2441474747, 335477816, 335477837, 335477847, 7256523662, 7256523663, 335477807]",,,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30393014,,,,,"POLYGON ((11.5166271 48.130575, 11.5166513 48.1305898, 11.5167154 48.1305429, 11.5167281 48.1305336, 11.5167099 48.1305226, 11.5167269 48.1305101, 11.5167216 48.1305069, 11.5166541 48.1304657, 11.5166187 48.1304441, 11.5165248 48.1305127, 11.5165534 48.1305302, 11.5165442 48.130537, 11.5166184 48.1305815, 11.5166271 48.130575))",,,,,,,,,,,,,,,,,,,,,,residential,"[7256523657, 335477855, 347603903, 7256523660, 335477865, 7256523661, 7256523650, 7256523649, 335477872, 335477882, 7256523656, 7256523659, 7256523658, 7256523657]",1,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30393015,,,,,"POLYGON ((11.5166522 48.1303482, 11.5166899 48.1303238, 11.5167905 48.1302584, 11.5167428 48.1302257, 11.5167144 48.1302062, 11.5166783 48.1302296, 11.5166338 48.1302585, 11.5165782 48.1302946, 11.5165761 48.130296, 11.5166522 48.1303482))",,,,,,,,,,,,,,,,,,,,,,residential,"[335477890, 2441474745, 335477899, 4442604021, 335477905, 4442604022, 4442604025, 4442604026, 335477913, 335477890]",,,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30419784,,,,,"POLYGON ((11.5372774 48.1327652, 11.5378714 48.1326886, 11.5378991 48.1328768, 11.5380689 48.1328636, 11.5380505 48.1327606, 11.5380339 48.1326724, 11.5380725 48.1326685, 11.5380453 48.1325472, 11.5378058 48.1325775, 11.537556 48.1326092, 11.5373632 48.1326346, 11.5372213 48.1326517, 11.5372268 48.1326646, 11.5372774 48.1327652))",,,,,,,,,,,,,,,,,,,,,,residential,"[335708383, 335708378, 335708379, 335708380, 2261608412, 1880015853, 1880015852, 335708381, 2261608397, 2261608396, 2261608395, 1127748841, 1127748837, 335708383]",6,,hipped,,,,,#FFFFD0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30725647,,,,,"POLYGON ((11.5143809 48.1300815, 11.5144079 48.1301643, 11.5144647 48.1301561, 11.5144597 48.1301408, 11.5145162 48.1301326, 11.5145067 48.1301036, 11.5144942 48.1300651, 11.5143809 48.1300815))",,,,,,,,,,,,,,,,,,,,,,residential,"[339824683, 339824684, 7256413232, 7256413233, 339824685, 344723238, 339824686, 339824683]",2,1,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30725649,,,,,"POLYGON ((11.5143928 48.1303104, 11.5145717 48.1302816, 11.5145635 48.1302511, 11.5145429 48.1302114, 11.5143683 48.1302391, 11.5143928 48.1303104))",,,,,,,,,,,,,,,,,,,,,,residential,"[339824687, 339824689, 344723237, 339824690, 339824691, 339824687]",1,2,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30725650,,,,,"POLYGON ((11.5145178 48.1305065, 11.5145831 48.1304972, 11.5146355 48.1304898, 11.5146011 48.1303817, 11.5144834 48.1303984, 11.5145178 48.1305065))",,,,,,,,,,,,,,,,,,,,,,residential,"[339824692, 2441474678, 339824693, 339824695, 339824696, 339824692]",2,1,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30725712,,,,,"POLYGON ((11.5145725 48.1309199, 11.514696 48.1309034, 11.5147771 48.1308925, 11.5147469 48.130792, 11.5145423 48.1308194, 11.5145725 48.1309199))",,,,,,,,,,,,,,,,,,,,,,residential,"[339825054, 2455667800, 339825058, 339825062, 339825065, 339825054]",2,2,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30725714,,,,,"POLYGON ((11.5147064 48.1312507, 11.5148945 48.1312202, 11.5148709 48.1311553, 11.5148245 48.1310275, 11.514795 48.1309466, 11.5146069 48.130977, 11.5147064 48.1312507))",,,,,,,,,,,,,,,,,,,,,,residential,"[339825068, 339825071, 2455667798, 2455667792, 339825074, 339825079, 339825068]",2,1,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30725715,,,,,"POLYGON ((11.5149733 48.1316655, 11.5151366 48.1316065, 11.5150831 48.1315407, 11.5150184 48.131461, 11.5150038 48.1314663, 11.5149414 48.1313895, 11.5148651 48.1312956, 11.5146976 48.1313562, 11.5148387 48.1315299, 11.5148576 48.131523, 11.5148724 48.1315412, 11.5149733 48.1316655))",,,,,,,,,,,,,,,,,,,,,,residential,"[339825081, 339825083, 2455667791, 4442604055, 4442604056, 2455667793, 339825085, 339825088, 4442603898, 4442603897, 4442603899, 339825081]",2,1,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30895553,München,,81373,Drachenseestraße,"POLYGON ((11.5318475 48.119647, 11.5317815 48.1195572, 11.5317195 48.119473, 11.5318699 48.1194255, 11.531996 48.1195928, 11.5318475 48.119647))",12,,,,,,,,,,,,,,,,,,,,,residential,"[2334010518, 4017101608, 343498935, 343498932, 2334010515, 2334010518]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31104875,München,DE,80805,Ungererstraße,"POLYGON ((11.6044296 48.1795986, 11.6046 48.1795193, 11.6045719 48.1794919, 11.604475 48.1793982, 11.6044431 48.1793695, 11.6042728 48.1794488, 11.6044296 48.1795986))",158,,,,,,,Hochbunker,,,,,,,,,,,,,,residential,"[345682798, 345682801, 8245270680, 8245270683, 345682803, 345682805, 345682798]",7,,flat,,,,,,,2014,,,bunker,yes,overground,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31261643,,,,,"POLYGON ((11.5159849 48.1303225, 11.5158939 48.1302602, 11.5158472 48.1302902, 11.5158004 48.1303201, 11.5158913 48.1303823, 11.5159849 48.1303225))",,,,,,,,,,,,,,,,,,,,,,residential,"[347603820, 347603823, 347603846, 347603826, 347603828, 347603820]",,,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31261644,,,,,"POLYGON ((11.5157241 48.1304845, 11.5158186 48.1304245, 11.5157346 48.1303643, 11.5156819 48.1303967, 11.5156378 48.1304265, 11.5157241 48.1304845))",,,,,,,,,,,,,,,,,,,,,,residential,"[347603831, 347603834, 347603837, 347603851, 347603841, 347603831]",,,gabled,,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31366168,,,,,"POLYGON ((11.5855604 48.1615565, 11.5859404 48.1615422, 11.585929 48.1614062, 11.5857764 48.1614119, 11.585689 48.1614152, 11.5856925 48.1614563, 11.5855524 48.1614616, 11.5855604 48.1615565))",,,,,,,,,,,,,,,,,,,,grey,,residential,"[1143085805, 1003901535, 349333339, 10587728616, 349333346, 349333345, 349333344, 1143085805]",4,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32507155,,,,,"POLYGON ((11.576318 48.1643998, 11.5761605 48.1643843, 11.5761882 48.1642548, 11.5762177 48.1641165, 11.5762395 48.1640142, 11.5762664 48.1638885, 11.5762897 48.1637792, 11.5763092 48.1636737, 11.5768586 48.1637215, 11.5770802 48.1637408, 11.5770589 48.1638515, 11.5770284 48.1640099, 11.5769999 48.1641584, 11.5769752 48.1642868, 11.5769702 48.1643128, 11.5768075 48.1642953, 11.5768157 48.1642518, 11.5768403 48.164123, 11.5768894 48.1638672, 11.5768936 48.1638457, 11.5764418 48.1638049, 11.576318 48.1643998))",,,,,,,,,,,,,,,,,,,,,,residential,"[365498719, 365498722, 2603059417, 2603059418, 2603059419, 2603059420, 866122825, 365498723, 866123334, 365498724, 866123232, 2104821445, 2104821446, 2104821448, 365498725, 365498726, 3125614032, 3125614030, 3125614029, 365498727, 365498728, 365498719]",5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32507169,,,,,"POLYGON ((11.5753422 48.1637142, 11.5755516 48.1637326, 11.5756497 48.1637413, 11.5758762 48.1637612, 11.5757434 48.1644317, 11.5754794 48.1644084, 11.5755329 48.1641382, 11.5752006 48.1641089, 11.5751767 48.1642297, 11.5752605 48.1642371, 11.5752288 48.1643973, 11.5751024 48.1643861, 11.5750787 48.1645056, 11.5752443 48.1645201, 11.5757547 48.1645651, 11.5759195 48.1645797, 11.5759665 48.1643424, 11.5760114 48.1641157, 11.5760527 48.1639074, 11.5761015 48.1636611, 11.5758639 48.1636401, 11.575673 48.1636233, 11.575326 48.1635927, 11.5753026 48.1637107, 11.5753422 48.1637142))",,,,,,,,,,,,,,,,,,,,,,residential,"[365498972, 365498993, 6397269648, 365498973, 365498974, 365498975, 442086636, 365498977, 365498978, 365498980, 2603059390, 365498981, 365498982, 2603059392, 442086631, 365498983, 442086632, 442086633, 442086634, 365498984, 866122886, 6397269647, 365498985, 2836569232, 365498972]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32519419,,,,,"POLYGON ((11.5762984 48.1634081, 11.5760668 48.1633878, 11.5761033 48.1632027, 11.5761098 48.1631696, 11.5762383 48.1631808, 11.5762596 48.1630729, 11.5759619 48.1630468, 11.5759452 48.1631316, 11.5759341 48.1631878, 11.5759106 48.1633075, 11.5758978 48.1633724, 11.5758689 48.1633698, 11.5758461 48.1634854, 11.575966 48.1634959, 11.5761507 48.1635121, 11.5762758 48.1635231, 11.5762984 48.1634081))",,,,,,,,,,,,,,,,,,,,,,residential,"[1596375248, 1596375247, 2604427151, 1596375231, 1596375232, 365675692, 365675693, 2604427207, 2604427148, 2604427204, 2604427067, 2604427069, 365675694, 2604427200, 2604427211, 1596375254, 1596375248]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32547262,,,,,"POLYGON ((11.5778728 48.1635103, 11.5779256 48.1635172, 11.5779434 48.1634737, 11.5780779 48.1634908, 11.578066 48.1635304, 11.5781478 48.1635415, 11.5781668 48.1634987, 11.5782815 48.1635172, 11.5782237 48.1637244, 11.5778343 48.1636729, 11.5778728 48.1635103))",,,,,,,,,,,,,,,,,,,,,,residential,"[1596375256, 366024398, 366024400, 366024402, 366024403, 366024405, 366024408, 366024388, 366024390, 1596375259, 1596375256]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32801538,,,,Kistlerhofstraße,"POLYGON ((11.5229025 48.0952501, 11.5228757 48.0952491, 11.5228469 48.0952479, 11.5228356 48.095353, 11.5228702 48.0953559, 11.5229176 48.0953586, 11.5229025 48.0952501))",82,,,,,,,,,,,,,,,,,,,lightgrey,,residential,"[4291615416, 4291615414, 4291615413, 2922402613, 4055430113, 369631094, 4291615416]",4,,flat,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33835625,,,,,"POLYGON ((11.5907854 48.163176, 11.5912634 48.1630769, 11.5913276 48.1632073, 11.5912032 48.1632343, 11.5909802 48.1632827, 11.5907885 48.1633242, 11.59072 48.1633391, 11.5906088 48.1631897, 11.5907647 48.1631372, 11.5907854 48.163176))",,,,,,,,,,,,,,,,,,,,,,residential,"[2502779392, 387602750, 387602753, 2502779390, 2502779388, 2502779389, 387602754, 387602748, 454571070, 2502779392]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33851396,,,,,"POLYGON ((11.5705567 48.1632171, 11.5706836 48.1632011, 11.570811 48.1631851, 11.5708401 48.1632854, 11.570586 48.1633182, 11.5705567 48.1632171))",,,,,,,,,,,,,,,,,,,,#CC8877,,residential,"[662138851, 10658190967, 662138853, 662138854, 662138852, 662138851]",4,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33851552,,,,,"POLYGON ((11.5833128 48.1588926, 11.5831087 48.1589063, 11.5830691 48.1586399, 11.5832282 48.1586076, 11.5833619 48.1585805, 11.5834236 48.1587249, 11.5832914 48.1587526, 11.5833128 48.1588926))",,,,,,,,,,,,,,,,,,,,,,residential,"[387816775, 387816776, 387816777, 1401120856, 387816778, 387816779, 387816780, 387816775]",6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33851579,,,,,"POLYGON ((11.5835865 48.1585349, 11.5836476 48.1586777, 11.5835999 48.1586877, 11.5834236 48.1587249, 11.5833619 48.1585805, 11.5835865 48.1585349))",,,,,,,,,,,,,,,,,,,,darkgrey,,residential,"[387817042, 387817041, 2571376539, 387816779, 387816778, 387817042]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35473409,,,,,"POLYGON ((11.5838636 48.1619841, 11.583654 48.1620145, 11.5836988 48.1621965, 11.5837719 48.162184, 11.5840521 48.162136, 11.5840102 48.1620221, 11.5838822 48.1620433, 11.5838636 48.1619841))",,,,,,,,,,,,,,,,,,,,,,residential,"[416001666, 416001667, 416001668, 2509512198, 416001669, 416001670, 416001671, 416001666]",5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35473464,,,,,"POLYGON ((11.5878077 48.1572235, 11.5875068 48.157289, 11.5872685 48.1573407, 11.5873176 48.1574416, 11.5874599 48.1574107, 11.5874711 48.1574337, 11.5875258 48.1574218, 11.587515 48.1573998, 11.5876361 48.1573735, 11.587648 48.1573979, 11.5877075 48.157385, 11.587696 48.1573615, 11.5878579 48.1573262, 11.5878077 48.1572235))",,,,,,,,,,,,,,,,,,,,grey,,residential,"[416002053, 2516289504, 416002054, 416002055, 2603414265, 2603414263, 2603414258, 2603414261, 2603414252, 2603414254, 2603414249, 2603414256, 416002056, 416002053]",9,,flat,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35473540,,,,,"POLYGON ((11.5757115 48.1627587, 11.5756721 48.1627548, 11.5756444 48.1628826, 11.5754795 48.1628666, 11.5754859 48.1628374, 11.5754196 48.1628311, 11.5754432 48.1627305, 11.5754659 48.1626341, 11.5757292 48.1626561, 11.5757115 48.1627587))",,,,,,,,,,,,,,,,,,,,,,residential,"[1596375211, 416002434, 416002435, 1370107358, 416002428, 1370107359, 10647039444, 416002429, 1596375207, 1596375211]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35479630,,,,,"POLYGON ((11.5792824 48.1627105, 11.5794608 48.1627155, 11.579504 48.1627167, 11.5795113 48.1625945, 11.5792889 48.1625899, 11.5792824 48.1627105))",,,,,,,,,,,,,,,,,,,,red,,residential,"[1596839211, 2502905401, 1596839217, 1596839201, 416076820, 1596839211]",5,1,gabled,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35818691,,,,,"POLYGON ((11.5798913 48.159091, 11.5798347 48.1590953, 11.5797864 48.1590989, 11.5797812 48.1590789, 11.5795788 48.1590934, 11.5795519 48.1589405, 11.579861 48.1589166, 11.5798913 48.159091))",,,,,,,,,,,,,,,,,,,,,,residential,"[418770052, 1357972953, 1082046183, 1082046182, 418770053, 418770054, 418770055, 418770052]",6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35818695,,,,,"POLYGON ((11.5792855 48.1589614, 11.5794359 48.1589496, 11.5795519 48.1589405, 11.5795788 48.1590934, 11.5794891 48.1591004, 11.5794932 48.1591234, 11.5795252 48.1591209, 11.5795307 48.1591518, 11.579337 48.1591669, 11.5793162 48.1590484, 11.579301 48.1590496, 11.5792855 48.1589614))",,,,,,,,,,,,,,,,,,,,,,residential,"[418770078, 1357972954, 418770054, 418770053, 1082046184, 418770079, 1082046173, 418770080, 418770081, 1082046185, 1082046186, 418770078]",5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35818697,,,,,"POLYGON ((11.5791884 48.1589591, 11.5792108 48.1590876, 11.5789906 48.1591042, 11.5789346 48.1591088, 11.5789151 48.1589801, 11.5790591 48.1589691, 11.5791884 48.1589591))",,,,,,,,,,,,,,,,,,,,,,residential,"[418770083, 418770084, 2483621729, 2481334981, 418770086, 1357972116, 418770083]",5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35818715,,,,,"POLYGON ((11.5786608 48.1589987, 11.5789151 48.1589801, 11.5789346 48.1591088, 11.5788498 48.1591153, 11.5788541 48.1591417, 11.5789085 48.1591378, 11.5789177 48.1591947, 11.5786953 48.1592107, 11.5786699 48.1590543, 11.5786608 48.1589987))",,,,,,,,,,,,,,,,,,,,,,residential,"[418770120, 418770086, 2481334981, 1082046197, 1082046196, 418770121, 418770122, 418770123, 1357972120, 418770120]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35818852,,,,,"POLYGON ((11.5831087 48.1589063, 11.5831437 48.1591384, 11.5833478 48.1591247, 11.5833128 48.1588926, 11.5831087 48.1589063))",,,,,,,,,,,,,,,,,,,,,,residential,"[387816776, 418771736, 418771737, 387816775, 387816776]",6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35819028,,,,,"POLYGON ((11.583621 48.1578238, 11.5838197 48.157783, 11.5837668 48.1576681, 11.5837256 48.1576766, 11.5836942 48.1576085, 11.5836528 48.1575187, 11.5835518 48.1575394, 11.5832039 48.1576108, 11.583223 48.1576522, 11.5832864 48.1577897, 11.5834082 48.1577648, 11.5833843 48.1577129, 11.5835539 48.1576781, 11.5835816 48.1577384, 11.583621 48.1578238))",,,,,,,,,,,,,,,,,,,,,,residential,"[418773335, 418773337, 1082010533, 1082010523, 9819569188, 418773340, 2325913802, 418773341, 2508367965, 418773344, 418773350, 418773353, 418773356, 999742472, 418773335]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,36942665,,,,,"POLYGON ((11.5900607 48.1621434, 11.5900165 48.162049, 11.5901476 48.1620217, 11.5901919 48.1621161, 11.5901275 48.1621295, 11.5900607 48.1621434))",,,,,,,,,Q41211080,,,,,,,,,,,,,residential,"[1595110025, 1595110020, 429582499, 429582515, 10754549917, 1595110025]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,36942672,,,,,"POLYGON ((11.5897439 48.1616204, 11.5895586 48.1616823, 11.5895733 48.1617018, 11.5896654 48.1618244, 11.5898228 48.1617717, 11.5897611 48.1616897, 11.589789 48.1616803, 11.5897439 48.1616204))",,,,,,,,,Q41211515,,,,,,,,,,,,,residential,"[429583110, 429583118, 10754299313, 429582934, 429582931, 1595110018, 1595109990, 429583110]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,36942797,,,,,"POLYGON ((11.5895291 48.1613442, 11.5896403 48.1614825, 11.5894436 48.1615473, 11.5893904 48.1614823, 11.5893355 48.1614152, 11.5895291 48.1613442))",,,,,,,,,Q41211509,,,,,,,,,,,,,residential,"[466194487, 429583279, 429583282, 403755771, 429583298, 466194487]",,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,36948344,München,DE,80802,Biedersteiner Straße,"POLYGON ((11.5929303 48.1614196, 11.5931272 48.1613946, 11.5931751 48.1615631, 11.5929782 48.161588, 11.5929303 48.1614196))",6,,,,,,,,Q41210806,,,,,,,,,,,,,residential,"[429632172, 429632173, 429632174, 429632175, 429632172]",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,36948347,München,DE,80802,Biedersteiner Straße,"POLYGON ((11.5932322 48.1617788, 11.593037 48.1618017, 11.5929782 48.161588, 11.5931751 48.1615631, 11.5932322 48.1617788))",8,,,,,,,,Q41210808,,,,,,,,,,,,,residential,"[429632176, 429632177, 429632175, 429632174, 429632176]",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,36948431,,,,,"POLYGON ((11.5902721 48.1622212, 11.5899675 48.1622857, 11.5900208 48.1623976, 11.5901743 48.1623651, 11.5903253 48.1623332, 11.5902721 48.1622212))",,,,,,,,,,,,,,,,,,,,,,residential,"[429632648, 429632655, 429632659, 10754113380, 429632660, 429632648]",,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
