osmid,y,x,street_count,highway,ref,geometry
282269,48.1461325,11.3923547,4,traffic_signals,,POINT (11.3923547 48.1461325)
282278,48.1458883,11.3922976,3,,,POINT (11.3922976 48.1458883)
282279,48.1461176,11.3918797,3,,,POINT (11.3918797 48.1461176)
287664,48.1529011,11.5384215,3,,,POINT (11.5384215 48.1529011)
287667,48.151968,11.5379992,1,,,POINT (11.5379992 48.151968)
295122,48.1348228,11.581657,4,,,POINT (11.581657 48.1348228)
295156,48.1401475,11.5340183,4,,,POINT (11.5340183 48.1401475)
295157,48.1401164,11.5347208,4,,,POINT (11.5347208 48.1401164)
295170,48.1399053,11.534719,4,,,POINT (11.534719 48.1399053)
295184,48.1401593,11.5312406,3,,,POINT (11.5312406 48.1401593)
295189,48.139529,11.541672,4,,,POINT (11.541672 48.139529)
295209,48.1375521,11.5496514,4,,,POINT (11.5496514 48.1375521)
295216,48.1457459,11.5351609,3,,,POINT (11.5351609 48.1457459)
295217,48.1459995,11.4465512,4,,,POINT (11.4465512 48.1459995)
295233,48.1526796,11.4273057,3,,,POINT (11.4273057 48.1526796)
295235,48.1540997,11.423678,3,,,POINT (11.423678 48.1540997)
295236,48.1542761,11.4230933,3,,,POINT (11.4230933 48.1542761)
295237,48.1548016,11.4209468,3,,,POINT (11.4209468 48.1548016)
295239,48.1546288,11.4191858,3,,,POINT (11.4191858 48.1546288)
295251,48.1546202,11.4163148,3,,,POINT (11.4163148 48.1546202)
295253,48.1544114,11.4154695,3,,,POINT (11.4154695 48.1544114)
295256,48.1535925,11.4169886,3,,,POINT (11.4169886 48.1535925)
295261,48.1550223,11.4178239,3,,,POINT (11.4178239 48.1550223)
295262,48.154077,11.4184057,3,,,POINT (11.4184057 48.154077)
295287,48.1735762,11.4487934,4,traffic_signals,,POINT (11.4487934 48.1735762)
295288,48.1738428,11.4494184,3,,,POINT (11.4494184 48.1738428)
295291,48.1753383,11.4541189,3,,,POINT (11.4541189 48.1753383)
295380,48.1768034,11.4615228,3,,,POINT (11.4615228 48.1768034)
295397,48.1793491,11.4873786,3,,,POINT (11.4873786 48.1793491)
295404,48.179155,11.491549,3,,,POINT (11.491549 48.179155)
295407,48.1779768,11.4947528,4,,,POINT (11.4947528 48.1779768)
295413,48.180434,11.5010831,3,,,POINT (11.5010831 48.180434)
295421,48.1831297,11.507994,4,traffic_signals,,POINT (11.507994 48.1831297)
295443,48.1817297,11.5106752,3,,,POINT (11.5106752 48.1817297)
295445,48.1812957,11.5113921,3,,,POINT (11.5113921 48.1812957)
295446,48.1810143,11.5114473,4,,,POINT (11.5114473 48.1810143)
295484,48.1790801,11.5150691,4,,,POINT (11.5150691 48.1790801)
295521,48.1763172,11.5291275,5,,,POINT (11.5291275 48.1763172)
295544,48.1776431,11.5292119,3,,,POINT (11.5292119 48.1776431)
295546,48.1785234,11.5291562,4,,,POINT (11.5291562 48.1785234)
295548,48.1804461,11.5290879,4,,,POINT (11.5290879 48.1804461)
295549,48.1804421,11.5289585,3,,,POINT (11.5289585 48.1804421)
295550,48.1785224,11.5290182,4,,,POINT (11.5290182 48.1785224)
295560,48.1812953,11.5292049,3,,,POINT (11.5292049 48.1812953)
295562,48.1820748,11.5297516,4,,,POINT (11.5297516 48.1820748)
295563,48.1820714,11.5296024,4,,,POINT (11.5296024 48.1820714)
295573,48.1821316,11.5342997,3,,,POINT (11.5342997 48.1821316)
295574,48.1820567,11.5352284,3,,,POINT (11.5352284 48.1820567)
295576,48.1762836,11.5363223,3,,,POINT (11.5363223 48.1762836)
295586,48.1733617,11.5388214,3,,,POINT (11.5388214 48.1733617)
295587,48.1718083,11.5386083,3,,,POINT (11.5386083 48.1718083)
295588,48.1694992,11.5383209,3,,,POINT (11.5383209 48.1694992)
295599,48.1614988,11.5376733,4,motorway_junction,,POINT (11.5376733 48.1614988)
325286,48.1015485,11.4997818,3,,,POINT (11.4997818 48.1015485)
325287,48.1019941,11.5003805,3,,,POINT (11.5003805 48.1019941)
357215,48.2098151,11.4851223,3,,,POINT (11.4851223 48.2098151)
357233,48.1951543,11.4580381,3,traffic_signals,,POINT (11.4580381 48.1951543)
357239,48.1910993,11.4596482,3,,,POINT (11.4596482 48.1910993)
357241,48.1886797,11.4607105,3,,,POINT (11.4607105 48.1886797)
357243,48.1880836,11.4607669,3,,,POINT (11.4607669 48.1880836)
357260,48.1769599,11.4621904,3,,,POINT (11.4621904 48.1769599)
361756,48.1402538,11.4068724,4,,,POINT (11.4068724 48.1402538)
361764,48.1455865,11.4425575,3,,,POINT (11.4425575 48.1455865)
361765,48.1455569,11.4430954,3,,,POINT (11.4430954 48.1455569)
361774,48.1406916,11.567808,3,,,POINT (11.567808 48.1406916)
361775,48.1406507,11.5663647,4,,,POINT (11.5663647 48.1406507)
361776,48.1406872,11.56582,3,,,POINT (11.56582 48.1406872)
361779,48.1421453,11.5614497,4,,,POINT (11.5614497 48.1421453)
361780,48.1426236,11.5602278,4,,,POINT (11.5602278 48.1426236)
361786,48.1436023,11.5570187,4,,,POINT (11.5570187 48.1436023)
361790,48.1475353,11.5590271,4,,,POINT (11.5590271 48.1475353)
361791,48.1469127,11.5588963,3,,,POINT (11.5588963 48.1469127)
361792,48.1389145,11.565544,3,,,POINT (11.565544 48.1389145)
361793,48.1379117,11.5653498,3,,,POINT (11.5653498 48.1379117)
361794,48.1363543,11.564633,4,,,POINT (11.564633 48.1363543)
361797,48.1379361,11.5666337,4,,,POINT (11.5666337 48.1379361)
361798,48.1365554,11.5666852,4,,,POINT (11.5666852 48.1365554)
361799,48.1373998,11.5647305,4,,,POINT (11.5647305 48.1373998)
361802,48.1502601,11.5583653,4,,,POINT (11.5583653 48.1502601)
361803,48.1509794,11.5579849,4,,,POINT (11.5579849 48.1509794)
361814,48.163705,11.5410442,3,,,POINT (11.5410442 48.163705)
361830,48.1683378,11.5353517,4,,,POINT (11.5353517 48.1683378)
361835,48.1745756,11.5244875,3,,,POINT (11.5244875 48.1745756)
361843,48.176013,11.522808,3,,,POINT (11.522808 48.176013)
361851,48.1820463,11.5287481,3,,,POINT (11.5287481 48.1820463)
361857,48.1872976,11.5287379,3,,,POINT (11.5287379 48.1872976)
361859,48.1874604,11.5305037,4,,,POINT (11.5305037 48.1874604)
361884,48.1929997,11.5021463,3,,,POINT (11.5021463 48.1929997)
361899,48.2081912,11.4858704,3,,,POINT (11.4858704 48.2081912)
361909,48.2093755,11.4866692,3,,,POINT (11.4866692 48.2093755)
363058,48.1170082,11.6399686,4,,,POINT (11.6399686 48.1170082)
363061,48.1201019,11.6415966,3,,,POINT (11.6415966 48.1201019)
363062,48.1208956,11.6419574,3,,,POINT (11.6419574 48.1208956)
363063,48.121675,11.6422984,3,,,POINT (11.6422984 48.121675)
363064,48.1214084,11.6436477,3,,,POINT (11.6436477 48.1214084)
363065,48.1212066,11.644657,3,,,POINT (11.644657 48.1212066)
363069,48.1201916,11.6451355,4,,,POINT (11.6451355 48.1201916)
363079,48.1165941,11.6410788,3,,,POINT (11.6410788 48.1165941)
363083,48.1180932,11.6421304,4,,,POINT (11.6421304 48.1180932)
363087,48.1197803,11.6429751,3,,,POINT (11.6429751 48.1197803)
363094,48.119521,11.6413379,4,,,POINT (11.6413379 48.119521)
363095,48.1209735,11.6457595,4,,,POINT (11.6457595 48.1209735)
363098,48.119877,11.6500067,3,,,POINT (11.6500067 48.119877)
363101,48.119175,11.6511099,3,crossing,,POINT (11.6511099 48.119175)
363105,48.1183962,11.6327611,3,,,POINT (11.6327611 48.1183962)
363106,48.1185248,11.6321463,3,,,POINT (11.6321463 48.1185248)
363113,48.1200936,11.624269,4,,,POINT (11.624269 48.1200936)
363115,48.1203017,11.6220778,4,,,POINT (11.6220778 48.1203017)
363119,48.1208805,11.6130209,4,,,POINT (11.6130209 48.1208805)
363124,48.1210465,11.6087549,4,,,POINT (11.6087549 48.1210465)
363125,48.1208735,11.6061841,4,,,POINT (11.6061841 48.1208735)
363126,48.1204787,11.6047977,3,,,POINT (11.6047977 48.1204787)
363132,48.1195329,11.6001304,4,,,POINT (11.6001304 48.1195329)
363133,48.1196346,11.5822904,3,,,POINT (11.5822904 48.1196346)
363140,48.1174309,11.5875401,3,,,POINT (11.5875401 48.1174309)
363142,48.1172502,11.5887776,3,,,POINT (11.5887776 48.1172502)
363143,48.1170891,11.5900722,5,,,POINT (11.5900722 48.1170891)
363145,48.1174588,11.5913094,3,,,POINT (11.5913094 48.1174588)
