element_type,osmid,amenity,capacity,capacity:disabled,parking_space,wheelchair,geometry,capacity:parent,capacity:women,description,maxstay,parking,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,wheelchair:description,access,access:disabled,disabled,fee,nodes,building,building:levels,covered,opening_hours,supervised,surface,lit,check_date:fee,operator,park_ride,parking:orientation,name,psv,parking:disabled,fixme,parking:street_side:of,parking:street_side:of:name,traffic_sign,markings,orientation,note,survey:date,access:conditional,check_date,maxstay:conditional,parking:condition
way,1092627686,parking_space,,,,,"POLYGON ((13.2097486 52.558289, 13.2097523 52.5583109, 13.2098239 52.5583065, 13.2098202 52.5582846, 13.2097486 52.558289))",,,,,,,,,,,,,,,,,"[10006548991, 10006548979, 10006548978, 10006548977, 10006548991]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627687,parking_space,,,,,"POLYGON ((13.2097523 52.5583109, 13.2097559 52.5583329, 13.2098275 52.5583285, 13.2098239 52.5583065, 13.2097523 52.5583109))",,,,,,,,,,,,,,,,,"[10006548979, 10006548994, 10006548980, 10006548978, 10006548979]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627688,parking_space,,,,,"POLYGON ((13.2097559 52.5583329, 13.2097596 52.5583548, 13.2098311 52.5583505, 13.2098275 52.5583285, 13.2097559 52.5583329))",,,,,,,,,,,,,,,,,"[10006548994, 10006548982, 10006548981, 10006548980, 10006548994]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627689,parking_space,,,,,"POLYGON ((13.2097596 52.5583548, 13.2097632 52.5583768, 13.2098348 52.5583724, 13.2098311 52.5583505, 13.2097596 52.5583548))",,,,,,,,,,,,,,,,,"[10006548982, 10006548997, 10006548983, 10006548981, 10006548982]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627690,parking_space,,,,,"POLYGON ((13.2097632 52.5583768, 13.2097668 52.5583988, 13.2098384 52.5583944, 13.2098348 52.5583724, 13.2097632 52.5583768))",,,,,,,,,,,,,,,,,"[10006548997, 10006548999, 10006548984, 10006548983, 10006548997]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627691,parking_space,,,,,"POLYGON ((13.2097668 52.5583988, 13.2097705 52.5584206, 13.209842 52.5584163, 13.2098384 52.5583944, 13.2097668 52.5583988))",,,,,,,,,,,,,,,,,"[10006548999, 10006548916, 10006548913, 10006548984, 10006548999]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627692,parking_space,,,,,"POLYGON ((13.2097414 52.5582451, 13.2097377 52.5582231, 13.2096682 52.5582274, 13.2096718 52.5582493, 13.2097414 52.5582451))",,,,,,,,,,,,,,,,,"[10006548988, 10006548986, 10006548985, 10006548987, 10006548988]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627693,parking_space,,,,,"POLYGON ((13.209745 52.558267, 13.2097414 52.5582451, 13.2096718 52.5582493, 13.2096755 52.5582713, 13.209745 52.558267))",,,,,,,,,,,,,,,,,"[10006548976, 10006548988, 10006548987, 10006548989, 10006548976]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627694,parking_space,,,,,"POLYGON ((13.2097486 52.558289, 13.209745 52.558267, 13.2096755 52.5582713, 13.2096791 52.5582932, 13.2097486 52.558289))",,,,,,,,,,,,,,,,,"[10006548991, 10006548976, 10006548989, 10006548990, 10006548991]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627695,parking_space,,,,,"POLYGON ((13.2097523 52.5583109, 13.2097486 52.558289, 13.2096791 52.5582932, 13.2096827 52.5583152, 13.2097523 52.5583109))",,,,,,,,,,,,,,,,,"[10006548979, 10006548991, 10006548990, 10006548992, 10006548979]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627696,parking_space,,,,,"POLYGON ((13.2097559 52.5583329, 13.2097523 52.5583109, 13.2096827 52.5583152, 13.2096864 52.5583371, 13.2097559 52.5583329))",,,,,,,,,,,,,,,,,"[10006548994, 10006548979, 10006548992, 10006548993, 10006548994]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627697,parking_space,,,,,"POLYGON ((13.2097596 52.5583548, 13.2097559 52.5583329, 13.2096864 52.5583371, 13.20969 52.5583591, 13.2097596 52.5583548))",,,,,,,,,,,,,,,,,"[10006548982, 10006548994, 10006548993, 10006548995, 10006548982]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627698,parking_space,,,,,"POLYGON ((13.2097632 52.5583768, 13.2097596 52.5583548, 13.20969 52.5583591, 13.2096936 52.5583811, 13.2097632 52.5583768))",,,,,,,,,,,,,,,,,"[10006548997, 10006548982, 10006548995, 10006548996, 10006548997]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627699,parking_space,,,,,"POLYGON ((13.2097668 52.5583988, 13.2097632 52.5583768, 13.2096936 52.5583811, 13.2096973 52.558403, 13.2097668 52.5583988))",,,,,,,,,,,,,,,,,"[10006548999, 10006548997, 10006548996, 10006548998, 10006548999]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627700,parking_space,,,,,"POLYGON ((13.2098236 52.5586008, 13.2098273 52.5586227, 13.2098988 52.5586184, 13.2098952 52.5585964, 13.2098236 52.5586008))",,,,,,,,,,,,,,,,,"[10006549001, 10006549003, 10006549002, 10006549000, 10006549001]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627701,parking_space,,,,,"POLYGON ((13.2098273 52.5586227, 13.2098309 52.5586447, 13.2099025 52.5586403, 13.2098988 52.5586184, 13.2098273 52.5586227))",,,,,,,,,,,,,,,,,"[10006549003, 10006549005, 10006549004, 10006549002, 10006549003]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627702,parking_space,,,,,"POLYGON ((13.2098309 52.5586447, 13.2098345 52.5586667, 13.2099061 52.5586623, 13.2099025 52.5586403, 13.2098309 52.5586447))",,,,,,,,,,,,,,,,,"[10006549005, 10006549007, 10006549006, 10006549004, 10006549005]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627703,parking_space,,,,,"POLYGON ((13.2098345 52.5586667, 13.2098382 52.5586886, 13.2099098 52.5586842, 13.2099061 52.5586623, 13.2098345 52.5586667))",,,,,,,,,,,,,,,,,"[10006549007, 10006549009, 10006549008, 10006549006, 10006549007]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627704,parking_space,,,,,"POLYGON ((13.2098382 52.5586886, 13.2098418 52.5587106, 13.2099134 52.5587062, 13.2099098 52.5586842, 13.2098382 52.5586886))",,,,,,,,,,,,,,,,,"[10006549009, 10006549011, 10006549010, 10006549008, 10006549009]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627705,parking_space,,,,,"POLYGON ((13.2098418 52.5587106, 13.2098454 52.5587325, 13.209917 52.5587281, 13.2099134 52.5587062, 13.2098418 52.5587106))",,,,,,,,,,,,,,,,,"[10006549011, 10006549013, 10006549012, 10006549010, 10006549011]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627706,parking_space,,,,,"POLYGON ((13.2098454 52.5587325, 13.2098491 52.5587545, 13.2099207 52.5587501, 13.209917 52.5587281, 13.2098454 52.5587325))",,,,,,,,,,,,,,,,,"[10006549013, 10006549016, 10006549014, 10006549012, 10006549013]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627707,parking_space,,,,,"POLYGON ((13.2098491 52.5587545, 13.2098527 52.5587764, 13.2099243 52.5587721, 13.2099207 52.5587501, 13.2098491 52.5587545))",,,,,,,,,,,,,,,,,"[10006549016, 10006549028, 10006549015, 10006549014, 10006549016]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627708,parking_space,,,,,"POLYGON ((13.2098236 52.5586008, 13.20982 52.5585788, 13.2097504 52.5585831, 13.2097541 52.558605, 13.2098236 52.5586008))",,,,,,,,,,,,,,,,,"[10006549001, 10006549018, 10006549017, 10006549019, 10006549001]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627709,parking_space,,,,,"POLYGON ((13.2098273 52.5586227, 13.2098236 52.5586008, 13.2097541 52.558605, 13.2097577 52.558627, 13.2098273 52.5586227))",,,,,,,,,,,,,,,,,"[10006549003, 10006549001, 10006549019, 10006549020, 10006549003]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627710,parking_space,,,,,"POLYGON ((13.2098309 52.5586447, 13.2098273 52.5586227, 13.2097577 52.558627, 13.2097613 52.5586489, 13.2098309 52.5586447))",,,,,,,,,,,,,,,,,"[10006549005, 10006549003, 10006549020, 10006549021, 10006549005]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627711,parking_space,,,,,"POLYGON ((13.2098345 52.5586667, 13.2098309 52.5586447, 13.2097613 52.5586489, 13.209765 52.5586709, 13.2098345 52.5586667))",,,,,,,,,,,,,,,,,"[10006549007, 10006549005, 10006549021, 10006549022, 10006549007]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627712,parking_space,,,,,"POLYGON ((13.2098382 52.5586886, 13.2098345 52.5586667, 13.209765 52.5586709, 13.2097686 52.5586929, 13.2098382 52.5586886))",,,,,,,,,,,,,,,,,"[10006549009, 10006549007, 10006549022, 10006549023, 10006549009]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627713,parking_space,,,,,"POLYGON ((13.2098418 52.5587106, 13.2098382 52.5586886, 13.2097686 52.5586929, 13.2097722 52.5587148, 13.2098418 52.5587106))",,,,,,,,,,,,,,,,,"[10006549011, 10006549009, 10006549023, 10006549024, 10006549011]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627714,parking_space,,,,,"POLYGON ((13.2098454 52.5587325, 13.2098418 52.5587106, 13.2097722 52.5587148, 13.2097759 52.5587368, 13.2098454 52.5587325))",,,,,,,,,,,,,,,,,"[10006549013, 10006549011, 10006549024, 10006549025, 10006549013]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627715,parking_space,,,,,"POLYGON ((13.2098491 52.5587545, 13.2098454 52.5587325, 13.2097759 52.5587368, 13.2097795 52.5587587, 13.2098491 52.5587545))",,,,,,,,,,,,,,,,,"[10006549016, 10006549013, 10006549025, 10006549027, 10006549016]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627716,parking_space,,,,,"POLYGON ((13.2098527 52.5587764, 13.2098491 52.5587545, 13.2097795 52.5587587, 13.2097832 52.5587807, 13.2098527 52.5587764))",,,,,,,,,,,,,,,,,"[10006549028, 10006549016, 10006549027, 10006549026, 10006549028]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627717,parking_space,,,,,"POLYGON ((13.2095735 52.5586153, 13.2095699 52.5585933, 13.2095003 52.5585976, 13.2095039 52.5586195, 13.2095735 52.5586153))",,,,,,,,,,,,,,,,,"[10006549030, 10006549053, 3723331227, 10006549029, 10006549030]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627718,parking_space,,,,,"POLYGON ((13.2095771 52.5586372, 13.2095735 52.5586153, 13.2095039 52.5586195, 13.2095076 52.5586415, 13.2095771 52.5586372))",,,,,,,,,,,,,,,,,"[10006549051, 10006549030, 10006549029, 10006549031, 10006549051]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627719,parking_space,,,,,"POLYGON ((13.2095808 52.5586592, 13.2095771 52.5586372, 13.2095076 52.5586415, 13.2095112 52.5586635, 13.2095808 52.5586592))",,,,,,,,,,,,,,,,,"[10006549049, 10006549051, 10006549031, 10006549032, 10006549049]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627720,parking_space,,,,,"POLYGON ((13.2095844 52.5586812, 13.2095808 52.5586592, 13.2095112 52.5586635, 13.2095148 52.5586854, 13.2095844 52.5586812))",,,,,,,,,,,,,,,,,"[10006549034, 10006549049, 10006549032, 10006549033, 10006549034]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627721,parking_space,,,,,"POLYGON ((13.209588 52.5587031, 13.2095844 52.5586812, 13.2095148 52.5586854, 13.2095185 52.5587074, 13.209588 52.5587031))",,,,,,,,,,,,,,,,,"[10006549036, 10006549034, 10006549033, 10006549035, 10006549036]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627722,parking_space,,,,,"POLYGON ((13.2095917 52.5587251, 13.209588 52.5587031, 13.2095185 52.5587074, 13.2095221 52.5587293, 13.2095917 52.5587251))",,,,,,,,,,,,,,,,,"[10006549045, 10006549036, 10006549035, 10006549037, 10006549045]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627723,parking_space,,,,,"POLYGON ((13.2095953 52.558747, 13.2095917 52.5587251, 13.2095221 52.5587293, 13.2095257 52.5587513, 13.2095953 52.558747))",,,,,,,,,,,,,,,,,"[10006549043, 10006549045, 10006549037, 10006549038, 10006549043]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627724,parking_space,,,,,"POLYGON ((13.2095989 52.558769, 13.2095953 52.558747, 13.2095257 52.5587513, 13.2095294 52.5587732, 13.2095989 52.558769))",,,,,,,,,,,,,,,,,"[10006549040, 10006549043, 10006549038, 10006549039, 10006549040]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627725,parking_space,,,,,"POLYGON ((13.2095989 52.558769, 13.2096026 52.5587909, 13.2096742 52.5587866, 13.2096705 52.5587646, 13.2095989 52.558769))",,,,,,,,,,,,,,,,,"[10006549040, 10006549054, 3723331229, 10006549041, 10006549040]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627726,parking_space,,,,,"POLYGON ((13.2095953 52.558747, 13.2095989 52.558769, 13.2096705 52.5587646, 13.2096669 52.5587426, 13.2095953 52.558747))",,,,,,,,,,,,,,,,,"[10006549043, 10006549040, 10006549041, 10006549042, 10006549043]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627727,parking_space,,,,,"POLYGON ((13.2095917 52.5587251, 13.2095953 52.558747, 13.2096669 52.5587426, 13.2096632 52.5587207, 13.2095917 52.5587251))",,,,,,,,,,,,,,,,,"[10006549045, 10006549043, 10006549042, 10006549044, 10006549045]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627728,parking_space,,,,,"POLYGON ((13.209588 52.5587031, 13.2095917 52.5587251, 13.2096632 52.5587207, 13.2096596 52.5586987, 13.209588 52.5587031))",,,,,,,,,,,,,,,,,"[10006549036, 10006549045, 10006549044, 10006549046, 10006549036]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627729,parking_space,,,,,"POLYGON ((13.2095844 52.5586812, 13.209588 52.5587031, 13.2096596 52.5586987, 13.209656 52.5586768, 13.2095844 52.5586812))",,,,,,,,,,,,,,,,,"[10006549034, 10006549036, 10006549046, 10006549047, 10006549034]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627730,parking_space,,,,,"POLYGON ((13.2095808 52.5586592, 13.2095844 52.5586812, 13.209656 52.5586768, 13.2096523 52.5586548, 13.2095808 52.5586592))",,,,,,,,,,,,,,,,,"[10006549049, 10006549034, 10006549047, 10006549048, 10006549049]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627731,parking_space,,,,,"POLYGON ((13.2095771 52.5586372, 13.2095808 52.5586592, 13.2096523 52.5586548, 13.2096487 52.5586329, 13.2095771 52.5586372))",,,,,,,,,,,,,,,,,"[10006549051, 10006549049, 10006549048, 10006549050, 10006549051]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627732,parking_space,,,,,"POLYGON ((13.2095735 52.5586153, 13.2095771 52.5586372, 13.2096487 52.5586329, 13.2096451 52.5586109, 13.2095735 52.5586153))",,,,,,,,,,,,,,,,,"[10006549030, 10006549051, 10006549050, 10006549052, 10006549030]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627733,parking_space,,,,,"POLYGON ((13.2096026 52.5587909, 13.2095989 52.558769, 13.2095294 52.5587732, 13.209533 52.5587952, 13.2096026 52.5587909))",,,,,,,,,,,,,,,,,"[10006549054, 10006549040, 10006549039, 3723331228, 10006549054]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627734,parking_space,,,,,"POLYGON ((13.2102173 52.5583739, 13.2102257 52.5583986, 13.2103032 52.5583889, 13.2102948 52.5583642, 13.2102173 52.5583739))",,,,,,,,,,,,,,,,,"[10006549056, 3716637256, 3716637257, 10006549055, 10006549056]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627735,parking_space,,,,,"POLYGON ((13.2102089 52.5583493, 13.2102173 52.5583739, 13.2102948 52.5583642, 13.2102865 52.5583396, 13.2102089 52.5583493))",,,,,,,,,,,,,,,,,"[10006549058, 10006549056, 10006549055, 10006549057, 10006549058]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627736,parking_space,,,,,"POLYGON ((13.2102006 52.5583246, 13.2102089 52.5583493, 13.2102865 52.5583396, 13.2102781 52.5583149, 13.2102006 52.5583246))",,,,,,,,,,,,,,,,,"[10006549060, 10006549058, 10006549057, 10006549059, 10006549060]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627737,parking_space,,,,,"POLYGON ((13.2101922 52.5583, 13.2102006 52.5583246, 13.2102781 52.5583149, 13.2102697 52.5582902, 13.2101922 52.5583))",,,,,,,,,,,,,,,,,"[10006549062, 10006549060, 10006549059, 10006549061, 10006549062]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627738,parking_space,,,,,"POLYGON ((13.2101838 52.5582753, 13.2101922 52.5583, 13.2102697 52.5582902, 13.2102613 52.5582656, 13.2101838 52.5582753))",,,,,,,,,,,,,,,,,"[10006549064, 10006549062, 10006549061, 10006549063, 10006549064]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627739,parking_space,,,,,"POLYGON ((13.2101754 52.5582507, 13.2101838 52.5582753, 13.2102613 52.5582656, 13.2102529 52.5582409, 13.2101754 52.5582507))",,,,,,,,,,,,,,,,,"[10006549066, 10006549064, 10006549063, 10006549065, 10006549066]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627740,parking_space,,,,,"POLYGON ((13.210167 52.558226, 13.2101754 52.5582507, 13.2102529 52.5582409, 13.2102446 52.5582163, 13.210167 52.558226))",,,,,,,,,,,,,,,,,"[10006549068, 10006549066, 10006549065, 10006549067, 10006549068]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627741,parking_space,,,,,"POLYGON ((13.2101587 52.5582013, 13.210167 52.558226, 13.2102446 52.5582163, 13.2102362 52.5581916, 13.2101587 52.5582013))",,,,,,,,,,,,,,,,,"[10006549070, 10006549068, 10006549067, 10006549069, 10006549070]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627742,parking_space,,,,,"POLYGON ((13.2099747 52.5584025, 13.2099829 52.5584268, 13.2100634 52.5584162, 13.2100549 52.5583918, 13.2099747 52.5584025))",,,,,,,,,,,,,,,,,"[10006549072, 3738821672, 3738821673, 10006549071, 10006549072]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627743,parking_space,,,,,"POLYGON ((13.2099665 52.5583782, 13.2099747 52.5584025, 13.2100549 52.5583918, 13.2100464 52.5583674, 13.2099665 52.5583782))",,,,,,,,,,,,,,,,,"[10006549074, 10006549072, 10006549071, 10006549073, 10006549074]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627744,parking_space,,,,,"POLYGON ((13.2099583 52.558354, 13.2099665 52.5583782, 13.2100464 52.5583674, 13.2100379 52.5583431, 13.2099583 52.558354))",,,,,,,,,,,,,,,,,"[10006549076, 10006549074, 10006549073, 10006549075, 10006549076]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627745,parking_space,,,,,"POLYGON ((13.2099501 52.5583297, 13.2099583 52.558354, 13.2100379 52.5583431, 13.2100294 52.5583187, 13.2099501 52.5583297))",,,,,,,,,,,,,,,,,"[10006549078, 10006549076, 10006549075, 10006549077, 10006549078]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627746,parking_space,,,,,"POLYGON ((13.209942 52.5583054, 13.2099501 52.5583297, 13.2100294 52.5583187, 13.2100209 52.5582943, 13.209942 52.5583054))",,,,,,,,,,,,,,,,,"[10006549080, 10006549078, 10006549077, 10006549079, 10006549080]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627747,parking_space,,,,,"POLYGON ((13.2099338 52.5582811, 13.209942 52.5583054, 13.2100209 52.5582943, 13.2100124 52.5582699, 13.2099338 52.5582811))",,,,,,,,,,,,,,,,,"[10006549082, 10006549080, 10006549079, 10006549081, 10006549082]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627748,parking_space,,,,,"POLYGON ((13.2099256 52.5582569, 13.2099338 52.5582811, 13.2100124 52.5582699, 13.2100039 52.5582456, 13.2099256 52.5582569))",,,,,,,,,,,,,,,,,"[10006549084, 10006549082, 10006549081, 10006549083, 10006549084]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092627749,parking_space,,,,,"POLYGON ((13.2099174 52.5582326, 13.2099256 52.5582569, 13.2100039 52.5582456, 13.2099954 52.5582212, 13.2099174 52.5582326))",,,,,,,,,,,,,,,,,"[10006549086, 10006549084, 10006549083, 10006549085, 10006549086]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1092643279,parking_space,1,,disabled,,"POLYGON ((13.525664 52.4892099, 13.5257187 52.4892141, 13.5257285 52.4891732, 13.5256731 52.4891682, 13.525664 52.4892099))",,,,,street_side,,,,,,,,,,,,"[10006692524, 10006692528, 10006692529, 10006692525, 10006692524]",,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,
way,1095493583,parking_space,1,1,disabled;normal,,"POLYGON ((13.2915477 52.6330934, 13.2915727 52.6330841, 13.2916202 52.6331301, 13.2915941 52.6331398, 13.2915477 52.6330934))",,,,,,,,,,,,,yes,,,,"[10032424885, 10032424884, 10032424883, 10032424882, 10032424885]",,,,,,,,,,,,,,,,,,,,,,,"no @ (Mo-Fr 08:00-20:00, Sa 08:00-14:00); disabled @ (Mo-Fr 08:00-20:00, Sa 08:00-14:00)",,,
way,1099834925,parking_space,1,,disabled,,"POLYGON ((13.1400899 52.4525404, 13.1401867 52.4524995, 13.1402326 52.4525103, 13.1401503 52.4525504, 13.1400899 52.4525404))",,,,,,,,,,,,,,,,no,"[10068536221, 10068492670, 10068536219, 10068536220, 10068536221]",,,,,,,,,,,,,,,,,,,,,,,,2022-10-2,2h @ (Mo-Fr 08:00-19:00; Sa 08:00-14:00),disc
way,1099838691,parking_space,2,2,disabled,,"POLYGON ((13.1426656 52.4530099, 13.1427498 52.4529832, 13.1426364 52.4529542, 13.1425504 52.4529854, 13.1426656 52.4530099))",,,,,,,,,,,,,,,only,no,"[10068583817, 10068583818, 10068583819, 10068583820, 10068583817]",,,,,,,,,,,,,,,,,,,,,,,,,2h @ (Mo-Sa  08:00-20:00),disc
way,1100891954,parking_space,2,,disabled,,"POLYGON ((13.3867454 52.5226868, 13.3868243 52.5226019, 13.386853 52.5226117, 13.3867741 52.5226967, 13.3867454 52.5226868))",,,,,,,,,,,,,,,,,"[10075414111, 10075414112, 10075414113, 10075414110, 10075414111]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581312,parking_space,,,,,"POLYGON ((13.3161087 52.4964806, 13.3161378 52.4964375, 13.3160979 52.496443, 13.3160645 52.496483, 13.3160603 52.4964864, 13.3161087 52.4964806))",,,,,,,,,,,,,,,,,"[10080794045, 10080794046, 3859012380, 10080786467, 3859012393, 10080794045]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581313,parking_space,,,,,"POLYGON ((13.3161087 52.4964806, 13.316156 52.4964749, 13.3161887 52.4964306, 13.3161378 52.4964375, 13.3161087 52.4964806))",,,,,,,,,,,,,,,,,"[10080794045, 10080794050, 10080794051, 10080794046, 10080794045]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581314,parking_space,,,,,"POLYGON ((13.316156 52.4964749, 13.3162027 52.4964693, 13.3162344 52.4964244, 13.3161887 52.4964306, 13.316156 52.4964749))",,,,,,,,,,,,,,,,,"[10080794050, 10080794052, 10080794053, 10080794051, 10080794050]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581315,parking_space,,,,,"POLYGON ((13.3162027 52.4964693, 13.3162473 52.496464, 13.3162836 52.4964178, 13.3162619 52.4964207, 13.3162344 52.4964244, 13.3162027 52.4964693))",,,,,,,,,,,,,,,,,"[10080794052, 10080794054, 10080794055, 10080794049, 10080794053, 10080794052]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581316,parking_space,,,,,"POLYGON ((13.3162473 52.496464, 13.3162939 52.4964584, 13.3163276 52.4964118, 13.3162836 52.4964178, 13.3162473 52.496464))",,,,,,,,,,,,,,,,,"[10080794054, 10080794056, 10080794057, 10080794055, 10080794054]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581317,parking_space,,,,,"POLYGON ((13.3162939 52.4964584, 13.3163391 52.4964529, 13.3163734 52.4964062, 13.3163318 52.4964112, 13.3163276 52.4964118, 13.3162939 52.4964584))",,,,,,,,,,,,,,,,,"[10080794056, 10080794058, 10080794059, 10080794042, 10080794057, 10080794056]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581318,parking_space,,,,,"POLYGON ((13.3163391 52.4964529, 13.3163866 52.4964472, 13.3164141 52.4964013, 13.3163734 52.4964062, 13.3163391 52.4964529))",,,,,,,,,,,,,,,,,"[10080794058, 10080794060, 10080794061, 10080794059, 10080794058]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581319,parking_space,,,,,"POLYGON ((13.3163866 52.4964472, 13.3164321 52.4964418, 13.3164613 52.496395, 13.3164141 52.4964013, 13.3163866 52.4964472))",,,,,,,,,,,,,,,,,"[10080794060, 10080794062, 10080794063, 10080794061, 10080794060]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581320,parking_space,,,,,"POLYGON ((13.3164321 52.4964418, 13.3164799 52.496436, 13.3165005 52.496391, 13.3164613 52.496395, 13.3164321 52.4964418))",,,,,,,,,,,,,,,,,"[10080794062, 10080794064, 10080794065, 10080794063, 10080794062]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581321,parking_space,,,,,"POLYGON ((13.3164799 52.496436, 13.3165262 52.4964305, 13.3165476 52.4963854, 13.3165005 52.496391, 13.3164799 52.496436))",,,,,,,,,,,,,,,,,"[10080794064, 10080794066, 10080794067, 10080794065, 10080794064]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581322,parking_space,,,,,"POLYGON ((13.3165262 52.4964305, 13.316573 52.4964249, 13.316597 52.4963796, 13.3165572 52.4963843, 13.3165476 52.4963854, 13.3165262 52.4964305))",,,,,,,,,,,,,,,,,"[10080794066, 10080794068, 10080794069, 10080794048, 10080794067, 10080794066]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581323,parking_space,,,,,"POLYGON ((13.316573 52.4964249, 13.316618 52.4964195, 13.3166473 52.4963736, 13.316597 52.4963796, 13.316573 52.4964249))",,,,,,,,,,,,,,,,,"[10080794068, 10080794070, 10080794071, 10080794069, 10080794068]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581324,parking_space,,,,,"POLYGON ((13.316618 52.4964195, 13.3166639 52.496414, 13.3166929 52.4963682, 13.3166473 52.4963736, 13.316618 52.4964195))",,,,,,,,,,,,,,,,,"[10080794070, 10080794072, 10080794073, 10080794071, 10080794070]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101581325,parking_space,,,,,"POLYGON ((13.3166639 52.496414, 13.3167093 52.4964085, 13.3167255 52.4963855, 13.3167417 52.4963624, 13.3166929 52.4963682, 13.3166639 52.496414))",,,,,,,,,,,,,,,,,"[10080794072, 10080794074, 10080794076, 10080794075, 10080794073, 10080794072]",,,,,,,,,,,,,,,,,,,,,,,,,,
