element_type,osmid,amenity,capacity,capacity:disabled,geometry,fee,parking,wheelchair,parking_space,access,access:disabled,parking:disabled,description,capacity:charging,operator,start_date,motorcar,traffic_sign,nodes,addr:city,addr:postcode,addr:street,park_ride,supervised,emergency,covered,name,capacity:electric,surface,addr:housenumber,car_sharing,note,source,fixme,opening_hours,source:geometry,image,wikimedia_commons,capacity:parent,disabled,maxstay,ref,fee:conditional
way,580590464,parking_space,1,1,"POLYGON ((9.1580362 48.8090004, 9.1581038 48.8090196, 9.1581161 48.8090007, 9.1580484 48.8089816, 9.1580362 48.8090004))",,surface,,disabled,,,,,,,,,,"[5557519791, 5557519790, 5557519789, 5557519788, 5557519791]",,,,,,,,,,,,,,,,,,,,,,,,
way,585405317,parking_space,2,2,"POLYGON ((9.2222781 48.7389578, 9.2223465 48.7389578, 9.2223465 48.7388946, 9.2222781 48.7388946, 9.2222781 48.7389578))",,surface,,,,,,,,,,,,"[5594346158, 5594346155, 5594346156, 5594346157, 5594346158]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,604259429,parking_space,1,1,"POLYGON ((9.1831198 48.8146531, 9.1831548 48.8146721, 9.1831731 48.8146507, 9.183135 48.8146303, 9.1831198 48.8146531))",,surface,,disabled,,,,,,,,,,"[5734093242, 5734093241, 5734093240, 2055169309, 5734093242]",,,,,,,,,,,,,,,,,,,,,,,,
way,614774891,parking_space,1,1,"POLYGON ((9.184665 48.7757609, 9.184651 48.7757408, 9.1847117 48.7757226, 9.1847256 48.7757427, 9.184665 48.7757609))",,surface,,,,,,,,,,,,"[5814652768, 5814652767, 5814652766, 5814652765, 5814652768]",,,,,,,,,,sett,,,,,,,,,,,,,,
way,614774892,parking_space,1,1,"POLYGON ((9.1846233 48.7757022, 9.1846069 48.7756785, 9.1846674 48.7756602, 9.1846839 48.7756839, 9.1846233 48.7757022))",,surface,,,,,,,,,,,,"[5814652772, 5814652771, 5814652770, 5814652769, 5814652772]",,,,,,,,,,sett,,,,,,,,,,,,,,
way,614774893,parking_space,2,2,"POLYGON ((9.1845846 48.7756537, 9.1845594 48.775617, 9.1846196 48.7755983, 9.1846449 48.775635, 9.1845846 48.7756537))",,surface,,,,,,,,,,,,"[5814652776, 5814652775, 5814652774, 5814652773, 5814652776]",,,,,,,,,,sett,,,,,,,,,,,,,,
way,615296086,parking_space,1,1,"POLYGON ((9.1696612 48.7732798, 9.1696928 48.7732582, 9.1697679 48.7732635, 9.169739 48.7732835, 9.1696612 48.7732798))",,surface,,disabled,,,,,,,,,,"[5818400302, 5818400299, 5818400298, 5818400301, 5818400302]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,615296089,parking_space,2,,"POLYGON ((9.1696085 48.7733163, 9.1696612 48.7732798, 9.169739 48.7732835, 9.1696886 48.7733183, 9.1696085 48.7733163))",,surface,,,private,,,,,Stadtmobil,,,,"[5818400303, 5818400302, 5818400301, 5818400304, 5818400303]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,615446375,parking_space,1,,"POLYGON ((9.1730286 48.7769191, 9.1730692 48.7768997, 9.173082 48.7769112, 9.1730413 48.7769307, 9.1730286 48.7769191))",,surface,,,private,,,,,Stadtmobil,,,,"[5819778856, 5819778855, 5819778854, 5819778853, 5819778856]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,615465962,parking_space,3,,"POLYGON ((9.1788091 48.7824517, 9.1789865 48.7823806, 9.1789992 48.7823944, 9.1788218 48.7824655, 9.1788091 48.7824517))",,surface,,,private,,,,,Stadtmobil,,,,"[5819929707, 5819929706, 5819929705, 5819929704, 5819929707]",,,,,,,,,,paving_stones,,,,,,,,,,,,,,
way,619422010,parking_space,2,2,"POLYGON ((9.2224507 48.807587, 9.2224265 48.8076477, 9.222525 48.8076647, 9.2225492 48.807604, 9.2224507 48.807587))",,,,disabled,,,,,,,,,,"[5853533044, 5853533043, 2935501574, 2935501575, 5853533044]",,,,,,,,,,,,,,,,,,,,,,,,
way,624374213,parking_space,1,1,"POLYGON ((9.1790298 48.7678572, 9.1790657 48.7678933, 9.1790889 48.7678832, 9.179053 48.7678472, 9.1790298 48.7678572))",,,,disabled,,,,,,,,,,"[5896058533, 5896058532, 5896058531, 5896058530, 5896058533]",,,,,,,,,,,,,,,,,,,,,,,,
way,630452176,parking_space,1,1,"POLYGON ((9.1731296 48.7787487, 9.1731556 48.7787327, 9.1731076 48.7786989, 9.1730816 48.778715, 9.1731296 48.7787487))",,surface,yes,disabled,,,,,,,,,"DE:314,1044-10","[5953133977, 5953133976, 5953133975, 5953133974, 5953133977]",,,,,,,,,,,,,,,,,,,,,,,,
way,630454337,parking_space,2,2,"POLYGON ((9.172486 48.7782689, 9.1725134 48.7782538, 9.1724148 48.7781762, 9.1723875 48.7781912, 9.172486 48.7782689))",,surface,yes,disabled,,,,,,,,,"DE:314,1044-10","[5953149688, 5953149687, 5953149686, 5953149685, 5953149688]",,,,,,,,,,,,,,,,,,,,,,,,
way,631916994,parking_space,1,1,"POLYGON ((9.1575111 48.7739073, 9.157549 48.7739011, 9.1575321 48.7738562, 9.1574942 48.7738624, 9.1575111 48.7739073))",,surface,yes,,,,,,,,,,"DE:314,1044-10","[5966922783, 5966922782, 5966922781, 5966922780, 5966922783]",,,,,,,,,,,,,,,,,,,,,,,,
way,632413197,parking_space,1,1,"POLYGON ((9.166114 48.7636445, 9.1661278 48.7636229, 9.166063 48.763605, 9.1660493 48.7636267, 9.166114 48.7636445))",,surface,yes,disabled,,,,,,,,,"DE:314,1044-10","[5971316334, 5971316333, 5971316332, 5971316331, 5971316334]",,,,,,,,,,,,,,,,,,,,,,,,
way,637509810,parking_space,1,1,"POLYGON ((9.2474116 48.8152788, 9.2474228 48.8152542, 9.2473556 48.8152409, 9.2473444 48.8152655, 9.2474116 48.8152788))",,surface,yes,,,,,,,,,,"DE:314,1044-10","[6009997892, 6009997891, 6009997890, 6009997889, 6009997892]",,,,,,,,,,,,,,,,,,,,,,,,
way,646337698,parking_space,2,,"POLYGON ((9.1789399 48.7824842, 9.179081 48.7824281, 9.1790937 48.7824419, 9.1789526 48.782498, 9.1789399 48.7824842))",,surface,,,private,,,,,Stuttgarter Straßenbahnen,,,,"[6073103431, 6073103430, 6073103429, 6073103428, 6073103431]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,646376486,parking_space,2,2,"POLYGON ((9.1706169 48.7759509, 9.1707028 48.7758968, 9.1706807 48.7758816, 9.1705949 48.7759357, 9.1706169 48.7759509))",,,,disabled,,,,,,,,,,"[6073340866, 6073340865, 6073340864, 6073340863, 6073340866]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,665519744,parking_space,2,,"POLYGON ((9.2322452 48.7793418, 9.2323083 48.7793895, 9.2323631 48.7793581, 9.2323 48.7793103, 9.2322452 48.7793418))",,,,disabled,,,,,,,,,,"[6229131397, 6229131396, 6229131395, 6229131394, 6229131397]",,,,,,,,,,,,,,,,,,,,,,,,
way,665710011,parking_space,,,"POLYGON ((9.2285264 48.7380106, 9.2285545 48.7380592, 9.2285806 48.7380527, 9.2285524 48.738004, 9.2285264 48.7380106))",,,,disabled,,,,,,,,,,"[6231307144, 6231307143, 6231307142, 6231307141, 6231307144]",,,,,,,,,,,,,,,,,,,,,,,,
way,669518075,parking_space,1,1,"POLYGON ((9.2070836 48.7239583, 9.207056 48.7239541, 9.2070686 48.723918, 9.2070961 48.7239222, 9.2070836 48.7239583))",,surface,,,,,,,,,,,,"[6269687755, 6269687754, 6269687753, 6269687752, 6269687755]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,672099231,parking_space,1,1,"POLYGON ((9.2050504 48.7820402, 9.2050807 48.7820397, 9.2050825 48.7820888, 9.2050521 48.7820893, 9.2050504 48.7820402))",,surface,,disabled,,,,,,,,,,"[6293854819, 6293854818, 6293854817, 6293854816, 6293854819]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,701262692,parking_space,1,1,"POLYGON ((9.241571 48.8217903, 9.2415727 48.8217634, 9.2416487 48.8217655, 9.241647 48.8217926, 9.241571 48.8217903))",,surface,,disabled,,,,,,,,,,"[6585969346, 6585969350, 6585969348, 6585969345, 6585969346]",,,,,,,,,,paving_stones,,,,,,,,,,,,,,
way,761462520,parking_space,2,2,"POLYGON ((9.1702076 48.77591, 9.1701855 48.7758941, 9.1703047 48.7758221, 9.1703268 48.775838, 9.1702076 48.77591))",,surface,,disabled,,,,,,,,,,"[7114403158, 7114403157, 7114403156, 7114403155, 7114403158]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,761462522,parking_space,2,,"POLYGON ((9.1627276 48.7764035, 9.162741 48.7763845, 9.1628725 48.7764249, 9.1628591 48.7764438, 9.1627276 48.7764035))",,surface,,,private,,,,,Flinkster,,,,"[7114403165, 7114403164, 7114403163, 7114403162, 7114403165]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,761477141,parking_space,1,1,"POLYGON ((9.1890383 48.791538, 9.1890501 48.7915139, 9.1891419 48.7915859, 9.1891046 48.7915897, 9.1890383 48.791538))",,surface,,disabled,,,,,,,,,,"[7114561831, 7114561830, 7114561829, 7114561828, 7114561831]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,762610142,parking_space,1,1,"POLYGON ((9.159686 48.7711907, 9.1596582 48.7711822, 9.1596897 48.7711377, 9.1597175 48.7711462, 9.159686 48.7711907))",,surface,,disabled,,,,,,,,,,"[7125638429, 7125638428, 7125638427, 7125638426, 7125638429]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,762610143,parking_space,2,,"POLYGON ((9.159229 48.7708292, 9.1592384 48.7708139, 9.1593646 48.7708474, 9.1593552 48.7708627, 9.159229 48.7708292))",,surface,,,private,,,,,Stadtmobil,,,,"[7125638433, 7125638432, 7125638431, 7125638430, 7125638433]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,763418586,parking_space,1,,"POLYGON ((9.2552941 48.7585031, 9.2553026 48.7584876, 9.2553674 48.758503, 9.2553589 48.7585185, 9.2552941 48.7585031))",,surface,,,private,,,,,FORD Carsharing,,,,"[7133588148, 7133588147, 7133588146, 7133588145, 7133588148]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,806922649,parking_space,1,,"POLYGON ((9.0988469 48.8212976, 9.0988413 48.8213351, 9.0988059 48.8213328, 9.0988115 48.8212953, 9.0988469 48.8212976))",,,,,customers,,,Parkplatz für Elektrotankstelle,1,,,,,"[7545839128, 7545839127, 7545839126, 7545839125, 7545839128]",,,,,,,no,,,,,,,,,,,,,,,,,
way,827071683,parking_space,2,,"POLYGON ((9.1566097 48.7751615, 9.1566112 48.7751405, 9.1567533 48.7751448, 9.1567518 48.7751658, 9.1566097 48.7751615))",,surface,,car_sharing,permit,,,,,Stadtmobil,,,,"[7721675195, 7721675194, 7721675193, 7721675192, 7721675195]",,,Bebelstraße,,,,,,,asphalt,18,parking,"Parkplatz für zwei zugewisene Stadtmobil Fahrzeuge, nur exakt diese dürfen hier parken",,,,,,,,,,,
way,837069201,parking_space,1,1,"POLYGON ((9.2190499 48.7871146, 9.2190202 48.7871001, 9.2190646 48.7870607, 9.2190943 48.7870751, 9.2190499 48.7871146))",,surface,,disabled,,,,,,,,,,"[7812390713, 7812390712, 7812390711, 7812390710, 7812390713]",,,,,,,,,,asphalt,,,,,,,,,,,,,,
way,858977212,parking_space,2,,"POLYGON ((9.1953947 48.8085763, 9.1955103 48.8085728, 9.1955065 48.8085227, 9.1953909 48.8085267, 9.1953947 48.8085763))",,surface,,disabled,,,,,,,,,,"[8007182651, 8007182652, 8007182653, 8007182654, 8007182651]",,,,,,,,Behindertenparkplatz JOiN,,grass_paver,,,,,,,,,,,,,,
way,897300266,parking_space,2,,"POLYGON ((9.1926163 48.7730342, 9.1926656 48.7729966, 9.1927326 48.7730367, 9.1926948 48.7730794, 9.1926163 48.7730342))",,,,,private,,,,,,,,,"[8339987397, 8339987396, 8339987395, 8339987394, 8339987397]",,,,,,,,,,,,,,,,,,,,,,,,
way,897300267,parking_space,2,,"POLYGON ((9.1925016 48.7729748, 9.1925924 48.7730245, 9.1926432 48.7729855, 9.1925585 48.7729418, 9.1925016 48.7729748))",,,,,private,,,,,,,,,"[8339987401, 8339987400, 8339987399, 8339987398, 8339987401]",,,,,,,no,,,,,,,,,,,,,,,,,
way,909587429,parking_space,1,,"POLYGON ((9.1086545 48.732411, 9.1086816 48.7324162, 9.1087013 48.7323723, 9.1086742 48.732367, 9.1086545 48.732411))",,surface,,,private,,,,,,,,,"[8445473427, 8445473424, 8445473425, 8445473426, 8445473427]",,,,,,,,,,,,,,,,,,,,,,,,
way,910859976,parking_space,5,,"POLYGON ((9.112509 48.7249867, 9.1125913 48.7251069, 9.1126607 48.7250862, 9.1125785 48.724966, 9.112509 48.7249867))",,surface,,,private,,,,,,,,,"[8457822546, 8457822545, 8457822544, 8457822543, 8457822546]",,,,,,,,,,,,,,,,,,,,,,,,
way,917850048,parking_space,1,,"POLYGON ((9.1776121 48.8134682, 9.177668 48.8134423, 9.1776917 48.8134659, 9.1776347 48.8134906, 9.1776121 48.8134682))",,,,private,,,,,,,,,,"[8524811528, 8524811529, 8524811530, 8524811531, 8524811528]",,,,,,,,,,,,,,,,,,,,,,,,
way,917850049,parking_space,1,,"POLYGON ((9.1776347 48.8134906, 9.1776917 48.8134659, 9.177715 48.8134866, 9.177658 48.8135134, 9.1776347 48.8134906))",,,,private,,,,,,,,,,"[8524811531, 8524811530, 8524811532, 8524811533, 8524811531]",,,,,,,,,,,,,,,,,,,,,,,,
way,917850050,parking_space,1,,"POLYGON ((9.177715 48.8134866, 9.1777406 48.8135102, 9.1776837 48.813537, 9.177658 48.8135134, 9.177715 48.8134866))",,,,private,,,,,,,,,,"[8524811532, 8524811534, 8524811535, 8524811533, 8524811532]",,,,,,,,,,,,,,,,,,,,,,,,
way,937765422,parking_space,1,1,"POLYGON ((9.1830395 48.7889151, 9.1830079 48.7889151, 9.1830079 48.7888621, 9.1830396 48.7888621, 9.1830395 48.7889151))",,surface,,,,,,,,,,,,"[8688081322, 8688081321, 8688081320, 8688081319, 8688081322]",,,,,,,no,,,,,,,,,,,,,,,,,
way,944281995,parking_space,2,,"POLYGON ((9.1675231 48.7639979, 9.1675621 48.7640126, 9.1676351 48.7639288, 9.167596 48.763914, 9.1675231 48.7639979))",,surface,,,disabled,,,,,,,,,"[8742634447, 8742634446, 8742634445, 8742634444, 8742634447]",,,,,,,,,,,,,,,,,,,,,,,,
way,944281996,parking_space,1,,"POLYGON ((9.1676318 48.7638676, 9.1676693 48.7638816, 9.1677783 48.7637552, 9.1677409 48.7637412, 9.1676318 48.7638676))",,surface,,,psv,,,,,,,,,"[8742634451, 8742634450, 8742634449, 8742634448, 8742634451]",,,,,,,,,,,,,,,,,,,,,,,,
way,949064817,parking_space,2,,"POLYGON ((9.1524644 48.7406613, 9.1525941 48.7406961, 9.1526041 48.74068, 9.1524744 48.7406451, 9.1524644 48.7406613))",,,,charging,,,,,2,,,,,"[8785571455, 8785571454, 8785571453, 8785571452, 8785571455]",,,,,,,,,,,,,,,,,,,,,,,,
way,953571368,parking_space,,,"POLYGON ((9.0976741 48.7439099, 9.0976781 48.7439521, 9.0977579 48.7439488, 9.0977539 48.7439066, 9.0976741 48.7439099))",,surface,,,,,,,,,,,,"[8826006334, 8826006333, 8826006332, 8826006331, 8826006334]",,,,,,,,,,,,,,,,,,,,,,,,
way,954325500,parking_space,1,,"POLYGON ((9.1574228 48.7791528, 9.1573612 48.7791335, 9.1573507 48.7791488, 9.1574098 48.7791681, 9.1574228 48.7791528))",,,,,,,,,,,,,,"[8832669902, 8832669903, 8832669904, 8832669905, 8832669902]",,,,,,,,,,,,,,,,,,,,,,,,
way,954325501,parking_space,1,,"POLYGON ((9.1574098 48.7791681, 9.1573944 48.7791863, 9.157338 48.7791678, 9.1573507 48.7791488, 9.1574098 48.7791681))",,,,,,,,,,,,,,"[8832669905, 8832669906, 8832669907, 8832669904, 8832669905]",,,,,,,,,,,,,,,,,,,,,,,,
way,954325502,parking_space,1,,"POLYGON ((9.1573944 48.7791863, 9.1573649 48.7792252, 9.1573226 48.779188, 9.157338 48.7791678, 9.1573944 48.7791863))",,,,,,,,,,,,,,"[8832669906, 8832669908, 8832669909, 8832669907, 8832669906]",,,,,,,,,,,,,,,,,,,,,,,,
way,954325503,parking_space,1,,"POLYGON ((9.1572685 48.779205, 9.1572391 48.7791955, 9.1572586 48.7791677, 9.1572891 48.7791766, 9.1572685 48.779205))",,,,,,,,,,,,,,"[8832669910, 8832669912, 8832669913, 8832669911, 8832669910]",,,,,,,,,,,,,,,,,,,,,,,,
way,954325504,parking_space,1,,"POLYGON ((9.1572391 48.7791955, 9.1572089 48.7791864, 9.1572292 48.7791583, 9.1572586 48.7791677, 9.1572391 48.7791955))",,,,,,,,,,,,,,"[8832669912, 8832669914, 8832669915, 8832669913, 8832669912]",,,,,,,,,,,,,,,,,,,,,,,,
way,954325505,parking_space,1,,"POLYGON ((9.1572089 48.7791864, 9.1571807 48.7791776, 9.157201 48.7791495, 9.1572292 48.7791583, 9.1572089 48.7791864))",,,,,,,,,,,,,,"[8832669914, 8832669916, 8832671317, 8832669915, 8832669914]",,,,,,,,,,,,,,,,,,,,,,,,
way,967273791,parking_space,,,"POLYGON ((9.1684437 48.8109575, 9.1684748 48.8109665, 9.1684991 48.81093, 9.1684681 48.810921, 9.1684437 48.8109575))",,surface,,,,,,,,,,,,"[8948823598, 8948823596, 8948823595, 8948823599, 8948823598]",,,,,,,,,,,,,,,,,,,,,,,,
way,967273792,parking_space,,,"POLYGON ((9.1684348 48.8109114, 9.1684681 48.810921, 9.1684437 48.8109575, 9.1684105 48.8109479, 9.1684348 48.8109114))",,surface,,,,,,,,,,,,"[8948823600, 8948823599, 8948823598, 8948823597, 8948823600]",,,,,,,,,,,,,,,,,,,,,,,,
way,968525478,parking_space,1,,"POLYGON ((9.1551354 48.7301409, 9.1551595 48.7301252, 9.1551106 48.7300926, 9.1550866 48.7301083, 9.1551354 48.7301409))",,,,private,,,,,,,,,,"[8960402230, 8960402237, 8960402236, 8960402232, 8960402230]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968525479,parking_space,1,,"POLYGON ((9.1551114 48.7301566, 9.1551354 48.7301409, 9.1550866 48.7301083, 9.1550733 48.730117, 9.1550625 48.730124, 9.1551114 48.7301566))",,,,private,,,,,,,,,,"[8960402231, 8960402230, 8960402232, 9094424657, 8960402233, 8960402231]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968525480,parking_space,1,,"POLYGON ((9.1550384 48.7301397, 9.1550873 48.7301723, 9.1551114 48.7301566, 9.1550625 48.730124, 9.1550384 48.7301397))",,,,private,,,,,,,,,,"[8960402235, 8960402234, 8960402231, 8960402233, 8960402235]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529572,parking_space,1,,"POLYGON ((9.1531726 48.7293509, 9.1531963 48.729336, 9.153135 48.7292997, 9.1531134 48.7293155, 9.1531726 48.7293509))",,,,normal,,,,,,,,,,"[8960447449, 2551854698, 2551854693, 8960447446, 8960447449]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529573,parking_space,1,,"POLYGON ((9.1530917 48.7293314, 9.1531134 48.7293155, 9.1531726 48.7293509, 9.1531489 48.7293657, 9.1530917 48.7293314))",,,,normal,,,,,,,,,,"[8960447447, 8960447446, 8960447449, 8960447448, 8960447447]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529574,parking_space,1,,"POLYGON ((9.1530701 48.7293472, 9.1530917 48.7293314, 9.1531489 48.7293657, 9.1531252 48.7293806, 9.1530701 48.7293472))",,,,normal,,,,,,,,,,"[2551854701, 8960447447, 8960447448, 2551854703, 2551854701]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529575,parking_space,1,,"POLYGON ((9.1537416 48.7297306, 9.1537685 48.7297481, 9.1537952 48.7296965, 9.1537684 48.7296793, 9.1537416 48.7297306))",,,,normal,,,,,,,,,,"[8960447483, 2551854712, 2551854710, 8960447482, 8960447483]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529576,parking_space,1,,"POLYGON ((9.1537147 48.7297132, 9.1537416 48.7297306, 9.1537684 48.7296793, 9.1537416 48.729662, 9.1537147 48.7297132))",,,,normal,,,,,,,,,,"[8960447463, 8960447483, 8960447482, 8960447481, 8960447463]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529577,parking_space,1,,"POLYGON ((9.1536878 48.7296957, 9.1537147 48.7297132, 9.1537416 48.729662, 9.1537148 48.7296448, 9.1536878 48.7296957))",,,,normal,,,,,,,,,,"[8960447462, 8960447463, 8960447481, 8960447480, 8960447462]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529578,parking_space,1,,"POLYGON ((9.1536609 48.7296783, 9.1536878 48.7296957, 9.1537148 48.7296448, 9.153688 48.7296276, 9.1536609 48.7296783))",,,,normal,,,,,,,,,,"[8960447461, 8960447462, 8960447480, 8960447479, 8960447461]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529579,parking_space,1,,"POLYGON ((9.153634 48.7296608, 9.1536609 48.7296783, 9.153688 48.7296276, 9.1536612 48.7296104, 9.153634 48.7296608))",,,,normal,,,,,,,,,,"[8960447460, 8960447461, 8960447479, 8960447478, 8960447460]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529580,parking_space,1,,"POLYGON ((9.1536071 48.7296434, 9.153634 48.7296608, 9.1536612 48.7296104, 9.1536344 48.7295931, 9.1536071 48.7296434))",,,,normal,,,,,,,,,,"[8960447459, 8960447460, 8960447478, 8960447477, 8960447459]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529581,parking_space,1,,"POLYGON ((9.1535802 48.7296259, 9.1536071 48.7296434, 9.1536344 48.7295931, 9.1536076 48.7295759, 9.1535802 48.7296259))",,,,normal,,,,,,,,,,"[8960447458, 8960447459, 8960447477, 8960447476, 8960447458]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529582,parking_space,1,,"POLYGON ((9.1535533 48.7296085, 9.1535802 48.7296259, 9.1536076 48.7295759, 9.1535808 48.7295587, 9.1535533 48.7296085))",,,,normal,,,,,,,,,,"[8960447457, 8960447458, 8960447476, 8960447475, 8960447457]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529583,parking_space,1,,"POLYGON ((9.1535264 48.729591, 9.1535533 48.7296085, 9.1535808 48.7295587, 9.1535539 48.7295415, 9.1535264 48.729591))",,,,normal,,,,,,,,,,"[8960447456, 8960447457, 8960447475, 8960447474, 8960447456]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529584,parking_space,1,,"POLYGON ((9.1534994 48.7295735, 9.1535264 48.729591, 9.1535539 48.7295415, 9.1535271 48.7295242, 9.1534994 48.7295735))",,,,normal,,,,,,,,,,"[8960447455, 8960447456, 8960447474, 8960447473, 8960447455]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529585,parking_space,1,,"POLYGON ((9.1534725 48.7295561, 9.1534994 48.7295735, 9.1535271 48.7295242, 9.1535003 48.729507, 9.1534725 48.7295561))",,,,normal,,,,,,,,,,"[8960447454, 8960447455, 8960447473, 8960447472, 8960447454]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529586,parking_space,1,,"POLYGON ((9.1534456 48.7295386, 9.1534725 48.7295561, 9.1535003 48.729507, 9.1534735 48.7294898, 9.1534456 48.7295386))",,,,normal,,,,,,,,,,"[8960447453, 8960447454, 8960447472, 8960447471, 8960447453]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529587,parking_space,1,,"POLYGON ((9.1534187 48.7295212, 9.1534456 48.7295386, 9.1534735 48.7294898, 9.1534467 48.7294725, 9.1534187 48.7295212))",,,,normal,,,,,,,,,,"[8960447452, 8960447453, 8960447471, 8960447470, 8960447452]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529588,parking_space,1,,"POLYGON ((9.1533918 48.7295037, 9.1534187 48.7295212, 9.1534467 48.7294725, 9.1534199 48.7294553, 9.1533918 48.7295037))",,,,normal,,,,,,,,,,"[8960447451, 8960447452, 8960447470, 8960447469, 8960447451]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529589,parking_space,1,,"POLYGON ((9.1533649 48.7294863, 9.1533918 48.7295037, 9.1534199 48.7294553, 9.1533931 48.7294381, 9.1533649 48.7294863))",,,,normal,,,,,,,,,,"[8960447450, 8960447451, 8960447469, 8960447468, 8960447450]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529590,parking_space,1,,"POLYGON ((9.153338 48.7294688, 9.1533649 48.7294863, 9.1533931 48.7294381, 9.1533663 48.7294209, 9.153338 48.7294688))",,,,normal,,,,,,,,,,"[8960447464, 8960447450, 8960447468, 8960447467, 8960447464]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529591,parking_space,1,,"POLYGON ((9.1533111 48.7294514, 9.1533395 48.7294036, 9.1533663 48.7294209, 9.153338 48.7294688, 9.1533111 48.7294514))",,,,normal,,,,,,,,,,"[8960447465, 8960447466, 8960447467, 8960447464, 8960447465]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529592,parking_space,1,,"POLYGON ((9.1532842 48.7294339, 9.1533127 48.7293864, 9.1533395 48.7294036, 9.1533111 48.7294514, 9.1532842 48.7294339))",,,,normal,,,,,,,,,,"[2551854707, 2551854705, 8960447466, 8960447465, 2551854707]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529803,parking_space,1,,"POLYGON ((9.1527999 48.7298601, 9.152833 48.7298811, 9.1528816 48.7298476, 9.1528485 48.7298266, 9.1527999 48.7298601))",,,,disabled,,,,,,,,,,"[8960439653, 8960439650, 8960439649, 8960439652, 8960439653]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968529804,parking_space,1,,"POLYGON ((9.152765 48.7298381, 9.1527999 48.7298601, 9.1528485 48.7298266, 9.1528136 48.7298046, 9.152765 48.7298381))",,,,disabled,,,,,,,,,,"[8960439654, 8960439653, 8960439652, 8960439651, 8960439654]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532342,parking_space,1,,"POLYGON ((9.1552709 48.7309509, 9.1552939 48.7309338, 9.1552473 48.7309066, 9.1552243 48.7309237, 9.1552709 48.7309509))",,,,normal,,,,,,,,,,"[8960496520, 6120189646, 6120189647, 8960496521, 8960496520]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
