element_type,osmid,amenity,capacity,capacity:disabled,geometry,fee,parking,wheelchair,parking_space,access,access:disabled,parking:disabled,description,capacity:charging,operator,start_date,motorcar,traffic_sign,nodes,addr:city,addr:postcode,addr:street,park_ride,supervised,emergency,covered,name,capacity:electric,surface,addr:housenumber,car_sharing,note,source,fixme,opening_hours,source:geometry,image,wikimedia_commons,capacity:parent,disabled,maxstay,ref,fee:conditional
way,968532343,parking_space,1,,"POLYGON ((9.155246 48.7309695, 9.1552709 48.7309509, 9.1552243 48.7309237, 9.1551994 48.7309423, 9.155246 48.7309695))",,,,normal,,,,,,,,,,"[8960496519, 8960496520, 8960496521, 8960496522, 8960496519]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532344,parking_space,1,,"POLYGON ((9.1552212 48.730988, 9.155246 48.7309695, 9.1551994 48.7309423, 9.1551746 48.7309608, 9.1552212 48.730988))",,,,normal,,,,,,,,,,"[8960496518, 8960496519, 8960496522, 8960496523, 8960496518]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532345,parking_space,1,,"POLYGON ((9.1551963 48.7310066, 9.1552212 48.730988, 9.1551746 48.7309608, 9.1551497 48.7309794, 9.1551963 48.7310066))",,,,normal,,,,,,,,,,"[8960496517, 8960496518, 8960496523, 8960496524, 8960496517]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532346,parking_space,1,,"POLYGON ((9.1551714 48.7310251, 9.1551963 48.7310066, 9.1551497 48.7309794, 9.1551248 48.7309979, 9.1551714 48.7310251))",,,,normal,,,,,,,,,,"[8960466116, 8960496517, 8960496524, 8960496525, 8960466116]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532347,parking_space,1,,"POLYGON ((9.1551216 48.7310622, 9.1551465 48.7310437, 9.1550999 48.7310165, 9.155075 48.731035, 9.1551216 48.7310622))",,,,normal,,,,,,,,,,"[8960466114, 8960466115, 8960496526, 8960496527, 8960466114]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532348,parking_space,1,,"POLYGON ((9.1550967 48.7310808, 9.1551216 48.7310622, 9.155075 48.731035, 9.1550501 48.7310536, 9.1550967 48.7310808))",,,,normal,,,,,,,,,,"[8960466113, 8960466114, 8960496527, 8960496528, 8960466113]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532349,parking_space,1,,"POLYGON ((9.1550719 48.7310993, 9.1550967 48.7310808, 9.1550501 48.7310536, 9.1550253 48.7310721, 9.1550719 48.7310993))",,,,normal,,,,,,,,,,"[8960466112, 8960466113, 8960496528, 8960496529, 8960466112]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532350,parking_space,1,,"POLYGON ((9.155047 48.7311179, 9.1550719 48.7310993, 9.1550253 48.7310721, 9.1550004 48.7310907, 9.155047 48.7311179))",,,,normal,,,,,,,,,,"[8960466111, 8960466112, 8960496529, 8960496530, 8960466111]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532351,parking_space,1,,"POLYGON ((9.1550221 48.7311364, 9.155047 48.7311179, 9.1550004 48.7310907, 9.1549755 48.7311092, 9.1550221 48.7311364))",,,,normal,,,,,,,,,,"[6120189645, 8960466111, 8960496530, 6120189644, 6120189645]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532352,parking_space,1,,"POLYGON ((9.1546621 48.7305856, 9.1546863 48.730568, 9.1546408 48.7305406, 9.1546163 48.7305582, 9.1546621 48.7305856))",,,,normal,,,,,,,,,,"[8960496541, 6120189642, 6120189643, 8960496550, 8960496541]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532353,parking_space,1,,"POLYGON ((9.1546368 48.730604, 9.1546621 48.7305856, 9.1546163 48.7305582, 9.154591 48.7305765, 9.1546368 48.730604))",,,,normal,,,,,,,,,,"[8960496542, 8960496541, 8960496550, 8960496549, 8960496542]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532354,parking_space,1,,"POLYGON ((9.1546116 48.7306223, 9.1546368 48.730604, 9.154591 48.7305765, 9.1545657 48.7305948, 9.1546116 48.7306223))",,,,normal,,,,,,,,,,"[8960496543, 8960496542, 8960496549, 8960496548, 8960496543]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532355,parking_space,1,,"POLYGON ((9.1545863 48.7306406, 9.1546116 48.7306223, 9.1545657 48.7305948, 9.1545404 48.7306131, 9.1545863 48.7306406))",,,,normal,,,,,,,,,,"[8960496544, 8960496543, 8960496548, 8960496547, 8960496544]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532356,parking_space,1,,"POLYGON ((9.1545611 48.730659, 9.1545863 48.7306406, 9.1545404 48.7306131, 9.1545151 48.7306314, 9.1545611 48.730659))",,,,normal,,,,,,,,,,"[8960496545, 8960496544, 8960496547, 8960496546, 8960496545]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532357,parking_space,1,,"POLYGON ((9.1545106 48.7306957, 9.1545358 48.7306773, 9.1544897 48.7306497, 9.1544643 48.730668, 9.1545106 48.7306957))",,,,normal,,,,,,,,,,"[8960496537, 8960496536, 8960496535, 8960496534, 8960496537]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532358,parking_space,1,,"POLYGON ((9.1544853 48.730714, 9.1545106 48.7306957, 9.1544643 48.730668, 9.1544391 48.7306863, 9.1544853 48.730714))",,,,normal,,,,,,,,,,"[8960496538, 8960496537, 8960496534, 8960496533, 8960496538]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532359,parking_space,1,,"POLYGON ((9.1544601 48.7307323, 9.1544853 48.730714, 9.1544391 48.7306863, 9.1544137 48.7307046, 9.1544601 48.7307323))",,,,normal,,,,,,,,,,"[8960496539, 8960496538, 8960496533, 8960496532, 8960496539]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532360,parking_space,1,,"POLYGON ((9.1544348 48.7307507, 9.1544601 48.7307323, 9.1544137 48.7307046, 9.1543885 48.7307229, 9.1544348 48.7307507))",,,,normal,,,,,,,,,,"[8960496540, 8960496539, 8960496532, 8960496531, 8960496540]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968532361,parking_space,1,,"POLYGON ((9.1544099 48.7307688, 9.1544348 48.7307507, 9.1543885 48.7307229, 9.1543635 48.7307409, 9.1544099 48.7307688))",,,,normal,,,,,,,,,,"[6120189641, 8960496540, 8960496531, 6120189640, 6120189641]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968545266,parking_space,1,,"POLYGON ((9.1533593 48.7284875, 9.1533996 48.7284684, 9.1533531 48.728423, 9.1533118 48.7284431, 9.1533593 48.7284875))",,,,normal,,,,,,,,,,"[8960611687, 8868146473, 8868146474, 8960611689, 8960611687]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968545267,parking_space,1,,"POLYGON ((9.1532705 48.7284631, 9.1532912 48.7284531, 9.1533118 48.7284431, 9.1533593 48.7284875, 9.1533191 48.7285067, 9.1532705 48.7284631))",,,,normal,,,,,,,,,,"[8960611690, 9006198507, 8960611689, 8960611687, 8960611688, 8960611690]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968545268,parking_space,1,,"POLYGON ((9.1532292 48.7284832, 9.1532788 48.7285258, 9.1533191 48.7285067, 9.1532705 48.7284631, 9.1532292 48.7284832))",,,,normal,,,,,,,,,,"[8868146471, 8868146472, 8960611688, 8960611690, 8868146471]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968545997,parking_space,1,,"POLYGON ((9.152386 48.728616, 9.1524104 48.7286315, 9.1524535 48.7286017, 9.1524292 48.7285864, 9.152386 48.728616))",,,,normal,,,,,,,,,,"[8960611695, 4398283517, 4398283512, 8960611693, 8960611695]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968545998,parking_space,1,,"POLYGON ((9.1523617 48.7286007, 9.152386 48.728616, 9.1524292 48.7285864, 9.1524049 48.728571, 9.1523617 48.7286007))",,,,normal,,,,,,,,,,"[8960611696, 8960611695, 8960611693, 8960611694, 8960611696]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968545999,parking_space,1,,"POLYGON ((9.1523374 48.7285853, 9.1523805 48.7285556, 9.1524049 48.728571, 9.1523617 48.7286007, 9.1523374 48.7285853))",,,,normal,,,,,,,,,,"[4398283509, 4398283502, 8960611694, 8960611696, 4398283509]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968546000,parking_space,1,,"POLYGON ((9.1524943 48.7286275, 9.1525178 48.7286423, 9.1524747 48.7286721, 9.1524514 48.7286574, 9.1524943 48.7286275))",,,,normal,,,,,,,,,,"[8960611697, 4398283521, 4398283525, 8960611698, 8960611697]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968546001,parking_space,1,,"POLYGON ((9.1524277 48.7286424, 9.1524514 48.7286574, 9.1524943 48.7286275, 9.1524707 48.7286126, 9.1524277 48.7286424))",,,,normal,,,,,,,,,,"[4398283520, 8960611698, 8960611697, 4398283516, 4398283520]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968546002,parking_space,1,,"POLYGON ((9.1525054 48.7286919, 9.1524747 48.7286721, 9.1525178 48.7286423, 9.1525491 48.728662, 9.1525054 48.7286919))",,,,normal,,,,,,,,,,"[8960611692, 4398283525, 4398283521, 8960611691, 8960611692]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968546003,parking_space,1,,"POLYGON ((9.1525364 48.7287117, 9.1525054 48.7286919, 9.1525491 48.728662, 9.1525801 48.7286818, 9.1525364 48.7287117))",,,,normal,,,,,,,,,,"[4398283531, 8960611692, 8960611691, 4398283527, 4398283531]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968546004,parking_space,1,,"POLYGON ((9.1525675 48.7287314, 9.1526112 48.7287015, 9.1525801 48.7286818, 9.1525364 48.7287117, 9.1525675 48.7287314))",,,,normal,,,,,,,,,,"[4398283532, 4398283530, 4398283527, 4398283531, 4398283532]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776166,parking_space,1,,"POLYGON ((9.1459495 48.727672, 9.1458682 48.727664, 9.1458747 48.7276353, 9.145956 48.7276432, 9.1459495 48.727672))",,,,normal,,,,,,,,,,"[8962973161, 8962973162, 8599893707, 8962973160, 8962973161]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776167,parking_space,1,,"POLYGON ((9.1458618 48.7276926, 9.1458682 48.727664, 9.1459495 48.727672, 9.1459431 48.7277005, 9.1458618 48.7276926))",,,,normal,,,,,,,,,,"[8599893708, 8962973162, 8962973161, 5730412212, 8599893708]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776168,parking_space,1,,"POLYGON ((9.1461317 48.727713, 9.1461381 48.727691, 9.1462006 48.7277, 9.1461945 48.7277217, 9.1461317 48.727713))",,,,normal,,,,,,,,,,"[8962973174, 8599893710, 5730412213, 8962973173, 8962973174]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776169,parking_space,1,,"POLYGON ((9.1461252 48.7277351, 9.1461317 48.727713, 9.1461945 48.7277217, 9.1461885 48.7277435, 9.1461252 48.7277351))",,,,normal,,,,,,,,,,"[8962973175, 8962973174, 8962973173, 8962973172, 8962973175]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776170,parking_space,1,,"POLYGON ((9.1461188 48.7277571, 9.1461252 48.7277351, 9.1461885 48.7277435, 9.1461825 48.7277652, 9.1461188 48.7277571))",,,,normal,,,,,,,,,,"[8962973176, 8962973175, 8962973172, 8962973171, 8962973176]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776171,parking_space,1,,"POLYGON ((9.1461123 48.7277792, 9.1461188 48.7277571, 9.1461825 48.7277652, 9.1461765 48.727787, 9.1461123 48.7277792))",,,,normal,,,,,,,,,,"[8962973177, 8962973176, 8962973171, 8962973170, 8962973177]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776172,parking_space,1,,"POLYGON ((9.1460995 48.7278232, 9.1461059 48.7278012, 9.1461704 48.7278088, 9.1461644 48.7278305, 9.1460995 48.7278232))",,,,normal,,,,,,,,,,"[8962973179, 8962973178, 8962973169, 8962973168, 8962973179]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776173,parking_space,1,,"POLYGON ((9.146093 48.7278453, 9.1460995 48.7278232, 9.1461644 48.7278305, 9.1461584 48.7278523, 9.146093 48.7278453))",,,,normal,,,,,,,,,,"[8962973180, 8962973179, 8962973168, 8962973167, 8962973180]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776174,parking_space,1,,"POLYGON ((9.1460866 48.7278673, 9.1461523 48.7278741, 9.1461584 48.7278523, 9.146093 48.7278453, 9.1460866 48.7278673))",,,,private,,,,Arztparkplatz,,,,,,"[8962973181, 8962973166, 8962973167, 8962973180, 8962973181]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776175,parking_space,1,,"POLYGON ((9.1460769 48.7279006, 9.1460833 48.7278786, 9.1461489 48.7278866, 9.1461426 48.7279091, 9.1460769 48.7279006))",,,,private,,,,Arztparkplatz,,,,,,"[8962973183, 8962973182, 8962973163, 8962973165, 8962973183]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776176,parking_space,1,,"POLYGON ((9.1460704 48.7279225, 9.1460769 48.7279006, 9.1461426 48.7279091, 9.1461364 48.7279316, 9.1460704 48.7279225))",,,,normal,,,,,,,,,,"[8962973184, 8962973183, 8962973165, 8962973164, 8962973184]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776177,parking_space,1,,"POLYGON ((9.146064 48.7279445, 9.1460704 48.7279225, 9.1461364 48.7279316, 9.1461304 48.7279533, 9.146064 48.7279445))",,,,normal,,,,,,,,,,"[8962973185, 8962973184, 8962973164, 5730412208, 8962973185]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776179,parking_space,1,,"POLYGON ((9.1461059 48.7278012, 9.1461123 48.7277792, 9.1461765 48.727787, 9.1461704 48.7278088, 9.1461059 48.7278012))",,,,normal,,,,,,,,,,"[8962973178, 8962973177, 8962973170, 8962973169, 8962973178]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776180,parking_space,1,,"POLYGON ((9.1459364 48.727722, 9.1459431 48.7277005, 9.1460189 48.7277093, 9.1460131 48.727731, 9.1459364 48.727722))",,,,normal,,,,,,,,,,"[8962973192, 5730412212, 8962973196, 8962973190, 8962973192]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776181,parking_space,1,,"POLYGON ((9.1459306 48.7277437, 9.1459364 48.727722, 9.1460131 48.727731, 9.1460073 48.7277527, 9.1459306 48.7277437))",,,,normal,,,,,,,,,,"[8962973191, 8962973192, 8962973190, 8962973188, 8962973191]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776182,parking_space,1,,"POLYGON ((9.1459247 48.7277654, 9.1459306 48.7277437, 9.1460073 48.7277527, 9.1460014 48.7277744, 9.1459247 48.7277654))",,,,normal,,,,,,,,,,"[8962973193, 8962973191, 8962973188, 8962973189, 8962973193]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776183,parking_space,1,,"POLYGON ((9.1459189 48.7277872, 9.1459247 48.7277654, 9.1460014 48.7277744, 9.1459956 48.7277961, 9.1459189 48.7277872))",,,,normal,,,,,,,,,,"[8962973194, 8962973193, 8962973189, 8962973187, 8962973194]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776184,parking_space,1,,"POLYGON ((9.1459131 48.7278089, 9.1459189 48.7277872, 9.1459956 48.7277961, 9.1459898 48.7278178, 9.1459131 48.7278089))",,,,normal,,,,,,,,,,"[8962973195, 8962973194, 8962973187, 8962973186, 8962973195]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968776185,parking_space,1,,"POLYGON ((9.1459072 48.7278306, 9.1459131 48.7278089, 9.1459898 48.7278178, 9.1459839 48.7278396, 9.1459072 48.7278306))",,,,normal,,,,,,,,,,"[5730412211, 8962973195, 8962973186, 8962973197, 5730412211]",,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,
way,968781930,parking_space,1,,"POLYGON ((9.1425581 48.7269549, 9.1425468 48.7269797, 9.1426126 48.7269974, 9.1426226 48.7269756, 9.1425581 48.7269549))",,,,,,,,,,,,,,"[8963037518, 8963037544, 8963037523, 8963037522, 8963037518]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781931,parking_space,1,,"POLYGON ((9.1425691 48.7269307, 9.1425581 48.7269549, 9.1426226 48.7269756, 9.1426337 48.7269514, 9.1425691 48.7269307))",,,,,,,,,,,,,,"[8963024516, 8963037518, 8963037522, 8963037521, 8963024516]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781932,parking_space,1,,"POLYGON ((9.1425691 48.7269307, 9.1426337 48.7269514, 9.1426446 48.7269295, 9.1425787 48.7269096, 9.1425691 48.7269307))",,,,,,,,,,,,,,"[8963024516, 8963037521, 7680360026, 7680360039, 8963024516]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781933,parking_space,1,,"POLYGON ((9.1425378 48.7269995, 9.1425468 48.7269797, 9.1426126 48.7269974, 9.1426019 48.7270207, 9.1425378 48.7269995))",,,,,,,,,,,,,,"[8963037517, 8963037544, 8963037523, 8963037524, 8963037517]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781934,parking_space,1,,"POLYGON ((9.1425276 48.727022, 9.1425378 48.7269995, 9.1426019 48.7270207, 9.1425908 48.7270451, 9.1425276 48.727022))",,,,,,,,,,,,,,"[8963037519, 8963037517, 8963037524, 8963037525, 8963037519]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781935,parking_space,1,,"POLYGON ((9.1425169 48.7270454, 9.1425276 48.727022, 9.1425908 48.7270451, 9.1425813 48.7270658, 9.1425169 48.7270454))",,,,,,,,,,,,,,"[8963037520, 8963037519, 8963037525, 8963037526, 8963037520]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781936,parking_space,1,,"POLYGON ((9.142506 48.7270693, 9.1425695 48.7270915, 9.1425813 48.7270658, 9.1425169 48.7270454, 9.142506 48.7270693))",,,,,,,,,,,,,,"[7680360036, 7680360027, 8963037526, 8963037520, 7680360036]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781937,parking_space,1,,"POLYGON ((9.1426837 48.7269585, 9.1426924 48.726935, 9.1427673 48.7269326, 9.1427591 48.7269567, 9.1426837 48.7269585))",,,,,,,,,,,,,,"[8963037542, 7680360030, 7680360029, 8963037533, 8963037542]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781938,parking_space,1,,"POLYGON ((9.1426749 48.726982, 9.1426837 48.7269585, 9.1427591 48.7269567, 9.1427509 48.7269808, 9.1426749 48.726982))",,,,,,,,,,,,,,"[8963037541, 8963037542, 8963037533, 8963037534, 8963037541]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781939,parking_space,1,,"POLYGON ((9.1426662 48.7270054, 9.1426749 48.726982, 9.1427509 48.7269808, 9.1427427 48.7270049, 9.1426662 48.7270054))",,,,,,,,,,,,,,"[8963037540, 8963037541, 8963037534, 8963037532, 8963037540]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781940,parking_space,1,,"POLYGON ((9.1426574 48.7270289, 9.1426662 48.7270054, 9.1427427 48.7270049, 9.1427345 48.727029, 9.1426574 48.7270289))",,,,,,,,,,,,,,"[8963037539, 8963037540, 8963037532, 8963037531, 8963037539]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781941,parking_space,1,,"POLYGON ((9.1426486 48.7270523, 9.1426574 48.7270289, 9.1427345 48.727029, 9.1427263 48.7270532, 9.1426486 48.7270523))",,,,,,,,,,,,,,"[8963037538, 8963037539, 8963037531, 8963037530, 8963037538]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781942,parking_space,1,,"POLYGON ((9.1426399 48.7270758, 9.1426486 48.7270523, 9.1427263 48.7270532, 9.1427181 48.7270773, 9.1426399 48.7270758))",,,,,,,,,,,,,,"[8963037537, 8963037538, 8963037530, 8963037529, 8963037537]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781943,parking_space,1,,"POLYGON ((9.1426311 48.7270993, 9.1426399 48.7270758, 9.1427181 48.7270773, 9.1427099 48.7271014, 9.1426311 48.7270993))",,,,,,,,,,,,,,"[8963037536, 8963037537, 8963037529, 8963037527, 8963037536]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781944,parking_space,1,,"POLYGON ((9.1426224 48.7271227, 9.1426311 48.7270993, 9.1427099 48.7271014, 9.1427017 48.7271255, 9.1426224 48.7271227))",,,,,,,,,,,,,,"[8963037535, 8963037536, 8963037527, 8963037528, 8963037535]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781945,parking_space,1,,"POLYGON ((9.1426136 48.7271462, 9.1426224 48.7271227, 9.1427017 48.7271255, 9.1426935 48.7271496, 9.1426136 48.7271462))",,,,,,,,,,,,,,"[7680360031, 8963037535, 8963037528, 7680360028, 7680360031]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781946,parking_space,1,,"POLYGON ((9.1425077 48.7269731, 9.1425275 48.7269285, 9.1425672 48.7269349, 9.1425581 48.7269549, 9.1425468 48.7269797, 9.1425077 48.7269731))",,,,,,,,,,,,,,"[8963037546, 7680360032, 8963037543, 8963037518, 8963037544, 8963037546]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781947,parking_space,1,,"POLYGON ((9.1424878 48.7270178, 9.1425264 48.7270245, 9.1425276 48.727022, 9.1425378 48.7269995, 9.1425468 48.7269797, 9.1425077 48.7269731, 9.1424878 48.7270178))",,,,,,,,,,,,,,"[8963037547, 8963037545, 8963037519, 8963037517, 8963037544, 8963037546, 8963037547]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781948,parking_space,1,,"POLYGON ((9.142468 48.7270624, 9.142506 48.7270693, 9.1425169 48.7270454, 9.1425264 48.7270245, 9.1424878 48.7270178, 9.142468 48.7270624))",,,,,,,,,,,,,,"[7680360037, 7680360036, 8963037520, 8963037545, 8963037547, 7680360037]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781949,parking_space,,,"POLYGON ((9.1421703 48.7270375, 9.1421869 48.7269939, 9.1422419 48.7270029, 9.1422253 48.7270466, 9.1421703 48.7270375))",,,,,,,,,,,,,,"[7680360048, 8963037554, 8963037553, 8963037568, 7680360048]",,,,,,,,,,,,,,Luftbilder Stuttgart,Ist das wirklich ein Stellplatz?,,,,,,,,,
way,968781950,parking_space,,,"POLYGON ((9.1421869 48.7269939, 9.1422419 48.7270029, 9.1422584 48.7269593, 9.1422034 48.7269502, 9.1421869 48.7269939))",,,,,,,,,,,,,,"[8963037554, 8963037553, 8963037560, 7680360049, 8963037554]",,,,,,,,,,,,,,Luftbilder Stuttgart,Ist das wirklich ein Stellplatz?,,,,,,,,,
way,968781951,parking_space,1,,"POLYGON ((9.1423794 48.7270256, 9.142407 48.7270302, 9.1424235 48.7269865, 9.142396 48.726982, 9.1423794 48.7270256))",,,,,,,,,,,,,,"[8963037548, 8963037555, 7680360050, 8963037556, 8963037548]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781952,parking_space,1,,"POLYGON ((9.1423519 48.7270211, 9.1423794 48.7270256, 9.142396 48.726982, 9.1423685 48.7269774, 9.1423519 48.7270211))",,,,,,,,,,,,,,"[8963037549, 8963037548, 8963037556, 8963037557, 8963037549]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781953,parking_space,1,,"POLYGON ((9.1423244 48.7270165, 9.1423519 48.7270211, 9.1423685 48.7269774, 9.142341 48.7269729, 9.1423244 48.7270165))",,,,,,,,,,,,,,"[8963037551, 8963037549, 8963037557, 8963037558, 8963037551]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781954,parking_space,1,,"POLYGON ((9.1422969 48.727012, 9.1423244 48.7270165, 9.142341 48.7269729, 9.1423135 48.7269684, 9.1422969 48.727012))",,,,,,,,,,,,,,"[8963037552, 8963037551, 8963037558, 8963037561, 8963037552]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781955,parking_space,1,,"POLYGON ((9.1422969 48.727012, 9.1422694 48.7270075, 9.1422859 48.7269638, 9.1423135 48.7269684, 9.1422969 48.727012))",,,,,,,,,,,,,,"[8963037552, 8963037550, 8963037559, 8963037561, 8963037552]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781956,parking_space,1,,"POLYGON ((9.1422419 48.7270029, 9.1422694 48.7270075, 9.1422859 48.7269638, 9.1422584 48.7269593, 9.1422419 48.7270029))",,,,,,,,,,,,,,"[8963037553, 8963037550, 8963037559, 8963037560, 8963037553]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781957,parking_space,1,,"POLYGON ((9.1423629 48.7270693, 9.1423904 48.7270738, 9.142407 48.7270302, 9.1423794 48.7270256, 9.1423629 48.7270693))",,,,,,,,,,,,,,"[8963037563, 7680360047, 8963037555, 8963037548, 8963037563]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
way,968781958,parking_space,1,,"POLYGON ((9.1422528 48.7270511, 9.1422253 48.7270466, 9.1422419 48.7270029, 9.1422694 48.7270075, 9.1422528 48.7270511))",,,,,,,,,,,,,,"[8963037567, 8963037568, 8963037553, 8963037550, 8963037567]",,,,,,,,,,,,,,Luftbilder Stuttgart,,,,,,,,,,
