element_type,osmid,amenity,maxheight,parking,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,fee,layer,name,created_by,entrance,access,capacity,check_date:opening_hours,opening_hours:signed,wheelchair,bicycle,description,motorcar:liquid_gas,motorcycle,opening_hours,operator,operator:type,payment:cash,payment:maestro,payment:mastercard,payment:visa,surface,trailer,was:name,website,barrier,motor_vehicle,maxspeed,motorcar,source,maxweight,ref:IFOPT,location,park_ride,toilets:wheelchair,capacity:women,maxstay,wheelchair:description,capacity:disabled,note,indoor,level,vehicle,noexit,ref,supervised,capacity:parent,name:de,name:en,lit,tourist_bus,was:amenity,was:wheelchair,check_date,nohousenumber,phone,access:conditional,survey:date,disabled,capacity:charging,brand,operator:wikidata,fixme,parking_space,covered,payment:girocard,outdoor_seating,nodes,motorhome,alt_name,building,building:levels,ref:IFOPT:description,roof:levels,roof:shape,building:roof_shape,height,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,old_name,traffic_sign,capacity:note,start_date,hiking,hgv,caravan_site,name_1,motorcycle:parking,parking:orientation,was:access,was:fee,was:network,was:operator,was:website,building:part,motor_vehicle:conditional,minheight,contact:phone,contact:website,payment:coins,payment:notes,payment:others,name:source,access:disabled,smoothness,FIXME,capacity:car_sharing,vehicle:conditional,fee:conditional,charge,check_date:fee,access:description,capacity:emergency,fence_type,note:capacity,note:surface,maxstay:conditional,parking:condition,min_height,short_name,url,type,building:levels:underground,bunker,historic,military,winter_service,psv,payment:credit_cards,source:geometry,orientation,operator:abbr,ways,addr:place
way,996500107,parking,,surface,"POLYGON ((9.1549924 48.7734938, 9.1549748 48.7734543, 9.1552436 48.7734052, 9.1552533 48.7734397, 9.1549924 48.7734938))",,,,,,,yes,,,,,yes,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9201271619, 9201256213, 9201256212, 9201256210, 9201271619]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,996503674,parking,,surface,"POLYGON ((9.1532352 48.7722118, 9.153265 48.7721852, 9.1543919 48.7727172, 9.1543595 48.7727481, 9.1532352 48.7722118))",,,,,,,yes,,,,,yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9201302836, 9201302821, 9201300081, 9201302834, 9201302836]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,996503675,parking,,lane,"POLYGON ((9.1508516 48.7728214, 9.1508569 48.7728032, 9.1506391 48.7727888, 9.1505636 48.7727894, 9.1505584 48.7728114, 9.150639 48.7728067, 9.1508516 48.7728214))",,,,,,,yes,,,,,yes,4,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,no,,,no,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,"[9201302837, 9201300112, 9201302849, 9201302840, 9201302846, 9201302852, 9201302837]",,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,996503682,parking,,surface,"POLYGON ((9.1531622 48.7723033, 9.1531841 48.7722793, 9.1543015 48.7728096, 9.1542691 48.7728405, 9.1531622 48.7723033))",,,,,,,yes,,,,,yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9201302831, 9201300068, 9201302845, 9201300095, 9201302831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,996698710,parking,,street_side,"POLYGON ((9.1570409 48.7731002, 9.1570205 48.7730602, 9.1573229 48.7730025, 9.157341 48.7730398, 9.1570409 48.7731002))",,,,,,,yes,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9203135265, 9203135266, 9203135267, 9203135268, 9203135265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,996698711,parking,,street_side,"POLYGON ((9.1573969 48.7730264, 9.1573796 48.7729918, 9.1576626 48.7729341, 9.1576817 48.7729714, 9.1573969 48.7730264))",,,,,,,yes,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9203135269, 9203135270, 9203135271, 9203135272, 9203135269]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,996698712,parking,,street_side,"POLYGON ((9.1582716 48.77293, 9.1582575 48.7728935, 9.1583126 48.7728829, 9.1583376 48.7729159, 9.1582716 48.77293))",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9203135273, 9203135274, 9203135275, 9203135276, 9203135273]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,996698713,parking,,street_side,"POLYGON ((9.1583722 48.7729072, 9.158357 48.7728744, 9.1587122 48.7728063, 9.1587259 48.7728409, 9.1583722 48.7729072))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9203135277, 9203135278, 9203135279, 9203135280, 9203135277]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,996698714,parking,,street_side,"POLYGON ((9.1587676 48.7728329, 9.1587495 48.7727991, 9.1589852 48.7727539, 9.1589963 48.772788, 9.1587676 48.7728329))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9203135281, 9203135282, 9203135283, 9203135284, 9203135281]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,996698715,parking,,street_side,"POLYGON ((9.1590532 48.7727773, 9.1590405 48.7727433, 9.1590967 48.7727325, 9.1591152 48.7727639, 9.1590532 48.7727773))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9203135285, 9203135286, 9203135287, 9203135288, 9203135285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,996698716,parking,,street_side,"POLYGON ((9.1591497 48.7727572, 9.1591395 48.7727243, 9.1594982 48.7726554, 9.1595105 48.7726902, 9.1591497 48.7727572))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9203135289, 9203135290, 9203135291, 9203135292, 9203135289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,996698717,parking,,street_side,"POLYGON ((9.1595573 48.7726808, 9.1595414 48.7726472, 9.1597695 48.7726034, 9.1597748 48.772642, 9.1595573 48.7726808))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9203135293, 9203135294, 9203135295, 9203135296, 9203135293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,996698718,parking,,street_side,"POLYGON ((9.1598134 48.7726326, 9.1598022 48.7725971, 9.1600603 48.7725476, 9.1600726 48.7725844, 9.1598134 48.7726326))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9203135297, 9203135298, 1237128283, 9203135299, 9203135297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,997225617,parking,,surface,"POLYGON ((9.158314 48.7626219, 9.1582799 48.7626729, 9.1582285 48.762656, 9.158262 48.7626066, 9.158314 48.7626219))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9208125794, 9208125791, 9208125792, 9208125793, 9208125794]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,998876901,parking,,street_side,"POLYGON ((9.2161466 48.69247, 9.2163692 48.6925085, 9.2163866 48.6924645, 9.2161641 48.692426, 9.2161466 48.69247))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9222304528, 9222304527, 9222304526, 9222304525, 9222304528]",,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,998876902,parking,,street_side,"POLYGON ((9.2167716 48.6925119, 9.216993 48.6925522, 9.2170178 48.6924928, 9.2167963 48.6924525, 9.2167716 48.6925119))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9222304532, 9222304531, 9222304530, 9222304529, 9222304532]",,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,998876903,parking,,street_side,"POLYGON ((9.2179203 48.6925147, 9.2179456 48.6924501, 9.217875 48.692438, 9.2178497 48.6925026, 9.2179203 48.6925147))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9222304536, 9222304535, 9222304534, 9222304533, 9222304536]",,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,998876904,parking,,street_side,"POLYGON ((9.218019 48.6925316, 9.2180683 48.6924089, 9.2181302 48.6924198, 9.2180808 48.6925424, 9.218019 48.6925316))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9222304540, 9222304539, 9222304538, 9222304537, 9222304540]",,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,998876908,parking,,street_side,"POLYGON ((9.2159347 48.6924362, 9.2160706 48.69213, 9.2159966 48.6921156, 9.2158606 48.6924219, 9.2159347 48.6924362))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9222304557, 9222304556, 9222304555, 9222304554, 9222304557]",,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1000116963,parking,,surface,"POLYGON ((9.2251085 48.780664, 9.2250533 48.7806787, 9.2252636 48.7809218, 9.2253247 48.7809071, 9.2251085 48.780664))",,,,,,,no,,,,,yes,,,,,,,,,,Stuttgart,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9231858315, 9231858316, 9231894317, 985839170, 9231858315]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1002054803,parking,,,"POLYGON ((9.212665 48.8010342, 9.2127099 48.8010637, 9.2126026 48.8011347, 9.2125576 48.8011052, 9.212665 48.8010342))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8579090938, 9248475820, 9248475821, 8579090937, 8579090938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1006233988,parking,,street_side,"POLYGON ((9.1379328 48.7743806, 9.1378628 48.774366, 9.1378465 48.7744107, 9.1379082 48.7744227, 9.1379328 48.7743806))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9283804376, 9283804375, 9283804374, 9283804373, 9283804376]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1006678020,parking,,surface,"POLYGON ((9.1971927 48.8246843, 9.1971541 48.8246516, 9.1968417 48.8248113, 9.1968803 48.824844, 9.1971927 48.8246843))",,,,,,,no,,,,,customers,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9287656108, 9287656109, 9287656110, 9287656111, 9287656108]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1006678432,parking,,surface,"POLYGON ((9.1980535 48.8258188, 9.1977617 48.8255621, 9.1976914 48.8254922, 9.1975859 48.8253839, 9.1975395 48.8253023, 9.1972186 48.8248736, 9.1972809 48.8248491, 9.1975972 48.8252831, 9.1976562 48.8253678, 9.1978068 48.8255442, 9.1980946 48.8257991, 9.1980535 48.8258188))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9287677991, 9287677992, 9287677993, 9287677994, 9287677995, 9287677996, 9287677997, 9287677998, 9287677999, 9287678000, 9287678001, 9287677991]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1006679378,parking,,surface,"POLYGON ((9.1971655 48.8247996, 9.1971433 48.8247807, 9.1968299 48.8249402, 9.1968521 48.8249591, 9.1971655 48.8247996))",,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9287656314, 9287656315, 9287656316, 9287693417, 9287656314]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1008225757,parking,,multi-storey,"POLYGON ((9.1517928 48.8307135, 9.1517925 48.8306616, 9.1497 48.8306665, 9.149702 48.8310344, 9.1517945 48.8310295, 9.1517928 48.8307135))",,,,,,,,,Bau 60,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9301446756, 9301446755, 9301446754, 9301446759, 9397689084, 9301446756]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1009721080,parking,,,"POLYGON ((9.1678649 48.8152226, 9.1678291 48.8149017, 9.1679773 48.814846, 9.1680026 48.8152869, 9.167672 48.8152815, 9.1676688 48.8152278, 9.1678649 48.8152226))",,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9316402962, 9316402961, 9316402960, 9316402959, 9600145994, 9600145993, 9316402962]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1015265201,parking,,multi-storey,"POLYGON ((9.153508 48.8401355, 9.1534805 48.8400002, 9.1534161 48.8400059, 9.1533849 48.8398529, 9.1543709 48.839766, 9.1543835 48.8398279, 9.1544008 48.8399131, 9.1542994 48.839922, 9.1543163 48.8400051, 9.1543281 48.8400632, 9.153508 48.8401355))",,,,,,,,,Parkhaus 3 Bau 82,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neues Parkhaus 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9365607700, 9365607699, 9365607698, 9365607697, 9365607696, 9365607690, 9365607695, 9365607694, 9365607692, 9365607693, 9365607700]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1016304140,parking,,,"POLYGON ((9.1447466 48.8331269, 9.1446693 48.8332665, 9.1448574 48.8333112, 9.1448007 48.8334248, 9.1448969 48.8334661, 9.1456648 48.8336487, 9.145785 48.8334291, 9.145721 48.8334141, 9.1457472 48.8333657, 9.1447466 48.8331269))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9374045312, 9374045311, 9374045310, 9374045309, 9374045308, 9374045307, 9374045306, 9374045305, 9374045304, 9374045312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1018885165,parking,,surface,"POLYGON ((9.1450972 48.830665, 9.1450971 48.8305257, 9.1456897 48.8305255, 9.1456898 48.830626, 9.1453245 48.8306261, 9.1453246 48.8306649, 9.1450972 48.830665))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,Stuttgart Luftbild (´21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9397689057, 9397689056, 9397689055, 9397689054, 9813230558, 9813230559, 9397689057]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1018885168,parking,,surface,"POLYGON ((9.1533932 48.8309185, 9.153519 48.8310471, 9.1538326 48.8309141, 9.1537447 48.8308242, 9.1536357 48.8308704, 9.1535979 48.8308317, 9.1533932 48.8309185))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,Stuttgart Luftbild (´21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9397689069, 9397689068, 9397689067, 9397689066, 9397689065, 9397689064, 9397689069]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1020410717,parking,,surface,"POLYGON ((9.2207708 48.8191897, 9.2208446 48.8191618, 9.2206567 48.8189458, 9.2205828 48.8189737, 9.2207708 48.8191897))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9411368610, 9411368611, 9411368612, 9411368613, 9411368610]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1020687080,parking,,surface,"POLYGON ((9.1568723 48.837403, 9.1568905 48.8373552, 9.157204 48.8374069, 9.1571857 48.8374548, 9.1568723 48.837403))",,,,,,,,,,,,private,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1589643129, 9413931604, 9413931605, 9413931606, 1589643129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1024289770,parking,,lane,"POLYGON ((9.1299354 48.7401663, 9.1299479 48.740183, 9.1300706 48.7401433, 9.1300581 48.7401266, 9.1299354 48.7401663))",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9445222777, 9445222776, 9445222775, 9445222774, 9445222777]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1024342882,parking,,surface,"POLYGON ((9.1554857 48.7332454, 9.1554332 48.7332833, 9.1555734 48.7333677, 9.1556259 48.7333298, 9.1554857 48.7332454))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9445719426, 9445719423, 9445719424, 9445719425, 9445719426]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026487835,parking,,street_side,"POLYGON ((9.1131069 48.8135117, 9.1131015 48.8135271, 9.1129976 48.8135095, 9.1128078 48.8134945, 9.1128078 48.8134772, 9.113011 48.813494, 9.1131069 48.8135117))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9464021110, 9464021115, 9464021114, 9464021113, 9464021112, 9464021111, 9464021110]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1030935900,parking,,street_side,"POLYGON ((9.1500238 48.7778908, 9.1500604 48.7778765, 9.1500622 48.7778702, 9.150043 48.7778342, 9.1500352 48.7778298, 9.1499878 48.7778401, 9.1500238 48.7778908))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9502799073, 9502799074, 9502799075, 9502799076, 9502799077, 9502799078, 9502799073]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031116708,parking,,surface,"POLYGON ((9.0996067 48.8266695, 9.0994793 48.8266598, 9.0995142 48.8265212, 9.0996885 48.8265441, 9.0997127 48.8265591, 9.0997515 48.8265203, 9.0998266 48.8265415, 9.0998186 48.8265715, 9.0998468 48.8265785, 9.0998776 48.8266483, 9.100052 48.8266651, 9.1000436 48.8266828, 9.0998401 48.8266679, 9.0997893 48.826625, 9.0997074 48.8266147, 9.0996215 48.8266059, 9.0996067 48.8266695))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9504395783, 9504395784, 9504395785, 9504395786, 9504395787, 9504395788, 9504395789, 9504395790, 9504395791, 9504395792, 9504395793, 693216078, 1418382215, 1418382212, 693216066, 9504395794, 9504395783]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031116709,parking,,surface,"POLYGON ((9.099404 48.8265965, 9.0993296 48.8265904, 9.0992636 48.8269404, 9.0993382 48.8269465, 9.099404 48.8265965))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9504395795, 9504395796, 9504395797, 9504395798, 9504395795]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031116710,parking,,surface,"POLYGON ((9.0994774 48.8266664, 9.0996048 48.826677, 9.0995915 48.8267459, 9.0994641 48.8267352, 9.0994774 48.8266664))",,,,,,,,,,,,private,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9504395799, 9504395800, 9504395801, 9504395802, 9504395799]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031116711,parking,,surface,"POLYGON ((9.0992576 48.8269525, 9.09933 48.8269586, 9.0993165 48.8270283, 9.099244 48.8270223, 9.0992576 48.8269525))",,,,,,,,,,,,private,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9504395803, 9504395804, 9504395805, 9504395806, 9504395803]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031116724,parking,,multi-storey,"POLYGON ((9.1014902 48.826499, 9.1015488 48.8262176, 9.1028945 48.8263391, 9.102867 48.826471, 9.1028359 48.8266205, 9.1014902 48.826499))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9504397754, 9504397755, 9504397756, 9844702303, 9504397759, 9504397754]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034408256,parking,,surface,"POLYGON ((9.2237335 48.7769887, 9.2237831 48.7769701, 9.2235229 48.7765035, 9.2233526 48.7763691, 9.2232171 48.7763338, 9.2231769 48.7763559, 9.2231715 48.7763921, 9.223311 48.7764098, 9.2234424 48.7764911, 9.2235417 48.7766467, 9.2236436 48.7768305, 9.2237335 48.7769887))",,,,,,,,,,,,customers,40,,,,,,,,,Marienburg - Raum für Veranstaltungen,business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9529228130, 9529228131, 9529228132, 9529228133, 9529228134, 9529228135, 9529228136, 9529228137, 9529228138, 9529228139, 9529228140, 9529228130]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035365893,parking,,,"POLYGON ((9.2389844 48.7744063, 9.2390215 48.7743714, 9.2389976 48.7743523, 9.2389762 48.7743352, 9.2389572 48.7743199, 9.238935 48.7743022, 9.238915 48.7742862, 9.2388758 48.7743242, 9.2388987 48.7743415, 9.2389192 48.774357, 9.2389394 48.7743723, 9.238962 48.7743894, 9.2389844 48.7744063))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9537183510, 9537183511, 9537195034, 9537195036, 9537195038, 9537195040, 9537183512, 9537183513, 9537195041, 9537195039, 9537195037, 9537195035, 9537183510]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1037402695,parking,,street_side,"POLYGON ((9.1159614 48.8186276, 9.1160345 48.8186343, 9.1160771 48.8185122, 9.1160486 48.8184791, 9.1160996 48.8184548, 9.1160727 48.8184296, 9.1161753 48.8183793, 9.1161462 48.8183482, 9.1160137 48.818408, 9.1160288 48.8184265, 9.1159614 48.8186276))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9556487488, 9556487487, 9556487486, 9556487485, 9556487484, 9556487483, 9556487482, 9556487481, 9556487480, 9556487479, 9556487488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
