element_type,osmid,amenity,maxheight,parking,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,fee,layer,name,created_by,entrance,access,capacity,check_date:opening_hours,opening_hours:signed,wheelchair,bicycle,description,motorcar:liquid_gas,motorcycle,opening_hours,operator,operator:type,payment:cash,payment:maestro,payment:mastercard,payment:visa,surface,trailer,was:name,website,barrier,motor_vehicle,maxspeed,motorcar,source,maxweight,ref:IFOPT,location,park_ride,toilets:wheelchair,capacity:women,maxstay,wheelchair:description,capacity:disabled,note,indoor,level,vehicle,noexit,ref,supervised,capacity:parent,name:de,name:en,lit,tourist_bus,was:amenity,was:wheelchair,check_date,nohousenumber,phone,access:conditional,survey:date,disabled,capacity:charging,brand,operator:wikidata,fixme,parking_space,covered,payment:girocard,outdoor_seating,nodes,motorhome,alt_name,building,building:levels,ref:IFOPT:description,roof:levels,roof:shape,building:roof_shape,height,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,old_name,traffic_sign,capacity:note,start_date,hiking,hgv,caravan_site,name_1,motorcycle:parking,parking:orientation,was:access,was:fee,was:network,was:operator,was:website,building:part,motor_vehicle:conditional,minheight,contact:phone,contact:website,payment:coins,payment:notes,payment:others,name:source,access:disabled,smoothness,FIXME,capacity:car_sharing,vehicle:conditional,fee:conditional,charge,check_date:fee,access:description,capacity:emergency,fence_type,note:capacity,note:surface,maxstay:conditional,parking:condition,min_height,short_name,url,type,building:levels:underground,bunker,historic,military,winter_service,psv,payment:credit_cards,source:geometry,orientation,operator:abbr,ways,addr:place
way,123856219,parking,,surface,"POLYGON ((9.210966 48.7873361, 9.2110431 48.7871192, 9.2109849 48.7871103, 9.2109079 48.7873271, 9.210966 48.7873361))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1379771737, 1379771711, 1379771709, 1379771735, 1379771737]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123856222,parking,,surface,"POLYGON ((9.2110845 48.7869904, 9.2112005 48.7866768, 9.2111371 48.7866666, 9.2110211 48.7869802, 9.2110845 48.7869904))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1379771700, 1379771698, 1379771696, 1379771699, 1379771700]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123856226,parking,,surface,"POLYGON ((9.209607 48.7870958, 9.2094919 48.7874336, 9.2095539 48.7874427, 9.209669 48.787105, 9.209607 48.7870958))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3164890224, 1379771753, 1379771754, 3164890225, 3164890224]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123856231,parking,,surface,"POLYGON ((9.2088168 48.7875558, 9.2077542 48.7873928, 9.2077711 48.7873451, 9.2088337 48.7875081, 9.2088168 48.7875558))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5814842622, 1379771745, 1379771739, 5814842623, 5814842622]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123856234,parking,,surface,"POLYGON ((9.2101631 48.7877514, 9.210999 48.787879, 9.2110153 48.7878327, 9.2101794 48.7877052, 9.2101631 48.7877514))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1379771781, 1379771784, 1379771782, 1379771778, 1379771781]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123856240,parking,,surface,"POLYGON ((9.2095448 48.7892389, 9.2101158 48.7890506, 9.2100603 48.7889776, 9.2094893 48.7891659, 9.2095448 48.7892389))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1379771920, 1379771908, 1379771903, 1379771916, 1379771920]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123856261,parking,,surface,"POLYGON ((9.2148772 48.7874842, 9.215024 48.787228, 9.2149556 48.787211, 9.214868 48.7871892, 9.2147212 48.7874453, 9.2148772 48.7874842))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1379771759, 1379771720, 1379771718, 1370497762, 1370497821, 1379771759]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123856262,parking,,surface,"POLYGON ((9.2147249 48.7891695, 9.2146891 48.7889763, 9.214728 48.7888566, 9.214732 48.7888444, 9.2148608 48.7887171, 9.2154688 48.7889433, 9.2155153 48.7893203, 9.2147249 48.7891695))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1379771917, 1379771902, 6165952358, 1379771897, 1379771890, 1379771899, 1379771928, 1379771917]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123856744,parking,,surface,"POLYGON ((9.2020178 48.7875311, 9.2036475 48.7870993, 9.2036671 48.7871338, 9.2020413 48.787569, 9.2020178 48.7875311))",,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1379781995, 1379781965, 1379781969, 1379782005, 1379781995]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123899584,parking,,surface,"POLYGON ((9.115211 48.8083342, 9.1152062 48.8082935, 9.1152572 48.8082875, 9.115321 48.8082689, 9.1153713 48.8082341, 9.1153981 48.8082115, 9.1154227 48.8081886, 9.1154752 48.8082103, 9.1154152 48.8082647, 9.1153517 48.8083022, 9.1152984 48.8083205, 9.1152501 48.80833, 9.115211 48.8083342))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1380256821, 3848843139, 1380256798, 3848843140, 1380256787, 1380256786, 1380256771, 1380256782, 1380256791, 1380256809, 1380256815, 1380256818, 1380256821]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123899585,parking,,surface,"POLYGON ((9.1149692 48.8083412, 9.1151597 48.8083385, 9.1151581 48.8082903, 9.1149676 48.8082931, 9.1149692 48.8083412))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1380256828, 1380256825, 3848843138, 1380256812, 1380256828]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123899586,parking,,,"POLYGON ((9.1147174 48.8085357, 9.1148986 48.8085357, 9.1148981 48.8084869, 9.1147163 48.8084896, 9.1147174 48.8085357))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1380256851, 1380256854, 1380256837, 1380256843, 1380256851]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123899588,parking,,,"POLYGON ((9.1145147 48.8084914, 9.1146923 48.8084896, 9.1146918 48.8085347, 9.1145121 48.8085361, 9.1145147 48.8084914))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1380256846, 1380256839, 1380256849, 1380256855, 1380256846]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124383940,parking,,,"POLYGON ((9.0850726 48.8165044, 9.085139 48.8165201, 9.0848784 48.8169838, 9.0848057 48.8169706, 9.0850726 48.8165044))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1384719318, 1384719325, 1384719400, 1384719398, 1384719318]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124383952,parking,,surface,"POLYGON ((9.0826152 48.8156586, 9.0828245 48.8153174, 9.0827532 48.8152985, 9.0825439 48.8156396, 9.0826152 48.8156586))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1384719052, 1384718916, 1384718909, 1384719043, 1384719052]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124383953,parking,,surface,"POLYGON ((9.0831962 48.8147217, 9.0833085 48.8145479, 9.0832455 48.8145303, 9.0831332 48.814704, 9.0831962 48.8147217))",,,,,,,no,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1384718719, 1384718647, 1384718641, 1384718711, 1384718719]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124383959,parking,,surface,"POLYGON ((9.0827286 48.8156195, 9.0828812 48.8153709, 9.0829552 48.8153906, 9.0828026 48.8156392, 9.0827286 48.8156195))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1384719031, 1384718926, 1384718933, 1384719044, 1384719031]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124383960,parking,,surface,"POLYGON ((9.0828654 48.8151987, 9.082892 48.8151581, 9.082924 48.8151094, 9.0829762 48.8150299, 9.0830122 48.8149751, 9.0830641 48.814896, 9.0830971 48.8148457, 9.08315 48.8147652, 9.0831777 48.814723, 9.0830486 48.8146863, 9.0830393 48.8147003, 9.0830305 48.8147138, 9.0829568 48.8148261, 9.0829461 48.8148423, 9.0828704 48.8149576, 9.0828612 48.8149716, 9.0827834 48.8150901, 9.0827737 48.8151049, 9.0827363 48.815162, 9.0828654 48.8151987))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1384718829, 5761023453, 5761023455, 5761023454, 5761023457, 5761023456, 5761023459, 5761023458, 1384718749, 1384718744, 5761023443, 5761023444, 5761023445, 5761023446, 5761023447, 5761023448, 5761023449, 5761023450, 1384718825, 1384718829]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124383961,parking,,,"POLYGON ((9.0895592 48.817469, 9.0896203 48.8174762, 9.0896641 48.817371, 9.0896042 48.8173606, 9.0895592 48.817469))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1384719482, 1384719483, 1384719467, 1384719466, 1384719482]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124383985,parking,,surface,"POLYGON ((9.0846171 48.8160784, 9.0846813 48.8160982, 9.0846201 48.8161801, 9.084555 48.8161623, 9.0846171 48.8160784))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1384719183, 1384719195, 1384719241, 1384719229, 1384719183]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124411444,parking,,surface,"POLYGON ((9.0841393 48.8161952, 9.0842725 48.8160062, 9.0842097 48.8159902, 9.0840739 48.8161775, 9.0841393 48.8161952))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1384913811, 1384913786, 1384913784, 1384913805, 1384913811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124420624,parking,,surface,"POLYGON ((9.0841881 48.8143623, 9.0845088 48.8143715, 9.0845039 48.8144114, 9.084184 48.8144033, 9.0841881 48.8143623))",,,,,,,no,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1384976378, 1384976394, 1384976397, 1384976395, 1384976378]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124420626,parking,,surface,"POLYGON ((9.0845643 48.8140401, 9.0842114 48.814083, 9.0842064 48.8141851, 9.0845568 48.8141934, 9.0845643 48.8140401))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1384976369, 1384976371, 1384976373, 1384976375, 1384976369]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124435585,parking,,surface,"POLYGON ((9.0834277 48.8157488, 9.0835346 48.8155778, 9.083675 48.8156192, 9.0836028 48.8157385, 9.0834277 48.8157488))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1385150423, 1385150404, 1385150407, 1385150420, 1385150423]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124461613,parking,,multi-storey,"POLYGON ((9.2150571 48.8072321, 9.2150199 48.8072003, 9.2146518 48.8068775, 9.2145214 48.8069592, 9.2143141 48.8070946, 9.2143327 48.8071106, 9.2147928 48.8075117, 9.2149843 48.8074175, 9.2148755 48.8073223, 9.2149097 48.8073053, 9.2150542 48.8072335, 9.2150571 48.8072321))",Stuttgart,DE,13/1,,Überkinger Straße,,yes,,Mühlgrün,,,yes,,,,,,,,,24/7,,,,,,,asphalt,,,,,,,,,,,,no,,no,,,no,,,,,,,no,no,,,yes,,,,,,,,,,,,,,,,,,"[1385351608, 2984815555, 1385351563, 2984815554, 1385351577, 1505326246, 1395874577, 1385351628, 1385351617, 8873686169, 8873686170, 1385351608]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124660196,parking,,surface,"POLYGON ((9.2475027 48.7781455, 9.2475564 48.7781822, 9.2480098 48.7778918, 9.2473142 48.7774045, 9.2469047 48.7776874, 9.2469754 48.7777345, 9.2471124 48.7778256, 9.2470666 48.7778555, 9.2475027 48.7781455))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1386837315, 1386837318, 1386837307, 1386837284, 1386837290, 1386837296, 1386837302, 1386837304, 1386837315]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124660197,parking,,surface,"POLYGON ((9.2473533 48.7810873, 9.2479747 48.7806569, 9.2484188 48.7804948, 9.2483901 48.7804561, 9.2484637 48.7804246, 9.2483752 48.7803323, 9.2478449 48.7805236, 9.2478065 48.7804901, 9.2477775 48.7804956, 9.2473855 48.7805704, 9.2472506 48.7806766, 9.2470753 48.7808586, 9.2471692 48.7809917, 9.2473533 48.7810873))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1386837396, 1386837388, 1386837382, 2753129027, 2753129025, 1386837380, 1386837385, 1965354981, 7932086841, 1386837386, 1386837387, 1386837389, 1386837394, 1386837396]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124780084,parking,,street_side,"POLYGON ((9.1115211 48.8156085, 9.1116251 48.8154686, 9.1116748 48.8154839, 9.1115762 48.8156231, 9.1115211 48.8156085))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1387682051, 1387682047, 1387682048, 1387682052, 1387682051]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124780705,parking,,street_side,"POLYGON ((9.1108378 48.8157671, 9.11084 48.8157225, 9.1105648 48.8156476, 9.1106294 48.815535, 9.1105834 48.8155228, 9.1105212 48.8156288, 9.1105447 48.8156363, 9.1105438 48.8156819, 9.1108378 48.8157671))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1387683745, 1387683741, 1387683736, 1387683728, 1387683726, 1387683732, 1387683734, 1387683740, 1387683745]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124809455,parking,,rooftop,"POLYGON ((9.170303 48.7631811, 9.1702482 48.7632057, 9.1704465 48.7633995, 9.1704762 48.763386, 9.1705215 48.7633653, 9.1705669 48.7633447, 9.1706115 48.7633243, 9.1707877 48.7632441, 9.170984 48.7634314, 9.1709902 48.7634373, 9.1711321 48.7633685, 9.1711234 48.7633603, 9.171068 48.7633079, 9.1709769 48.7632214, 9.1709438 48.7632167, 9.1709429 48.7632196, 9.1709041 48.7632141, 9.1709054 48.76321, 9.1708055 48.7631958, 9.1708026 48.7632074, 9.170704 48.7631968, 9.1707033 48.7631998, 9.1706621 48.7631953, 9.1706628 48.7631926, 9.1705593 48.7631817, 9.170456 48.76317, 9.1704546 48.7631751, 9.1704213 48.7631713, 9.1704154 48.7631938, 9.170303 48.7631811))",,,,,,,,,Zahnradbahn-Depot - Werkstatt und Parkdeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[926800716, 1387911140, 1387911161, 1387911159, 1387911157, 2808072454, 2808072455, 1387911145, 8910159015, 1106391441, 1387911153, 8910149067, 8910149068, 926804067, 8910149088, 8910149086, 8910149087, 8910149089, 926804741, 926803363, 8910149084, 8910149082, 8910149083, 8910149085, 2949423813, 8910149081, 8910149080, 1387905590, 1387905591, 926800716]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124979070,parking,,multi-storey,"POLYGON ((9.2732271 48.7580721, 9.2734617 48.7581261, 9.2735864 48.7581548, 9.273652 48.7580431, 9.2735664 48.7576995, 9.2734514 48.757675, 9.2733942 48.7577773, 9.2732271 48.7580721))",,,734,,Augsburger Straße,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1389327829, 1389327840, 1389327842, 1389327818, 1389327780, 1389327775, 1389327783, 1389327829]",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125346726,parking,,street_side,"POLYGON ((9.2526263 48.7417302, 9.2529804 48.7398242, 9.2530466 48.7398299, 9.2527043 48.7417368, 9.2526263 48.7417302))",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[320623369, 320623370, 1392512653, 1392512741, 320623369]",,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125393325,parking,,surface,"POLYGON ((9.2669635 48.7558662, 9.2651881 48.7553519, 9.2657449 48.7545008, 9.2658585 48.754337, 9.2661658 48.7544644, 9.2662312 48.7546112, 9.266266 48.7547617, 9.2663596 48.7552163, 9.2666228 48.7551399, 9.2668701 48.7555293, 9.2669508 48.7557167, 9.2669635 48.7558662))",,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1709783632, 2628958485, 271734715, 2749795430, 1392887839, 2749795433, 1392887851, 1392887867, 2628958483, 2628958489, 2628958491, 1709783632]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126108298,parking,,,"POLYGON ((9.2686829 48.763638, 9.2687298 48.7636542, 9.2685274 48.7639091, 9.2684887 48.7638958, 9.2683152 48.7638361, 9.2684195 48.7637029, 9.2685156 48.76358, 9.2686829 48.763638))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1398901144, 1398901145, 1398901178, 2516286852, 1398901163, 2516286850, 1398901140, 1398901144]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126440680,parking,,surface,"POLYGON ((9.262937 48.7709602, 9.263111 48.7704078, 9.2630524 48.7703779, 9.2628783 48.770939, 9.262937 48.7709602))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1401576011, 1401575962, 1401575960, 1401576005, 1401576011]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126823671,parking,,surface,"POLYGON ((9.2545076 48.7764267, 9.2548731 48.7762577, 9.2551276 48.7761375, 9.2550849 48.7760978, 9.2553627 48.7759682, 9.2553376 48.7759438, 9.2552817 48.7758895, 9.2543764 48.7763083, 9.2544379 48.7763638, 9.2545076 48.7764267))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1404803507, 1458565259, 1404803351, 1404803323, 1404803299, 1458565265, 1404803254, 1404803400, 1458565260, 1404803507]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126823681,parking,,surface,"POLYGON ((9.252411 48.7761052, 9.2523694 48.7759917, 9.2522919 48.7759513, 9.2511581 48.7759194, 9.2511547 48.7759704, 9.2522885 48.7760039, 9.2523324 48.7761181, 9.252411 48.7761052))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1404803335, 1404803311, 1404803287, 1404803270, 1404803302, 1404803313, 1404803338, 1404803335]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126824289,parking,,surface,"POLYGON ((9.2520798 48.7763206, 9.2522388 48.7763238, 9.2522445 48.7763702, 9.2522156 48.7763809, 9.2522434 48.7764198, 9.2516852 48.7766056, 9.2516759 48.7765942, 9.2513731 48.7766856, 9.2511708 48.7764647, 9.2511304 48.7764015, 9.2511154 48.7763626, 9.2511766 48.7763504, 9.2513559 48.7762963, 9.2514374 48.7764038, 9.2516627 48.7763331, 9.2520704 48.7763331, 9.2520798 48.7763206))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1404814075, 1404814078, 1404814114, 1404814136, 1404814166, 1404814302, 1404814299, 1404814380, 1404814177, 1404814147, 1404814103, 1404814092, 1404814057, 824679814, 824671475, 824671471, 1404814075]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126916506,parking,,surface,"POLYGON ((9.0935618 48.7186139, 9.0935652 48.7184436, 9.0933002 48.7184413, 9.0932968 48.7186116, 9.0935618 48.7186139))",,,,,,,no,,,,,yes,14,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1406026778, 1406026779, 476658123, 476658125, 1406026778]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127554810,parking,,surface,"POLYGON ((9.0936753 48.8163979, 9.093783 48.8164212, 9.0937674 48.8164547, 9.0936596 48.8164315, 9.0936753 48.8163979))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1411410011, 1411410014, 1411410016, 1411410015, 1411410011]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127554811,parking,,surface,"POLYGON ((9.0936204 48.8163489, 9.0936851 48.8162173, 9.0939967 48.8162921, 9.0939731 48.8163411, 9.0937262 48.8162844, 9.093689 48.8163618, 9.0936204 48.8163489))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1411410007, 1411410001, 1411410003, 1411410006, 1411410002, 1411410009, 1411410007]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127921805,parking,,,"POLYGON ((9.1034591 48.8260238, 9.1038695 48.8260602, 9.1038861 48.825985, 9.1039044 48.8259022, 9.103492 48.8258663, 9.1034755 48.8259454, 9.1034591 48.8260238))",,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1414720611, 1414720617, 1419194012, 1414720607, 1414720599, 1419194007, 1414720611]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
