element_type,osmid,amenity,authentication:app,authentication:membership_card,authentication:nfc,brand,capacity,fee,motorcar,network,opening_hours,operator,operator:wikidata,operator:wikipedia,ref:charging_station:num,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,geometry,access,bicycle,website,note,socket:schuko,socket:schuko:current,socket:schuko:output,socket:schuko:voltage,name,not:operator:wikidata,ref,parking:fee,payment:coins,payment:notes,colour,mapillary,fixme,amperage,description,description:de,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wikimedia_commons,addr:suburb,check_date,start_date,authentication:none,contact:website,socket:chademo,socket:type2_combo,motor_vehicle,level,manufacturer,scooter,truck,voltage,image,phone,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,authentication:short_message,motorcycle,charging_station:battery_swapping,operator:website,payment:mastercard,payment:paypass,payment:visa,covered,name:en,payment:american_express,payment:app,payment:bitcoin,payment:cards,payment:cash,payment:cheque,payment:contactless,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:diners_club,payment:discover_card,payment:electronic_purses,payment:ep_easycard,payment:ep_ipass,payment:girocard,payment:jcb,payment:maestro,payment:telephone_cards,payment:visa_debit,payment:visa_electron,layer,wheelchair,bus,hgv,source,nodes
node,3376752812,charging_station,yes,yes,yes,,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904006,2,32,22 kW,400,POINT (9.1900471 48.7839389),,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3480586107,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904782,2,32,22 kW,400,POINT (9.1638989 48.8105554),,,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3481482304,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904783,2,32,22 kW,400,POINT (9.1732773 48.8020163),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3507040609,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904821,2,32,22 kW,400,POINT (9.1618181 48.7660136),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3512624141,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904768,2,32,22 kW,400,POINT (9.1279834 48.737993),,,,,,,,,,,,,,,,,,,,,Stuttgart,DE,510,70569,Böblinger Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3516074731,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10043,2,16,11 kW,400,POINT (9.1145612 48.7320308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3516895831,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10036,2,16,11 kW,400,POINT (9.190108 48.7957614),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3527028589,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000073,2,32,22 kW,400,POINT (9.106747 48.7357714),,yes,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3533084161,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000016,2,32,22 kW,400,POINT (9.1525406 48.7406616),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3556515480,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E2061,2,32,22 kW,400,POINT (9.2418983 48.77617),,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3577376947,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10041,2,16,11 kW,400,POINT (9.2019839 48.7328041),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3596884663,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10042,2,16,11 kW,400,POINT (9.1071415 48.7189918),,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3625887519,charging_station,,,,,1,,,,,MeRegio,,,,,,,,POINT (9.2201587 48.8016531),,,,,,,,,,,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3628290040,charging_station,,yes,,,1,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,1,,,,POINT (9.1985401 48.8117944),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3657665929,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1457421 48.7742674),,,,,2,,,,,,3174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3658524339,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000014,2,32,22 kW,400,POINT (9.1792792 48.7661748),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3658597727,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.185701 48.7767065),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3660964805,charging_station,,yes,,,2,,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.2264002 48.8148855),,yes,,,2,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3663254961,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10013,2,16,11 kW,400,POINT (9.1020435 48.7286051),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3693324857,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904824,2,32,22 kW,400,POINT (9.1592252 48.7582912),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3701567482,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10021,2,16,11 kW,400,POINT (9.1500767 48.8103183),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3716996407,charging_station,yes,yes,yes,,2,yes,yes,EnBW,24/7,Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904765,2,32,22 kW,400,POINT (9.1176616 48.7267593),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3726444176,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10010,2,16,11 kW,400,POINT (9.2553417 48.7904331),,,,,,,,,,,,,,,,,,,,,Stuttgart,DE,13,70327,Bertramstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3727525912,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10030,2,16,11 kW,400,POINT (9.1978808 48.7860292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3761967713,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904793,2,32,22 kW,400,POINT (9.1819553 48.7765878),,,,,,,,,,,800693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3762674020,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1755048 48.778773),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3762674025,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.175567 48.7788402),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3775560012,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1735545 48.7766285),,,,,2,,,,,,,,,,,,,,,,,,,,,File:2te Ladesäule am Forum Theater.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3775560013,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1736022 48.7766693),,,,,2,,,,,,,,,,,,,,,,,,,,,File:Stromtankstelle Theodor-Heuss-Straße.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3829549465,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10016,2,16,11 kW,400,POINT (9.1800035 48.7706497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3880464174,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10048,2,16,11 kW,400,POINT (9.1950634 48.8350829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4023700129,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904825,2,32,22 kW,400,POINT (9.1725383 48.7609872),,,,,2,16,3.7 kW,230,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4055157074,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000034,2,32,22 kW,400,POINT (9.1526845 48.7250833),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4101918850,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10031,2,16,11 kW,400,POINT (9.1480266 48.7787444),,,www.stadtwerke-stuttgart.de/ladestationen,Ad-Hoc Laden via QR Code an der Ladestation möglich. Bezahlung dann mit Kreditkarte auf Website,,,,,,,,,,,lightblue,,,,,,,,81,,Zeppelinstraße,,Stuttgart-West,2021-08-01,16.08. bis 20.08.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4118715191,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000015,2,32,22 kW,400,POINT (9.163283 48.7863824),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4122980742,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000026,2,32,22 kW,400,POINT (9.158706 48.8119694),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4198486426,charging_station,,yes,,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,,2,,22,,POINT (9.2071111 48.818363),,,https://www.eze.network/locations/stuttgart,,,,,,,,3131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4333796891,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10015,2,16,11 kW,400,POINT (9.1593778 48.7741249),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4350640599,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10022,2,16,11 kW,400,POINT (9.2346538 48.7449449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4350667390,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000023,2,32,22 kW,400,POINT (9.233243 48.7387188),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4353040522,charging_station,,,,,3,no,yes,,,ALDI Süd,Q41171672,,,1,,,,POINT (9.2012262 48.8355036),,no,,,,,,,,,,,,,,,,,Die Aufladung an der Ladestation ist nur während der Öffnungszeiten der ALDI SÜD Filiale möglich. Maximale Dauer eines Ladevorgangs sowie Parkdauer des Elektrofahrzeugs beträgt eine Stunde.,,,,,,,,,,,yes,https://www.aldi-sued.de/de/infos/aldi-sued-a-bis-z/e/,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4355756282,charging_station,,,,,3,no,no,,,ALDI Süd,Q41171672,,,,,,,POINT (9.2012765 48.8354568),,yes,,,3,,,,,,,,,,,,,,Die Aufladung an der Ladestation ist nur während der Öffnungszeiten der ALDI SÜD Filiale möglich. Maximale Dauer eines Ladevorgangs sowie Parkdauer des Elektrofahrzeugs beträgt eine Stunde.,,,,,,,,,,,yes,https://www.aldi-sued.de/de/infos/aldi-sued-a-bis-z/e/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4357457669,charging_station,,,,,3,no,,,Mo-Sa 08:00-21:00,ALDI Süd,Q41171672,hu:Aldi Süd,,,,,,POINT (9.0989079 48.8211132),,yes,,,3,,,,,,,,,,,,,,Die Aufladung an der Ladestation ist nur während der Öffnungszeiten der ALDI SÜD Filiale möglich. Maximale Dauer eines Ladevorgangs sowie Parkdauer des Elektrofahrzeugs beträgt eine Stunde.,,,,,,,,,,,yes,https://www.aldi-sued.de/de/infos/aldi-sued-a-bis-z/e/,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4357457671,charging_station,,,,,1,no,yes,,Mo-Sa 08:00-21:00,ALDI Süd,Q41171672,hu:Aldi Süd,,1,,,,POINT (9.0988286 48.8213432),,no,,,,,,,,,,,,,,,,,Die Aufladung an der Ladestation ist nur während der Öffnungszeiten der ALDI SÜD Filiale möglich. Maximale Dauer eines Ladevorgangs sowie Parkdauer des Elektrofahrzeugs beträgt eine Stunde.,,,,,,,,,,,yes,https://www.aldi-sued.de/de/infos/aldi-sued-a-bis-z/e/,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4361408588,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.2071547 48.7905685),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4397050877,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1530357 48.8350167),,,,,,,,,,,2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4411340511,charging_station,yes,yes,yes,,2,yes,yes,EnBW,24/7,Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904764,2,32,22 kW,400,POINT (9.1232625 48.7299461),,yes,,,,,,,,,,,,,,,,,,,Stuttgart,DE,77,70563,Möhringer Landstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4416145106,charging_station,,,,,,,,,,,,,,,,,,POINT (9.1848424 48.8015622),private,,,"Ladesäule steht nahe des Haupteingangs, trägt drei Anschlüsse",,,,,,,,,,,,,Details fehlen noch (offenbar nur für Dienstfahrzeuge der DB),,,,,,,,,,,,2016,,,,,,0,ABB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4423209318,charging_station,,,,,2,,yes,eze.network,,eze.network GmbH,,,,,,,,POINT (9.2453055 48.7712417),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4432927411,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904748,2,32,22 kW,400,POINT (9.208015 48.782416),,yes,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4450615394,charging_station,,,yes,,2,yes,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,,,2,,,,POINT (9.1797601 48.7827556),,,,,2,,,,EnBW,,,,,,,,Lage nochmal prüfen,32,,,,,,,,,,,,,,,,,,,yes,no,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4484076352,charging_station,,yes,,,2,yes,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1702754 48.7743799),restricted,,,,,,,,EnBW Ladestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4484076353,charging_station,,yes,,,2,yes,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1701332 48.7746106),restricted,,,,,,,,EnBW Ladestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4484076354,charging_station,,yes,,,2,yes,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1700957 48.7746353),restricted,,,,,,,,EnBW Ladestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4484076355,charging_station,,yes,,,2,yes,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1700581 48.7746592),restricted,,,,,,,,EnBW Ladestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4554616787,charging_station,,,,,2,,,,,Robert Bosch GmbH,,,,2,,,,POINT (9.1721891 48.8150071),,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4642270286,charging_station,yes,yes,yes,,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904747,2,32,22 kW,400,POINT (9.231527 48.8418598),,,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4784557114,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000030,2,32,22 kW,400,POINT (9.2194407 48.8431598),,yes,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4906654441,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904023,2,32,22 kW,400,POINT (9.2185611 48.703828),,,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4908181566,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904022,2,32,22 kW,400,POINT (9.2063641 48.708937),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4909678862,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10011,2,16,11 kW,400,POINT (9.2097152 48.7014573),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4927277679,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10008,2,16,11 kW,400,POINT (9.1670095 48.785375),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4945327029,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904012,2,32,22 kW,400,POINT (9.2200478 48.782998),,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4945327030,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10020,2,16,11 kW,400,POINT (9.2171805 48.7832198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
