element_type,osmid,amenity,authentication:app,authentication:membership_card,authentication:nfc,brand,capacity,fee,motorcar,network,opening_hours,operator,operator:wikidata,operator:wikipedia,ref:charging_station:num,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,geometry,access,bicycle,website,note,socket:schuko,socket:schuko:current,socket:schuko:output,socket:schuko:voltage,name,not:operator:wikidata,ref,parking:fee,payment:coins,payment:notes,colour,mapillary,fixme,amperage,description,description:de,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wikimedia_commons,addr:suburb,check_date,start_date,authentication:none,contact:website,socket:chademo,socket:type2_combo,motor_vehicle,level,manufacturer,scooter,truck,voltage,image,phone,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,authentication:short_message,motorcycle,charging_station:battery_swapping,operator:website,payment:mastercard,payment:paypass,payment:visa,covered,name:en,payment:american_express,payment:app,payment:bitcoin,payment:cards,payment:cash,payment:cheque,payment:contactless,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:diners_club,payment:discover_card,payment:electronic_purses,payment:ep_easycard,payment:ep_ipass,payment:girocard,payment:jcb,payment:maestro,payment:telephone_cards,payment:visa_debit,payment:visa_electron,layer,wheelchair,bus,hgv,source,nodes
node,4968598012,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.220928 48.8346219),,,,,2,,,,,,3104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5006025024,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904832,2,32,22 kW,400,POINT (9.1728674 48.7679447),,,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5112637662,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904822,2,32,22 kW,400,POINT (9.1624525 48.7688676),,,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5112637663,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904820,2,32,22 kW,400,POINT (9.1666451 48.7703748),,,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5136993421,charging_station,,,,,2,,,,,,,,,,,,,POINT (9.1318706 48.7272041),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5136993422,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000024,2,32,22 kW,400,POINT (9.1485207 48.7312531),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5183473965,charging_station,yes,yes,yes,,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904759,2,32,22 kW,400,POINT (9.1544125 48.7701485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://i.imgur.com/4YqQcCo.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5186461229,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10061,2,32,22 kW,400,POINT (9.2080739 48.8105118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5298005207,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10060,2,16,11 kW,400,POINT (9.2019212 48.7892421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5433699131,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10009,2,16,11 kW,400,POINT (9.1801269 48.7350933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5466167779,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000061,2,32,22 kW,400,POINT (9.224823 48.7360886),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5485907716,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10049,2,16,11 kW,400,POINT (9.2573621 48.7834441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5548418662,charging_station,,,,,,,,,,,,,,,,,,POINT (9.1855683 48.8100929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5565217334,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1826071 48.7886622),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5565217348,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1824528 48.7886751),,,,,2,,,,,,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5565217377,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.182554 48.7897926),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5590999458,charging_station,,,,,2,,yes,,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1752676 48.7828997),,,,,2,,,,,,,,,,,,ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5639129401,charging_station,,,,,2,no,,,,Kaufland,,,,2,,,,POINT (9.150256 48.7308551),,,,,,,,,,,,,,,,,level=-1?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5681257217,charging_station,,,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,,,,,POINT (9.1766083 48.7834473),,,,"Typ 2, 22kW",,,,,2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 800 3629741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5818077830,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1859275 48.7750484),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5865963729,charging_station,,yes,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1814349 48.7759248),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5903940690,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000063,2,32,22 kW,400,POINT (9.202238 48.7264584),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5988221871,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10007,2,16,11 kW,400,POINT (9.2285179 48.8423182),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5998963710,charging_station,yes,yes,,,10,,,,24/7,Mercedes-Benz AG,,,,,,,,POINT (9.265494 48.7550473),permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6009997893,charging_station,,yes,,,2,,yes,,,EnBW,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.2474909 48.8152713),,,,,2,,,,,,3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6018123586,charging_station,yes,yes,,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904767,2,32,22 kW,400,POINT (9.1297304 48.7202898),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6103564021,charging_station,yes,yes,,,2,yes,yes,Digital Energy Solutions,24/7,Total Deutschland GmbH,,,DE*DES*E*BMW*0246,2,32,22 kW,400,POINT (9.1933324 48.8073809),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,125,50 kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6109107883,charging_station,,,,,3,,,,,Kaufland,Q685967,,,,,,,POINT (9.2293053 48.8405189),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6221695195,charging_station,yes,yes,,,2,,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,,900642,,,,,POINT (9.1702577 48.7784318),,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,125,50 kW,500,125,50 kW,500,1,63,43 kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6325913174,charging_station,yes,yes,,,2,yes,yes,Stadtwerke Stuttgart,24/7,Stadtwerke Stuttgart GmbH,Q2328627,de:Stadtwerke Stuttgart,DE*STR*E10046,2,16,11 kW,400,POINT (9.2085654 48.7457741),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6331066666,charging_station,,,,,2,,,,,,,,,,,,,POINT (9.2415385 48.7848973),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6331066667,charging_station,,,,,2,,,,,,,,,,,,,POINT (9.2414607 48.7849477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6331066668,charging_station,,,,,2,,,,,,,,,,,,,POINT (9.2416887 48.7847948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6331066669,charging_station,,,,,2,,,,,,,,,,,,,POINT (9.2417571 48.7847453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6331066670,charging_station,,,,,2,,,,,,,,,,,,,POINT (9.2418228 48.7847073),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6331066671,charging_station,,,,,2,,,,,,,,,,,,,POINT (9.2418724 48.7846773),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6430920615,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000018,2,32,22 kW,400,POINT (9.1755684 48.787114),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6430928668,charging_station,,,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1758985 48.7812242),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6430928669,charging_station,,,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,2,,,,POINT (9.1758288 48.7814204),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6566242563,charging_station,,,,,2,,,,,,,,,,,,,POINT (9.2331291 48.7975066),private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6634031947,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904760,2,32,22 kW,400,POINT (9.1448015 48.7710352),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6809975638,charging_station,,,,,,,,,,,,,,,,,,POINT (9.195224 48.7906399),private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6809975639,charging_station,,,,,,,,,,,,,,,,,,POINT (9.1952636 48.7906108),private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6809975640,charging_station,,,,,,,,,,,,,,,,,,POINT (9.1951845 48.7906691),private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6809975641,charging_station,,,,,,,,,,,,,,,,,,POINT (9.1951449 48.7906983),private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6809975642,charging_station,,,,,,,,,,,,,,,,,,POINT (9.1953032 48.7905816),private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7183869906,charging_station,yes,yes,yes,EnBW,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904011,2,32,22 kW,400,POINT (9.2102927 48.7836984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7252536139,charging_station,,yes,,,,,yes,,,Vector Informatik GmbH,,,,2,,,,POINT (9.0971398 48.8259135),private,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7252536140,charging_station,,yes,,,,,yes,,,Vector Informatik GmbH,,,,2,,,,POINT (9.0971434 48.8258681),private,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7252536141,charging_station,,yes,,,,,yes,,,Vector Informatik GmbH,,,,2,,,,POINT (9.0971299 48.8259552),private,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7252536142,charging_station,,yes,,,,,yes,,,Vector Informatik GmbH,,,,2,,,,POINT (9.0971472 48.8257775),private,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7252536143,charging_station,,yes,,,,,yes,,,Vector Informatik GmbH,,,,2,,,,POINT (9.0971458 48.8258237),private,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7252551931,charging_station,,,,,,yes,,,,has.to.be GmbH,,,,1,,22 kW,,POINT (9.1003856 48.8268768),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7275389564,charging_station,,,,,2,,,,,Allego,Q75560554,,,1,32,22 kW,,POINT (9.1750237 48.8224239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,50 kW,,,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7275545199,charging_station,,,,,1,,,,,EnbW,,,,1,,22 kW,,POINT (9.1236164 48.8118035),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7275560482,charging_station,,,,,2,yes,yes,,,EnBW,Q644304,de:EnBW Energie Baden-Württemberg,,2,,22 kW,,POINT (9.1103581 48.8125085),yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7296594204,charging_station,,,,,1,,,,,EnBw,,,,1,,22 kW,,POINT (9.1191234 48.8128399),yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7296596850,charging_station,,,,,,,,,,,,,,1,,22 kW,,POINT (9.1002343 48.8268634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7603540685,charging_station,,,,,2,yes,yes,,,,,,,2,,22 kW,,POINT (9.1058684 48.803974),yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7702299278,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000020,2,32,22 kW,400,POINT (9.1069405 48.7304597),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,Stuttgart,DE,7,70563,Seerosenstraße,,Vaihingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7762312457,charging_station,,,,,,,yes,,,,,,,,,,,POINT (9.0991334 48.740937),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7762312458,charging_station,,,,,,,yes,,,,,,,,,,,POINT (9.099101 48.7410007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7905162097,charging_station,yes,yes,yes,,2,yes,yes,EnBW,24/7,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,DE*EBW*E904742,2,32,22 kW,400,POINT (9.176018 48.8314836),,,,,2,16,3.7 kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7926146423,charging_station,,,,,,,yes,,,,,,,,,,,POINT (9.0972242 48.7402657),private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8042531678,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000062,2,32,22 kW,400,POINT (9.2018999 48.7121919),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8042561476,charging_station,yes,yes,yes,,2,yes,yes,eze.network,24/7,eze.network GmbH,,,DE*EZE*ETTA000028,2,32,22 kW,400,POINT (9.201941 48.7150972),,,https://www.eze.network/locations/stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8116690209,charging_station,,yes,,,8,,,,,Elektro Technologie Zentrum,,,,,,,,POINT (9.2137839 48.8101697),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8118568581,charging_station,,,,,2,,,,,,,,,,,,,POINT (9.1446647 48.7709084),,,https://nubsee.io/,,,,,,nubsee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8315632733,charging_station,,,,,,,,,,,,,,,,,,POINT (9.1667653 48.7132582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8554454757,charging_station,,,,,11,no,,,,Zahnarzt,,,,,,,,POINT (9.2284008 48.8323886),customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8688062897,charging_station,,,,,1,,yes,,,Stadtwerke Stuttgart,Q2328627,,,2,,,,POINT (9.1678488 48.7647054),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8688081328,charging_station,,,,,3,no,no,,,Lidl,Q151954,,,,,,,POINT (9.2138401 48.818456),,yes,,,,,,,,,,,,,,,,,Kostenlos laden während Öffnungszeiten von LIDL während dem Einkauf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8688135292,charging_station,,,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,,,,,POINT (9.1685688 48.7746155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8688135293,charging_station,,,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,,,,,POINT (9.1686875 48.7745276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8688135307,charging_station,,,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,,,,,POINT (9.1690273 48.7742608),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8688135308,charging_station,,,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,,,,,POINT (9.1691078 48.7741973),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8688135309,charging_station,,,,,2,,yes,,,EnBW Energie Baden-Württemberg AG,Q644304,de:EnBW Energie Baden-Württemberg,,,,,,POINT (9.1691818 48.7741386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8692804025,charging_station,,,,,,,,,,swobbee,,,,,,,,POINT (9.1721692 48.7699026),,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,no,yes,https://swobbee.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
