element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,entrance,geometry,source,access,building,name,description,note,operator,website,wheelchair,check_date,url,nodes,building:levels,roof:levels,roof:shape,building:colour,building:material,roof:colour,roof:material,roof:orientation,service,was:amenity,was:cuisine,was:name,was:website,building:levels:underground,fixme,reg_name,start_date,source:roof:shape,name:wikipedia,height,name:building,phone,source:addr,nohousenumber,owner,wikidata,ele,roof:height,building:part,operator:url,proposed:name,start_date:construction,proposed:roof:shape,construction,building:parts,architect,building:name,building:min_level,ways,type
way,102983855,Stuttgart,DE,148,70191,Nordbahnhofstraße,,,"POLYGON ((9.1901275 48.8021136, 9.190049 48.8021094, 9.1899922 48.8021063, 9.1899677 48.8023029, 9.190103 48.8023102, 9.1901275 48.8021136))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227290, 1189227284, 1189227039, 1189227249, 1189227219, 1189227290]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983856,Stuttgart,DE,101,70191,Rosensteinstraße,,,"POLYGON ((9.1914935 48.802131, 9.1917269 48.8020432, 9.1916637 48.8019704, 9.1914303 48.8020581, 9.1914935 48.802131))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227152, 1189227281, 1189227183, 1189227310, 1189227152]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983864,Stuttgart,DE,93,70191,Rosensteinstraße,,,"POLYGON ((9.1923415 48.8016509, 9.1924286 48.8017228, 9.1925904 48.8016304, 9.1924955 48.8015607, 9.1923415 48.8016509))",bing,,residential,,,,,,,,,"[1189227140, 1189227189, 1189227005, 1189227080, 1189227140]",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983870,Stuttgart,DE,111,70191,Rosensteinstraße,,,"POLYGON ((9.1902152 48.8023203, 9.1904834 48.8023346, 9.1904935 48.802252, 9.1902253 48.8022377, 9.1902152 48.8023203))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227242, 1189227128, 1189227063, 1189227176, 1189227242]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983878,Stuttgart,DE,4B,70191,Goppeltstraße,,,"POLYGON ((9.1909014 48.8013418, 9.1909892 48.8012029, 9.1908722 48.8011709, 9.1907845 48.8013098, 9.1909014 48.8013418))",bing,,residential,,,,,,,,,"[1189226992, 1189227107, 1189227302, 1189227270, 1189226992]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983881,Stuttgart,DE,91,70191,Rosensteinstraße,,,"POLYGON ((9.1924955 48.8015607, 9.192651 48.8014688, 9.1926544 48.8014713, 9.1927459 48.8015384, 9.1925904 48.8016304, 9.1924955 48.8015607))",bing,,residential,,,,,,,,,"[1189227080, 5131562186, 1189227033, 1189227323, 1189227005, 1189227080]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983885,Stuttgart,DE,113,70191,Rosensteinstraße,,,"POLYGON ((9.1905902 48.8019795, 9.1904613 48.8019726, 9.1904559 48.8020159, 9.1904395 48.802015, 9.1904337 48.8020617, 9.1904501 48.8020626, 9.1904459 48.8020968, 9.1905748 48.8021038, 9.1905902 48.8019795))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227025, 1189227179, 5131548241, 5131548238, 5131548239, 5131548240, 1189227319, 1189227243, 1189227025]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983893,Stuttgart,DE,99,70191,Rosensteinstraße,,,"POLYGON ((9.191977 48.8018384, 9.191752 48.8019348, 9.1918227 48.8020064, 9.1920476 48.80191, 9.191977 48.8018384))",bing,,residential,,,,,,,,,"[1189227285, 1189227325, 1189227172, 1189227334, 1189227285]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983896,Stuttgart,DE,105,70191,Rosensteinstraße,,,"POLYGON ((9.1912653 48.8022168, 9.1912021 48.8021439, 9.1909744 48.8022136, 9.1910171 48.8022951, 9.1912653 48.8022168))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227246, 1189227086, 1189227287, 1189227338, 1189227246]",5,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983904,Stuttgart,DE,103,70191,Rosensteinstraße,,,"POLYGON ((9.1914303 48.8020581, 9.1912021 48.8021439, 9.1912653 48.8022168, 9.1914935 48.802131, 9.1914303 48.8020581))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227310, 1189227086, 1189227246, 1189227152, 1189227310]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983911,Stuttgart,DE,2B,70191,Goppeltstraße,,,"POLYGON ((9.1904067 48.8011791, 9.1902802 48.8011661, 9.1902473 48.8013052, 9.1903738 48.8013182, 9.1904067 48.8011791))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227308, 1189227223, 1189227131, 1189227317, 1189227308]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983913,Stuttgart,DE,108,70191,Rosensteinstraße,,,"POLYGON ((9.1902631 48.8025314, 9.1902566 48.802591, 9.1903641 48.8025961, 9.1903705 48.8025364, 9.1902631 48.8025314))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227144, 1189227289, 1189227089, 1189227343, 1189227144]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983918,Stuttgart,DE,97,70191,Rosensteinstraße,,,"POLYGON ((9.1920476 48.80191, 9.1922625 48.8018102, 9.1921824 48.8017441, 9.191977 48.8018384, 9.1920476 48.80191))",bing,,residential,,,,,,,,,"[1189227334, 1189227230, 1189227022, 1189227285, 1189227334]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983920,Stuttgart,DE,4C,70191,Goppeltstraße,,,"POLYGON ((9.1909892 48.8012029, 9.1910769 48.801064, 9.1909599 48.8010319, 9.1908722 48.8011709, 9.1909892 48.8012029))",bing,,residential,,,,,,,,,"[1189227107, 1189227222, 1189227138, 1189227302, 1189227107]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983925,Stuttgart,DE,107,70191,Rosensteinstraße,,,"POLYGON ((9.1907509 48.8023332, 9.1910171 48.8022951, 9.1909744 48.8022136, 9.1907407 48.8022506, 9.1907509 48.8023332))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189226996, 1189227338, 1189227287, 1189227305, 1189226996]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983927,,,,,,,,"POLYGON ((9.1930053 48.8009705, 9.1931432 48.8010376, 9.1931439 48.8010494, 9.1931726 48.8010634, 9.1931899 48.8010603, 9.1933251 48.8011262, 9.1934074 48.8010528, 9.1933869 48.8010428, 9.1933897 48.8010404, 9.1932501 48.8009724, 9.1931106 48.8009045, 9.1931078 48.800907, 9.1930875 48.8008971, 9.1930053 48.8009705))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227336, 4981030126, 4981030124, 4981030123, 4981030125, 1189227198, 1189227159, 4981030130, 4981030127, 4981030122, 4981030128, 4981030129, 1189227350, 1189227336]",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983934,Stuttgart,DE,1,70191,Goppeltstraße,,,"POLYGON ((9.1904303 48.8017317, 9.190489 48.8017339, 9.1904987 48.8016196, 9.1904399 48.8016174, 9.1904303 48.8017317))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[2156176172, 1189227037, 1189227186, 2156176168, 2156176172]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983936,Stuttgart,DE,89,70191,Rosensteinstraße,,,"POLYGON ((9.1926544 48.8014713, 9.1928231 48.8013623, 9.1929225 48.8014247, 9.1927459 48.8015384, 9.1926544 48.8014713))",bing,,residential,,,,,,,,,"[1189227033, 1189227278, 1189227267, 1189227323, 1189227033]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983938,Stuttgart,DE,6A,70191,Goppeltstraße,,,"POLYGON ((9.1912871 48.8015477, 9.1914196 48.8014257, 9.1913179 48.8013778, 9.1911855 48.8014998, 9.1912871 48.8015477))",bing,,residential,,,,,,,,,"[1189227017, 1189227233, 1189227181, 1189227031, 1189227017]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983947,Stuttgart,DE,110,70191,Rosensteinstraße,,,"POLYGON ((9.1900731 48.8025171, 9.1900614 48.802576, 9.1901701 48.8025853, 9.1901818 48.8025265, 9.1900731 48.8025171))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227155, 1189227166, 1189227312, 1189227345, 1189227155]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983948,Stuttgart,DE,6C,70191,Goppeltstraße,,,"POLYGON ((9.191552 48.8013037, 9.1916844 48.8011817, 9.1915828 48.8011339, 9.1914504 48.8012559, 9.191552 48.8013037))",bing,,residential,,,,,,,,,"[1189227320, 1189227085, 1189227201, 1189227087, 1189227320]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983953,Stuttgart,DE,2C,70191,Goppeltstraße,,,"POLYGON ((9.1904397 48.80104, 9.1903131 48.801027, 9.1902802 48.8011661, 9.1904067 48.8011791, 9.1904397 48.80104))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227058, 1189227208, 1189227223, 1189227308, 1189227058]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983955,Stuttgart,DE,2A,70191,Goppeltstraße,,,"POLYGON ((9.1903738 48.8013182, 9.1902473 48.8013052, 9.1902144 48.8014443, 9.1903409 48.8014573, 9.1903738 48.8013182))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227317, 1189227131, 1189227273, 1189227077, 1189227317]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983958,Stuttgart,DE,106,70191,Rosensteinstraße,,,"POLYGON ((9.1904521 48.8025396, 9.1904511 48.802598, 9.1905607 48.8025988, 9.1905617 48.8025404, 9.1904521 48.8025396))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227110, 1189227211, 1189227055, 1189227206, 1189227110]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983962,Stuttgart,DE,4D,70191,Goppeltstraße,,,"POLYGON ((9.1910769 48.801064, 9.1911646 48.800925, 9.1910477 48.800893, 9.1909599 48.8010319, 9.1910769 48.801064))",bing,,residential,,,,,,,,,"[1189227222, 1189227315, 1189227175, 1189227138, 1189227222]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983965,Stuttgart,DE,109,70191,Rosensteinstraße,,,"POLYGON ((9.1904834 48.8023346, 9.1907509 48.8023332, 9.1907407 48.8022506, 9.1904935 48.802252, 9.1904834 48.8023346))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189227128, 1189226996, 1189227305, 1189227063, 1189227128]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983969,Stuttgart,DE,87,70191,Rosensteinstraße,,,"POLYGON ((9.1929906 48.8012465, 9.1928231 48.8013623, 9.1929225 48.8014247, 9.19309 48.8013089, 9.1929906 48.8012465))",bing,,residential,,,,,,,,,"[1189227104, 1189227278, 1189227267, 1189227164, 1189227104]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983974,Stuttgart,DE,4A,70191,Goppeltstraße,,,"POLYGON ((9.1906968 48.8014488, 9.1908137 48.8014808, 9.1909014 48.8013418, 9.1907845 48.8013098, 9.1906968 48.8014488))",bing,,residential,,,,,,,,,"[1189227062, 1189227162, 1189226992, 1189227270, 1189227062]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983976,Stuttgart,DE,6B,70191,Goppeltstraße,,,"POLYGON ((9.1914196 48.8014257, 9.191552 48.8013037, 9.1914504 48.8012559, 9.1913179 48.8013778, 9.1914196 48.8014257))",bing,,residential,,,,,,,,,"[1189227233, 1189227320, 1189227087, 1189227181, 1189227233]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983981,Stuttgart,DE,95,70191,Rosensteinstraße,,,"POLYGON ((9.1922625 48.8018102, 9.1924286 48.8017228, 9.1923415 48.8016509, 9.1921754 48.8017384, 9.1921824 48.8017441, 9.1922625 48.8018102))",bing,,residential,,,,,,,,,"[1189227230, 1189227189, 1189227140, 5131562187, 1189227022, 1189227230]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102983982,Stuttgart,DE,85,70191,Rosensteinstraße,,,"POLYGON ((9.19309 48.8013089, 9.1932514 48.801189, 9.1931542 48.8011318, 9.1931337 48.801147, 9.1931151 48.801136, 9.1930262 48.8012015, 9.1930406 48.80121, 9.1929906 48.8012465, 9.19309 48.8013089))",bing,,residential,,,,,,,,,"[1189227164, 1189227118, 1189227082, 5131562190, 5131562188, 5131562189, 5131562191, 1189227104, 1189227164]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103033128,Stuttgart,DE,183,70191,Nordbahnhofstraße,,,"POLYGON ((9.189143 48.8047346, 9.1891629 48.8045677, 9.1892913 48.8045743, 9.1892904 48.8045816, 9.1893114 48.8045827, 9.1893069 48.8046198, 9.1892848 48.8046187, 9.1892702 48.8047412, 9.189143 48.8047346))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189775930, 1189775820, 1189775897, 5314796262, 5314796263, 5314796264, 5314796265, 1189775855, 1189775930]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103033136,Stuttgart,DE,185,70191,Nordbahnhofstraße,,,"POLYGON ((9.1892702 48.8047412, 9.1892692 48.8047497, 9.1892901 48.8047508, 9.1892858 48.8047864, 9.1892638 48.8047853, 9.1892491 48.8049088, 9.189123 48.8049022, 9.189143 48.8047346, 9.1892702 48.8047412))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1189775855, 5314796266, 5314796267, 5314796268, 5314796269, 997625778, 997625749, 1189775930, 1189775855]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103058885,Stuttgart,DE,4A,70469,Am Sportpark,,,"POLYGON ((9.1367242 48.8093798, 9.1367539 48.8092918, 9.1366323 48.809274, 9.1366026 48.809362, 9.1367242 48.8093798))",,,residential,,,,,,,,,"[1189918623, 1189920433, 1189920241, 1189917343, 1189918623]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103058904,Stuttgart,DE,4B,70469,Am Sportpark,,,"POLYGON ((9.1365326 48.8093148, 9.1365623 48.8092272, 9.1364415 48.8092095, 9.1364118 48.8092971, 9.1365326 48.8093148))",,,residential,Solitude-Chor Stuttgart e.V.,,,,,,,,"[1189918305, 1189917988, 1189919995, 1189919082, 1189918305]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103707983,Stuttgart,DE,65,70499,Florian-Geyer-Straße,,,"POLYGON ((9.1223279 48.8194696, 9.1221936 48.8194728, 9.1221984 48.8195522, 9.1221988 48.8195679, 9.1223347 48.8195663, 9.1223279 48.8194696))",,,residential,,,,,,,,,"[1197391142, 1197388785, 1197385372, 7324622960, 1197388204, 1197391142]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103708484,Stuttgart,DE,63,70499,Florian-Geyer-Straße,,,"POLYGON ((9.1221936 48.8194728, 9.122092 48.8194754, 9.1220968 48.8195549, 9.1221984 48.8195522, 9.1221936 48.8194728))",,,residential,,,,,,,,,"[1197388785, 1197386925, 1197391607, 1197385372, 1197388785]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103708491,Stuttgart,DE,71,70499,Wendelin-Hippler-Straße,,,"POLYGON ((9.1222943 48.8187003, 9.1222975 48.8187507, 9.1224359 48.8187504, 9.1224337 48.8187006, 9.1222943 48.8187003))",,,residential,,,,,,,,,"[1197392872, 1197389347, 1197392209, 1197389886, 1197392872]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103708557,Stuttgart,DE,31,70499,Gotthilf-Dreher-Straße,,,"POLYGON ((9.122086 48.8199861, 9.1222665 48.8199791, 9.1222607 48.8198967, 9.1220802 48.8199038, 9.122086 48.8199861))",,,residential,,,,,,,,,"[1197392792, 1197385077, 1197391893, 1197387261, 1197392792]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103915535,Stuttgart,DE,103B,70499,Goslarer Straße,Weilimdorf,,"POLYGON ((9.1259618 48.8165793, 9.1258354 48.8165767, 9.125831 48.8166807, 9.1259557 48.8166841, 9.1259618 48.8165793))",,,residential,,,,,,,,,"[1199455444, 7324567777, 7324567776, 1199454818, 1199455444]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104057258,Stuttgart,DE,34,70499,Roßbachstraße,,,"POLYGON ((9.1082163 48.8196153, 9.1083075 48.8195437, 9.1081879 48.8194777, 9.1080967 48.8195494, 9.1082163 48.8196153))",,,residential,,,,,,,,,"[1200871099, 1200872906, 1200873401, 1200872230, 1200871099]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104057281,Stuttgart,DE,8,70499,Großbeerenstraße,,,"POLYGON ((9.1131742 48.816781, 9.1132961 48.8168353, 9.1133927 48.8167412, 9.1132708 48.8166869, 9.1131742 48.816781))",,,residential,,,,,,,,,"[1200872946, 1200871815, 1200872245, 1200871137, 1200872946]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104057296,Stuttgart,DE,6,70499,Großbeerenstraße,,,"POLYGON ((9.1129826 48.8166914, 9.1130985 48.8167417, 9.1131839 48.8166565, 9.1130679 48.8166062, 9.1129826 48.8166914))",,,residential,,,,,,,,,"[1200870320, 1200870939, 1200872724, 1200873216, 1200870320]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104057300,Stuttgart,DE,30,70499,Roßbachstraße,,,"POLYGON ((9.1084152 48.8193294, 9.1085283 48.8193911, 9.1086185 48.8193194, 9.1085054 48.8192577, 9.1084152 48.8193294))",,,residential,,,,,,,,,"[1200871610, 1200871414, 1200870910, 1200872101, 1200871610]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106062692,Stuttgart,DE,19,70499,Ludwigshafener Straße,,,"POLYGON ((9.1164236 48.8125831, 9.1164103 48.8126558, 9.1165348 48.8126658, 9.1165481 48.812593, 9.1164236 48.8125831))",,,residential,,,,,,,,,"[1221298973, 1221299096, 1221298604, 1221298003, 1221298973]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106062846,Stuttgart,DE,3,70499,Neustädter Straße,,,"POLYGON ((9.1152457 48.8137201, 9.1153563 48.8137306, 9.1153717 48.8136608, 9.1152611 48.8136502, 9.1152457 48.8137201))",,,residential,,,,,,,,,"[1221298609, 1221299050, 1221298285, 1221297648, 1221298609]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106688681,Stuttgart,DE,11,70499,Am Seelachwald,,,"POLYGON ((9.1122205 48.8050105, 9.1123504 48.805062, 9.1123929 48.8050155, 9.112263 48.804964, 9.1122205 48.8050105))",,,residential,,,,,,,,,"[1227196239, 6447269267, 6447269266, 1227195922, 1227196239]",1,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106701898,Stuttgart,DE,8C,70193,Gaußstraße,,,"POLYGON ((9.1494867 48.7804605, 9.1496026 48.7805156, 9.1495263 48.7805853, 9.1494104 48.7805302, 9.1494867 48.7804605))",,,residential,,,,,,,,,"[1227264736, 1227264038, 1227264750, 1227263932, 1227264736]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106894386,Stuttgart,,8,70374,Lodzer Straße,,,"POLYGON ((9.2417789 48.8097198, 9.241945 48.8097335, 9.2419644 48.8096317, 9.2417983 48.809618, 9.2417789 48.8097198))",,,residential,,,,,,,,,"[1229131542, 1229131038, 1229130773, 1229131609, 1229131542]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106894408,,,,,,,,"POLYGON ((9.2412446 48.8095745, 9.241217 48.809675, 9.2413074 48.8096857, 9.2414428 48.8097018, 9.2415764 48.8097177, 9.2416934 48.8097317, 9.2417209 48.8096312, 9.2412446 48.8095745))",,,residential,,,,,,,,,"[1229131063, 1229131348, 3223592691, 3223592692, 3223592693, 1229131631, 1229130796, 1229131063]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106894475,Stuttgart,,,,,,,"POLYGON ((9.2416224 48.8100526, 9.2416859 48.8100549, 9.2417953 48.8100589, 9.2418048 48.8099458, 9.2416319 48.8099394, 9.2416224 48.8100526))",,,residential,,,,,,,,,"[1229131411, 3223729841, 1229131210, 1229130989, 1229130727, 1229131411]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106894476,Stuttgart,DE,71,70374,Endersbacher Straße,,,"POLYGON ((9.2520749 48.8059892, 9.2520877 48.8061256, 9.2523388 48.8061154, 9.2523261 48.805979, 9.2520749 48.8059892))",,,residential,,,,,,,,,"[1229131000, 1229131060, 1229131562, 1229130737, 1229131000]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107040913,Stuttgart,DE,20,70439,Walter-Sigel-Straße,,,"POLYGON ((9.1634371 48.8506508, 9.1636222 48.8505625, 9.1635105 48.8504554, 9.1633272 48.8505449, 9.1634371 48.8506508))",,,residential,,,,,,,,,"[1230674705, 3713078532, 3713076529, 1230674685, 1230674705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107094972,Stuttgart,DE,7,70191,Störzbachstraße,,,"POLYGON ((9.1883448 48.8049345, 9.1884832 48.8049852, 9.188553 48.8049025, 9.1885336 48.8048954, 9.1885554 48.8048696, 9.1884364 48.8048259, 9.1883448 48.8049345))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1231225680, 1231225657, 1231225671, 5318285697, 5318285698, 1231225658, 1231225680]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107094978,Stuttgart,DE,5,70191,Störzbachstraße,,,"POLYGON ((9.188553 48.8049025, 9.1884832 48.8049852, 9.188599 48.8050276, 9.1885899 48.8050383, 9.1886386 48.8050561, 9.1887473 48.8049274, 9.1886028 48.8048745, 9.188573 48.8049099, 9.188553 48.8049025))","Maps4BW, LGL, www.lgl-bw.de",,residential,,,,,,,,,"[1231225671, 1231225657, 5318285693, 5318285694, 1035377391, 1035377344, 5318285695, 5318285696, 1231225671]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108067523,Stuttgart,DE,103,70469,Burgherrenstraße,,,"POLYGON ((9.1568065 48.8008851, 9.156809 48.8008871, 9.1568115 48.8008856, 9.1569055 48.800962, 9.1569085 48.8009604, 9.1569062 48.8009586, 9.1569292 48.8009463, 9.1569308 48.8009477, 9.1569995 48.800911, 9.1569035 48.8008329, 9.1568727 48.8008487, 9.1568065 48.8008851))",,,residential,,,,,,,,,"[1240533497, 9301247824, 9301247825, 1240533474, 9301247822, 9301247821, 9301247820, 9301247823, 1240533533, 1240533603, 9311146230, 1240533497]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108067528,Stuttgart,DE,99,70469,Burgherrenstraße,,,"POLYGON ((9.1572861 48.8009831, 9.1573837 48.800916, 9.1572755 48.8008478, 9.1571959 48.8009025, 9.1571787 48.8009143, 9.157241 48.8009536, 9.1572512 48.8009467, 9.1572935 48.8009733, 9.1572825 48.8009809, 9.1572861 48.8009831))",,,residential,,,,,,,,,"[1240533504, 1240533506, 1240533617, 1240533458, 1240533547, 9301247811, 9301247809, 9301247808, 9301247810, 1240533504]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108067534,Stuttgart,DE,95,70469,Burgherrenstraße,,,"POLYGON ((9.1575947 48.8011396, 9.157811 48.8011609, 9.1578373 48.8010449, 9.157621 48.8010236, 9.1575947 48.8011396))",Bing,,residential,,,,,,,,,"[1240533601, 1240533527, 1240533469, 1240533571, 1240533601]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108067539,Stuttgart,DE,101,70469,Burgherrenstraße,,,"POLYGON ((9.157182 48.800766, 9.1570747 48.8008409, 9.1570994 48.8008562, 9.1571093 48.8008492, 9.157133 48.8008638, 9.1571226 48.8008711, 9.157148 48.8008869, 9.1571587 48.8008794, 9.1571959 48.8009025, 9.1572755 48.8008478, 9.157293 48.8008349, 9.157182 48.800766))",,,residential,,,,,,,,,"[1240533587, 1240533516, 9301247816, 9301247815, 9301247814, 9301247817, 9301247818, 9301247819, 1240533458, 1240533617, 1240533561, 1240533587]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108067549,Stuttgart,DE,107,70469,Burgherrenstraße,,,"POLYGON ((9.1569356 48.8005633, 9.1568333 48.8006181, 9.1568681 48.8006463, 9.1568566 48.8006524, 9.1568864 48.8006766, 9.1568971 48.8006709, 9.1569017 48.8006746, 9.1569275 48.8006608, 9.1569336 48.8006657, 9.156966 48.8006483, 9.1569612 48.8006444, 9.1570061 48.8006204, 9.1569664 48.8005883, 9.1569356 48.8005633))",,,residential,,,,,,,,,"[1240533481, 1240533455, 9301247833, 9301247832, 1240533513, 9301247830, 9301247829, 9301247828, 9301247827, 9301247826, 9301247831, 1240533585, 7762437047, 1240533481]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108256914,Stuttgart,DE,44,70192,Am Kriegsbergturm,,,"POLYGON ((9.1740639 48.788479, 9.1742075 48.7884271, 9.1741814 48.7883932, 9.1742699 48.7883474, 9.1741727 48.7882708, 9.1739789 48.7883641, 9.1740639 48.788479))",,,residential,,,,,,,,,"[1242389828, 7516552949, 9270225021, 9270225020, 9270225019, 1242388697, 1242389828]",,,,,,,,,,,,,,,,,,,de:Eugen_Bolz,,,,,,,,,,,,,,,,,,,,,
