element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,entrance,geometry,source,access,building,name,description,note,operator,website,wheelchair,check_date,url,nodes,building:levels,roof:levels,roof:shape,building:colour,building:material,roof:colour,roof:material,roof:orientation,service,was:amenity,was:cuisine,was:name,was:website,building:levels:underground,fixme,reg_name,start_date,source:roof:shape,name:wikipedia,height,name:building,phone,source:addr,nohousenumber,owner,wikidata,ele,roof:height,building:part,operator:url,proposed:name,start_date:construction,proposed:roof:shape,construction,building:parts,architect,building:name,building:min_level,ways,type
way,793136341,Stuttgart,DE,20,70469,Krailenshaldenstraße,Feuerbach,,"POLYGON ((9.1771195 48.8189322, 9.1776544 48.8190864, 9.177723 48.8189833, 9.177188 48.8188291, 9.1771195 48.8189322))",,,residential,,,,,,,,,"[7416386284, 7416386283, 7416386282, 7416386281, 7416386284]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,793710834,,,,,,,,"POLYGON ((9.1554008 48.8131157, 9.1553252 48.8130933, 9.1552694 48.8131769, 9.1553444 48.8131989, 9.1554008 48.8131157))",,,residential,,,,,,,,,"[7424368415, 7424368412, 7424368413, 7424368414, 7424368415]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,793710837,Stuttgart,DE,23,70469,Siemensstraße,Feuerbach,,"POLYGON ((9.1779316 48.8106934, 9.1778429 48.8107036, 9.1778658 48.8107905, 9.1779545 48.8107803, 9.1779316 48.8106934))",,,residential,,,,,,,,,"[7424368421, 1528584630, 1528584603, 7424368420, 7424368421]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,793710838,Stuttgart,DE,21,70469,Siemensstraße,Feuerbach,,"POLYGON ((9.1780204 48.8106833, 9.1779316 48.8106934, 9.1779545 48.8107803, 9.1780433 48.8107702, 9.1780204 48.8106833))",,,residential,,,,,,,,,"[7424368423, 7424368421, 7424368420, 7424368422, 7424368423]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,793715035,Stuttgart,DE,4,70469,Tucholskystraße,,,"POLYGON ((9.1412108 48.8044495, 9.1411833 48.8045008, 9.1410347 48.8044663, 9.1410627 48.8044143, 9.1412108 48.8044495))",,,residential,,,,,,,,,"[7424407179, 1631773819, 1631773694, 7424407178, 7424407179]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,793715036,Stuttgart,DE,58A,70469,Thomas-Mann-Straße,Feuerbach,,"POLYGON ((9.1417096 48.8054849, 9.1417797 48.805486, 9.1417818 48.8053961, 9.1417115 48.8053954, 9.1417096 48.8054849))",,,residential,,,,,,,,,"[7424407180, 1119215311, 1119215314, 1119215317, 7424407180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,794288433,,,2,,Filderhauptstraße,,,"POLYGON ((9.2144112 48.7009039, 9.2145237 48.7009044, 9.214525 48.7007867, 9.2144126 48.7007862, 9.2144112 48.7009039))",,,residential,,,,,,,,,"[7428907131, 7428907128, 7428907129, 7428907130, 7428907131]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,794625637,,,37,,Maurenstraße,,,"POLYGON ((9.2148764 48.704728, 9.2148362 48.7047545, 9.2148998 48.7047965, 9.21494 48.70477, 9.2148764 48.704728))",,,residential,,,,,,,,,"[7432270008, 7432270005, 7432270006, 7432270007, 7432270008]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,794625640,Stuttgart,DE,13B,70599,Maurenstraße,,,"POLYGON ((9.2134429 48.7036887, 9.2133734 48.703733, 9.2134698 48.703799, 9.2135394 48.7037548, 9.2134429 48.7036887))",,,residential,,,,,,,,,"[7432270017, 7432270021, 7432270018, 7432270016, 7432270017]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,794625641,Stuttgart,DE,13A,70599,Maurenstraße,,,"POLYGON ((9.2135125 48.7036445, 9.2134429 48.7036887, 9.2135394 48.7037548, 9.2136089 48.7037105, 9.2135125 48.7036445))",,,residential,,,,,,,,,"[7432270020, 7432270017, 7432270016, 7432270019, 7432270020]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,794625652,Stuttgart,,49,70599,Karlshofstraße,,,"POLYGON ((9.1984734 48.715029, 9.1983416 48.7150584, 9.1983854 48.7151438, 9.1985172 48.7151144, 9.1984734 48.715029))",yahoo,,residential,,,,,,,,,"[7432270042, 576648877, 576648883, 7432270041, 7432270042]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,794638028,Stuttgart,,44A,70599,Neuhauser Straße,,,"POLYGON ((9.2194723 48.6988888, 9.2194368 48.6988896, 9.2194465 48.6990037, 9.2196608 48.6989987, 9.2196536 48.6988844, 9.2194723 48.6988888))",,,residential,,,,,,,,,"[7432411335, 7432411333, 1446288547, 1446288546, 7432411334, 7432411335]",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,794639543,,,,,,,,"POLYGON ((9.2156999 48.7031679, 9.215794 48.7032159, 9.215869 48.7031519, 9.215775 48.7031038, 9.2156999 48.7031679))",,,residential,,,,,,,,,"[7432414327, 7432414324, 7432414325, 7432414326, 7432414327]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,796357730,Stuttgart,DE,100,70569,Feldbergstraße,,,"POLYGON ((9.1269052 48.7391137, 9.1269817 48.7391921, 9.1270473 48.7391642, 9.1269707 48.7390858, 9.1269052 48.7391137))",,,residential,,,,,,,,,"[7447887281, 7447887280, 7447887279, 7447887278, 7447887281]",1,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,796359804,,,,,,,,"POLYGON ((9.1705208 48.7669912, 9.1705045 48.7669972, 9.170601 48.7671105, 9.1707449 48.7670573, 9.1706485 48.766944, 9.1705208 48.7669912))",,,residential,,,,,,,,,"[566316623, 8909996935, 7447855123, 7447855124, 566316596, 566316623]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,797220134,,,1,,Beim Birnbaum,,,"POLYGON ((9.2114491 48.8499026, 9.2115185 48.849961, 9.2117144 48.8498603, 9.211645 48.8498018, 9.2114491 48.8499026))",,,residential,,,,,,,,,"[7455820431, 7455820428, 7455820429, 7455820430, 7455820431]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,797789912,,,4,,Staffelseeweg,,,"POLYGON ((9.2306503 48.8358235, 9.2307508 48.8358451, 9.2307982 48.8357496, 9.2306977 48.835728, 9.2306503 48.8358235))",,,residential,,,,,,,,,"[7461669135, 7339920035, 7339920034, 7461669134, 7461669135]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,798968734,Stuttgart,DE,13B,70567,Hechinger Straße,,,"POLYGON ((9.1468073 48.7250102, 9.1468072 48.725062, 9.1466491 48.7250619, 9.1466491 48.7250101, 9.1468073 48.7250102))",,,residential,,,,,,,,,"[7472313141, 7472313142, 7472313143, 7472313144, 7472313141]",2,1,gabled,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,798968735,Stuttgart,DE,13A,70567,Hechinger Straße,,,"POLYGON ((9.1466491 48.7250619, 9.1466475 48.725112, 9.1467812 48.7251132, 9.1468078 48.7251122, 9.1468072 48.725062, 9.1466491 48.7250619))",,,residential,,,,,,,,,"[7472313143, 7472313145, 7472313149, 7472313146, 7472313142, 7472313143]",2,1,gabled,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,798968736,Stuttgart,DE,11C,70567,Hechinger Straße,,,"POLYGON ((9.1466475 48.725112, 9.1466464 48.7251646, 9.1467799 48.725166, 9.1467812 48.7251132, 9.1466475 48.725112))",,,residential,,,,,,,,,"[7472313145, 7472313147, 7472313148, 7472313149, 7472313145]",2,1,gabled,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,798968737,Stuttgart,DE,11B,70567,Hechinger Straße,,,"POLYGON ((9.1466464 48.7251646, 9.1466452 48.7252154, 9.1467787 48.7252168, 9.1467799 48.725166, 9.1466464 48.7251646))",,,residential,,,,,,,,,"[7472313147, 7472313150, 7472313151, 7472313148, 7472313147]",2,1,gabled,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,798968738,Stuttgart,DE,11A,70567,Hechinger Straße,,,"POLYGON ((9.1466452 48.7252154, 9.146644 48.7252629, 9.1467777 48.7252642, 9.1467787 48.7252168, 9.1466452 48.7252154))",,,residential,,,,,,,,,"[7472313150, 7472313152, 7472313153, 7472313151, 7472313150]",2,1,gabled,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,798968739,Stuttgart,DE,9D,70567,Hechinger Straße,,,"POLYGON ((9.1466443 48.7252961, 9.1467705 48.7252971, 9.1467695 48.7253435, 9.1466441 48.7253428, 9.1466443 48.7252961))",,,residential,,,,,,,,,"[7472313154, 7472313155, 7472313156, 7472313157, 7472313154]",2,1,gabled,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,798968740,Stuttgart,DE,9C,70567,Hechinger Straße,,,"POLYGON ((9.1466441 48.7253428, 9.1466435 48.7253939, 9.1467688 48.7253945, 9.1467695 48.7253435, 9.1466441 48.7253428))",,,residential,,,,,,,,,"[7472313157, 7472313158, 7472313162, 7472313156, 7472313157]",2,1,gabled,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,798968741,Stuttgart,DE,9B,70567,Hechinger Straße,,,"POLYGON ((9.1466435 48.7253939, 9.1466434 48.7254421, 9.1467812 48.7254414, 9.1467816 48.7253942, 9.1467688 48.7253945, 9.1466435 48.7253939))",,,residential,,,,,,,,,"[7472313158, 7472313159, 7472313160, 7472313161, 7472313162, 7472313158]",2,1,gabled,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,798968742,Stuttgart,DE,9A,70567,Hechinger Straße,,,"POLYGON ((9.1466434 48.7254421, 9.1466441 48.7254982, 9.1466823 48.725498, 9.1468072 48.7254973, 9.1468065 48.7254412, 9.1467812 48.7254414, 9.1466434 48.7254421))",,,residential,,,,,,,,,"[7472313159, 7472313163, 7472313165, 7472313172, 7472313164, 7472313160, 7472313159]",2,1,gabled,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,798968743,Stuttgart,DE,7,70567,Hechinger Straße,,,"POLYGON ((9.1466823 48.725498, 9.1466837 48.7255757, 9.1467278 48.7255754, 9.1467281 48.7255944, 9.1467837 48.7256119, 9.1468094 48.7255764, 9.1468488 48.7255761, 9.1468486 48.7255632, 9.1468634 48.7255631, 9.1468625 48.7255162, 9.1468077 48.7255166, 9.1468072 48.7254973, 9.1466823 48.725498))",,,residential,,,,,,,,,"[7472313165, 7472313166, 7472313167, 7472313176, 7472313168, 7472313175, 7472313174, 7472313169, 7472313170, 7472313171, 7472313173, 7472313172, 7472313165]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,800602538,,,30,,Am Wolfersberg,,,"POLYGON ((9.2002801 48.82079, 9.2003719 48.82082, 9.2004253 48.8207491, 9.2003335 48.8207192, 9.2002801 48.82079))",,,residential,,,,,,,,,"[7487970286, 7487954683, 7487954684, 7487970285, 7487970286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,800603805,,,409A,,Neckartalstraße,,,"POLYGON ((9.2185891 48.8253527, 9.2186484 48.8253407, 9.2186071 48.8252522, 9.2185478 48.8252642, 9.2185891 48.8253527))",,,residential,,,,,,,,,"[7487974894, 3986306303, 3986306301, 7487974895, 7487974894]",2,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,802356776,,,,,,,,"POLYGON ((9.2138895 48.717902, 9.214018 48.7179444, 9.2140777 48.7178657, 9.2139492 48.7178234, 9.2138895 48.717902))",,,residential,,,,,,,,,"[7505216441, 7505216438, 7505216439, 7505216440, 7505216441]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,802356784,Stuttgart,DE,10B,70599,Rotwiesenstraße,,,"POLYGON ((9.204049 48.7327204, 9.2041121 48.7326733, 9.2039803 48.7325965, 9.2039172 48.7326436, 9.204049 48.7327204))",yahoo,,residential,,,,,,,,,"[7505216460, 775748861, 775748855, 7505216459, 7505216460]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,802356785,Stuttgart,DE,8A,70599,Rotwiesenstraße,,,"POLYGON ((9.2037312 48.7328254, 9.2036241 48.7328862, 9.2035478 48.7328277, 9.2035985 48.7327989, 9.2035504 48.732762, 9.2036068 48.73273, 9.2037312 48.7328254))",yahoo,,residential,,,,,,,,,"[775748947, 775748821, 775748916, 775748785, 775748869, 7505216461, 775748947]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,802358885,Stuttgart,DE,30C,70599,Erisdorfer Straße,,,"POLYGON ((9.2034212 48.7273502, 9.2034395 48.7273984, 9.203283 48.7274243, 9.2032646 48.7273761, 9.2034212 48.7273502))",,,residential,,,,,,,,,"[7505213354, 7505213358, 1561104989, 7505213357, 7505213354]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,802358886,Stuttgart,DE,30A,70599,Erisdorfer Straße,,,"POLYGON ((9.203245 48.7273245, 9.2032269 48.7272768, 9.2032567 48.7272719, 9.2033835 48.7272509, 9.2034016 48.7272986, 9.203245 48.7273245))",,,residential,,,,,,,,,"[7505213356, 7505213360, 1561104980, 7505213359, 7505213355, 7505213356]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,802358887,Stuttgart,DE,36B,70599,Erisdorfer Straße,,,"POLYGON ((9.2028638 48.7273898, 9.2028813 48.7274357, 9.2030351 48.7274102, 9.2030176 48.7273643, 9.2028638 48.7273898))",yahoo,,residential,,,,,,,,,"[7505213350, 7505213351, 7505213352, 7505213353, 7505213350]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,802358888,Stuttgart,DE,36C,70599,Erisdorfer Straße,,,"POLYGON ((9.2028813 48.7274357, 9.2029001 48.727485, 9.2030539 48.7274595, 9.2030351 48.7274102, 9.2028813 48.7274357))",yahoo,,residential,,,,,,,,,"[7505213351, 7505213367, 7505213366, 7505213352, 7505213351]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,802358890,Stuttgart,DE,42B,70599,Erisdorfer Straße,,,"POLYGON ((9.2024822 48.7274524, 9.202501 48.7275005, 9.2026604 48.7274729, 9.2026412 48.7274237, 9.2024822 48.7274524))",yahoo,,residential,,,,,,,,,"[7505213348, 7505213349, 7505213346, 7505213347, 7505213348]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,802358891,Stuttgart,DE,42C,70599,Erisdorfer Straße,,,"POLYGON ((9.202501 48.7275005, 9.2025203 48.7275498, 9.2026799 48.7275226, 9.2026604 48.7274729, 9.202501 48.7275005))",yahoo,,residential,,,,,,,,,"[7505213349, 7505213345, 7505213363, 7505213346, 7505213349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,802358893,Stuttgart,DE,30B,70599,Erisdorfer Straße,,,"POLYGON ((9.2032646 48.7273761, 9.203245 48.7273245, 9.2034016 48.7272986, 9.2034212 48.7273502, 9.2032646 48.7273761))",,,residential,,,,,,,,,"[7505213357, 7505213356, 7505213355, 7505213354, 7505213357]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,803253735,Stuttgart,DE,35B,70327,Gögelbachstraße,,,"POLYGON ((9.2614834 48.7880361, 9.2615551 48.78806, 9.2616258 48.7879676, 9.2615541 48.7879438, 9.2614834 48.7880361))",,,residential,,,,,,,,,"[7513760498, 7349716263, 7349716262, 7513760497, 7513760498]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,803283834,Stuttgart,DE,74/1,70327,Stubaier Straße,,,"POLYGON ((9.2494377 48.7844304, 9.2493768 48.7844866, 9.2494926 48.7845411, 9.2495535 48.7844849, 9.2494377 48.7844304))",,,residential,,,,,,,,,"[7514058929, 7514058933, 7514058930, 7514058928, 7514058929]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,803283835,Stuttgart,DE,76/1,70327,Stubaier Straße,,,"POLYGON ((9.2493768 48.7844866, 9.2493159 48.7845428, 9.2494317 48.7845973, 9.2494926 48.7845411, 9.2493768 48.7844866))",,,residential,,,,,,,,,"[7514058933, 7514058932, 7514058931, 7514058930, 7514058933]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,805295135,Stuttgart,DE,15A,70190,Hackstraße,,,"POLYGON ((9.1997999 48.7896619, 9.1999447 48.7896831, 9.2000037 48.7896247, 9.1999985 48.7895741, 9.1998295 48.7895741, 9.1997999 48.7896619))",,,residential,,,,,,,,,"[7531653303, 7531653302, 7531653299, 7531653301, 7531653300, 7531653303]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,806275729,,,15B,,Egerweg,,,"POLYGON ((9.2330285 48.7599441, 9.2329961 48.7600029, 9.233151 48.76004, 9.2331834 48.7599811, 9.2330285 48.7599441))",,,residential,,,,,,,,,"[7539638256, 4761663157, 4761663158, 7539638255, 7539638256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,806275734,,,7,,Am Ostkai,,,"POLYGON ((9.2554137 48.7721418, 9.2556821 48.7725636, 9.2559071 48.7725015, 9.2556388 48.7720796, 9.2554137 48.7721418))",,,residential,,,,,,,,,"[7539638276, 7539638275, 7539638274, 7539638273, 7539638276]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,806275738,Stuttgart,DE,65B,70329,Alosenweg,,,"POLYGON ((9.2514431 48.7579696, 9.2513711 48.7579436, 9.2514449 48.7578519, 9.2515171 48.7578773, 9.2514431 48.7579696))",,,residential,,,,,,,,,"[7539686394, 3752762194, 3752762191, 7539686393, 7539686394]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,807252275,,,25,,Auf der Steig,,,"POLYGON ((9.204429 48.8141382, 9.2045726 48.8142292, 9.2047137 48.8141326, 9.20457 48.8140416, 9.204429 48.8141382))",,,residential,,,,,,,,,"[7549017733, 7549017732, 7549017731, 7549017730, 7549017733]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,807461661,Stuttgart,DE,30,70376,Brückenstraße,,,"POLYGON ((9.2107444 48.8079919, 9.2107101 48.8080432, 9.2108365 48.8080801, 9.2108707 48.8080291, 9.2107444 48.8079919))",,,residential,,,,,,,,,"[7550889207, 1577268451, 1577268463, 7550889206, 7550889207]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,807686360,,,4,,Im Tal,,,"POLYGON ((9.2461842 48.7966732, 9.2462246 48.7967676, 9.2463221 48.7967495, 9.2462818 48.7966551, 9.2461842 48.7966732))",,,residential,,,,,,,,,"[7553035329, 7553035328, 7553035327, 7553035326, 7553035329]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,807686361,,,5,,Im Tal,,,"POLYGON ((9.2456879 48.796749, 9.2457242 48.7968021, 9.2459259 48.7967423, 9.2458896 48.7966892, 9.2456879 48.796749))",,,residential,,,,,,,,,"[7553035333, 7553035330, 7553035331, 7553035332, 7553035333]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,807948271,Stuttgart,DE,10A,70619,Brachetweg,,,"POLYGON ((9.2355827 48.7473309, 9.2356012 48.7472708, 9.2354319 48.7472433, 9.2354081 48.7473001, 9.2355827 48.7473309))",,,residential,,,,,,,,,"[7555428786, 1097751358, 1097751079, 7555428785, 7555428786]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,808636417,Stuttgart,DE,26A,70563,Büsnauer Straße,,,"POLYGON ((9.0990883 48.7354752, 9.099278 48.7355013, 9.0992952 48.735448, 9.0991058 48.7354197, 9.0990883 48.7354752))",,,residential,,,,,,,,,"[7561440332, 7561440331, 7561440328, 7561440329, 7561440332]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,808636419,Stuttgart,DE,5,70569,Beim Eulenhof,,,"POLYGON ((9.1090751 48.7450155, 9.1091513 48.7450633, 9.1092616 48.7449872, 9.1091847 48.7449396, 9.1090751 48.7450155))",,,residential,,,,,,,,,"[7561440335, 1066273084, 1066273413, 7561440334, 7561440335]",1,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,809041867,Stuttgart,DE,9,70563,Hopfauer Straße,,,"POLYGON ((9.1087264 48.734821, 9.1088386 48.7348346, 9.1088656 48.7347376, 9.1087535 48.7347239, 9.1087264 48.734821))",,,residential,,,,,,,,,"[7564997285, 542574789, 542574796, 7564993284, 7564997285]",2,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,809041868,Stuttgart,DE,1,70565,Hofmeisterstraße,,,"POLYGON ((9.1266028 48.7284118, 9.1266258 48.7284769, 9.1267718 48.7284545, 9.1267489 48.7283894, 9.1266028 48.7284118))",,,residential,,,,,,,,,"[7564997288, 529084875, 529084878, 7564997287, 7564997288]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,809078423,Stuttgart,,30/1,70569,Kurmärker Straße,,,"POLYGON ((9.0879145 48.7322165, 9.0881572 48.7322312, 9.0881631 48.7321886, 9.0879204 48.7321739, 9.0879225 48.7321592, 9.0878781 48.7321565, 9.0878645 48.7322537, 9.0879089 48.7322564, 9.0879145 48.7322165))",,,residential,,,,,,,,,"[7565354318, 7565354315, 7565354316, 7565354317, 7565354320, 7565354321, 7565354322, 7565354319, 7565354318]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,809415383,Stuttgart,DE,4,70563,Nestroyweg,,,"POLYGON ((9.089144 48.7297717, 9.0892232 48.729767, 9.0892841 48.7297634, 9.0892733 48.7296844, 9.0892078 48.7296883, 9.0891997 48.7296293, 9.0891794 48.7296305, 9.0891251 48.7296337, 9.089144 48.7297717))",,,residential,,,,,,,,,"[563798989, 506749242, 8742542643, 506749245, 8742542642, 8742542641, 8742542639, 7568182232, 563798989]",1,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,809549916,Stuttgart,DE,2,70563,Rauher Rain,,,"POLYGON ((9.1228724 48.73644, 9.1229061 48.7364895, 9.1229755 48.736469, 9.1229418 48.7364195, 9.1228724 48.73644))",,,residential,,,,,,,,,"[7569439301, 7569439298, 7569439299, 7569439300, 7569439301]",1,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,809599566,Stuttgart,DE,43,70563,Vischerstraße,,,"POLYGON ((9.1031937 48.7241559, 9.1032984 48.724138, 9.1032634 48.7240511, 9.1031587 48.7240691, 9.1031937 48.7241559))",,,residential,,,,,,,,,"[7569849043, 491449963, 491449964, 7569849042, 7569849043]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,809599569,Stuttgart,,18A,70565,Thingstraße,,,"POLYGON ((9.0978699 48.7178605, 9.0980187 48.7178791, 9.0980464 48.7177825, 9.0978977 48.7177639, 9.0978699 48.7178605))",,,residential,,,,,,,,,"[7569849053, 7569849052, 7569849051, 7569849050, 7569849053]",2,0,pyramidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,809599582,Stuttgart,DE,31,70565,Schönbuchstraße,Rohr,,"POLYGON ((9.1059267 48.7160994, 9.1060225 48.7160943, 9.106006 48.7159603, 9.1059102 48.7159654, 9.1059267 48.7160994))",,,residential,,,,,,,,,"[7569878488, 7569878485, 7569878486, 7569878487, 7569878488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,809633205,Stuttgart,DE,83,70563,Waldburgstraße,Vaihingen,,"POLYGON ((9.1002429 48.7250206, 9.1003054 48.7249164, 9.1002528 48.7249026, 9.1002147 48.7249484, 9.100149 48.7249298, 9.100118 48.7249815, 9.1002429 48.7250206))",,,residential,,,,,,,,,"[7570106261, 7570106259, 7570106260, 7570106256, 7570106257, 7570106258, 7570106261]",2,0,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,812053331,,,161,,Filderhauptstraße,,,"POLYGON ((9.2025304 48.7109772, 9.2027542 48.7110023, 9.2027738 48.7109263, 9.20255 48.7109012, 9.2025304 48.7109772))",,,residential,,,,,,,,,"[7586299133, 7586299132, 7586299131, 7586299130, 7586299133]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,812714525,,,,,,,,"POLYGON ((9.1744706 48.828141, 9.1746094 48.8281131, 9.1745861 48.828063, 9.1744473 48.8280908, 9.1744706 48.828141))",,,residential,,,,,,,,,"[1628646162, 1628646161, 7590954125, 7590954124, 1628646162]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,813586412,Stuttgart,DE,29A,70437,Gänsebergstraße,Rot,,"POLYGON ((9.1825291 48.8331782, 9.1826709 48.8331844, 9.1826793 48.8331009, 9.1825376 48.8330947, 9.1825338 48.8331323, 9.1825291 48.8331782))",,private,residential,,,,,,,,,"[1600913133, 1600913142, 1600913105, 1600913103, 1600913122, 1600913133]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,818055254,Stuttgart,DE,6,70599,Maurenstraße,Plieningen,,"POLYGON ((9.2129117 48.7029065, 9.2129991 48.7029508, 9.2128705 48.7030613, 9.2127831 48.7030169, 9.2129117 48.7029065))",,,residential,,,,,,,,,"[7640246331, 7640246330, 7640246329, 7640246328, 7640246331]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,818055255,Stuttgart,DE,39,70599,Riedgrasweg,Plieningen,,"POLYGON ((9.2040422 48.7093403, 9.2041779 48.7095036, 9.2041311 48.7095206, 9.2041385 48.7095295, 9.2040841 48.7095492, 9.2040768 48.7095403, 9.2040289 48.7095576, 9.2038932 48.7093942, 9.2040422 48.7093403))",,,residential,,,,,,,,,"[7640246339, 7640246338, 7640246337, 7640246332, 7640246333, 7640246336, 7640246335, 7640246334, 7640246339]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840286523,Stuttgart,,,70599,Echterdinger Straße,,,"POLYGON ((9.2077879 48.701817, 9.2079261 48.7018235, 9.207937 48.7017217, 9.2077987 48.7017153, 9.2077879 48.701817))",,,residential,,,housenumber: house not yet labeled,,,,,,"[623056554, 7840902955, 7840902956, 623056514, 623056554]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,852136546,Stuttgart,,21,70599,Aulendorfer Straße,,,"POLYGON ((9.2063164 48.7272878, 9.2066031 48.7272095, 9.2065838 48.7270765, 9.2063155 48.7270809, 9.2063164 48.7272878))",,,residential,,,,,,,,,"[7948489537, 7948489538, 7948489539, 7948489540, 7948489537]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
