element_type,osmid,geometry,barrier,description,level,name,amenity,access,source,leisure,url,nodes,start_date,operator,website,surface,natural,wikidata,historic,loc_name,old_name,landuse,wikipedia,opening_hours,place,architect:wikidata,alt_name,reg_name,name:-2021-10-13,area,fireplace,tourism,private,bbq,dog,model_sport:aircraft,source:name,height,note,fixme,name:etymology:wikidata,name:wikipedia,lit,club,leaf_type,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,community_centre:for,email,fax,phone,fence,ways,drones,slackline,type,name:1937-1945
way,275388078,"POLYGON ((9.1815157 48.749349, 9.1815683 48.749362, 9.181745 48.7493705, 9.1818305 48.749362, 9.1819061 48.7493385, 9.1819759 48.7493, 9.1820543 48.7492399, 9.1820697 48.7492056, 9.1818967 48.7491454, 9.1817382 48.7491122, 9.1814611 48.7490656, 9.1813047 48.7490461, 9.1813018 48.7490782, 9.1813103 48.7491412, 9.1813331 48.7491863, 9.1813616 48.7492361, 9.1813958 48.7492746, 9.1814457 48.7493113, 9.1815157 48.749349))",,,,Löwenplatz,,,,park,,"[2377346595, 2377346596, 2377346600, 2377346597, 2377346594, 2377346592, 2377346589, 3813178937, 3813178936, 3813178934, 135394961, 2377346583, 2377346584, 2377346585, 2377346586, 2377346588, 2377346590, 2377346593, 2377346595]",,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,276034148,"POLYGON ((9.1715691 48.7485326, 9.1716424 48.7483558, 9.1725388 48.7485174, 9.1724655 48.7486943, 9.1718591 48.7485849, 9.1715691 48.7485326))",,,,,,,,park,,"[1105620353, 1105620670, 2806772585, 2806772586, 2806772593, 1105620353]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,281005190,"POLYGON ((9.2289454 48.8367555, 9.2291964 48.8368706, 9.2298952 48.8362105, 9.2296442 48.8360953, 9.2289454 48.8367555))",,,,,,,,park,,"[2850305224, 2850305231, 2850305207, 2850305203, 2850305224]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,296052496,"POLYGON ((9.2183314 48.8080994, 9.2185589 48.8082518, 9.2187691 48.808256, 9.2219342 48.8088574, 9.2219049 48.8089356, 9.2223023 48.8090088, 9.2223171 48.8089641, 9.2226435 48.8090303, 9.2226861 48.8089318, 9.2233791 48.8090511, 9.223305 48.8095176, 9.2233986 48.8099059, 9.2236419 48.8103064, 9.2239788 48.8106824, 9.2238254 48.8108581, 9.2254906 48.8112942, 9.227901 48.8085762, 9.2279881 48.8084768, 9.2281216 48.8083244, 9.2266143 48.807883, 9.2268183 48.8075722, 9.2270211 48.80763, 9.2272395 48.8076936, 9.2272685 48.8077025, 9.2274669 48.807412, 9.2274933 48.8073636, 9.2276563 48.8071143, 9.2278717 48.8071761, 9.2280886 48.807239, 9.2281347 48.807153, 9.2276871 48.807024, 9.2254826 48.8064159, 9.2247734 48.8070317, 9.2241631 48.8073989, 9.2237178 48.8075846, 9.2231433 48.8077532, 9.2230948 48.8078612, 9.2230472 48.8078523, 9.2230109 48.8078455, 9.2229698 48.8079394, 9.222736 48.8078962, 9.2226621 48.8078632, 9.2226027 48.8078076, 9.2225879 48.807752, 9.2225997 48.807702, 9.2219218 48.8075742, 9.222262 48.8078365, 9.2224067 48.8080063, 9.2211585 48.8077797, 9.2211794 48.8077142, 9.2185696 48.8072125, 9.2183206 48.8080745, 9.2183314 48.8080994))",,,,Kurpark,,,,park,,"[141979481, 141979489, 3715557743, 3715557745, 3715557747, 3715557750, 3715557748, 3715557751, 3715557746, 141979493, 141979496, 141979499, 141979504, 141979511, 141979517, 141979519, 141979527, 3913734827, 3913734823, 2528024456, 2528024462, 2528024470, 2528024478, 2528024492, 2528024508, 2528032364, 2528024510, 2528024519, 2528024520, 2528032369, 141979549, 141979550, 141979556, 141979560, 141979562, 141979590, 3725510765, 9984589735, 1495425872, 3725510770, 1495425955, 1495425602, 5853528885, 5853527384, 141979565, 141979569, 2935501570, 141979573, 3715557731, 3715557726, 141979577, 3756675061, 141979481]",,,,,,Q20026770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,310567156,"POLYGON ((9.1459622 48.727322, 9.1459675 48.7272994, 9.1459979 48.7271706, 9.1463541 48.7272072, 9.1463294 48.7273118, 9.1463594 48.7273149, 9.1463483 48.7273617, 9.1459845 48.7273243, 9.1459622 48.727322))",,Lesegarten,,,,,,park,,"[3160082751, 6317526166, 3160082744, 3160082746, 8967993174, 8967993154, 3160082752, 6317526167, 3160082751]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314146241,"POLYGON ((9.2178476 48.8042385, 9.2179953 48.8043524, 9.2180848 48.8042987, 9.2181134 48.8042061, 9.2180224 48.8041862, 9.2179814 48.8041627, 9.2178476 48.8042385))",,,,,,,,park,,"[3201927399, 3201927400, 3201927401, 3832631976, 3201927402, 3201927405, 3201927399]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315188617,"POLYGON ((9.237215 48.8129582, 9.2383756 48.8131381, 9.2384919 48.8126875, 9.2376152 48.812581, 9.2376117 48.8126469, 9.2375719 48.8127844, 9.237215 48.8129582))",,,,,,,,park,,"[572060977, 675013973, 675013971, 572060968, 675013967, 572060973, 572060977]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323059311,"POLYGON ((9.1961972 48.7738279, 9.1967094 48.773966, 9.1969459 48.7740298, 9.197114 48.7738339, 9.1971527 48.773789, 9.1970223 48.7737299, 9.1967353 48.7735752, 9.1964908 48.7734427, 9.1963424 48.7733607, 9.1962532 48.7733866, 9.1961814 48.7734305, 9.1961946 48.7736359, 9.1961972 48.7738279))",,,,,,,,park,,"[128830058, 3298598794, 128830043, 3298598793, 128830029, 8340200464, 83711661, 3298598788, 3298598779, 8340200463, 3298598780, 3298598787, 128830058]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,328749305,"POLYGON ((9.1636666 48.8279896, 9.1635874 48.8278206, 9.1637164 48.8276467, 9.1639796 48.827629, 9.1643921 48.8278195, 9.1643022 48.8280552, 9.1640332 48.8281678, 9.1636666 48.8279896))",,,,Max-Horkheimer-Anlage,,,,park,,"[3355757489, 3355757485, 3355757484, 3355757486, 6120653885, 6120653684, 3355757488, 3355757489]",,,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,334352551,"POLYGON ((9.2069993 48.8666095, 9.2069731 48.8665962, 9.2069812 48.8665831, 9.2075271 48.8664877, 9.2081269 48.8663898, 9.2084641 48.8663194, 9.2092077 48.8661641, 9.2094589 48.8661421, 9.2101802 48.866079, 9.2101916 48.8660033, 9.2105741 48.8659761, 9.2111513 48.8659939, 9.2112495 48.8657507, 9.2110191 48.8654505, 9.2108855 48.865357, 9.2113073 48.8652358, 9.2118375 48.8651009, 9.212156 48.8649643, 9.212344 48.8648603, 9.2128729 48.8644805, 9.2134036 48.8640908, 9.2139704 48.863765, 9.2147092 48.8633745, 9.2148388 48.863303, 9.2151548 48.8631182, 9.2152848 48.8630704, 9.215323 48.8631219, 9.215323 48.8631841, 9.2155141 48.863327, 9.2156502 48.8632868, 9.2168773 48.8629249, 9.2172232 48.8629751, 9.2178103 48.8632608, 9.2184095 48.8637476, 9.218381 48.8643148, 9.2180329 48.8643075, 9.2176087 48.8643477, 9.2175393 48.8644019, 9.2174876 48.8644857, 9.2175385 48.8650147, 9.2176529 48.8654801, 9.2176854 48.8656398, 9.2177268 48.8656627, 9.2177866 48.8656743, 9.2181975 48.8656902, 9.2182187 48.8657058, 9.2182266 48.8657184, 9.2184535 48.8661387, 9.2185898 48.8662622, 9.218639 48.8662526, 9.2186768 48.8662452, 9.2185781 48.8664154, 9.2180616 48.8664378, 9.2174081 48.8664285, 9.2169356 48.8664404, 9.2166581 48.8664603, 9.2163484 48.8664973, 9.2158647 48.8665812, 9.21534 48.8666654, 9.2151367 48.8666887, 9.2149689 48.8667009, 9.2146704 48.8667252, 9.2144571 48.8667346, 9.2143184 48.86673, 9.214241 48.8666955, 9.2142265 48.8666526, 9.2142179 48.86656, 9.2140601 48.8664917, 9.2139791 48.8665525, 9.2138976 48.866541, 9.2138618 48.8664769, 9.2138306 48.8664151, 9.2134898 48.8663989, 9.2125044 48.8663819, 9.2124314 48.8664214, 9.2124059 48.8664507, 9.2123887 48.8664704, 9.2123753 48.8664858, 9.2123737 48.8665275, 9.2123993 48.866555, 9.2124468 48.8665742, 9.2124165 48.8666545, 9.2108667 48.8665581, 9.2106918 48.8665562, 9.2101825 48.8665692, 9.2096553 48.8666451, 9.2093269 48.8666722, 9.2090112 48.8666834, 9.2084032 48.8666697, 9.2078592 48.8666111, 9.2070278 48.8666133, 9.2069993 48.8666095))",,,,Freizeitpark,,,,park,,"[3902914318, 3902914319, 3414633572, 3414633562, 3414633556, 3414633555, 3414633554, 3414633553, 299230667, 299230668, 1864445408, 299230669, 1864445396, 299230670, 3414633551, 3414633550, 3414633549, 3414633548, 3414633547, 3414633546, 3414633544, 3414633543, 3414633541, 4048886639, 3414633535, 3414633536, 3414633537, 3414633538, 3414633540, 3414954760, 3414633533, 3414633534, 3414633539, 3414633542, 4048912133, 4048912132, 4048912134, 3414583571, 8243529400, 8243529401, 271716130, 8243529402, 8243529403, 8243529405, 8243529404, 271716129, 8243559524, 8243529406, 8243529407, 3412326815, 271716126, 3414633557, 3414633559, 3414633558, 3414633560, 3414633561, 3414633564, 3414633571, 3414633583, 3414633588, 3414633590, 3414633591, 3414634193, 3414633592, 3414633589, 3414633581, 3414633568, 3414633563, 3414633565, 2161152035, 2161152042, 2161152044, 2161152783, 2161152039, 2161152031, 3412386535, 3412386539, 2161152034, 2161152043, 3412386543, 2161152029, 3414633582, 3902914309, 3902914310, 3902914311, 3902914312, 3902914313, 3902914314, 3902914316, 3902914315, 3902914317, 3902914318]",,,,,,,,,,meadow,,,,,Vördere,,,,,,,,,,,,,"Streuobstwiese, noch kein Tag",,,,,,,,,,,,,,,,,,,,
way,335551708,"POLYGON ((9.1748804 48.7690579, 9.1752887 48.7689488, 9.1749646 48.7687726, 9.1748658 48.7690508, 9.1748804 48.7690579))",,,,Weißenburgplatz,,,,park,,"[3426509022, 3426509019, 3426509017, 3426509020, 3426509022]",,,,,,,,,,recreation_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,336095379,"POLYGON ((9.2065534 48.80689, 9.2065646 48.8069333, 9.2065611 48.8069802, 9.2065449 48.8070285, 9.206511 48.8070727, 9.2064524 48.807115, 9.2063868 48.8071456, 9.2063758 48.8071501, 9.2063559 48.807156, 9.2063165 48.8071655, 9.2062711 48.8071731, 9.2061681 48.807172, 9.2060756 48.807154, 9.2059966 48.8071173, 9.2059416 48.807075, 9.2059094 48.8070326, 9.2058738 48.8069709, 9.2058181 48.8069848, 9.2058537 48.8070465, 9.2053825 48.8071738, 9.205288 48.8070093, 9.2054044 48.8069783, 9.2053443 48.8068796, 9.2053139 48.8068876, 9.2052017 48.8067034, 9.2052285 48.8066963, 9.2050936 48.8064749, 9.2050663 48.8064821, 9.2049699 48.8063239, 9.2050094 48.8063134, 9.2049465 48.8062102, 9.2048658 48.8062317, 9.2047888 48.8062522, 9.2046845 48.8060766, 9.2051872 48.8059489, 9.2052211 48.806008, 9.205279 48.8059936, 9.2052451 48.8059345, 9.205227 48.8059106, 9.205213 48.8058665, 9.20522 48.8058054, 9.2052414 48.8057627, 9.2052849 48.8057128, 9.2053353 48.8056766, 9.2053878 48.8056524, 9.2054275 48.8056424, 9.2054528 48.8056354, 9.2054964 48.8056299, 9.2055633 48.8056286, 9.2056391 48.8056368, 9.2057234 48.8056575, 9.2057733 48.8056782, 9.2058197 48.8057101, 9.2058527 48.8057417, 9.2058753 48.805783, 9.2058671 48.8057852, 9.2058884 48.8058201, 9.2058987 48.8058173, 9.205988 48.8059635, 9.2059786 48.805966, 9.2059999 48.8060009, 9.2060098 48.8059982, 9.2060942 48.8061376, 9.2061763 48.8062708, 9.2061664 48.8062733, 9.2061857 48.8063056, 9.2061745 48.8063085, 9.2061849 48.8063259, 9.2062025 48.8063554, 9.2062151 48.8063521, 9.2062279 48.8063735, 9.2062392 48.8063706, 9.2063967 48.806634, 9.2063918 48.8066353, 9.2064025 48.8066514, 9.2064077 48.8066609, 9.2064124 48.8066696, 9.2064195 48.8066678, 9.2065113 48.8068191, 9.2065325 48.8068536, 9.2065534 48.80689))",,,,Maurischer Garten,,,,park,,"[1578510595, 1578510659, 1578510725, 1578510806, 1578510882, 1578510968, 1578511016, 1578511022, 4094951963, 1578511059, 1578511068, 1578511062, 1578511028, 1578510989, 1578510894, 1578510808, 1578510715, 1578510733, 1578510843, 3431756488, 3431756487, 275692770, 275692769, 275692768, 1578510390, 1578510368, 1578510259, 1578510263, 275692766, 275692765, 275692764, 663516727, 275692776, 3431756486, 1578510019, 1578510056, 1578510031, 1578510015, 1578510010, 1578510005, 1578509967, 1578509915, 1578509900, 1578509863, 1578509836, 663597181, 1578509827, 1578509825, 1578509824, 1578509829, 1578509840, 1578509866, 1578509898, 1578509907, 1578509945, 1578509949, 1578509975, 1578509973, 1578510025, 1578510026, 1578510054, 1578510049, 1578510097, 1578510154, 1578510156, 1578510160, 1578510161, 1578510169, 1578510202, 1578510191, 1578510229, 1578510216, 1578510309, 1578510316, 1727498886, 9028827712, 1578510364, 1578510362, 1578510506, 1578510529, 1578510595]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,344442803,"POLYGON ((9.2453088 48.8071363, 9.2449736 48.8070922, 9.2451452 48.806533, 9.2454757 48.8065888, 9.2453665 48.8069683, 9.2453088 48.8071363))",,,,Grünanlage Flandernstraße / Im Geiger,,,,park,,"[3511878270, 3511878271, 3511878272, 3511878273, 3511878274, 3511878270]",,,,,,,,Hexabuggl,,,,,,,,,,,,,,,,,Aufschrift auf Schild,,,,,,,,,,,,,,,,,,,,,,,
way,344745916,"POLYGON ((9.1455898 48.7744233, 9.1455912 48.774385, 9.1456997 48.7743322, 9.1457647 48.7743304, 9.1461055 48.7743395, 9.1460994 48.7744401, 9.1462561 48.7744419, 9.1462525 48.774505, 9.1460498 48.7745003, 9.1459782 48.7744896, 9.1458939 48.7744873, 9.1458995 48.774456, 9.1458889 48.774427, 9.1458591 48.7744083, 9.1457996 48.7744064, 9.1457443 48.7744303, 9.1457259 48.7744265, 9.1457053 48.7744205, 9.1456819 48.7744247, 9.1456564 48.774434, 9.1456217 48.7744326, 9.1455898 48.7744233))",,,,,,,,park,,"[662232064, 3514902276, 3514902277, 3514902256, 3514902255, 3514902278, 3514902279, 3514902280, 1658348672, 3514902272, 3514902271, 3514902274, 3514902273, 3514902275, 3514902270, 3514902265, 3514902266, 3514902264, 3514902268, 3514902267, 3514902269, 662232064]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,344746988,"POLYGON ((9.145547 48.7743889, 9.1455504 48.7745131, 9.1453255 48.7745158, 9.1453057 48.7745134, 9.145298 48.7745063, 9.1453029 48.7744994, 9.1453158 48.7744914, 9.145547 48.7743889))",,,,,,,,park,,"[3514908786, 3514908787, 3514908788, 3514908789, 3514908790, 3514908791, 3514908792, 3514908786]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,345971756,"POLYGON ((9.246819 48.804774, 9.2472106 48.8047828, 9.247232 48.8047122, 9.2472481 48.8043324, 9.2464971 48.8043695, 9.246658 48.8045161, 9.24676 48.8046256, 9.2468136 48.8046804, 9.246819 48.804774))",,,,,,,,park,,"[3525756830, 3525756837, 3525756831, 3525756836, 3525756832, 3525756833, 3525756834, 3525756835, 3525756830]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,348686549,"POLYGON ((9.1562932 48.7732304, 9.1563682 48.7732463, 9.1564498 48.7732316, 9.156385 48.7730987, 9.1563748 48.7730928, 9.156358 48.7730873, 9.1562932 48.7732304))",,,,,,,,park,,"[3547390284, 3547390285, 3547390286, 3547390287, 3547390288, 3547390289, 3547390284]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,355514284,"POLYGON ((9.0989973 48.7423568, 9.0992085 48.7423964, 9.0993265 48.7424237, 9.0994298 48.7424525, 9.0994954 48.7424768, 9.0995498 48.7424983, 9.0996508 48.7425381, 9.0997309 48.7425817, 9.0997784 48.742619, 9.099832 48.7426627, 9.0998829 48.7427204, 9.0999091 48.7427837, 9.0999115 48.7428384, 9.0998973 48.7428897, 9.0998822 48.7429176, 9.0998423 48.742965, 9.0997531 48.7430246, 9.0996436 48.7430709, 9.0995209 48.7431029, 9.0994097 48.7431267, 9.0992916 48.7431401, 9.0991497 48.7431507, 9.0990086 48.7431542, 9.098884 48.7431509, 9.0987511 48.743141, 9.0986025 48.7431222, 9.0984856 48.7431056, 9.0983705 48.7430836, 9.0983046 48.7430662, 9.0980749 48.7429861, 9.0979498 48.7429127, 9.0978719 48.7428671, 9.0978083 48.7428129, 9.0977748 48.7427676, 9.0977439 48.74272, 9.0977352 48.7426724, 9.0977372 48.7426183, 9.0977588 48.7425799, 9.097807 48.7425246, 9.0978618 48.742481, 9.0979465 48.7424361, 9.0980476 48.7424049, 9.0981476 48.7423786, 9.0982513 48.7423557, 9.0983898 48.7423401, 9.0984801 48.7423347, 9.09858 48.7423325, 9.0986827 48.7423344, 9.0987999 48.7423368, 9.0988973 48.742345, 9.0989973 48.7423568))",,,,,,,,park,,"[3611082601, 3611082603, 4595567388, 3611082605, 4595567387, 3611082607, 3611082608, 3611082610, 4595566640, 3611082611, 3611082613, 3611082615, 3611082616, 3611082619, 3611082620, 4595566639, 3611082622, 3611082624, 4595567386, 3611082627, 4595567385, 3611082628, 4595567383, 3611082629, 4595567384, 3611082626, 4595567382, 3611082625, 3611082623, 3611082621, 3611082618, 3611082617, 4595567492, 3611082614, 4595567493, 3611082612, 4595567494, 3611082609, 4595567495, 3611082606, 4595567496, 3611082604, 4595567491, 3611082602, 3611082600, 3611082598, 3611082597, 4595567490, 3611082599, 4595567489, 3611082601]",,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,358349207,"POLYGON ((9.2305168 48.8185533, 9.2304771 48.8188491, 9.2306183 48.8188542, 9.2306804 48.8188565, 9.2306672 48.8187701, 9.2306336 48.818645, 9.2306225 48.8185935, 9.230595 48.818562, 9.2305168 48.8185533))",,,,,,,,park,,"[3632844089, 3632844090, 3632844730, 3632844091, 3632844092, 3632844393, 3632844394, 3632844395, 3632844089]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,359272849,"POLYGON ((9.2114863 48.791442, 9.211392 48.7915112, 9.2112955 48.7914991, 9.2111885 48.7916925, 9.210942 48.7916186, 9.2108924 48.7916985, 9.2105872 48.7916074, 9.210522 48.791769, 9.2107046 48.7920697, 9.2110255 48.7921161, 9.2110542 48.7920895, 9.2112055 48.7921247, 9.2113829 48.7921454, 9.2112311 48.7923927, 9.2114846 48.7924875, 9.2116974 48.7925951, 9.2119316 48.7926715, 9.2121507 48.7927055, 9.2122689 48.7926984, 9.2129457 48.7929801, 9.2130145 48.7929235, 9.2131842 48.7929999, 9.2139491 48.7923899, 9.2140179 48.7921605, 9.214056 48.79211, 9.2140908 48.7920625, 9.2142042 48.7920955, 9.2145745 48.7921214, 9.2149255 48.7919149, 9.2150843 48.791611, 9.2151635 48.7914186, 9.2148427 48.7913424, 9.2147684 48.7912499, 9.2143524 48.7911738, 9.2144368 48.7910519, 9.2144247 48.7908971, 9.2143821 48.7907049, 9.2143517 48.790693, 9.2142665 48.7902194, 9.2139114 48.7895845, 9.2138704 48.7895202, 9.2139589 48.7893721, 9.2139839 48.7892689, 9.2138772 48.7891148, 9.2138824 48.7890224, 9.2139795 48.788975, 9.2144378 48.7886822, 9.2145799 48.7896029, 9.2148322 48.7899522, 9.214904 48.7905261, 9.2151622 48.7906314, 9.2153448 48.7912137, 9.2156523 48.7916457, 9.2149122 48.7924596, 9.2148134 48.7924651, 9.2143216 48.7927948, 9.2134399 48.7933939, 9.2130898 48.7936087, 9.2125183 48.7938581, 9.2120075 48.794134, 9.2119884 48.7941509, 9.2118464 48.7942765, 9.2117518 48.7944137, 9.2116449 48.7946939, 9.2116089 48.7949163, 9.2110934 48.7948059, 9.2107182 48.7947369, 9.2107325 48.7946826, 9.2102775 48.7946142, 9.2101779 48.7945988, 9.2092061 48.7944561, 9.2090652 48.7944487, 9.2086792 48.7943877, 9.2085786 48.7944728, 9.2072096 48.7944146, 9.2065834 48.7947034, 9.2062811 48.7945141, 9.205524 48.7943106, 9.2055664 48.7942386, 9.2056443 48.794149, 9.2056481 48.7940916, 9.2055145 48.7939456, 9.2055821 48.7939207, 9.205575 48.7938911, 9.2051694 48.7934087, 9.2049261 48.7932088, 9.2046004 48.7929227, 9.2036859 48.7920409, 9.2037058 48.7919522, 9.203899 48.791952, 9.2041143 48.7914663, 9.2044984 48.7912942, 9.2046312 48.7912347, 9.2055597 48.7908607, 9.2064702 48.7908695, 9.2065048 48.7906621, 9.2070506 48.7907058, 9.2081718 48.790843, 9.2081492 48.7909631, 9.2084986 48.7910731, 9.2085804 48.7911695, 9.2095533 48.7912886, 9.2095422 48.7916091, 9.2102505 48.791643, 9.2100932 48.7910969, 9.2105958 48.7912239, 9.211324 48.791431, 9.2114863 48.791442))",,,,Park Villa Berg,,,,park,,"[272475141, 3640250968, 3640250969, 3640250970, 3640250971, 3640250972, 3640250973, 3640250974, 3640250975, 3640250976, 3640250977, 3640250978, 3640250979, 3640250981, 3640250982, 3640250983, 3640250984, 3640250985, 3640250986, 3640250987, 3640250988, 3640250989, 3640250990, 3640250991, 3581262374, 3581262368, 1832046069, 1832046092, 1369413006, 1369412869, 1369412858, 1832046046, 1832046067, 1369412837, 1832046100, 1369412789, 1369412651, 3581262350, 1369412613, 3581262342, 3581262341, 3581262340, 3581262339, 3581262338, 280113950, 1369412384, 1832046077, 266953426, 1369412593, 1369412644, 1369412667, 272482045, 266953427, 3931717218, 3931717217, 3931717212, 3931717215, 272475127, 272475125, 272475124, 6165952359, 1826299611, 272475122, 1826299605, 272475121, 3931717201, 3581262642, 3581262639, 283720053, 3581262634, 3581262628, 283720047, 272475116, 272475115, 272475112, 272475111, 3640253259, 3640253260, 3581262620, 3581262619, 3581262617, 3581262614, 3581262612, 3581262611, 3581262601, 3581262596, 3581262386, 280742686, 1775118328, 1775118336, 1775118344, 6109941336, 280742689, 272475153, 1369189434, 1369189422, 283719999, 1369189432, 1369189453, 272475147, 1369189479, 272475146, 272475145, 272475144, 283720008, 283720011, 3581262358, 272475141]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,360759479,"POLYGON ((9.1711247 48.8283947, 9.1710705 48.8278454, 9.1719593 48.8278075, 9.1720135 48.8283568, 9.1711247 48.8283947))",,,,Hohensteinplatz,,,,park,,"[3653101128, 3653101109, 3653101108, 3653101127, 3653101128]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,360763458,"POLYGON ((9.1705355 48.8295588, 9.1705248 48.8294265, 9.1708111 48.8294164, 9.1708219 48.8295486, 9.1705355 48.8295588))",,,,,,,,park,,"[3653128598, 3653128594, 3653128593, 3653128597, 3653128598]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,360983776,"POLYGON ((9.1707708 48.7640562, 9.1711582 48.7641106, 9.1710558 48.7644039, 9.1710185 48.7644044, 9.1708918 48.7642628, 9.1707553 48.7640972, 9.1707708 48.7640562))",,,,Karl-Heinrich-Ulrichs-Platz,,,,park,,"[3655186446, 3655186450, 3655186456, 1578739543, 1578739540, 3655186448, 3655186446]",,,,,,Q45184987,,,,,,,,,,,,,,,,,,,,,,,Q60318,de:Karl_Heinrich_Ulrichs,,,,,,,,,,,,,,,,,,
way,367534215,"POLYGON ((9.2155283 48.8223181, 9.2156626 48.8225302, 9.215322 48.8226224, 9.2152463 48.8226274, 9.2152075 48.8226125, 9.2151858 48.8225763, 9.2151933 48.8225334, 9.2152369 48.8224841, 9.2155283 48.8223181))",,,,,,,,park,,"[3714460881, 3714460891, 3714460899, 3714460900, 3714460898, 3714460894, 3714460892, 3714460886, 3714460881]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,367534219,"POLYGON ((9.223128 48.8195516, 9.222596 48.8196624, 9.2224332 48.8197481, 9.221999 48.8194229, 9.2224183 48.8191289, 9.223128 48.8195516))",,,,Alter Friedhof,,,,park,,"[3714460313, 3714460329, 3714460350, 3714460293, 3714460264, 3714460313]",,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,367534225,"POLYGON ((9.2223211 48.8201874, 9.2222759 48.8200889, 9.2222741 48.8200752, 9.2222898 48.8200637, 9.2222903 48.8200403, 9.2227866 48.8199855, 9.2228156 48.8199924, 9.222822 48.8200017, 9.2228189 48.820014, 9.2227315 48.8200572, 9.2227028 48.820053, 9.2226859 48.820053, 9.2224598 48.8201657, 9.2224522 48.820171, 9.2224499 48.8201921, 9.2224389 48.820202, 9.2224058 48.8202153, 9.2223948 48.8202119, 9.2223902 48.8202043, 9.2223531 48.8201992, 9.2223449 48.8202054, 9.2223335 48.8202055, 9.2223211 48.8201874))",,,,Dreiecksplatz,,,,park,,"[3714460510, 3882750359, 3882750357, 3882750356, 3714460425, 3714460391, 3882750346, 3882750348, 3882750353, 3714460385, 3882750355, 3714460408, 3882750362, 3882750363, 3882750364, 3882750365, 3882750368, 3882750367, 3882750366, 3714460516, 3714460518, 3714460515, 3714460510]",,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
way,367534242,"POLYGON ((9.2228712 48.8170654, 9.2229108 48.8170852, 9.222938 48.8170717, 9.2232147 48.8172368, 9.2233687 48.8173418, 9.2237162 48.8176093, 9.2241496 48.8179583, 9.2242233 48.8180224, 9.2250449 48.8187, 9.2247127 48.8188806, 9.2247002 48.8189033, 9.224835 48.8192698, 9.2248822 48.8193797, 9.2246839 48.8193564, 9.224067 48.8191896, 9.2237155 48.8189992, 9.2232939 48.8186346, 9.2233417 48.8186209, 9.2227356 48.8180797, 9.222398 48.8177747, 9.2223356 48.8175608, 9.2224068 48.817253, 9.2227141 48.8171289, 9.2228712 48.8170654))",,,,TSVgg Stuttgart-Münster,,,,park,,"[3714460145, 3714460148, 3714460146, 3714460154, 3714460155, 3714460163, 3714460173, 3714460177, 3714460219, 3714460248, 3714460251, 3714460271, 1395938648, 1395938653, 1395938649, 1395938636, 1395938630, 3714460207, 1395938601, 3714460168, 3714460162, 1567970143, 3714460150, 3714460145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport,,,,,,,,,,,,,,,,
