element_type,osmid,geometry,barrier,description,level,name,amenity,access,source,leisure,url,nodes,start_date,operator,website,surface,natural,wikidata,historic,loc_name,old_name,landuse,wikipedia,opening_hours,place,architect:wikidata,alt_name,reg_name,name:-2021-10-13,area,fireplace,tourism,private,bbq,dog,model_sport:aircraft,source:name,height,note,fixme,name:etymology:wikidata,name:wikipedia,lit,club,leaf_type,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,community_centre:for,email,fax,phone,fence,ways,drones,slackline,type,name:1937-1945
node,1595735151,POINT (9.1239832 48.812856),,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,3678611,"POLYGON ((9.1498312 48.7716827, 9.1500239 48.7715262, 9.1499771 48.7714918, 9.1505763 48.7710106, 9.1505871 48.77094, 9.1506303 48.7708809, 9.1506799 48.7708409, 9.1507673 48.7708377, 9.1508428 48.7708708, 9.1508767 48.7709219, 9.1508794 48.7710171, 9.1518183 48.7705225, 9.1518483 48.770497, 9.1518797 48.7704506, 9.1519022 48.7704043, 9.1518695 48.7703819, 9.1516516 48.7703932, 9.1514263 48.7703719, 9.1512465 48.7703118, 9.1510285 48.7702193, 9.1506989 48.7701342, 9.1504724 48.770114, 9.150253 48.7701234, 9.1500027 48.7701719, 9.1498067 48.7702436, 9.1495859 48.7703564, 9.1494565 48.7704669, 9.1493449 48.7706035, 9.1492854 48.7707618, 9.1492648 48.7709224, 9.1492868 48.7710778, 9.1493447 48.7712239, 9.1494808 48.7714072, 9.1495749 48.7714961, 9.149625 48.771602, 9.1498312 48.7716827))",,,,Leipziger Platz,,,,park,,"[18241096, 296480018, 18241097, 18241099, 803741474, 18241101, 803752115, 20925361, 296457662, 296457670, 18241102, 2585004096, 18241104, 18241084, 803752145, 18241085, 5576863373, 5576863374, 5576863375, 18241087, 803741443, 18241088, 18241089, 803741513, 18241090, 18241091, 1529460707, 5576863376, 18241092, 296457840, 18241093, 296457849, 18241094, 296457857, 18241095, 18241096]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,3934008,"POLYGON ((9.1835028 48.778883, 9.1836155 48.7790592, 9.1836404 48.7790566, 9.1838531 48.779364, 9.1838525 48.7793716, 9.1838436 48.7793794, 9.1838014 48.779391, 9.1838105 48.7794037, 9.1838897 48.7795263, 9.1838674 48.7796097, 9.1838869 48.7797048, 9.1839201 48.7797577, 9.1839428 48.7797937, 9.1840475 48.7798677, 9.1841759 48.7799283, 9.1842166 48.7799917, 9.1843011 48.7801196, 9.1842504 48.7801342, 9.1844326 48.7804035, 9.1844884 48.7803855, 9.1845267 48.780447, 9.1845264 48.7804932, 9.1845094 48.7805273, 9.1845449 48.7805752, 9.1846111 48.7806661, 9.1845998 48.7806707, 9.184516 48.780671, 9.184507 48.7806578, 9.1842946 48.7806601, 9.1841255 48.7807791, 9.1841324 48.7808789, 9.1841355 48.7809415, 9.1842269 48.7809983, 9.1843153 48.781052, 9.1845634 48.7810452, 9.1843945 48.7811173, 9.1843022 48.7811463, 9.1842747 48.7811688, 9.1843041 48.7812214, 9.1843102 48.7812323, 9.1844137 48.7812561, 9.1844559 48.7813116, 9.1848427 48.7818197, 9.1846671 48.7818706, 9.1834357 48.7822358, 9.1832612 48.7819375, 9.1829434 48.7819584, 9.1828925 48.781919, 9.1812203 48.780227, 9.1811181 48.780082, 9.1810677 48.7800967, 9.1809841 48.7799973, 9.1809362 48.7799025, 9.1811694 48.7798428, 9.1813887 48.7801446, 9.1818608 48.7799968, 9.1816438 48.7796895, 9.1815759 48.7797067, 9.1811754 48.7791137, 9.1813034 48.7790741, 9.1812481 48.7789857, 9.1826482 48.7785786, 9.1829687 48.7784827, 9.1830684 48.7786278, 9.1829149 48.7786735, 9.183028 48.7788426, 9.183185 48.7787959, 9.1832887 48.7789467, 9.1835028 48.778883))",,,,Oberer Schlossgarten,,,,park,,"[4246755307, 4246755316, 4246755315, 4246755324, 7004673094, 7004673093, 20278887, 3719247797, 2143170083, 3008574624, 2143170087, 3719248049, 3008574606, 2143170085, 2143170072, 2143170077, 3008574598, 3008574592, 3008574600, 3008574614, 3008574607, 3008574625, 2512656275, 76666452, 2138519787, 8893526384, 2138519786, 76666454, 76666455, 76666456, 4405886587, 76666457, 4405886588, 76666458, 76666459, 3777398657, 3719248155, 76664367, 3725510752, 3719248159, 20278888, 2516447745, 20278890, 3738264924, 20278891, 71696717, 3738267327, 20276021, 20278896, 10554944583, 10554944584, 10554944585, 10554944586, 10554944587, 10554944588, 20278898, 10554944589, 10554944590, 10554944591, 10554944592, 20278901, 418863388, 4246755294, 4246755295, 4246755296, 4246755306, 4246755302, 4246755308, 4246755307]",1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,3996884,"POLYGON ((9.1646285 48.7697257, 9.1651041 48.7691547, 9.1659666 48.7694425, 9.1658362 48.769817, 9.1662715 48.7696455, 9.1666254 48.7696887, 9.1669882 48.7695954, 9.1675513 48.769639, 9.1683772 48.7699006, 9.1683915 48.7700116, 9.1684841 48.7701155, 9.1685925 48.7701693, 9.1690826 48.7703182, 9.1691334 48.7701485, 9.1692301 48.7699256, 9.1693022 48.7697534, 9.1693265 48.7694723, 9.1689573 48.7687889, 9.1680911 48.7690647, 9.1672135 48.7693461, 9.1669533 48.7688568, 9.1666384 48.7682037, 9.1669294 48.7681339, 9.1673859 48.7680558, 9.1674006 48.7678635, 9.1670225 48.7679515, 9.1667846 48.7675593, 9.1668101 48.767543, 9.1668358 48.7675244, 9.166745 48.7674254, 9.1665465 48.7674435, 9.1652313 48.7677483, 9.1652092 48.7677014, 9.1650903 48.7675137, 9.1652852 48.7673834, 9.1650599 48.7672358, 9.1649821 48.7672924, 9.1649 48.7671196, 9.1648293 48.7670219, 9.1647059 48.7669406, 9.1645369 48.7668822, 9.1642687 48.7668681, 9.1640721 48.7669179, 9.1635914 48.7671094, 9.163469 48.7673053, 9.163457 48.7675253, 9.1632803 48.7675903, 9.1628176 48.7680075, 9.1631057 48.7681873, 9.1639983 48.7685098, 9.1641918 48.7686612, 9.1642192 48.7687247, 9.1639111 48.7692303, 9.1641185 48.7693055, 9.1639834 48.7695347, 9.1646285 48.7697257))",,,,Karlshöhe,,,,park,,"[20957149, 1400363958, 5535695496, 5535655464, 5535655465, 5535655466, 5535655468, 5535655469, 5535655470, 7626875184, 7626907385, 5535655471, 5535655472, 360193690, 5971189447, 266816144, 76814291, 76814292, 253228139, 20957153, 253228051, 5969582200, 5969582198, 5969582197, 425945218, 412961708, 425945213, 444544577, 425945211, 412961709, 5969582196, 5969582199, 5969582195, 76816104, 5969582193, 5969582192, 5969582191, 76816106, 5969582190, 5969582189, 5969582188, 5969582187, 76816108, 5969582186, 5969582185, 5969581884, 5969581883, 5969581882, 20957148, 266816145, 7688275459, 1381890844, 306468845, 1381890845, 266816146, 20957149]",,Verschönerungsverein Stuttgart e.V.,http://www.vsv-stuttgart.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4017164,"POLYGON ((9.1418903 48.7733647, 9.1417895 48.7733449, 9.1417198 48.773301, 9.1416809 48.7732406, 9.1416852 48.7731798, 9.1417178 48.7731265, 9.1418931 48.7729887, 9.1419424 48.772945, 9.1419726 48.7728844, 9.1419912 48.7728219, 9.1419868 48.7727689, 9.1419703 48.7727071, 9.1419319 48.7726658, 9.14189 48.7726313, 9.1418314 48.7725878, 9.1417356 48.7725321, 9.1418778 48.7724609, 9.142021 48.7725918, 9.1421687 48.7726965, 9.1426014 48.7729946, 9.1425024 48.7730568, 9.1429125 48.7733304, 9.1428059 48.773292, 9.1427311 48.7732735, 9.1426156 48.7732496, 9.1424733 48.7732465, 9.142323 48.7732632, 9.1421316 48.7733146, 9.1419953 48.77336, 9.1418903 48.7733647))",,,,Herderplatz,,,,park,,"[1382005516, 1382005515, 1382005514, 8850724094, 1382005513, 1382005511, 8850724095, 1382005510, 8850724096, 1382005509, 1382005508, 8850724076, 1382005507, 3703689507, 8850724075, 1382005505, 300395665, 76982768, 300113548, 300113549, 1353683358, 769415510, 8850724105, 769415473, 8850724108, 8850724104, 300395666, 21288840, 21288841, 1382005516]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4838537,"POLYGON ((9.1556003 48.7734826, 9.15573 48.7738104, 9.155817 48.7740301, 9.1558551 48.7741264, 9.155938 48.7741156, 9.1559382 48.7740841, 9.1559414 48.7736394, 9.1556003 48.7734826))",,,,,,,,park,,"[2831274207, 8118926513, 8118926511, 31126093, 31126094, 8118926512, 31126095, 2831274207]",,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,10872364,"POLYGON ((9.172541 48.7702223, 9.1724866 48.7702411, 9.1721013 48.7703738, 9.1720142 48.7704041, 9.1720688 48.770472, 9.1720807 48.7704771, 9.172051 48.7704885, 9.1727582 48.7707371, 9.1729017 48.7706671, 9.172541 48.7702223))",,,,Rupert-Mayer-Platz,,,,park,,"[96611765, 3594538645, 3594538654, 1287752899, 3594538656, 96611766, 439578144, 96611767, 96611768, 96611765]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,10872923,"POLYGON ((9.1751975 48.7711531, 9.1754373 48.7713035, 9.1755452 48.7712288, 9.1753054 48.7710784, 9.1751975 48.7711531))",,,,Gerberplätzle,,,,park,,"[96618065, 96618066, 96618067, 96618068, 96618065]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22870764,"POLYGON ((9.2018684 48.8603263, 9.2018058 48.8604169, 9.2022055 48.8604974, 9.2022681 48.8604182, 9.2040938 48.860907, 9.2041523 48.8608288, 9.2047171 48.8609932, 9.2046836 48.8610407, 9.2048309 48.8610842, 9.2048169 48.8611145, 9.2051576 48.8612073, 9.2057125 48.8613701, 9.2060149 48.861484, 9.2059964 48.8615432, 9.206334 48.8617044, 9.2065448 48.8617513, 9.2066853 48.861405, 9.2063363 48.861259, 9.2059299 48.861126, 9.2059591 48.8610093, 9.2059167 48.8609638, 9.205742 48.8608794, 9.205588 48.8608358, 9.2054395 48.8608128, 9.2048622 48.8607765, 9.2044283 48.860742, 9.2041854 48.8607091, 9.2039608 48.8606442, 9.203714 48.8604974, 9.203481 48.860435, 9.2028388 48.8604136, 9.2027583 48.8597186, 9.202604 48.8597619, 9.2024155 48.8598337, 9.2022043 48.8599214, 9.2020608 48.8600429, 9.2019669 48.8601625, 9.2018684 48.8603263))",,,,,,,,park,,"[6022264888, 6022264887, 245975977, 245804978, 245804980, 245804982, 245804983, 245804984, 2378137517, 2378137521, 2378137525, 245804985, 2378137531, 2378137533, 2378137537, 245978375, 245978376, 2378137529, 2378137523, 2378137515, 2378137513, 2378137509, 2378137506, 245800221, 245800220, 2840254703, 245800219, 2378137498, 2378137496, 2378137495, 245975680, 6022264891, 6022264890, 6022264893, 6022264892, 6022264894, 6022264889, 6022264888]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23458372,"POLYGON ((9.1169551 48.7314542, 9.1172442 48.7315629, 9.1174124 48.7315935, 9.1176841 48.7316009, 9.1192455 48.7314673, 9.1195067 48.7323977, 9.1195214 48.7326598, 9.1195404 48.7328587, 9.1194943 48.7331013, 9.1193176 48.7331057, 9.1171723 48.7320633, 9.1168184 48.7318914, 9.1167664 48.7318661, 9.1161934 48.731561, 9.1164154 48.7314426, 9.1165937 48.7313869, 9.1167171 48.7313877, 9.1169551 48.7314542))",,,,Fanny-Leicht-Park,,,,park,,"[254050096, 8955201075, 526147772, 8955201074, 254050097, 254050098, 8955201079, 3955150887, 3955150888, 254050099, 10765194230, 10765194229, 301105614, 271387891, 8955201078, 8955201077, 8955201076, 254050096]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23688364,"POLYGON ((9.1765195 48.740141, 9.175292 48.7417671, 9.175396 48.7417942, 9.1754274 48.74177, 9.1771265 48.7404625, 9.1772261 48.7402739, 9.1772081 48.7402407, 9.1771678 48.7402163, 9.1765195 48.740141))",,,,Traifelbergplatz,,,,park,,"[256512620, 256512622, 256512623, 9484702949, 256512625, 256512628, 3389942479, 3389942478, 256512620]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24010492,"POLYGON ((9.1262229 48.7810008, 9.1270984 48.7811761, 9.1274734 48.7812143, 9.127189 48.7810006, 9.127164 48.7809382, 9.1273302 48.7804795, 9.1268617 48.7803484, 9.1262229 48.7810008))",,,,,,,,park,,"[260372389, 260372390, 260372391, 260372392, 5387138296, 260372393, 260372395, 260372389]",,,,,,,,,,recreation_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24040041,"POLYGON ((9.1184411 48.7766941, 9.1183896 48.7767521, 9.1184945 48.776832, 9.118798 48.7769576, 9.1190927 48.7771737, 9.1193426 48.777289, 9.1199269 48.7773818, 9.1204696 48.7775164, 9.1208592 48.7778401, 9.1211036 48.778132, 9.1212519 48.778305, 9.1212854 48.7783059, 9.121336 48.7783159, 9.1213672 48.7783275, 9.121606 48.7783268, 9.1222398 48.7784864, 9.1232344 48.7787094, 9.1232689 48.7786666, 9.1234072 48.7787022, 9.1234224 48.7786791, 9.1234795 48.778607, 9.1237042 48.7780975, 9.1221146 48.7775705, 9.1222239 48.7768644, 9.1221081 48.7767953, 9.1219716 48.7767039, 9.1218947 48.7767169, 9.121787 48.7767325, 9.1215955 48.7767458, 9.1213576 48.7767301, 9.1208741 48.776673, 9.1205456 48.7765985, 9.1199606 48.7765873, 9.1195606 48.7766009, 9.1192034 48.7765439, 9.1189059 48.7764019, 9.1185433 48.7762804, 9.1186523 48.7764909, 9.1184411 48.7766941))",,,,,,,,park,,"[80479697, 259962699, 31228312, 31228313, 260713400, 31228314, 31228315, 31228316, 31228317, 682761, 310518644, 523057563, 523057566, 310518645, 682415, 682379, 682378, 2879687800, 260713593, 268413465, 266383642, 266382589, 266382588, 310518651, 310518650, 310518699, 310518653, 310518661, 310518659, 310518665, 2875208970, 310518670, 310518671, 339225576, 310518672, 262148691, 80479723, 168076053, 80479697]",,,,,,,,,,recreation_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24388990,"POLYGON ((9.183797 48.7643734, 9.1829038 48.7639736, 9.1826111 48.7638358, 9.1822735 48.7643028, 9.1816774 48.7642623, 9.1815205 48.7647001, 9.1813976 48.76512, 9.1814537 48.7655564, 9.1813202 48.7656463, 9.181519 48.765845, 9.1816933 48.7659838, 9.1820473 48.7662597, 9.1821748 48.7664066, 9.1822568 48.766475, 9.1823647 48.7665085, 9.1825232 48.766508, 9.1826771 48.7664463, 9.1828422 48.7663329, 9.1830479 48.7662601, 9.1833113 48.7662317, 9.18337 48.7660813, 9.1834176 48.7659437, 9.183454 48.7656643, 9.1832724 48.7652014, 9.1833233 48.7650688, 9.1834486 48.7650091, 9.1835867 48.7650152, 9.183681 48.7648052, 9.1836946 48.7646605, 9.1837899 48.7644867, 9.183797 48.7643734))",,,,Weißenburgpark,,,,park,,"[3954845368, 247250072, 247250073, 247250074, 264668097, 280789862, 264668100, 264668102, 264668103, 264668104, 264668105, 264668107, 264668108, 10875846875, 264668109, 264668110, 264668111, 264668113, 264668114, 264668115, 264668121, 264668120, 264668116, 264668117, 1348292077, 1348292088, 280100219, 4363686117, 4363686116, 4363686114, 3954845368]",,,,,,Q2556986,,,,,de:Weißenburgpark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24457171,"POLYGON ((9.1722965 48.7610532, 9.1727227 48.7600054, 9.1729283 48.7600513, 9.1731973 48.7601367, 9.1733817 48.7602395, 9.1734798 48.7603721, 9.1736088 48.7607606, 9.1740258 48.7610162, 9.1741536 48.7614095, 9.1736181 48.7611943, 9.1728062 48.7610472, 9.1722965 48.7610532))",,,,,,,,park,,"[265810658, 265810659, 265810660, 8702999703, 265810679, 265810681, 265810682, 265810683, 265810684, 265810685, 265810686, 265810658]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24475644,"POLYGON ((9.1633902 48.7733315, 9.1654539 48.7739778, 9.1662901 48.7728117, 9.1642334 48.7722292, 9.1633902 48.7733315))",,,,Feuerseeplatz,,,,park,,"[266098139, 266098140, 266098142, 266098144, 266098139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24537938,"POLYGON ((9.1611412 48.767488, 9.1611508 48.767534, 9.1611823 48.767566, 9.1612079 48.7675808, 9.1612409 48.7675851, 9.1612624 48.7675801, 9.1612929 48.7676066, 9.1612765 48.7676167, 9.1612682 48.7676357, 9.1612766 48.7676516, 9.1620273 48.7683872, 9.1620756 48.7683676, 9.1621201 48.7683498, 9.1613826 48.7673531, 9.1613243 48.7673601, 9.1612806 48.7673715, 9.161233 48.7674136, 9.1611412 48.767488))",,,,,,,,park,,"[660062, 4368644087, 4368647891, 4368647894, 4368647895, 4368647893, 4368647897, 4368647899, 4368647901, 4368647904, 266812923, 7834537489, 4368647945, 266812926, 4368644051, 4368644054, 4368644060, 660062]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24538318,"POLYGON ((9.169068 48.7682793, 9.1690533 48.7683374, 9.1691254 48.7686103, 9.1691771 48.7687787, 9.169229 48.7688894, 9.1693001 48.7690144, 9.1693821 48.7691212, 9.1694402 48.7692162, 9.1694837 48.7693152, 9.1695153 48.7694322, 9.1695292 48.7695173, 9.1695254 48.7696656, 9.1694872 48.7698069, 9.1694445 48.7699608, 9.1694673 48.7699626, 9.1695095 48.7698875, 9.1695465 48.7698578, 9.1695666 48.7697944, 9.1697937 48.7694692, 9.1698087 48.7694666, 9.1699138 48.7693034, 9.1702426 48.7688514, 9.1703715 48.7687075, 9.16983 48.7685353, 9.1698378 48.7685257, 9.1694346 48.7683555, 9.169178 48.7682777, 9.169068 48.7682793))",,,,,,,,park,,"[322860301, 3515333785, 322860300, 670766, 3515266184, 3515266186, 3515266188, 670767, 3515266191, 76812049, 787198148, 69458192, 322860293, 1670013301, 283752792, 3515266499, 3515266498, 3515266496, 3515266493, 283752796, 1670013306, 3515266182, 3515333787, 496269668, 1670013316, 3515333786, 3515333784, 322860301]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24651672,"POLYGON ((9.1763567 48.8067704, 9.1765775 48.806617, 9.1767963 48.8063749, 9.1769508 48.8062335, 9.177043 48.8057028, 9.1770773 48.8055877, 9.1776972 48.8053147, 9.1777496 48.8052245, 9.1777635 48.8051813, 9.1779428 48.8050779, 9.1781075 48.8050137, 9.1782042 48.8050087, 9.178529 48.8049225, 9.1789717 48.8050194, 9.1791638 48.804828, 9.1796387 48.8049499, 9.1801701 48.8050848, 9.1805998 48.8051626, 9.18115 48.805237, 9.1815948 48.8052608, 9.1819712 48.805263, 9.1822582 48.8052383, 9.1823122 48.8052045, 9.1823757 48.8051005, 9.1824169 48.8050039, 9.1824615 48.804901, 9.1825009 48.8047646, 9.1825911 48.8046885, 9.1828132 48.8046098, 9.1827256 48.8044223, 9.1823091 48.8040242, 9.179795 48.804223, 9.1797618 48.8038583, 9.1784314 48.8035644, 9.1784314 48.8033213, 9.1784449 48.8033072, 9.1785406 48.8032072, 9.1789292 48.8028012, 9.1786064 48.8026459, 9.1781515 48.8024197, 9.1780828 48.8023745, 9.1773509 48.8018336, 9.1772193 48.8017364, 9.1770305 48.8019002, 9.1767678 48.8020174, 9.1764617 48.8021117, 9.1757492 48.8022594, 9.1750604 48.8022461, 9.1748691 48.8022172, 9.174681 48.8021808, 9.1745397 48.8021394, 9.1742765 48.8020255, 9.1741051 48.8019292, 9.1740107 48.801889, 9.1739133 48.8018744, 9.1736666 48.8018752, 9.1735764 48.8019081, 9.1738498 48.8025983, 9.1743965 48.8036258, 9.1750077 48.8048841, 9.175508 48.8058065, 9.1757421 48.8061902, 9.176159 48.8065974, 9.1763567 48.8067704))",,,,Wartberg,,,,park,,"[267955525, 267955526, 267960261, 267955527, 1246368369, 267955528, 8617958144, 267960262, 8617958142, 267955915, 267955529, 267955530, 267955531, 267955532, 267955533, 267955534, 267955535, 267955536, 267955537, 267955538, 5906651050, 5906651049, 267955539, 267955540, 267955542, 267955543, 267955544, 1304046449, 267955545, 1304046400, 267955546, 267955547, 267955548, 267955549, 267955550, 152618774, 267971464, 267955551, 267971465, 267955552, 267970877, 4595548700, 267955553, 267955554, 1794615491, 268020212, 267955555, 267955556, 2846205820, 267955557, 2846205813, 2846205804, 289192321, 2846198900, 2846198898, 2846198899, 267955558, 267955559, 267955560, 267955561, 267955562, 267955563, 267955564, 267955525]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24655537,"POLYGON ((9.1791875 48.801235, 9.1790699 48.8011216, 9.1790228 48.801029, 9.1789893 48.8009445, 9.1789756 48.8008374, 9.1789943 48.800608, 9.1789897 48.8004752, 9.1789482 48.8003088, 9.17881 48.8000814, 9.1786135 48.7999169, 9.1783479 48.7997851, 9.1779771 48.7996783, 9.1778118 48.7997418, 9.1779007 48.7998672, 9.1779633 48.8000478, 9.1779448 48.8002329, 9.1778241 48.8004766, 9.1777629 48.8006562, 9.1777594 48.8007668, 9.1777856 48.8008618, 9.1779164 48.8010868, 9.1781995 48.8012745, 9.1784464 48.8013619, 9.1789093 48.8015208, 9.1791875 48.801235))",,,,Krokuswiese,,,,park,,"[267988581, 267988582, 267988583, 3151321975, 267988584, 3151321971, 267988587, 267988588, 267988589, 267988591, 267988592, 267988593, 2635719535, 2635719534, 2635719533, 2635719531, 2635719532, 2635719530, 3151321972, 2635719529, 2635719528, 2635719527, 267988605, 267988606, 267988581]",,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24769131,"POLYGON ((9.2550989 48.7875958, 9.2556864 48.7882003, 9.2561464 48.7886568, 9.2565618 48.7891898, 9.2570138 48.789842, 9.2572222 48.789812, 9.2573206 48.7897803, 9.2573158 48.7896317, 9.2572771 48.7895148, 9.257133 48.7893224, 9.2569304 48.789058, 9.2567539 48.7887987, 9.256369 48.788318, 9.256173 48.7881121, 9.255755 48.7877211, 9.2556058 48.7875974, 9.2554749 48.7874767, 9.2556595 48.7872018, 9.2544507 48.7868289, 9.2542791 48.7871786, 9.2549659 48.7873575, 9.2551522 48.7874528, 9.2550989 48.7875958))",,,,,,,,park,,"[269166227, 269166252, 269166253, 269166255, 2086853320, 2086853319, 2086853318, 269166234, 2086853303, 2086853289, 2086853264, 269166232, 2081857988, 2081857984, 2081857965, 269166228, 269166258, 298682028, 298682258, 2081855576, 2081855583, 5809346079, 269166227]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24770245,"POLYGON ((9.2574852 48.7911049, 9.2567572 48.7908159, 9.2565373 48.7908532, 9.2563275 48.790775, 9.2560675 48.791053, 9.2558391 48.7909684, 9.2555968 48.7912343, 9.2561796 48.7914627, 9.2565651 48.791502, 9.2574419 48.7918485, 9.2574732 48.7921953, 9.257663 48.7921738, 9.2581258 48.7921229, 9.2580261 48.7918136, 9.2578669 48.7914856, 9.2577405 48.7911553, 9.2575921 48.7911692, 9.2574852 48.7911049))",,,,,,,,park,,"[2086878398, 269174056, 2833103568, 2833103567, 2833103570, 2833103569, 2833103571, 2086878403, 269174979, 2086878410, 1152440328, 2086878416, 2086878413, 2086878409, 2086878405, 269174058, 5661781743, 2086878398]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24777926,"POLYGON ((9.2600861 48.7934683, 9.2604094 48.793401, 9.2601711 48.7929281, 9.2598689 48.7930177, 9.2600861 48.7934683))",,,,,,,,park,,"[2088210578, 2088210572, 267070218, 267070209, 2088210578]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24824061,"POLYGON ((9.1897049 48.8344212, 9.1900205 48.83446, 9.1903983 48.8345075, 9.1917012 48.8346326, 9.1919037 48.8342521, 9.192015 48.834019, 9.1920028 48.8338619, 9.1919427 48.8338024, 9.1921468 48.832931, 9.1925039 48.8329721, 9.1926547 48.8324426, 9.1918254 48.8322829, 9.1917751 48.8326809, 9.1917276 48.832771, 9.1914553 48.8327668, 9.19134 48.8330883, 9.1912258 48.8335453, 9.1911999 48.8336257, 9.1909305 48.8339201, 9.190162 48.8337988, 9.1899477 48.8343063, 9.1898368 48.834348, 9.1897456 48.8343347, 9.1897049 48.8344212))",,,,Rotweganlage,,,,park,,"[269688583, 269769310, 269688584, 269688585, 5081593933, 5081593924, 4125552203, 269688586, 269688587, 269688762, 269688589, 269688590, 269688591, 3234573430, 3234573429, 3234573436, 269688593, 4125552198, 269688594, 269688596, 5538177103, 5538177102, 5538177101, 269688583]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24824434,"POLYGON ((9.1865947 48.8351553, 9.186702 48.8349408, 9.1872415 48.8349442, 9.187281 48.835011, 9.1874268 48.8351256, 9.1873922 48.8354292, 9.1871128 48.8354013, 9.1869622 48.8352508, 9.1866302 48.8351691, 9.1865947 48.8351553))",,,,,,yes,,park,,"[269691757, 269691758, 269691759, 2012185213, 1600914874, 1600915054, 2669840614, 1600915031, 2012185210, 269691757]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24824904,"POLYGON ((9.1762691 48.8300634, 9.1761766 48.830058, 9.1763975 48.8302417, 9.1774843 48.8306017, 9.1775698 48.8305946, 9.1772847 48.8303421, 9.1772308 48.8302932, 9.1769645 48.8300513, 9.1762691 48.8300634))",,,,,,,,park,,"[35825727, 269695497, 59257877, 269695498, 2398773870, 35825719, 3336270155, 35825722, 35825727]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24855794,"POLYGON ((9.2607059 48.7883206, 9.2607734 48.7883526, 9.2606658 48.7885186, 9.2614723 48.7887056, 9.2615208 48.7887169, 9.2617236 48.788734, 9.2622814 48.7889504, 9.2621919 48.7890869, 9.2629079 48.7893275, 9.2629796 48.789247, 9.2635099 48.7894333, 9.2636258 48.7893132, 9.2638415 48.7891742, 9.2635096 48.7890489, 9.2634778 48.7890948, 9.262046 48.7885827, 9.2620287 48.7884454, 9.2615499 48.7884381, 9.2613251 48.7884252, 9.2611501 48.7883921, 9.2609997 48.7883389, 9.2608173 48.7882487, 9.2607059 48.7883206))",,,,,,,,park,,"[270072798, 2072494188, 2072494213, 4175799050, 2072494217, 270072799, 270072800, 270072801, 270072802, 270072803, 2072494235, 2072494231, 270072805, 2072494221, 2072494223, 270072806, 2072494205, 1058803319, 2072494201, 2072494196, 2072494186, 1058803320, 270072798]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
