element_type,osmid,access,amenity,fee,name,parking,geometry,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,noexit,wheelchair,layer,maxheight,opening_hours,operator,barrier,bicycle,motor_vehicle,maxstay,lit,park_ride,ref,smoothness,surface,capacity:disabled,toilets:wheelchair,wheelchair:description,capacity,capacity:parent,capacity:women,public,note:de,covered,fixme,capacity:charging,website,description,motorcar,motorcycle,addr:city,addr:housenumber,addr:postcode,addr:street,capacity:disabled:conditional,maxweight,access:conditional,disabled,parking:condition,parking:condition:disabled:permit,supervised,addr:country,source,note,parking:orientation,operator:type,level,trailer,hgv,check_date:opening_hours,access:carsharing,contact:website,description:de,email,phone,maxspeed,name:en,wikidata,highway,charge,image,vehicle,height,nodes,building,caravan,building:levels,payment:american_express,payment:girocard,payment:maestro,payment:mastercard,payment:visa,roof:shape,area,roof:colour,access:note,member_of,fee:conditional,name:etymology:wikidata,name:etymology:wikipedia,brand,building:colour,payment:cards,payment:cash,payment:coins,roof:levels,not:operator:wikidata,parking:condition:both,parking:condition:both:residents,parking:condition:area,check_date:fee,contact:phone,loc_name,payment:credit_cards,payment:debit_cards,building:material,start_date,orientation,parking:disabled,parking_space,location,razed:leisure,razed:sport,taxi,capacity:bus,tourist_bus,capacity:hgv,fee:description,maxlength,surveillance,service,operator:wikidata,operator:wikipedia,railway,note:access,indoor,room,construction,ways,type
way,1107791441,yes,parking,no,,street_side,"POLYGON ((8.68582 50.1031546, 8.6858259 50.1031383, 8.6860407 50.1031707, 8.6860347 50.103187, 8.68582 50.1031546))",,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,"[10135912801, 10135912802, 10135912803, 10135912804, 10135912801]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1108636755,private,parking,,,surface,"POLYGON ((8.5959053 50.0979015, 8.5962197 50.097899, 8.596217 50.0977609, 8.5959025 50.0977634, 8.5959053 50.0979015))",,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10143588763, 10143588762, 10143588761, 10143588760, 10143588763]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1110280956,,parking,yes,,,"POLYGON ((8.6606826 50.0921774, 8.6607472 50.0922035, 8.6611273 50.0918171, 8.6610626 50.091791, 8.6606826 50.0921774))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10157007106, 10157007107, 10157007108, 10157007109, 10157007106]",,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1110634395,permit,parking,,,surface,"POLYGON ((8.6328641 50.1548887, 8.6328637 50.1547377, 8.6331761 50.1547373, 8.6331763 50.1548102, 8.6331765 50.1548883, 8.6328641 50.1548887))",,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10160391820, 10160391821, 10160391822, 10160391824, 10160391823, 10160391820]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111831338,,parking,,,,"POLYGON ((8.7633649 50.1590359, 8.7633717 50.1590041, 8.7635368 50.1590186, 8.76353 50.1590504, 8.7633649 50.1590359))",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10171904928, 10171904929, 10171904930, 10171904931, 10171904928]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111831339,,parking,,,,"POLYGON ((8.7635698 50.1590553, 8.7635766 50.1590235, 8.7637417 50.159038, 8.7637348 50.1590698, 8.7635698 50.1590553))",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10171904932, 10171904933, 10171904934, 10171904935, 10171904932]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111831340,,parking,,,,"POLYGON ((8.7637657 50.1590702, 8.7637725 50.1590384, 8.7639376 50.1590529, 8.7639308 50.1590847, 8.7637657 50.1590702))",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10171904936, 10171904937, 10171904938, 10171904939, 10171904936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111831341,,parking,,,,"POLYGON ((8.7639527 50.1590868, 8.7639595 50.159055, 8.7641246 50.1590695, 8.7641178 50.1591013, 8.7639527 50.1590868))",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10171904940, 10171904941, 10171904942, 10171904943, 10171904940]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111831342,,parking,,,,"POLYGON ((8.7643929 50.1591212, 8.7643997 50.1590894, 8.7645647 50.1591039, 8.7645579 50.1591357, 8.7643929 50.1591212))",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10171904944, 10171904945, 10171904946, 10171904947, 10171904944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111831343,,parking,,,,"POLYGON ((8.7645816 50.1591355, 8.7645885 50.1591037, 8.7647535 50.1591183, 8.7647467 50.15915, 8.7645816 50.1591355))",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10171904948, 10171904949, 10171904950, 10171904951, 10171904948]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111831344,,parking,,,,"POLYGON ((8.7641637 50.1591034, 8.7641686 50.1590765, 8.764248 50.1590825, 8.7642431 50.1591093, 8.7641637 50.1591034))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10171904960, 10171904961, 10171904962, 10171904963, 10171904960]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111831345,,parking,,,,"POLYGON ((8.7642944 50.159113, 8.7642994 50.1590861, 8.7643788 50.1590921, 8.7643738 50.1591189, 8.7642944 50.159113))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10171904964, 10171904965, 10171904966, 10171904967, 10171904964]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111831346,,parking,,,,"POLYGON ((8.7642549 50.1590581, 8.7642603 50.1590218, 8.7643416 50.1590268, 8.7643362 50.1590631, 8.7642549 50.1590581))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10171904968, 10171904969, 10171904970, 10171904971, 10171904968]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111870971,,parking,yes,Tiefgarage Dom/Römer,underground,"POLYGON ((8.6818897 50.1100791, 8.6818421 50.1106467, 8.6828329 50.1106809, 8.6828273 50.1107429, 8.6829622 50.1108077, 8.6840928 50.111196, 8.6845153 50.1113159, 8.6845293 50.1112877, 8.6845398 50.1112644, 8.6841153 50.1111514, 8.6830078 50.110773, 8.6828842 50.1107321, 8.6828947 50.110683, 8.6838324 50.1107154, 8.6838575 50.110416, 8.6843277 50.1104323, 8.6843502 50.1101641, 8.683056 50.1101194, 8.6830819 50.1099517, 8.6830542 50.1099494, 8.6830125 50.1099456, 8.6829813 50.1101168, 8.6818897 50.1100791))",Area,9.00,36464,,,-1,1.95,06:00-24:00,Parkhaus Betriebs-Gesellschaft,,,,,,,,,,,,,480,,,,,,,,https://parkhausfrankfurt.de/de/parkhaeuser/Dom-Roemer/Dom-Roemer.html,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,"[10172268959, 10172268958, 10172268944, 10172268945, 10172268946, 10172268947, 10172268948, 9165216897, 10172268949, 10172268940, 10172268941, 10172268942, 10172268943, 10172268957, 10172268956, 10172268955, 10172268954, 10172268953, 10172268952, 797217685, 10172268951, 10172268950, 10172268959]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1112171248,yes,parking,yes,Tiefgarage MyZeil,underground,"POLYGON ((8.6821281 50.1144781, 8.6821443 50.1147817, 8.6821493 50.1148393, 8.6821557 50.1148896, 8.6821763 50.1150251, 8.682184 50.1150785, 8.6821978 50.1151883, 8.682199 50.1151927, 8.6820186 50.1151951, 8.6820219 50.115304, 8.6820209 50.1154684, 8.6818403 50.1154696, 8.6817708 50.1154701, 8.681694 50.1154721, 8.681482 50.1154723, 8.6814663 50.1154725, 8.6813862 50.1154742, 8.6811443 50.115478, 8.681072 50.1154806, 8.6809412 50.1154817, 8.6808641 50.1154833, 8.6807904 50.1154807, 8.6807614 50.115712, 8.6807708 50.1158795, 8.6807342 50.1158821, 8.6804316 50.1159025, 8.6803223 50.1159099, 8.6797732 50.1159741, 8.6797239 50.1157396, 8.6795559 50.1149094, 8.6802208 50.1148605, 8.6802086 50.1147761, 8.6802399 50.1147736, 8.6802331 50.114727, 8.6803107 50.1146735, 8.6806268 50.1146483, 8.6809419 50.1146201, 8.6809486 50.1146195, 8.680956 50.1146199, 8.6809752 50.1143764, 8.6809614 50.1143221, 8.6809782 50.1142159, 8.6821281 50.1144781))",,,,yes,yes,-1,,24/7,APCOA,,,,,,,,,,,,,1390,,,,,,,,,,,,,,,,,,,,,,,,,"Tiefgarage auf 4 Etagen (-2, -3, -4, -5)",,,-2;-3;-4;-5,,,,,,,,,,,,,,,,,"[363839476, 9836838256, 9836838254, 9836838255, 807947560, 1853077640, 807947593, 9836838251, 807947642, 1853077722, 10174786300, 506948367, 1853077745, 9836838225, 9836838223, 9836838226, 9836838250, 1853077738, 1853077739, 1853077740, 1853077741, 1853077742, 9836838244, 534686342, 1853077794, 10062990165, 412788905, 10174786299, 412792983, 10174786298, 1853077610, 1853077589, 1853077587, 1853077577, 9836838267, 6156498436, 9836838268, 9836838280, 363839428, 9836838281, 9836838282, 363839437, 363839476]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1112173040,yes,parking,yes,Tiefgarage Am Theater,underground,"POLYGON ((8.6738975 50.1075444, 8.6732458 50.1084281, 8.67283 50.1082858, 8.6729166 50.10817, 8.6731461 50.1076923, 8.6731752 50.1076976, 8.6732031 50.1077027, 8.6733554 50.1071686, 8.6733883 50.1071738, 8.673415 50.107178, 8.6733398 50.1074383, 8.6738975 50.1075444))",,,,,yes,-1,2,06:00-24:00,Parkhaus Betriebs-Gesellschaft,,,,,,,,,,,,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2543809940, 10174860128, 10174860127, 10174860126, 9243655698, 2543810769, 9243655697, 9243655693, 2543810302, 9243655692, 10174865124, 2543809940]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1112173890,yes,parking,yes,Tiefgarage Untermainanlage,underground,"POLYGON ((8.6726563 50.106986, 8.6727016 50.107011, 8.6730377 50.1071945, 8.6733272 50.1065394, 8.6730421 50.1063667, 8.6729247 50.1064473, 8.6727789 50.1065515, 8.6726904 50.1066106, 8.672563 50.1067173, 8.6728232 50.1068593, 8.6727929 50.1068845, 8.6726563 50.106986))",,,,,,-1,2,06:00-24:00,Parkhaus Betriebs-Gesellschaft,,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1848627714, 1710372726, 1848627789, 1848627571, 1848627503, 1848627524, 1848627569, 1848627588, 10174865126, 10174865125, 1848627657, 1848627714]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1112174366,yes,parking,yes,Tiefgarage Mousonturm,underground,"POLYGON ((8.6982815 50.1181755, 8.6977675 50.1184529, 8.698495 50.1189842, 8.6991439 50.1186654, 8.6995119 50.1189815, 8.7000358 50.118735, 8.700165 50.1186744, 8.6997141 50.1182584, 8.6994697 50.1183646, 8.6991453 50.1180774, 8.6986664 50.1183232, 8.6984248 50.1181539, 8.6982815 50.1181755))",,,,,yes,,2.1,24/7,Parkhaus Betriebs-Gesellschaft,,,,,,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10174870116, 10174870115, 10174870114, 10174870113, 10174870112, 1311673966, 10174870111, 10174870110, 10174870109, 10174870108, 10174870107, 10174870106, 10174870116]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1112197559,yes,parking,yes,Tiefgarage Bürgerhaus Bornheim,underground,"POLYGON ((8.7044994 50.1234678, 8.704284 50.1233517, 8.7042568 50.1233283, 8.704063 50.1229936, 8.7046943 50.1226486, 8.7050676 50.1229724, 8.7049318 50.123071, 8.7050443 50.1231414, 8.7044994 50.1234678))",,,,,,,1.95,24/7,Parkhaus Betriebs-Gesellschaft,,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10175075482, 10175075481, 2193443299, 10175075480, 10175075479, 10175075478, 10175075477, 10175075476, 10175075482]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1112545499,yes,parking,yes,Tiefgarage Hauptbahnhof Süd,underground,"POLYGON ((8.6602548 50.1041969, 8.6586149 50.1035565, 8.658549 50.103428, 8.6585572 50.1033382, 8.6590348 50.1026286, 8.6594932 50.102766, 8.661357 50.1041709, 8.6613232 50.1041882, 8.661025 50.1044995, 8.660978 50.104481, 8.6602548 50.1041969))",,,,,limited,-1,2.1,06:00-24:00,Parkhaus Betriebs-Gesellschaft,,,,,,,,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2389908728, 10178722697, 10178722696, 10178722695, 10178722694, 10178722693, 10178722692, 260493981, 260493982, 587751191, 2389908728]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1112563655,yes,parking,yes,Tiefgarage Palmengarten,underground,"POLYGON ((8.6578848 50.1234514, 8.6571551 50.1233328, 8.6573644 50.1228033, 8.6580766 50.122919, 8.658068 50.1229408, 8.6580607 50.1229592, 8.658303 50.1229986, 8.6581264 50.1234454, 8.6579016 50.1234089, 8.657894 50.123428, 8.6578848 50.1234514))",,,,,yes,-1,2.1,07:00-23:00,Parkhaus Betriebs-Gesellschaft,,,,,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10178910817, 10178910823, 10178910822, 10178910821, 443917131, 10178910820, 10178910819, 10178910818, 443917128, 443917129, 10178910817]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1112564134,yes,parking,yes,Tiefgarage Ordnungsamt,underground,"POLYGON ((8.6339066 50.0990056, 8.633676 50.0989299, 8.6335744 50.098944, 8.63302 50.0992574, 8.6329788 50.0993596, 8.6336107 50.0994141, 8.6338118 50.0994296, 8.6338157 50.0994134, 8.6339004 50.0990563, 8.6339066 50.0990056))",,,,,,-1,2,24/7,Parkhaus Betriebs-Gesellschaft,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10178914814, 10178914813, 10178914812, 10178914811, 10178914810, 1002946169, 1002947522, 10178914808, 3431321696, 10178914814]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1112585186,yes,parking,yes,Tiefgarage Nordwestzentrum,underground,"POLYGON ((8.6323806 50.159248, 8.6332101 50.1594083, 8.633607 50.1588825, 8.6343178 50.1590217, 8.6344972 50.1587013, 8.6346079 50.1585177, 8.6346275 50.1584852, 8.6348002 50.1582149, 8.6352625 50.1574938, 8.6353916 50.1572838, 8.6351428 50.157221, 8.6350611 50.1571314, 8.6353348 50.1566786, 8.6353896 50.1565914, 8.6353076 50.1565714, 8.6353492 50.1565014, 8.6352067 50.1564663, 8.6351609 50.1564555, 8.6351196 50.1565249, 8.6350507 50.1565081, 8.6349272 50.156478, 8.63496 50.1564176, 8.6349774 50.156385, 8.6346639 50.1563095, 8.6343753 50.15624, 8.6343261 50.1562285, 8.6343156 50.1562472, 8.6342688 50.1562354, 8.6342469 50.1562299, 8.633695 50.1560565, 8.6334804 50.1560041, 8.6332446 50.1559936, 8.6330067 50.156028, 8.6327626 50.1561243, 8.6325989 50.1562455, 8.6325825 50.1562719, 8.6325436 50.156262, 8.6323783 50.156528, 8.6323498 50.1565747, 8.6323326 50.1566033, 8.6323716 50.1566132, 8.6323321 50.156677, 8.6322947 50.1566675, 8.6320877 50.1570023, 8.6321251 50.1570118, 8.632084 50.1570783, 8.6320461 50.1570687, 8.6319445 50.1572331, 8.6318397 50.1574025, 8.6318776 50.1574121, 8.6318284 50.1574917, 8.6318286 50.1575299, 8.6317392 50.1576841, 8.6316937 50.1577161, 8.6316268 50.1578302, 8.6315893 50.1578911, 8.6313186 50.1583148, 8.6312802 50.1584651, 8.6312774 50.158672, 8.6313414 50.1587913, 8.6314424 50.158908, 8.6315391 50.1589751, 8.6316359 50.1590125, 8.6316154 50.1590427, 8.6320031 50.1591399, 8.6321801 50.1592004, 8.6323806 50.159248))",,,,,,,2,24/7,Parkhaus Betriebs-Gesellschaft,,,,,,,,,,,,,3085,,,,,,,,,,,,,,,,,,,,,,,,,"teilweise auch als Parkdeck über dem Einkaufszentrum - unklar, wie das zu taggen ist",,,,,,,,,,,,,,,,,,,,"[260741197, 10179099642, 10179099643, 10179099644, 366639147, 259563667, 1540810839, 366639149, 9455674586, 9455674587, 366639158, 366639167, 1477067171, 366639168, 366639169, 366639171, 1477067129, 1475329429, 366639163, 366639164, 1475329435, 1938160328, 1938160319, 6983710478, 260741198, 1938160311, 1938160314, 30056445, 30895881, 366639196, 1475329388, 366639199, 366639204, 366639202, 366639201, 1475329403, 1475329402, 9139018787, 9139018786, 1475329449, 1475329450, 1475329455, 1475329454, 1475329491, 1475329494, 1475329500, 1475329499, 2642715634, 1475329530, 1475329531, 366639198, 1475329545, 366639136, 366639135, 30895859, 366639088, 366639086, 366639084, 366639082, 366639080, 366639078, 1475329588, 366639076, 366639070, 366639068, 10179099645, 260741197]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1113156894,yes,parking,yes,Tiefgarage Alte Oper,underground,"POLYGON ((8.6724022 50.1151654, 8.6731626 50.1165506, 8.672842 50.1166109, 8.6725992 50.1166549, 8.6725448 50.1165292, 8.6725736 50.1165246, 8.6726438 50.1165101, 8.6719493 50.1152762, 8.6724022 50.1151654))",,,,,no,-1,2.1,24/7,Parkhaus Betriebs-Gesellschaft,,,,,,,,,,,,keine Möglichkeit vom Parkhaus auf den Platz vor der Oper zu kommen,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10184329576, 10184329575, 568583226, 10184329574, 10184329571, 43562708, 10184329573, 10184329572, 10184329576]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1113176190,yes,parking,yes,Tiefgarage Junghofstraße,underground,"POLYGON ((8.6735877 50.1131199, 8.6737554 50.113469, 8.6738967 50.1134407, 8.6739059 50.1134754, 8.6739378 50.1135355, 8.6741195 50.113501, 8.6741901 50.1136392, 8.6750529 50.1134765, 8.6750794 50.1132048, 8.6749235 50.1128737, 8.6735877 50.1131199))",,,,,limited,-1,2,24/7,Parkhaus Betriebs-Gesellschaft,,,,,,,,,,,,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10184482398, 10184482397, 10184482396, 34354105, 10184482395, 10184482394, 10184482393, 10184482392, 10184482391, 10184482390, 10184482398]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1113177273,yes,parking,yes,Tiefgarage Baseler Platz,underground,"POLYGON ((8.6654818 50.1041771, 8.6659979 50.1037347, 8.666046 50.1036877, 8.6663171 50.1038184, 8.6664571 50.1038854, 8.6666095 50.1039592, 8.6667387 50.1040206, 8.6667515 50.1040267, 8.6668242 50.1040665, 8.6669183 50.1041117, 8.6673336 50.1043237, 8.6672529 50.1044018, 8.6671787 50.1044738, 8.6670878 50.1045652, 8.6670106 50.1046144, 8.6669052 50.1046833, 8.666745 50.1046968, 8.6663792 50.1045264, 8.6662841 50.1044966, 8.666246 50.1044814, 8.6656991 50.1042639, 8.6654818 50.1041771))",,,,,,-1,2,"Mo-Sa 06:15-21:00; Su,PH off",Parkhaus Betriebs-Gesellschaft,,,,,,,,,,yes,,,387,,,,,,,,https://www.parkhausfrankfurt.de/39-0-Baseler+Platz.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[993005975, 993004866, 347640055, 1847250783, 1847250792, 1847250810, 9645394588, 1847250835, 1847250849, 993006034, 993005133, 993005842, 1847251029, 993005184, 9845361829, 993005088, 993005209, 1847251046, 993005316, 10184512116, 1847250971, 993005975]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1113485558,,parking,,Neues Parkhaus,multi-storey,"POLYGON ((8.5961946 50.1374131, 8.5956142 50.1375487, 8.5956461 50.1375998, 8.5956179 50.1376075, 8.5955917 50.1375852, 8.5955482 50.1375785, 8.5954692 50.1375821, 8.5954229 50.137597, 8.5953855 50.137635, 8.5953845 50.1376732, 8.5954121 50.1377136, 8.5954551 50.1377347, 8.5960116 50.137908, 8.596122 50.1379548, 8.5962261 50.1380209, 8.5963028 50.1380931, 8.5963173 50.1381183, 8.5963697 50.1381474, 8.5964613 50.1381548, 8.5965145 50.1381389, 8.5965556 50.1381081, 8.5965712 50.1380629, 8.5965569 50.1380251, 8.5965173 50.1379965, 8.5964369 50.1379808, 8.5970268 50.1378308, 8.5968291 50.1374906, 8.5967508 50.1373557, 8.5967389 50.1373353, 8.5967116 50.1372884, 8.5962484 50.1374002, 8.5961946 50.1374131))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10187248127, 10187248155, 10187248154, 10187248153, 10187248152, 10187248151, 10187248150, 10187248149, 10187248148, 10187248147, 10187248146, 10187248143, 10187248142, 10187248141, 10187248140, 10187248139, 10187248138, 10187248137, 10187248136, 10187248135, 10187248134, 10187248133, 10187248132, 10187248131, 10187248130, 10187248129, 10187248160, 10187248162, 10187248164, 10187248128, 10187248167, 10187248127]",yes,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,
way,1115553755,,parking,,,,"POLYGON ((8.7064177 50.1327682, 8.7064179 50.1327737, 8.7064177 50.1329258, 8.7063461 50.1329258, 8.7056847 50.1329259, 8.7056847 50.1327683, 8.7064177 50.1327682))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10202330631, 10202330577, 10202330630, 10202330626, 10202330629, 1170035106, 10202330631]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1117321225,private,parking,,,surface,"POLYGON ((8.5286211 50.0985092, 8.5288341 50.0982995, 8.530654 50.0991277, 8.5317487 50.0996413, 8.5316925 50.0996922, 8.5316561 50.0997252, 8.530486 50.0992782, 8.5286211 50.0985092))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flughafenparkplatz. Gehört nicht mehr zur DB!,,,,,,,,,,,,,,,,,,,,"[10219257361, 10219257362, 4035999926, 10844316205, 10844316207, 10844316206, 452272743, 10219257361]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1117568918,customers,parking,,,,"POLYGON ((8.5378448 50.111943, 8.5376935 50.1120884, 8.5381224 50.1122699, 8.5381616 50.1122318, 8.5384206 50.1123415, 8.5385255 50.1122361, 8.5378448 50.111943))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10221218343, 10221218355, 10221218346, 10221218347, 10221218348, 10221218342, 10221218343]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1118864485,private,parking,,,surface,"POLYGON ((8.6388851 50.1561279, 8.6388023 50.1562555, 8.6390964 50.1563339, 8.6391793 50.1562063, 8.6388851 50.1561279))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10232772368, 10232772367, 10232772366, 10232772365, 10232772368]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1118864486,private,parking,,,surface,"POLYGON ((8.6386758 50.1564086, 8.638593 50.1565363, 8.6388871 50.1566146, 8.63897 50.156487, 8.6386758 50.1564086))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10232772372, 10232772371, 10232772370, 10232772369, 10232772372]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1120793362,private,parking,,,surface,"POLYGON ((8.7198844 50.1366609, 8.7200185 50.136918, 8.720209 50.1368612, 8.7200883 50.1366016, 8.7199871 50.1366311, 8.7198844 50.1366609))",,,,,,0,,,,,,,,yes,,,,,,,,,,,,,,"ungefähre Position, Umfang eingetragen",,,Parkplatz Mitarbeiter VGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10251022303, 10251022304, 10251022305, 10251022306, 10251022308, 10251022303]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
