element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,name,nodes,building,wheelchair,check_date:opening_hours,consulate,country,diplomatic,office,opening_hours:signed,target,building:levels,building:min_level,layer,note:building:min_level,source,ways,type
way,24021415,"POLYGON ((8.6600875 50.1029066, 8.6601313 50.1029426, 8.6602099 50.1030071, 8.6602167 50.1030127, 8.6601686 50.1030369, 8.6600982 50.1030721, 8.6600821 50.1030802, 8.6600703 50.1030705, 8.6599904 50.103005, 8.6594568 50.1025672, 8.6595915 50.1024997, 8.6596845 50.102576, 8.6600875 50.1029066))",Frankfurt am Main,,126,60327,Gutleutstraße,,"[2389908526, 7329141355, 6266703615, 260494091, 2389908555, 2389908560, 2389908561, 6266703614, 7329136063, 260494099, 260494090, 1109135307, 2389908526]",government,,,,,,,,,,,,,,,
way,24350078,"POLYGON ((8.6878632 50.1164407, 8.6878745 50.1163235, 8.6879954 50.1163284, 8.6880518 50.1157483, 8.6881415 50.1157518, 8.6882341 50.1157555, 8.6881841 50.11627, 8.6881824 50.1162877, 8.6881778 50.1163353, 8.6882902 50.1163398, 8.6885188 50.1163489, 8.688562 50.1163507, 8.6885761 50.1163512, 8.6885647 50.1164688, 8.6881037 50.1164504, 8.6880442 50.116448, 8.6879884 50.1164457, 8.6878632 50.1164407))",,,,,,Gerichtsgebäude C,"[264150780, 842540395, 842540430, 264150781, 10699514705, 264150782, 10699514247, 10699514246, 264150783, 10699514216, 1853445297, 1853445298, 264150784, 264150785, 1853445329, 3235067479, 1853445326, 264150780]",government,,,,,,,,,,,,,,,
way,29496781,"POLYGON ((8.6527129 50.1233416, 8.6527682 50.1232514, 8.6526896 50.1232316, 8.6526942 50.1232242, 8.6526096 50.1232028, 8.652605 50.1232103, 8.6525039 50.1231848, 8.6524683 50.1232428, 8.6525211 50.1232561, 8.6525014 50.1232884, 8.6527129 50.1233416))",Frankfurt am Main,DE,35,60325,Zeppelinallee,,"[360768895, 325145953, 360768898, 2515358730, 2515358725, 2515358728, 325145963, 325145965, 325145960, 2515358744, 360768895]",government,,,,,,,,,,,,,,,
way,29496782,"POLYGON ((8.6526784 50.1230272, 8.6526201 50.1231372, 8.6528421 50.1231856, 8.6529004 50.1230756, 8.6526784 50.1230272))",Frankfurt am Main,DE,33,60325,Zeppelinallee,,"[325145971, 325145973, 325145974, 325145972, 325145971]",government,,,,,,,,,,,,,,,
way,29496783,"POLYGON ((8.6529729 50.1229257, 8.6530172 50.1228308, 8.6527119 50.1227722, 8.6526788 50.1228431, 8.6527307 50.1228531, 8.6527192 50.1228775, 8.6529729 50.1229257))",Frankfurt am Main,DE,29,60325,Zeppelinallee,,"[2515358697, 325145975, 325145980, 325145981, 325145977, 2515358691, 2515358697]",government,,,,,,,,,,,,,,,
way,29496793,"POLYGON ((8.6530745 50.1226858, 8.6531231 50.1225644, 8.6528686 50.1225226, 8.6528356 50.122605, 8.6528672 50.1226102, 8.6528516 50.1226492, 8.6530745 50.1226858))",Frankfurt am Main,DE,25,60325,Zeppelinallee,,"[2515358684, 325146042, 325146046, 325146047, 325146045, 2515358677, 2515358684]",government,,,,,,,,,,,,,,,
way,30419174,"POLYGON ((8.695078 50.1495937, 8.6949501 50.1498734, 8.6946567 50.1498182, 8.694636 50.1498636, 8.6941474 50.1497718, 8.6941896 50.1496797, 8.6942365 50.1496886, 8.6943431 50.1494556, 8.695078 50.1495937))",,,,,,,"[335702435, 335702437, 1200307530, 1200307236, 335702438, 1200307776, 1200307724, 335702436, 335702435]",government,,,,,,,,,,,,,,,
way,30419175,"POLYGON ((8.6941282 50.1494665, 8.6937002 50.1493928, 8.6936383 50.1495365, 8.6934877 50.1495932, 8.6935084 50.1496348, 8.6934612 50.1497275, 8.6937735 50.1497785, 8.6938086 50.1498169, 8.6940928 50.1497181, 8.6940455 50.1496746, 8.6941282 50.1494665))",,,,,,,"[335702439, 335702440, 335702441, 335702442, 335702443, 335702444, 335702445, 335702446, 335702447, 335702448, 335702439]",government,,,,,,,,,,,,,,,
way,30419176,"POLYGON ((8.6935676 50.1502233, 8.6937279 50.1501482, 8.693363 50.1498283, 8.6933189 50.1498489, 8.6932958 50.1498287, 8.6932793 50.1498364, 8.6932362 50.1498566, 8.6932595 50.1498771, 8.693203 50.1499036, 8.6935676 50.1502233))",,,,,,,"[335702449, 335702451, 335702452, 3206631400, 3206631399, 335702454, 3206631402, 3206631406, 335702450, 335702449]",government,,,,,,,,,,,,,,,
way,30419177,"POLYGON ((8.6925492 50.1501422, 8.6924125 50.1500224, 8.6931158 50.1496931, 8.6932793 50.1498364, 8.6932362 50.1498566, 8.6930833 50.1499282, 8.6930564 50.1499047, 8.6925492 50.1501422))",,,,,,,"[335702453, 335702455, 335702456, 335702454, 3206631402, 3206631408, 3206631407, 335702453]",government,,,,,,,,,,,,,,,
way,30419178,"POLYGON ((8.6918354 50.149812, 8.6918058 50.1499246, 8.6919302 50.1499423, 8.6919105 50.1500423, 8.6920546 50.15006, 8.6920447 50.1500853, 8.6921098 50.1500903, 8.6921592 50.1501409, 8.692327 50.1500764, 8.6921434 50.1499082, 8.6921306 50.1499137, 8.692092 50.1498796, 8.6921211 50.1498669, 8.6919326 50.149701, 8.6918552 50.1497349, 8.6918335 50.1497222, 8.6917832 50.149754, 8.6918354 50.149812))",,,,,,,"[335702457, 335702458, 335702459, 335702460, 335702461, 335702462, 335702463, 335702464, 335702465, 335702466, 1200307637, 1200307173, 1200307791, 335702468, 335702469, 335702470, 335702471, 335702457]",government,,,,,,,,,,,,,,,
way,30419211,"POLYGON ((8.6932297 50.1497058, 8.6930577 50.1495495, 8.6930248 50.1495626, 8.6929735 50.1495113, 8.6930166 50.1494929, 8.6928575 50.1493444, 8.692997 50.1492748, 8.6930741 50.1493455, 8.6932692 50.1493626, 8.6932343 50.1494574, 8.6933493 50.1494784, 8.6933185 50.1495995, 8.6933678 50.1496482, 8.6932297 50.1497058))",,,,,,,"[335702937, 335702940, 335702942, 335702945, 335702948, 335702951, 1200307794, 335702956, 335702960, 335702963, 335702965, 335702969, 335702971, 335702937]",government,,,,,,,,,,,,,,,
way,30419212,"POLYGON ((8.6928575 50.1493444, 8.692997 50.1492748, 8.6930527 50.149247, 8.6929818 50.1491854, 8.6933215 50.149016, 8.6932254 50.1489165, 8.6931391 50.1489544, 8.6929468 50.1489386, 8.6929197 50.1490333, 8.6927965 50.1490191, 8.6927595 50.1491423, 8.6926683 50.1491802, 8.6928575 50.1493444))",,,,,,,"[335702951, 1200307794, 1200307419, 1200307332, 335702976, 335702979, 335702981, 335702985, 335702987, 335702990, 335702993, 335702996, 335702951]",government,,,,,,,,,,,,,,,
way,30419213,"POLYGON ((8.6938116 50.1503744, 8.6940588 50.150427, 8.6941258 50.1502977, 8.6940911 50.1502904, 8.6942588 50.1499658, 8.6942972 50.1498936, 8.6940837 50.1498494, 8.6938116 50.1503744))",,,,,,,"[335702998, 30083492, 1200307321, 1200307389, 1200307084, 335703008, 335703002, 335702998]",government,,,,,,,,,,,,,,,
way,30419214,"POLYGON ((8.6942972 50.1498936, 8.6942588 50.1499658, 8.6949198 50.1501101, 8.6950211 50.1501323, 8.6950794 50.1501451, 8.6951178 50.1500729, 8.6942972 50.1498936))",,,,,,,"[335703008, 1200307084, 1200307396, 335703019, 335703015, 335703011, 335703008]",government,,,,,,,,,,,,,,,
way,30419215,"POLYGON ((8.6950211 50.1501323, 8.6949198 50.1501101, 8.6948484 50.1502323, 8.6943497 50.1501231, 8.6942815 50.1502509, 8.6948874 50.1503836, 8.6950211 50.1501323))",,,,,,,"[335703019, 1200307396, 335703030, 335703032, 335703034, 335703021, 335703019]",government,,,,,,,,,,,,,,,
way,32673447,"POLYGON ((8.6445451 50.1564733, 8.6450112 50.1566604, 8.6450566 50.1566141, 8.6447176 50.1564779, 8.6447788 50.1564153, 8.6446517 50.1563643, 8.6445451 50.1564733))",Frankfurt am Main,DE,21,60439,In der Römerstadt,,"[367643967, 367643985, 367644081, 367643981, 367643975, 367643972, 367643967]",government,,,,,,,,,,,,,,,
way,47252494,"POLYGON ((8.689277 50.1151764, 8.6892801 50.1151169, 8.6892842 50.1150396, 8.6892966 50.1150399, 8.6893019 50.1149361, 8.6900118 50.114953, 8.6900215 50.1150547, 8.6900389 50.115055, 8.6901006 50.1150561, 8.6901863 50.1150581, 8.6902498 50.1150596, 8.6902504 50.1150379, 8.6902705 50.1149586, 8.6903171 50.1149602, 8.6903623 50.1149611, 8.6903791 50.1150411, 8.6904587 50.1150421, 8.6904635 50.1149848, 8.6912475 50.115007, 8.6912436 50.1151449, 8.6910436 50.1151392, 8.6909746 50.1151372, 8.6906158 50.115127, 8.6906159 50.1151222, 8.6906011 50.1151218, 8.6905981 50.1151638, 8.6906129 50.1151639, 8.6906096 50.1152096, 8.6902588 50.1152022, 8.6902361 50.1152017, 8.6901104 50.1151988, 8.6900424 50.115197, 8.6900017 50.1151959, 8.6893147 50.1151774, 8.689287 50.1151767, 8.689277 50.1151764))",,,,,,Gerichtsgebäude D,"[602121930, 10698019602, 9838380805, 9838380806, 602121932, 602121933, 602121934, 10698019590, 1853445004, 10698019607, 1853445015, 9838380804, 1853444997, 1463221990, 1853444998, 1853445019, 602121945, 602121946, 1853445000, 602121952, 848551326, 9838380798, 602121954, 9838380800, 9838380801, 9838380802, 9838380803, 602121955, 848551295, 10698019606, 1853445082, 10698019591, 10699495682, 10699495680, 10698019601, 602121930]",government,yes,,,,,,,,,,,,,,
way,52277766,"POLYGON ((8.6629607 50.1115741, 8.6629511 50.1115768, 8.6628842 50.1116857, 8.6628917 50.1116911, 8.66289 50.1116941, 8.6630375 50.1117314, 8.6630541 50.1117356, 8.6630688 50.1117117, 8.6631616 50.1117352, 8.6631709 50.111733, 8.6632242 50.1116454, 8.6632202 50.1116394, 8.6629607 50.1115741))",Frankfurt am Main,DE,12,60325,Westendstraße,,"[665301389, 9876723284, 9876723283, 9876723282, 665301393, 1851322292, 665301396, 665301392, 665301391, 9876723286, 665301390, 9876723285, 665301389]",government,yes,,,,,,,,,,,,,,
way,70604565,"POLYGON ((8.6881786 50.1165237, 8.6880978 50.1165222, 8.6881008 50.1164852, 8.6881037 50.1164504, 8.6880442 50.116448, 8.6879884 50.1164457, 8.6879855 50.1164812, 8.6879827 50.1165159, 8.6878974 50.116513, 8.6878901 50.1166035, 8.6878827 50.1166941, 8.6881644 50.1167035, 8.6881703 50.1166309, 8.6881786 50.1165237))",,,,,,,"[842540349, 1853445339, 6348295501, 1853445329, 3235067479, 1853445326, 6348295500, 1853445338, 842540448, 10699514776, 842540362, 842540415, 9837445652, 842540349]",government,,,,,,,,,,,,,,,
