element_type,osmid,access,amenity,fee,parking,geometry,created_by,capacity,capacity:disabled,capacity:parent,maxheight,name,opening_hours,operator,wheelchair,source,noexit,barrier,charge,layer,maxstay,capacity:women,operator:wikidata,operator:wikipedia,bicycle,foot,note,motorcar,park_ride,description,operator:type,surface,addr:street,addr:city,addr:country,addr:housenumber,addr:postcode,survey:date,covered,capacity:wheelchair,designation,highway,capacity:car,capacity:motorcycle,alt_name,traffic_sign,website,hgv,access:conditional,parking:orientation,nodes,supervised,building,building:facade:colour,building:levels,building:levels:underground,building:material,building:max_level,building:min_level,roof:colour,roof:levels,roof:shape,name:etymology:wikidata,toll,capacity:long,source:maxheight,lit,smoothness,source:position,height,check_date:opening_hours,toilets:wheelchair,landuse,location,nohousenumber,ref,unimainz:buildingId,capacity:charging,fixme,bridge,check_date:fee,tourist_bus,FIXME,orientation,parking:condition,ways,type
way,1035186088,,parking,,lane,"POLYGON ((8.2638337 50.0037357, 8.2638199 50.0037214, 8.2635544 50.003827, 8.2635681 50.0038413, 8.2638337 50.0037357))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535610129, 9535610126, 9535610127, 9535610128, 9535610129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186089,,parking,,lane,"POLYGON ((8.2640215 50.0036613, 8.2640073 50.0036465, 8.2638939 50.0036912, 8.263908 50.003706, 8.2640215 50.0036613))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535610132, 9535610133, 9535610131, 9535610130, 9535610132]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186090,,parking,,lane,"POLYGON ((8.2641763 50.0036004, 8.2641622 50.0035856, 8.2640073 50.0036465, 8.2640215 50.0036613, 8.2641763 50.0036004))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535610135, 9535610134, 9535610133, 9535610132, 9535610135]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186091,,parking,,lane,"POLYGON ((8.2642447 50.0035732, 8.2648804 50.0033228, 8.2648657 50.0033075, 8.2642301 50.0035579, 8.2642447 50.0035732))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel,"[9535610139, 9535610138, 9535610137, 9535610136, 9535610139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186092,,parking,,lane,"POLYGON ((8.2642521 50.0036094, 8.2642667 50.0036245, 8.2644334 50.0035574, 8.2644337 50.0035572, 8.2644191 50.0035422, 8.2642521 50.0036094))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel,"[9535610142, 9535610140, 9535610144, 9535610141, 9535610145, 9535610142]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186093,,parking,,lane,"POLYGON ((8.2644928 50.0035133, 8.2644191 50.0035422, 8.2644334 50.0035574, 8.2645072 50.0035285, 8.2644928 50.0035133))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel,"[9535610146, 9535610145, 9535610144, 9535610143, 9535610146]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186094,,parking,,lane,"POLYGON ((8.2646336 50.0034582, 8.2645775 50.0034803, 8.2645918 50.0034954, 8.264648 50.0034732, 8.2646336 50.0034582))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel,"[9535610151, 9535610147, 9535610148, 9535610150, 9535610151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186095,,parking,,lane,"POLYGON ((8.2647409 50.0034159, 8.2646336 50.0034582, 8.264648 50.0034732, 8.2647553 50.003431, 8.2647409 50.0034159))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel,"[9535610152, 9535610151, 9535610150, 9535610149, 9535610152]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186096,,parking,,street_side,"POLYGON ((8.2649063 50.0033516, 8.2647855 50.0033985, 8.2648002 50.0034141, 8.264921 50.0033672, 8.2649063 50.0033516))",,2,,,,,,,,,,,,,,,,,,,and residential parking BS all times not included in delivery parking,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 08:00-19:00]",,,delivery @ (Mo-Sa 08:00-19:00),parallel,"[9535610156, 9535610155, 9535610154, 9535610153, 9535610156]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186097,,parking,,street_side,"POLYGON ((8.265311 50.0042674, 8.2654204 50.0042211, 8.2654094 50.0042104, 8.2652999 50.0042567, 8.265311 50.0042674))",,2,,,,,,,,,,,,,,,,,,,and residential parking BS all times not included in delivery parking,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 06:00-19:00]",,,delivery @ (Mo-Sa 06:00-19:00),parallel,"[9535610160, 9535610159, 9535610158, 9535610157, 9535610160]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186098,,parking,,street_side,"POLYGON ((8.2658848 50.0050349, 8.265822 50.0049716, 8.2658018 50.0049798, 8.2658646 50.0050431, 8.2658848 50.0050349))",,2,,,,,,,,,,,,,,,,,,,and residential parking BS all times not included in delivery parking,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 08:00-17:00]",,,delivery @ (Mo-Sa 08:00-17:00),parallel,"[9535610164, 9535610163, 9535610162, 9535610161, 9535610164]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186099,,parking,,street_side,"POLYGON ((8.2637627 50.008194, 8.2638436 50.0081298, 8.2638215 50.0081183, 8.2637406 50.0081825, 8.2637627 50.008194))",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 08:00-19:00]",,,delivery @ (Mo-Sa 08:00-19:00),parallel,"[9535610168, 9535610167, 9535610166, 9535610165, 9535610168]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186100,,parking,,street_side,"POLYGON ((8.2632927 50.0087125, 8.2633735 50.0086482, 8.2633514 50.0086368, 8.2632706 50.008701, 8.2632927 50.0087125))",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 07:00-19:00]",,,delivery @ (Mo-Sa 07:00-19:00),parallel,"[9535610172, 9535610171, 9535610170, 9535610169, 9535610172]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186101,,parking,,street_side,"POLYGON ((8.2642732 50.0076484, 8.264354 50.0075841, 8.2643319 50.0075726, 8.2642511 50.0076369, 8.2642732 50.0076484))",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 07:00-19:00]",,,delivery @ (Mo-Sa 07:00-19:00),parallel,"[9535610176, 9535610175, 9535610174, 9535610173, 9535610176]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186102,,parking,,street_side,"POLYGON ((8.2614745 50.0062825, 8.2616428 50.0062097, 8.26163 50.0061976, 8.2614618 50.0062703, 8.2614745 50.0062825))",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 07:00-19:00]",,,delivery @ (Mo-Sa 07:00-19:00),parallel,"[9535610180, 9535610179, 9535610178, 9535610177, 9535610180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186103,,parking,,street_side,"POLYGON ((8.2595064 50.0059184, 8.2596226 50.0058759, 8.259607 50.0058583, 8.2594908 50.0059008, 8.2595064 50.0059184))",,2,,,,,,,,,,,,,,,,,,,times missing,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[TBD]",,,delivery @ (TBD),parallel,"[9535610184, 9535610183, 9535610182, 9535610181, 9535610184]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186104,,parking,,street_side,"POLYGON ((8.2591568 50.0058023, 8.2592088 50.0057857, 8.2591979 50.0057716, 8.2591459 50.0057883, 8.2591568 50.0058023))",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 07:00-17:00]",,,delivery @ (Mo-Sa 07:00-17:00),perpendicular,"[9535610188, 9535610187, 9535610186, 9535610185, 9535610188]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186105,,parking,,street_side,"POLYGON ((8.2588037 50.0049635, 8.2589205 50.0049202, 8.2589052 50.0049031, 8.2587884 50.0049465, 8.2588037 50.0049635))",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 08:00-19:00]",,,delivery @ (Mo-Sa 08:00-19:00),parallel,"[9535610192, 9535610191, 9535610190, 9535610189, 9535610192]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1036232320,yes,parking,,surface,"POLYGON ((8.2320787 50.0111799, 8.2320944 50.0111387, 8.23227 50.0111663, 8.2322543 50.0112076, 8.2320787 50.0111799))",,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9546928726, 9546928727, 9546928728, 9546928729, 9546928726]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1036232321,yes,parking,,surface,"POLYGON ((8.2323138 50.0112169, 8.2323296 50.0111758, 8.2324673 50.0111977, 8.2324672 50.0111977, 8.2324515 50.0112388, 8.2323138 50.0112169))",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9546928730, 9546928731, 9546928732, 9546928742, 9546928733, 9546928730]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1036232322,yes,parking,,surface,"POLYGON ((8.2325228 50.0112499, 8.2325386 50.0112086, 8.2326764 50.0112304, 8.2326606 50.0112717, 8.2325228 50.0112499))",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9546928734, 9546928735, 9546928736, 9546928737, 9546928734]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1036232323,yes,parking,,surface,"POLYGON ((8.2327228 50.0112809, 8.2327391 50.0112402, 8.2327396 50.0112389, 8.2328461 50.0112564, 8.2328294 50.0112984, 8.2327228 50.0112809))",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9546928738, 9546928743, 9546928739, 9546928740, 9546928741, 9546928738]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1038732560,yes,parking,no,surface,"POLYGON ((8.2443791 49.9889482, 8.2443772 49.9889303, 8.2451902 49.9888957, 8.245192 49.9889134, 8.2443791 49.9889482))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9565861851, 9565861852, 9565861850, 9565861849, 9565861851]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1039558679,private,parking,,surface,"POLYGON ((8.2339035 49.9936765, 8.2340473 49.9933575, 8.234862 49.9935135, 8.2346831 49.993863, 8.2339035 49.9936765))",,,,,,,,,,,,,,,,,,,,,,,,,,gravel,,,,,,,,,,,,,,,,,,,"[9572608861, 9572608860, 9572608859, 9572608858, 9572608861]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1044288449,private,parking,,,"POLYGON ((8.2681331 49.9617089, 8.2682138 49.9617082, 8.2682193 49.9614666, 8.268132 49.9614322, 8.2681331 49.9617089))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9609253226, 9609253225, 9609253224, 9609253223, 9609253226]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1044288450,private,parking,,,"POLYGON ((8.2679966 49.9617047, 8.2680032 49.9613016, 8.2680785 49.9612742, 8.2680763 49.9617054, 8.2679966 49.9617047))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9609253230, 9609253229, 9609253228, 9609253227, 9609253230]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1044707052,private,parking,,surface,"POLYGON ((8.2229855 50.0222243, 8.2230791 50.022199, 8.2231359 50.0222801, 8.2231455 50.022273, 8.2231865 50.022253, 8.2233424 50.022208, 8.2231999 50.0219782, 8.2231644 50.0219871, 8.2231065 50.0219969, 8.2230416 50.0220093, 8.2229185 50.0220284, 8.2229218 50.0220397, 8.2229391 50.0220641, 8.2228892 50.0220787, 8.2229855 50.0222243))",,18,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[9612705159, 9612705170, 9612705171, 9612705154, 2556930894, 2617137334, 9612705153, 6078317123, 6078317127, 6078317126, 9612705172, 9612705157, 9612705158, 9612705160, 9612705159]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1054143677,delivery,parking,,street_side,"POLYGON ((8.2710452 50.0059531, 8.2710727 50.0059382, 8.2711855 50.0060245, 8.2711579 50.0060394, 8.2710452 50.0059531))",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30",,,,parallel,"[9687406606, 9687406605, 9687406604, 9687406603, 9687406606]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1056165417,private,parking,,surface,"POLYGON ((8.253372 50.012026, 8.2534268 50.0120641, 8.25353 50.0121368, 8.2534055 50.0122055, 8.2533956 50.0122109, 8.2533865 50.0122058, 8.253312 50.0121593, 8.2532629 50.0120899, 8.253372 50.012026))",,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[9704768683, 2126764542, 9704768682, 9704768651, 9704768653, 9704768660, 9704768661, 9704768681, 9704768683]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1056169561,private,parking,,surface,"POLYGON ((8.2535291 50.0125761, 8.2535838 50.0125418, 8.2537074 50.0126232, 8.2536526 50.0126575, 8.2535291 50.0125761))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9704775062, 9704775061, 9704775060, 9704775059, 9704775062]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1056169562,private,parking,,surface,"POLYGON ((8.2535403 50.0123285, 8.2534293 50.0123968, 8.2533596 50.0124395, 8.253481 50.0125211, 8.253549 50.0124793, 8.2536195 50.0125267, 8.2537396 50.0126075, 8.2537918 50.0125755, 8.2538271 50.0125538, 8.2538523 50.0125383, 8.2535403 50.0123285))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5116941675, 9704775058, 9704775070, 9704775069, 9704775068, 9704775067, 9704775066, 9704775065, 9704775064, 9704775063, 5116941675]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1074207391,private,parking,,surface,"POLYGON ((8.2551341 49.998084, 8.2550287 49.9980442, 8.2552523 49.9977548, 8.2553496 49.9977744, 8.2557434 49.9978443, 8.2559188 49.9979714, 8.2559057 49.997981, 8.2557278 49.9980866, 8.255707 49.9981021, 8.2555552 49.9982149, 8.2554447 49.9982199, 8.2551341 49.998084))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2123886657, 9853275908, 9853275909, 2803812502, 2803812504, 9853275910, 4801898455, 2123886670, 9853275906, 2123886665, 2123886667, 2123886657]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1074530672,customers,parking,yes,surface,"POLYGON ((8.2538894 49.9903214, 8.2537983 49.9902589, 8.2536949 49.9903211, 8.2536284 49.9902755, 8.2533292 49.9904557, 8.2534868 49.9905639, 8.2538894 49.9903214))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9855877357, 9855877353, 9855881064, 9855881056, 9855881041, 9855881032, 9855877357]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1075995129,private,parking,,surface,"POLYGON ((8.1880809 49.9746321, 8.1882477 49.9746394, 8.1882708 49.9744403, 8.1882276 49.9744391, 8.1881742 49.9744471, 8.1881404 49.9744608, 8.1881137 49.9744746, 8.188101 49.9745079, 8.1880903 49.9745661, 8.1880809 49.9746321))",,6,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,"[9867689043, 9867689044, 9867689045, 9867689046, 9867689047, 9867689048, 9867689049, 9867689050, 9867689051, 9867689043]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1078387549,,parking,,street_side,"POLYGON ((8.2179559 50.0014251, 8.2180421 50.0014143, 8.2180152 50.001325, 8.217929 50.0013357, 8.2179559 50.0014251))",,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9886492164, 9886492163, 9886492162, 9886492161, 9886492164]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1078456355,private,parking,,surface,"POLYGON ((8.1915705 49.9730227, 8.1918079 49.9730819, 8.1918412 49.9730267, 8.1916038 49.9729674, 8.1915705 49.9730227))",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9887021432, 9887021433, 9887021434, 9887021435, 9887021432]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1078456356,private,parking,,underground,"POLYGON ((8.1912947 49.9730034, 8.1915247 49.9730555, 8.1915838 49.9729635, 8.1913447 49.9729101, 8.1913367 49.9729249, 8.1912947 49.9730034))",,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9887021436, 9887021437, 9887021438, 9887021439, 9887021428, 9887021436]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1078817083,,parking,,street_side,"POLYGON ((8.2180043 50.001558, 8.2180834 50.0015476, 8.2180756 50.0015229, 8.2179965 50.0015333, 8.2180043 50.001558))",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9889796220, 9889796219, 9889796218, 9889796217, 9889796220]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1078817084,,parking,,street_side,"POLYGON ((8.2179892 50.0015067, 8.2180689 50.0014974, 8.2180609 50.0014691, 8.2179812 50.0014785, 8.2179892 50.0015067))",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9889796224, 9889796223, 9889796222, 9889796221, 9889796224]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1107947184,,parking,,street_side,"POLYGON ((8.2410907 49.9938358, 8.2412914 49.9938807, 8.24131 49.9938464, 8.2411093 49.9938015, 8.2410907 49.9938358))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10137562547, 10137562548, 10137562546, 10137562542, 10137562547]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1109980751,yes,parking,no,lane,"POLYGON ((8.2320206 50.0083729, 8.2320278 50.0083547, 8.2321828 50.00838, 8.2321756 50.0083982, 8.2320206 50.0083729))",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10154495472, 10154495493, 10154495492, 10154495491, 10154495472]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1109980752,yes,parking,no,lane,"POLYGON ((8.2319834 50.0083258, 8.2319488 50.0083206, 8.231972 50.0082599, 8.232005 50.0082651, 8.2319834 50.0083258))",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10154495478, 10154495477, 10154495480, 10154495479, 10154495478]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111961629,,parking,,lane,"POLYGON ((8.2492069 49.9779047, 8.2491518 49.9778866, 8.2494077 49.977564, 8.2494627 49.977582, 8.2492069 49.9779047))",,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10173040718, 10173040719, 10173040720, 10173040721, 10173040718]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111961630,,parking,,lane,"POLYGON ((8.2493583 49.9779489, 8.2493024 49.977931, 8.2493955 49.9778113, 8.2494513 49.9778293, 8.2493583 49.9779489))",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10173040722, 10173040723, 10173040724, 10173040725, 10173040722]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1113328629,customers,parking,,surface,"POLYGON ((8.229534 49.9693265, 8.2291404 49.9690562, 8.2291943 49.9690237, 8.2295879 49.9692941, 8.229534 49.9693265))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10185763227, 10185763228, 10185763229, 10185763230, 10185763227]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1113328630,customers,parking,,surface,"POLYGON ((8.2296026 49.969371, 8.2299052 49.9691854, 8.229954 49.9692183, 8.2296513 49.9694039, 8.2296026 49.969371))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10185763231, 10185763232, 10185763233, 10185763234, 10185763231]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1113328631,customers,parking,,surface,"POLYGON ((8.2292204 49.9689459, 8.2293655 49.9688593, 8.2294161 49.9688911, 8.2292691 49.9689787, 8.2292204 49.9689459))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10185763235, 10185763236, 10185763237, 10185763238, 10185763235]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1113328632,customers,parking,,surface,"POLYGON ((8.2296254 49.9692254, 8.2297425 49.9691567, 8.229788 49.9691888, 8.2296709 49.9692575, 8.2296254 49.9692254))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10185763239, 10185763240, 10185763241, 10185763242, 10185763239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1114829230,,parking,,lane,"POLYGON ((8.2394501 49.970048, 8.2393688 49.9699278, 8.2394964 49.9698921, 8.2395777 49.9700123, 8.2394501 49.970048))",,12,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[10196499721, 10196499722, 10196499723, 10196499724, 10196499721]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1114829231,,parking,,lane,"POLYGON ((8.2394663 49.9703057, 8.2395567 49.9701831, 8.2396174 49.9702017, 8.2395271 49.9703242, 8.2394663 49.9703057))",,6,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[10196499725, 10196499726, 10196499727, 10196499728, 10196499725]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1114829232,,parking,,lane,"POLYGON ((8.2393889 49.9704107, 8.2394431 49.9703371, 8.2395039 49.9703557, 8.2394496 49.9704292, 8.2393889 49.9704107))",,4,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[10196499729, 10196499730, 10196499731, 10196499732, 10196499729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1114829233,,parking,,lane,"POLYGON ((8.2392907 49.9705439, 8.2393639 49.9704446, 8.2394246 49.9704631, 8.2393514 49.9705624, 8.2392907 49.9705439))",,5,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[10196499733, 10196499734, 10196499735, 10196499736, 10196499733]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1114829234,,parking,,lane,"POLYGON ((8.2405344 49.9706353, 8.2406473 49.9706706, 8.2406133 49.9707156, 8.2405003 49.9706804, 8.2405344 49.9706353))",,4,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[10196499737, 10196499738, 10196499739, 10196499740, 10196499737]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1114829236,,parking,,lane,"POLYGON ((8.2403636 49.9708616, 8.2404505 49.9708894, 8.2404748 49.9708972, 8.2404438 49.9709372, 8.2403327 49.9709017, 8.2403636 49.9708616))",,4,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[10196499742, 10196499746, 10196499743, 10196499744, 10196499745, 10196499742]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1114829238,,parking,,lane,"POLYGON ((8.2404435 49.970685, 8.2404867 49.9706984, 8.2404723 49.9707176, 8.2403729 49.9708493, 8.2403297 49.9708359, 8.2404435 49.970685))",,3,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[10196499748, 10196499751, 10196499747, 10196499749, 10196499750, 10196499748]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1114835115,private,parking,,surface,"POLYGON ((8.2440083 49.9717621, 8.2444695 49.9717655, 8.2444762 49.971392, 8.244015 49.9713886, 8.2440083 49.9717621))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10196536939, 10196536940, 10196536941, 10196536942, 10196536939]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1114857087,,parking,,lane,"POLYGON ((8.2436381 49.9703779, 8.2436676 49.9703369, 8.2439291 49.9704147, 8.2438996 49.9704557, 8.2436381 49.9703779))",,7,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[10196701261, 10196701262, 10196701263, 10196701264, 10196701261]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1114857088,,parking,,lane,"POLYGON ((8.2430647 49.9702203, 8.2430952 49.9701788, 8.2434658 49.9702919, 8.2434352 49.9703333, 8.2430647 49.9702203))",,11,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[10196701265, 10196701266, 10196701267, 10196701268, 10196701265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1114857089,,parking,,lane,"POLYGON ((8.2444368 49.9706193, 8.2444664 49.9705797, 8.2446898 49.9706486, 8.2446602 49.9706882, 8.2444368 49.9706193))",,6,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[10196701273, 10196701274, 10196701275, 10196701276, 10196701273]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1114857091,,parking,,lane,"POLYGON ((8.2417353 49.9695891, 8.2418214 49.9694753, 8.2420128 49.9695353, 8.2419267 49.969649, 8.2417353 49.9695891))",,12,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,"[10196701283, 10196701284, 10196701285, 10196701286, 10196701283]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
