u,v,key,osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,bridge,name,tunnel,service,junction,width,access,est_width
256062561,256063046,0,"[848367808, 23636834, 848367807]",False,,,residential,30,False,56.386,"LINESTRING (8.230162 49.9989926, 8.2302967 49.999024, 8.2304374 49.9990456, 8.2307997 49.9990956, 8.2309265 49.9991151)",,Watfordstraße,,,,,,
256062572,262876688,0,23636808,False,,,residential,30,False,63.83,"LINESTRING (8.2338818 49.9990192, 8.2331633 49.9986783)",,Dijonstraße,,,,,,
256062572,256062288,0,23636808,False,,,residential,30,True,74.542,"LINESTRING (8.2338818 49.9990192, 8.2346601 49.9993729, 8.2347017 49.999424)",,Dijonstraße,,,,,,
256062572,1671294020,0,"[23636858, 154608698]",False,,,"['residential', 'service']",30,True,89.702,"LINESTRING (8.2338818 49.9990192, 8.2344054 49.9985213, 8.2345327 49.9984002, 8.2345601 49.9983433)",,Dijonstraße,,driveway,,3,,
256062572,6788633335,0,848367808,False,,,residential,30,True,104.43199999999999,"LINESTRING (8.2338818 49.9990192, 8.2334011 49.9994465, 8.2333499 49.9994819, 8.2332704 49.999502, 8.2331786 49.999498, 8.232804 49.9994328)",,Watfordstraße,,,,,,
256063042,256063044,0,96841647,False,,,residential,,False,26.589,"LINESTRING (8.2318178 49.9990139, 8.2317458 49.9992485)",,Watfordstraße,,,,,,
256063044,256063042,0,96841647,False,,,residential,,True,26.589,"LINESTRING (8.2317458 49.9992485, 8.2318178 49.9990139)",,Watfordstraße,,,,,,
256063044,6788633338,0,848367808,False,,,residential,30,False,32.288,"LINESTRING (8.2317458 49.9992485, 8.2321811 49.9993261)",,Watfordstraße,,,,,,
256063044,256063046,0,848367808,False,,,residential,30,True,60.41,"LINESTRING (8.2317458 49.9992485, 8.2309884 49.9991252, 8.2309265 49.9991151)",,Watfordstraße,,,,,,
256063045,256063046,0,23636857,False,,,residential,,False,43.001000000000005,"LINESTRING (8.2311582 49.9987688, 8.2310632 49.9988229, 8.2309265 49.9991151)",,Watfordstraße,,,,,,
256063046,256063045,0,23636857,False,,,residential,,True,43.001000000000005,"LINESTRING (8.2309265 49.9991151, 8.2310632 49.9988229, 8.2311582 49.9987688)",,Watfordstraße,,,,,,
256063046,256063044,0,848367808,False,,,residential,30,False,60.41,"LINESTRING (8.2309265 49.9991151, 8.2309884 49.9991252, 8.2317458 49.9992485)",,Watfordstraße,,,,,,
256063046,256062561,0,"[848367808, 23636834, 848367807]",False,,,residential,30,True,56.385999999999996,"LINESTRING (8.2309265 49.9991151, 8.2307997 49.9990956, 8.2304374 49.9990456, 8.2302967 49.999024, 8.230162 49.9989926)",,Watfordstraße,,,,,,
256063048,1671294020,0,724242454,False,,,service,5,True,97.906,"LINESTRING (8.2334518 49.9978259, 8.2345601 49.9983433)",,Dijonstraße,,driveway,,3,,
256063049,262876445,0,23636808,False,,,residential,30,False,34.603,"LINESTRING (8.2328704 49.9985394, 8.2324809 49.9983546)",,Dijonstraße,,,,,,
256063049,262876688,0,23636808,False,,,residential,30,True,26.016,"LINESTRING (8.2328704 49.9985394, 8.2331633 49.9986783)",,Dijonstraße,,,,,,
256063049,6788633339,0,154608644,False,,,residential,30,True,47.969,"LINESTRING (8.2328704 49.9985394, 8.2332564 49.9981865)",,Dijonstraße,,,,,,
256063051,262876445,0,23636808,False,,,residential,30,True,56.589,"LINESTRING (8.2318439 49.9980524, 8.2324809 49.9983546)",,Dijonstraße,,,,,,
256063051,262876879,0,24278745,False,,,residential,30,False,36.384,"LINESTRING (8.2318439 49.9980524, 8.2315503 49.9983197)",,Dijonstraße,,,,,,
256063051,6788633341,0,154608645,False,,,residential,30,True,45.521,"LINESTRING (8.2318439 49.9980524, 8.2322066 49.9977159)",,Dijonstraße,,,,,,
256063051,256062289,0,"[411487514, 411487510, 142738951]",False,,,residential,30,False,87.76100000000001,"LINESTRING (8.2318439 49.9980524, 8.2314311 49.9978607, 8.2312803 49.9977907, 8.2311469 49.9977296, 8.2310474 49.997684, 8.2308574 49.997583)",,Dijonstraße,,,,,,
256064178,256062293,0,23636933,False,,,residential,30,False,130.884,"LINESTRING (8.228912 49.997777, 8.2289271 49.9977656, 8.2292644 49.9975109, 8.229592 49.9972594, 8.2299864 49.9969567, 8.2300419 49.9969493, 8.2301459 49.9969354)",,Am Heiligenhaus,,,,,,
256064181,173948247,0,23636935,False,,,living_street,,True,132.068,"LINESTRING (8.2275147 49.9974523, 8.2275654 49.9974346, 8.2276172 49.9974165, 8.2278691 49.9972144, 8.2281883 49.9969582, 8.2285073 49.9967023, 8.2286995 49.9965481)",,In der Meielache,,,,,,
256068131,256068138,0,23637145,False,,,service,,False,190.373,"LINESTRING (8.223507 49.9974139, 8.2234065 49.997605, 8.2233886 49.9976391, 8.2244413 49.9978806, 8.2245119 49.9978718, 8.2248414 49.9972617, 8.2249344 49.9972394)",,Richard-Schirrmann-Straße,,,,,,
256068138,256068131,0,23637145,False,,,service,,True,190.37300000000002,"LINESTRING (8.2249344 49.9972394, 8.2248414 49.9972617, 8.2245119 49.9978718, 8.2244413 49.9978806, 8.2233886 49.9976391, 8.2234065 49.997605, 8.223507 49.9974139)",,Richard-Schirrmann-Straße,,,,,,
256068138,256068145,0,23637146,False,,,residential,30,False,93.581,"LINESTRING (8.2249344 49.9972394, 8.2249368 49.9971708, 8.2249846 49.9971297, 8.2250688 49.9971203, 8.2251507 49.9971176, 8.2256998 49.9972413, 8.2259103 49.9972887, 8.225987 49.9972958, 8.2260596 49.997299)",,Richard-Schirrmann-Straße,,,,,,
256068138,256068141,0,24277762,False,,,residential,30,False,71.928,"LINESTRING (8.2249344 49.9972394, 8.2250079 49.9972781, 8.2250688 49.9972892, 8.2254158 49.9973526, 8.2258276 49.9974409, 8.225878 49.9974517)",,Richard-Schirrmann-Straße,,,,,,
256068141,262873836,0,23637144,False,,,service,,True,123.484,"LINESTRING (8.225878 49.9974517, 8.2256312 49.9978985, 8.2255919 49.9979685, 8.2255119 49.9979956, 8.2254387 49.997994, 8.2247649 49.997849)",,Richard-Schirrmann-Straße,,,,,,
256068141,256068138,0,24277762,False,,,residential,30,True,71.928,"LINESTRING (8.225878 49.9974517, 8.2258276 49.9974409, 8.2254158 49.9973526, 8.2250688 49.9972892, 8.2250079 49.9972781, 8.2249344 49.9972394)",,Richard-Schirrmann-Straße,,,,,,
256068141,256068145,0,24277766,False,,,residential,30,False,23.820999999999998,"LINESTRING (8.225878 49.9974517, 8.2259604 49.9974449, 8.2260028 49.997408, 8.2260596 49.997299)",,Richard-Schirrmann-Straße,,,,,,
256068145,256068138,0,23637146,False,,,residential,30,True,93.58099999999999,"LINESTRING (8.2260596 49.997299, 8.225987 49.9972958, 8.2259103 49.9972887, 8.2256998 49.9972413, 8.2251507 49.9971176, 8.2250688 49.9971203, 8.2249846 49.9971297, 8.2249368 49.9971708, 8.2249344 49.9972394)",,Richard-Schirrmann-Straße,,,,,,
256068145,1322999916,0,24277766,False,,,residential,30,False,67.527,"LINESTRING (8.2260596 49.997299, 8.2261959 49.9969846, 8.2262183 49.9969368, 8.2263316 49.9967176)",,Richard-Schirrmann-Straße,,,,,,
256068145,256068141,0,24277766,False,,,residential,30,True,23.820999999999998,"LINESTRING (8.2260596 49.997299, 8.2260028 49.997408, 8.2259604 49.9974449, 8.225878 49.9974517)",,Richard-Schirrmann-Straße,,,,,,
256069846,5939365705,0,23637238,True,1,,unclassified,50,False,55.876,"LINESTRING (8.2194796 49.9933847, 8.2196451 49.9934034, 8.219721 49.9934095, 8.2197866 49.9934108, 8.2198622 49.9934108, 8.2199402 49.993406, 8.2200266 49.9933953, 8.2201212 49.9933814, 8.2202504 49.9933625)",,Isaac-Fulda-Allee,,,,,,
256069846,256072692,0,"[629072257, 25820669]",False,"['4', '2']",,unclassified,50,False,159.46400000000003,"LINESTRING (8.2194796 49.9933847, 8.2193621 49.9933468, 8.219271 49.9933115, 8.2192 49.9932814, 8.2191402 49.9932507, 8.2190834 49.9932197, 8.2190199 49.9931816, 8.2189613 49.9931453, 8.2189165 49.993114, 8.2188671 49.9930708, 8.2188289 49.9930361, 8.218777 49.9929822, 8.2187338 49.9929296, 8.2186961 49.9928786, 8.2186616 49.9928247, 8.2186367 49.9927775, 8.2186139 49.9927201, 8.2185935 49.9926577, 8.218584 49.9926019, 8.2185704 49.9925276, 8.218565 49.9924471, 8.2185665 49.992377, 8.2185877 49.9922802, 8.2186185 49.9921896)",,Isaac-Fulda-Allee,,,,,,
256069851,6612866491,0,23637676,False,,,unclassified,50,False,86.974,"LINESTRING (8.220439 49.9933504, 8.2204832 49.993264, 8.2206187 49.9929553, 8.2206759 49.99281, 8.2207142 49.9927128, 8.2207304 49.9926687, 8.2207572 49.9925957)",,Isaac-Fulda-Allee,,,,,,
256069851,256069853,0,392431420,True,1,,unclassified,50,False,21.125,"LINESTRING (8.220439 49.9933504, 8.2204635 49.9933545, 8.2204873 49.9933598, 8.2205105 49.9933663, 8.2205327 49.9933741, 8.2205539 49.993383, 8.2205738 49.9933929, 8.2205891 49.9934018, 8.2206034 49.9934112, 8.2206168 49.9934213, 8.220629 49.9934319, 8.2206402 49.993443, 8.2206501 49.9934545, 8.2206589 49.9934665)",,Isaac-Fulda-Allee,,,roundabout,,,
256069853,5939365698,0,202855221,True,1,,unclassified,50,False,33.4,"LINESTRING (8.2206589 49.9934665, 8.2206698 49.9934853, 8.2206777 49.9935046, 8.2206825 49.9935244, 8.2206842 49.9935444, 8.2206828 49.9935644, 8.2206783 49.9935842, 8.2206707 49.9936037, 8.2206602 49.9936225, 8.2206467 49.9936406, 8.2206305 49.9936577, 8.2206117 49.9936736, 8.2205905 49.9936883, 8.2205671 49.9937015, 8.2205418 49.9937132, 8.2205148 49.9937232)",,Isaac-Fulda-Allee,,,roundabout,,,
256069853,2069781084,0,202855222,True,,,unclassified,50,False,58.771,"LINESTRING (8.2206589 49.9934665, 8.2207153 49.9934874, 8.2207663 49.9935007, 8.2212554 49.993578, 8.221448 49.9936085)",,Isaac-Fulda-Allee,,,,,,
256069854,256069881,0,23637277,False,,,unclassified,50,True,31.631999999999998,"LINESTRING (8.2226594 49.9938078, 8.2226346 49.9938129, 8.222611 49.99382, 8.2225889 49.9938289, 8.2225687 49.9938394, 8.2225507 49.9938516, 8.2225352 49.993865, 8.2225225 49.9938796, 8.2225126 49.9938951, 8.2225058 49.9939113, 8.2225023 49.9939279, 8.2225019 49.9939446, 8.2225048 49.9939613, 8.2225109 49.9939775, 8.2225201 49.9939932, 8.2225322 49.994008, 8.2225472 49.9940217, 8.2225648 49.9940338)",,Isaac-Fulda-Allee,,,,,,
256069854,256069858,0,704296574,False,,,unclassified,50,False,14.829,"LINESTRING (8.2226594 49.9938078, 8.2227549 49.9938238, 8.2228592 49.9938436)",,Isaac-Fulda-Allee,,,,6.1,,
256069858,256069876,0,"[114550169, 1017770457]",True,1,,unclassified,50,False,420.66900000000004,"LINESTRING (8.2228592 49.9938436, 8.2229767 49.9938631, 8.2234424 49.993941, 8.2239601 49.9940243, 8.2241122 49.994051, 8.2247566 49.9941642, 8.2248143 49.9941735, 8.2248604 49.9941789, 8.2248948 49.9941799, 8.2249281 49.9941791, 8.2249804 49.9941722, 8.225058 49.9941573, 8.2251099 49.9941504, 8.2251505 49.9941478, 8.2251857 49.9941481, 8.2252229 49.9941522, 8.2252608 49.9941608, 8.2252917 49.9941694, 8.2253225 49.9941797, 8.2253468 49.9941887, 8.2253775 49.9942067, 8.2253916 49.9942153, 8.2254134 49.9942313, 8.2254382 49.9942567, 8.2254503 49.9942744, 8.2254637 49.9942998, 8.2254694 49.9943239, 8.2254724 49.9943541, 8.2254717 49.9943804, 8.2254637 49.9944024, 8.2254476 49.9944302, 8.2254275 49.994455, 8.2253976 49.9944806, 8.2253624 49.9945007, 8.2253041 49.9945257, 8.2252625 49.9945369, 8.2252249 49.9945451, 8.2251904 49.9945485, 8.2251623 49.9945494, 8.2251244 49.9945483, 8.2250922 49.9945451, 8.2250473 49.994536, 8.225006 49.9945244, 8.2249772 49.9945121, 8.2249406 49.994494, 8.2249054 49.9944714, 8.2248756 49.9944513, 8.2248504 49.9944358, 8.2248203 49.994422, 8.2247881 49.9944078, 8.2247696 49.9944029, 8.2247532 49.9943985, 8.224721 49.9943914, 8.2246714 49.9943834, 8.224607 49.9943746, 8.2245319 49.9943638, 8.2244159 49.9943474, 8.2240057 49.994278, 8.223912 49.9942624, 8.2233964 49.9941768, 8.2228921 49.9940894, 8.2227708 49.9940688)",,Isaac-Fulda-Allee,,,,,,
256069858,256069876,1,392431421,False,,,unclassified,50,False,30.815000000000005,"LINESTRING (8.2228592 49.9938436, 8.2228768 49.9938566, 8.2228916 49.9938709, 8.2229035 49.9938864, 8.2229122 49.9939027, 8.2229176 49.9939196, 8.2229195 49.9939367, 8.2229181 49.9939539, 8.2229132 49.9939709, 8.222905 49.9939873, 8.2228936 49.9940029, 8.2228792 49.9940174, 8.222862 49.9940306, 8.2228423 49.9940423, 8.2228205 49.9940523, 8.2227968 49.9940604, 8.2227708 49.9940688)",,Isaac-Fulda-Allee,,,,,,
256069858,256069854,0,704296574,False,,,unclassified,50,True,14.829,"LINESTRING (8.2228592 49.9938436, 8.2227549 49.9938238, 8.2226594 49.9938078)",,Isaac-Fulda-Allee,,,,6.1,,
256069876,256069858,0,392431421,False,,,unclassified,50,True,30.815,"LINESTRING (8.2227708 49.9940688, 8.2227968 49.9940604, 8.2228205 49.9940523, 8.2228423 49.9940423, 8.222862 49.9940306, 8.2228792 49.9940174, 8.2228936 49.9940029, 8.222905 49.9939873, 8.2229132 49.9939709, 8.2229181 49.9939539, 8.2229195 49.9939367, 8.2229176 49.9939196, 8.2229122 49.9939027, 8.2229035 49.9938864, 8.2228916 49.9938709, 8.2228768 49.9938566, 8.2228592 49.9938436)",,Isaac-Fulda-Allee,,,,,,
256069876,256069881,0,704296573,False,,,unclassified,50,False,15.231,"LINESTRING (8.2227708 49.9940688, 8.2226693 49.9940515, 8.2226261 49.9940442, 8.2225648 49.9940338)",,Isaac-Fulda-Allee,,,,,,
256069881,256069854,0,23637277,False,,,unclassified,50,False,31.631999999999998,"LINESTRING (8.2225648 49.9940338, 8.2225472 49.9940217, 8.2225322 49.994008, 8.2225201 49.9939932, 8.2225109 49.9939775, 8.2225048 49.9939613, 8.2225019 49.9939446, 8.2225023 49.9939279, 8.2225058 49.9939113, 8.2225126 49.9938951, 8.2225225 49.9938796, 8.2225352 49.993865, 8.2225507 49.9938516, 8.2225687 49.9938394, 8.2225889 49.9938289, 8.222611 49.99382, 8.2226346 49.9938129, 8.2226594 49.9938078)",,Isaac-Fulda-Allee,,,,,,
256069881,1322632052,0,138442447,True,,,unclassified,50,False,108.07000000000001,"LINESTRING (8.2225648 49.9940338, 8.222436 49.9940119, 8.222052 49.9939415, 8.2218457 49.9939061, 8.2211813 49.9937991, 8.2211029 49.9937865)",,Isaac-Fulda-Allee,,,,,,
256069881,256069876,0,704296573,False,,,unclassified,50,True,15.231,"LINESTRING (8.2225648 49.9940338, 8.2226261 49.9940442, 8.2226693 49.9940515, 8.2227708 49.9940688)",,Isaac-Fulda-Allee,,,,,,
256069887,256069846,0,202855218,True,1,,unclassified,50,False,54.161,"LINESTRING (8.2201105 49.9936507, 8.220027 49.9936116, 8.2199344 49.9935616, 8.2198663 49.9935245, 8.2198115 49.9934999, 8.2197264 49.9934674, 8.2196654 49.9934463, 8.2194796 49.9933847)",,Isaac-Fulda-Allee,,,,,,
256069887,5939365705,0,392431417,True,1,,unclassified,50,False,38.065,"LINESTRING (8.2201105 49.9936507, 8.2200953 49.9936331, 8.220083 49.9936146, 8.2200736 49.9935954, 8.2200673 49.9935757, 8.2200641 49.9935556, 8.2200641 49.9935355, 8.2200673 49.9935154, 8.2200735 49.9934957, 8.2200829 49.9934765, 8.2200952 49.993458, 8.2201103 49.9934403, 8.2201282 49.9934238, 8.2201485 49.9934085, 8.2201711 49.9933945, 8.2201959 49.9933822, 8.2202224 49.9933714, 8.2202504 49.9933625)",,Isaac-Fulda-Allee,,,roundabout,,,
256072691,256072692,0,139879672,True,2,,unclassified,50,False,55.554,"LINESTRING (8.2189612 49.9917422, 8.2188995 49.9918042, 8.218833 49.9918792, 8.218753 49.99199, 8.2186185 49.9921896)",,Isaac-Fulda-Allee,,,,,,
256072692,256072693,0,163136470,True,2,,unclassified,50,False,12.123,"LINESTRING (8.2186185 49.9921896, 8.2186219 49.9920806)",,Isaac-Fulda-Allee,,,,,,
256072692,256069846,0,"[629072257, 25820669]",False,"['4', '2']",,unclassified,50,True,159.46400000000003,"LINESTRING (8.2186185 49.9921896, 8.2185877 49.9922802, 8.2185665 49.992377, 8.218565 49.9924471, 8.2185704 49.9925276, 8.218584 49.9926019, 8.2185935 49.9926577, 8.2186139 49.9927201, 8.2186367 49.9927775, 8.2186616 49.9928247, 8.2186961 49.9928786, 8.2187338 49.9929296, 8.218777 49.9929822, 8.2188289 49.9930361, 8.2188671 49.9930708, 8.2189165 49.993114, 8.2189613 49.9931453, 8.2190199 49.9931816, 8.2190834 49.9932197, 8.2191402 49.9932507, 8.2192 49.9932814, 8.219271 49.9933115, 8.2193621 49.9933468, 8.2194796 49.9933847)",,Isaac-Fulda-Allee,,,,,,
256072693,529479,0,163136473,True,1,,unclassified,50,False,112.851,"LINESTRING (8.2186219 49.9920806, 8.2185942 49.9919393, 8.218581 49.9918519, 8.218562 49.9917756, 8.2185298 49.9916842, 8.2184842 49.9916083, 8.2184185 49.9915212, 8.2183662 49.9914669, 8.2182898 49.9914057, 8.2181924 49.9913357, 8.2179787 49.9911914)",,Isaac-Fulda-Allee,,,,,,
256072693,529478,0,"[163136472, 629072303]",True,"['1', '2']",,unclassified,50,False,69.406,"LINESTRING (8.2186219 49.9920806, 8.2186674 49.9919574, 8.2186881 49.9918704, 8.2186975 49.991798, 8.2186952 49.9917368, 8.2186861 49.9916764, 8.2186498 49.9915702, 8.2186199 49.9914657)",,Isaac-Fulda-Allee,,,,,,
256078134,1562018885,0,240623064,True,2,,trunk_link,,False,66.04,"LINESTRING (8.228218 49.9921059, 8.2277843 49.9920618, 8.2275436 49.9920369, 8.2274915 49.9920322, 8.2273122 49.9919952)",,,,,,,,
256078134,6612377110,0,704221595,False,2,,trunk_link,,True,99.90100000000001,"LINESTRING (8.228218 49.9921059, 8.2282492 49.9921128, 8.2283447 49.9921381, 8.2284519 49.9921679, 8.2285814 49.9922087, 8.2286747 49.9922417, 8.2287966 49.9922891, 8.228952 49.9923565, 8.229044 49.9924028, 8.2290762 49.9924237, 8.2291043 49.9924493, 8.229132 49.9924809, 8.2291619 49.9925254, 8.2291807 49.9925678, 8.2291941 49.9926166, 8.2292012 49.9926646)",,,,,,,,
256078683,529472,0,163136498,True,2,L 419,trunk,70,False,186.598,"LINESTRING (8.2302177 49.9932933, 8.2277101 49.9928272)",,Saarstraße,,,,,,
256078683,1562015328,0,"[163136525, 240623063]",True,"['1', '2']",,trunk_link,40,False,266.918,"LINESTRING (8.2302177 49.9932933, 8.2298172 49.993325, 8.2295596 49.9933711, 8.2293401 49.9934226, 8.2290831 49.9935064, 8.2288212 49.9935594, 8.228583 49.9935865, 8.2283474 49.9935956, 8.2279205 49.9935705, 8.2274166 49.9934781, 8.2268244 49.9933695, 8.2266133 49.9933293)",,,,,,,,
256089294,1323526580,0,142720678,False,2,,residential,50,True,19.261,"LINESTRING (8.2255447 49.9960879, 8.2257902 49.9961593)",,Im Münchfeld,,,,,,
256089294,699538844,0,321447175,False,3,,residential,50,False,25.039,"LINESTRING (8.2255447 49.9960879, 8.2252454 49.9959709)",,Im Münchfeld,,,,,,
256089294,4214418268,0,23638631,False,,,service,,True,46.230000000000004,"LINESTRING (8.2255447 49.9960879, 8.2255165 49.9961445, 8.2253734 49.9964391, 8.2253629 49.9964608, 8.2253507 49.9964845)",,,,driveway,,,,
256143276,10577183715,0,23645548,False,,,living_street,,False,21.889,"LINESTRING (8.2714643 50.0038198, 8.2714213 50.0040147)",,Mitternachtsgasse,,,,,,
256143276,224462015,0,"[1127968459, 23645548]",False,,,living_street,,True,111.864,"LINESTRING (8.2714643 50.0038198, 8.2715357 50.0036139, 8.2715698 50.0034718, 8.2716019 50.0032436, 8.2716378 50.0029601, 8.2716577 50.0029155, 8.2716878 50.0028745, 8.2717283 50.0028366)",,Mitternachtsgasse,,,,,,
256143276,256144172,0,"[154907433, 154907434, 23643767]",False,,,living_street,,True,111.685,"LINESTRING (8.2714643 50.0038198, 8.2713544 50.0037806, 8.2712352 50.0037202, 8.2710909 50.0036387, 8.2710167 50.0035901, 8.2707142 50.0032987, 8.270466 50.0030635)",,Reichklarastraße,,,,,,
256143283,10577183789,0,20891575,False,,,residential,30,False,49.233999999999995,"LINESTRING (8.2712469 50.0024264, 8.2713328 50.0024612, 8.2713948 50.0024991, 8.2714416 50.002533, 8.271548 50.0026423, 8.2716641 50.0027704)",,Bauerngasse,,,,,,
256143283,256143287,0,20891575,False,,,residential,30,True,35.718,"LINESTRING (8.2712469 50.0024264, 8.2711872 50.0024049, 8.2711488 50.0023882, 8.27097 50.0023118, 8.2708295 50.00225)",,Bauerngasse,,,,,,
256143287,871917948,0,463739685,False,3,,tertiary,30,False,18.713,"LINESTRING (8.2708295 50.00225, 8.2709748 50.00211)",,Flachsmarkt,,,,,,
256143287,256143283,0,20891575,False,,,residential,30,False,35.717999999999996,"LINESTRING (8.2708295 50.00225, 8.27097 50.0023118, 8.2711488 50.0023882, 8.2711872 50.0024049, 8.2712469 50.0024264)",,Bauerngasse,,,,,,
256143287,256144171,0,"[73556472, 917062753, 24281817]",False,"['4', '3']",,tertiary,30,True,88.72900000000001,"LINESTRING (8.2708295 50.00225, 8.2707174 50.0023528, 8.2706747 50.0023894, 8.2706289 50.0024346, 8.2705865 50.0024806, 8.2704927 50.0025925, 8.270419 50.0026841, 8.27034 50.0027754, 8.2701898 50.0029327)",,"['Flachsmarktstraße', 'Flachsmarkt']",,,,,,
256144171,1666356336,0,24281817,False,3,,tertiary,30,True,5.799,"LINESTRING (8.2701898 50.0029327, 8.2701475 50.0029772)",,Flachsmarktstraße,,,,,,
256144171,256144172,0,23643767,False,,,living_street,,False,24.763,"LINESTRING (8.2701898 50.0029327, 8.2702752 50.0029672, 8.2704222 50.0030272, 8.270466 50.0030635)",,Reichklarastraße,,,,,,
