element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,operator,postal_code,ref,website,description,heritage,historic,start_date,building,nodes,building:levels,roof:levels,source,height,roof:shape,end,unimainz:buildingId,name,building:colour,roof:material,source:height,note:3D,roof:colour,image,wikidata,wikipedia,building:material,source:housenumber,source:address,source:position,note,roof:height,construction,roof:direction,roof:orientation,fixme,social_facility,social_facility:for,source_date,source:geometry,phone,survey:date,tourism,building:flats,description:de,nohousenumber,building:architecture,heritage:operator,name:signed,noaddress,ways,type
way,29506027,"POLYGON ((8.2752269 49.9953591, 8.2752081 49.995213, 8.2754742 49.9951901, 8.275785 49.9949343, 8.2759216 49.9950039, 8.2755108 49.9953392, 8.2752269 49.9953591))",,,17,,Holzhofstraße,,,,,,,,,,,residential,"[325235477, 325235478, 325235479, 1297621047, 325235482, 325235483, 325235477]",8,0,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31825798,"POLYGON ((8.2424645 49.914248, 8.2426749 49.914294, 8.2425739 49.9144855, 8.2423635 49.9144395, 8.2424645 49.914248))",Mainz,DE,9,,Großgewann,,,,,,,,,,,residential,"[356322684, 356322685, 356322686, 356322687, 356322684]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39162659,"POLYGON ((8.2494459 50.0016367, 8.2491289 50.0016185, 8.2491457 50.0014968, 8.2494627 50.001515, 8.2494459 50.0016367))",Mainz,DE,4,55122,John-F.-Kennedy-Straße,,,,,,,,,,,residential,"[469106704, 3718469175, 3718469172, 469106703, 469106704]",4,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39162660,"POLYGON ((8.2496369 50.0004766, 8.2493163 50.000455, 8.249335 50.00034, 8.2496556 50.0003617, 8.2496369 50.0004766))",Mainz,DE,3,55122,Fritz-Bockius-Straße,,,,,,,,,,,residential,"[469106706, 3718522951, 3718522950, 469106705, 469106706]",4,,,13,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39162667,"POLYGON ((8.2512074 50.0016382, 8.2509008 50.0016206, 8.2508854 50.0017198, 8.2511919 50.0017375, 8.2512074 50.0016382))",Mainz,DE,6b,55122,John-F.-Kennedy-Straße,,,,,,,,,,,residential,"[469106733, 3718469174, 3718469177, 469106736, 469106733]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40069755,"POLYGON ((8.2859701 49.9714018, 8.2859793 49.9712957, 8.2857575 49.9712878, 8.2857484 49.9713939, 8.2859701 49.9714018))",Mainz,DE,6,55130,Jakob-Laubach-Straße,,,,,,,,,,,residential,"[482215873, 482215875, 482215876, 482215877, 482215873]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40078351,"POLYGON ((8.2313138 49.9769752, 8.2313804 49.9768866, 8.2314372 49.9769043, 8.2314907 49.9768332, 8.2316293 49.9768763, 8.2315093 49.9770359, 8.2313138 49.9769752))",Mainz,DE,41,55128,Am Heckerpfad,,,,,,,,,,,residential,"[482267145, 482267147, 1169042972, 1169042947, 482267149, 482267151, 482267145]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40078530,"POLYGON ((8.2370491 49.9775306, 8.2372215 49.9774418, 8.23729 49.9774968, 8.2372757 49.9775042, 8.2373215 49.9775409, 8.2371634 49.9776224, 8.2370491 49.9775306))",Mainz,DE,121b,55128,Essenheimer Straße,,,,,,,,,,,residential,"[482267499, 9032054622, 9032054623, 9032054621, 482267501, 482267502, 482267499]",,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40078540,"POLYGON ((8.2358098 49.975934, 8.2357445 49.9758778, 8.2357698 49.9757716, 8.2358809 49.9757182, 8.2359993 49.9758201, 8.2359297 49.9758536, 8.2359467 49.9758682, 8.2358098 49.975934))",,,,,,,,,,,,,,,,residential,"[482267547, 482267548, 1122518411, 482267549, 6745364435, 482267550, 6745364434, 482267547]",2,1,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40135902,"POLYGON ((8.2376872 49.9941611, 8.2373876 49.9941016, 8.2373434 49.9941936, 8.237643 49.9942531, 8.2376872 49.9941611))",Mainz,DE,1,55128,Johann-Friedrich-von-Pfeiffer-Weg,,,,,,,,,,,residential,"[483060858, 483060863, 483060864, 483060866, 483060858]",2,1,,,gabled,2023,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41483408,"POLYGON ((8.2144118 49.9589627, 8.2144333 49.9589347, 8.2143533 49.9589092, 8.2142423 49.9590536, 8.2144577 49.9591222, 8.2145472 49.9590058, 8.2144118 49.9589627))",,,,,,,,,,,,,,,,residential,"[1531560957, 1531560953, 1531560947, 507664624, 507664635, 507664632, 1531560957]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41663712,"POLYGON ((8.2932142 49.9705799, 8.293167 49.9705, 8.2933203 49.9704625, 8.2933675 49.9705424, 8.2932142 49.9705799))",Mainz,DE,22,55130,Catharina-Lothary-Straße,,,,,,,,,,,residential,"[512078436, 512078437, 512078438, 512078439, 512078436]",3,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41663714,"POLYGON ((8.2913554 49.9707577, 8.2915223 49.9707041, 8.2915832 49.9707825, 8.2914163 49.9708362, 8.2913554 49.9707577))",Mainz,DE,142,55130,Jakob-Laubach-Straße,,,,,,,,,,,residential,"[512078448, 512078449, 512078450, 512078451, 512078448]",3,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42135889,"POLYGON ((8.2848568 49.9730028, 8.2850622 49.973048, 8.2851436 49.9728956, 8.2852035 49.9728732, 8.2852802 49.9728563, 8.2855157 49.972899, 8.2855822 49.9727618, 8.2852144 49.9726969, 8.2849683 49.9727723, 8.2848568 49.9730028))",Mainz,DE,15,55130,Max-Hufschmidt-Straße,,,,,,,Studentenwohnheim,,,,residential,"[524072292, 524072293, 524072294, 698459934, 524072296, 524072297, 524072298, 524072299, 524072300, 524072292]",5,,,,,,,Haus 1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42135890,"POLYGON ((8.2860748 49.9727987, 8.2861322 49.9726757, 8.286403 49.9727269, 8.286505 49.9726839, 8.2865528 49.9725364, 8.2867408 49.9725712, 8.2866579 49.9727843, 8.2864189 49.9728622, 8.2860748 49.9727987))",Mainz,DE,17,55130,Max-Hufschmidt-Straße,,,,,,,Studentenwohnheim,,,,residential,"[524072302, 524072303, 524072304, 524072305, 524072306, 524072307, 524072308, 524072309, 524072302]",4,,,,,,,Haus 3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42135891,"POLYGON ((8.2857529 49.9725858, 8.2859569 49.9726268, 8.2860333 49.9724752, 8.2860967 49.9724542, 8.2861449 49.9724383, 8.2863806 49.9724854, 8.2864316 49.9723686, 8.2861098 49.9722948, 8.2858485 49.9723748, 8.2857529 49.9725858))",Mainz,DE,13,55130,Max-Hufschmidt-Straße,,,,,,,Studentenwohnheim,,,,residential,"[524072310, 524072311, 524072312, 698459916, 524072313, 524072314, 524072315, 524072316, 524072317, 524072310]",5,,,,,,,Haus 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42135902,"POLYGON ((8.2840307 49.9730026, 8.284104 49.9728468, 8.2836993 49.9727853, 8.283438 49.9728817, 8.2833265 49.9731583, 8.2834412 49.9732895, 8.2839924 49.973394, 8.2842792 49.9732854, 8.284429 49.9729718, 8.2842346 49.972939, 8.2841236 49.9731373, 8.2840912 49.9731952, 8.2839128 49.9732546, 8.2836037 49.9731911, 8.2835591 49.9731214, 8.2836515 49.9729452, 8.2840307 49.9730026))",Mainz,DE,,55129,Alte Mainzer Straße,,,,,,,,,,,residential,"[524072386, 524072387, 524072388, 524072389, 524072390, 524072391, 524072394, 524072396, 524072398, 524072401, 6972134279, 524072404, 524072406, 524072408, 524072411, 524072413, 524072386]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42135903,"POLYGON ((8.2834234 49.9726012, 8.2835304 49.9723459, 8.2838665 49.9724041, 8.2837595 49.9726594, 8.2834234 49.9726012))",Mainz,DE,159,55129,Alte Mainzer Straße,,,,,,,,,,,residential,"[524072415, 524072416, 524072418, 524072419, 524072415]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42135904,"POLYGON ((8.2842697 49.9727579, 8.2846035 49.9728236, 8.284724 49.9725704, 8.2843902 49.9725046, 8.2842697 49.9727579))",Mainz,DE,161,55129,Alte Mainzer Straße,,,,,,,,,,,residential,"[524072420, 524072421, 524072422, 524072423, 524072420]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42252912,"POLYGON ((8.2371468 49.9773874, 8.2370313 49.9772943, 8.23684 49.9773924, 8.2369259 49.9774616, 8.2369555 49.9774855, 8.2369996 49.9774628, 8.2371468 49.9773874))",Mainz,DE,123,55128,Essenheimer Straße,,,,,,,,,,,residential,"[526845777, 526845800, 526845824, 2557632142, 526845838, 2557632139, 526845777]",2,1,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42253000,"POLYGON ((8.2367787 49.9771188, 8.2365881 49.9769741, 8.2364599 49.977044, 8.2366505 49.9771887, 8.2367787 49.9771188))",,,,,,,,,,,,,,,,residential,"[526846577, 526846581, 526846601, 526846630, 526846577]",2,,Bing;survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43169848,"POLYGON ((8.253284 50.0018639, 8.25366 50.0019948, 8.2535936 50.002074, 8.2532177 50.001943, 8.253284 50.0018639))",Mainz,DE,19,55122,Benjamin-Franklin-Straße,,,,,,,,,,,residential,"[540880992, 540880994, 540880996, 540880997, 540880992]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43169849,"POLYGON ((8.252964 50.0020979, 8.253344 50.0022308, 8.2532704 50.0023074, 8.252899 50.0021788, 8.252964 50.0020979))",Mainz,DE,27,55122,Benjamin-Franklin-Straße,,,,,,,,,,,residential,"[540881005, 540881000, 540881004, 540881002, 540881005]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43169853,"POLYGON ((8.2537373 50.0025068, 8.2536151 50.0025543, 8.253422 50.0023491, 8.2535443 50.0023016, 8.2537373 50.0025068))",Mainz,DE,29,55122,Benjamin-Franklin-Straße,,,,,,,,,,,residential,"[540881027, 540881028, 540881030, 540881032, 540881027]",3,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43169854,"POLYGON ((8.253112 50.0024979, 8.2529797 50.0025689, 8.2532447 50.0027728, 8.2533769 50.0027018, 8.253112 50.0024979))",Mainz,DE,25,55122,Wallstraße,,,,,,,,,,,residential,"[540881033, 540881034, 540881035, 540881036, 540881033]",3,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43169855,"POLYGON ((8.2530326 50.0029053, 8.2527571 50.0027306, 8.2526403 50.0028067, 8.2529158 50.0029814, 8.2530326 50.0029053))",Mainz,DE,27,55122,Wallstraße,,,,,,,,,,,residential,"[540881040, 540881042, 540881043, 540881045, 540881040]",3,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43200814,"POLYGON ((8.2561825 50.0021791, 8.2561076 50.0022536, 8.2560217 50.0022139, 8.2559621 50.0022677, 8.2558561 50.0022065, 8.2560009 50.0020817, 8.2561825 50.0021791))",Mainz,,7,55122,Baentschstraße,,,,,,,,,,,residential,"[2909127489, 2909127456, 2909127460, 2909127465, 2909127490, 541417473, 2909127489]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43200815,"POLYGON ((8.2562166 50.0021069, 8.2560497 50.0020234, 8.2561661 50.0019262, 8.2562654 50.0019753, 8.2562257 50.0020084, 8.2562949 50.0020419, 8.2562166 50.0021069))",Mainz,,5,55122,Baentschstraße,,,,,,,,,,,residential,"[2909127455, 541417477, 541417476, 2909127487, 2909127454, 2909127483, 2909127455]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43228859,"POLYGON ((8.2400911 50.0050244, 8.2400858 50.0049189, 8.2398893 50.0049231, 8.2398947 50.0050285, 8.2400911 50.0050244))",Mainz,,9,55122,Wilhelm-Christ-Straße,,,,,,,,,,,residential,"[542237067, 542237029, 542237030, 542237070, 542237067]",5,,,15,flat,,,,#FFFFFF,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43228863,"POLYGON ((8.240142 50.0046319, 8.2401451 50.0046806, 8.2402962 50.0046766, 8.2402931 50.004628, 8.240142 50.0046319))",Mainz,DE,34,55122,Weifert-Janz-Straße,,,,,,,,,,,residential,"[3312570978, 3312570980, 3312570979, 3312570977, 3312570978]",2,,,9,pitched,,,,,,"errechnet 3x3,00m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43228865,"POLYGON ((8.241958 50.0047221, 8.2417337 50.0047221, 8.2415652 50.0047221, 8.2415652 50.0049207, 8.241958 50.0049207, 8.241958 50.0047221))",Mainz,,4,55122,Ludwigsburger Straße,,,,,,,,,,,residential,"[542237115, 2146837557, 542237123, 542237119, 542237117, 542237115]",9,,,25,flat,,,,#F6CED8,,"errechnet 9x2,80m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43228880,"POLYGON ((8.2407282 50.0041295, 8.2404851 50.0041341, 8.2404898 50.004239, 8.2407329 50.0042345, 8.2407282 50.0041295))",Mainz,DE,5,55122,Weifert-Janz-Straße,,,,,,,,,,,residential,"[3309882165, 3309882166, 3309882169, 3309882168, 3309882165]",5,,,17,pitched,,,,#EFFBF8,,"errechnet 6x2,80m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43228882,"POLYGON ((8.2419314 50.0040008, 8.2417928 50.0039973, 8.2417923 50.0040066, 8.241777 50.0040062, 8.2417072 50.0040046, 8.241608 50.0040024, 8.2416006 50.0041056, 8.2415884 50.0041051, 8.2415843 50.0041835, 8.2417178 50.0041867, 8.2417187 50.0041688, 8.2417829 50.00417, 8.2417822 50.0041882, 8.2419193 50.0041915, 8.2419241 50.0041136, 8.2419196 50.0041135, 8.241922 50.0040915, 8.2419314 50.0040008))",Mainz,,2,55122,Ludwigsburger Straße,,,,,,,,,,,residential,"[542236978, 2149222996, 2149222993, 1825121012, 1974794970, 542236986, 2149222990, 2149222988, 542236983, 2149222987, 2149222995, 2149222994, 2149222992, 542236981, 2149222989, 2149222991, 1974790040, 542236978]",9,,,25,flat,,,,#CEE3F6,,"errechnet 9x2,80m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43228901,"POLYGON ((8.2392163 50.006455, 8.239023 50.0064526, 8.2390196 50.0065685, 8.2391163 50.0065697, 8.2392129 50.0065709, 8.2392163 50.006455))",Mainz,DE,26a,55122,Ludwigsburger Straße,,,,,,,,,,,residential,"[542236888, 542236892, 542236895, 3191823037, 542236897, 542236888]",5,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43228902,"POLYGON ((8.2393428 50.0063344, 8.2393412 50.0064729, 8.2395083 50.0064737, 8.2395091 50.0064044, 8.2395099 50.0063352, 8.2393428 50.0063344))",Mainz,DE,26,55122,Ludwigsburger Straße,,,,,,,,,,,residential,"[3191823033, 542236900, 542236899, 3191823035, 3191823034, 3191823033]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43228918,"POLYGON ((8.2407826 50.0033238, 8.2408944 50.003183, 8.2408304 50.0031616, 8.2407667 50.0031411, 8.2406549 50.0032819, 8.2407826 50.0033238))",Mainz,,107b,55122,Am Fort Gonsenheim,,,,,,,,,,,residential,"[542236946, 2075193332, 2145326494, 2075193333, 542236944, 542236946]",2,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43228920,"POLYGON ((8.2403284 50.0033038, 8.2404406 50.0031603, 8.2403718 50.0031362, 8.2403016 50.0031154, 8.2401894 50.0032589, 8.2403284 50.0033038))",Mainz,,105b,55122,Am Fort Gonsenheim,,,,,,,,,,,residential,"[542236952, 2075197277, 2145326490, 2075197276, 542236948, 542236952]",2,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43228929,"POLYGON ((8.2461163 50.0034954, 8.2458327 50.0034475, 8.2457923 50.0035464, 8.2460759 50.0035943, 8.2461163 50.0034954))",Mainz,,3,55122,Am Judensand,,,,,,,,,,,residential,"[542236987, 542236990, 542236991, 542236993, 542236987]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43228930,"POLYGON ((8.2457457 50.0034383, 8.2453769 50.0033786, 8.2453399 50.0034729, 8.2457088 50.0035326, 8.2457457 50.0034383))",Mainz,DE,137,55122,Am Fort Gonsenheim,,,,,,,,,,,residential,"[542236997, 542236999, 542237002, 542237004, 542236997]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45020174,"POLYGON ((8.2858972 49.9705839, 8.2858093 49.9705748, 8.2858155 49.9705497, 8.2856813 49.970536, 8.285705 49.9704403, 8.2858898 49.9704592, 8.2858834 49.9704852, 8.2859207 49.9704891, 8.2858972 49.9705839))",Mainz,DE,14,55129,Am Alten Wasserwerk,,,,,,,,,,,residential,"[570767393, 570767395, 570767397, 570767379, 570767380, 570767398, 570767400, 570767401, 570767393]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45020175,"POLYGON ((8.2857378 49.9703404, 8.2860019 49.9703722, 8.2860387 49.970246, 8.2857746 49.9702141, 8.2857378 49.9703404))",Mainz,DE,18,55129,Am Alten Wasserwerk,,,,,,,,,,,residential,"[570767403, 570767404, 570767390, 570767392, 570767403]",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45020177,"POLYGON ((8.2854423 49.9703068, 8.2856534 49.9703302, 8.2856867 49.9702061, 8.2854756 49.9701827, 8.2854423 49.9703068))",Mainz,DE,13,55129,Bodenheimer Straße,,,,,,,,,,,residential,"[570767387, 570767389, 570767377, 570767378, 570767387]",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022054,"POLYGON ((8.2932494 49.9696963, 8.2932483 49.9695876, 8.2934385 49.9695868, 8.2934396 49.9696955, 8.2932494 49.9696963))",Mainz,DE,1b,55130,Am Großberg,,,,,,,,,,,residential,"[570817651, 570817631, 570817653, 570817655, 570817651]",2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022056,"POLYGON ((8.291946 49.9697876, 8.2916996 49.9697917, 8.2916958 49.9696953, 8.2916944 49.9696618, 8.2919407 49.9696576, 8.291946 49.9697876))",Mainz,DE,11,55130,Am Großberg,,,,,,,,,,,residential,"[570817628, 570817555, 570817567, 570817558, 570817630, 570817628]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022057,"POLYGON ((8.2914344 49.969794, 8.2914332 49.9696966, 8.2916958 49.9696953, 8.2916996 49.9697917, 8.2914344 49.969794))",Mainz,DE,11a,55130,Am Großberg,,,,,,,,,,,residential,"[570817563, 570817565, 570817567, 570817555, 570817563]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022058,"POLYGON ((8.291515 49.9696502, 8.2916628 49.9696526, 8.2916673 49.9695371, 8.2915195 49.9695347, 8.291515 49.9696502))",Mainz,DE,11b,55130,Am Großberg,,,,,,,,,,,residential,"[570817569, 570817571, 570817548, 570817551, 570817569]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022059,"POLYGON ((8.2914557 49.969666, 8.2913725 49.9696896, 8.2913014 49.969586, 8.2913846 49.9695624, 8.2914557 49.969666))",Mainz,DE,11c,55130,Am Großberg,,,,,,,,,,,residential,"[570817572, 4688560144, 4688560143, 570817553, 570817572]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022064,"POLYGON ((8.2892304 49.9704346, 8.289451 49.9703767, 8.2894175 49.9703238, 8.2891968 49.9703816, 8.2892304 49.9704346))",Mainz,DE,27,55130,Am Großberg,,,,,,,,,,,residential,"[570817585, 4695261222, 4695261221, 570817590, 570817585]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022065,"POLYGON ((8.2891233 49.9704756, 8.2889097 49.9705352, 8.2888438 49.9704376, 8.2888294 49.9704161, 8.2888962 49.9703975, 8.2889424 49.9704661, 8.2890893 49.9704251, 8.2891233 49.9704756))",Mainz,DE,29,55130,Am Großberg,,,,,,,,,,,residential,"[570817477, 570817480, 570817504, 570817491, 570817493, 570817495, 570817498, 570817477]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022066,"POLYGON ((8.2886788 49.9706008, 8.2886124 49.9705018, 8.2888438 49.9704376, 8.2889097 49.9705352, 8.2886788 49.9706008))",Mainz,DE,31,55130,Am Großberg,,,,,,,,,,,residential,"[570817500, 570817502, 570817504, 570817480, 570817500]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022067,"POLYGON ((8.2884979 49.9705241, 8.2882679 49.9705806, 8.2881988 49.9704646, 8.2882979 49.9704402, 8.2883171 49.9704725, 8.2882884 49.9704795, 8.2883045 49.9705066, 8.2884642 49.9704673, 8.2884979 49.9705241))",Mainz,DE,33,55130,Am Großberg,,,,,,,,,,,residential,"[570817506, 570817467, 570817470, 4695261217, 4695261215, 4695261216, 4695261218, 570817514, 570817506]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022069,"POLYGON ((8.2880107 49.9706363, 8.2881189 49.9706174, 8.2880628 49.9704848, 8.2879546 49.9705037, 8.2880107 49.9706363))",Mainz,DE,35b,55130,Am Großberg,,,,,,,,,,,residential,"[570817517, 4695261214, 4695261213, 570817474, 570817517]",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022070,"POLYGON ((8.2878545 49.970672, 8.2875998 49.9706556, 8.2876271 49.9704803, 8.2877227 49.9704864, 8.2877042 49.9706056, 8.2878633 49.9706158, 8.2878545 49.970672))",Mainz,DE,37,55130,Am Großberg,,,,,,,,,,,residential,"[570817520, 570817455, 570817424, 570817426, 570817429, 570817475, 570817520]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022071,"POLYGON ((8.2876069 49.9705711, 8.2875958 49.9706508, 8.2873964 49.9706393, 8.2874044 49.9705842, 8.2873591 49.9705815, 8.2873683 49.9705166, 8.2874739 49.9705228, 8.2874854 49.9704412, 8.2875922 49.9704474, 8.287575 49.9705696, 8.2876069 49.9705711))",Mainz,DE,39,55130,Am Großberg,,,,,,,,,,,residential,"[570817431, 9060836638, 9060836636, 9060836635, 570817434, 570817443, 570817445, 570817447, 570817449, 9060836637, 570817431]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022072,"POLYGON ((8.2872601 49.9706373, 8.2870133 49.9706275, 8.2870185 49.9705729, 8.2872654 49.9705827, 8.2872601 49.9706373))",Mainz,DE,41,55130,Am Großberg,,,,,,,,,,,residential,"[570817457, 570817453, 570817400, 570817451, 570817457]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022073,"POLYGON ((8.286763 49.9706182, 8.2867686 49.9705355, 8.2868879 49.9705388, 8.286886 49.9705678, 8.2870185 49.9705729, 8.2870133 49.9706275, 8.286763 49.9706182))",Mainz,DE,43,55130,Am Großberg,,,,,,,,,,,residential,"[570817402, 570817404, 570817406, 570817408, 570817400, 570817453, 570817402]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022074,"POLYGON ((8.2864177 49.9705151, 8.2865457 49.9705197, 8.2865389 49.970604, 8.2864117 49.9705988, 8.2864177 49.9705151))",Mainz,DE,45a,55130,Am Großberg,,,,,,,,,,,residential,"[570817393, 4698763124, 4698763123, 570817390, 570817393]",1,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022075,"POLYGON ((8.2864808 49.9704449, 8.2866335 49.9704511, 8.2866425 49.970359, 8.2864898 49.9703528, 8.2864808 49.9704449))",Mainz,DE,45b,55130,Am Großberg,,,,,,,,,,,residential,"[570817412, 570817418, 570817419, 570817421, 570817412]",1,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022283,"POLYGON ((8.2931859 49.9694655, 8.2931839 49.9693617, 8.2933564 49.9693603, 8.2933576 49.9694206, 8.2933584 49.9694641, 8.2931859 49.9694655))",Mainz,DE,1a,55130,Am Großberg,,,,,,,,,,,residential,"[570820067, 570820068, 570820075, 8562988922, 570820076, 570820067]",1,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022284,"POLYGON ((8.2932013 49.9691884, 8.2931971 49.9691, 8.2933622 49.9690967, 8.2933664 49.9691852, 8.2932013 49.9691884))",Mainz,DE,2a,55130,An der Hechtsheimer Höhe,,,,,,,,,,,residential,"[570820055, 570820056, 570820070, 570820071, 570820055]",1,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022285,"POLYGON ((8.293131 49.968892, 8.2931331 49.9689404, 8.2930966 49.9689411, 8.2930994 49.9690034, 8.2929283 49.9690066, 8.2929256 49.9689451, 8.292887 49.9689458, 8.2928848 49.9688966, 8.293131 49.968892))",Mainz,DE,,55130,An der Hechtsheimer Höhe,,,,,,,,,,,residential,"[664501496, 570820060, 664501501, 570820061, 570820062, 664501499, 664501498, 570820057, 664501496]",1,1,,,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45022286,"POLYGON ((8.2929094 49.9690635, 8.2929108 49.9691443, 8.2931231 49.9691428, 8.2931217 49.969062, 8.2929094 49.9690635))",Mainz,DE,,55130,An der Hechtsheimer Höhe,,,,,,,,,,,residential,"[570820063, 570820064, 570820065, 570820066, 570820063]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45823614,"POLYGON ((8.2680358 50.0096619, 8.2680903 50.0096427, 8.2682447 50.0095902, 8.2682681 50.009617, 8.2682525 50.0096236, 8.268296 50.0096691, 8.2683084 50.0096642, 8.2684258 50.0096156, 8.2682782 50.0094691, 8.2681569 50.0095076, 8.2680961 50.0095269, 8.2679746 50.0095654, 8.2680358 50.0096619))",,,,,,,,,,,,,,,,residential,"[2448277677, 2461351085, 583265164, 2448277674, 2448277675, 583265165, 2461351087, 583265166, 583265167, 3716997832, 3716997831, 2023908104, 2448277677]",5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
