element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,operator,postal_code,ref,website,description,heritage,historic,start_date,building,nodes,building:levels,roof:levels,source,height,roof:shape,end,unimainz:buildingId,name,building:colour,roof:material,source:height,note:3D,roof:colour,image,wikidata,wikipedia,building:material,source:housenumber,source:address,source:position,note,roof:height,construction,roof:direction,roof:orientation,fixme,social_facility,social_facility:for,source_date,source:geometry,phone,survey:date,tourism,building:flats,description:de,nohousenumber,building:architecture,heritage:operator,name:signed,noaddress,ways,type
way,164818085,"POLYGON ((8.2821229 49.9643299, 8.2820177 49.9643567, 8.2819861 49.9643053, 8.2820913 49.9642785, 8.2821229 49.9643299))",Mainz,DE,61,55129,Alte Mainzer Straße,,,,,,,,,,,residential,"[1764225054, 4006985134, 4006985133, 1764225046, 1764225054]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,164821651,"POLYGON ((8.2766942 49.9718397, 8.2768111 49.9718542, 8.2768561 49.9717039, 8.2767393 49.9716894, 8.2766942 49.9718397))",Mainz,DE,47,55129,Vogelsbergstraße,,,,,,,,,,,residential,"[1764256258, 880666715, 880668861, 1764256234, 1764256258]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,164821652,"POLYGON ((8.2766363 49.9716767, 8.2766271 49.9717074, 8.2765913 49.9718269, 8.2766942 49.9718397, 8.2767393 49.9716894, 8.2766363 49.9716767))",Mainz,DE,47a,55129,Vogelsbergstraße,,,,,,,,,,,residential,"[880667303, 880668334, 880668963, 1764256258, 1764256234, 880667303]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,164821653,"POLYGON ((8.2763618 49.9717985, 8.2764785 49.971813, 8.2765143 49.9716934, 8.2763976 49.9716789, 8.2763618 49.9717985))",Mainz,DE,49a,55129,Vogelsbergstraße,,,,,,,,,,,residential,"[1764256256, 880667238, 880668136, 1764256233, 1764256256]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,165594623,"POLYGON ((8.3030054 49.982571, 8.3028981 49.9825192, 8.3030271 49.9824086, 8.3031345 49.9824603, 8.3030054 49.982571))",Mainz,DE,6,55130,Tanzplatz,,,,,,,,,,,residential,"[1771418901, 1771418905, 1771418904, 1771418912, 1771418901]",3,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166476259,"POLYGON ((8.2523497 49.9792438, 8.2524641 49.979272, 8.2525318 49.9791578, 8.2524175 49.9791296, 8.2523497 49.9792438))",Mainz,DE,58,55128,Am Eselsweg,Bretzenheim,,,,,,,,,,residential,"[1779202784, 1779202792, 1779202761, 1779202753, 1779202784]",2,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,166476266,"POLYGON ((8.2523731 49.9788028, 8.2524059 49.9788121, 8.2524667 49.9787229, 8.2522929 49.9786736, 8.2522321 49.9787629, 8.2523731 49.9788028))",Mainz,DE,56c,55128,Am Eselsweg,Bretzenheim,,,,,,,,,,residential,"[1779202661, 1779202662, 1779202650, 1779202639, 1779202655, 1779202661]",2,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,166476270,"POLYGON ((8.2527684 49.9789101, 8.2528012 49.9789194, 8.252862 49.9788301, 8.2526883 49.9787809, 8.2526274 49.9788701, 8.2527684 49.9789101))",Mainz,DE,56,55128,Am Eselsweg,Bretzenheim,,,,,,,,,,residential,"[1779202686, 1779202690, 1779202664, 1779202657, 1779202676, 1779202686]",2,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,166476272,"POLYGON ((8.2525316 49.9789452, 8.2524999 49.9789362, 8.2524386 49.9790261, 8.2526176 49.9790768, 8.2526789 49.9789869, 8.2525316 49.9789452))",Mainz,,56b,55128,Am Eselsweg,,,,,,,,,,,residential,"[1779202695, 1779202693, 1779202725, 1779202740, 1779202713, 1779202695]",2,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,166476273,"POLYGON ((8.2521363 49.9788379, 8.2521046 49.978829, 8.2520433 49.9789188, 8.2522223 49.9789696, 8.2522836 49.9788797, 8.2521363 49.9788379))",Mainz,,56e,55128,Am Eselsweg,,,,,,,,,,,residential,"[1779202666, 1779202663, 1779202689, 1779202704, 1779202678, 1779202666]",2,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,166476276,"POLYGON ((8.2526274 49.9788701, 8.25259 49.9788595, 8.2525316 49.9789452, 8.2526789 49.9789869, 8.25271 49.9789958, 8.2527684 49.9789101, 8.2526274 49.9788701))",Mainz,,56a,55128,Am Eselsweg,,,,,,,,,,,residential,"[1779202676, 1779202671, 1779202695, 1779202713, 1779202718, 1779202686, 1779202676]",2,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,166476279,"POLYGON ((8.2522321 49.9787629, 8.2521947 49.9787523, 8.2521363 49.9788379, 8.2522836 49.9788797, 8.2523147 49.9788885, 8.2523731 49.9788028, 8.2522321 49.9787629))",Mainz,,56d,55128,Am Eselsweg,,,,,,,,,,,residential,"[1779202655, 1779202653, 1779202666, 1779202678, 1779202682, 1779202661, 1779202655]",2,0,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,166628592,"POLYGON ((8.2247402 50.0150089, 8.2248791 50.0150095, 8.2248808 50.0148302, 8.2247419 50.0148297, 8.2247402 50.0150089))",Mainz,,37b,55120,An der Plantage,,,,,,,,,,,residential,"[1780656710, 1780656711, 1780656677, 1780656676, 1780656710]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166628619,"POLYGON ((8.2243657 50.014898, 8.2245045 50.0148985, 8.2245062 50.0147193, 8.2243673 50.0147188, 8.2243657 50.014898))",Mainz,,37c,55120,An der Plantage,,,,,,,,,,,residential,"[1780656686, 1780656687, 1780656666, 1780656665, 1780656686]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166628623,"POLYGON ((8.2236277 50.014733, 8.2237665 50.0147336, 8.2237682 50.0145543, 8.2236293 50.0145538, 8.2236277 50.014733))",Mainz,,37e,55120,An der Plantage,,,,,,,,,,,residential,"[1780656668, 1780656669, 1780656649, 1780656648, 1780656668]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166628625,"POLYGON ((8.2251039 50.0151221, 8.2252428 50.0151227, 8.2252445 50.0149434, 8.2251056 50.0149429, 8.2251039 50.0151221))",,,37a,,An der Plantage,,,,,,,,,,,residential,"[1780656735, 1780656736, 1780656696, 1780656695, 1780656735]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166628627,"POLYGON ((8.2239991 50.0148114, 8.2241379 50.014812, 8.2241396 50.0146327, 8.2240007 50.0146322, 8.2239991 50.0148114))",Mainz,,37d,55120,An der Plantage,,,,,,,,,,,residential,"[1780656674, 1780656675, 1780656660, 1780656659, 1780656674]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,168357575,"POLYGON ((8.2375221 49.9849636, 8.2375692 49.984883, 8.2375008 49.9848665, 8.2374537 49.9849471, 8.2375221 49.9849636))",Mainz,DE,38,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383079, 1796383061, 1796383057, 1796383075, 1796383079]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357576,"POLYGON ((8.2400286 49.9855895, 8.2400743 49.9855113, 8.2399281 49.985476, 8.2398824 49.9855542, 8.2400286 49.9855895))",Mainz,DE,68,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383168, 1796383159, 1796383154, 1796383165, 1796383168]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357579,"POLYGON ((8.2394719 49.9854652, 8.2395233 49.9853772, 8.2393846 49.9853434, 8.2393361 49.9854228, 8.2393308 49.9854311, 8.2394719 49.9854652))",Mainz,DE,62,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383151, 1796383130, 1796383124, 1796383136, 1796383138, 1796383151]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357580,"POLYGON ((8.2366986 49.9847864, 8.2368268 49.9848173, 8.2368765 49.9847323, 8.2367483 49.9847013, 8.2366986 49.9847864))",Mainz,DE,28,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383045, 1796383050, 1796383038, 1796383035, 1796383045]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357581,"POLYGON ((8.2483241 49.9876063, 8.2484413 49.9876346, 8.2484946 49.9875436, 8.2483774 49.9875152, 8.2483241 49.9876063))",Mainz,DE,148,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383518, 1796383521, 1796383513, 1796383511, 1796383518]",2,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357582,"POLYGON ((8.2428086 49.9862767, 8.2429255 49.986305, 8.2429724 49.9862249, 8.2428555 49.9861966, 8.2428086 49.9862767))",Mainz,DE,94,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383272, 1796383275, 1796383261, 1796383256, 1796383272]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357583,"POLYGON ((8.2364661 49.9847996, 8.2365905 49.9848296, 8.2366754 49.9846843, 8.236551 49.9846543, 8.2364661 49.9847996))",Mainz,DE,26,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383046, 1796383052, 1796383032, 1796383027, 1796383046]",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357585,"POLYGON ((8.2383617 49.9857739, 8.2384658 49.9857991, 8.2385347 49.9856812, 8.2384306 49.985656, 8.2383617 49.9857739))",Mainz,DE,2,55128,Wilhelm-Schrohe-Straße,,,,,,,,,,,residential,"[1796383197, 4413100504, 4413100501, 1796383176, 1796383197]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357586,"POLYGON ((8.2473709 49.9874629, 8.2475106 49.9874985, 8.2475492 49.9874321, 8.2475589 49.9874173, 8.2474207 49.9873821, 8.2473709 49.9874629))",Mainz,DE,140,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383504, 1796383509, 8691149800, 1796383499, 1796383496, 1796383504]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357588,"POLYGON ((8.2371555 49.9849072, 8.2372117 49.9848111, 8.2370947 49.9847828, 8.2370385 49.984879, 8.2371555 49.9849072))",Mainz,DE,34,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383064, 1796383049, 1796383044, 1796383059, 1796383064]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357589,"POLYGON ((8.2481027 49.987541, 8.2482185 49.987569, 8.2482673 49.9874856, 8.2481515 49.9874576, 8.2481027 49.987541))",Mainz,DE,146,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383514, 1796383516, 1796383507, 1796383502, 1796383514]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357590,"POLYGON ((8.2405183 49.9863051, 8.2406456 49.9863358, 8.2407002 49.9862424, 8.2405729 49.9862117, 8.2405183 49.9863051))",Mainz,DE,36,55128,Wilhelm-Schrohe-Straße,,,,,,,,,,,residential,"[1796383274, 1796383278, 1796383264, 1796383258, 1796383274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357591,"POLYGON ((8.2436066 49.9864668, 8.2437316 49.986497, 8.2437826 49.9864098, 8.2436576 49.9863796, 8.2436066 49.9864668))",Mainz,DE,102,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383313, 1796383319, 1796383294, 1796383289, 1796383313]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357592,"POLYGON ((8.2470828 49.9873267, 8.2472009 49.9873552, 8.247265 49.9872456, 8.2471469 49.987217, 8.2470828 49.9873267))",Mainz,DE,136,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383491, 1796383493, 1796383481, 1796383461, 1796383491]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357593,"POLYGON ((8.241868 49.9868978, 8.2417783 49.9868747, 8.24171 49.9869844, 8.2417997 49.9870075, 8.241868 49.9868978))",Mainz,DE,74,55128,Wilhelm-Schrohe-Straße,,,,,,,,,,,residential,"[4413100536, 1796383388, 1796383415, 4413100537, 4413100536]",2,2,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357595,"POLYGON ((8.2401275 49.986183, 8.2402496 49.9862131, 8.24031 49.9861116, 8.240188 49.9860815, 8.2401275 49.986183))",Mainz,DE,30,55128,Wilhelm-Schrohe-Straße,,,,,,,,,,,residential,"[1796383255, 1796383260, 1796383246, 1796383232, 1796383255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357598,"POLYGON ((8.2433594 49.9865044, 8.2434768 49.9865328, 8.2435272 49.9864465, 8.2434099 49.9864181, 8.2433594 49.9865044))",Mainz,DE,100,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383320, 1796383333, 1796383303, 1796383299, 1796383320]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357599,"POLYGON ((8.2364367 49.9847331, 8.236492 49.9846384, 8.2363739 49.9846099, 8.2363186 49.9847046, 8.2364367 49.9847331))",Mainz,DE,24,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383039, 1796383024, 1796383022, 1796383036, 1796383039]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357604,"POLYGON ((8.2466285 49.9872366, 8.2467443 49.9872633, 8.2468114 49.9871429, 8.2466956 49.9871162, 8.2466285 49.9872366))",Mainz,DE,132,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383459, 1796383469, 1796383444, 1796383433, 1796383459]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357605,"POLYGON ((8.2385458 49.9849922, 8.2386143 49.9850088, 8.2386533 49.9849412, 8.2385858 49.9849252, 8.2385458 49.9849922))",Mainz,DE,45,55128,Anzengasse,,,,,,,,,,,residential,"[1796383083, 1796383085, 1796383070, 1796383068, 1796383083]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357607,"POLYGON ((8.2489508 49.9877878, 8.2490934 49.9878223, 8.2491615 49.9877057, 8.249019 49.9876712, 8.2489508 49.9877878))",Mainz,DE,154,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383530, 1796383531, 1796383525, 1796383524, 1796383530]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357608,"POLYGON ((8.2487477 49.9877181, 8.2488662 49.9877468, 8.2489239 49.9876481, 8.2488054 49.9876194, 8.2487477 49.9877181))",Mainz,DE,152,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383527, 1796383529, 1796383522, 1796383520, 1796383527]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357613,"POLYGON ((8.2485182 49.9877132, 8.2486411 49.9877428, 8.2487237 49.9876015, 8.2486009 49.9875718, 8.2485182 49.9877132))",Mainz,DE,150,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383526, 1796383528, 1796383517, 1796383515, 1796383526]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357615,"POLYGON ((8.2439676 49.9866208, 8.2440945 49.9866514, 8.2441614 49.9865369, 8.2440345 49.9865063, 8.2439676 49.9866208))",Mainz,DE,106,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383344, 1796383347, 1796383322, 1796383314, 1796383344]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357617,"POLYGON ((8.2386134 49.9853467, 8.2387221 49.985373, 8.2388259 49.9851953, 8.2387172 49.9851691, 8.2386134 49.9853467))",Mainz,DE,52,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383126, 1796383129, 1796383105, 1796383102, 1796383126]",2,1,,,many,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357618,"POLYGON ((8.23983 49.9855535, 8.2398824 49.9854637, 8.2397819 49.9854394, 8.2397295 49.9855292, 8.23983 49.9855535))",Mainz,DE,66,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383164, 1796383148, 1796383146, 1796383162, 1796383164]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357620,"POLYGON ((8.2391746 49.9853617, 8.2392174 49.9852884, 8.2391129 49.9852632, 8.2390694 49.9853362, 8.2391256 49.9853499, 8.2391746 49.9853617))",Mainz,DE,58,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383128, 1796383118, 1796383113, 1796383123, 2556178926, 1796383128]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357621,"POLYGON ((8.2403612 49.9856733, 8.2404099 49.98559, 8.240293 49.9855617, 8.2402445 49.9856444, 8.2402972 49.9856584, 8.2403612 49.9856733))",Mainz,DE,72,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383181, 1796383169, 1796383166, 1796383174, 2556179213, 1796383181]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357623,"POLYGON ((8.2379983 49.9850849, 8.2381306 49.9851168, 8.2381795 49.9850331, 8.2380472 49.9850011, 8.2379983 49.9850849))",Mainz,DE,46,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383092, 1796383095, 1796383089, 1796383084, 1796383092]",2,2,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357624,"POLYGON ((8.2438011 49.9865262, 8.2439239 49.9865559, 8.2439812 49.9864579, 8.2438584 49.9864282, 8.2438011 49.9865262))",Mainz,DE,104,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383332, 1796383338, 1796383311, 1796383302, 1796383332]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357625,"POLYGON ((8.238885 49.9852895, 8.2389273 49.9852171, 8.2388635 49.9852017, 8.2388211 49.9852741, 8.238885 49.9852895))",Mainz,DE,54,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383119, 1796383110, 1796383107, 1796383115, 1796383119]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357626,"POLYGON ((8.2397229 49.9863406, 8.2398691 49.9863721, 8.2399205 49.9862734, 8.2397742 49.986242, 8.2397229 49.9863406))",Mainz,DE,39,55128,Wilhelm-Schrohe-Straße,,,,,,,,,,,residential,"[1796383280, 1796383286, 1796383269, 1796383262, 1796383280]",1,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357627,"POLYGON ((8.239094 49.9858189, 8.2390044 49.9857977, 8.2389473 49.9858982, 8.2390374 49.98592, 8.239094 49.9858189))",Mainz,DE,12,55128,Wilhelm-Schrohe-Straße,,,,,,,,,,,residential,"[1796383207, 4413100503, 4413100506, 1796383220, 1796383207]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357628,"POLYGON ((8.2431495 49.9868939, 8.2432703 49.9869231, 8.2433284 49.9868239, 8.2432076 49.9867947, 8.2431495 49.9868939))",Mainz,DE,15a,55128,Albert-Schweitzer-Straße,,,,,,,,,,,residential,"[1796383386, 1796383393, 1796383371, 1796383368, 1796383386]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357629,"POLYGON ((8.2393846 49.9853434, 8.2392785 49.985318, 8.2392319 49.9853976, 8.2393361 49.9854228, 8.2393846 49.9853434))",Mainz,DE,60,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383124, 1796383122, 1796383135, 1796383136, 1796383124]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357630,"POLYGON ((8.2379442 49.9851861, 8.2380398 49.9852092, 8.238067 49.9851626, 8.2379714 49.9851395, 8.2379442 49.9851861))",,,,,,,,,,,,,,,,residential,"[1796383104, 1796383109, 1796383100, 1796383099, 1796383104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357631,"POLYGON ((8.2382235 49.9854818, 8.2381696 49.9855741, 8.2383373 49.9856146, 8.2383912 49.9855223, 8.2382235 49.9854818))",Mainz,DE,47,55128,Anzengasse,,,,,,,,,,,residential,"[1796383156, 4442016470, 4442016471, 1796383160, 1796383156]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357632,"POLYGON ((8.2394774 49.9852025, 8.2396152 49.9852358, 8.2396602 49.9851587, 8.2395224 49.9851254, 8.2394774 49.9852025))",Mainz,DE,39,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383108, 4445849299, 4445849296, 1796383098, 1796383108]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357633,"POLYGON ((8.2396576 49.9863792, 8.2396264 49.9864372, 8.2398039 49.9864767, 8.2398351 49.9864187, 8.2396576 49.9863792))",Mainz,DE,41,55128,Wilhelm-Schrohe-Straße,,,,,,,,,,,residential,"[1796383288, 4413100531, 4413100533, 1796383293, 1796383288]",1,2,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357634,"POLYGON ((8.2478807 49.9874758, 8.2480184 49.9875091, 8.2480623 49.987434, 8.2479246 49.9874008, 8.2478807 49.9874758))",Mainz,DE,144,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383506, 1796383510, 1796383501, 1796383497, 1796383506]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357635,"POLYGON ((8.2396785 49.9855091, 8.2397254 49.9854288, 8.2395955 49.9853974, 8.2395486 49.9854777, 8.2396785 49.9855091))",Mainz,DE,64,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383158, 1796383137, 1796383134, 1796383155, 1796383158]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357636,"POLYGON ((8.2399397 49.9861382, 8.2401275 49.986183, 8.240188 49.9860815, 8.2399992 49.9860363, 8.2399397 49.9861382))",Mainz,DE,28,55128,Wilhelm-Schrohe-Straße,,,,,,,,,,,residential,"[1796383251, 1796383255, 1796383232, 1796383228, 1796383251]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357639,"POLYGON ((8.2430057 49.9863248, 8.2431329 49.9863556, 8.2431857 49.9862652, 8.2430585 49.9862345, 8.2430057 49.9863248))",Mainz,DE,96,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383279, 1796383283, 1796383270, 1796383265, 1796383279]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357640,"POLYGON ((8.2465832 49.9871534, 8.2464593 49.9871252, 8.2463944 49.987243, 8.2465184 49.9872712, 8.2465832 49.9871534))",Mainz,DE,130b,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383458, 1796383450, 1796383483, 1796383486, 1796383458]",2,2,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357641,"POLYGON ((8.2476322 49.9874698, 8.2477612 49.987501, 8.247816 49.9874072, 8.2476871 49.987376, 8.2476322 49.9874698))",Mainz,DE,142,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383503, 1796383508, 1796383498, 1796383495, 1796383503]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357643,"POLYGON ((8.2374537 49.9849471, 8.2375008 49.9848665, 8.237313 49.9848211, 8.2372659 49.9849018, 8.2374537 49.9849471))",Mainz,DE,36,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383075, 1796383057, 1796383051, 1796383062, 1796383075]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357645,"POLYGON ((8.246751 49.9876035, 8.2469144 49.987643, 8.2469904 49.987513, 8.246827 49.9874735, 8.246751 49.9876035))",Mainz,DE,136a,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383519, 1796383523, 1796383512, 1796383505, 1796383519]",2,2,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357647,"POLYGON ((8.2363739 49.9846099, 8.2362591 49.9845822, 8.2362034 49.9846775, 8.2363186 49.9847046, 8.2363739 49.9846099))",Mainz,DE,22,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383022, 1796383020, 1796383031, 1796383036, 1796383022]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357651,"POLYGON ((8.2381839 49.9848799, 8.2383203 49.9849129, 8.2383654 49.9848357, 8.238229 49.9848027, 8.2381839 49.9848799))",Mainz,DE,32,55128,Anzengasse,,,,,,,,,,,residential,"[1796383060, 1796383066, 1796383054, 1796383047, 1796383060]",2,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
way,168357654,"POLYGON ((8.2407939 49.9857794, 8.2409098 49.9858072, 8.2409551 49.9857288, 8.2408391 49.985701, 8.2407939 49.9857794))",Mainz,DE,80,55128,Draiser Straße,,,,,,,,,,,residential,"[1796383199, 1796383205, 1796383191, 1796383183, 1796383199]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,
