osmid,y,x,street_count,ref,highway,geometry
9013966342,49.483955,7.722527,1,,,POINT (7.722527 49.483955)
9013966343,49.48385,7.7247246,3,,,POINT (7.7247246 49.48385)
9013966347,49.4842673,7.7242649,1,,,POINT (7.7242649 49.4842673)
9013966350,49.4840642,7.7244747,3,,,POINT (7.7244747 49.4840642)
9013966355,49.4844483,7.7247105,1,,,POINT (7.7247105 49.4844483)
9033761293,49.4292554,7.6660391,3,,,POINT (7.6660391 49.4292554)
9033761300,49.4290978,7.6650331,1,,,POINT (7.6650331 49.4290978)
9047051791,49.4542776,7.7862731,3,,,POINT (7.7862731 49.4542776)
9047051794,49.4540133,7.7854763,1,,,POINT (7.7854763 49.4540133)
9047064420,49.4548088,7.7879263,3,,,POINT (7.7879263 49.4548088)
9047064422,49.4545213,7.7871237,1,,,POINT (7.7871237 49.4545213)
9047064426,49.455223,7.7875481,3,,,POINT (7.7875481 49.455223)
9052941344,49.438626,7.662677,3,,,POINT (7.662677 49.438626)
9052941355,49.4382549,7.6627586,3,,,POINT (7.6627586 49.4382549)
9052941361,49.4371554,7.6659322,1,,,POINT (7.6659322 49.4371554)
9056080980,49.462456,7.6914475,3,,,POINT (7.6914475 49.462456)
9056080981,49.4624437,7.6922405,1,,,POINT (7.6922405 49.4624437)
9060317502,49.4595978,7.8183664,3,,,POINT (7.8183664 49.4595978)
9060432105,49.4584577,7.7895159,1,,,POINT (7.7895159 49.4584577)
9065164425,49.4701311,7.7617474,3,,,POINT (7.7617474 49.4701311)
9065164435,49.4709254,7.7608637,3,,,POINT (7.7608637 49.4709254)
9065164437,49.4709627,7.7613216,3,,,POINT (7.7613216 49.4709627)
9065164440,49.4708773,7.7615855,3,,,POINT (7.7615855 49.4708773)
9065201341,49.4662368,7.6923052,1,,,POINT (7.6923052 49.4662368)
9065252174,49.4779135,7.7092997,3,,,POINT (7.7092997 49.4779135)
9065252177,49.4782024,7.7088,1,,,POINT (7.7088 49.4782024)
9065252178,49.478156,7.7096034,3,,,POINT (7.7096034 49.478156)
9065252181,49.4783743,7.7091756,1,,,POINT (7.7091756 49.4783743)
9065699777,49.443312,7.7230295,3,,,POINT (7.7230295 49.443312)
9065699783,49.4440629,7.7230974,3,,,POINT (7.7230974 49.4440629)
9065808750,49.4403681,7.7885256,3,,,POINT (7.7885256 49.4403681)
9065808756,49.4403738,7.7874435,1,,,POINT (7.7874435 49.4403738)
9067328982,49.4427359,7.7393606,3,,,POINT (7.7393606 49.4427359)
9067328984,49.4432956,7.7390275,3,,,POINT (7.7390275 49.4432956)
9069108334,49.432277,7.7557691,3,,,POINT (7.7557691 49.432277)
9069108337,49.4327583,7.7553892,1,,,POINT (7.7553892 49.4327583)
9069179305,49.4656388,7.6997172,3,,,POINT (7.6997172 49.4656388)
9069315037,49.4484037,7.8248383,3,,,POINT (7.8248383 49.4484037)
9069315044,49.4493907,7.8285974,3,,,POINT (7.8285974 49.4493907)
9069404209,49.4485716,7.771183,3,,,POINT (7.771183 49.4485716)
9069404211,49.4484912,7.7705077,1,,,POINT (7.7705077 49.4484912)
9069419090,49.4772451,7.7132495,3,,,POINT (7.7132495 49.4772451)
9069419098,49.4782093,7.7129,3,,,POINT (7.7129 49.4782093)
9072365526,49.4439619,7.7865193,3,,,POINT (7.7865193 49.4439619)
9072365530,49.4439601,7.7856508,1,,,POINT (7.7856508 49.4439601)
9072644841,49.431606,7.6797616,3,,,POINT (7.6797616 49.431606)
9072644843,49.4320154,7.6795916,1,,,POINT (7.6795916 49.4320154)
9073037140,49.4503073,7.7838322,1,,,POINT (7.7838322 49.4503073)
9177742179,49.4422271,7.6747844,1,,,POINT (7.6747844 49.4422271)
9177742183,49.4427887,7.6748434,1,,,POINT (7.6748434 49.4427887)
9177742191,49.4423073,7.676222,3,,,POINT (7.676222 49.4423073)
9177742192,49.4421918,7.6762576,3,,,POINT (7.6762576 49.4421918)
9187287701,49.4470226,7.7770416,3,,,POINT (7.7770416 49.4470226)
9187287702,49.4470953,7.7771924,1,,,POINT (7.7771924 49.4470953)
9193340129,49.4429125,7.7525172,3,,,POINT (7.7525172 49.4429125)
9267713333,49.4506194,7.7910608,1,,,POINT (7.7910608 49.4506194)
9267713349,49.4517441,7.7899691,1,,,POINT (7.7899691 49.4517441)
9450555403,49.4546053,7.7721517,1,,,POINT (7.7721517 49.4546053)
9450555409,49.4544152,7.7722489,3,,,POINT (7.7722489 49.4544152)
9542695440,49.4537991,7.747106,1,,,POINT (7.747106 49.4537991)
9542829220,49.4409839,7.728412,1,,,POINT (7.728412 49.4409839)
9542829222,49.4409682,7.7267982,1,,,POINT (7.7267982 49.4409682)
9542829236,49.4385094,7.7248678,4,,,POINT (7.7248678 49.4385094)
9542829237,49.4384801,7.7246435,3,,,POINT (7.7246435 49.4384801)
