u,v,key,osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,bridge,geometry,name,service,junction,access,width,tunnel,area
262719365,7153596841,0,765940191,False,2,K 13,tertiary,,True,31.66,,"LINESTRING (7.8196715 49.4522119, 7.8201078 49.452187)",Ludwigshafener Straße,,,,,,
262719365,9758874941,0,1062260332,False,3,K 13,tertiary,,False,48.439,,"LINESTRING (7.8196715 49.4522119, 7.8190039 49.4522495)",Ludwigshafener Straße,,,,,,
262719365,848262690,0,765940192,True,1,,motorway_link,,False,21.564999999999998,,"LINESTRING (7.8196715 49.4522119, 7.8197048 49.4522332, 7.8197323 49.452262, 7.819753 49.4522916, 7.8197698 49.4523265, 7.8197857 49.4523862)",,,,,,,
262719373,502360,0,"[329122497, 217187267, 554341489, 554341490, 61327326]",True,"['4', '3']",A 6,motorway,none,False,1791.5740000000003,yes,"LINESTRING (7.8206501 49.4528358, 7.8218624 49.4526342, 7.8225446 49.4525352, 7.8231475 49.4524686, 7.8233216 49.4524517, 7.8236082 49.4524238, 7.824676 49.4523352, 7.825119 49.452306, 7.8260337 49.4522849, 7.8272219 49.4522775, 7.8281315 49.4522988, 7.8295362 49.45238, 7.8303835 49.4524552, 7.8309551 49.4525209, 7.831934 49.4526654, 7.8333704 49.4529165, 7.8344714 49.4531626, 7.8353292 49.4533785, 7.8360183 49.4535765, 7.8422182 49.455595, 7.8441081 49.4562098)",,,,,,,
262921698,262921703,0,28955802,True,1,B 270,trunk_link,70,False,82.51,,"LINESTRING (7.6995129 49.4709858, 7.6994855 49.4708495, 7.6994749 49.4707933, 7.699436 49.4707365, 7.6993916 49.4706913, 7.6993279 49.4706488, 7.6992143 49.4706025, 7.6990685 49.4705804, 7.6989283 49.4705643, 7.6987862 49.4705385)",,,,,,,
262921698,318338010,0,480797250,True,1,B 270,trunk,70,False,95.85,,"LINESTRING (7.6995129 49.4709858, 7.6996064 49.4705458, 7.6996696 49.47013)",,,,,,,
262921703,7154751010,0,"[24282260, 480797260]",False,"['3', '2']",B 270,trunk_link,50,False,225.888,,"LINESTRING (7.6987862 49.4705385, 7.6986378 49.4705526, 7.6984952 49.4705815, 7.6983279 49.4706497, 7.698198 49.4707468, 7.6981133 49.4708409, 7.698037 49.47095, 7.6977678 49.4714633, 7.6975721 49.4718739, 7.6975505 49.4719265, 7.6975303 49.4719913, 7.6975202 49.4720336, 7.697508 49.4720982, 7.697504 49.4721474, 7.6975067 49.4721875, 7.6975141 49.4722206, 7.6975216 49.4722478)",,,,,,,
262921703,318338010,0,28953427,True,1,B 270,trunk_link,50,False,84.46600000000001,,"LINESTRING (7.6987862 49.4705385, 7.6989577 49.470526, 7.6990827 49.4705138, 7.6992269 49.4704821, 7.6993185 49.4704489, 7.6994553 49.4703753, 7.6995426 49.470291, 7.6996038 49.4702248, 7.6996696 49.47013)",,,,,,,
262946372,262946373,0,7022503,False,,,residential,,False,13.196,,"LINESTRING (7.7881832 49.4526267, 7.788092 49.4527295)",Hertelsbrunnenring,,,,,,
262946372,1812307066,0,75003968,True,2,L 395,secondary,50,False,268.863,,"LINESTRING (7.7881832 49.4526267, 7.7883195 49.4526713, 7.7885519 49.452752, 7.7896131 49.4531191, 7.790264 49.453351, 7.7913085 49.453742, 7.7914415 49.4537922)",Mainzer Straße,,,,,,
262946373,262946372,0,7022503,False,,,residential,,True,13.196,,"LINESTRING (7.788092 49.4527295, 7.7881832 49.4526267)",Hertelsbrunnenring,,,,,,
262946373,1143726629,0,170080479,False,,,residential,,False,20.559,,"LINESTRING (7.788092 49.4527295, 7.7880677 49.4527576, 7.7880238 49.4528029, 7.7879981 49.4528305, 7.7879456 49.452888)",Hertelsbrunnenring,,,,,,
262946373,27304911,0,1155447467,True,3,L 395,secondary,50,False,85.939,,"LINESTRING (7.788092 49.4527295, 7.7876782 49.4525832, 7.7871912 49.4524071, 7.7870511 49.4523561)",Mainzer Straße,,,,,,
262946379,276580474,0,25375731,False,,,residential,,False,39.632999999999996,,"LINESTRING (7.7862676 49.4545893, 7.7861084 49.4546263, 7.7857507 49.4547082)",Adam-Hoffmann-Straße,,,,,,
262946379,262946380,0,25715939,False,,,residential,,False,112.051,,"LINESTRING (7.7862676 49.4545893, 7.7864157 49.4547085, 7.7869452 49.4549482, 7.7873645 49.4551381, 7.7874931 49.455198)",Hertelsbrunnenring,,,,,,
262946379,9047051791,0,25715939,False,,,residential,,True,35.429,,"LINESTRING (7.7862676 49.4545893, 7.7862234 49.4544495, 7.7862411 49.4543396, 7.7862731 49.4542776)",Hertelsbrunnenring,,,,,,
262946380,9047064426,0,25715939,False,,,residential,,False,4.851,,"LINESTRING (7.7874931 49.455198, 7.7875481 49.455223)",Hertelsbrunnenring,,,,,,
262946380,2068461567,0,25375732,False,,,residential,,False,94.28800000000001,,"LINESTRING (7.7874931 49.455198, 7.7872067 49.4555364, 7.7868771 49.4559454)",Hölzengraben,,,,,,
262946380,262946379,0,25715939,False,,,residential,,True,112.051,,"LINESTRING (7.7874931 49.455198, 7.7873645 49.4551381, 7.7869452 49.4549482, 7.7864157 49.4547085, 7.7862676 49.4545893)",Hertelsbrunnenring,,,,,,
262946382,1136052994,0,"[98200769, 25375733]",False,,,"['residential', 'service']",,False,347.652,,"LINESTRING (7.7892078 49.4556264, 7.7888768 49.4562675, 7.7887639 49.4563607, 7.7886423 49.4564579, 7.7885554 49.4566274, 7.7885596 49.4567137, 7.7885931 49.4567897, 7.7886406 49.4568292, 7.7887073 49.4568553, 7.7900339 49.4571456, 7.7902371 49.4567949, 7.7904602 49.456695, 7.7906037 49.456409)",Hertelsbrunnenring,driveway,,,,,
262946382,1136053336,0,25715939,False,,,residential,,False,49.854000000000006,,"LINESTRING (7.7892078 49.4556264, 7.7895992 49.4557138, 7.7896698 49.4557296, 7.7897152 49.4557397, 7.7898601 49.4557721)",Hertelsbrunnenring,,,,,,
262946382,9047064426,0,25715939,False,,,residential,,True,128.457,,"LINESTRING (7.7892078 49.4556264, 7.789005 49.4555822, 7.7884667 49.4554649, 7.7881004 49.4553843, 7.7878191 49.4553224, 7.7876317 49.4552609, 7.7875481 49.455223)",Hertelsbrunnenring,,,,,,
262946383,1136053636,0,25375734,False,,,residential,,False,49.784,,"LINESTRING (7.7909967 49.4560248, 7.7907778 49.4564493)",Hertelsbrunnenring,,,,,,
262946383,7536151156,0,25715939,False,,,residential,,False,26.679,,"LINESTRING (7.7909967 49.4560248, 7.7913457 49.4561029)",Hertelsbrunnenring,,,,,,
262946383,1136053336,0,25715939,False,,,residential,,True,86.826,,"LINESTRING (7.7909967 49.4560248, 7.7898601 49.4557721)",Hertelsbrunnenring,,,,,,
262946386,17053752,0,25715939,False,,,residential,,False,35.889,,"LINESTRING (7.7962606 49.4570155, 7.7967431 49.4570917)",Hertelsbrunnenring,,,,,,
262946386,2068461617,0,25715939,False,,,residential,,True,178.552,,"LINESTRING (7.7962606 49.4570155, 7.793862 49.4566314)",Hertelsbrunnenring,,,,,,
262946386,17053801,0,98200753,False,,,service,,True,93.97200000000001,,"LINESTRING (7.7962606 49.4570155, 7.7963728 49.4568998, 7.7967203 49.4569506, 7.7968431 49.4569519, 7.7969279 49.4569253, 7.7970945 49.4568183, 7.7973545 49.4568899)",,driveway,,,,,
263006461,260558893,0,24026299,True,,,residential,30,False,24.261999999999997,,"LINESTRING (7.7762876 49.4406734, 7.7763681 49.4406888, 7.7764427 49.4407138, 7.7765087 49.4407474, 7.7765637 49.4407886)",Adolph-Kolping-Platz,,roundabout,,,,
263006461,260558906,0,24288985,False,,,residential,30,False,117.649,,"LINESTRING (7.7762876 49.4406734, 7.7765608 49.4397041, 7.7765801 49.4396326)",Friedrichstraße,,,,,,
263006462,263006463,0,1169865730,False,,,residential,30,False,12.476,,"LINESTRING (7.776764 49.439015, 7.7768102 49.4389069)",Friedrichstraße,,,,,,
263006462,139466291,0,"[1169009362, 45204310]",True,"['3', '2']",B 37,primary,50,False,357.15200000000004,,"LINESTRING (7.776764 49.439015, 7.7766042 49.4389755, 7.7762797 49.4388966, 7.7754619 49.4386931, 7.774519 49.4384703, 7.7741971 49.4383791, 7.7736748 49.4381924, 7.7730907 49.4379915, 7.7726861 49.4378831, 7.7724455 49.4378274, 7.7723581 49.4377948, 7.7722403 49.4377438)",Barbarossastraße,,,,,,
263006462,260558906,0,"[1169865729, 24288985]",False,3,,residential,30,True,69.95299999999999,,"LINESTRING (7.776764 49.439015, 7.7767419 49.4390959, 7.7767321 49.4391281, 7.7766797 49.4392992, 7.7766315 49.4394566, 7.7765996 49.4395608, 7.7765928 49.4395859, 7.7765801 49.4396326)",Friedrichstraße,,,,,,
263006463,263006462,0,1169865730,False,,,residential,30,True,12.476,,"LINESTRING (7.7768102 49.4389069, 7.776764 49.439015)",Friedrichstraße,,,,,,
263006463,260558881,0,"[67522057, 1169865734]",True,"['3', '2']",B 37,primary,50,False,246.35199999999998,,"LINESTRING (7.7768102 49.4389069, 7.7769827 49.4389432, 7.778433 49.4392915, 7.7793292 49.4395109, 7.7797822 49.4396195, 7.7798311 49.4396311, 7.7800062 49.4396743)",Barbarossastraße,,,,,,
263006465,4458001876,0,24288988,False,,,residential,,True,66.503,,"LINESTRING (7.7719442 49.4387244, 7.7720309 49.4387437, 7.7727392 49.43888, 7.7728243 49.4388979)",Augustastraße,,,,,,
263006465,2472406565,0,26777321,True,,,residential,30,False,40.123000000000005,,"LINESTRING (7.7719442 49.4387244, 7.7718557 49.4387078, 7.7714 49.4386553)",Parkstraße,,,,,,
263006465,270590847,0,32932422,False,,,residential,30,False,74.861,,"LINESTRING (7.7719442 49.4387244, 7.7719316 49.4387669, 7.7718866 49.4389404, 7.7717626 49.4393462, 7.7717505 49.4393857)",Eisenbahnstraße,,,,,,
263006465,139466291,0,32932422,False,,,residential,30,True,111.12299999999999,,"LINESTRING (7.7719442 49.4387244, 7.7719523 49.4386928, 7.7719888 49.4385792, 7.7721934 49.4379048, 7.7722046 49.4378683, 7.7722403 49.4377438)",Eisenbahnstraße,,,,,,
263006467,263006469,0,24904534,True,,,residential,30,False,128.106,,"LINESTRING (7.7676845 49.4382141, 7.7676052 49.4381948, 7.7661209 49.4380295, 7.7659424 49.4380095)",Parkstraße,,,,,,
263006467,269894291,0,24904591,False,,,residential,30,False,76.235,,"LINESTRING (7.7676845 49.4382141, 7.7676507 49.4382803, 7.767582 49.4384145, 7.7673747 49.4388256, 7.7673547 49.4388653)",Richard-Wagner-Straße,,,,,,
263006467,263006492,0,24904591,False,,,residential,30,True,93.69999999999999,,"LINESTRING (7.7676845 49.4382141, 7.767704 49.4381753, 7.7679859 49.4376133, 7.7680106 49.4375643, 7.7680869 49.4374131)",Richard-Wagner-Straße,,,,,,
263006469,263006470,0,54378280,False,,,residential,30,False,59.234,,"LINESTRING (7.7659424 49.4380095, 7.7657069 49.4379924, 7.7651347 49.4379224)",Parkstraße,,,,,,
263006469,263006489,0,165310768,False,2,,tertiary,50,False,87.35799999999999,,"LINESTRING (7.7659424 49.4380095, 7.7657594 49.4381423, 7.7651757 49.4385536, 7.765126 49.4385886)",Rudolf-Breitscheid-Straße,,,,,,
263006469,1721713440,0,165310768,False,2,,tertiary,50,True,80.648,,"LINESTRING (7.7659424 49.4380095, 7.7660806 49.4379068, 7.7666662 49.4374577)",Rudolf-Breitscheid-Straße,,,,,,
263006470,263006490,0,24288996,False,,,living_street,,False,114.19,,"LINESTRING (7.7651347 49.4379224, 7.765148 49.4378777, 7.7653778 49.4370998, 7.7654205 49.4369632, 7.7654357 49.4369143)",Werkstättestraße,,,,,,
263006470,263006472,0,54378280,False,,,residential,30,False,80.732,,"LINESTRING (7.7651347 49.4379224, 7.7642288 49.4378196, 7.7640327 49.4378079)",Parkstraße,,,,,,
263006470,263006469,0,54378280,False,,,residential,30,True,59.234,,"LINESTRING (7.7651347 49.4379224, 7.7657069 49.4379924, 7.7659424 49.4380095)",Parkstraße,,,,,,
263006472,263006473,0,54378280,False,,,residential,30,False,29.091,,"LINESTRING (7.7640327 49.4378079, 7.7636375 49.4377589)",Parkstraße,,,,,,
263006472,271151778,0,24288990,False,,,residential,30,False,84.911,,"LINESTRING (7.7640327 49.4378079, 7.7640635 49.4378624, 7.7640971 49.4379219, 7.7644856 49.4385123)",Schumannstraße,,,,,,
263006472,263006484,0,24288992,False,,,living_street,,False,74.158,,"LINESTRING (7.7640327 49.4378079, 7.7640244 49.4377657, 7.7640164 49.4377244, 7.7642545 49.4371626)",Trippstadter Straße,,,,,,
263006472,263006470,0,54378280,False,,,residential,30,True,80.732,,"LINESTRING (7.7640327 49.4378079, 7.7642288 49.4378196, 7.7651347 49.4379224)",Parkstraße,,,,,,
263006473,263006472,0,54378280,False,,,residential,30,True,29.091,,"LINESTRING (7.7636375 49.4377589, 7.7640327 49.4378079)",Parkstraße,,,,,,
263006473,263006480,0,24288989,False,,,residential,30,False,70.34100000000001,,"LINESTRING (7.7636375 49.4377589, 7.7636436 49.4378145, 7.7636468 49.4378566, 7.7634417 49.4383744)",Trippstadter Straße,,,,,,
263006473,1191126387,0,54378280,False,,,residential,30,False,26.741,,"LINESTRING (7.7636375 49.4377589, 7.7635832 49.4377408, 7.7633084 49.4376492)",Parkstraße,,,,,,
263006473,263006479,0,373662137,False,,,living_street,,True,53.726,,"LINESTRING (7.7636375 49.4377589, 7.7636565 49.4377158, 7.7638281 49.4373276, 7.763842 49.4372944)",Trippstadter Straße,,,,,,
263006476,1191126387,0,54378280,False,,,residential,30,True,113.852,,"LINESTRING (7.7619067 49.4371828, 7.7633084 49.4376492)",Parkstraße,,,,,,
263006476,263006487,0,24288994,False,,,residential,30,False,85.41900000000001,,"LINESTRING (7.7619067 49.4371828, 7.7619265 49.437157, 7.7624014 49.4365366, 7.7624331 49.4364951)",Pollichstraße,,,,,,
263006476,797095732,0,54378280,False,,,residential,30,False,136.274,,"LINESTRING (7.7619067 49.4371828, 7.761721 49.4371179, 7.7603314 49.4366568, 7.7602317 49.4366212)",Parkstraße,,,,,,
263006478,1191126561,0,373662137,False,,,living_street,,False,10.694,,"LINESTRING (7.7633467 49.4367394, 7.763486 49.4367717)",Trippstadter Straße,,,,,,
263006478,263006487,0,24288993,False,,,residential,30,True,71.521,,"LINESTRING (7.7633467 49.4367394, 7.7631004 49.4366871, 7.7626527 49.4365653, 7.7624753 49.4365086, 7.7624331 49.4364951)",Blücherstraße,,,,,,
263006478,350707,0,67197204,False,,,residential,,True,25.363999999999997,,"LINESTRING (7.7633467 49.4367394, 7.7633701 49.4367041, 7.7634413 49.4365854, 7.7634761 49.4365274)",Trippstadter Straße,,,,,,
263006479,263006484,0,384188628,False,,,living_street,,False,33.233,,"LINESTRING (7.763842 49.4372944, 7.7642545 49.4371626)",Sturmstraße,,,,,,
263006479,263006473,0,373662137,False,,,living_street,,False,53.726,,"LINESTRING (7.763842 49.4372944, 7.7638281 49.4373276, 7.7636565 49.4377158, 7.7636375 49.4377589)",Trippstadter Straße,,,,,,
263006479,1191126561,0,373662137,False,,,living_street,,True,65.52,,"LINESTRING (7.763842 49.4372944, 7.7638474 49.437235, 7.7638251 49.4371825, 7.7637421 49.4370331, 7.7636351 49.4368821, 7.7635709 49.4368112, 7.763486 49.4367717)",Trippstadter Straße,,,,,,
263006480,263006481,0,24288989,False,,,residential,30,False,69.44,,"LINESTRING (7.7634417 49.4383744, 7.7633571 49.4385768, 7.7632221 49.4388927, 7.7631863 49.4389764)",Trippstadter Straße,,,,,,
263006480,263006473,0,24288989,False,,,residential,30,True,70.34100000000001,,"LINESTRING (7.7634417 49.4383744, 7.7636468 49.4378566, 7.7636436 49.4378145, 7.7636375 49.4377589)",Trippstadter Straße,,,,,,
263006480,271151778,0,24288995,False,,,living_street,,False,77.02199999999999,,"LINESTRING (7.7634417 49.4383744, 7.763492 49.438381, 7.7644213 49.4385038, 7.7644856 49.4385123)",Beethovenstraße,,,,,,
263006481,263006480,0,24288989,False,,,residential,30,True,69.44,,"LINESTRING (7.7631863 49.4389764, 7.7632221 49.4388927, 7.7633571 49.4385768, 7.7634417 49.4383744)",Trippstadter Straße,,,,,,
263006481,278041147,0,178127962,False,2,,tertiary,30,True,151.851,,"LINESTRING (7.7631863 49.4389764, 7.7630861 49.438935, 7.7618298 49.438416, 7.7614124 49.4382454)",Pirmasenser Straße,,,,,,
263006481,350716,0,841682079,False,2,,tertiary,30,False,79.34400000000001,,"LINESTRING (7.7631863 49.4389764, 7.7632869 49.4390181, 7.7639446 49.439291, 7.7640047 49.439316, 7.7641114 49.4393602)",Pirmasenser Straße,,,,,,
263006481,278045939,0,841682080,False,,,living_street,,False,48.238,,"LINESTRING (7.7631863 49.4389764, 7.7631654 49.4390272, 7.763014 49.4393955)",Trippstadter Straße,,,,,,
263006482,271151785,0,24952639,False,,,living_street,,False,21.83,,"LINESTRING (7.7647359 49.4388853, 7.7647741 49.4389517, 7.7648416 49.4390692)",Schumannstraße,,,,,,
263006482,271151778,0,60806985,False,,,residential,30,True,45.251999999999995,,"LINESTRING (7.7647359 49.4388853, 7.7646986 49.4388297, 7.7644856 49.4385123)",Schumannstraße,,,,,,
263006482,263006489,0,60806989,False,2,,tertiary,50,True,43.41,,"LINESTRING (7.7647359 49.4388853, 7.7649543 49.4387232, 7.7650947 49.4386131, 7.765126 49.4385886)",Rudolf-Breitscheid-Straße,,,,,,
263006482,350716,0,951654094,False,2,,tertiary,50,False,69.479,,"LINESTRING (7.7647359 49.4388853, 7.7642243 49.4392743, 7.7641858 49.4393036, 7.7641114 49.4393602)",Rudolf-Breitscheid-Straße,,,,,,
263006483,263006490,0,165310767,False,,B 37,primary,50,True,22.667,,"LINESTRING (7.765135 49.4368567, 7.7654357 49.4369143)",Logenstraße,,,,,,
263006483,350707,0,67197205,False,,B 37,primary,30,False,125.52300000000001,,"LINESTRING (7.765135 49.4368567, 7.7638642 49.4366116, 7.7636882 49.4365805, 7.7635792 49.4365591, 7.7635223 49.4365436, 7.7634761 49.4365274)",Logenstraße,,,,,,
263006483,1193996500,0,384188628,False,,,living_street,,True,35.305,,"LINESTRING (7.765135 49.4368567, 7.765047 49.4368885, 7.7647082 49.4370109)",Sturmstraße,,,,,,
263006484,1193996500,0,384188628,False,,,living_street,,False,36.889,,"LINESTRING (7.7642545 49.4371626, 7.7647082 49.4370109)",Sturmstraße,,,,,,
263006484,263006479,0,384188628,False,,,living_street,,True,33.233,,"LINESTRING (7.7642545 49.4371626, 7.763842 49.4372944)",Sturmstraße,,,,,,
263006484,263006472,0,24288992,False,,,living_street,,True,74.158,,"LINESTRING (7.7642545 49.4371626, 7.7640164 49.4377244, 7.7640244 49.4377657, 7.7640327 49.4378079)",Trippstadter Straße,,,,,,
263006485,1152739310,0,23264075,False,,,residential,30,False,25.604,,"LINESTRING (7.76087 49.4358327, 7.7607542 49.4360503)",Karcherstraße,,,,,,
263006485,3636465594,0,67197200,False,,,residential,30,True,127.149,,"LINESTRING (7.76087 49.4358327, 7.7608922 49.435772, 7.7609297 49.4357126, 7.7612687 49.4352419, 7.7613821 49.4350734, 7.7615484 49.4347795)",Karcherstraße,,,,,,
263006485,278045941,0,437862468,False,,,residential,30,False,20.901,,"LINESTRING (7.76087 49.4358327, 7.7609353 49.4358593, 7.7611172 49.4359301)",Blücherstraße,,,,,,
263006487,263006478,0,24288993,False,,,residential,30,False,71.521,,"LINESTRING (7.7624331 49.4364951, 7.7624753 49.4365086, 7.7626527 49.4365653, 7.7631004 49.4366871, 7.7633467 49.4367394)",Blücherstraße,,,,,,
263006487,278045941,0,24288993,False,,,residential,30,True,114.063,,"LINESTRING (7.7624331 49.4364951, 7.7623962 49.4364808, 7.7620911 49.4363626, 7.7611172 49.4359301)",Blücherstraße,,,,,,
263006487,263006476,0,24288994,False,,,residential,30,True,85.41900000000001,,"LINESTRING (7.7624331 49.4364951, 7.7624014 49.4365366, 7.7619265 49.437157, 7.7619067 49.4371828)",Pollichstraße,,,,,,
263006489,271151782,0,60806987,True,,,residential,30,False,75.89,,"LINESTRING (7.765126 49.4385886, 7.7652249 49.4386006, 7.7661577 49.438714)",Beethovenstraße,,,,,,
263006489,263006482,0,60806989,False,2,,tertiary,50,False,43.41,,"LINESTRING (7.765126 49.4385886, 7.7650947 49.4386131, 7.7649543 49.4387232, 7.7647359 49.4388853)",Rudolf-Breitscheid-Straße,,,,,,
263006489,271151778,0,60806990,False,,,living_street,,True,47.077,,"LINESTRING (7.765126 49.4385886, 7.7650358 49.4385779, 7.7645611 49.4385202, 7.7644856 49.4385123)",Beethovenstraße,,,,,,
263006489,263006469,0,165310768,False,2,,tertiary,50,True,87.358,,"LINESTRING (7.765126 49.4385886, 7.7651757 49.4385536, 7.7657594 49.4381423, 7.7659424 49.4380095)",Rudolf-Breitscheid-Straße,,,,,,
263006490,263006483,0,165310767,False,,B 37,primary,50,False,22.667,,"LINESTRING (7.7654357 49.4369143, 7.765135 49.4368567)",Logenstraße,,,,,,
263006490,263006470,0,24288996,False,,,living_street,,True,114.19,,"LINESTRING (7.7654357 49.4369143, 7.7654205 49.4369632, 7.7653778 49.4370998, 7.765148 49.4378777, 7.7651347 49.4379224)",Werkstättestraße,,,,,,
263006490,1193995730,0,165310767,False,,B 37,primary,50,True,40.105000000000004,,"LINESTRING (7.7654357 49.4369143, 7.765747 49.4369823, 7.7659651 49.4370214)",Logenstraße,,,,,,
263006492,263006467,0,24904591,False,,,residential,30,False,93.7,,"LINESTRING (7.7680869 49.4374131, 7.7680106 49.4375643, 7.7679859 49.4376133, 7.767704 49.4381753, 7.7676845 49.4382141)",Richard-Wagner-Straße,,,,,,
263006492,270590816,0,32932418,False,,,residential,30,True,52.943,,"LINESTRING (7.7680869 49.4374131, 7.7681494 49.4372867, 7.768168 49.4372492, 7.7683109 49.4369598)",Richard-Wagner-Straße,,,,,,
263006492,350714,0,45073854,False,4,B 37,primary,50,False,86.417,,"LINESTRING (7.7680869 49.4374131, 7.767962 49.4374049, 7.7679105 49.4373977, 7.767841 49.4373881, 7.767141 49.4372536, 7.7669362 49.4372091)",Logenstraße,,,,,,
263006492,151212685,0,319687849,False,2,B 37,primary,50,True,74.093,,"LINESTRING (7.7680869 49.4374131, 7.7682028 49.4374212, 7.7683237 49.4374269, 7.7691086 49.4374634)",Logenstraße,,,,,,
263043407,370275342,0,32872259,False,,,service,,True,187.873,,"LINESTRING (7.7144164 49.3970461, 7.7142051 49.3968908, 7.7140509 49.3969234, 7.7138368 49.3969351, 7.7133796 49.3972391, 7.7132406 49.397344, 7.7132142 49.3973883, 7.7132461 49.397448, 7.713349 49.39759, 7.7133422 49.3977062, 7.7135709 49.3979538)",,driveway,,,,,
263043407,370275342,1,60550841,False,,,residential,30,True,118.89999999999999,,"LINESTRING (7.7144164 49.3970461, 7.7143694 49.3970961, 7.7143112 49.3972183, 7.7142009 49.3973856, 7.7135709 49.3979538)",Zum Jagdhaus,,,,,,
263043407,370275345,0,60550841,False,,,residential,30,False,56.175999999999995,,"LINESTRING (7.7144164 49.3970461, 7.7145375 49.3969978, 7.7150265 49.3969487, 7.7151654 49.3969406)",Zum Jagdhaus,,,,,,
263345455,2266193804,0,24304540,False,,,living_street,,False,72.129,,"LINESTRING (7.7341192 49.4048487, 7.7339383 49.4042108)",Hofdell,,,,,,
263345455,2266193928,0,100131166,False,,,living_street,,False,77.722,,"LINESTRING (7.7341192 49.4048487, 7.7344618 49.4048212, 7.7346811 49.4048002, 7.7347998 49.4047832, 7.73508 49.4047456, 7.7351757 49.4047275)",Fahrlücke,,,,,,
263345455,265641524,0,100131166,False,,,living_street,,True,55.513000000000005,,"LINESTRING (7.7341192 49.4048487, 7.733757 49.4048661, 7.7333547 49.4048418)",Fahrlücke,,,,,,
263345459,2266193804,0,24304540,False,,,living_street,,True,25.52,,"LINESTRING (7.7338743 49.4039851, 7.7339383 49.4042108)",Hofdell,,,,,,
263345459,263345459,0,213194843,False,,,living_street,,False,72.037,,"LINESTRING (7.7338743 49.4039851, 7.7337994 49.4037464, 7.7339527 49.4037321, 7.7339973 49.4037576, 7.734021 49.4038778, 7.7338743 49.4039851)",Hofdell,,,,,,no
263345459,263345459,1,213194843,False,,,living_street,,True,72.037,,"LINESTRING (7.7338743 49.4039851, 7.734021 49.4038778, 7.7339973 49.4037576, 7.7339527 49.4037321, 7.7337994 49.4037464, 7.7338743 49.4039851)",Hofdell,,,,,,no
263345467,265641524,0,100131166,False,,,living_street,,False,28.977,,"LINESTRING (7.7329574 49.404809, 7.7333547 49.4048418)",Fahrlücke,,,,,,
263345467,2266269596,0,23911202,False,,,residential,30,True,77.56,,"LINESTRING (7.7329574 49.404809, 7.7324234 49.404771, 7.7318943 49.4047206)",Fahrlücke,,,,,,
263345467,263345472,0,24304541,False,,,residential,30,False,206.20499999999998,,"LINESTRING (7.7329574 49.404809, 7.7329256 49.404548, 7.7328721 49.4041005, 7.7327553 49.403605, 7.7325862 49.4030467, 7.7325317 49.4029824)",Rambachstraße,,,,,,
263345472,2275175479,0,24304542,False,,,residential,30,False,24.579,,"LINESTRING (7.7325317 49.4029824, 7.7321927 49.4029964)",Im Hoffeld,,,,,,
263345472,263892988,0,24304541,False,,,residential,30,False,172.556,,"LINESTRING (7.7325317 49.4029824, 7.7324395 49.4027665, 7.7321722 49.4014502)",Rambachstraße,,,,,,
263345472,263345467,0,24304541,False,,,residential,30,True,206.20499999999998,,"LINESTRING (7.7325317 49.4029824, 7.7325862 49.4030467, 7.7327553 49.403605, 7.7328721 49.4041005, 7.7329256 49.404548, 7.7329574 49.404809)",Rambachstraße,,,,,,
263345475,2275175479,0,24304542,False,,,residential,30,True,110.536,,"LINESTRING (7.7306673 49.4030499, 7.7321927 49.4029964)",Im Hoffeld,,,,,,
263345475,2275175514,0,100131198,False,,,residential,30,True,5.46,,"LINESTRING (7.7306673 49.4030499, 7.7306679 49.403099)",Brunnenstraße,,,,,,
263345475,263892990,0,100131198,False,,,residential,30,False,118.74400000000001,,"LINESTRING (7.7306673 49.4030499, 7.7306641 49.4022014, 7.7306482 49.4020783, 7.7306186 49.4019844)",Brunnenstraße,,,,,,
263892882,263892887,0,24329364,False,,,living_street,,False,155.25799999999998,,"LINESTRING (7.7238762 49.4029013, 7.7232277 49.4029844, 7.7231516 49.4029491, 7.7230234 49.4025165, 7.7230751 49.4024586, 7.7236771 49.4023894)",Karl-Lambrecht-Straße,,,,,,
263892882,259405704,0,100131078,False,,,residential,30,False,49.753,,"LINESTRING (7.7238762 49.4029013, 7.7237804 49.4025815, 7.723783 49.4024599)",Schlehweg,,,,,,
263892882,1157475957,0,100131078,False,,,residential,30,True,63.766999999999996,,"LINESTRING (7.7238762 49.4029013, 7.7239627 49.4031935, 7.7239986 49.4034684)",Schlehweg,,,,,,
263892887,263892882,0,24329364,False,,,living_street,,True,155.25799999999998,,"LINESTRING (7.7236771 49.4023894, 7.7230751 49.4024586, 7.7230234 49.4025165, 7.7231516 49.4029491, 7.7232277 49.4029844, 7.7238762 49.4029013)",Karl-Lambrecht-Straße,,,,,,
263892887,259405704,0,125604908,False,,,residential,30,False,11.496,,"LINESTRING (7.7236771 49.4023894, 7.7237484 49.4024146, 7.723783 49.4024599)",Schlehweg,,,,,,
263892887,263892889,0,125604908,False,,,residential,30,True,61.96,,"LINESTRING (7.7236771 49.4023894, 7.7236136 49.4023128, 7.7235364 49.4019197, 7.7235558 49.4018469)",Schlehweg,,,,,,
263892889,263892893,0,24329365,False,,,living_street,,True,179.90800000000002,,"LINESTRING (7.7235558 49.4018469, 7.7234239 49.4018301, 7.722876 49.4018943, 7.722812 49.401865, 7.7226955 49.4012062, 7.7227388 49.4011615, 7.7233468 49.4010945)",Heinrich-Schmitt-Straße,,,,,,
