u,v,key,osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,bridge,geometry,name,service,junction,access,width,tunnel,area
1182356546,280847905,0,326998592,False,,,residential,30,False,51.211,,"LINESTRING (7.7409908 49.4467607, 7.7413965 49.4465969, 7.7415903 49.4465154)",Höfflerstraße,,,,,,
1182356635,1182356698,0,102388684,True,2,,residential,,False,46.3,,"LINESTRING (7.7050414 49.4408211, 7.7050894 49.4408686, 7.7052362 49.4409654, 7.7053406 49.4410178, 7.7053622 49.4410286, 7.7054149 49.441055, 7.7055254 49.4410823)",,,,,,,
1182356635,1182356926,0,"[102388688, 484210813]",True,1,,residential,,False,94.66999999999999,,"LINESTRING (7.7050414 49.4408211, 7.705142 49.4408364, 7.705295 49.4409093, 7.7054224 49.4409311, 7.7054641 49.4409382, 7.7056583 49.4409439, 7.7058296 49.440906, 7.7059582 49.4408557, 7.7061105 49.4407671, 7.7062117 49.4407363)",,,,,,,
1182356698,501172,0,367720962,True,2,,tertiary,50,False,12.588999999999999,,"LINESTRING (7.7055254 49.4410823, 7.7055988 49.4410615, 7.7056884 49.4410429)",Opelkreisel,,circular,,,,
1182356787,3715528598,0,367647192,False,,,residential,,True,161.32,,"LINESTRING (7.7018516 49.4416822, 7.6996219 49.4417357)",Opelkreisel,,,,,,
1182356787,3715528574,0,367647208,False,,,residential,,True,23.863999999999997,,"LINESTRING (7.7018516 49.4416822, 7.701857 49.4416414, 7.7018457 49.4414679)",,,,,,,
1182356787,3715528576,0,367647231,False,,,residential,,False,85.973,,"LINESTRING (7.7018516 49.4416822, 7.7022863 49.4416536, 7.7030084 49.4415167)",Opelkreisel,,,,,,
1182356863,3715528256,0,102388683,True,1,,residential,,False,89.083,,"LINESTRING (7.7051678 49.4412802, 7.7051565 49.4411777, 7.7051519 49.4410855, 7.7051355 49.4410188, 7.7050624 49.4409485, 7.7049654 49.4408848, 7.7048932 49.4408472, 7.7047906 49.4407938, 7.7045727 49.4407311, 7.7044815 49.4407083)",,,,,,,
1182356863,1182356698,0,367720962,True,2,,tertiary,50,False,34.324,,"LINESTRING (7.7051678 49.4412802, 7.7052371 49.4412261, 7.7053289 49.441162, 7.7053609 49.4411477, 7.7054028 49.4411288, 7.7055254 49.4410823)",Opelkreisel,,circular,,,,
1182356926,7173170002,0,6016054,True,,,trunk_link,50,False,198.246,,"LINESTRING (7.7062117 49.4407363, 7.706363 49.4406307, 7.7067865 49.4402941, 7.7073456 49.4397961, 7.7076928 49.4394664, 7.7078568 49.4393122)",,,,,,,
1182568901,1182569348,0,102405926,False,,,service,,False,35.645,,"LINESTRING (7.7302308 49.4440749, 7.7297604 49.4439789)",,driveway,,,,,
1182568901,400901921,0,102405934,False,,,service,,True,32.299,,"LINESTRING (7.7302308 49.4440749, 7.7303603 49.4437969)",,driveway,,,,,
1182568901,1182569493,0,102405934,False,,,service,,False,39.573,,"LINESTRING (7.7302308 49.4440749, 7.7302063 49.4441293, 7.7301478 49.4441719, 7.7300929 49.4441757, 7.7297879 49.4441192)",,driveway,,,,,
1182568951,1182569607,0,102405910,False,,,service,,False,30.026,,"LINESTRING (7.7269209 49.4434779, 7.7270067 49.4432137)",,driveway,,,,,
1182568951,1182569073,0,102405959,False,,,service,,True,17.427,,"LINESTRING (7.7269209 49.4434779, 7.7271569 49.4435098)",,driveway,,,,,
1182568951,1182569404,0,102405959,False,,,service,,False,70.422,,"LINESTRING (7.7269209 49.4434779, 7.7263736 49.4434096, 7.7264539 49.4431437)",,driveway,,,,,
1182568971,1182569662,0,102405941,False,,,service,,True,25.155,,"LINESTRING (7.7310978 49.4448464, 7.7308506 49.4446872)",,driveway,,,,,
1182569073,260368513,0,24010236,False,,,residential,50,False,98.138,,"LINESTRING (7.7271569 49.4435098, 7.7269046 49.444377)",Denisstraße,,,,,,
1182569073,1182568951,0,102405959,False,,,service,,False,17.427,,"LINESTRING (7.7271569 49.4435098, 7.7269209 49.4434779)",,driveway,,,,,
1182569073,260368510,0,24010236,False,,,residential,50,True,45.03,,"LINESTRING (7.7271569 49.4435098, 7.7272649 49.443176, 7.7272851 49.4431135)",Denisstraße,,,,,,
1182569158,9065699777,0,31975024,False,,,residential,50,False,80.876,,"LINESTRING (7.7228788 49.4440327, 7.7230295 49.443312)",Röchlingstraße,,,,,,
1182569158,9065699783,0,102405898,False,,,service,,False,16.157,,"LINESTRING (7.7228788 49.4440327, 7.7230974 49.4440629)",,driveway,,,,,
1182569158,358295989,0,31975024,False,,,residential,50,True,62.724,,"LINESTRING (7.7228788 49.4440327, 7.7228673 49.444098, 7.7227604 49.4445915)",Röchlingstraße,,,,,,
1182569211,1182569662,0,102405927,False,,,service,,True,61.599000000000004,,"LINESTRING (7.7304157 49.4451279, 7.7304234 49.4449714, 7.7308506 49.4446872)",,driveway,,,,,
1182569248,3716098142,0,"[367719250, 102405942]",False,,,service,,"[False, True]",91.06900000000002,,"LINESTRING (7.7275022 49.4438469, 7.7281264 49.4439231, 7.7282371 49.4435626, 7.7281789 49.4435558)",,driveway,,,,,
1182569260,358295991,0,170145899,False,2,,tertiary,50,True,4.015,,"LINESTRING (7.7292066 49.4433655, 7.729152 49.4433589)",Merkurstraße,,,,,,
1182569260,1182569471,0,31975022,False,,,service,,True,14.713000000000001,,"LINESTRING (7.7292066 49.4433655, 7.7291881 49.4434241, 7.7291656 49.4434951)",,,,,,,
1182569260,1184182352,0,170145899,False,2,,tertiary,50,False,48.304,,"LINESTRING (7.7292066 49.4433655, 7.7293889 49.4433889, 7.7294313 49.4433953, 7.7297463 49.4434431, 7.7298576 49.4434627)",Merkurstraße,,,,,,
1182569262,280847837,0,24714055,False,,,residential,30,False,52.03,,"LINESTRING (7.7396951 49.4467636, 7.7400493 49.4469583, 7.7402292 49.4470766)",Lothringer Dell,,,,,,
1182569262,8032981,0,24714055,False,,,residential,30,True,434.79,,"LINESTRING (7.7396951 49.4467636, 7.7389738 49.4465228, 7.7384619 49.4463203, 7.7380052 49.4461178, 7.7375985 49.4459028, 7.7369467 49.4454672, 7.7363739 49.445071, 7.7360989 49.4448682, 7.7353166 49.4441607)",Lothringer Dell,,,,,,
1182569262,1292971246,0,114084591,False,,,service,,True,435.636,,"LINESTRING (7.7396951 49.4467636, 7.7397742 49.4466958, 7.7398368 49.4466422, 7.7398248 49.4465991, 7.738662 49.4457569, 7.7380095 49.4452962, 7.7376639 49.4450631, 7.7371946 49.4446985, 7.7360511 49.4439076, 7.7359758 49.4438458)",Lothringer Dell,driveway,,,,,
1182569303,9065699777,0,31975024,False,,,residential,50,True,15.16,,"LINESTRING (7.7230577 49.4431769, 7.7230295 49.443312)",Röchlingstraße,,,,,,
1182569303,358295990,0,31975024,False,,,residential,50,False,59.031,,"LINESTRING (7.7230577 49.4431769, 7.7230945 49.4429437, 7.7231211 49.4428176, 7.7231262 49.4427932, 7.7231455 49.4426492)",Röchlingstraße,,,,,,
1182569303,400899247,0,102405907,False,,,service,,True,159.98700000000002,,"LINESTRING (7.7230577 49.4431769, 7.7233186 49.4432079, 7.7235133 49.4432332, 7.7237075 49.4432584, 7.7243315 49.4433394, 7.724521 49.442825, 7.7245446 49.442761)",,driveway,,,,,
1182569309,2133708322,0,329912661,False,,,service,,True,20.393,,"LINESTRING (7.7093226 49.4339778, 7.7090498 49.4339313)",,,,,,,
1182569309,335718400,0,216016280,False,3,B 270,primary,50,False,256.74399999999997,,"LINESTRING (7.7093226 49.4339778, 7.7092688 49.4341706, 7.7092415 49.4343602, 7.7091139 49.4354484, 7.7091104 49.4354826, 7.7090792 49.4357912, 7.7090577 49.436004, 7.7090215 49.4362774)",,,,,,,
1182569309,6555219954,0,"[216016280, 1173005108]",False,"['4', '3']",B 270,primary,50,True,415.118,,"LINESTRING (7.7093226 49.4339778, 7.7094693 49.4336659, 7.709933 49.4329227, 7.7100715 49.4326373, 7.7101233 49.4323872, 7.7101562 49.4320572, 7.7101509 49.431243, 7.7101534 49.4311745, 7.7100779 49.4308528, 7.7100157 49.4306842, 7.7098049 49.4303718)",,,,,,,
1182569314,335719593,0,31975035,False,,,residential,30,False,31.472,,"LINESTRING (7.7343339 49.4456932, 7.7342169 49.4457589, 7.7339648 49.4458392)",Posener Straße,,,,,,
1182569314,358295992,0,31975035,False,,,residential,30,True,68.195,,"LINESTRING (7.7343339 49.4456932, 7.7345006 49.445691, 7.7346617 49.445689, 7.734849 49.445639, 7.7349768 49.4455834, 7.7351589 49.4454635)",Posener Straße,,,,,,
1182569314,1292970933,0,114084559,False,,,residential,30,False,46.707,,"LINESTRING (7.7343339 49.4456932, 7.7341932 49.4456944, 7.7339487 49.4456964, 7.7336879 49.4456986)",Posener Straße,,,,,,
1182569348,1182568901,0,102405926,False,,,service,,True,35.645,,"LINESTRING (7.7297604 49.4439789, 7.7302308 49.4440749)",,driveway,,,,,
1182569404,1182569607,0,102405949,False,,,service,,True,40.718,,"LINESTRING (7.7264539 49.4431437, 7.7270067 49.4432137)",,driveway,,,,,
1182569404,1182569821,0,102405959,False,,,service,,False,15.088999999999999,,"LINESTRING (7.7264539 49.4431437, 7.7264735 49.4430739, 7.7264913 49.4430102)",,driveway,,,,,
1182569404,1182568951,0,102405959,False,,,service,,True,70.422,,"LINESTRING (7.7264539 49.4431437, 7.7263736 49.4434096, 7.7269209 49.4434779)",,driveway,,,,,
1182569471,1182569260,0,31975022,False,,,service,,False,14.713000000000001,,"LINESTRING (7.7291656 49.4434951, 7.7291881 49.4434241, 7.7292066 49.4433655)",,,,,,,
1182569471,400901932,0,31975022,False,,,service,,True,70.444,,"LINESTRING (7.7291656 49.4434951, 7.7284187 49.4434016, 7.7284417 49.4433249, 7.7284596 49.4432652)",,,,,,,
1182569471,1182569676,0,102405932,False,,,service,,False,92.424,,"LINESTRING (7.7291656 49.4434951, 7.729009 49.4440122, 7.7285488 49.4439576)",,,,,,,
1182569493,1182568901,0,102405934,False,,,service,,True,39.573,,"LINESTRING (7.7297879 49.4441192, 7.7300929 49.4441757, 7.7301478 49.4441719, 7.7302063 49.4441293, 7.7302308 49.4440749)",,driveway,,,,,
1182569501,1184182539,0,170145899,False,2,,tertiary,50,False,20.338,,"LINESTRING (7.7314817 49.4442561, 7.7316859 49.4443819)",Merkurstraße,,,,,,
1182569501,1182569662,0,102405927,False,,,service,,False,66.18,,"LINESTRING (7.7314817 49.4442561, 7.7313997 49.4443121, 7.7308506 49.4446872)",,driveway,,,,,
1182569501,400899297,0,170145899,False,2,,tertiary,50,True,55.282,,"LINESTRING (7.7314817 49.4442561, 7.7313471 49.4441702, 7.7311863 49.4440708, 7.731069 49.4439982, 7.7309297 49.4439121)",Merkurstraße,,,,,,
1182569607,1182568951,0,102405910,False,,,service,,True,30.026,,"LINESTRING (7.7270067 49.4432137, 7.7269209 49.4434779)",,driveway,,,,,
1182569607,1182569404,0,102405949,False,,,service,,False,40.718,,"LINESTRING (7.7270067 49.4432137, 7.7264539 49.4431437)",,driveway,,,,,
1182569607,8032967,0,102405910,False,,,service,,False,14.885,,"LINESTRING (7.7270067 49.4432137, 7.7270262 49.443144, 7.7270436 49.443082)",,driveway,,,,,
1182569659,1180605283,0,102405892,False,,,service,,True,81.107,,"LINESTRING (7.7275955 49.445077, 7.7273353 49.4449125, 7.7266628 49.4446838)",,driveway,,,,,
1182569662,1182568971,0,102405941,False,,,service,,False,25.155,,"LINESTRING (7.7308506 49.4446872, 7.7310978 49.4448464)",,driveway,,,,,
1182569662,1182569211,0,102405927,False,,,service,,False,61.599000000000004,,"LINESTRING (7.7308506 49.4446872, 7.7304234 49.4449714, 7.7304157 49.4451279)",,driveway,,,,,
1182569662,1182569501,0,102405927,False,,,service,,True,66.18,,"LINESTRING (7.7308506 49.4446872, 7.7313997 49.4443121, 7.7314817 49.4442561)",,driveway,,,,,
1182569676,1182569471,0,102405932,False,,,service,,True,92.424,,"LINESTRING (7.7285488 49.4439576, 7.729009 49.4440122, 7.7291656 49.4434951)",,,,,,,
1182569755,3716098142,0,367719250,False,,,service,,True,35.964,,"LINESTRING (7.7280544 49.4433375, 7.72799 49.4435312, 7.7281789 49.4435558)",,,,,,,
1182569808,2390778671,0,114084651,False,,,residential,30,False,12.441,,"LINESTRING (7.7353294 49.4467921, 7.7351653 49.4468258)",Marienburger Straße,,,,,,
1182569808,1292971316,0,114084651,False,,,residential,30,True,25.86,,"LINESTRING (7.7353294 49.4467921, 7.7354274 49.4467386, 7.7356219 49.4466591)",Marienburger Straße,,,,,,
1182569808,1292971239,0,230588678,False,,,residential,30,False,107.77200000000002,,"LINESTRING (7.7353294 49.4467921, 7.7353283 49.4468987, 7.7353284 49.4469792, 7.7353286 49.447104, 7.7357542 49.4470998, 7.7360913 49.4470964, 7.7363395 49.447094)",Marienburger Straße,,,,,,
1182569821,1184182781,0,170145899,False,2,,tertiary,50,True,26.906,,"LINESTRING (7.7264913 49.4430102, 7.7261264 49.4429627)",Merkurstraße,,,,,,
1182569821,1182569404,0,102405959,False,,,service,,True,15.088999999999999,,"LINESTRING (7.7264913 49.4430102, 7.7264735 49.4430739, 7.7264539 49.4431437)",,driveway,,,,,
1182569821,8032967,0,170145899,False,2,,tertiary,50,False,40.721000000000004,,"LINESTRING (7.7264913 49.4430102, 7.7267134 49.4430391, 7.7270436 49.443082)",Merkurstraße,,,,,,
1184182307,1184182382,0,1059052197,False,,,service,,False,8.38,,"LINESTRING (7.7328611 49.4445433, 7.7328009 49.4444789)",,driveway,,,,,
1184182352,400901924,0,170145899,False,2,,tertiary,50,False,6.925,,"LINESTRING (7.7298576 49.4434627, 7.7299463 49.4434862)",Merkurstraße,,,,,,
1184182352,1184182855,0,102538446,False,,,service,,True,176.356,,"LINESTRING (7.7298576 49.4434627, 7.7298754 49.4434097, 7.7300575 49.4428665, 7.7305126 49.4429332, 7.7303333 49.4435426, 7.7303183 49.4435937)",,driveway,,,,,
1184182352,1182569260,0,170145899,False,2,,tertiary,50,True,48.303999999999995,,"LINESTRING (7.7298576 49.4434627, 7.7297463 49.4434431, 7.7294313 49.4433953, 7.7293889 49.4433889, 7.7292066 49.4433655)",Merkurstraße,,,,,,
1184182378,9065699783,0,102405898,False,,,service,,True,43.936,,"LINESTRING (7.7236928 49.444142, 7.7231914 49.4440759, 7.7230974 49.4440629)",,driveway,,,,,
1184182382,8874084154,0,31975034,False,,,residential,,False,78.301,,"LINESTRING (7.7328009 49.4444789, 7.7337406 49.4441288)",Merkurstraße,,,,,,
1184182382,1184182307,0,1059052197,False,,,service,,True,8.38,,"LINESTRING (7.7328009 49.4444789, 7.7328611 49.4445433)",,driveway,,,,,
1184182382,8032974,0,31975034,False,,,residential,,True,49.832,,"LINESTRING (7.7328009 49.4444789, 7.7323219 49.4446627, 7.7322188 49.4447174)",Merkurstraße,,,,,,
1184182438,1184182539,0,365762030,False,,,service,,False,122.05199999999999,,"LINESTRING (7.7329169 49.4440639, 7.7327585 49.4439442, 7.732599 49.4438609, 7.7325245 49.4439049, 7.7324143 49.4439185, 7.7321171 49.4440885, 7.7320532 49.4441709, 7.7317419 49.4443495, 7.7316859 49.4443819)",,driveway,,,,,
1184182539,1182569501,0,170145899,False,2,,tertiary,50,True,20.338,,"LINESTRING (7.7316859 49.4443819, 7.7314817 49.4442561)",Merkurstraße,,,,,,
1184182539,8032974,0,170145899,False,2,,tertiary,50,False,53.629000000000005,,"LINESTRING (7.7316859 49.4443819, 7.7318928 49.4445121, 7.7321085 49.4446479, 7.7322188 49.4447174)",Merkurstraße,,,,,,
1184182539,1184182438,0,365762030,False,,,service,,True,122.05199999999999,,"LINESTRING (7.7316859 49.4443819, 7.7317419 49.4443495, 7.7320532 49.4441709, 7.7321171 49.4440885, 7.7324143 49.4439185, 7.7325245 49.4439049, 7.732599 49.4438609, 7.7327585 49.4439442, 7.7329169 49.4440639)",,driveway,,,,,
1184182720,3697651430,0,365762014,False,,,service,,False,25.997,,"LINESTRING (7.7272756 49.4424825, 7.7273488 49.4422536)",,driveway,,,,,
1184182720,1184182795,0,102538436,False,,,service,,False,34.631,,"LINESTRING (7.7272756 49.4424825, 7.7271595 49.4425773, 7.7270899 49.4427621)",,driveway,,,,,
1184182720,1184182819,0,102538436,False,,,service,,True,120.41,,"LINESTRING (7.7272756 49.4424825, 7.7279762 49.4425766, 7.7278353 49.4430627, 7.7278385 49.4431349, 7.7278407 49.4431857)",,driveway,,,,,
1184182781,1182569821,0,170145899,False,2,,tertiary,50,False,26.906,,"LINESTRING (7.7261264 49.4429627, 7.7264913 49.4430102)",Merkurstraße,,,,,,
1184182781,1184182836,0,102538427,False,,,service,,False,96.725,,"LINESTRING (7.7261264 49.4429627, 7.7261403 49.4429159, 7.7262642 49.4424974, 7.7256669 49.4424199)",,driveway,,,,,
1184182781,400899247,0,170145899,False,2,,tertiary,50,True,116.541,,"LINESTRING (7.7261264 49.4429627, 7.7256498 49.4429016, 7.7253091 49.4428579, 7.7250795 49.4428288, 7.7247635 49.4427888, 7.7245446 49.442761)",Merkurstraße,,,,,,
1184182795,1184182720,0,102538436,False,,,service,,True,34.631,,"LINESTRING (7.7270899 49.4427621, 7.7271595 49.4425773, 7.7272756 49.4424825)",,driveway,,,,,
1184182819,400901941,0,170145899,False,2,,tertiary,50,True,12.164,,"LINESTRING (7.7278407 49.4431857, 7.7276757 49.4431643)",Merkurstraße,,,,,,
1184182819,1184182720,0,102538436,False,,,service,,False,120.41,,"LINESTRING (7.7278407 49.4431857, 7.7278385 49.4431349, 7.7278353 49.4430627, 7.7279762 49.4425766, 7.7272756 49.4424825)",,driveway,,,,,
1184182819,400901934,0,170145899,False,2,,tertiary,50,False,31.840999999999998,,"LINESTRING (7.7278407 49.4431857, 7.7279105 49.4431948, 7.7281943 49.4432314, 7.7282727 49.4432414)",Merkurstraße,,,,,,
1184182821,1184182827,0,365762011,False,,,service,,True,242.01799999999997,,"LINESTRING (7.7320087 49.4433186, 7.7323553 49.4435101, 7.7326113 49.4434637, 7.7328943 49.4432837, 7.7330552 49.4431724, 7.73311 49.4431287, 7.7331936 49.4430696, 7.7334986 49.4432462, 7.7343078 49.4436813, 7.7343873 49.4438878)",,driveway,,,,,
1184182827,335719554,0,31975034,False,,,residential,,False,12.457,,"LINESTRING (7.7343873 49.4438878, 7.7345386 49.4438342)",Merkurstraße,,,,,,
1184182827,8874084154,0,31975034,False,,,residential,,True,53.89,,"LINESTRING (7.7343873 49.4438878, 7.7337406 49.4441288)",Merkurstraße,,,,,,
1184182827,1184182821,0,365762011,False,,,service,,False,242.01800000000003,,"LINESTRING (7.7343873 49.4438878, 7.7343078 49.4436813, 7.7334986 49.4432462, 7.7331936 49.4430696, 7.73311 49.4431287, 7.7330552 49.4431724, 7.7328943 49.4432837, 7.7326113 49.4434637, 7.7323553 49.4435101, 7.7320087 49.4433186)",,driveway,,,,,
1184182836,1184182781,0,102538427,False,,,service,,True,96.72500000000001,,"LINESTRING (7.7256669 49.4424199, 7.7262642 49.4424974, 7.7261403 49.4429159, 7.7261264 49.4429627)",,driveway,,,,,
1184182855,8032972,0,170145899,False,2,,tertiary,50,False,10.755,,"LINESTRING (7.7303183 49.4435937, 7.7304461 49.4436432)",Merkurstraße,,,,,,
1184182855,1184182352,0,102538446,False,,,service,,False,176.35600000000002,,"LINESTRING (7.7303183 49.4435937, 7.7303333 49.4435426, 7.7305126 49.4429332, 7.7300575 49.4428665, 7.7298754 49.4434097, 7.7298576 49.4434627)",,driveway,,,,,
1184182855,400901924,0,170145899,False,2,,tertiary,50,True,29.455,,"LINESTRING (7.7303183 49.4435937, 7.7301524 49.44354, 7.7299463 49.4434862)",Merkurstraße,,,,,,
1185738986,1185739855,0,102665392,False,,,service,,True,30.893,,"LINESTRING (7.7200392 49.4448163, 7.720195 49.4445576)",,driveway,,,,,
1185739064,1185739420,0,24010236,False,,,residential,50,False,8.388,,"LINESTRING (7.7253382 49.4450345, 7.7252236 49.4450227)",Denisstraße,,,,,,
1185739064,1185739809,0,24010236,False,,,residential,50,True,28.482000000000003,,"LINESTRING (7.7253382 49.4450345, 7.725455 49.4450426, 7.725623 49.4450411, 7.7257313 49.445037)",Denisstraße,,,,,,
1185739064,1185739809,1,102665413,False,,,service,,False,97.44399999999999,,"LINESTRING (7.7253382 49.4450345, 7.7253956 49.4453598, 7.7257884 49.4453259, 7.7257313 49.445037)",,driveway,,,,,
1185739221,7608232366,0,24010236,False,,,residential,50,False,36.059,,"LINESTRING (7.7226092 49.4445544, 7.7221435 49.4444383)",Denisstraße,,,,,,
1185739221,358295989,0,24010236,False,,,residential,50,True,11.684,,"LINESTRING (7.7226092 49.4445544, 7.7227604 49.4445915)",Denisstraße,,,,,,
1185739221,1185739317,0,102665384,False,,,service,,False,88.208,,"LINESTRING (7.7226092 49.4445544, 7.7223121 49.4451542, 7.7225531 49.4451996)",,driveway,,,,,
1185739256,260368515,0,102665396,False,,,service,,True,33.246,,"LINESTRING (7.7261465 49.4452594, 7.7260755 49.444964)",,driveway,,,,,
1185739317,1185739221,0,102665384,False,,,service,,True,88.208,,"LINESTRING (7.7225531 49.4451996, 7.7223121 49.4451542, 7.7226092 49.4445544)",,driveway,,,,,
1185739416,1185740036,0,24010236,False,,,residential,50,False,41.439,,"LINESTRING (7.7209981 49.4441527, 7.720465 49.4440158)",Denisstraße,,,,,,
1185739416,5896024997,0,24010236,False,,,residential,50,True,69.403,,"LINESTRING (7.7209981 49.4441527, 7.7218944 49.4443762)",Denisstraße,,,,,,
1185739416,1185739855,0,102665422,False,,,service,,True,100.37,,"LINESTRING (7.7209981 49.4441527, 7.7206853 49.4446769, 7.720195 49.4445576)",,driveway,,,,,
1185739420,1185739064,0,24010236,False,,,residential,50,True,8.388,,"LINESTRING (7.7252236 49.4450227, 7.7253382 49.4450345)",Denisstraße,,,,,,
1185739420,400902589,0,24010236,False,,,residential,50,False,80.841,,"LINESTRING (7.7252236 49.4450227, 7.7251381 49.4450142, 7.7247592 49.4449576, 7.7244652 49.4449153, 7.7241339 49.4448606)",Denisstraße,,,,,,
1185739420,1185739652,0,102665397,False,,,service,,False,83.684,,"LINESTRING (7.7252236 49.4450227, 7.7253351 49.4455212, 7.7249554 49.4455525)",,driveway,,,,,
1185739520,1185739899,0,102665404,False,,,service,,True,117.887,,"LINESTRING (7.7194384 49.4445927, 7.719845 49.4446926, 7.7202672 49.4439651)",,driveway,,,,,
1185739652,1185739420,0,102665397,False,,,service,,True,83.684,,"LINESTRING (7.7249554 49.4455525, 7.7253351 49.4455212, 7.7252236 49.4450227)",,driveway,,,,,
1185739698,260368521,0,102665388,False,,,service,,True,82.897,,"LINESTRING (7.7187637 49.4439935, 7.7188421 49.4438603, 7.7185258 49.443782, 7.7186312 49.4436116, 7.7188304 49.4434603)",,driveway,,,,,
1185739717,260368514,0,102665410,False,,,service,,True,68.744,,"LINESTRING (7.7267964 49.4453831, 7.7267405 49.445081, 7.7264521 49.4448292)",,driveway,,,,,
1185739809,1185739064,0,24010236,False,,,residential,50,False,28.482000000000003,,"LINESTRING (7.7257313 49.445037, 7.725623 49.4450411, 7.725455 49.4450426, 7.7253382 49.4450345)",Denisstraße,,,,,,
1185739809,1185739064,1,102665413,False,,,service,,True,97.44399999999999,,"LINESTRING (7.7257313 49.445037, 7.7257884 49.4453259, 7.7253956 49.4453598, 7.7253382 49.4450345)",,driveway,,,,,
1185739809,260368515,0,24010236,False,,,residential,50,True,26.333,,"LINESTRING (7.7257313 49.445037, 7.7258343 49.4450247, 7.7259572 49.4450012, 7.7260755 49.444964)",Denisstraße,,,,,,
1185739855,1185738986,0,102665392,False,,,service,,False,30.893,,"LINESTRING (7.720195 49.4445576, 7.7200392 49.4448163)",,driveway,,,,,
1185739855,1185739416,0,102665422,False,,,service,,False,100.37,,"LINESTRING (7.720195 49.4445576, 7.7206853 49.4446769, 7.7209981 49.4441527)",,driveway,,,,,
1185739855,1185740036,0,102665422,False,,,service,,True,66.15299999999999,,"LINESTRING (7.720195 49.4445576, 7.7201576 49.4445485, 7.720465 49.4440158)",,driveway,,,,,
1185739899,1185740036,0,24010236,False,,,residential,50,True,15.372,,"LINESTRING (7.7202672 49.4439651, 7.720465 49.4440158)",Denisstraße,,,,,,
1185739899,260368521,0,24010236,False,,,residential,50,False,121.068,,"LINESTRING (7.7202672 49.4439651, 7.7191099 49.4436679, 7.7189446 49.4435802, 7.7188304 49.4434603)",Denisstraße,,,,,,
1185739899,1185739520,0,102665404,False,,,service,,False,117.887,,"LINESTRING (7.7202672 49.4439651, 7.719845 49.4446926, 7.7194384 49.4445927)",,driveway,,,,,
1185740036,1185739899,0,24010236,False,,,residential,50,False,15.372,,"LINESTRING (7.720465 49.4440158, 7.7202672 49.4439651)",Denisstraße,,,,,,
1185740036,1185739416,0,24010236,False,,,residential,50,True,41.439,,"LINESTRING (7.720465 49.4440158, 7.7209981 49.4441527)",Denisstraße,,,,,,
1185740036,1185739855,0,102665422,False,,,service,,False,66.15299999999999,,"LINESTRING (7.720465 49.4440158, 7.7201576 49.4445485, 7.720195 49.4445576)",,driveway,,,,,
1188103016,276608609,0,169325894,False,,,residential,30,False,71.058,,"LINESTRING (7.7887854 49.4453587, 7.7889528 49.4459884)",Am Heiligenhäuschen,,,,,,
1190956944,278041146,0,159093052,False,,,residential,30,True,78.255,,"LINESTRING (7.7622021 49.4403906, 7.7612543 49.4400508)",Ziegelstraße,,,,,,
1190956944,1190960008,0,"[103144919, 103145027, 103144735]",False,,,service,,False,57.95,,"LINESTRING (7.7622021 49.4403906, 7.762244 49.4403491, 7.7623163 49.4402642, 7.762504 49.4400362, 7.7626239 49.4399505)",,driveway,,,,,
1190956944,270822454,0,159093052,False,,,residential,30,False,26.666,,"LINESTRING (7.7622021 49.4403906, 7.7624588 49.4404872, 7.7625207 49.4405114)",Ziegelstraße,,,,,,
1190957269,270822454,0,60806986,False,2,,tertiary,50,False,90.623,,"LINESTRING (7.7633574 49.4399046, 7.7625207 49.4405114)",Rudolf-Breitscheid-Straße,,,,,,
1190957269,1152738989,0,60806986,False,2,,tertiary,50,True,35.167,,"LINESTRING (7.7633574 49.4399046, 7.7636202 49.4397158, 7.7636834 49.4396699)",Rudolf-Breitscheid-Straße,,,,,,
1190957269,1190958672,0,103144895,False,,,service,,True,100.794,,"LINESTRING (7.7633574 49.4399046, 7.7634312 49.4399446, 7.7634393 49.4400324, 7.7633241 49.4405951, 7.763309 49.4406548, 7.7632542 49.4407776)",,driveway,,,,,
1190957741,278044059,0,100008870,False,,,living_street,,False,67.837,,"LINESTRING (7.7619778 49.4396118, 7.7629146 49.4396452)",Wackenmühlstraße,,,,,,
1190957741,278044057,0,100008870,False,,,living_street,,True,48.875,,"LINESTRING (7.7619778 49.4396118, 7.7613027 49.4395897)",Wackenmühlstraße,,,,,,
1190957741,1190959550,0,103144924,False,,,service,,True,6.755,,"LINESTRING (7.7619778 49.4396118, 7.7619741 49.4396725)",,driveway,,,,,
1190957880,271151759,0,24952634,True,,,living_street,30,False,44.743,,"LINESTRING (7.7625533 49.4410943, 7.7621098 49.4409114, 7.7620307 49.4408788)",Jägerstraße,,,,,,
1190957880,1190958105,0,103144814,False,,,service,,False,71.64699999999999,,"LINESTRING (7.7625533 49.4410943, 7.7623377 49.4413141, 7.762362 49.4413457, 7.7627955 49.4415503)",,driveway,,,,,
1190958105,1190957880,0,103144814,False,,,service,,True,71.647,,"LINESTRING (7.7627955 49.4415503, 7.762362 49.4413457, 7.7623377 49.4413141, 7.7625533 49.4410943)",,driveway,,,,,
1190958672,270822456,0,24922985,True,,,residential,30,False,25.217,,"LINESTRING (7.7632542 49.4407776, 7.7634998 49.4408703, 7.7635558 49.4408915)",Ziegelstraße,,,,,,
