element_type,osmid,amenity,parking,geometry,access,fee,layer,name,wheelchair,toilets:wheelchair,surface,created_by,capacity,capacity:disabled,alt_name,lit,maxheight,operator,level,description,source,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,note,park_ride,nodes,designation,type,building,building:levels,roof:levels,roof:shape,brand,brand:wikidata,brand:wikipedia,building:parts,opening_hours,operator:wikidata,operator:wikipedia,capacity:parent,capacity:women,parking:condition,parking:condition:customers,fixme,hgv,supervised,cables,ref,parking:condition:private,charge,name:etymology:wikidata,parking:lane:right,capacity:long,building:part,area,building:levels:underground,operator:type,orientation,ways
way,252974431,parking,surface,"POLYGON ((7.7735056 49.4384388, 7.7736597 49.4384101, 7.7737056 49.4382684, 7.7735876 49.4382291, 7.7735056 49.4384388))",private,,,,,,,,,,,,,,,,,,,,,,,,"[2589735831, 2589735830, 2589735829, 2589735828, 2589735831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,280087346,parking,,"POLYGON ((7.8011403 49.4538086, 7.8011029 49.4538353, 7.8010438 49.4537985, 7.8010845 49.4537722, 7.8011403 49.4538086))",private,,,,,,,,1,,,,,,,,,,,,,,,,"[2842669601, 2842669604, 2842669605, 2842667900, 2842669601]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,280087348,parking,surface,"POLYGON ((7.801254 49.4537335, 7.8014032 49.4536341, 7.8013483 49.4535971, 7.8011985 49.4536974, 7.801254 49.4537335))",private,,,,,,,,6,,,,,,,,,,,,,,,no,"[2842669602, 2842667897, 2842667896, 2842669603, 2842669602]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,280087349,parking,,"POLYGON ((7.8014923 49.4535768, 7.8015196 49.4535584, 7.8014638 49.453522, 7.8014374 49.4535398, 7.8014923 49.4535768))",private,,,,,,,,1,,,,,,,,,,,,,,,,"[2842667898, 2842669606, 2842669607, 2842667899, 2842667898]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286183075,parking,surface,"POLYGON ((7.7694793 49.4366487, 7.7699909 49.4367597, 7.7700328 49.4366781, 7.7700616 49.4366219, 7.7697003 49.4365435, 7.7696434 49.4366543, 7.7694931 49.4366217, 7.7694793 49.4366487))",private,yes,,Kurzzeit,,,,,10,2,,,,,,,,,,,,,,,"[2898213833, 2898213837, 2898213836, 2898213832, 2898213830, 2898213834, 2898213831, 2898213833]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286183082,parking,surface,"POLYGON ((7.7700328 49.4366781, 7.7700616 49.4366219, 7.7714489 49.4369215, 7.7714233 49.4369725, 7.7700328 49.4366781))",yes,yes,,,,,,,30,,,,,,,,,,,,,,,,"[2898213836, 2898213832, 2898213839, 2898213841, 2898213836]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288749974,parking,surface,"POLYGON ((7.7499868 49.4261702, 7.7500426 49.4261617, 7.7501751 49.4261405, 7.750379 49.4266429, 7.7502375 49.4266688, 7.7499826 49.4267183, 7.7499629 49.426659, 7.749872 49.4264292, 7.7500758 49.4263951, 7.7499868 49.4261702))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1147133695, 2923070482, 2923070480, 2923070488, 2923070495, 2923070499, 2287908027, 2287908020, 1147133342, 1147133695]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288811244,parking,surface,"POLYGON ((7.7645434 49.4465508, 7.7645022 49.4461482, 7.7630565 49.4465145, 7.7631756 49.4467004, 7.7634325 49.4466456, 7.7636065 49.446608, 7.7636029 49.4465557, 7.7645434 49.4465508))",,yes,,Meuthstraße I,limited,,,,,,,,,,,,,,,,,,,,"[2923655800, 255717941, 255717940, 1662141391, 1662141390, 1662141388, 2923656001, 2923655800]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,289139879,parking,surface,"POLYGON ((7.729581 49.4604216, 7.7297239 49.4605216, 7.7301914 49.460253, 7.7301063 49.4601821, 7.729581 49.4604216))",,,,,,,,,,,,,,,,,,,,,,,,,"[2926936840, 2926936841, 2926936842, 2926936843, 2926936840]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302565080,parking,surface,"POLYGON ((7.7440141 49.4422189, 7.744059 49.4422235, 7.7440477 49.44227, 7.7440879 49.4422742, 7.7440695 49.4423499, 7.743966 49.4424153, 7.7438695 49.4423945, 7.7438812 49.4423019, 7.7438835 49.442191, 7.7440141 49.4422189))",customers,no,,Parkplatz für Louis FUNSHOP Kaiserslautern,,,,,,,,,,,,,,,,,,,,no,"[1887929245, 3068132790, 1887929270, 3068132789, 3068132788, 3068132787, 3068132786, 3068132784, 3068132785, 1887929245]",,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,
way,302908472,parking,,"POLYGON ((7.7348845 49.4601444, 7.7350958 49.4601424, 7.7353875 49.4601483, 7.7351759 49.4598684, 7.7349341 49.4598595, 7.7348845 49.4601444))",,,,,,,,,,,,,,,,,,,,,,,,,"[3071928680, 3071928679, 3071928681, 3071928676, 3071928675, 3071928680]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303964248,parking,surface,"POLYGON ((7.7284881 49.456561, 7.7284241 49.4566037, 7.7288419 49.4568603, 7.7289077 49.4568164, 7.7284881 49.456561))",,,,,,,,,,,,,,,,,,,,,,,,,"[3084737593, 3084737597, 3084737616, 3084737612, 3084737593]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,305392396,parking,surface,"POLYGON ((7.7307466 49.4603142, 7.7309861 49.4604886, 7.730922 49.4605252, 7.7306812 49.4603508, 7.7307466 49.4603142))",,,,,,,,,,,,,,,,,,,,,,,,,"[3100152165, 3100152190, 3100152194, 3100152171, 3100152165]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,305409287,parking,surface,"POLYGON ((7.7351187 49.4642247, 7.734963 49.4641519, 7.7351374 49.46399, 7.7351623 49.4640274, 7.7351685 49.4640881, 7.7351685 49.4641529, 7.7351467 49.4641964, 7.7351187 49.4642247))",,,,,,,,,,,,,,,,,,,,,,,,,"[3100310543, 3100310536, 3100310511, 3100310517, 3100310529, 3100310537, 3100310541, 3100310543]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,309790878,parking,surface,"POLYGON ((7.7384985 49.470529, 7.7387073 49.4705723, 7.7387444 49.4704967, 7.7385356 49.4704534, 7.7384985 49.470529))",yes,no,,,,,,,,,,,,,,,,,,,,,,,"[3151358875, 3151358876, 3151358874, 3151358871, 3151358875]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,311936523,parking,surface,"POLYGON ((7.7888407 49.4407619, 7.7892084 49.4407, 7.7900374 49.4405313, 7.7903186 49.4404825, 7.7905032 49.4403775, 7.7908579 49.4403269, 7.7910193 49.4403316, 7.7913555 49.4402709, 7.7912678 49.440092, 7.7906257 49.4401609, 7.7904959 49.4401628, 7.7904354 49.4400372, 7.7897713 49.4401103, 7.7898457 49.4403467, 7.7898055 49.4403784, 7.78974 49.4403963, 7.7887542 49.4405688, 7.7888407 49.4407619))",,,,,,,,,,,,,,,,,,,,,,,,,"[3177045834, 3177045833, 3177045830, 3177045828, 3177045825, 3177045821, 3177045823, 3177045820, 2775190805, 3177045816, 3177045817, 3177045814, 3177045815, 3177045824, 10608799643, 3177045826, 3177045831, 3177045834]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314985781,parking,,"POLYGON ((7.7383317 49.4693511, 7.7385648 49.4693429, 7.7385688 49.4692731, 7.7386386 49.4692755, 7.7386157 49.4690095, 7.7383081 49.4689746, 7.7383171 49.4690116, 7.738324 49.4690503, 7.7383426 49.4691545, 7.7383317 49.4693511))",private,,,,,,,,,,,,,,,,,,,,,,,,"[268620232, 9542740228, 9542740229, 1326098947, 1326098936, 3210673248, 1326098942, 9542740232, 268620233, 268620232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315332620,parking,surface,"POLYGON ((7.7520067 49.4306675, 7.7525129 49.4305015, 7.7526293 49.4304633, 7.7524015 49.4301696, 7.7517789 49.4303738, 7.7520067 49.4306675))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1147132462, 3214439238, 1147133348, 3214439231, 3214439236, 1147132462]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315332621,parking,surface,"POLYGON ((7.7522764 49.4310152, 7.7527077 49.4308743, 7.7528993 49.4308114, 7.7526293 49.4304633, 7.7525129 49.4305015, 7.7520067 49.4306675, 7.7522764 49.4310152))",permissive,,,Fraunhofer Besucher,yes,,,,,,,,,,,,,,,,,,,,"[3214439245, 2969104436, 3214439242, 1147133348, 3214439238, 1147132462, 3214439245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316254514,parking,surface,"POLYGON ((7.7230888 49.4631024, 7.7235697 49.4633676, 7.723408 49.4634914, 7.7229271 49.4632262, 7.7230888 49.4631024))",private,,,,,,,,,,,,,,,,,,,,,,,,"[3223633299, 3223633384, 3223633431, 3223633339, 3223633299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322924158,parking,,"POLYGON ((7.682183 49.43225, 7.6822638 49.432252, 7.6821746 49.4320805, 7.6820112 49.4320637, 7.6815933 49.4319853, 7.681502 49.4321998, 7.6814087 49.4324189, 7.6822658 49.4325769, 7.6823182 49.4324618, 7.6818771 49.4323822, 7.6817352 49.4323531, 7.6817041 49.4323102, 7.6817177 49.4322596, 7.6817429 49.4322293, 7.6817974 49.4322255, 7.6818596 49.4322343, 7.681935 49.4322465, 7.6819478 49.4322073, 7.6820343 49.4322229, 7.682183 49.43225))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[3297091326, 3297091328, 3297091297, 3297091294, 3297091275, 3297091313, 3297091364, 3297091378, 3297091370, 3297091355, 3297091350, 3297091341, 3297091331, 3297091321, 3297091319, 3297091322, 3297091324, 3297091315, 3297091318, 3297091326]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322924159,parking,,"POLYGON ((7.6789121 49.4313349, 7.6786486 49.4312872, 7.6786188 49.4313566, 7.6788824 49.4314043, 7.6789121 49.4313349))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[3297091133, 3297091127, 3297091142, 3297091151, 3297091133]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322924160,parking,,"POLYGON ((7.6805036 49.4316585, 7.6805866 49.4314461, 7.6807788 49.4314779, 7.6806958 49.4316903, 7.6805036 49.4316585))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[3297091215, 3297091160, 3297091165, 3297091225, 3297091215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322924161,parking,,"POLYGON ((7.6820117 49.4318875, 7.6822919 49.4319363, 7.6823113 49.4318891, 7.6820311 49.4318404, 7.6820117 49.4318875))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[3297091260, 3297091268, 3297091261, 3297091248, 3297091260]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322924162,parking,,"POLYGON ((7.6792387 49.4315577, 7.6790573 49.4319904, 7.6793166 49.4320364, 7.679498 49.4316037, 7.6792387 49.4315577))",,,,,,,,,,,,,,,,,,,,,,,,,"[3297091186, 3297091277, 3297091284, 3297091199, 3297091186]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322924163,parking,,"POLYGON ((7.6813501 49.4315982, 7.6815504 49.4316337, 7.6814564 49.4318605, 7.6812521 49.4318248, 7.6813501 49.4315982))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[3297091194, 3297091205, 3297091254, 3297091245, 3297091194]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322924164,parking,,"POLYGON ((7.6775421 49.4308566, 7.677484 49.4309905, 7.6774337 49.4311064, 7.6777165 49.4311583, 7.6778249 49.4309086, 7.6775421 49.4308566))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[3297091067, 3297091090, 3297091103, 3297091111, 3297091074, 3297091067]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322924165,parking,,"POLYGON ((7.6803805 49.4317563, 7.6810086 49.4318692, 7.6808854 49.432159, 7.6807536 49.4321353, 7.6808475 49.4319144, 7.6803521 49.4318254, 7.6803805 49.4317563))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[3297091234, 3297091253, 3297091302, 3297091300, 3297091265, 3297091244, 3297091234]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322924166,parking,,"POLYGON ((7.6810586 49.4320771, 7.6813205 49.4321225, 7.681303 49.4321653, 7.68136 49.4321751, 7.681502 49.4321998, 7.6815933 49.4319853, 7.681121 49.4319019, 7.6810586 49.4320771))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[3297091295, 3297091299, 3297091305, 3297091307, 3297091313, 3297091275, 3297091264, 3297091295]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322924167,parking,,"POLYGON ((7.6832857 49.4327894, 7.6827651 49.4327068, 7.6828366 49.4324243, 7.6829484 49.4324279, 7.6830052 49.4322956, 7.6833094 49.4322968, 7.6833021 49.4323993, 7.6832857 49.4327894))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[3297091397, 3297091393, 3297091366, 3297091367, 3297091337, 3297091338, 3297091357, 3297091397]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322924208,parking,,"POLYGON ((7.674395 49.4312765, 7.6749301 49.4313706, 7.6752616 49.4314288, 7.6752949 49.4314362, 7.6755579 49.4314825, 7.6756189 49.4313357, 7.6756646 49.4313437, 7.6758052 49.4310053, 7.6758493 49.4308993, 7.6761564 49.4309654, 7.6760006 49.4312848, 7.6758595 49.431559, 7.6757898 49.4316019, 7.675678 49.4316031, 7.675224 49.431519, 7.6748938 49.4314578, 7.6740505 49.4313015, 7.674395 49.4312765))",customers,,,Kaiser Plaza,,,,,,,,,,,,,,,,,,,,,"[3297091124, 3297091143, 3297091154, 3297091158, 3297091167, 3297091134, 3297091138, 3297091093, 3297091071, 3297091086, 3297091126, 3297091187, 3297091196, 3297091198, 3297091176, 3297091163, 3297091131, 3297091124]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322960454,parking,,"POLYGON ((7.6720519 49.4310858, 7.672376 49.4311418, 7.6723487 49.4312087, 7.6722811 49.4313743, 7.6722416 49.4313675, 7.6722241 49.4314103, 7.67211 49.4313906, 7.6721315 49.4313379, 7.6721936 49.4311858, 7.6720231 49.4311563, 7.6720519 49.4310858))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[3297586081, 3297586098, 3297586110, 3297586155, 3297586152, 3297586167, 3297586162, 3297586143, 3297586107, 3297586101, 3297586081]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322960455,parking,,"POLYGON ((7.6686059 49.4301846, 7.6687843 49.429949, 7.6691019 49.4300043, 7.669051 49.4301227, 7.6692052 49.4301507, 7.6691497 49.4302799, 7.6686059 49.4301846))",,,,,,,,,,,,,,,,,,,,,,,,,"[3297583539, 3297583510, 3297583516, 3297583526, 3297583534, 3297585864, 3297583539]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322960456,parking,,"POLYGON ((7.6733435 49.4315444, 7.6734856 49.4315712, 7.6735037 49.4315307, 7.6735501 49.4314267, 7.6734081 49.4313999, 7.6734318 49.4313468, 7.673698 49.431397, 7.6735568 49.4317132, 7.6732906 49.4316629, 7.6733435 49.4315444))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[3297586188, 3297586193, 3297586184, 3297586171, 3297586165, 3297586145, 3297586164, 3297586212, 3297586204, 3297586188]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323329486,parking,rooftop,"POLYGON ((7.7520823 49.4420838, 7.7520999 49.4420179, 7.7517741 49.4419824, 7.7517153 49.4419755, 7.751647 49.4419675, 7.7516302 49.4420322, 7.7515266 49.4420208, 7.7515211 49.4420412, 7.7514618 49.442035, 7.7514559 49.4420583, 7.7514159 49.442054, 7.7514096 49.4420787, 7.7513868 49.4420763, 7.75137 49.4421411, 7.7513535 49.4421393, 7.7513353 49.4422093, 7.7512126 49.4421958, 7.7511963 49.442259, 7.7511827 49.4422575, 7.7511475 49.4423936, 7.751122 49.4423908, 7.7510782 49.442386, 7.7510254 49.4425895, 7.7510947 49.4425971, 7.751092 49.4426075, 7.7510851 49.4426342, 7.7513225 49.4426602, 7.7514843 49.4426779, 7.7514987 49.4426223, 7.7518535 49.4426612, 7.7518892 49.4425234, 7.7519673 49.4425319, 7.7519171 49.4427254, 7.7525445 49.4427942, 7.7526206 49.4428025, 7.7527522 49.442295, 7.7526726 49.4422863, 7.7524619 49.4422632, 7.7524949 49.4421256, 7.7520823 49.4420838))",customers,no,1,,,,,,,,,,,,,,,,,,,,,,"[3301302813, 3301302802, 1154355239, 3301302800, 3301302801, 1154354144, 3301302803, 3301302805, 3301302804, 3301302809, 3301302808, 3301302812, 3301302811, 3301302815, 340127960, 340127958, 340127942, 3301302822, 3301302821, 3301302829, 9193328915, 3301302828, 3301302837, 3301302839, 9193340121, 340127938, 9193340132, 3301302844, 3301302841, 3301302843, 3301302832, 3301302833, 3301302847, 9193340128, 340127940, 340127948, 9193340127, 3301302823, 3301302814, 3301302813]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325697623,parking,surface,"POLYGON ((7.7783618 49.4498041, 7.778568 49.4498293, 7.7786952 49.4496891, 7.7787609 49.4497143, 7.7788254 49.4496433, 7.7787822 49.4496267, 7.7789128 49.4494828, 7.7789673 49.4494227, 7.7788457 49.4493761, 7.7787749 49.4493489, 7.7783618 49.4498041))",private,,,,,,,,,,,,,,,,,,,,,,,,"[3323156649, 3323156652, 3323156626, 3323156635, 3323156614, 3323156610, 3323156575, 3323156567, 3323156565, 3323156563, 3323156649]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325697627,parking,surface,"POLYGON ((7.7790417 49.4491422, 7.7790104 49.4491766, 7.7790802 49.4492034, 7.7795115 49.4493688, 7.7798105 49.4494835, 7.7798417 49.4494491, 7.7790417 49.4491422))",customers,no,,,,,,,,,,,,,,,,,,,,,,,"[3323152353, 3323152355, 3323152356, 3323156564, 3323156576, 3323156572, 3323152353]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,328449907,parking,surface,"POLYGON ((7.6567536 49.4278465, 7.6567688 49.4278212, 7.6564158 49.4277184, 7.6562216 49.4277016, 7.656141 49.4278037, 7.6571731 49.4280792, 7.6571887 49.4280533, 7.6571429 49.4280416, 7.6571212 49.4280046, 7.6571589 49.427942, 7.6570438 49.4279127, 7.6570397 49.4279194, 7.6568361 49.4278675, 7.6567536 49.4278465))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[3352773385, 3352773378, 3352773357, 3352773355, 3352773371, 3352773755, 3352773750, 3352773744, 3352773733, 3352773710, 3352773701, 3352773703, 3352773390, 3352773385]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,328449908,parking,surface,"POLYGON ((7.65532 49.4279551, 7.656365 49.4282384, 7.6563925 49.4281955, 7.6553475 49.4279122, 7.65532 49.4279551))",private,,,,,,,,,,,,,,,,,,,,,,,,"[3352773715, 3352774004, 3352773994, 3352773700, 3352773715]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,328449909,parking,surface,"POLYGON ((7.6569097 49.4284816, 7.6577105 49.4287058, 7.657877 49.428454, 7.6570559 49.4282392, 7.6569097 49.4284816))",private,,,,,,,,,,,,,,,,,,,,,,,,"[3352774083, 3352774464, 3352774075, 3352774005, 3352774083]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,328449910,parking,surface,"POLYGON ((7.6553931 49.4278496, 7.6566674 49.4281952, 7.6566976 49.428148, 7.6554233 49.4278025, 7.6553931 49.4278496))",private,,,,,,,,,,,,,,,,,,,,,,,,"[3352773386, 3352773993, 3352773784, 3352773370, 3352773386]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,328449911,parking,surface,"POLYGON ((7.6536848 49.4286931, 7.6543644 49.4288774, 7.6548719 49.4280019, 7.654238 49.42783, 7.6536848 49.4286931))",private,,,,,,,,,,,,,,,,,,,,,,,,"[3352774456, 3352774828, 3352773730, 3352773381, 3352774456]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,328449912,parking,surface,"POLYGON ((7.6551725 49.4281513, 7.6561502 49.4284165, 7.6561792 49.4283713, 7.6552014 49.4281062, 7.6551725 49.4281513))",private,,,,,,,,,,,,,,,,,,,,,,,,"[3352773786, 3352774065, 3352774046, 3352773769, 3352773786]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329087598,parking,,"POLYGON ((7.8127524 49.4444956, 7.812886 49.444496, 7.8128904 49.4438664, 7.8127567 49.4438661, 7.8127524 49.4444956))",,,,,,,,,,,,,,,,,,,,,,,,,"[3359134042, 3359134043, 3359134005, 3359134004, 3359134042]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329087599,parking,,"POLYGON ((7.8135272 49.4438765, 7.8136622 49.4438784, 7.8136401 49.4445628, 7.8135051 49.4445609, 7.8135272 49.4438765))",,,,,,,,,,,,,,,,,,,,,,,,,"[3359134006, 3359134008, 3359134046, 3359134045, 3359134006]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329087600,parking,,"POLYGON ((7.8140917 49.4452971, 7.8141358 49.4438465, 7.8144274 49.4438502, 7.814443 49.4438504, 7.814428 49.4443443, 7.814399 49.4452966, 7.814368 49.445298, 7.8140917 49.4452971))",,,,,,,asphalt,,,,,,,,,,,,,,,,,,"[3359134083, 3359133995, 3359352420, 3359133996, 3359134027, 3359134084, 3359149059, 3359134083]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329087601,parking,,"POLYGON ((7.8116883 49.4444379, 7.8118192 49.4444396, 7.8120909 49.444443, 7.8121091 49.4438519, 7.8117131 49.4438424, 7.8117155 49.4438837, 7.8116883 49.4444379))",,,,,,,,,,,,,,,,,,,,,,,,,"[3359134034, 3359134035, 3359134037, 3359133998, 3359133994, 3359134011, 3359134034]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329087602,parking,,"POLYGON ((7.8145853 49.44629, 7.8151497 49.4462976, 7.815263 49.4457664, 7.8149584 49.4457127, 7.814935 49.445776, 7.8147742 49.4457495, 7.8145853 49.44629))",,,,,,,,,,,,,,,,,,,,,,,,,"[3359134152, 3359134153, 3359134124, 3359134117, 3359134127, 3359134121, 3359134152]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329087636,parking,,"POLYGON ((7.8104002 49.4462135, 7.8103802 49.4465446, 7.8104053 49.446629, 7.8104076 49.4468066, 7.8104113 49.4468861, 7.8104129 49.4470248, 7.8104119 49.4471108, 7.8104136 49.4471439, 7.8105639 49.447145, 7.8106774 49.4471015, 7.8111354 49.4470919, 7.8111378 49.4470711, 7.8111712 49.4470725, 7.8112734 49.447071, 7.8112752 49.447104, 7.811686 49.4470966, 7.8116879 49.4471407, 7.8129954 49.4471173, 7.8129935 49.4470715, 7.813542 49.4470617, 7.8136966 49.4470378, 7.8143843 49.4469877, 7.814578 49.4469862, 7.8145992 49.4468449, 7.816283 49.4468633, 7.8167553 49.446286, 7.8163491 49.4461279, 7.8165097 49.445893, 7.8163801 49.4458918, 7.8162587 49.4458907, 7.8161578 49.4460189, 7.8159075 49.4463367, 7.8158532 49.4463705, 7.8158009 49.446385, 7.8157204 49.4463982, 7.8144826 49.4463692, 7.8144892 49.4460962, 7.8143263 49.4460945, 7.8141293 49.4460941, 7.8141293 49.4462645, 7.8106535 49.4462169, 7.8104002 49.4462135))",,,,,,,asphalt,,,,,,,,,,,,,,,,,,"[3359134147, 3359134162, 3359134165, 3359134169, 3359134173, 3359134182, 3359134194, 3359134197, 3359134198, 3359134191, 3359134189, 3359134186, 3359134188, 3359134185, 3359134192, 3359134190, 3359134196, 3359134195, 3359134187, 3359134184, 3359134183, 3359134180, 3359134179, 3359134171, 3359134172, 3359134151, 3359134144, 3359134137, 3359352428, 3359134136, 3359134140, 3359134155, 3359134158, 3359134159, 3359134160, 3359134157, 3359134143, 3359134142, 3359134141, 3359134150, 3359134148, 3359134147]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329089058,parking,,"POLYGON ((7.8145936 49.4449946, 7.8151499 49.4449998, 7.8151549 49.4447726, 7.8145986 49.4447674, 7.8145936 49.4449946))",,,,,,,,,,,,,,,,,,,,,,,,,"[3359136780, 3359136781, 3359136775, 3359136774, 3359136780]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329089059,parking,,"POLYGON ((7.8146795 49.4453731, 7.8154197 49.4454038, 7.8154433 49.4451634, 7.8147031 49.4451327, 7.8146795 49.4453731))",,,,,,,,,,,,,,,,,,,,,,,,,"[3359136792, 3359145794, 3359136788, 3359136786, 3359136792]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329089602,parking,,"POLYGON ((7.8124992 49.4450864, 7.8136181 49.445102, 7.8136144 49.4451874, 7.8136081 49.4453399, 7.8133827 49.445337, 7.8133861 49.4452189, 7.81285 49.4452126, 7.8128485 49.4452662, 7.8125855 49.4452631, 7.8124927 49.4452598, 7.8124992 49.4450864))",,,,,,,,,,,,,,,,,,,,,,,,,"[3359149053, 3359149054, 3359149056, 3359149060, 3359134092, 3359134075, 3359134073, 3359134081, 3359134080, 3359149057, 3359149053]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329089603,parking,,"POLYGON ((7.8138506 49.445457, 7.8139 49.4454571, 7.8143668 49.4454586, 7.814368 49.445298, 7.8140917 49.4452971, 7.8138518 49.4452963, 7.8138506 49.445457))",,,,,,,,,,,,,,,,,,,,,,,,,"[3359149063, 3359149064, 3359149065, 3359149059, 3359134083, 3359149058, 3359149063]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329306709,parking,,"POLYGON ((7.8384699 49.4446795, 7.8397935 49.4454525, 7.8402458 49.4450236, 7.8404464 49.4448334, 7.8391406 49.4440713, 7.8384699 49.4446795))",,,,,,,concrete,,,,,,,,,,,,,,,,,,"[3361731352, 3361731355, 3361731354, 3361731353, 3361731347, 3361731352]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329730506,parking,surface,"POLYGON ((7.700096 49.4296156, 7.7000642 49.4295666, 7.6999059 49.4296093, 7.6998603 49.4295387, 7.699629 49.4296058, 7.699519 49.4294362, 7.6987164 49.4296573, 7.6991046 49.4302587, 7.6992101 49.4302523, 7.6999623 49.4300385, 7.7002567 49.4298702, 7.700096 49.4296156))",,,,,,,,,,,,,,,,,,,,,,,,,"[3366589272, 7180769976, 7180770214, 7180770077, 7180769927, 7180770182, 7180770039, 7180770284, 3366589398, 7180769988, 3366589394, 3366589272]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329730507,parking,surface,"POLYGON ((7.7028462 49.4283413, 7.7029756 49.428304, 7.7027361 49.4279522, 7.7026067 49.4279894, 7.7028462 49.4283413))",,,,,,,,,,,,,,,,,,,,,,,,,"[3366589088, 3366589083, 3366589056, 3366589059, 3366589088]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
