element_type,osmid,barrier,wheelchair,geometry,access,name,noname,tourism,wikimedia_commons,note,contact:website,description,start_date,operator,leisure,lit,historic,nodes,name:etymology:wikidata,image,wikidata,alt_name,opening_hours,landcover,landuse,name:fr,architect,surface,old_name,wikipedia,fee,dog,abandoned:landuse,contact:phone,operator:wikidata,zoo,website,disused:landuse,landuse:1851-1917,source,ways,type
way,98704882,,,"POLYGON ((6.9930205 49.2337146, 6.9930647 49.2337195, 6.9930684 49.2336987, 6.9930654 49.2336691, 6.9930363 49.2336066, 6.9930806 49.2335451, 6.9934902 49.2327418, 6.993406 49.2327236, 6.9935716 49.232407, 6.9935163 49.232394, 6.9935479 49.2323364, 6.9938408 49.2317957, 6.9938751 49.2317412, 6.993943 49.2316329, 6.9937215 49.2315787, 6.993218 49.232477, 6.9929969 49.232875, 6.9928723 49.2330927, 6.9927743 49.2333178, 6.9927135 49.2335134, 6.9926602 49.2336744, 6.9928172 49.2336918, 6.9930205 49.2337146))",,,,,,,,,,,park,,,"[1141945094, 9514842664, 9514842651, 9514842660, 7518642291, 5654818825, 2550230220, 2550230219, 2550230217, 2550230218, 9038764627, 9038764633, 1141945057, 1141945001, 262879273, 8638651418, 262879274, 1373781958, 262879275, 1373781960, 1387543536, 267039373, 1141945094]",,,,,,,,,,,,,,,,,,,,,,,,
way,98885577,,,"POLYGON ((6.9891802 49.2284569, 6.9888795 49.2286319, 6.9885391 49.2288257, 6.9879109 49.2283207, 6.9881151 49.2282169, 6.9880091 49.2281565, 6.9878237 49.2280615, 6.9875044 49.2282817, 6.9879365 49.2286591, 6.9882141 49.2289023, 6.9876306 49.2291277, 6.9877278 49.2293023, 6.9877605 49.2293614, 6.9884586 49.2292046, 6.9888302 49.2290464, 6.9891064 49.2292233, 6.988726 49.2295164, 6.9888241 49.2296119, 6.9892694 49.2293551, 6.9891802 49.2284569))",permissive,Ehem. Röchlingpark,,,,,,,,,park,,,"[7486407768, 7486407771, 1143987596, 7486407772, 2261865047, 2261865043, 1143987966, 2244909736, 8999014815, 2244909730, 2244909732, 10087646112, 1143987765, 2244550067, 1143988014, 1143987843, 1143987801, 1734251636, 7486407767, 7486407768]",,,,,,,,,,,,,,,,,,,,,,,,
way,98993488,,,"POLYGON ((7.0033463 49.238859, 7.0033566 49.2388467, 7.0038175 49.2382954, 7.0038221 49.238279, 7.0038038 49.2382505, 7.0037664 49.238238, 7.0030078 49.238103, 7.0029622 49.2380952, 7.0028245 49.2380714, 7.0027093 49.2380538, 7.0023622 49.2380078, 7.0019141 49.2379614, 7.0017898 49.2379516, 7.0017891 49.2380485, 7.0017885 49.2381863, 7.0018788 49.2381927, 7.0018756 49.2382072, 7.0026585 49.2382762, 7.0026902 49.2382788, 7.002739 49.2382832, 7.0026614 49.2386099, 7.0026586 49.2386211, 7.0026041 49.2386143, 7.0024415 49.238594, 7.0023943 49.2385978, 7.0023351 49.2385913, 7.0022957 49.2385781, 7.0017361 49.2385347, 7.0017153 49.2385758, 7.0017088 49.2385887, 7.0015913 49.2388087, 7.0015669 49.2388202, 7.0015669 49.2388661, 7.001594 49.238874, 7.0015943 49.2388968, 7.0015889 49.2389937, 7.0015609 49.2390071, 7.0015599 49.2390423, 7.0015819 49.2390518, 7.0015836 49.2390518, 7.0014994 49.2393239, 7.0015837 49.2393366, 7.0015769 49.239355, 7.0016248 49.2393633, 7.0019268 49.2394155, 7.001921 49.2394338, 7.00168 49.2393944, 7.001564 49.2393899, 7.001509 49.2395237, 7.0023643 49.2395296, 7.0024141 49.2395784, 7.0024561 49.2395689, 7.0024982 49.2395594, 7.0026062 49.2395768, 7.0026132 49.2395836, 7.0026362 49.2395876, 7.0026497 49.2395852, 7.0029027 49.2396307, 7.0029354 49.2396366, 7.0029455 49.2396093, 7.0029767 49.2395246, 7.003039 49.2393555, 7.0031154 49.2392188, 7.0031908 49.2391029, 7.003338 49.2388727, 7.0033463 49.238859))",,Echelmeyerpark,,,,,,,,,park,,,"[1145302395, 8756303500, 1263166574, 8750925951, 8750916714, 8750925935, 8750916672, 8750916668, 1263166568, 8750916679, 10812595643, 1375927302, 1263166551, 8750916651, 1089217374, 8756246146, 8756246201, 8750925918, 8750916678, 1263166553, 8750916706, 1263166563, 8750925930, 8750916641, 8750925928, 8750916671, 8750925949, 8750925948, 8750925940, 1263166567, 8750925923, 8750916642, 1340022278, 8756246184, 1145302251, 8756246154, 8756246164, 8756252137, 8756246156, 8756246149, 8756246190, 8756246213, 1263179120, 8911989977, 8756246192, 8756252121, 8808036268, 8756252136, 1145302590, 1145302561, 1145302240, 8756303499, 8756303498, 5922747761, 8756303495, 8756303494, 5922747760, 8756303493, 1145302490, 8766013566, 8756303502, 1145302703, 8750916643, 8750925953, 8756303497, 1145302395]",,,Q1280281,,,,,,,,Friedhof am Rotenberg,de:Echelmeyerpark,,,,,,,,,,,,
way,99234308,,,"POLYGON ((6.9902218 49.2314777, 6.9902683 49.2315222, 6.9902817 49.231535, 6.9903181 49.2315698, 6.990339 49.2315896, 6.9904225 49.2316727, 6.9904501 49.2316728, 6.9904804 49.2316698, 6.9905169 49.2316309, 6.9905401 49.2315987, 6.9905574 49.2315714, 6.9905681 49.2315526, 6.9904809 49.2314811, 6.9904016 49.2313991, 6.9903625 49.2314075, 6.9903264 49.2314137, 6.9902926 49.2314177, 6.9902756 49.2314198, 6.9902621 49.2314214, 6.9902204 49.2314262, 6.9901759 49.2314319, 6.990191 49.2314473, 6.9902068 49.2314634, 6.9902139 49.2314702, 6.9902218 49.2314777))",yes,,,,,,,,,,park,,,"[2288467817, 1147903795, 9543291506, 8826581807, 1147903826, 8826581813, 1147904311, 8826581812, 9032969304, 9032969301, 9891791386, 1147904704, 2288467819, 1147904147, 8826642820, 1147904184, 2288467804, 8826581799, 8826581798, 8826642825, 2288467807, 8826581808, 2288467812, 8826581815, 2288467817]",,,,,,,,,,,,,,,,,,,,,,,,
way,105578217,,,"POLYGON ((7.0097361 49.2384449, 7.0097162 49.2384257, 7.0097211 49.2383949, 7.0098589 49.2383249, 7.0098836 49.2383123, 7.0098998 49.2383041, 7.0099565 49.2383634, 7.0099623 49.2383689, 7.0099769 49.238369, 7.0099737 49.2384293, 7.0099485 49.2384778, 7.0099158 49.2384719, 7.0099103 49.2384844, 7.0098781 49.2384782, 7.0097361 49.2384449))",,,,,,,,,,,park,,,"[1215798480, 1507296081, 1215798479, 9815599241, 9815599255, 1215798482, 9815599239, 9815599230, 1215798478, 6900515181, 1215798483, 9253894772, 9253894787, 9815599232, 1215798480]",,,,,,,,,,,,,,,,,,,,,,,,
way,111310329,,,"POLYGON ((6.9982624 49.2300323, 6.9983264 49.2300181, 6.9983866 49.2300047, 6.9983731 49.2299775, 6.9984253 49.2299664, 6.9983824 49.2298802, 6.9986537 49.2298226, 6.9987013 49.2299183, 6.9989728 49.2298586, 6.999025 49.2299601, 6.9992955 49.2299007, 6.9993365 49.2299803, 6.9993915 49.2299682, 6.9996468 49.2299112, 7.0000123 49.2298318, 7.000022 49.2298508, 7.0001709 49.2298175, 7.0000228 49.2295298, 7.0000181 49.2295203, 6.9994461 49.2295646, 6.9991161 49.2295714, 6.9983541 49.2295807, 6.9982825 49.2295816, 6.9980968 49.2295811, 6.9980537 49.2296001, 6.9980925 49.2296794, 6.9982624 49.2300323))",yes,Skulpturengarten,,,,,,,,Stiftung Saarländischer Kulturbesitz,park,,,"[1395749006, 10030054767, 10039923637, 10039923650, 5404316570, 804873174, 804873150, 804873141, 804873131, 804873114, 804873102, 3442499921, 3442499930, 804873088, 804873076, 3442499923, 5404316588, 10033484212, 1268473281, 1268386259, 1268386269, 10030054770, 1268386271, 10030054730, 3442499920, 10030054750, 1395749006]",,,,,,,,,,,,,no,,,,,,,,,,,
way,111406842,,,"POLYGON ((7.0352482 49.2124415, 7.0352686 49.2124605, 7.0353008 49.212453, 7.035346 49.2124569, 7.0355386 49.212657, 7.0355389 49.2126747, 7.035518 49.2126948, 7.0355441 49.21272, 7.0355816 49.2127586, 7.0357239 49.2128945, 7.0357483 49.2129164, 7.0357904 49.2128983, 7.0358483 49.2129514, 7.0358596 49.2129469, 7.0359307 49.2130155, 7.0359682 49.2130516, 7.0360903 49.2131741, 7.0369743 49.2128597, 7.0368692 49.2127357, 7.0366126 49.2124217, 7.0365304 49.2124247, 7.0364677 49.2124121, 7.0363459 49.2124493, 7.0362383 49.2123037, 7.0363794 49.2122612, 7.0363958 49.2122805, 7.0364969 49.21225, 7.036492 49.2122418, 7.0364584 49.2121949, 7.0365592 49.2121658, 7.0364988 49.2120797, 7.0352482 49.2124415))",,,,,,,,,,,park,,,"[1269244455, 9653139529, 9653139530, 1374227709, 1374227720, 9653139532, 9653139610, 8640050495, 8640050494, 9653139534, 1072931599, 1072931871, 9653139535, 9653139540, 1072931882, 1072932118, 1269244486, 9653139626, 9653139627, 1269244436, 9653139620, 1072932654, 1072932633, 1072931839, 1072932054, 9632544351, 9653139621, 1072932810, 1072932504, 10748786338, 1269244464, 1269244455]",,,,,,,,,,,,,,,,,,,,,,,,
way,111423728,,,"POLYGON ((7.0294469 49.2138051, 7.0282026 49.2138535, 7.0276071 49.2138413, 7.0274034 49.2138203, 7.0272684 49.2138064, 7.0268786 49.2137551, 7.0274939 49.2148248, 7.0279521 49.2148713, 7.0284168 49.2148366, 7.0288782 49.2146364, 7.0289071 49.2146224, 7.028938 49.2146105, 7.0293565 49.2146559, 7.0294469 49.2138051))",private,,,,,,,,,,park,,,"[1269506061, 1911447199, 1911447198, 7369690976, 1911447194, 1269506057, 1808643034, 9708248692, 1808643030, 1269506118, 1808643004, 1269506072, 1911447201, 1269506061]",,,,,,,,,,,,,,,,,,,,,,,,
way,111593760,,,"POLYGON ((6.9422615 49.2465355, 6.942774 49.2465771, 6.9428009 49.2465599, 6.9428246 49.2465387, 6.9426812 49.2459491, 6.9425891 49.2459429, 6.9423483 49.2463662, 6.9422615 49.2465355))",,,,,,,,,,,park,,,"[1271029499, 9795828807, 1271029520, 9795828713, 5006906548, 1271029514, 9795828773, 1271029499]",,,,,,,,,,,,,,,,,,,,,,,,
way,111736528,,,"POLYGON ((6.955306 49.2467872, 6.9552579 49.2468361, 6.9550657 49.2470377, 6.9550242 49.247086, 6.955983 49.2481145, 6.9562677 49.2484196, 6.9564236 49.2483824, 6.9565824 49.2485835, 6.9561317 49.2487391, 6.956193 49.2489148, 6.9563414 49.249303, 6.9566615 49.2503419, 6.9567251 49.2505481, 6.9567481 49.2507251, 6.9565786 49.2507883, 6.9566558 49.2511709, 6.9572282 49.2511211, 6.9577399 49.251082, 6.9579677 49.251065, 6.9580947 49.2510547, 6.9578677 49.2497398, 6.9575142 49.2497576, 6.9574658 49.249507, 6.9574479 49.2494143, 6.9575601 49.2493654, 6.9575877 49.2490489, 6.9586344 49.249155, 6.9589867 49.2491907, 6.9591696 49.2489449, 6.9576346 49.2484797, 6.9576 49.2484426, 6.9574274 49.2482902, 6.9574073 49.2482865, 6.9572059 49.2483517, 6.9570728 49.2481584, 6.9581026 49.2478423, 6.9571943 49.247321, 6.9572149 49.2472483, 6.9568428 49.2470216, 6.9567251 49.2470313, 6.9566337 49.2469803, 6.9561028 49.2466764, 6.9558488 49.2467424, 6.9555313 49.2467452, 6.955424 49.2467592, 6.955306 49.2467872))",,,,,,,,,,,park,,,"[1272293032, 9062985727, 9062994928, 1272293052, 10809654176, 1272293019, 2199155644, 2199155660, 1271802668, 9165607914, 379520054, 3709588508, 2199155608, 2199155651, 2199155612, 1143697511, 2199155629, 263043660, 7033553247, 2199155619, 1143697194, 1143697500, 3709588497, 2199155616, 1143697450, 1143697394, 1143697334, 2199155606, 2199155672, 2199155599, 1143697309, 1143697249, 10800768629, 2199155611, 2199155670, 1272293047, 2199175065, 1272293031, 10798309700, 1143697452, 1143697401, 1272293045, 1272293053, 1272293046, 1272293038, 1272293032]",,,,,,,,,,,,,,,,,,,,,,,,
way,116952612,,,"POLYGON ((6.9385679 49.2398424, 6.9382637 49.2395213, 6.9385441 49.2394884, 6.9385731 49.2394826, 6.9390947 49.2393753, 6.9392554 49.2393869, 6.9392657 49.2393763, 6.9392764 49.2393632, 6.9393034 49.2393376, 6.9405167 49.238999, 6.9410045 49.2389133, 6.9413146 49.2388429, 6.9415911 49.2387571, 6.9420908 49.2385709, 6.9428399 49.2383383, 6.9435974 49.2380968, 6.9441757 49.2379072, 6.9442209 49.237975, 6.9445864 49.2384416, 6.9440587 49.2385705, 6.9436897 49.238696, 6.9420079 49.2393521, 6.940344 49.2400736, 6.9402915 49.2400963, 6.9399505 49.2397156, 6.9395817 49.2396085, 6.9392677 49.2396505, 6.9385679 49.2398424))",,,,,,,,,,,park,,,"[651940380, 1272901714, 1270568882, 1524388722, 1272909867, 1524400299, 9712251480, 1524400298, 262876474, 262876471, 1270564468, 1270564464, 1270564478, 262876469, 1270564456, 262876467, 262876465, 9712251506, 268664180, 8011462427, 389953401, 8011462424, 7888189797, 389953410, 1272919610, 7888189796, 651940381, 651940380]",,,,,,,,,,,,,,,,,,,,,,,,
way,117620775,,,"POLYGON ((7.0444091 49.2688796, 7.0444296 49.2689234, 7.0444781 49.2689497, 7.0452081 49.2683054, 7.0455946 49.2679547, 7.0456673 49.2678627, 7.0459313 49.2676625, 7.045925 49.2676303, 7.0458928 49.2676128, 7.0458511 49.267611, 7.0457594 49.2676749, 7.0453973 49.2679966, 7.0444091 49.2688796))",,,,,,,,,,,park,,,"[1324698614, 10612760165, 1324698516, 5915590054, 5915590060, 10659694346, 1324698564, 10612760113, 5915632896, 1324698726, 5915595809, 1324698500, 1324698614]",,,,,,,,,,,,,,,,,,,,,,,,
way,119140351,,,"POLYGON ((6.9988261 49.2351498, 6.9988322 49.2351629, 6.9988442 49.2351756, 6.998856 49.235183, 6.9988677 49.2351905, 6.9988838 49.2351971, 6.9989012 49.2352036, 6.9989231 49.2352062, 6.998951 49.2351274, 6.9989602 49.2351014, 6.9989699 49.2350741, 6.9989762 49.2350563, 6.9989803 49.2350447, 6.9989684 49.235027, 6.9989608 49.2350168, 6.9989454 49.2350177, 6.9989022 49.2350204, 6.9988806 49.2350218, 6.9988606 49.235023, 6.9988341 49.2350246, 6.9988407 49.2350636, 6.9988488 49.2351247, 6.9988543 49.2351423, 6.9988402 49.2351461, 6.9988261 49.2351498))",,,,,,,,,,,park,yes,,"[6530575237, 6530575236, 6530575235, 6530575226, 6530575234, 6530575233, 6530575232, 6530575231, 6530575217, 6530575219, 6530575220, 6530575214, 6487023957, 6530575213, 1339464689, 6538524537, 6538524538, 6538524535, 6530575212, 1033083195, 5218501923, 1033083248, 6530575230, 6530575229, 6530575237]",,,,,,,,,,fine_gravel,,,,,,,,,,,,,,
way,120191442,,,"POLYGON ((6.9385679 49.2398424, 6.9388461 49.2402657, 6.9386429 49.2403167, 6.9383541 49.2398319, 6.937984 49.239937, 6.9364743 49.2402987, 6.9362974 49.2402213, 6.9347625 49.2405782, 6.9345149 49.240566, 6.9343142 49.2405625, 6.934198 49.2404564, 6.93396 49.2402513, 6.9338025 49.2402836, 6.932937 49.2406006, 6.9324768 49.2408723, 6.9320543 49.241049, 6.9318488 49.2411704, 6.9317646 49.2412842, 6.9317478 49.2414246, 6.9317834 49.2414793, 6.9316876 49.2415666, 6.931513 49.2412931, 6.9313142 49.2411386, 6.931092 49.2409737, 6.9313818 49.2407768, 6.9318746 49.2406256, 6.9328307 49.2403868, 6.9327644 49.2402556, 6.9327502 49.240225, 6.9339767 49.2399569, 6.9340769 49.2399564, 6.9341914 49.2399902, 6.9343433 49.2399544, 6.9346315 49.2399251, 6.9349008 49.2398872, 6.9354938 49.2398143, 6.9358138 49.2398171, 6.9363799 49.2398091, 6.936614 49.2397678, 6.9373444 49.2396644, 6.93804 49.2395602, 6.938265 49.2396679, 6.9383293 49.2396564, 6.9382637 49.2395213, 6.9385679 49.2398424))",,,,,,,,,,,park,,,"[651940380, 1272901688, 1348205466, 1272919588, 1272919589, 897607811, 2314965175, 9712848993, 9712848992, 897607806, 1278292187, 1278292168, 1278292159, 1278292195, 1278292193, 1278292192, 1278292176, 1278292161, 1278292189, 9740544665, 9712848999, 1348205469, 1348205468, 1348205467, 1275729093, 1275729092, 1275729102, 1275729106, 1275729094, 262876482, 1345978335, 1345978336, 1345978334, 9712848996, 1345978329, 262876480, 1272911806, 1272911774, 262876478, 1270568887, 1345978310, 1272901699, 1272901711, 1272901714, 651940380]",,,,,,,,,,,,,,,,,,,,,,,,
way,123177090,,,"POLYGON ((6.9923044 49.2294871, 6.9925146 49.2297486, 6.9925406 49.2297758, 6.9925334 49.2297788, 6.9926898 49.2298875, 6.9927177 49.2299116, 6.9927945 49.2299943, 6.9928109 49.2300127, 6.9928287 49.230032, 6.9928942 49.2301028, 6.9929953 49.2302696, 6.9931104 49.2304008, 6.9931164 49.2303961, 6.9933281 49.230222, 6.9933496 49.230187, 6.9933392 49.2301454, 6.9932227 49.2300125, 6.9931762 49.2299595, 6.9931495 49.2299295, 6.9930339 49.2297996, 6.9930095 49.2297721, 6.9929597 49.2297168, 6.9928518 49.229597, 6.9926278 49.2293531, 6.992605 49.2293338, 6.9925768 49.2293259, 6.992545 49.2293328, 6.9925178 49.2293513, 6.992444 49.2293977, 6.9924346 49.2294039, 6.9924258 49.2294097, 6.9923044 49.2294871))",,,,,,,,,,,park,,,"[808055756, 6183023978, 2293162078, 2293162079, 1373607767, 9031754191, 5523662601, 9032888358, 9031754200, 1373607753, 808071056, 808055767, 10726763694, 1373607724, 5523662578, 1373607810, 10726763698, 1373607793, 9730326874, 9730326873, 1373607775, 10726763695, 2293162061, 5523662569, 5523662566, 5523662567, 1147903740, 5523662568, 6177738571, 1935266661, 6177738572, 808055756]",,,,,,,,,,,,,,,,,,,,,,,,
way,124162475,,,"POLYGON ((6.979544 49.2267845, 6.9799327 49.226871, 6.9800764 49.2268957, 6.9808721 49.2268601, 6.9809701 49.2268412, 6.9812548 49.2267298, 6.9816842 49.226556, 6.9815502 49.2263393, 6.9814678 49.2263334, 6.9814428 49.2263999, 6.9813389 49.2264684, 6.9812663 49.2264761, 6.9811481 49.2265333, 6.9810881 49.2265345, 6.9809582 49.2265885, 6.9808957 49.226596, 6.9807752 49.2266392, 6.9806956 49.2266387, 6.9805749 49.2266571, 6.9804888 49.2266555, 6.980379 49.2266764, 6.9801667 49.2266884, 6.9801056 49.2266729, 6.9799864 49.2266657, 6.9799559 49.2266448, 6.9799759 49.226697, 6.9797175 49.2267466, 6.9796874 49.2266877, 6.97938 49.2267549, 6.979544 49.2267845))",,Skulpturenpark,,,,,,,,,park,,,"[1382694748, 1382694783, 1382694728, 9039163859, 1382694791, 1382694767, 1382694719, 1382694722, 1017827224, 1017827250, 1017827276, 1017827304, 1382693127, 1017827255, 1382693130, 1382693129, 1017827278, 1382693131, 1017827313, 1017827354, 1017827390, 1017827472, 1017827510, 1017827319, 1017827364, 1382694774, 9046335573, 9046335574, 1017827394, 1382694748]",,,,,,,,,,grass,,,,,,,,,,,,,,
way,124859630,,,"POLYGON ((6.9714786 49.2314492, 6.9715072 49.2314614, 6.9717446 49.2315707, 6.9718059 49.2315824, 6.9719017 49.2315912, 6.9725266 49.2315723, 6.9725204 49.2315102, 6.9725334 49.2315094, 6.9726082 49.231505, 6.9723877 49.231079, 6.9723746 49.2310548, 6.9723659 49.2310399, 6.9722252 49.230824, 6.9721681 49.2309038, 6.9719202 49.2309921, 6.9719597 49.2310763, 6.9715572 49.2311773, 6.9715841 49.2312211, 6.9712885 49.2312926, 6.9712114 49.2311621, 6.9711121 49.2311306, 6.9710734 49.2312676, 6.97145 49.2314367, 6.9714786 49.2314492))",,,,,,,,,,,park,,,"[10700240962, 10700240957, 2282882734, 1388337486, 2282882741, 3478403522, 1388337488, 8088694401, 3478403521, 10700240969, 8088694416, 10700240959, 1388337484, 10828709952, 1388337483, 1388337485, 1388337490, 1388337492, 1388337487, 1388337496, 1388337493, 1388337494, 10700240978, 10700240962]",,,,,,,,,,,,,,,,,,,,,,,,
way,125514834,,,"POLYGON ((6.9781472 49.2386573, 6.9783012 49.2385249, 6.978421 49.2383138, 6.9783441 49.2382964, 6.9783299 49.2382645, 6.9783555 49.2382144, 6.9783931 49.2382013, 6.9784733 49.2382175, 6.9785301 49.2381001, 6.978522 49.2375011, 6.9783656 49.2374535, 6.9775886 49.2373435, 6.9772279 49.2372914, 6.9757594 49.2374066, 6.9757476 49.2375479, 6.9758678 49.2375492, 6.975982 49.2375492, 6.975982 49.2374455, 6.976193 49.2374422, 6.976193 49.2376027, 6.976361 49.2376023, 6.9763633 49.2374874, 6.9767105 49.2374844, 6.9767094 49.2374271, 6.9774052 49.2374212, 6.9778337 49.237426, 6.9778376 49.2375906, 6.9779919 49.2375921, 6.9779917 49.2375585, 6.9782706 49.237557, 6.9782715 49.2378975, 6.9782701 49.2380041, 6.9782751 49.2384079, 6.9779907 49.2384094, 6.9779885 49.2380038, 6.9778402 49.2380036, 6.9778354 49.2384043, 6.9778383 49.2384698, 6.9779852 49.2384697, 6.9780188 49.238493, 6.9781254 49.238567, 6.9779901 49.2385654, 6.9781472 49.2386573))",,,,,,,,,,,park,,,"[1393877504, 1393877013, 7792366038, 7792366041, 7792366037, 7792366042, 7792366043, 7792366040, 1393877015, 1393877018, 6117504841, 1393877019, 1393877020, 1393877016, 6117504866, 6117504858, 6117504865, 6117504864, 6117504863, 1019547891, 1393876650, 1019547949, 4051577803, 1019547849, 1019547897, 6117504862, 1393876614, 6117504861, 1019547845, 1019547937, 1019547791, 1019547902, 1019547813, 1019547811, 1019547876, 6117504867, 1393876621, 1393876597, 6117504847, 6138475640, 6117504845, 6117504846, 1393877504]",,,,,,,,,,,,,,,,,,,,,,,,
way,125536151,,,"POLYGON ((6.9759485 49.2400977, 6.975416 49.2399931, 6.9754473 49.2399273, 6.975413 49.2399207, 6.9753923 49.2399173, 6.9753504 49.2399337, 6.9753118 49.2399284, 6.9752814 49.2400014, 6.975188 49.2399859, 6.975204 49.2399493, 6.9752123 49.2399301, 6.9749931 49.2398951, 6.9750055 49.2398665, 6.9749198 49.239851, 6.9749352 49.2398147, 6.9749506 49.2397784, 6.9750363 49.2397939, 6.975053 49.2397564, 6.9750273 49.2397324, 6.974944 49.2397195, 6.9748917 49.2397111, 6.9748174 49.239903, 6.9748024 49.2399411, 6.9748359 49.2399463, 6.9748251 49.2402453, 6.9747164 49.2402283, 6.9746006 49.2402102, 6.97462 49.2401626, 6.9746646 49.2400471, 6.974668 49.2400367, 6.9744797 49.2400081, 6.9745157 49.2399041, 6.9743564 49.2398759, 6.9742959 49.2399868, 6.974131 49.2399489, 6.9741133 49.2399874, 6.9740857 49.2401117, 6.9739058 49.240432, 6.9738601 49.240661, 6.9738869 49.2406623, 6.9738843 49.2407053, 6.9738306 49.2411607, 6.9740538 49.2411755, 6.9740486 49.2412107, 6.9739918 49.2412071, 6.9739849 49.2412458, 6.9738081 49.2412346, 6.9737616 49.2412322, 6.9737502 49.2412953, 6.9737357 49.2413833, 6.9739118 49.2413914, 6.9740503 49.2413928, 6.974924 49.2414146, 6.9749838 49.2414255, 6.9752547 49.241484, 6.9754516 49.2415266, 6.9754815 49.2412345, 6.976217 49.241293, 6.9762725 49.2412194, 6.9761401 49.2411395, 6.9762612 49.2408967, 6.9756537 49.2407745, 6.9756702 49.2407386, 6.9757631 49.2405318, 6.975788 49.2404777, 6.9758637 49.2402941, 6.9759257 49.2401479, 6.9759485 49.2400977))",,,,,,,,,,,park,,,"[10642809762, 10708127484, 10707653037, 10707653041, 1394026405, 1394026402, 1394026396, 1394026400, 1394026399, 10707653072, 1394026401, 1394026415, 1394026392, 6539219374, 10707653074, 6539219375, 1394026413, 1394026391, 10707648300, 10707653087, 1394043245, 1394047801, 10707653045, 10707653065, 10707653073, 4322707937, 4322707938, 4322707935, 10707653053, 5250956350, 5250956351, 5250956352, 10647494700, 10647494699, 5250956353, 10647494692, 5250956354, 5250956355, 10647494696, 5250956356, 1394022832, 7921041787, 7921031632, 7921031631, 7921031630, 7921031629, 7921031628, 10713110482, 10713110480, 7921031668, 5311661637, 5296316606, 7921031659, 7921031657, 10713013691, 5250956348, 6462966994, 5250956346, 9900730335, 1140685192, 5250956345, 1394043210, 10713110422, 10642809790, 10642809723, 10642821959, 1394043193, 10642809762]",,,,,,,,,,,,,,,,,,,,,,,,
way,125738452,,,"POLYGON ((6.9822823 49.2315323, 6.9825988 49.2315622, 6.9826018 49.2315596, 6.9826151 49.2315541, 6.9826287 49.2315491, 6.9826717 49.2315531, 6.9827016 49.2315474, 6.9827287 49.2315326, 6.9827389 49.2315139, 6.9827276 49.2314885, 6.982703 49.2314765, 6.9826676 49.2314493, 6.982564 49.231366, 6.9824953 49.2313199, 6.9823423 49.2313047, 6.9823177 49.2313976, 6.9822987 49.2314711, 6.9822883 49.2315113, 6.9822868 49.2315161, 6.9822823 49.2315323))",,,,,,,,,,,park,,,"[1395854798, 1395854801, 10125058420, 1395842473, 6565234294, 6565381678, 1395854804, 1395854799, 1395854802, 6565381677, 6565234303, 6565234309, 9978601127, 1395854803, 1395854805, 9983427056, 9983427077, 9983427073, 7376474791, 1395854798]",,,,,,,,,,,,,,,,,,,,,,,,
way,125742302,,,"POLYGON ((6.9817409 49.2307568, 6.9820068 49.2308267, 6.9819211 49.230548, 6.9817114 49.2305258, 6.9817622 49.2305604, 6.9817868 49.2307223, 6.9817409 49.2307568))",,,,,,,,,,,park,,,"[1395881747, 1395881746, 2261424456, 9983427062, 1395881748, 9983427059, 1395881747]",,,,,,,,,,,,,,,,,,,,,,,,
way,125759029,,,"POLYGON ((6.9960958 49.2315868, 6.9958636 49.2316583, 6.995701 49.2317175, 6.9957825 49.2317801, 6.9958569 49.2318332, 6.9958623 49.2317827, 6.9959179 49.2317367, 6.9960024 49.2317244, 6.9960598 49.2317265, 6.996126 49.231828, 6.9961606 49.2318163, 6.9961877 49.2318078, 6.9962147 49.2317993, 6.9961882 49.2317638, 6.9961289 49.2316733, 6.9961364 49.2316491, 6.9961225 49.2316262, 6.9960958 49.2315868))",yes,,,,,,,,,,park,,,"[1396038072, 6059523426, 1268677285, 6059523415, 4319928277, 6059523411, 6059523412, 6059523413, 4319928280, 1396038074, 6059523421, 6059523419, 1396038084, 815557573, 6059523422, 1409996490, 9318973168, 1396038072]",,,,,,,,,,,,,,,,,,,,,,,,
way,162117394,,,"POLYGON ((7.0422053 49.2767063, 7.0427563 49.2766906, 7.0430239 49.2766414, 7.0432964 49.2766051, 7.0433926 49.2766066, 7.0435102 49.2766746, 7.0435708 49.2768229, 7.0435434 49.2769122, 7.0433151 49.2769373, 7.0427342 49.2769779, 7.0421179 49.2770149, 7.0421133 49.276909, 7.0421672 49.2768502, 7.0422053 49.2767063))",,,,,,,,,,,park,,,"[1740507636, 1740507631, 1740507619, 1740507600, 1740507602, 1740507629, 1740507672, 1740507706, 1740507710, 1740507714, 1740507717, 1740507705, 1740507678, 1740507636]",,,,,,,,,,,,,,,,,,,,,,,,
way,174598812,,,"POLYGON ((7.0169704 49.1967729, 7.0175271 49.197023, 7.0177071 49.1968699, 7.0177997 49.1969163, 7.0179272 49.1967908, 7.0173675 49.1965317, 7.0173128 49.1965134, 7.0172254 49.1965039, 7.0169704 49.1967729))",,,,,,,,,,,park,,,"[1852652968, 1852653044, 4037783770, 4037783789, 1852652965, 1852652955, 1852652953, 1852652957, 1852652968]",,,,,,,,,,,,,,,,,,,,,,,,
