element_type,osmid,barrier,wheelchair,geometry,access,name,noname,tourism,wikimedia_commons,note,contact:website,description,start_date,operator,leisure,lit,historic,nodes,name:etymology:wikidata,image,wikidata,alt_name,opening_hours,landcover,landuse,name:fr,architect,surface,old_name,wikipedia,fee,dog,abandoned:landuse,contact:phone,operator:wikidata,zoo,website,disused:landuse,landuse:1851-1917,source,ways,type
way,31894970,,,"POLYGON ((6.9919276 49.2250609, 6.9920059 49.22537, 6.9919062 49.2254543, 6.9918715 49.2255245, 6.9918737 49.2255407, 6.991863 49.2255591, 6.9918387 49.2255796, 6.9918064 49.2255971, 6.9917601 49.225603, 6.9917288 49.2255998, 6.9916879 49.2255845, 6.9916584 49.2255639, 6.9916502 49.2255411, 6.9916327 49.2255337, 6.9914958 49.2255408, 6.9914723 49.2254263, 6.9914902 49.225423, 6.9915073 49.2254149, 6.9915164 49.2253995, 6.9915162 49.2253847, 6.9915039 49.2253713, 6.9914823 49.2253651, 6.9914583 49.2253653, 6.9914088 49.2251168, 6.9916572 49.22509, 6.9919276 49.2250609))",,Nussberg-Denkmal,,,,,,,,,park,,,"[357199563, 1143987759, 2279703920, 1394573207, 1394573189, 1394573194, 1394573201, 1143987627, 1143988005, 1394573180, 1394573183, 4448535137, 1394573181, 1394573187, 1143987956, 4448535134, 8530055915, 8530055916, 4448535132, 8530168917, 4448535129, 8530168918, 4448535127, 1143987793, 357198303, 357199563]",,,,Nußberg-Denkmal,,,,,,,,,,,,,,,,,,,,
way,35640857,,,"POLYGON ((7.0391119 49.2778284, 7.0391688 49.2778981, 7.0392091 49.277954, 7.0392989 49.2779333, 7.0393229 49.2779318, 7.039697 49.2779098, 7.040392 49.277986, 7.0402753 49.2783179, 7.0403352 49.2783294, 7.040367 49.2783343, 7.0403548 49.2783605, 7.0404482 49.2783817, 7.0405861 49.2784145, 7.0412123 49.2785762, 7.0415348 49.2786232, 7.0416349 49.2780963, 7.0421269 49.2781065, 7.0421656 49.2779157, 7.0425205 49.277942, 7.0425445 49.2778461, 7.0425195 49.27772, 7.0423038 49.2776252, 7.0407289 49.2775217, 7.0399689 49.277619, 7.0391119 49.2778284))",,Stadtpark,,,,,,,,,park,,,"[417591808, 417591479, 417591805, 1454358620, 1454358619, 417591802, 1454358622, 417591798, 417591714, 1454358639, 1454358640, 417591793, 417591751, 417591748, 417591743, 417591741, 417591735, 417591733, 417591728, 417591528, 1324824677, 1324824673, 417591818, 417591816, 417591808]",,,,,Apr-Sep 08:00-20:00; Oct-Mar 08:00-18:00,,,,,,,,,,,,,,,,,,,
way,35680712,,,"POLYGON ((7.0399508 49.2548109, 7.0398324 49.2554386, 7.0412171 49.2555462, 7.0412512 49.2553691, 7.041201 49.2553648, 7.0412119 49.2553114, 7.0411255 49.2553048, 7.0410499 49.2552982, 7.0410777 49.2551632, 7.0411496 49.2551695, 7.0412776 49.2551792, 7.0413238 49.254919, 7.0411531 49.2549054, 7.0406339 49.2548627, 7.0399508 49.2548109))",,Forum,,,,,,,,,park,,,"[1324588177, 417783886, 9001970286, 10649460328, 10649460329, 10002984310, 10002984313, 10002984312, 10002984311, 10003009932, 10002984309, 9001970287, 1958303768, 8222036267, 1324588177]",,,,,,grass,grass,,,,,,,,,,,,,,,,,
way,35855712,,,"POLYGON ((7.019985 49.2235886, 7.020246 49.2234984, 7.0204048 49.2234649, 7.020882 49.2234016, 7.0213782 49.2233628, 7.0213479 49.2233078, 7.0212869 49.2232787, 7.0209272 49.2231779, 7.0208316 49.223096, 7.0207089 49.2229991, 7.0205993 49.222928, 7.0205881 49.2228684, 7.0204569 49.2227992, 7.0204129 49.2228399, 7.0198761 49.2226949, 7.0195122 49.2225643, 7.0194547 49.2226264, 7.0192257 49.2225427, 7.01914 49.2225851, 7.0189935 49.2224432, 7.0188816 49.2223259, 7.0188266 49.2222434, 7.0187714 49.2221266, 7.0187103 49.2219685, 7.0186748 49.2218976, 7.0186343 49.2218508, 7.0185927 49.2218118, 7.0185378 49.2217782, 7.0184974 49.2217655, 7.0184434 49.2217566, 7.0183756 49.2217554, 7.0183172 49.2217601, 7.0182065 49.2217843, 7.0183095 49.2218944, 7.0183908 49.2218836, 7.0184317 49.2218972, 7.0184579 49.2219388, 7.0184652 49.2220357, 7.0191392 49.222753, 7.0194684 49.2230735, 7.0195664 49.2231516, 7.0197762 49.2233745, 7.0199258 49.2235308, 7.019985 49.2235886))",,,,,,,,,,,park,,,"[419124957, 419124960, 419124963, 1374074945, 1374074924, 1374074933, 419124978, 419124980, 5098896544, 1374074955, 5098896543, 419124981, 419124983, 5098896542, 9231273215, 4565762735, 4565762734, 9231273211, 8627243032, 419124984, 4084899554, 9231273212, 9231326537, 9231273213, 9530856334, 4084899544, 4084899543, 9231273214, 9530856344, 9530856332, 4084899542, 9530856337, 419124991, 4084899546, 4084899545, 9231273194, 4084899548, 4084899551, 8627243036, 9231302938, 419124993, 419124995, 419124994, 419124957]",,,,,,,,,,,,,,,,,,,,,,,,
way,48557840,,,"POLYGON ((6.9174413 49.2448601, 6.9171652 49.2443693, 6.9182323 49.2440196, 6.918483 49.2441152, 6.9185108 49.2441, 6.9185444 49.2440775, 6.9183624 49.2439678, 6.9188482 49.2437644, 6.9201962 49.2431999, 6.9205818 49.2430877, 6.9222717 49.2425958, 6.9227043 49.2424878, 6.9230679 49.2424274, 6.922945 49.2431686, 6.9225506 49.2431844, 6.922176 49.2432345, 6.9218265 49.2433225, 6.9211099 49.2435342, 6.9204647 49.243733, 6.919845 49.2439848, 6.9192201 49.2442459, 6.9185051 49.2445121, 6.9174413 49.2448601))",,,,,,,,,,,park,,,"[315072713, 261649603, 261649751, 1177088417, 1177088597, 1177088550, 1177088691, 8846799755, 261649752, 5398008694, 1272998251, 1082773501, 261649604, 616798219, 9712821404, 616798212, 616798213, 616798193, 616798195, 616798182, 616798188, 616798174, 315072713]",,,,,,,,,,,,,,,,,,,,,,,,
way,53792726,,,"POLYGON ((7.060718 49.2216902, 7.0605882 49.2214493, 7.060618 49.2213096, 7.0612942 49.2211107, 7.060931 49.2207819, 7.0600145 49.220834, 7.0600772 49.2216784, 7.060718 49.2216902))",,,,,,,,,,,park,,,"[3689704798, 679064012, 3689704796, 631810215, 679064002, 679063997, 3689704797, 3689704798]",,,,,,,,,,,,,,,,,,,,,,,,
way,55867750,,,"POLYGON ((6.9791788 49.2359972, 6.979349 49.2359962, 6.9794243 49.2359958, 6.9801232 49.2359917, 6.9803632 49.2359856, 6.980499 49.2359766, 6.9806324 49.2359585, 6.9807621 49.2359133, 6.980854 49.2358555, 6.9810059 49.2357519, 6.9811467 49.2356581, 6.9812878 49.2356065, 6.9814155 49.2355862, 6.9815782 49.2355805, 6.9817403 49.2355851, 6.981882 49.2355945, 6.9819969 49.2356049, 6.9821547 49.2356242, 6.9822127 49.235634, 6.9823442 49.2356667, 6.9824788 49.2357108, 6.9826408 49.2357963, 6.9825589 49.2354828, 6.9825167 49.235193, 6.9825059 49.2351575, 6.9824801 49.235129, 6.9824337 49.2351166, 6.9823765 49.2351119, 6.9822797 49.2351107, 6.9822509 49.2355296, 6.9822215 49.2355294, 6.9815543 49.2355142, 6.981062 49.2355076, 6.9810348 49.2355227, 6.9810263 49.2356506, 6.9808764 49.2356974, 6.9798694 49.2356586, 6.9795896 49.2356458, 6.9795522 49.2357322, 6.9794187 49.2357289, 6.9794308 49.2356704, 6.9795603 49.2350273, 6.9795186 49.2349959, 6.9788544 49.234969, 6.9788461 49.235032, 6.9787358 49.2350276, 6.9786753 49.2356773, 6.9793645 49.235714, 6.9792934 49.2359437, 6.9781881 49.2359238, 6.9777748 49.2359044, 6.9777707 49.2359779, 6.977769 49.2359973, 6.9778437 49.2359976, 6.9785089 49.2360067, 6.978592 49.2360055, 6.9791788 49.2359972))",,,,,,,,,,,park,,,"[701547864, 7606745902, 6733961363, 701547866, 701547879, 1444992618, 701547878, 1444992610, 701547876, 701547871, 701547873, 701547872, 1373538096, 701547875, 701547874, 1444992593, 701547889, 701547891, 7434499311, 701547893, 867310653, 867310649, 701547895, 1039755929, 8830589271, 701547855, 8830589268, 1039755841, 701547859, 701547887, 7434499325, 7897123843, 701547868, 10167391942, 1039396996, 701547870, 2143143790, 701547861, 1373538102, 1373538107, 1373538100, 1373538110, 1373538099, 7835432699, 1373538098, 7774130237, 1373538106, 1373538094, 1373544704, 1373544705, 1373544699, 7835432704, 1373544697, 867313616, 867313622, 1147904669, 701547864]",,,,,,,,,,,,,,,,,,,,,,,,
way,66825673,,,"POLYGON ((6.9880509 49.231565, 6.9880354 49.2316083, 6.9880302 49.2316427, 6.9880321 49.2316844, 6.9880384 49.2316916, 6.9880549 49.231693, 6.9881409 49.2316737, 6.9883735 49.2316214, 6.988713 49.2314953, 6.9887202 49.2314834, 6.9887725 49.2314632, 6.9888028 49.2314981, 6.9888266 49.2315023, 6.9891133 49.2313936, 6.9891674 49.2313739, 6.9894201 49.2312769, 6.9895072 49.2312436, 6.9896163 49.2312013, 6.9896764 49.2311777, 6.9898243 49.2311195, 6.9896788 49.2309544, 6.9896272 49.230896, 6.9892946 49.2310274, 6.9892561 49.2310424, 6.9892617 49.2310491, 6.9892295 49.2310621, 6.9889818 49.2311616, 6.9888837 49.231201, 6.9888447 49.2312161, 6.9888642 49.231238, 6.9886495 49.2313195, 6.9886136 49.2313326, 6.9886011 49.2313308, 6.9885912 49.2313264, 6.9885677 49.2313015, 6.9883739 49.2313738, 6.9883816 49.2313812, 6.9882857 49.2314163, 6.9881904 49.2314546, 6.988142 49.2314823, 6.9881344 49.2314608, 6.9880509 49.231565))",,Nanteser Platz,,,Category:Nanteser Platz (Saarbrücken),,,,,,park,,,"[807661113, 2293162248, 10823051551, 1373582151, 10823051549, 9004622907, 1373582169, 9027101023, 9027091587, 807661101, 9028993819, 807661103, 9027091557, 807678221, 807678157, 807678161, 9027091595, 9027101020, 9027091577, 807661105, 9027091590, 807661107, 2293162184, 9028991309, 9027091591, 807678160, 807678158, 9027091588, 9028991310, 829514964, 807678224, 9027091611, 2293162214, 9027091563, 2293162209, 9027091582, 9027091608, 807661108, 9027091592, 807661110, 8146985083, 807661113]",,,Q98509414,,,,,Place de Nantes,,,,,,,,,,,,,,,,
way,66874799,,,"POLYGON ((6.9920427 49.2306161, 6.9920179 49.2306255, 6.9919826 49.2306388, 6.9919473 49.2306521, 6.9920188 49.2307252, 6.9920358 49.2307426, 6.9920736 49.2307219, 6.9923404 49.2309282, 6.9922301 49.2309944, 6.9922251 49.2309975, 6.9922004 49.2310128, 6.9921632 49.2309867, 6.992085 49.230932, 6.9919118 49.2308109, 6.9918008 49.2308803, 6.9917907 49.2308735, 6.9917807 49.2308667, 6.9916813 49.2309193, 6.9916869 49.2309245, 6.9916925 49.2309297, 6.991747 49.2309328, 6.9917988 49.2309721, 6.9917951 49.2310056, 6.9921952 49.2311132, 6.9921555 49.2311698, 6.9922102 49.2312031, 6.9922143 49.2312056, 6.9922471 49.2311808, 6.9922578 49.2311858, 6.9922717 49.2311723, 6.9922617 49.2311672, 6.9923851 49.2310225, 6.9924364 49.2309835, 6.9925482 49.230894, 6.9925835 49.2308661, 6.9928895 49.2305776, 6.9929177 49.2305904, 6.9929939 49.2305215, 6.9929743 49.2305113, 6.9930713 49.2304321, 6.9931104 49.2304008, 6.9929953 49.2302696, 6.9928942 49.2301028, 6.9928287 49.230032, 6.9928109 49.2300127, 6.9927945 49.2299943, 6.9927177 49.2299116, 6.9926898 49.2298875, 6.9925334 49.2297788, 6.9925406 49.2297758, 6.9925146 49.2297486, 6.9923044 49.2294871, 6.9920606 49.2296415, 6.9920459 49.2296508, 6.9920293 49.2296613, 6.9919873 49.229706, 6.992022 49.2297347, 6.9919752 49.2297533, 6.9919515 49.2297635, 6.9919918 49.2297908, 6.991667 49.2299951, 6.9915873 49.2300453, 6.991538 49.2300762, 6.9915613 49.230099, 6.9915768 49.2301162, 6.992319 49.2298248, 6.9923751 49.2298876, 6.9924946 49.2300238, 6.9925351 49.2300075, 6.9925829 49.2300647, 6.9926307 49.2301219, 6.9925902 49.2301377, 6.9927643 49.230332, 6.9924449 49.2304578, 6.9920427 49.2306161))",,,,,,,,,,,park,,,"[389908144, 1428397906, 7399388950, 808071021, 7197273750, 1374464605, 808048978, 808048990, 7399388923, 9912991307, 808048987, 6285202115, 2199288352, 808048983, 808071039, 4736515080, 2293162172, 808071048, 4736515079, 4736515076, 1374464594, 1374464601, 808396240, 808396234, 1374464584, 10726763689, 808055775, 1373607796, 1373607739, 1373607822, 1373607858, 4728600033, 8633274925, 8633274924, 1373607769, 1373607721, 4728600032, 2293162139, 9032888348, 2293162117, 808055767, 808071056, 1373607753, 9031754200, 9032888358, 5523662601, 9031754191, 1373607767, 2293162079, 2293162078, 6183023978, 808055756, 6177738568, 2131099713, 6177738567, 6183023985, 6183023986, 6183023981, 6183023987, 807633671, 2232518334, 2232518336, 807633672, 1373607748, 389908152, 389908153, 8325378742, 1053846995, 1053847023, 1373607845, 1053847086, 1053846926, 310784805, 9040473081, 389908144]",,,,,,,,,,,,,,,,,,,,,,,,
way,68623616,,,"POLYGON ((6.9284081 49.2370044, 6.9284223 49.2370093, 6.9284386 49.2370074, 6.9285518 49.2369854, 6.9285951 49.2369764, 6.9286372 49.2369677, 6.9287559 49.2369443, 6.9287388 49.2368446, 6.9287383 49.2368379, 6.9283562 49.236908, 6.9283859 49.2369657, 6.9284013 49.2369956, 6.9284081 49.2370044))",,Rathausplatz,,,,,,,,,park,,,"[825010106, 10913204734, 10913201963, 10913204838, 10913204936, 10913204799, 825010155, 10800795671, 972676537, 825010080, 10913204791, 10913204988, 825010106]",,,,,,,,,,,,,,,,,,,,,,,,
way,68628237,,,"POLYGON ((6.90933 49.2342738, 6.9090168 49.2342598, 6.9087185 49.23423, 6.9084718 49.2341181, 6.9082059 49.2340746, 6.9076829 49.2340685, 6.9072915 49.2340763, 6.9070191 49.2340753, 6.9068852 49.2340579, 6.9068922 49.2339411, 6.9071338 49.2340054, 6.9082302 49.234036, 6.908298 49.2339164, 6.9082907 49.2337327, 6.908882 49.2332821, 6.9087248 49.2331584, 6.908741 49.2330803, 6.9089984 49.232952, 6.9091229 49.2329519, 6.9092158 49.2329516, 6.9094435 49.2330493, 6.9095499 49.2330251, 6.9095376 49.2332878, 6.9093891 49.2340475, 6.90933 49.2342738))",,,,,,,,,,,park,,,"[1274080223, 825039374, 928468709, 825039453, 825039406, 825039372, 825039351, 825039447, 825039379, 258858519, 260043136, 258858520, 258858522, 258858523, 825039349, 825039418, 825039377, 825039369, 1324063723, 10930590685, 825039393, 1274080281, 825039339, 825039427, 1274080223]",,,,,,,,,,,,,,,,,,,,,,,,
way,69164769,,,"POLYGON ((6.9968867 49.2311296, 6.997038 49.2310909, 6.9970909 49.2310765, 6.997142 49.2310626, 6.9974583 49.2309838, 6.9975026 49.2309722, 6.9975508 49.2309595, 6.9975804 49.2309495, 6.9975989 49.2309371, 6.9976146 49.2309201, 6.9976141 49.2309004, 6.997606 49.2308827, 6.9975676 49.2308617, 6.9975102 49.2308348, 6.9974453 49.2307991, 6.9974259 49.2307834, 6.9974188 49.2307741, 6.9973685 49.2307087, 6.9973589 49.2306953, 6.997263 49.2305558, 6.9972528 49.2305409, 6.9970314 49.2302589, 6.9970183 49.230242, 6.9969177 49.2301213, 6.9969033 49.2301264, 6.9968888 49.2301315, 6.9962377 49.2303605, 6.9962518 49.2303775, 6.9962706 49.2303981, 6.9963449 49.2304832, 6.996421 49.2305752, 6.9964418 49.2306006, 6.9964683 49.2306307, 6.9964366 49.2307387, 6.9966862 49.2309503, 6.996713 49.2309414, 6.9967618 49.2309926, 6.9967763 49.2310076, 6.9968867 49.2311296))",,Schillerplatz,,,,,,,,,park,,,"[829518338, 1270270647, 9309579284, 1270270659, 1270270650, 9309579281, 443966685, 1270246951, 9309579293, 5509479146, 1270246953, 9307707483, 1270246955, 1270246952, 829518331, 9493731598, 9307707452, 9307707453, 9309148138, 9309141069, 5509479144, 9309148129, 829518327, 5492614844, 5492614839, 5492614845, 1268599584, 1268633428, 9307733658, 829518335, 1270246948, 9307733653, 1270246960, 9307707457, 9309141068, 9307707455, 10075398413, 9307707454, 829518338]",,,,,,,,,,,,,,,,,,,,,,,,
way,80178859,,,"POLYGON ((6.9722553 49.2434432, 6.9722004 49.2434595, 6.9721634 49.2434577, 6.9721332 49.2434457, 6.9721218 49.2434159, 6.9721307 49.2433871, 6.9721482 49.2433587, 6.9723011 49.2431798, 6.9723616 49.2430978, 6.9724455 49.2429678, 6.9725081 49.2429123, 6.9725921 49.2428505, 6.9726481 49.2428255, 6.9727272 49.2427975, 6.9728186 49.2427785, 6.9729307 49.2427652, 6.9730054 49.2427597, 6.9732171 49.2427449, 6.9734161 49.2427273, 6.9736393 49.2427266, 6.9736564 49.2427389, 6.9737119 49.2427431, 6.9737593 49.24275, 6.9737914 49.2427514, 6.9738254 49.2427604, 6.9738522 49.2427745, 6.9738676 49.2428048, 6.9738685 49.2428251, 6.973857 49.2428526, 6.9738182 49.242875, 6.9735709 49.2429764, 6.9735161 49.2429397, 6.9734962 49.2429461, 6.9728701 49.2431904, 6.9722735 49.2434356, 6.9722553 49.2434432))",,Cottbuser Platz,,,Category:Cottbuser Platz (Saarbrücken),,,,,,park,,,"[935376319, 935375882, 935376145, 935376435, 935375930, 9074386910, 6711808163, 935376206, 935375782, 935375736, 935376015, 935376250, 935375823, 935376061, 9957768244, 935376389, 935375986, 9961864739, 935376257, 7885572690, 7882137787, 9957768330, 7885572731, 7885572792, 7885572732, 935375838, 7885572793, 7885572791, 935376068, 7885572694, 935376003, 7885572730, 935376440, 6711799043, 935376264, 935376319]",,,Q113996351,Chosebuske naměsto,,,,,,,,,,,,,,,,,,,,
way,83169745,,,"POLYGON ((6.9682323 49.2389277, 6.9700381 49.239064, 6.9701064 49.238445, 6.9693478 49.2384098, 6.9683801 49.2383648, 6.9683031 49.2383612, 6.9682323 49.2389277))",,Breitenbacher Platz,,,,,,,,,park,,,"[967758610, 967758609, 967758611, 8663202301, 8663202309, 967758612, 967758610]",,,,,,,,,,,,,,,,,,,,,,,,
way,83604753,,,"POLYGON ((7.0390736 49.2330637, 7.0392557 49.2329329, 7.0394497 49.2328019, 7.0394671 49.2327896, 7.0395805 49.232736, 7.0397318 49.2326863, 7.0399191 49.2326336, 7.040137 49.232581, 7.0403668 49.2325318, 7.0407803 49.2324569, 7.0407826 49.2325561, 7.0407101 49.2325672, 7.0406518 49.2326043, 7.0406217 49.2326598, 7.0406571 49.2327072, 7.0407356 49.2327487, 7.0407495 49.2330084, 7.0412125 49.2330032, 7.0412161 49.2333757, 7.0412377 49.2333765, 7.0412863 49.233376, 7.0412944 49.2334073, 7.0413154 49.2334423, 7.0413505 49.2334736, 7.04141 49.2334965, 7.041481 49.2335005, 7.0430648 49.2334935, 7.0432632 49.2336597, 7.0432723 49.23413, 7.0440821 49.2341258, 7.0440809 49.2344923, 7.0446057 49.2344934, 7.0446079 49.2348279, 7.0444264 49.2348311, 7.0444321 49.2349979, 7.0443853 49.2350197, 7.0431108 49.2350161, 7.0431115 49.2347463, 7.0429273 49.2347463, 7.0429221 49.2341923, 7.0428697 49.2341925, 7.0425652 49.2341951, 7.0425245 49.2341823, 7.0424262 49.2341513, 7.0422999 49.2341594, 7.0422349 49.2342229, 7.0422359 49.2346189, 7.0422355 49.2346689, 7.0422347 49.2347558, 7.0422372 49.234781, 7.0422742 49.2349596, 7.0423262 49.234951, 7.0423517 49.2349939, 7.0423691 49.2350246, 7.0424842 49.2350514, 7.0425265 49.2350843, 7.042548 49.2351335, 7.0425738 49.2352109, 7.0426052 49.2353028, 7.0425936 49.2353652, 7.0425566 49.2353887, 7.0425125 49.2353969, 7.0424651 49.2353934, 7.0424394 49.2353705, 7.0424297 49.2353198, 7.0424328 49.2352933, 7.0424238 49.2352607, 7.0424143 49.2352454, 7.0423981 49.2352279, 7.0423785 49.2352131, 7.0423525 49.2351993, 7.0423229 49.2351888, 7.0422825 49.2351809, 7.0422458 49.2351792, 7.0422217 49.2351808, 7.0421981 49.2351844, 7.042154 49.2351977, 7.0421092 49.235224, 7.0420854 49.2352496, 7.0420714 49.2352821, 7.0420707 49.2353094, 7.0420819 49.2353421, 7.0419585 49.235342, 7.0419583 49.2352015, 7.0418118 49.235205, 7.0416403 49.2351355, 7.0412349 49.235262, 7.0406005 49.2351631, 7.0415554 49.2348667, 7.0415164 49.2348112, 7.0415582 49.2347978, 7.0414537 49.2347204, 7.0411924 49.2345344, 7.041155 49.2345068, 7.0409088 49.2343251, 7.0408676 49.2342966, 7.0405446 49.2340764, 7.0404664 49.2340241, 7.0404161 49.2339904, 7.0402366 49.23387, 7.0401268 49.2337965, 7.0400895 49.2337715, 7.0397804 49.233559, 7.0397412 49.233533, 7.0396503 49.2334672, 7.0396264 49.2334507, 7.0396137 49.2334414, 7.0395728 49.2334129, 7.0393055 49.2332259, 7.0392317 49.2331743, 7.0391626 49.2331259, 7.0390736 49.2330637))",,,,,,,,,,,park,,,"[10276679142, 9301640484, 10276679209, 1266832058, 10271748309, 1267748968, 973630380, 10271743582, 1266832056, 973630394, 9301640483, 10271743604, 9301640482, 9301640481, 9301640480, 9301640479, 973630357, 973630474, 973630376, 9900896464, 9900880979, 9900880978, 9900880977, 9900880975, 9900880976, 9900880980, 973630460, 973630422, 1267097630, 1267097664, 973630375, 973630502, 1267097611, 1267097620, 973630467, 1267097599, 973630425, 973630374, 973630523, 973630447, 4281802156, 9890368875, 9890368828, 9890347800, 973630410, 4281802145, 4281802148, 9890347776, 973630444, 10277012161, 9301705239, 10277012187, 10277012186, 10277012185, 9301705237, 9890368829, 9301705238, 9890368915, 9041458593, 9041458603, 9041458587, 973630342, 4281802143, 4281802137, 4281802132, 4281802122, 4281802158, 4281802135, 4281802147, 4281802157, 4281802138, 4281802170, 4281802151, 4281802124, 4392004364, 4281802123, 4281802152, 4281802164, 4281802154, 4281802169, 1266950758, 1266950780, 973630359, 1266950784, 1266950765, 1266950788, 1266950763, 1266950779, 973630442, 1266950767, 973630399, 10276679374, 10276679308, 10276679153, 10276640384, 10276640405, 10276679381, 10276679296, 10276679294, 10276679200, 10276679238, 10276679208, 10276679231, 10276679330, 10276679110, 10276679360, 10276679311, 10276679260, 10276679257, 10276679152, 10276679288, 10276679142]",,,,,,,,,,,,,,,,,,,,,,,,
way,87241208,,,"POLYGON ((6.8982258 49.2283976, 6.8985496 49.2284672, 6.8985673 49.2283616, 6.8987058 49.2283708, 6.8987198 49.2282566, 6.8986307 49.2282525, 6.8986461 49.2281385, 6.8983781 49.2281259, 6.8982845 49.2282861, 6.8982609 49.2283265, 6.8982258 49.2283976))",,,,,,,,,,,park,,,"[255103070, 1014418673, 1014418631, 1014418594, 1014418549, 1014418651, 1014418615, 255103075, 255103074, 255103071, 255103070]",,,,,,,,,,,,,,,,,,,,,,,,
way,87705903,,,"POLYGON ((6.9095245 49.2315077, 6.9095486 49.2313987, 6.9095828 49.2312845, 6.9096552 49.2311348, 6.9096974 49.231039, 6.9097336 49.2309654, 6.9097818 49.2308538, 6.9097738 49.2307173, 6.9100352 49.2306779, 6.9103772 49.2307141, 6.9107429 49.2307711, 6.9107052 49.2309846, 6.9102803 49.2309297, 6.9101662 49.2310181, 6.9100511 49.2311461, 6.9099843 49.231411, 6.9095245 49.2315077))",,,,,,,,,,,park,,,"[1019910046, 1019910457, 1019910341, 1019910007, 1019910419, 1019910303, 1019910194, 1019910067, 1019910483, 258871186, 1019910411, 1019910190, 1019910439, 1019910235, 252366646, 1019910480, 1019910046]",,,,,,,,,,,,,,,,,,,,,,,,
way,90777942,,,"POLYGON ((6.9934568 49.2300422, 6.9935017 49.2300784, 6.9935556 49.2300796, 6.993578 49.2300647, 6.993742 49.2299557, 6.994063 49.2297771, 6.9940385 49.229748, 6.9940704 49.22973, 6.9940495 49.2297092, 6.9939242 49.2295681, 6.993873 49.2295073, 6.99393 49.2294857, 6.9938897 49.2294386, 6.9941062 49.2293583, 6.994037 49.229282, 6.9943564 49.2291601, 6.9944575 49.2292705, 6.9946081 49.2292131, 6.9945841 49.2291877, 6.9947231 49.2291332, 6.9947523 49.2291218, 6.994795 49.2291665, 6.9948926 49.2291314, 6.9949429 49.2291133, 6.9946301 49.2287701, 6.9946103 49.2287775, 6.9945727 49.2287919, 6.9944283 49.2288489, 6.9943682 49.2287872, 6.9941577 49.2288841, 6.9940513 49.2289306, 6.9940401 49.2289192, 6.9940268 49.2289056, 6.9939145 49.2289498, 6.9939331 49.228964, 6.9939494 49.2289796, 6.9939509 49.2289961, 6.9939351 49.2290099, 6.9939075 49.2290201, 6.9938815 49.2290179, 6.9938741 49.2290056, 6.9938797 49.2289945, 6.9938549 49.228977, 6.9935553 49.2291341, 6.9935675 49.2291487, 6.9935497 49.2291564, 6.9935793 49.2291885, 6.9936348 49.2292488, 6.9935216 49.2292921, 6.9934095 49.2293333, 6.9934281 49.2293544, 6.9929876 49.2295236, 6.9932123 49.2297713, 6.9932412 49.2298033, 6.9932696 49.2298346, 6.9934568 49.2300422))",yes,Landtagsgarten,,,,,,,2000,,park,,,"[1053847041, 8522307132, 8522275696, 10838704242, 1393605079, 2288467796, 2288467795, 1053847027, 7633161255, 2215072576, 1053846933, 7633161250, 7633161252, 2207135642, 1374812887, 1053847070, 1374807501, 1374812892, 1374812876, 10563287550, 1053847007, 1374812873, 7623937035, 1374812871, 1374812866, 3317324808, 1374812863, 1374812889, 1374812858, 1167740824, 1167740885, 8888116398, 1167740745, 1167740807, 8888116365, 1053847016, 8888116394, 1167740748, 1374807510, 9657295379, 9657295380, 1374807498, 1167740812, 1167740872, 9657295382, 7623937050, 1167740736, 1374807490, 1374807509, 1374812872, 1374812891, 1053846975, 5485401210, 10105401046, 5485401211, 1053847041]",,,,,,,,,Dutt-Hegelmann-Volf,,,,,,,,,,,,,,,
way,92413841,,,"POLYGON ((7.0406787 49.2257932, 7.0406943 49.2258099, 7.0410073 49.2258362, 7.0410388 49.2258361, 7.0410634 49.2258288, 7.0410894 49.2257347, 7.0409138 49.2257528, 7.0406954 49.2257737, 7.0406787 49.2257932))",,Gouvy-Platz,,,,"Gouvy-Platz ist in der Straßennamensliste, muss trotzdem nicht als Fußgängerzone gemappt werden, eher ein kl. Park",,,,,park,,,"[1072762324, 7816036817, 7816036805, 10056683968, 1072762373, 1072762410, 7816036813, 7816036804, 1072762324]",Q699322,,,,,,,,,fine_gravel,,,,,,,,,,,,,,
way,98320635,,,"POLYGON ((7.0072505 49.2294023, 7.0077857 49.22932, 7.0078657 49.2293621, 7.008256 49.2291845, 7.0082397 49.2291654, 7.0080726 49.2289698, 7.0080565 49.2289509, 7.0074977 49.2283145, 7.0074736 49.2282948, 7.0074353 49.2282836, 7.0074022 49.22828, 7.0073573 49.2282882, 7.006814 49.2285285, 7.0069607 49.2286883, 7.0069599 49.2288049, 7.0069959 49.228954, 7.0072505 49.2294023))",private,,,,,,,,,,park,,,"[1137565953, 6571192773, 1290938438, 1137565887, 7630924550, 7630924546, 9244182794, 7632938542, 7632938544, 8825640896, 1137565606, 7632938530, 1137565885, 2234707246, 1137565602, 1137566071, 1137565953]",,,,,,,,,,,,,,,,,,,,,,,,
