osmid,y,x,street_count,ref,highway,geometry
5000101192,49.2421488,6.9650534,3,,,POINT (6.9650534 49.2421488)
5000101193,49.2426727,6.965014,3,,,POINT (6.965014 49.2426727)
5000101629,49.2425456,6.9641022,3,,,POINT (6.9641022 49.2425456)
5000101630,49.242361,6.9650367,3,,,POINT (6.9650367 49.242361)
5000120701,49.2422604,6.9634524,1,,,POINT (6.9634524 49.2422604)
5000374399,49.2461153,6.967038,1,,,POINT (6.967038 49.2461153)
5000374402,49.2465131,6.9674064,3,,,POINT (6.9674064 49.2465131)
5000374404,49.2464187,6.9674656,1,,,POINT (6.9674656 49.2464187)
5000385734,49.2440934,6.9668071,3,,,POINT (6.9668071 49.2440934)
5000385735,49.2440379,6.9670385,1,,,POINT (6.9670385 49.2440379)
5006441658,49.2484138,6.9657617,3,,,POINT (6.9657617 49.2484138)
5006441659,49.2484355,6.9664723,1,,,POINT (6.9664723 49.2484355)
5006441660,49.2482537,6.9661545,3,,,POINT (6.9661545 49.2482537)
5006441662,49.2481537,6.9661101,3,,,POINT (6.9661101 49.2481537)
5006535413,49.2393176,6.9600473,1,,,POINT (6.9600473 49.2393176)
5006551336,49.2459202,6.9699626,3,,,POINT (6.9699626 49.2459202)
5006551341,49.2458089,6.9688819,3,,,POINT (6.9688819 49.2458089)
5006551350,49.2455697,6.969857,1,,,POINT (6.969857 49.2455697)
5006551353,49.2459528,6.9691876,1,,,POINT (6.9691876 49.2459528)
5006551361,49.2456512,6.9708908,3,,,POINT (6.9708908 49.2456512)
5006551370,49.2454938,6.9703433,1,,,POINT (6.9703433 49.2454938)
5006551373,49.245728,6.9698635,1,,,POINT (6.9698635 49.245728)
5006603408,49.2432197,6.9710689,3,,,POINT (6.9710689 49.2432197)
5006652741,49.2457497,6.9667045,1,,,POINT (6.9667045 49.2457497)
5006652746,49.2458117,6.9664729,3,,,POINT (6.9664729 49.2458117)
5006815109,49.23192,6.9939865,1,,,POINT (6.9939865 49.23192)
5006837141,49.2441813,6.9700925,1,,,POINT (6.9700925 49.2441813)
5006837146,49.2443742,6.9698716,3,,,POINT (6.9698716 49.2443742)
5006877087,49.2455614,6.9443668,1,,,POINT (6.9443668 49.2455614)
5006877091,49.2455201,6.9426361,3,,,POINT (6.9426361 49.2455201)
5006881938,49.2436957,6.9431475,3,,,POINT (6.9431475 49.2436957)
5006881939,49.2438865,6.9431263,1,,,POINT (6.9431263 49.2438865)
5006906546,49.2460323,6.9427932,3,,,POINT (6.9427932 49.2460323)
5006906552,49.246045,6.9431842,3,,,POINT (6.9431842 49.246045)
5006906559,49.2465648,6.9429081,3,,,POINT (6.9429081 49.2465648)
5006906566,49.2454458,6.9448249,1,,,POINT (6.9448249 49.2454458)
5006932024,49.2482578,6.9388763,1,,,POINT (6.9388763 49.2482578)
5007458765,49.2456961,6.9432652,1,,,POINT (6.9432652 49.2456961)
5007458766,49.2464547,6.9431688,1,,,POINT (6.9431688 49.2464547)
5007486294,49.2482715,6.9429169,1,,,POINT (6.9429169 49.2482715)
