element_type,osmid,access,amenity,covered,fee,parking,geometry,nodes,area,capacity,parking_space
way,1133937120,,parking_space,,,,"POLYGON ((7.0015966 49.2338706, 7.0016258 49.2338596, 7.0015913 49.2338209, 7.0015808 49.2338248, 7.0015623 49.2338317, 7.0015966 49.2338706))","[10571713600, 10571713597, 10571713596, 10571713595, 10571713599, 10571713600]",,1,normal
way,1133937121,,parking_space,,,,"POLYGON ((7.0015675 49.2338816, 7.0015966 49.2338706, 7.0015623 49.2338317, 7.0015515 49.2338357, 7.0015334 49.2338425, 7.0015675 49.2338816))","[10571713603, 10571713600, 10571713599, 10571713598, 10571713602, 10571713603]",,1,normal
way,1133937122,,parking_space,,,,"POLYGON ((7.0015383 49.2338927, 7.0015675 49.2338816, 7.0015334 49.2338425, 7.0015222 49.2338467, 7.0015092 49.2338515, 7.0015045 49.2338532, 7.0015383 49.2338927))","[10571713604, 10571713603, 10571713602, 10571713601, 10571713606, 10571713607, 10571713604]",,1,normal
way,1133937123,,parking_space,,,,"POLYGON ((7.0014799 49.2338624, 7.0014899 49.2338587, 7.0015045 49.2338532, 7.0015092 49.2338515, 7.0014752 49.2338117, 7.0014459 49.2338227, 7.0014799 49.2338624))","[10571713611, 10571713612, 10571713607, 10571713606, 10571713605, 10571713608, 10571713611]",,1,normal
way,1133937124,,parking_space,,,,"POLYGON ((7.0014506 49.2338733, 7.0014607 49.2338696, 7.0014799 49.2338624, 7.0014459 49.2338227, 7.0014166 49.2338336, 7.0014506 49.2338733))","[10571713614, 10571713615, 10571713611, 10571713608, 10571713610, 10571713614]",,1,normal
way,1133937125,,parking_space,,,,"POLYGON ((7.0014213 49.2338842, 7.0014314 49.2338805, 7.0014506 49.2338733, 7.0014166 49.2338336, 7.0013874 49.2338446, 7.0014213 49.2338842))","[10571713618, 10571713619, 10571713614, 10571713610, 10571713609, 10571713618]",,1,normal
way,1133937126,,parking_space,,,,"POLYGON ((7.0014945 49.233909, 7.0015236 49.233898, 7.0014899 49.2338587, 7.0014799 49.2338624, 7.0014607 49.2338696, 7.0014945 49.233909))","[10571713616, 10571713613, 10571713612, 10571713611, 10571713615, 10571713616]",,1,normal
way,1133937127,,parking_space,,,,"POLYGON ((7.0014653 49.2339201, 7.0014945 49.233909, 7.0014607 49.2338696, 7.0014506 49.2338733, 7.0014314 49.2338805, 7.0014653 49.2339201))","[10571713620, 10571713616, 10571713615, 10571713614, 10571713619, 10571713620]",,1,normal
way,1133937128,,parking_space,,,,"POLYGON ((7.0014362 49.2339307, 7.0014653 49.2339201, 7.0014314 49.2338805, 7.0014213 49.2338842, 7.0014021 49.2338914, 7.0014362 49.2339307))","[10571713768, 10571713620, 10571713619, 10571713618, 10571713617, 10571713768]",,1,normal
way,1133937129,,parking_space,,,,"POLYGON ((7.0016972 49.2336552, 7.0017263 49.2336441, 7.0016924 49.2336052, 7.0016774 49.2336109, 7.0016633 49.2336163, 7.0016972 49.2336552))","[10571713624, 10571713622, 10571713621, 10571713717, 10571713623, 10571713624]",,1,normal
way,1133937130,,parking_space,,,,"POLYGON ((7.001669 49.2336657, 7.0016972 49.2336552, 7.0016633 49.2336163, 7.0016485 49.2336219, 7.0016352 49.2336269, 7.001669 49.2336657))","[10571713625, 10571713624, 10571713623, 10571713719, 10571713721, 10571713625]",,1,normal
way,1133937131,,parking_space,,,,"POLYGON ((7.0015658 49.2337051, 7.0015948 49.2336939, 7.0015603 49.2336554, 7.0015489 49.2336597, 7.0015356 49.2336648, 7.0015308 49.2336666, 7.0015658 49.2337051))","[10571713627, 10571713629, 10571713628, 10571713727, 10571713734, 10571713626, 10571713627]",,1,normal
way,1133937132,,parking_space,,,,"POLYGON ((7.0015948 49.2336939, 7.0016239 49.2336827, 7.0015898 49.2336442, 7.0015776 49.2336488, 7.0015603 49.2336554, 7.0015948 49.2336939))","[10571713629, 10571713633, 10571713630, 10571713726, 10571713628, 10571713629]",,1,normal
way,1133937133,,parking_space,,,,"POLYGON ((7.0016239 49.2336827, 7.001653 49.2336715, 7.0016193 49.233633, 7.0016064 49.2336379, 7.0015898 49.2336442, 7.0016239 49.2336827))","[10571713633, 10571713632, 10571713631, 10571713723, 10571713630, 10571713633]",,1,normal
way,1133937134,,parking_space,,,,"POLYGON ((7.0014649 49.233744, 7.0014939 49.2337328, 7.0014593 49.2336937, 7.0014482 49.233698, 7.0014353 49.2337029, 7.0014306 49.2337047, 7.0014649 49.233744))","[10571713635, 10571713637, 10571713636, 10571713729, 10571713742, 10571713634, 10571713635]",,1,normal
way,1133937135,,parking_space,,,,"POLYGON ((7.0014939 49.2337328, 7.001523 49.2337217, 7.0014881 49.2336828, 7.0014773 49.2336869, 7.0014593 49.2336937, 7.0014939 49.2337328))","[10571713637, 10571713641, 10571713638, 10571713731, 10571713636, 10571713637]",,1,normal
way,1133937136,,parking_space,,,,"POLYGON ((7.001523 49.2337217, 7.001552 49.2337105, 7.0015169 49.2336719, 7.0015065 49.2336758, 7.0014881 49.2336828, 7.001523 49.2337217))","[10571713641, 10571713640, 10571713639, 10571713735, 10571713638, 10571713641]",,1,normal
way,1133937137,,parking_space,,,,"POLYGON ((7.0016328 49.2334605, 7.0016468 49.2334552, 7.0016617 49.2334496, 7.0016278 49.2334103, 7.0015987 49.2334214, 7.0016328 49.2334605))","[10571713645, 10571713676, 10571713643, 10571713642, 10571713644, 10571713645]",,1,taxi
way,1133937138,,parking_space,,,,"POLYGON ((7.0016037 49.2334717, 7.0016177 49.2334663, 7.0016328 49.2334605, 7.0015987 49.2334214, 7.0015695 49.2334325, 7.0016037 49.2334717))","[10571713648, 10571713678, 10571713645, 10571713644, 10571713647, 10571713648]",,1,taxi
way,1133937139,,parking_space,,,,"POLYGON ((7.0015746 49.2334828, 7.0015886 49.2334774, 7.0016037 49.2334717, 7.0015695 49.2334325, 7.0015404 49.2334436, 7.0015746 49.2334828))","[10571713649, 10571713681, 10571713648, 10571713647, 10571713646, 10571713649]",,1,taxi
way,1133937140,,parking_space,,,,"POLYGON ((7.001477 49.23352, 7.0014893 49.2335153, 7.0015062 49.2335089, 7.0014718 49.2334695, 7.0014426 49.2334806, 7.001477 49.23352))","[10571713651, 10571713689, 10571713653, 10571713652, 10571713650, 10571713651]",,1,taxi
way,1133937141,,parking_space,,,,"POLYGON ((7.0015062 49.2335089, 7.0015184 49.2335042, 7.0015353 49.2334978, 7.0015009 49.2334584, 7.0014718 49.2334695, 7.0015062 49.2335089))","[10571713653, 10571713686, 10571713657, 10571713654, 10571713652, 10571713653]",,1,taxi
way,1133937142,,parking_space,,,,"POLYGON ((7.0015353 49.2334978, 7.0015475 49.2334931, 7.0015595 49.2334885, 7.0015645 49.2334866, 7.00153 49.2334473, 7.0015009 49.2334584, 7.0015353 49.2334978))","[10571713657, 10571713684, 10571713680, 10571713656, 10571713655, 10571713654, 10571713657]",,1,taxi
way,1133937143,,parking_space,,,,"POLYGON ((7.0013793 49.2335573, 7.0013909 49.2335529, 7.0014084 49.2335462, 7.0013741 49.2335069, 7.001345 49.233518, 7.0013793 49.2335573))","[10571713659, 10571713697, 10571713661, 10571713660, 10571713658, 10571713659]",,1,car_sharing
way,1133937144,,parking_space,,,,"POLYGON ((7.0014084 49.2335462, 7.00142 49.2335418, 7.0014375 49.2335351, 7.0014032 49.2334958, 7.0013741 49.2335069, 7.0014084 49.2335462))","[10571713661, 10571713694, 10571713665, 10571713662, 10571713660, 10571713661]",,1,car_sharing
way,1133937145,,parking_space,,,,"POLYGON ((7.0014375 49.2335351, 7.0014491 49.2335307, 7.0014602 49.2335265, 7.0014666 49.233524, 7.0014323 49.2334848, 7.0014032 49.2334958, 7.0014375 49.2335351))","[10571713665, 10571713692, 10571713688, 10571713664, 10571713663, 10571713662, 10571713665]",,1,car_sharing
way,1133937146,,parking_space,,,,"POLYGON ((7.0013101 49.2335837, 7.0013203 49.2335798, 7.0013392 49.2335726, 7.0013048 49.2335331, 7.0012756 49.2335442, 7.0013101 49.2335837))","[10571713672, 10571713702, 10571713669, 10571713666, 10571713671, 10571713672]",,1,car_sharing
way,1133937147,,parking_space,,,,"POLYGON ((7.0013392 49.2335726, 7.0013495 49.2335687, 7.0013618 49.233564, 7.0013683 49.2335615, 7.0013339 49.233522, 7.0013048 49.2335331, 7.0013392 49.2335726))","[10571713669, 10571713700, 10571713696, 10571713668, 10571713667, 10571713666, 10571713669]",,1,car_sharing
way,1133937148,,parking_space,,,,"POLYGON ((7.001281 49.2335949, 7.0012912 49.233591, 7.0013101 49.2335837, 7.0012756 49.2335442, 7.0012465 49.2335553, 7.001281 49.2335949))","[10571713673, 10571713705, 10571713672, 10571713671, 10571713670, 10571713673]",,1,car_sharing
way,1133937149,,parking_space,,,,"POLYGON ((7.0016964 49.2334888, 7.0017337 49.2334747, 7.001699 49.2334355, 7.0016617 49.2334496, 7.0016964 49.2334888))","[10571713675, 10571713674, 1670936719, 10571713643, 10571713675]",,1,disabled
way,1133937150,,parking_space,,,,"POLYGON ((7.0016515 49.2335051, 7.0016809 49.2334937, 7.0016468 49.2334552, 7.0016328 49.2334605, 7.0016177 49.2334663, 7.0016515 49.2335051))","[10571713679, 10571713677, 10571713676, 10571713645, 10571713678, 10571713679]",,1,charging
way,1133937151,,parking_space,,,,"POLYGON ((7.0016224 49.2335162, 7.0016515 49.2335051, 7.0016177 49.2334663, 7.0016037 49.2334717, 7.0015886 49.2334774, 7.0016224 49.2335162))","[10571713682, 10571713679, 10571713678, 10571713648, 10571713681, 10571713682]",,1,charging
way,1133937152,,parking_space,,,,"POLYGON ((7.0015934 49.2335274, 7.0016224 49.2335162, 7.0015886 49.2334774, 7.0015746 49.2334828, 7.0015645 49.2334866, 7.0015595 49.2334885, 7.0015934 49.2335274))","[10571713683, 10571713682, 10571713681, 10571713649, 10571713656, 10571713680, 10571713683]",,1,normal
way,1133937153,,parking_space,,,,"POLYGON ((7.0015524 49.2335432, 7.0015814 49.233532, 7.0015475 49.2334931, 7.0015353 49.2334978, 7.0015184 49.2335042, 7.0015524 49.2335432))","[10571713687, 10571713685, 10571713684, 10571713657, 10571713686, 10571713687]",,1,normal
way,1133937154,,parking_space,,,,"POLYGON ((7.0015233 49.2335544, 7.0015524 49.2335432, 7.0015184 49.2335042, 7.0015062 49.2335089, 7.0014893 49.2335153, 7.0015233 49.2335544))","[10571713690, 10571713687, 10571713686, 10571713653, 10571713689, 10571713690]",,1,normal
way,1133937155,,parking_space,,,,"POLYGON ((7.0014943 49.2335656, 7.0015233 49.2335544, 7.0014893 49.2335153, 7.001477 49.23352, 7.0014718 49.233522, 7.0014666 49.233524, 7.0014602 49.2335265, 7.0014943 49.2335656))","[10571713691, 10571713690, 10571713689, 10571713651, 1670936717, 10571713664, 10571713688, 10571713691]",,1,normal
way,1133937156,,parking_space,,,,"POLYGON ((7.0014543 49.2335811, 7.0014833 49.2335699, 7.0014491 49.2335307, 7.0014375 49.2335351, 7.00142 49.2335418, 7.0014543 49.2335811))","[10571713695, 10571713693, 10571713692, 10571713665, 10571713694, 10571713695]",,1,normal
way,1133937157,,parking_space,,,,"POLYGON ((7.0014252 49.2335922, 7.0014543 49.2335811, 7.00142 49.2335418, 7.0014084 49.2335462, 7.0013909 49.2335529, 7.0014252 49.2335922))","[10571713698, 10571713695, 10571713694, 10571713661, 10571713697, 10571713698]",,1,normal
way,1133937158,,parking_space,,,,"POLYGON ((7.0013962 49.2336034, 7.0014252 49.2335922, 7.0013909 49.2335529, 7.0013793 49.2335573, 7.0013683 49.2335615, 7.0013618 49.233564, 7.0013962 49.2336034))","[10571713699, 10571713698, 10571713697, 10571713659, 10571713668, 10571713696, 10571713699]",,1,normal
way,1133937159,,parking_space,,,,"POLYGON ((7.0013547 49.2336192, 7.0013837 49.233608, 7.0013495 49.2335687, 7.0013392 49.2335726, 7.0013203 49.2335798, 7.0013547 49.2336192))","[10571713703, 10571713701, 10571713700, 10571713669, 10571713702, 10571713703]",,1,normal
way,1133937160,,parking_space,,,,"POLYGON ((7.0013256 49.2336304, 7.0013547 49.2336192, 7.0013203 49.2335798, 7.0013101 49.2335837, 7.0012912 49.233591, 7.0013256 49.2336304))","[10571713706, 10571713703, 10571713702, 10571713672, 10571713705, 10571713706]",,1,normal
way,1133937161,,parking_space,,,,"POLYGON ((7.0012966 49.2336416, 7.0013256 49.2336304, 7.0012912 49.233591, 7.001281 49.2335949, 7.0012621 49.2336021, 7.0012966 49.2336416))","[367992844, 10571713706, 10571713705, 10571713673, 10571713704, 367992844]",,1,normal
way,1133937162,,parking_space,,,,"POLYGON ((7.0014213 49.2337606, 7.0014503 49.2337494, 7.0014161 49.2337102, 7.0014061 49.233714, 7.001387 49.2337212, 7.0014213 49.2337606))","[10571713710, 10571713708, 10571713707, 10571713738, 10571713709, 10571713710]",,1,normal
way,1133937163,,parking_space,,,,"POLYGON ((7.0013922 49.2337718, 7.0014213 49.2337606, 7.001387 49.2337212, 7.001377 49.233725, 7.0013578 49.2337323, 7.0013922 49.2337718))","[10571713713, 10571713710, 10571713709, 10571713739, 10571713712, 10571713713]",,1,normal
way,1133937164,,parking_space,,,,"POLYGON ((7.0013632 49.2337829, 7.0013922 49.2337718, 7.0013578 49.2337323, 7.0013478 49.2337361, 7.0013287 49.2337434, 7.0013632 49.2337829))","[10571713714, 10571713713, 10571713712, 10571713771, 10571713711, 10571713714]",,1,normal
way,1133937165,,parking_space,,,,"POLYGON ((7.0016774 49.2336109, 7.0016924 49.2336052, 7.0017183 49.2335954, 7.0016837 49.2335559, 7.0016429 49.2335714, 7.0016774 49.2336109))","[10571713717, 10571713621, 10571713747, 10571713716, 10571713715, 10571713717]",,1,disabled
way,1133937166,,parking_space,,,,"POLYGON ((7.0016485 49.2336219, 7.0016633 49.2336163, 7.0016774 49.2336109, 7.0016429 49.2335714, 7.001614 49.2335824, 7.0016485 49.2336219))","[10571713719, 10571713623, 10571713717, 10571713715, 10571713718, 10571713719]",,1,normal
way,1133937167,,parking_space,,,,"POLYGON ((7.0016064 49.2336379, 7.0016193 49.233633, 7.0016352 49.2336269, 7.001601 49.2335874, 7.0015727 49.2335981, 7.0016064 49.2336379))","[10571713723, 10571713631, 10571713721, 10571713720, 10571713722, 10571713723]",,1,charging
way,1133937168,,parking_space,,,,"POLYGON ((7.0015776 49.2336488, 7.0015898 49.2336442, 7.0016064 49.2336379, 7.0015727 49.2335981, 7.0015427 49.2336095, 7.0015776 49.2336488))","[10571713726, 10571713630, 10571713723, 10571713722, 10571713725, 10571713726]",,1,charging
way,1133937169,,parking_space,,,,"POLYGON ((7.0015489 49.2336597, 7.0015603 49.2336554, 7.0015776 49.2336488, 7.0015427 49.2336095, 7.0015144 49.2336203, 7.0015489 49.2336597))","[10571713727, 10571713628, 10571713726, 10571713725, 10571713724, 10571713727]",,1,normal
way,1133937170,,parking_space,,,,"POLYGON ((7.0014482 49.233698, 7.0014593 49.2336937, 7.0014773 49.2336869, 7.0014429 49.2336475, 7.0014138 49.2336585, 7.0014482 49.233698))","[10571713729, 10571713636, 10571713731, 10571713730, 10571713728, 10571713729]",,1,normal
way,1133937171,,parking_space,,,,"POLYGON ((7.0014773 49.2336869, 7.0014881 49.2336828, 7.0015065 49.2336758, 7.001472 49.2336364, 7.0014429 49.2336475, 7.0014773 49.2336869))","[10571713731, 10571713638, 10571713735, 10571713732, 10571713730, 10571713731]",,1,normal
way,1133937172,,parking_space,,,,"POLYGON ((7.0015065 49.2336758, 7.0015169 49.2336719, 7.0015308 49.2336666, 7.0015356 49.2336648, 7.0015012 49.2336253, 7.001472 49.2336364, 7.0015065 49.2336758))","[10571713735, 10571713639, 10571713626, 10571713734, 10571713733, 10571713732, 10571713735]",,1,normal
way,1133937173,,parking_space,,,,"POLYGON ((7.0014061 49.233714, 7.0014161 49.2337102, 7.0014306 49.2337047, 7.0014353 49.2337029, 7.0014009 49.2336634, 7.0013717 49.2336745, 7.0014061 49.233714))","[10571713738, 10571713707, 10571713634, 10571713742, 10571713741, 10571713736, 10571713738]",,1,normal
way,1133937174,,parking_space,,,,"POLYGON ((7.001377 49.233725, 7.001387 49.2337212, 7.0014061 49.233714, 7.0013717 49.2336745, 7.0013426 49.2336856, 7.001377 49.233725))","[10571713739, 10571713709, 10571713738, 10571713736, 10571713737, 10571713739]",,1,normal
way,1133937175,,parking_space,,,,"POLYGON ((7.0013478 49.2337361, 7.0013578 49.2337323, 7.001377 49.233725, 7.0013426 49.2336856, 7.0013135 49.2336967, 7.0013478 49.2337361))","[10571713771, 10571713712, 10571713739, 10571713737, 10571713740, 10571713771]",,1,normal
way,1134531197,,parking_space,,,,"POLYGON ((6.9784045 49.2382114, 6.9783918 49.2382346, 6.9784561 49.2382496, 6.9784689 49.2382265, 6.9784045 49.2382114))","[8968842122, 10576816159, 10576816156, 8968842118, 8968842122]",,,charging
way,1134531198,,parking_space,,,,"POLYGON ((6.9783918 49.2382346, 6.9783764 49.2382627, 6.978441 49.2382778, 6.9784487 49.238264, 6.9784561 49.2382496, 6.9783918 49.2382346))","[10576816159, 10576816161, 10576816157, 7792366036, 10576816156, 10576816159]",,,charging
way,1134531199,,parking_space,,,,"POLYGON ((6.9783621 49.2382889, 6.9784267 49.2383041, 6.978441 49.2382778, 6.9783764 49.2382627, 6.9783621 49.2382889))","[8968842130, 8968842136, 10576816157, 10576816161, 8968842130]",,,charging
