element_type,osmid,geometry,amenity,addr:city,addr:housenumber,addr:postcode,addr:street,operator,nodes,addr:country,addr:suburb,building,building:levels,name,contact:website,roof:levels,roof:shape,height,building:colour,roof:colour,note,alt_name,building:material,opening_hours,phone,roof:orientation,short_name,source,website,building:use,office,old_name,disused:amenity,ruins
way,117623245,"POLYGON ((7.0453732 49.270708, 7.0454779 49.2707136, 7.0454859 49.2706495, 7.0453812 49.2706439, 7.0453732 49.270708))",,Saarbrücken,14,66125,In der Mückendell,,"[1324706664, 1324706714, 1324706681, 1324706678, 1324706664]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,117623246,"POLYGON ((7.0455564 49.2704663, 7.0457285 49.2705077, 7.0457671 49.2704393, 7.0455951 49.2703979, 7.0455564 49.2704663))",,Saarbrücken,16,66125,Am Geisenberg,,"[1324706712, 1324706684, 1324706661, 1324706685, 1324706712]",,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,117623247,"POLYGON ((7.0446057 49.2705555, 7.0447479 49.2706022, 7.0447979 49.2705374, 7.0446557 49.2704907, 7.0446057 49.2705555))",,Saarbrücken,6,66125,In der Mückendell,,"[1324706691, 1324706667, 1324706662, 1324706683, 1324706691]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,117623248,"POLYGON ((7.0466972 49.2699866, 7.0468208 49.2699875, 7.0468221 49.2699057, 7.0466985 49.2699049, 7.0466972 49.2699866))",,Saarbrücken,18,66125,Solferinostraße,,"[1324706687, 1324706675, 1324706682, 1324706666, 1324706687]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,117623249,"POLYGON ((7.0442858 49.270448, 7.0444011 49.2704846, 7.0444496 49.2704196, 7.0443343 49.270383, 7.0442858 49.270448))",,Saarbrücken,2,66125,In der Mückendell,,"[1324706673, 1324706706, 1324706711, 1324706709, 1324706673]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,117630283,"POLYGON ((7.0422806 49.2717128, 7.0423959 49.2717203, 7.0424086 49.2716363, 7.0422934 49.2716289, 7.0422806 49.2717128))",,Saarbrücken,5,66125,Beim Weisenstein,,"[1324764872, 1324764868, 1324764848, 1324764859, 1324764872]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,117630284,"POLYGON ((7.0419711 49.2716522, 7.0421264 49.2716919, 7.0421745 49.2716113, 7.0420192 49.2715716, 7.0419711 49.2716522))",,Saarbrücken,3,66125,Beim Weisenstein,,"[1324764846, 1324764876, 1324764875, 1324764857, 1324764846]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,121454855,"POLYGON ((6.9626279 49.2511311, 6.9626901 49.2510303, 6.9624109 49.2509569, 6.9623698 49.2510235, 6.9625125 49.2510611, 6.9624911 49.2510952, 6.9626279 49.2511311))",,Saarbrücken,9,66113,Rastpfuhl,,"[1359653253, 4926612642, 4926612641, 1359653252, 3509953958, 3509953959, 1359653253]",DE,,residential,2,,,,,,,,,,,,,,,,,,,Villa Sarg,,
way,123435250,"POLYGON ((6.9963302 49.239449, 6.9963961 49.2394942, 6.996456 49.2395358, 6.9966086 49.2394379, 6.9967599 49.2393409, 6.9967884 49.2393587, 6.9968514 49.2393185, 6.9966973 49.239221, 6.9963302 49.239449))",,Saarbrücken,14,66111,Mozartstraße,,"[1032936778, 1032936829, 1032936783, 8245613573, 8245613561, 8245613579, 1032936810, 8980830163, 1032936778]",,,residential,4,,,0,flat,,,,,,,,,,,,,,,,,
way,123486042,"POLYGON ((6.9977121 49.2371951, 6.9976935 49.2372001, 6.9975712 49.2372332, 6.9975481 49.2372392, 6.9975969 49.2373162, 6.9977628 49.2372724, 6.9977121 49.2371951))",,Saarbrücken,2,66111,Blumenstraße,,"[1090999204, 6530675993, 6530675996, 1376924848, 1376924830, 1376960557, 1090999204]",DE,,residential,4,,,,,,,,,,,,,,,,,residential,,,,
way,127026658,"POLYGON ((6.9319579 49.2577185, 6.9321354 49.2577971, 6.9322296 49.2577064, 6.9320522 49.2576279, 6.9319579 49.2577185))",,Saarbrücken,5a,66115,Jakobshütte,,"[1406777789, 1406777791, 1406777788, 1406777783, 1406777789]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,127026661,"POLYGON ((6.9315557 49.2582398, 6.9316553 49.2583002, 6.9317609 49.2582261, 6.9316614 49.2581657, 6.9315557 49.2582398))",,Saarbrücken,9,66115,Jakobshütte,,"[1406777811, 1406777814, 1406777809, 1406777808, 1406777811]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,127026667,"POLYGON ((6.93205 49.2575746, 6.9322532 49.2576561, 6.932306 49.2575952, 6.9321132 49.2575141, 6.93205 49.2575746))",,Saarbrücken,5,66115,Jakobshütte,,"[1406777778, 1406777784, 1406777780, 1406777776, 1406777778]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,127026669,"POLYGON ((6.9319032 49.2580693, 6.9319922 49.2579777, 6.9318422 49.2579167, 6.9317817 49.2579776, 6.9318147 49.2579921, 6.9317876 49.2580184, 6.9319032 49.2580693))",,Saarbrücken,7,66115,Jakobshütte,,"[1406777804, 1406777794, 1406777790, 1406777798, 1406777800, 1406777802, 1406777804]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,127599588,"POLYGON ((7.0002605 49.2309856, 7.0002981 49.2310463, 7.00039 49.2311847, 7.0004084 49.2311795, 7.0004395 49.2312269, 7.0002058 49.2312923, 7.0002152 49.2313065, 7.0002735 49.2313954, 7.0006898 49.2312789, 7.0006791 49.2312626, 7.0006317 49.2311903, 7.0004827 49.2309633, 7.0004704 49.2309446, 7.0004595 49.2309279, 7.0002605 49.2309856))",,Saarbrücken,2,66111,Rosenstraße,,"[1090999308, 1411864522, 2242177950, 2242177944, 1411864536, 1411864524, 1411864844, 1411864527, 1090998209, 6420000039, 2270983258, 8881030379, 8881036936, 1268860101, 1090999308]",DE,,residential,4,,,1,,,,,,,,,,,,,,,,,,
way,127680800,"POLYGON ((7.044267 49.2662886, 7.0442811 49.2662817, 7.0441975 49.266209, 7.0440907 49.2662614, 7.0440808 49.2662662, 7.0441644 49.2663389, 7.044267 49.2662886))",,Saarbrücken,13,66125,Liesbet-Dill-Straße,,"[1412621512, 1412621510, 1412621495, 1412621500, 1412621508, 1412621524, 1412621512]",DE,Dudweiler,residential,2,,,1,,,,,,,,,,,,,,residential,,,,
way,128057528,"POLYGON ((7.0503619 49.2659955, 7.0506181 49.2660154, 7.0506366 49.2659149, 7.0504669 49.2659016, 7.0504587 49.2659464, 7.0503722 49.2659396, 7.0503619 49.2659955))",,Saarbrücken,2,66125,Fasanenweg,,"[1415985075, 1415985083, 1415985047, 1415985044, 1415985054, 1415985050, 1415985075]",DE,Dudweiler,residential,,,,,flat,,,,,,,,,,,,,,,,,
way,131424700,"POLYGON ((7.0029543 49.2427583, 7.0031259 49.2428501, 7.0032465 49.242754, 7.0030749 49.2426622, 7.0029543 49.2427583))",,Saarbrücken,3,66123,Dudweiler Landstraße,,"[1446410868, 1446410872, 1446410867, 1446410863, 1446410868]",,St. Johann,residential,,Villa Neufang,,,,,,,,,,,,,,,,,,,,
way,131425208,"POLYGON ((7.0056648 49.2420586, 7.0053833 49.2419602, 7.0053178 49.2420443, 7.0055655 49.2421266, 7.0056083 49.2421413, 7.0056278 49.2421478, 7.0056648 49.2420586))",,,,,,,"[1446414915, 1446414913, 1446414914, 9258350022, 9258350021, 1446414918, 1446414915]",,,residential,2,,,1,,,,,,,,,,,,,,,,,,
way,134201419,"POLYGON ((6.9745601 49.2301789, 6.9747319 49.2301562, 6.9746994 49.2300514, 6.9745276 49.2300742, 6.9745601 49.2301789))",,Saarbrücken,40,66117,Pfählerstraße,,"[1476099760, 1476099759, 1476099740, 1476099743, 1476099760]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,134201420,"POLYGON ((6.9741332 49.230232, 6.974317 49.2302063, 6.9743114 49.230189, 6.9743753 49.23018, 6.9743415 49.2300771, 6.9742279 49.230093, 6.9742378 49.230123, 6.9741035 49.2301418, 6.9741332 49.230232))",,Saarbrücken,38,66117,Pfählerstraße,,"[1476099776, 1476099774, 1476099763, 1476099761, 1476099744, 1476099745, 1476099757, 1476099758, 1476099776]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,153204909,"POLYGON ((7.0138644 49.2738213, 7.0138985 49.2738712, 7.0139692 49.2739082, 7.0140655 49.2738716, 7.0140407 49.2738409, 7.0139932 49.2737766, 7.0138644 49.2738213))",,Saarbrücken,14a,66125,Marktstraße,,"[1659165622, 1659165633, 1659165638, 1659165634, 1659165631, 1659165611, 1659165622]",,,residential,,,,,,,,,,,,,,,,,,,,Vereinigte Volksbank eG,bank,
way,174594769,"POLYGON ((7.0241958 49.1933611, 7.024327 49.1934158, 7.024372 49.1933699, 7.0243423 49.1933573, 7.0243693 49.1933295, 7.0242686 49.1932872, 7.0241958 49.1933611))",,Saarbrücken,22,66130,Friedrich-Ebert-Straße,,"[1852629649, 1852629673, 9198051090, 9198051088, 1852629642, 1852629638, 1852629649]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,206230632,"POLYGON ((7.0052022 49.2161851, 7.0050931 49.216124, 7.0050081 49.2161872, 7.0051196 49.2162496, 7.0052022 49.2161851))",,Saarbrücken,3,66119,Im Kasental,,"[2162345489, 2162345476, 1077315201, 1077316238, 2162345489]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,206248753,"POLYGON ((7.0065355 49.2230516, 7.0064434 49.2229748, 7.0063467 49.2230242, 7.0063593 49.2230347, 7.0063116 49.2230592, 7.0063912 49.2231255, 7.0065355 49.2230516))",,Saarbrücken,12,66119,Gneisenaustraße,,"[2162495355, 1068943115, 2162490329, 2162490327, 1068943602, 2162495363, 2162495355]",,,residential,3,,,,,,,,,,,,,,,,,,,,,
way,206248754,"POLYGON ((7.0063912 49.2231255, 7.0064757 49.2231959, 7.0065052 49.2231808, 7.0065167 49.2231905, 7.0066316 49.2231317, 7.0065355 49.2230516, 7.0063912 49.2231255))",,Saarbrücken,14,66119,Gneisenaustraße,,"[2162495363, 1068943320, 2162490330, 2162490328, 1068943265, 2162495355, 2162495363]",,,residential,3,,,,,,,,,,,,,,,,,,,,,
way,206248755,"POLYGON ((7.0061566 49.2229299, 7.0062377 49.2229999, 7.0064387 49.2228998, 7.0063932 49.2228609, 7.0063338 49.2228904, 7.006298 49.2228598, 7.0061566 49.2229299))",,Saarbrücken,10,66119,Gneisenaustraße,,"[2162495364, 1068943468, 1068943395, 2162495362, 2162495358, 2162495365, 2162495364]",,,residential,2,,,1,,,,,,,,,,,,,,,,,,
way,206248756,"POLYGON ((7.006298 49.2228598, 7.0062623 49.2228291, 7.0063242 49.2227984, 7.0062779 49.2227585, 7.0060746 49.2228593, 7.0061566 49.2229299, 7.006298 49.2228598))",,Saarbrücken,8,66119,Gneisenaustraße,,"[2162495365, 2162495360, 2162495361, 1068943197, 1068943751, 2162495364, 2162495365]",,,residential,2,,,1,,,,,,,,,,,,,,,,,,
way,206249307,"POLYGON ((7.0040002 49.2234119, 7.0040861 49.2234906, 7.0041764 49.2234486, 7.004293 49.2233943, 7.0042479 49.223353, 7.0042097 49.2233708, 7.0041682 49.2233328, 7.0040002 49.2234119))",,Saarbrücken,5,66119,Puccinistraße,,"[2162500954, 1068943686, 7580937238, 1068943164, 2162499403, 2162499400, 2162500952, 2162500954]",,St. Arnual,residential,2,,,,,,white,black,semidetached_house,,,,,,,,,,,,,
way,206249308,"POLYGON ((7.0041682 49.2233328, 7.0041311 49.2232988, 7.0041663 49.2232824, 7.0041151 49.2232355, 7.0039838 49.2232966, 7.0039112 49.2233304, 7.0040002 49.2234119, 7.0041682 49.2233328))",,Saarbrücken,3,66119,Puccinistraße,,"[2162500952, 2162499402, 2162499404, 1068943325, 7580937200, 1068943399, 2162500954, 2162500952]",,St. Arnual,residential,2,,,,,,yellow,black,semidetached_house,,,,,,,,,,,,,
way,207219479,"POLYGON ((6.9910037 49.2390211, 6.991009 49.239054, 6.9910138 49.2390834, 6.9910183 49.2390944, 6.9912042 49.239085, 6.9911945 49.2390101, 6.9910037 49.2390211))",,Saarbrücken,8,66111,Reichsstraße,,"[2173834775, 5614462874, 8607589789, 389793040, 2173834778, 2173834769, 2173834775]",,,residential,5,,,1,gabled,,,,,,,,,across,,,,,,,,
way,210617156,"POLYGON ((7.0068948 49.2238884, 7.0069776 49.2238375, 7.0069302 49.2238046, 7.0068848 49.2237731, 7.0068021 49.223824, 7.0068948 49.2238884))",,Saarbrücken,9,66119,Koßmannstraße,,"[2206933394, 1068943282, 7580935126, 1068943539, 2206933393, 2206933394]",,,residential,2,,,1,,,white,red,,,,,,,,,,,,,,
way,214693267,"POLYGON ((6.9885837 49.2322899, 6.9886036 49.2323993, 6.9886298 49.2323974, 6.9887436 49.2323892, 6.9888281 49.2323831, 6.9888049 49.2322735, 6.9886791 49.2322829, 6.9885837 49.2322899))",,Saarbrücken,2,66117,Wilhelm-Heinrich-Straße,,"[2241797154, 1270296855, 6983977329, 6983977328, 1270296853, 1270296859, 1270296857, 2241797154]",,,residential,2,,,1,hipped,,white,,,,,,,,,,,,,,,
way,217772693,"POLYGON ((7.0079324 49.2312446, 7.0079612 49.231239, 7.0080822 49.2312154, 7.0080279 49.2311038, 7.0079465 49.2311197, 7.0078981 49.2311292, 7.0078702 49.2311346, 7.0079324 49.2312446))",,Saarbrücken,90,66121,Großherzog-Friedrich-Straße,,"[2270761413, 7074548440, 2270761414, 2270761415, 8747315067, 7074548433, 2270761419, 2270761413]",,,residential,4,,,2,gabled,,,,,,,,,,,,,,,,,
way,217772694,"POLYGON ((7.0087798 49.2309597, 7.0086481 49.2309849, 7.0086104 49.2309922, 7.0085808 49.2309978, 7.008632 49.2311101, 7.0088301 49.2310721, 7.0087798 49.2309597))",,Saarbrücken,98,66121,Großherzog-Friedrich-Straße,,"[2270761423, 8840424228, 8840424234, 1077032573, 2270761370, 2270761403, 2270761423]",,,residential,4,,,2,gabled,,,,,,,,,,,,,,,,,
way,217772695,"POLYGON ((7.0089934 49.2309188, 7.0088474 49.2309467, 7.0088079 49.2309543, 7.0087798 49.2309597, 7.0088301 49.2310721, 7.0090437 49.2310329, 7.0089934 49.2309188))",,Saarbrücken,100,66121,Großherzog-Friedrich-Straße,,"[2270761441, 8840424240, 8747315065, 2270761423, 2270761403, 2270761380, 2270761441]",,,residential,4,,,2,gabled,,,,,,,,,,,,,,,,,
way,217772696,"POLYGON ((7.0078702 49.2311346, 7.0077621 49.2311547, 7.0077375 49.2311594, 7.0078207 49.231266, 7.0079324 49.2312446, 7.0078702 49.2311346))",,Saarbrücken,88,66121,Großherzog-Friedrich-Straße,,"[2270761419, 7074539883, 1077032946, 2270761432, 2270761413, 2270761419]",,,residential,4,,,2,gabled,,,,,,,,,,,,,,,,,
way,217772697,"POLYGON ((7.0091853 49.230882, 7.0090216 49.2309134, 7.0089934 49.2309188, 7.0090437 49.2310329, 7.0092328 49.2309985, 7.0091853 49.230882))",,Saarbrücken,102,66121,Großherzog-Friedrich-Straße,,"[2270761407, 8747315064, 2270761441, 2270761380, 2270761392, 2270761407]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,217772698,"POLYGON ((7.0080822 49.2312154, 7.0082393 49.2311868, 7.0081769 49.2310752, 7.0081487 49.2310806, 7.0080279 49.2311038, 7.0080822 49.2312154))",,Saarbrücken,92,66121,Großherzog-Friedrich-Straße,,"[2270761414, 1077033103, 2270761390, 8840424242, 2270761415, 2270761414]",,,residential,4,,,2,gabled,,,,,,,,,,,,,,,,,
way,217772791,"POLYGON ((7.0085808 49.2309978, 7.008469 49.2310193, 7.0083945 49.2310335, 7.0084458 49.2311459, 7.008632 49.2311101, 7.0085808 49.2309978))",,Saarbrücken,96,66121,Großherzog-Friedrich-Straße,,"[1077032573, 8840421156, 2270788454, 2270788455, 2270761370, 1077032573]",,,residential,4,,,2,gabled,,,,,,,,,,,,,,,,,
way,217772793,"POLYGON ((7.0083945 49.2310335, 7.0082858 49.2310544, 7.0082035 49.2310701, 7.0081769 49.2310752, 7.0082393 49.2311868, 7.0084458 49.2311459, 7.0083945 49.2310335))",,Saarbrücken,94,66121,Großherzog-Friedrich-Straße,,"[2270788454, 8747315066, 8747315068, 2270761390, 1077033103, 2270788455, 2270788454]",,,residential,4,,,2,gabled,,,,,,,,,,,,,,,,,
way,217775681,"POLYGON ((7.0069885 49.2296576, 7.007116 49.2296391, 7.0071656 49.2296324, 7.0072041 49.2296281, 7.0072469 49.2296225, 7.0073203 49.2296141, 7.0072839 49.2295036, 7.0071834 49.2295164, 7.0070974 49.2295283, 7.0069576 49.2295478, 7.0069885 49.2296576))",,Saarbrücken,77,66121,Mainzer Straße,,"[1327605138, 7627065761, 7627065723, 7627065731, 7627065729, 1070350858, 2270825301, 2270825319, 2270825317, 2270825313, 1327605138]",,,residential,,,,,hipped,,,,,,,,,,,,,,,,,
way,219013738,"POLYGON ((7.0050409 49.2240708, 7.0049527 49.2239965, 7.0048763 49.2240352, 7.0047287 49.2241098, 7.0047874 49.2241593, 7.0048368 49.2241344, 7.0048678 49.2241605, 7.0050409 49.2240708))",,Saarbrücken,17,66119,Puccinistraße,,"[2282190847, 1068943359, 7580937212, 1068943176, 2282190856, 2282190854, 2282190851, 2282190847]",,St. Arnual,residential,2,,,1,,,yellow,red,semidetached_house,,,,,,,,,,,,,
way,219520816,"POLYGON ((7.0042206 49.2236045, 7.0043057 49.2236773, 7.0043854 49.2236393, 7.0044849 49.2235881, 7.0043999 49.2235155, 7.0042206 49.2236045))",,Saarbrücken,9,66119,Puccinistraße,,"[2286697551, 1068943277, 7580937222, 1068943129, 2286697558, 2286697551]",,St. Arnual,residential,2,,,1,,,yellow,,semidetached_house,,,,,,,,,,,,,
way,219520817,"POLYGON ((7.0043492 49.2237224, 7.0044339 49.2237953, 7.0046071 49.2237095, 7.0045223 49.2236364, 7.0044307 49.2236819, 7.0043492 49.2237224))",,Saarbrücken,11,66119,Puccinistraße,,"[1068943470, 2286697555, 2286697548, 1068943093, 7580937234, 1068943470]",,St. Arnual,residential,2,,,1,,,white,red,semidetached_house,,,,,,,,,,,,,
way,219520818,"POLYGON ((7.0045779 49.2238918, 7.004665 49.2239665, 7.0048273 49.2238857, 7.0047406 49.2238114, 7.004657 49.2238527, 7.0045779 49.2238918))",,Saarbrücken,13,66119,Puccinistraße,,"[1068943486, 2286697546, 2286697554, 1068943171, 7580937188, 1068943486]",,St. Arnual,residential,2,,,1,,,yellow,,semidetached_house,,,,,,,,,,,,,
way,219520820,"POLYGON ((7.0041288 49.2235257, 7.0042206 49.2236045, 7.0043999 49.2235155, 7.0043081 49.2234367, 7.0042153 49.2234828, 7.0041288 49.2235257))",,Saarbrücken,7,66119,Puccinistraße,,"[1068943346, 2286697551, 2286697558, 1068943080, 7580937227, 1068943346]",,St. Arnual,residential,2,,,1,,,yellow,,semidetached_house,,,,,,,,,,,,,
way,219520821,"POLYGON ((7.0044339 49.2237953, 7.0045184 49.2238681, 7.0046049 49.2238253, 7.0046917 49.2237824, 7.0046071 49.2237095, 7.0044339 49.2237953))",,Saarbrücken,11A,66119,Puccinistraße,,"[2286697555, 1068943235, 7580937211, 1068943248, 2286697548, 2286697555]",,St. Arnual,residential,2,,,1,,,yellow,red,semidetached_house,,,,,,,,,,,,,
way,219520822,"POLYGON ((7.004665 49.2239665, 7.0047466 49.2240364, 7.0048677 49.2239761, 7.0049088 49.2239556, 7.0048273 49.2238857, 7.004665 49.2239665))",,Saarbrücken,15,66119,Puccinistraße,,"[2286697546, 1068943418, 7580937206, 1068943206, 2286697554, 2286697546]",,St. Arnual,residential,2,,,1,,,,red,semidetached_house,,,,,,,,,,,,,
way,219521167,"POLYGON ((7.0054123 49.2239255, 7.0053337 49.2238588, 7.0052662 49.2238927, 7.0051714 49.2239402, 7.0052499 49.224007, 7.0054123 49.2239255))",,Saarbrücken,14,66119,Puccinistraße,,"[2286700490, 1068943562, 7580937210, 1068943649, 2286700491, 2286700490]",,St. Arnual,residential,2,,,1,,,gray,red,semidetached_house,,,,,,,,,,,,,
way,219521168,"POLYGON ((7.0048944 49.2236678, 7.0049553 49.2237231, 7.0049819 49.2237097, 7.004988 49.2237152, 7.0049941 49.2237207, 7.0051246 49.2236571, 7.0050514 49.223591, 7.0048944 49.2236678))",,Saarbrücken,10,66119,Puccinistraße,,"[2286700483, 1068943212, 7580937208, 7580937199, 7580937219, 1068943441, 2286700482, 2286700483]",,St. Arnual,residential,2,,,1,,,yellow,black,semidetached_house,,,,,,,,,,,,,
way,219521170,"POLYGON ((7.0047888 49.2234202, 7.004698 49.2233399, 7.0046101 49.2233829, 7.0046168 49.223389, 7.0046226 49.2233942, 7.0045862 49.2234118, 7.0046652 49.2234821, 7.0047888 49.2234202))",,Saarbrücken,4,66119,Puccinistraße,,"[2286700485, 1077336425, 7580937224, 7580937235, 7580935884, 1077335548, 2286700486, 2286700485]",,St. Arnual,residential,2,,,1,,,gray,red,semidetached_house,,,,,,,,,,,,,
way,219521171,"POLYGON ((7.0050514 49.223591, 7.0049741 49.2235236, 7.0048426 49.2235877, 7.0048537 49.2235965, 7.0048269 49.2236089, 7.0048944 49.2236678, 7.0050514 49.223591))",,Saarbrücken,8,66119,Puccinistraße,,"[2286700482, 1068943722, 7580937242, 7580937209, 1068943782, 2286700483, 2286700482]",,St. Arnual,residential,2,,,1,,,white,black,semidetached_house,,,,,,,,,,,,,
way,222473245,"POLYGON ((7.0611603 49.2131376, 7.0612807 49.213099, 7.0613367 49.213081, 7.0612894 49.2130181, 7.0611994 49.213047, 7.0611644 49.2130005, 7.061078 49.2130283, 7.0611603 49.2131376))",,Saarbrücken,24,66132,Am Probstbaum,,"[2314428749, 2314428708, 2314428764, 2314428696, 2314428721, 2314428748, 1105896305, 2314428749]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,224612632,"POLYGON ((7.0375497 49.2759549, 7.0375312 49.2758754, 7.0377662 49.2758522, 7.0377846 49.2759317, 7.0375497 49.2759549))",,Saarbrücken,17,66125,Beethovenstraße,,"[2334152725, 2334152726, 2334152727, 2334152728, 2334152725]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,266297860,"POLYGON ((7.0364075 49.2681522, 7.0364694 49.2680346, 7.0366562 49.2680764, 7.0365943 49.2681941, 7.0364075 49.2681522))",,Saarbrücken,100a,66125,Hofweg,,"[2718745483, 2718745486, 2718745488, 2718745490, 2718745483]",,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,266298274,"POLYGON ((7.0389721 49.2706673, 7.0389523 49.270728, 7.0391187 49.2707511, 7.0391385 49.2706905, 7.0389721 49.2706673))",,Saarbrücken,5,66125,Parallelstraße,,"[2718749271, 2718749272, 2718749273, 2718749274, 2718749271]",DE,Dudweiler,residential,2,,,1,gabled,,,,,,,,,,,,,,,,,
way,283680208,"POLYGON ((7.0073998 49.2378113, 7.0074462 49.2377164, 7.0074732 49.237722, 7.0075683 49.2377418, 7.0076514 49.2377591, 7.007605 49.2378533, 7.0075846 49.2378491, 7.0075034 49.2378325, 7.0074276 49.237817, 7.0073998 49.2378113))",,Saarbrücken,26,66111,Martin-Luther-Straße,,"[5900057357, 5900057356, 8754082041, 837942009, 2260209706, 2260209718, 8754082047, 8754082031, 8754082026, 5900057357]",,,residential,4,,,1,gabled,,,,,,,,,,,,,,,,,
way,288429759,"POLYGON ((6.9724763 49.2307025, 6.9724249 49.2307148, 6.9723256 49.2307399, 6.972407 49.2308837, 6.9724808 49.2308657, 6.9724229 49.2307635, 6.972464 49.2307525, 6.9724783 49.2307777, 6.972516 49.2307686, 6.9724763 49.2307025))",,Saarbrücken,11,66117,Pfählerstraße,,"[1061696662, 1061696258, 1061696161, 1061696432, 1061696733, 1061696703, 2958180993, 2958180994, 1061696205, 1061696662]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,288429760,"POLYGON ((6.972464 49.230682, 6.9724763 49.2307025, 6.972516 49.2307686, 6.9725396 49.230808, 6.9727592 49.2307519, 6.9726836 49.2306259, 6.972464 49.230682))",,Saarbrücken,13-15,66117,Pfählerstraße,,"[1061696279, 1061696662, 1061696205, 1061696263, 2919899134, 2919899135, 1061696279]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,288429761,"POLYGON ((6.9727592 49.2307519, 6.9728871 49.230719, 6.9728062 49.2305943, 6.9726836 49.2306259, 6.9727592 49.2307519))",,Saarbrücken,17,66117,Pfählerstraße,,"[2919899134, 2919899136, 2919899137, 2919899135, 2919899134]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,288429762,"POLYGON ((6.9728062 49.2305943, 6.9729323 49.2305619, 6.9730082 49.2306879, 6.9728871 49.230719, 6.9728062 49.2305943))",,Saarbrücken,19,66117,Pfählerstraße,,"[2919899137, 2919899138, 2919899139, 2919899136, 2919899137]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,288429763,"POLYGON ((6.9730082 49.2306879, 6.9731299 49.2306566, 6.9730665 49.2305275, 6.9729323 49.2305619, 6.9730082 49.2306879))",,Saarbrücken,21,66117,Pfählerstraße,,"[2919899139, 2919899140, 2919899141, 2919899138, 2919899139]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,288429764,"POLYGON ((6.9730665 49.2305275, 6.9731581 49.230504, 6.9732216 49.2306331, 6.9731299 49.2306566, 6.9730665 49.2305275))",,Saarbrücken,23,66117,Pfählerstraße,,"[2919899141, 2919899142, 2919899143, 2919899140, 2919899141]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,288429765,"POLYGON ((6.9731581 49.230504, 6.9732429 49.2304822, 6.973318 49.230607, 6.9732216 49.2306331, 6.9731581 49.230504))",,Saarbrücken,25,66117,Pfählerstraße,,"[2919899142, 1061696851, 1061696391, 2919899143, 2919899142]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,288429766,"POLYGON ((6.9734247 49.2304524, 6.9735866 49.2304259, 6.9736362 49.2305549, 6.9734731 49.2305816, 6.9734247 49.2304524))",,Saarbrücken,29,66117,Pfählerstraße,,"[2919899144, 1061696863, 1061696584, 2919899145, 2919899144]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,288429767,"POLYGON ((6.973318 49.230607, 6.9734731 49.2305816, 6.9734247 49.2304524, 6.9732429 49.2304822, 6.973318 49.230607))",,Saarbrücken,27,66117,Pfählerstraße,,"[1061696391, 2919899145, 2919899144, 1061696851, 1061696391]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,291364405,"POLYGON ((6.9725918 49.2304296, 6.9724444 49.230473, 6.9725038 49.2305591, 6.9726513 49.2305157, 6.9725918 49.2304296))",,Saarbrücken,18,66117,Pfählerstraße,,"[2948265392, 1061696681, 1061696524, 2948265393, 2948265392]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,291364406,"POLYGON ((6.9727393 49.2303862, 6.9725918 49.2304296, 6.9726513 49.2305157, 6.9727987 49.2304723, 6.9727393 49.2303862))",,Saarbrücken,20,66117,Pfählerstraße,,"[1061696718, 2948265392, 2948265393, 1061696414, 1061696718]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,291670486,"POLYGON ((6.9728716 49.2304543, 6.9729628 49.2304307, 6.9729032 49.2303326, 6.972812 49.2303562, 6.9728716 49.2304543))",,Saarbrücken,22,66117,Pfählerstraße,,"[1061696722, 2951366148, 2951366145, 1061696252, 1061696722]",,,residential,,,,,,,,,,,,,,,,,,,,,,
