element_type,osmid,geometry,amenity,addr:city,addr:housenumber,addr:postcode,addr:street,operator,nodes,addr:country,addr:suburb,building,building:levels,name,contact:website,roof:levels,roof:shape,height,building:colour,roof:colour,note,alt_name,building:material,opening_hours,phone,roof:orientation,short_name,source,website,building:use,office,old_name,disused:amenity,ruins
way,291670487,"POLYGON ((6.9729628 49.2304307, 6.9730495 49.2304087, 6.9729909 49.2303101, 6.9729032 49.2303326, 6.9729628 49.2304307))",,Saarbrücken,24,66117,Pfählerstraße,,"[2951366148, 2951366147, 2951366144, 2951366145, 2951366148]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,291670488,"POLYGON ((6.9730495 49.2304087, 6.9731399 49.2303858, 6.9730813 49.2302872, 6.9729909 49.2303101, 6.9730495 49.2304087))",,Saarbrücken,26,66117,Pfählerstraße,,"[2951366147, 1061696427, 1061696550, 2951366144, 2951366147]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,291670489,"POLYGON ((6.9731828 49.2303713, 6.9732683 49.23035, 6.9732197 49.2302668, 6.9731341 49.2302881, 6.9731828 49.2303713))",,Saarbrücken,28,66117,Pfählerstraße,,"[1061696758, 2951366146, 2951366143, 1061696778, 1061696758]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,291670490,"POLYGON ((6.9732683 49.23035, 6.9733538 49.2303287, 6.9733052 49.2302454, 6.9732197 49.2302668, 6.9732683 49.23035))",,Saarbrücken,30,66117,Pfählerstraße,,"[2951366146, 1061696882, 1061696616, 2951366143, 2951366146]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,308871863,"POLYGON ((6.9125591 49.2608369, 6.9123368 49.260772, 6.912268 49.2608717, 6.9122983 49.2608799, 6.9123942 49.2609096, 6.9124842 49.2609383, 6.9125591 49.2608369))",,Saarbrücken,20,66126,Mittelstraße,,"[3141626284, 3141626286, 3141626285, 5023613559, 5023613551, 3141626287, 3141626284]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,308872406,"POLYGON ((6.9127874 49.260916, 6.9127262 49.2609981, 6.9126182 49.2609643, 6.9126836 49.2608812, 6.9127874 49.260916))",,Saarbrücken,16,66126,Mittelstraße,,"[3141629224, 3141629223, 3141629225, 3141628041, 3141629224]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,314222541,"POLYGON ((6.898106 49.2317156, 6.8980345 49.2316011, 6.8978343 49.2316526, 6.8979038 49.2317675, 6.898106 49.2317156))",,Saarbrücken,12,66127,Feldstraße,,"[3202718830, 1021987732, 1021987529, 3202718831, 3202718830]",DE,Klarenthal,residential,1,Peter Schuth Green Energy Consulting,,,,,,,,,,,,,,,,,,,,
way,333388531,"POLYGON ((7.0413877 49.2362096, 7.041301 49.2362087, 7.0412982 49.2362648, 7.0413866 49.2362658, 7.0413877 49.2362096))",,,,,,,"[1091944672, 1091953929, 1091952516, 1091953317, 1091944672]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,333388535,"POLYGON ((7.0409111 49.2362753, 7.0408164 49.2362752, 7.040814 49.2363332, 7.0409082 49.2363342, 7.0409104 49.2362899, 7.0409111 49.2362753))",,,,,,,"[1091951197, 1091951399, 1091949581, 1091954565, 1091949331, 1091951197]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,333388536,"POLYGON ((7.0389464 49.2365727, 7.0388501 49.2365716, 7.0388511 49.2366326, 7.0389478 49.2366335, 7.0389462 49.2365833, 7.0389464 49.2365727))",,,,,,,"[1091946482, 1091946676, 1091952161, 1091953637, 1091944807, 1091946482]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,333388538,"POLYGON ((7.0404049 49.2363468, 7.0403212 49.2363452, 7.0403204 49.23641, 7.040415 49.2364121, 7.0404161 49.2363638, 7.0404049 49.2363468))",,,,,,,"[1091947752, 1091947215, 1091945752, 1091952346, 1091946602, 1091947752]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,333388539,"POLYGON ((7.0399241 49.2364206, 7.0398342 49.2364198, 7.0398345 49.2364828, 7.0399248 49.2364838, 7.0399239 49.2364395, 7.0399241 49.2364206))",,,,,,,"[1091954066, 1091953408, 1091952037, 1091953075, 1091952710, 1091954066]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,333388541,"POLYGON ((7.0394389 49.2364982, 7.039357 49.2364993, 7.0393557 49.2365591, 7.0394395 49.2365599, 7.039439 49.2365142, 7.0394389 49.2364982))",,,,,,,"[1091950477, 1091953707, 1091947685, 1091950829, 1091948589, 1091950477]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,348715210,"POLYGON ((7.0263899 49.2359827, 7.0264765 49.2359318, 7.0263859 49.235866, 7.0262992 49.2359168, 7.0263899 49.2359827))",,,,,,,"[3547632521, 3547632519, 3547632516, 3547632518, 3547632521]",,,residential,,,,,,,,,,,,,,,,,,,,,,yes
way,353284892,"POLYGON ((7.0441636 49.2132418, 7.0440752 49.2131653, 7.0441748 49.2131159, 7.0443111 49.2132319, 7.0442619 49.2132566, 7.0442149 49.2132166, 7.0441636 49.2132418))",,Saarbrücken,15,66130,Ziehrerstraße,,"[1072884750, 1072882686, 3590689024, 3590689025, 3590689026, 3590689027, 1072884750]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,407001510,"POLYGON ((7.0360577 49.1796639, 7.0360351 49.1796167, 7.0359711 49.1796298, 7.0359826 49.1796538, 7.0359268 49.1796652, 7.0359025 49.1796141, 7.0359675 49.1796009, 7.0359546 49.1795737, 7.0357418 49.1796168, 7.0357905 49.1797185, 7.035922 49.1796937, 7.0360577 49.1796639))",,Saarbrücken,7,66129,Querstraße,,"[4282122133, 4282122134, 4282122136, 4282122135, 4282122137, 4282122139, 4282122138, 4282122141, 1064081857, 4090379367, 4282122146, 4282122133]",DE,Bübingen,residential,3,,,,,,,,,,,,,,,,,,,,,
way,440003365,"POLYGON ((6.977257 49.2281272, 6.9773732 49.228079, 6.9772946 49.2280012, 6.9771534 49.2280584, 6.9771865 49.2280925, 6.9772152 49.2280825, 6.977257 49.2281272))",,Saarbrücken,19,66117,Am Hagen,,"[4377048803, 4377048804, 4377048805, 4377048806, 9978551752, 9978601175, 4377048803]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,440003366,"POLYGON ((6.9771534 49.2280584, 6.9770933 49.2279978, 6.9772295 49.2279396, 6.9772946 49.2280012, 6.9771534 49.2280584))",,Saarbrücken,21,66117,Am Hagen,,"[4377048806, 4377048807, 4377048808, 4377048805, 4377048806]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,440003367,"POLYGON ((6.9770933 49.2279978, 6.9770386 49.2279421, 6.9771726 49.2278833, 6.9772295 49.2279396, 6.9770933 49.2279978))",,Saarbrücken,23,66117,Am Hagen,,"[4377048807, 4377048809, 4377048810, 4377048808, 4377048807]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,440003368,"POLYGON ((6.9770386 49.2279421, 6.9769411 49.2278468, 6.9770766 49.2277885, 6.9771726 49.2278833, 6.9770386 49.2279421))",,Saarbrücken,25,66117,Am Hagen,,"[4377048809, 4377048811, 4377048812, 4377048810, 4377048809]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,440003369,"POLYGON ((6.9769411 49.2278468, 6.9768534 49.2277599, 6.9769889 49.2277016, 6.9770766 49.2277885, 6.9769411 49.2278468))",,Saarbrücken,27,66117,Am Hagen,,"[4377048811, 4377048813, 4377048814, 4377048812, 4377048811]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,448930055,"POLYGON ((6.9894708 49.2457183, 6.9894176 49.245778, 6.9894796 49.2458015, 6.9895209 49.2458172, 6.989574 49.2457574, 6.9894708 49.2457183))",,Saarbrücken,3,66113,Gräffstraße,,"[4459007534, 1175514671, 8425944085, 4536305233, 4459007539, 4459007534]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,452144747,"POLYGON ((6.9942195 49.2513419, 6.9941155 49.2513024, 6.994043 49.2513839, 6.994147 49.2514234, 6.9942195 49.2513419))",,Saarbrücken,112,66113,Ottweilerstraße,,"[4489474666, 1175460019, 1175459520, 4489474669, 4489474666]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,452144789,"POLYGON ((6.9936358 49.2536947, 6.9936109 49.2537399, 6.9935176 49.253718, 6.9934279 49.253697, 6.993381 49.253686, 6.9934147 49.2536246, 6.9934406 49.2535777, 6.9934818 49.2535874, 6.9936705 49.2536317, 6.9936358 49.2536947))",,Saarbrücken,24,66113,Türkismühler Straße,,"[1389885106, 1389885112, 4489474733, 4489474732, 1389885104, 4489474730, 1389885081, 4489474731, 1389885089, 1389885106]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,457492922,"POLYGON ((6.988045 49.2445982, 6.9881332 49.2444635, 6.9880621 49.2444432, 6.9879908 49.244423, 6.9879026 49.2445577, 6.988045 49.2445982))",,Saarbrücken,8,66113,Usenerstraße,,"[4536305112, 1175514458, 4536305089, 1175514725, 4536305105, 4536305112]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,478903853,"POLYGON ((7.0312622 49.2721459, 7.0312262 49.2723291, 7.0311919 49.2725039, 7.0313431 49.2725166, 7.0314135 49.2721585, 7.0312622 49.2721459))",,Saarbrücken,27,66125,Albertstraße,,"[1028710482, 4720862262, 4720862258, 4720862259, 1028710406, 1028710482]",,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,478903854,"POLYGON ((7.0317302 49.2721272, 7.0316659 49.2723032, 7.0318173 49.2723268, 7.0318816 49.2721507, 7.0317302 49.2721272))",,Saarbrücken,19,66125,Albertstraße,,"[1028710349, 4720862263, 4720862264, 1028709893, 1028710349]",,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,512203904,"POLYGON ((6.9321031 49.2578614, 6.931953 49.2578004, 6.9318422 49.2579167, 6.9319922 49.2579777, 6.9321031 49.2578614))",,Saarbrücken,6,66115,Jakobshütte,,"[5008764264, 5008764250, 1406777790, 1406777794, 5008764264]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,512207799,"POLYGON ((6.9323752 49.2575251, 6.9321824 49.257444, 6.9321132 49.2575141, 6.932306 49.2575952, 6.9323752 49.2575251))",,Saarbrücken,4,66115,Jakobshütte,,"[5008788200, 5008788199, 1406777776, 1406777780, 5008788200]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,528560205,"POLYGON ((7.0451658 49.27069, 7.0452562 49.270694, 7.0452628 49.27063, 7.0451723 49.2706261, 7.0451658 49.27069))",,Saarbrücken,12,66125,In der Mückendell,,"[1324706698, 5136265925, 5136265816, 1324706668, 1324706698]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,528560216,"POLYGON ((7.0444011 49.2704846, 7.0445101 49.2705192, 7.0445586 49.2704542, 7.0444496 49.2704196, 7.0444011 49.2704846))",,Saarbrücken,4,66125,In der Mückendell,,"[1324706706, 5136265806, 5136265802, 1324706711, 1324706706]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,528560227,"POLYGON ((7.0447479 49.2706022, 7.0448524 49.2706365, 7.0449024 49.2705717, 7.0447979 49.2705374, 7.0447479 49.2706022))",,Saarbrücken,8,66125,In der Mückendell,,"[1324706667, 5136265817, 5136265808, 1324706662, 1324706667]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,529000525,"POLYGON ((7.0491595 49.2683207, 7.0490829 49.2682182, 7.0489175 49.2682708, 7.0489941 49.2683733, 7.0491595 49.2683207))",,Saarbrücken,10,66125,Martin-Luther-Straße,,"[1324706694, 5139667434, 5139667435, 1324706710, 1324706694]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,529585294,"POLYGON ((7.0471917 49.2699899, 7.0473153 49.2699908, 7.0473166 49.269909, 7.047193 49.2699082, 7.0471917 49.2699899))",,Saarbrücken,10,66125,Solferinostraße,,"[5144222516, 5144222517, 5144222510, 5144222509, 5144222516]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,529585296,"POLYGON ((7.0470681 49.2699891, 7.0471917 49.2699899, 7.047193 49.2699082, 7.0470693 49.2699074, 7.0470681 49.2699891))",,Saarbrücken,12,66125,Solferinostraße,,"[5144222515, 5144222516, 5144222509, 5144222508, 5144222515]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,529585297,"POLYGON ((7.0469444 49.2699883, 7.0470681 49.2699891, 7.0470693 49.2699074, 7.0469457 49.2699065, 7.0469444 49.2699883))",,Saarbrücken,14,66125,Solferinostraße,,"[5144222514, 5144222515, 5144222508, 5144222507, 5144222514]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,529585298,"POLYGON ((7.0468208 49.2699875, 7.0469444 49.2699883, 7.0469457 49.2699065, 7.0468221 49.2699057, 7.0468208 49.2699875))",,Saarbrücken,16,66125,Solferinostraße,,"[1324706675, 5144222514, 5144222507, 1324706682, 1324706675]",DE,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,529585299,"POLYGON ((7.0457671 49.2704393, 7.045799 49.270383, 7.0456269 49.2703416, 7.0455951 49.2703979, 7.0457671 49.2704393))",,Saarbrücken,18,66125,Am Geisenberg,,"[1324706661, 5144224326, 5144224323, 1324706685, 1324706661]",,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,529585302,"POLYGON ((7.0458566 49.2702544, 7.045891 49.2701895, 7.0457999 49.270169, 7.0457655 49.2702339, 7.0458566 49.2702544))",,Saarbrücken,22,66125,Am Geisenberg,,"[1324706689, 5144224322, 5144222520, 1324706665, 1324706689]",,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,529585308,"POLYGON ((7.0459674 49.2700527, 7.0459975 49.2699952, 7.045899 49.2699733, 7.045869 49.2700308, 7.0459674 49.2700527))",,Saarbrücken,26,66125,Am Geisenberg,,"[1324706704, 5144222518, 5144222513, 1324706693, 1324706704]",,Dudweiler,residential,,,,,,,,,,,,,,,,,,,,,,
way,553309640,"POLYGON ((6.9545647 49.2530076, 6.9544648 49.2530337, 6.9544177 49.252957, 6.9545176 49.2529309, 6.9545647 49.2530076))",,Saarbrücken,42,66113,Moselstraße,,"[1033362148, 5341168569, 5341168570, 1033361555, 1033362148]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,553310484,"POLYGON ((6.9573659 49.2523642, 6.9573906 49.2524814, 6.9574659 49.2524746, 6.9574411 49.2523574, 6.9573659 49.2523642))",,Saarbrücken,3,66113,Neumagener Weg,,"[1033361546, 5341175394, 5341175395, 1033361518, 1033361546]",DE,,residential,,,,,,,,,,,,,,,,,,,,,,
way,576745512,"POLYGON ((7.0607263 49.2136213, 7.0608087 49.2137259, 7.0606687 49.2137701, 7.060651 49.2137773, 7.0605695 49.2136743, 7.0607084 49.213627, 7.0607263 49.2136213))",,Saarbrücken,2,66132,Am Probstbaum,,"[5530884916, 5530884917, 8169533545, 5530884918, 5530884919, 5530888126, 5530884916]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,576745984,"POLYGON ((7.0605695 49.2136743, 7.0607084 49.213627, 7.0606533 49.2135561, 7.0606331 49.213563, 7.0605914 49.2135108, 7.0604733 49.2135517, 7.0605695 49.2136743))",,Saarbrücken,4,66132,Am Probstbaum,,"[5530884919, 5530888126, 5530888127, 5530888128, 5530888129, 5530888130, 5530884919]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,576746158,"POLYGON ((7.0604733 49.2135517, 7.0605914 49.2135108, 7.0606199 49.2135007, 7.0605818 49.2134548, 7.0605547 49.2134659, 7.0604189 49.2135134, 7.0604567 49.2135576, 7.0604733 49.2135517))",,Saarbrücken,6,66132,Am Probstbaum,,"[5530888130, 5530888129, 5530891740, 5530891741, 5530893934, 5530891742, 5530891743, 5530888130]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,576746613,"POLYGON ((7.0604189 49.2135134, 7.0605547 49.2134659, 7.0604866 49.2133828, 7.0604613 49.2133925, 7.0603493 49.2134339, 7.0604189 49.2135134))",,Saarbrücken,6A,66132,Am Probstbaum,,"[5530891742, 5530893934, 5530893935, 5530896571, 5530893936, 5530891742]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,576747804,"POLYGON ((7.0603493 49.2134339, 7.0602412 49.2133092, 7.0603532 49.2132678, 7.0604613 49.2133925, 7.0603493 49.2134339))",,Saarbrücken,8,66132,Am Probstbaum,,"[5530893936, 5530896569, 5530896570, 5530896571, 5530893936]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,576749400,"POLYGON ((7.0610886 49.2136338, 7.0611187 49.2136229, 7.061229 49.213587, 7.0611922 49.2135404, 7.0611713 49.2135475, 7.0611129 49.2134736, 7.0609938 49.2135139, 7.0610886 49.2136338))",,Saarbrücken,10,66132,Am Probstbaum,,"[5530902735, 8169533541, 5530902736, 5530902737, 5530902738, 5530902739, 5530902740, 5530902735]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,576749855,"POLYGON ((7.0609938 49.2135139, 7.0611129 49.2134736, 7.0611647 49.2134561, 7.0611278 49.2134096, 7.0610734 49.213428, 7.0610546 49.2134044, 7.060938 49.2134442, 7.0609938 49.2135139))",,Saarbrücken,12,66132,Am Probstbaum,,"[5530902740, 5530902739, 5530905160, 5530905161, 5530905162, 5530905163, 5530905164, 5530902740]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,576750198,"POLYGON ((7.060938 49.2134442, 7.0610546 49.2134044, 7.0611086 49.2133859, 7.0610803 49.2133506, 7.0610586 49.213358, 7.0610346 49.213328, 7.060886 49.2133785, 7.060938 49.2134442))",,Saarbrücken,12A,66132,Am Probstbaum,,"[5530905164, 5530905163, 5530907522, 5530907523, 5530907524, 5530907525, 5530907526, 5530905164]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,576750380,"POLYGON ((7.060886 49.2133785, 7.0610346 49.213328, 7.0610966 49.2133069, 7.0610527 49.2132519, 7.0609861 49.2132745, 7.0609294 49.2132099, 7.060792 49.2132586, 7.060886 49.2133785))",,Saarbrücken,14,66132,Am Probstbaum,,"[5530907526, 5530907525, 5530900302, 5530900303, 5530900304, 5530900305, 5530900306, 5530907526]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,576750439,"POLYGON ((7.060792 49.2132586, 7.0609294 49.2132099, 7.0608992 49.2131735, 7.0608583 49.213188, 7.0608042 49.213123, 7.0607077 49.2131572, 7.060792 49.2132586))",,Saarbrücken,16,66132,Am Probstbaum,,"[5530900306, 5530900305, 5530912022, 5530912023, 5530912024, 5530912025, 5530900306]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,581377915,"POLYGON ((7.0058078 49.2487512, 7.0058065 49.2487776, 7.0058006 49.2488978, 7.0056367 49.2488944, 7.0056404 49.2488185, 7.0056426 49.2487724, 7.0056438 49.2487477, 7.0056921 49.2487487, 7.0058078 49.2487512))",,,,,,,"[1098414867, 5618111258, 5562901031, 5562901032, 5562901027, 5618111261, 1098412650, 8258000626, 1098414867]",,,residential,4,,,1,gabled,,,,,,,,,,,,,,,,,
way,581377917,"POLYGON ((7.0057898 49.2491186, 7.0056259 49.2491152, 7.0056201 49.2492353, 7.0056172 49.2492954, 7.0056589 49.249296, 7.0057662 49.249297, 7.0057664 49.249287, 7.005819 49.2492875, 7.0058192 49.2492775, 7.0058193 49.2491578, 7.0057889 49.249138, 7.0057898 49.2491186))",,Saarbrücken,125,66123,Dudweiler Landstraße,,"[5562901029, 5562901030, 5585388121, 1098410631, 5562901025, 5569300207, 5569300206, 5569300205, 5562901028, 5569300215, 5569300214, 5562901029]",,,residential,4,,,1,gabled,,,,,,,,,,,,,,,,,
way,581377918,"POLYGON ((7.0056259 49.2491152, 7.0056289 49.2490537, 7.0056295 49.2490416, 7.0057934 49.249045, 7.0057898 49.2491186, 7.0056259 49.2491152))",,Saarbrücken,123,66123,Dudweiler Landstraße,,"[5562901030, 5585388122, 5585388128, 5585388127, 5562901029, 5562901030]",,,residential,4,,,1,gabled,,,,,,,,,,,,,,,,,
way,584292151,"POLYGON ((7.0056331 49.248968, 7.0056361 49.2489084, 7.0056367 49.2488944, 7.0058006 49.2488978, 7.005797 49.2489714, 7.0056331 49.248968))",,Saarbrücken,119,66123,Dudweiler Landstraße,,"[5585388126, 5585388124, 5562901032, 5562901031, 5585388125, 5585388126]",,,residential,4,,,1,gabled,,,,,,,,,,,,,,,,,
way,584292152,"POLYGON ((7.0056295 49.2490416, 7.0056301 49.2490291, 7.005632 49.2489982, 7.0056331 49.248968, 7.005797 49.2489714, 7.0057934 49.249045, 7.0056295 49.2490416))",,Saarbrücken,121,66123,Dudweiler Landstraße,,"[5585388128, 5585388123, 8939969650, 5585388126, 5585388125, 5585388127, 5585388128]",,,residential,4,,,1,gabled,,,,,,,,,,,,,,,,,
way,625839838,"POLYGON ((7.0192719 49.2422306, 7.0191063 49.2422045, 7.01909 49.2422023, 7.019049 49.2423141, 7.0192313 49.2423431, 7.0192478 49.2422966, 7.0192719 49.2422306))",,Saarbrücken,126b,66123,Scheidter Straße,,"[5908847523, 1094576430, 5908847524, 5908847525, 5908847526, 9760016318, 5908847523]",,,residential,3,,,,,,,,,,,,,,,,,,,,,
way,641656509,"POLYGON ((7.0378767 49.2827312, 7.037949 49.2827512, 7.0380119 49.2826545, 7.0379939 49.2826495, 7.0379758 49.2826445, 7.0379853 49.2826299, 7.0379491 49.2826198, 7.0378767 49.2827312))",,Saarbrücken,3,66125,Rehbachstraße,,"[1315255072, 6042316391, 6042316392, 10096370839, 10096370843, 10096370841, 10096370842, 1315255072]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,689743410,"POLYGON ((7.0058718 49.2484217, 7.0058723 49.2483009, 7.0056951 49.2483006, 7.0056915 49.2484214, 7.0058718 49.2484217))",,Saarbrücken,109,66123,Dudweiler Landstraße,,"[6470855684, 1098413151, 1098412756, 6470857485, 6470855684]",,,residential,4,,,0,,,,,,,,,,,,,,,,,,
way,751877487,"POLYGON ((6.9692351 49.2507679, 6.9694059 49.2508195, 6.9694282 49.250788, 6.9694741 49.2508018, 6.9694889 49.2507811, 6.9695346 49.2507949, 6.9695932 49.2507121, 6.9693661 49.2506435, 6.96933 49.2506944, 6.9692947 49.2506837, 6.9692351 49.2507679))",,,,,,,"[7028692347, 7028692348, 7028692349, 7028692350, 9077550286, 7028692351, 7028692352, 7028692353, 9077570126, 7028692354, 7028692347]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,1052353263,"POLYGON ((7.0375666 49.2025075, 7.0374948 49.2024868, 7.0374197 49.2025981, 7.0374915 49.2026188, 7.0375666 49.2025075))",,,,,,,"[9671307812, 9671307809, 9671307810, 9671307811, 9671307812]",,,residential,,,,,,,,,,,,,,,,,,,,,,
way,1062387652,"POLYGON ((7.01959 49.2425194, 7.0196014 49.2424673, 7.0194333 49.2424515, 7.0194216 49.2425038, 7.01959 49.2425194))",,,,,,,"[9760008801, 9760008800, 9760008799, 1094579804, 9760008801]",,,residential,1,,,,,,,,,,,,,,,,,,,,,
way,1062387662,"POLYGON ((7.018974 49.2430689, 7.0189519 49.2432854, 7.0190629 49.2432902, 7.019085 49.2430738, 7.018974 49.2430689))",,Saarbrücken,28d,66123,Rotenbühlerweg,,"[9760016357, 9760016356, 9760016355, 9760016354, 9760016357]",DE,,residential,1,,,,,,,,,,,,,,,,,,,,,
