element_type,osmid,foot,opening_hours,wheelchair,geometry,source,access,name,opening_hours:covid19,description,note,check_date:opening_hours,fee,old_name,start_date,nodes,leisure,layer,addr:city,addr:postcode,wikidata,alt_name,dog,heritage,name:de,name:en,name:fr,name:ru,official_name,operator,operator:type,toilets:wheelchair,tourism,website,wikipedia,old_name:1882-1916,wikimedia_commons,disused:amenity,disused:landuse,name:etymology:wikidata,planned:landuse,planned:name,landuse,amenity,natural,club,source:name,loc_name,area,fuel:charcoal,fuel:electric,fuel:gas,fuel:wood,place,name:sk,notes,addr:housenumber,addr:street,ways,type
way,22998258,,,,"POLYGON ((8.3446497 48.9875906, 8.3435731 48.9882132, 8.3435241 48.9881769, 8.3434375 48.9881124, 8.3431975 48.9882511, 8.3429827 48.9883754, 8.3429608 48.988388, 8.3429334 48.9884038, 8.342039 48.9889195, 8.3420251 48.9889277, 8.3420137 48.9889345, 8.341931 48.9889829, 8.3407951 48.9881214, 8.3416914 48.9876201, 8.3418536 48.9875247, 8.3419704 48.9876183, 8.3419883 48.9876324, 8.343507 48.9867713, 8.3446497 48.9875906))",,,,,,"war als ""Friedhof Heidenstücker"" geplant, derzeit ungenutzt",,,,,"[1709741482, 7925655719, 7925655691, 7925655718, 7925655690, 7925655720, 29013653, 7925655699, 7925655700, 9329823991, 7925655703, 1709761921, 9329823986, 9329823989, 9329823990, 7925655704, 1709741503, 247935612, 1709741482]",park,,,,,,,,,,,,,,,,,,,,,,,,cemetery,Friedhof Heidenstücker,,,,,,,,,,,,,,,,,,
way,23070275,,,,"POLYGON ((8.3746849 49.0232616, 8.3742839 49.0233696, 8.3740143 49.0234496, 8.3738141 49.0235164, 8.3738238 49.023434, 8.3738215 49.0233923, 8.3738204 49.0233783, 8.3738186 49.0233559, 8.3738092 49.023238, 8.373785 49.0229338, 8.3737826 49.0229092, 8.3741882 49.0227142, 8.3742315 49.022693, 8.3743587 49.022629, 8.3744075 49.0227224, 8.3744551 49.022815, 8.3746849 49.0232616))",,,Heinrich-Köhler-Platz,,,,,,,,"[15357745, 248931117, 248931076, 248931089, 248931091, 248931090, 10832527696, 10832527692, 10832527701, 8021653979, 248931088, 248931093, 248931092, 248931087, 248931085, 8021691497, 15357745]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23121256,,,,"POLYGON ((8.3932323 48.9972174, 8.393438 48.997213, 8.3934363 48.9971851, 8.3932689 48.9971894, 8.3932323 48.9971903, 8.3932323 48.9972174))",,,,,,,,,,,"[249621251, 249621253, 249621254, 8944973746, 249621255, 249621251]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23637820,,,,"POLYGON ((8.4045194 49.0125462, 8.4049112 49.0125313, 8.4054322 49.0128217, 8.4053211 49.0129069, 8.4047661 49.0133275, 8.4045537 49.0133372, 8.4045418 49.0132485, 8.4045901 49.0132383, 8.4046424 49.0132235, 8.4046863 49.0132086, 8.4047299 49.0131861, 8.4047699 49.013158, 8.4048052 49.0131256, 8.4048294 49.0130993, 8.4048564 49.0130633, 8.4048646 49.0130381, 8.4048702 49.0130088, 8.404865 49.0129847, 8.4048518 49.0129486, 8.4048218 49.0129129, 8.4047964 49.0128878, 8.4047613 49.0128653, 8.404721 49.0128438, 8.4046734 49.0128266, 8.4046191 49.0128109, 8.404533 49.0127983, 8.404412 49.01279, 8.4043999 49.0126742, 8.4044379 49.0126725, 8.4045321 49.0126683, 8.4045194 49.0125462))",,,,,,,,,,,"[5161619970, 256076403, 256076404, 3686942869, 256076405, 256076407, 26574806, 3686944456, 26574807, 3686944455, 26574808, 26574809, 26574810, 3686944434, 26574812, 3686942906, 3686942892, 26574813, 3686942870, 26574814, 3686942867, 26574815, 3686942866, 26574816, 3157746962, 3157746961, 26574817, 3458216682, 154915614, 256076408, 5161619970]",park,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,
way,23637821,,,,"POLYGON ((8.4040072 49.0125675, 8.4036129 49.0125922, 8.4031738 49.0129294, 8.4033013 49.0130016, 8.4039031 49.0133425, 8.4039356 49.0133609, 8.4039427 49.0133649, 8.4041489 49.0133555, 8.4041416 49.0132698, 8.4040532 49.0132537, 8.4039662 49.0132317, 8.4038681 49.0131825, 8.4038069 49.0131381, 8.4037722 49.0130766, 8.403769 49.0130092, 8.4038062 49.0129453, 8.403869 49.0128915, 8.4039345 49.0128577, 8.4039819 49.0128412, 8.4040402 49.0128234, 8.4041082 49.0128093, 8.4041786 49.0127989, 8.4041679 49.0126962, 8.4041169 49.0126985, 8.4041157 49.0126869, 8.4040201 49.0126912, 8.4040072 49.0125675))",,,,,,,,,,,"[3686942859, 256076410, 256076411, 3686942883, 3829724661, 3829724663, 256076412, 256076413, 26574791, 1860667973, 26574793, 26574794, 26574795, 1860667955, 26574796, 26574797, 26574799, 26574800, 3686942865, 26574801, 26574802, 26574825, 26574824, 7704852871, 26574822, 256076414, 3686942859]",park,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,
way,24187149,,,,"POLYGON ((8.4459519 49.0120459, 8.4459644 49.0119928, 8.4459664 49.0119843, 8.4459691 49.0119207, 8.445975 49.0118671, 8.4459846 49.0117683, 8.4459813 49.0117313, 8.4459314 49.0115292, 8.4454725 49.0117959, 8.4448151 49.0116001, 8.4444156 49.011498, 8.4441876 49.011443, 8.4438655 49.0113857, 8.4435174 49.0111114, 8.4439908 49.0108645, 8.4437962 49.010776, 8.4429655 49.0111991, 8.4429281 49.0111778, 8.4429006 49.0111532, 8.4418793 49.011202, 8.4416496 49.0112106, 8.4410915 49.0112284, 8.4409019 49.0112515, 8.4401552 49.0114103, 8.4401541 49.0114897, 8.4401676 49.0114894, 8.4402099 49.0114884, 8.4402522 49.0114874, 8.4403089 49.0114861, 8.4403668 49.0114848, 8.4403692 49.0115289, 8.4404135 49.0115278, 8.4404917 49.0115257, 8.4404922 49.0116807, 8.4407989 49.0116398, 8.4411044 49.0116118, 8.4411 49.0113394, 8.4416095 49.0113215, 8.4418723 49.011314, 8.4418922 49.0112846, 8.4420466 49.0113085, 8.4423641 49.0113091, 8.4427856 49.0113624, 8.443585 49.0114748, 8.4443672 49.011601, 8.445318 49.0118518, 8.4458347 49.0120524, 8.4459429 49.0121085, 8.4459519 49.0120459))",survey,,,,,,,,,,"[261966311, 7058466524, 261966312, 4338227181, 261966313, 261966314, 261966315, 261966310, 1478909763, 4338227180, 1478909679, 1478909672, 1478909664, 1479147580, 4338227176, 3368389047, 3368389052, 6205814389, 3368389055, 3368389053, 3368389054, 6205814388, 3368389057, 3368389058, 4338227179, 9188448249, 9188448247, 9188448245, 9188448243, 1481256592, 1481256650, 6498653946, 1481256640, 1481256863, 688680818, 1478909684, 1478909656, 1478909652, 1478909647, 1478909639, 1478909645, 1478909646, 1478909660, 1478909676, 1478909683, 1478909799, 1478909821, 4338227182, 261966311]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25622179,,,,"POLYGON ((8.4153216 49.0048639, 8.4152653 49.0047298, 8.4152319 49.0046274, 8.4151752 49.0045065, 8.4151664 49.0044888, 8.4151576 49.0044711, 8.4150304 49.0042502, 8.4149909 49.0041919, 8.4149723 49.0041652, 8.4149426 49.004148, 8.414902 49.0041372, 8.4148449 49.004135, 8.4147922 49.00414, 8.414745 49.0041487, 8.4141224 49.0043351, 8.4141378 49.0043563, 8.4140488 49.0043842, 8.413996 49.0044007, 8.4139922 49.0043952, 8.4139713 49.0043654, 8.4135991 49.0044758, 8.4135459 49.0044916, 8.4133481 49.004554, 8.4131534 49.0046243, 8.4131795 49.0046821, 8.4132361 49.0047596, 8.4131235 49.0047919, 8.4131729 49.0049399, 8.413229 49.0050325, 8.4132596 49.00509, 8.4132642 49.005099, 8.4132947 49.0050972, 8.4133249 49.0050949, 8.4140127 49.0049459, 8.4140463 49.0049383, 8.4147986 49.0047686, 8.4148035 49.004778, 8.4148119 49.0047762, 8.4148268 49.0048058, 8.4148839 49.004913, 8.4153216 49.0048639))",,,,,,,,,,,"[279251306, 1831093434, 1831093433, 1831093418, 3708647550, 1831093416, 1831093413, 1831093411, 1831093410, 1831093408, 1831093406, 1831093405, 1831093407, 1831093409, 1831093415, 2574516776, 3666250469, 2574516784, 3666250476, 2574516778, 3666250493, 2574516797, 3666250620, 1744008456, 2154860877, 1139556221, 332030804, 277636149, 1744008461, 3666251177, 3666251181, 1743343961, 3666251180, 3666251139, 3666251134, 1743343950, 3666251047, 3666251045, 3666251068, 1743343953, 279251306]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26005825,,,,"POLYGON ((8.4524678 49.029047, 8.4528041 49.0288874, 8.4532524 49.0286745, 8.4532842 49.0286594, 8.4533458 49.0286302, 8.4533301 49.0285814, 8.4533089 49.0285061, 8.4532463 49.0282834, 8.4528981 49.0283266, 8.4524561 49.0283814, 8.4524809 49.0284684, 8.4520893 49.0285165, 8.4521074 49.0285714, 8.4522258 49.0287834, 8.4522813 49.0288612, 8.4523742 49.0289607, 8.4524678 49.029047))",,,,,,,,,,,"[283742885, 1327945045, 1327945139, 1327945159, 283744743, 1327945120, 3922503791, 283742888, 3922503790, 6037608326, 283744746, 6037608327, 1327945172, 283742892, 1327945140, 6037608323, 283742885]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27079913,,,,"POLYGON ((8.3325003 49.0047562, 8.3326344 49.0048785, 8.3327438 49.0051544, 8.3327224 49.005192, 8.3326784 49.0052107, 8.3326248 49.0052113, 8.3325549 49.0051884, 8.3322265 49.0050234, 8.3325003 49.0047562))",,,,,,,,,,,"[297089472, 297089473, 1137711704, 297089475, 1137711033, 1137711221, 297089476, 297089477, 297089472]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27080195,,,,"POLYGON ((8.3320921 49.0051452, 8.3322886 49.0052527, 8.3319197 49.0053136, 8.3320921 49.0051452))",,,,,,,,,,,"[297093059, 297093061, 297093062, 297093059]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27081251,,,,"POLYGON ((8.3429227 49.0005561, 8.3432055 49.0004258, 8.3431375 49.0003554, 8.3433082 49.0003463, 8.3433819 49.0003558, 8.3436109 49.0004492, 8.3436807 49.0004891, 8.3438307 49.0006179, 8.3442206 49.0009795, 8.3442742 49.0010566, 8.344306 49.0011345, 8.3443178 49.0012067, 8.3442884 49.0012482, 8.3442038 49.0012922, 8.3440334 49.0010844, 8.3440834 49.0010591, 8.3439109 49.0009051, 8.3434494 49.0010534, 8.3429227 49.0005561))",,,,,,,,,,,"[297107955, 1374308520, 1374308516, 297107956, 1374308517, 1374308522, 1374308524, 1374308529, 297107957, 297107958, 1130680859, 297107959, 5712142039, 297107960, 1130680619, 1130680709, 297107961, 297107962, 297107955]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27366063,,,,"POLYGON ((8.5077162 48.9489699, 8.5072173 48.949406, 8.5070572 48.9495636, 8.5072306 48.9496455, 8.5074651 48.9494674, 8.5078026 48.9497205, 8.5081588 48.9496322, 8.5080803 48.9495083, 8.5078005 48.9493107, 8.5080968 48.9491156, 8.5077162 48.9489699))",,,,,,,,,,,"[300425156, 300425158, 1293778944, 1293778918, 300425159, 300425160, 300425161, 1293778921, 300425162, 1293778907, 300425156]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32646764,,,,"POLYGON ((8.3864859 49.0205799, 8.3865762 49.0205716, 8.3866949 49.0205645, 8.3866279 49.0204643, 8.3865716 49.0204353, 8.3865072 49.0204282, 8.3864911 49.0203983, 8.3864871 49.0202901, 8.3864455 49.0202418, 8.3863758 49.0202083, 8.3863127 49.020196, 8.386302 49.0201705, 8.3864173 49.0201415, 8.3863805 49.0200749, 8.3864402 49.0200587, 8.3865393 49.0200305, 8.3864959 49.0199766, 8.3864627 49.0199355, 8.3851933 49.0203531, 8.3851607 49.0203842, 8.38515 49.0204177, 8.3851847 49.0206876, 8.3852204 49.0206859, 8.386317 49.0205932, 8.3864859 49.0205799))",,,,,,,,,,,"[367025680, 367025720, 6283510225, 6283510226, 6283510227, 6283510228, 6283510229, 6283510230, 6283510231, 6283510232, 6283510233, 6283510234, 6283510235, 367025854, 3484720857, 367025730, 367024291, 367025729, 367025724, 6283510210, 6283510209, 367025722, 8357080075, 8357080076, 367025680]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33220504,,,,"POLYGON ((8.4332346 49.0184069, 8.4333334 49.0183318, 8.4332164 49.0181905, 8.4328867 49.0177853, 8.4327247 49.0176179, 8.43266 49.0175348, 8.4325999 49.0175561, 8.432568 49.0175512, 8.4325581 49.0175367, 8.4325461 49.0175359, 8.4325341 49.0175351, 8.4325199 49.0175479, 8.4324961 49.017548, 8.4324696 49.0175558, 8.4325461 49.017681, 8.4326674 49.01788, 8.432845 49.0180822, 8.4329902 49.0182242, 8.4331644 49.0183606, 8.4332346 49.0184069))",,,Lebensgarten,,,,,,,2011,"[376849847, 376849858, 376849871, 376849921, 1370177778, 1370177763, 1370177777, 1370177775, 7705709598, 7705709594, 7705709599, 1370177767, 1370177766, 1370177776, 1370177779, 1370177781, 1370177783, 376849960, 376849974, 376849847]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34185729,,,,"POLYGON ((8.3951404 48.993588, 8.3952309 48.9936863, 8.395321 48.9937127, 8.3954286 48.9937505, 8.3955116 48.9937556, 8.3955545 48.9937714, 8.3955833 48.9937921, 8.3956024 48.9938044, 8.3956339 48.9938134, 8.3956715 48.9938088, 8.3956994 48.9937908, 8.3957209 48.9937681, 8.3957353 48.9937377, 8.3956647 48.993437, 8.3957365 48.9934016, 8.3957878 48.9933587, 8.3958119 48.9933111, 8.3958028 48.9932328, 8.3957681 48.9931457, 8.3957088 48.9930172, 8.3956568 48.9929037, 8.3955943 48.9928184, 8.3955394 48.992775, 8.395477 48.9927398, 8.3954165 48.9927191, 8.3953319 48.992708, 8.3948341 48.9927249, 8.3943165 48.9927499, 8.3944854 48.9928643, 8.3946533 48.9930046, 8.3947901 48.9931439, 8.3949107 48.993288, 8.3951404 48.993588))",,,,,,,,,,,"[392131934, 3800126922, 1056567853, 3800126923, 3800159650, 3800159957, 3800159959, 3800159960, 392131935, 3800159963, 3800159958, 3800159654, 392131936, 392131938, 1832112091, 3800159645, 392131939, 3800159644, 392131940, 392131941, 392131942, 392131943, 3800159643, 392131944, 3800159642, 3800159641, 1625414532, 392131946, 3800126913, 392131948, 3800126917, 3800126920, 392131934]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34919879,,,,"POLYGON ((8.445398 49.0328371, 8.4453978 49.0327574, 8.4454262 49.0327573, 8.4454257 49.0325529, 8.4462514 49.0325547, 8.4462557 49.0325185, 8.4463235 49.0325157, 8.4463252 49.0324683, 8.4489639 49.0324594, 8.4489651 49.0324295, 8.4489906 49.0324146, 8.4490281 49.032411, 8.4490459 49.0323274, 8.4496438 49.03233, 8.4496466 49.0323982, 8.449645 49.0324218, 8.4496263 49.0324324, 8.449625 49.0324806, 8.4496568 49.0325023, 8.449755 49.0325036, 8.4497496 49.0325568, 8.4496611 49.032557, 8.449633 49.032577, 8.4496326 49.0326177, 8.4496658 49.0326339, 8.4496611 49.032714, 8.4496592 49.0327874, 8.4496339 49.0328474, 8.4495216 49.0328555, 8.4495058 49.0328881, 8.4492644 49.0328864, 8.4492098 49.0329282, 8.4490596 49.0329298, 8.4463272 49.0329321, 8.4463241 49.0328808, 8.4462762 49.0328685, 8.4462588 49.032852, 8.4462542 49.0328317, 8.4461818 49.0328329, 8.445398 49.0328371))",,,Spiel- und Sportanlage Wehlauer Straße West,,,,,,,,"[409726171, 1433129567, 1433129615, 432474827, 1272066486, 7827714230, 7827714229, 1272066478, 1272083191, 7827714223, 7827714222, 7827714224, 1272083137, 1711451054, 409720412, 7470392215, 7470392214, 1272082927, 7470392213, 7470392212, 7470392211, 7470392210, 7470392207, 7470392208, 7470392209, 1272083086, 1272083039, 1272083055, 1272083016, 409720420, 1701686131, 1701686127, 7827714225, 1272066489, 7827714228, 7827714226, 7827714227, 1272066485, 1272066492, 409726171]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38008098,,,,"POLYGON ((8.3933917 48.9926028, 8.3934446 48.9926377, 8.3937547 48.9926282, 8.3938136 48.9926202, 8.3938477 48.9926076, 8.3938616 48.9925817, 8.3938581 48.9925594, 8.3933829 48.992245, 8.393365 48.9922586, 8.3933727 48.9923387, 8.3934038 48.9923377, 8.3934206 48.9925531, 8.3933897 48.9925542, 8.3933917 48.9926028))",,,,,,,,,,,"[446437481, 3800126907, 1083364140, 3800126905, 3800126902, 3800126897, 446437483, 446437485, 3800126890, 2138979805, 2138979809, 3800126892, 3800126893, 446437481]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39751012,,,,"POLYGON ((8.3970616 48.9881372, 8.3977955 48.9881973, 8.3983831 48.9882416, 8.3985455 48.9882215, 8.3987472 48.9881768, 8.3988889 48.9881856, 8.3991356 48.9880907, 8.3991617 48.9879838, 8.3998655 48.9880527, 8.399883 48.9879811, 8.3999697 48.987953, 8.4000349 48.9879039, 8.4000666 48.9879051, 8.4000073 48.9881334, 8.3998443 48.9881181, 8.3998212 48.9882894, 8.3999689 48.9883255, 8.4002244 48.9884012, 8.4007996 48.9889575, 8.4009544 48.9890393, 8.4012114 48.9890718, 8.4014254 48.989048, 8.4015638 48.9891137, 8.4011729 48.9893013, 8.4008448 48.9892581, 8.4005265 48.9892061, 8.4005277 48.9892027, 8.4005197 48.9892017, 8.4003961 48.9891871, 8.4004217 48.9891142, 8.4004169 48.9890419, 8.4003977 48.9889785, 8.400357 48.988907, 8.4002945 48.9888488, 8.4001875 48.9887753, 8.4000391 48.9886929, 8.3998445 48.98861, 8.3996803 48.9885496, 8.3995392 48.9885078, 8.3993964 48.9884763, 8.3992662 48.9884522, 8.3989273 48.9884363, 8.3987525 48.9884436, 8.3986146 48.9884621, 8.3983401 48.9885113, 8.3981251 48.9885322, 8.3978627 48.9885343, 8.3975617 48.9885094, 8.3972423 48.988452, 8.3970502 48.9883908, 8.3968966 48.9883223, 8.396828 48.9882898, 8.3967285 48.9882206, 8.396672 48.9881508, 8.3970616 48.9881372))",,,,,,,,,,,"[23623845, 1213562736, 1213562732, 476555092, 1391464142, 1391464146, 476555094, 476555095, 3737771880, 476555097, 3737771869, 476555099, 476555102, 476555104, 476555107, 476555108, 3737771883, 476379885, 476379905, 476379918, 1753982614, 1753982613, 1463858022, 476555124, 1835258109, 1490440139, 1490440137, 1490440133, 476555126, 25096050, 1391464210, 25096067, 476555130, 476555163, 1391464198, 1391464197, 25096051, 1391464196, 1391464193, 25096053, 1391464190, 1391464188, 25096055, 476555170, 25096057, 25096059, 476555173, 25096061, 476555143, 25096062, 1391464175, 25096064, 1391464152, 476555146, 23623845]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39751015,,,,"POLYGON ((8.4035121 48.9850056, 8.40348 48.9849839, 8.4034297 48.9849969, 8.4034016 48.98502, 8.4033446 48.9850926, 8.4032835 48.9851179, 8.4032139 48.9851347, 8.4031183 48.9851476, 8.4029483 48.9851227, 8.4028656 48.9855738, 8.4027221 48.9857571, 8.4024935 48.9865504, 8.4024841 48.9865756, 8.4023994 48.9865783, 8.4022596 48.9865692, 8.4020838 48.9865487, 8.4020567 48.9865573, 8.4020031 48.9867388, 8.4021139 48.9868145, 8.4021886 48.9868358, 8.4033181 48.9868093, 8.4034584 48.9868077, 8.4034617 48.9866921, 8.4034723 48.9864824, 8.4035235 48.9854847, 8.403485 48.9854846, 8.4035121 48.9850056))",,,,,,,,,,,"[1420954743, 476555209, 3199030782, 1420954676, 476555213, 476555216, 476555219, 476555221, 933111932, 476555225, 476555228, 1330889156, 9942829042, 476555232, 476555234, 476555238, 9942829031, 476555241, 1422269368, 476555244, 1463857955, 476555247, 1463857953, 1463857951, 1835266376, 1835266375, 1420954743]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39751016,,,,"POLYGON ((8.3963558 48.9840116, 8.3963521 48.9840494, 8.396368 48.9840819, 8.3963817 48.9840953, 8.3964025 48.9841156, 8.3964591 48.9841307, 8.3978942 48.9842847, 8.39836 48.9821533, 8.3983772 48.9821052, 8.3984702 48.9820497, 8.3987206 48.9820585, 8.3988984 48.9820309, 8.4004356 48.9815626, 8.4016887 48.9811591, 8.4020864 48.9810354, 8.402494 48.9808617, 8.4026576 48.980288, 8.4024581 48.9800642, 8.4024339 48.9800683, 8.4021694 48.9803233, 8.4019406 48.9804768, 8.4018024 48.980522, 8.4011909 48.9807233, 8.4009863 48.9807265, 8.4000829 48.9809902, 8.3992855 48.9812753, 8.3984358 48.9817823, 8.3981096 48.9820189, 8.3968908 48.9820133, 8.3967781 48.9821837, 8.3963558 48.9840116))",,,,,,,,,,,"[476555259, 1205654187, 1205654138, 2715891389, 1205654172, 1205654152, 476555263, 476555268, 1338500599, 476555273, 476555275, 476555277, 476555282, 476555287, 476555292, 476555306, 476555309, 476555313, 476555316, 476555322, 9942708653, 476555327, 476555333, 476555336, 476555340, 476555345, 476555359, 476555365, 476555369, 476555372, 476555259]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
