element_type,osmid,foot,opening_hours,wheelchair,geometry,source,access,name,opening_hours:covid19,description,note,check_date:opening_hours,fee,old_name,start_date,nodes,leisure,layer,addr:city,addr:postcode,wikidata,alt_name,dog,heritage,name:de,name:en,name:fr,name:ru,official_name,operator,operator:type,toilets:wheelchair,tourism,website,wikipedia,old_name:1882-1916,wikimedia_commons,disused:amenity,disused:landuse,name:etymology:wikidata,planned:landuse,planned:name,landuse,amenity,natural,club,source:name,loc_name,area,fuel:charcoal,fuel:electric,fuel:gas,fuel:wood,place,name:sk,notes,addr:housenumber,addr:street,ways,type
way,472128911,,,,"POLYGON ((8.4395747 49.012153, 8.439282 49.012048, 8.4392192 49.0121324, 8.4390862 49.012311, 8.4390289 49.0123935, 8.438804 49.0128922, 8.4385595 49.0134104, 8.4383503 49.0138459, 8.4382172 49.0140606, 8.4382001 49.0142046, 8.4382399 49.0141494, 8.4382882 49.0141063, 8.4383486 49.0140694, 8.4384304 49.0140386, 8.4384982 49.0140223, 8.4385148 49.013989, 8.4388589 49.0132972, 8.4389117 49.0130861, 8.4389812 49.0129191, 8.4391834 49.0125619, 8.4393112 49.0123832, 8.4393843 49.0122851, 8.4394587 49.0122031, 8.4394805 49.0121822, 8.4395061 49.0121676, 8.4395277 49.0121595, 8.4395505 49.0121542, 8.4395747 49.012153))",,,,,,,,,,,"[10839193213, 4663553542, 7214939611, 4663553541, 1186232844, 1186232794, 1186232815, 4998372689, 1186232820, 1186232762, 4663553540, 4663553539, 4663553538, 4663553537, 10839193248, 10839193246, 10839193244, 10839193242, 10839193240, 10839193237, 10839193234, 10839193231, 10839193228, 10839193225, 10839193222, 10839193219, 10839193216, 10839193213]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,477007239,,,,"POLYGON ((8.4242769 49.0085075, 8.4243053 49.0085077, 8.4244703 49.0085084, 8.4244864 49.008515, 8.4244972 49.0085338, 8.4245955 49.0085128, 8.4245212 49.0083187, 8.4243281 49.0083017, 8.424324 49.0083118, 8.4243242 49.0083434, 8.4243463 49.0083445, 8.4243726 49.0084207, 8.4242993 49.0084202, 8.4242769 49.0085075))",,,,,,,,,,,"[1272340814, 4704230504, 4704230510, 4704230511, 4627582897, 4627582898, 4627582899, 4704230508, 1272340899, 4704230526, 4704230527, 1272340988, 1272340850, 1272340814]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,477137414,,,,"POLYGON ((8.3999983 49.0136811, 8.399592 49.013647, 8.3995875 49.0136705, 8.3993848 49.0136535, 8.3993826 49.0136647, 8.3991947 49.013649, 8.3992014 49.0136143, 8.3989867 49.0135963, 8.3989885 49.0135869, 8.3988752 49.0135772, 8.3988765 49.01357, 8.3988641 49.0135678, 8.3988531 49.0135629, 8.398845 49.013557, 8.3988393 49.013548, 8.398838 49.0135405, 8.3988393 49.0135321, 8.3986134 49.0135043, 8.398619 49.0134847, 8.3986322 49.0134384, 8.3986441 49.0133966, 8.398654 49.0133978, 8.3988643 49.012878, 8.3988554 49.0128771, 8.3988802 49.0128282, 8.3988915 49.0128059, 8.3989003 49.0127885, 8.3989278 49.0127343, 8.398934 49.0127357, 8.3990438 49.0125785, 8.3990592 49.0125565, 8.3992258 49.0126052, 8.3993162 49.0124724, 8.3991458 49.0124225, 8.3991545 49.0124109, 8.399425 49.0120436, 8.3996111 49.0121278, 8.3996032 49.0121342, 8.4000223 49.0123556, 8.4001739 49.0122321, 8.4002435 49.0122688, 8.4002768 49.0122879, 8.4002487 49.0123156, 8.4004103 49.0124051, 8.4003239 49.0124692, 8.4002677 49.012511, 8.4002525 49.0125224, 8.4001978 49.0125632, 8.4001481 49.0126003, 8.4004929 49.0128036, 8.4008515 49.013015, 8.4010091 49.0131079, 8.4012446 49.0132207, 8.4013398 49.013226, 8.4014216 49.0132506, 8.4015692 49.013277, 8.401663 49.0133245, 8.4017757 49.0132999, 8.4020001 49.0133358, 8.4023175 49.013515, 8.4023379 49.0135267, 8.4023584 49.0135383, 8.4026555 49.0137078, 8.4025672 49.0137722, 8.4025251 49.0138028, 8.4025032 49.0137999, 8.4024836 49.0138016, 8.4024624 49.0138086, 8.402448 49.0138186, 8.4024398 49.0138299, 8.4023393 49.0138512, 8.4020688 49.0138394, 8.4019501 49.0138298, 8.4018229 49.0138183, 8.4017904 49.0138153, 8.4016449 49.0138031, 8.4015989 49.0138422, 8.4015318 49.0138844, 8.4014468 49.0139245, 8.4013584 49.0139536, 8.4012644 49.0139737, 8.4011669 49.0139844, 8.4010931 49.0139852, 8.4010917 49.0139926, 8.4009494 49.0139807, 8.4009508 49.0139732, 8.400875 49.0139588, 8.4007852 49.0139316, 8.4007026 49.0138959, 8.400629 49.0138526, 8.4005631 49.0137993, 8.4005314 49.0137648, 8.4005063 49.0137327, 8.4004098 49.0137246, 8.4004103 49.0137217, 8.4003483 49.0137165, 8.4003028 49.0137127, 8.4003017 49.0137185, 8.4002254 49.0137121, 8.4001718 49.0137076, 8.4001181 49.0137032, 8.4000403 49.0136966, 8.4000414 49.0136908, 8.3999971 49.0136871, 8.3999983 49.0136811))",,,Botanischer Garten,,,,,,,,"[5215177887, 5215177880, 5215177882, 5215177883, 5215177884, 5215177885, 5215177886, 5215177888, 5215177900, 5215177891, 5215177892, 5215177893, 5215177894, 5215177895, 5215177896, 5215177897, 5215177898, 5215183628, 5215177873, 10588769729, 5215183629, 5215183635, 5215183634, 5215183625, 10588769723, 10588769731, 10588769720, 5215183624, 5215177871, 1057001450, 5215183640, 5215183642, 5215183643, 5215183641, 1844257613, 10588769744, 5209441234, 5209441235, 5209441239, 5209441238, 55474011, 1862164344, 563836052, 256089421, 282701591, 7704867190, 7704867191, 282701584, 53972938, 2751727945, 10169902043, 53972939, 2751727956, 2751727763, 2751727948, 2751727979, 2751727894, 2751727926, 2751727991, 53972946, 14959830, 2751727793, 154917624, 9458236574, 154916227, 9458236575, 154916060, 9129732628, 9129732627, 154916017, 1248159637, 1081944608, 1081944609, 9129732640, 154915840, 5217080836, 5217080863, 5217080830, 5217080862, 5217080861, 5217080860, 5217080859, 5217080611, 5217080839, 5217080838, 5217080612, 5217080856, 5217080855, 5217080854, 5217080853, 5217080832, 5217080852, 5217080833, 5217080864, 5217080865, 5217080919, 5217080914, 5217080915, 5217080868, 550777917, 5217080867, 5217080916, 5217080911, 5217080917, 5215177887]",park,,,,Q475580,,,yes,Botanischer Garten,,,,,Staatliche Schlösser und Gärten Baden-Württemberg,,,,https://www.botanischer-garten-karlsruhe.de/,de:Botanischer Garten Karlsruhe,,,,,,,,,,,,,,,,,,,,Botanická záhrada,,,,,
way,484396387,,,,"POLYGON ((8.4305879 49.0091979, 8.4304681 49.0091718, 8.4304152 49.0092763, 8.430417 49.0093692, 8.4304192 49.0094837, 8.4303898 49.0094839, 8.4304006 49.0095212, 8.4309886 49.0094759, 8.4309859 49.0094592, 8.4311201 49.0094495, 8.4311429 49.0095032, 8.4312804 49.0095098, 8.4312804 49.0094043, 8.4312066 49.0094043, 8.4312066 49.0093731, 8.4312067 49.0092487, 8.4312067 49.0091082, 8.4312065 49.0090892, 8.4310812 49.0090594, 8.4310567 49.0091038, 8.4309637 49.0090816, 8.4309882 49.0090373, 8.4309162 49.0090202, 8.4308144 49.0092043, 8.43069 49.0091737, 8.4306848 49.0091839, 8.4306039 49.0091663, 8.4305879 49.0091979))",,,Ragolds-Park,,,,,,,,"[4771469028, 4771469029, 4771469030, 1272292554, 1272292534, 4771469042, 4771469041, 4771469040, 4771469039, 4771469038, 4771469037, 1272292461, 1272292433, 1272292475, 1272292508, 3044729033, 3044721631, 4771469036, 4771469035, 4771469034, 4771469033, 4771469032, 4771469031, 1272292501, 1272292544, 1272292450, 1272292529, 4771469028]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,485831332,,,,"POLYGON ((8.3740456 48.9929568, 8.3741452 48.9930231, 8.3741197 48.9930857, 8.3741246 48.9931413, 8.3748435 48.9937142, 8.3748614 48.9937746, 8.3746344 48.993972, 8.3745632 48.9940372, 8.3742335 48.9935439, 8.3737821 48.9931951, 8.3733625 48.9934729, 8.3734966 48.9933531, 8.3737384 48.9931568, 8.3738309 48.9930914, 8.374043 48.9929348, 8.3740456 48.9929568))",,,,,,,,,,,"[1379296808, 694854014, 1379296838, 1379296869, 506583655, 506583666, 506583654, 1724571476, 506583664, 1516944024, 1516944036, 1514202318, 1514202308, 1514202306, 1514202304, 1379296808]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,485831337,,,,"POLYGON ((8.3739927 48.9929007, 8.3736944 48.9931224, 8.3734669 48.9933001, 8.3729833 48.9937052, 8.3725903 48.9933832, 8.3716808 48.9926685, 8.3716568 48.9926476, 8.3716387 48.9926199, 8.3716318 48.9925893, 8.3716369 48.9925451, 8.3716473 48.9925264, 8.3716654 48.9925145, 8.3715787 48.9924624, 8.3715256 48.9924807, 8.3714859 48.9924852, 8.3714341 48.9924796, 8.3713893 48.9924625, 8.3713267 48.9924188, 8.3713501 48.9924069, 8.3710964 48.9922036, 8.3710019 48.9921303, 8.3709223 48.9920697, 8.3707213 48.9918927, 8.3701608 48.9916723, 8.3703849 48.99158, 8.3705925 48.9915111, 8.3710932 48.9918096, 8.3717732 48.9922742, 8.3718443 48.9922292, 8.3719883 48.992337, 8.3718724 48.992422, 8.3726529 48.9929843, 8.3727363 48.9929348, 8.3728493 48.9930216, 8.3728952 48.9929961, 8.3729692 48.9930546, 8.3730181 48.9930571, 8.3732916 48.9929078, 8.3735553 48.9927638, 8.3736208 48.9927826, 8.3737017 48.9927981, 8.3737861 48.9927881, 8.3738735 48.992763, 8.3739927 48.9929007))",,,,,,,,,,,"[1514202302, 506583663, 1514202317, 1514202323, 497380314, 497380315, 1552428866, 1552428854, 1552428826, 1552428804, 1552428796, 1552428791, 1552428727, 1552428739, 1552428744, 1552428737, 1552428732, 1552464946, 1552428694, 1552428673, 1552464916, 1552428663, 497380316, 1552379945, 1552379929, 1552379917, 4785913818, 4785920923, 1552298472, 1552245032, 4785920925, 4785920930, 4785920929, 1552245292, 1552245289, 1724547033, 1552245294, 1552245281, 1724547019, 497380345, 1424332173, 497380346, 497380347, 1514202302]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,493735938,,,,"POLYGON ((8.3645037 49.0609163, 8.3643859 49.0611919, 8.3642462 49.0610042, 8.3645037 49.0609163))",,,,,,,,,,,"[4856139712, 4856139711, 4856139710, 4856139712]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,517058930,,,,"POLYGON ((8.4028324 49.0600084, 8.4025167 49.0599828, 8.3999515 49.0598402, 8.3999142 49.0598046, 8.3999236 49.0596939, 8.3999712 49.0596658, 8.4005893 49.0597013, 8.4005942 49.0596641, 8.4026393 49.0597888, 8.4030844 49.0591808, 8.403218 49.0589984, 8.4033034 49.0588144, 8.4033017 49.0587816, 8.4037511 49.0578233, 8.4038683 49.0577682, 8.4040065 49.0575316, 8.4039564 49.0568185, 8.4035076 49.0567939, 8.4034478 49.0567531, 8.4019939 49.0566597, 8.4019419 49.056678, 8.4018495 49.0566719, 8.4019571 49.0560058, 8.4004376 49.0559198, 8.4004604 49.0557512, 8.4017575 49.0558219, 8.401848 49.0557718, 8.4023289 49.0558021, 8.4023994 49.0558562, 8.4038792 49.0559347, 8.4037843 49.0550548, 8.4028266 49.054992, 8.4027554 49.0549491, 8.401822 49.054895, 8.4017224 49.0549398, 8.4005888 49.0548763, 8.4006284 49.0546233, 8.401865 49.0547005, 8.4020412 49.054637, 8.4026124 49.0546721, 8.4026432 49.0547109, 8.4037522 49.0547798, 8.4036532 49.0539113, 8.4038651 49.0539015, 8.404305 49.0572394, 8.4042916 49.05738, 8.4042406 49.0575646, 8.4038841 49.0582006, 8.4035486 49.0587949, 8.4033533 49.0591172, 8.4030014 49.0596597, 8.4028324 49.0600084))",,,,,,,,,,,"[5046577785, 360323096, 360323097, 360323098, 4433075756, 7925795184, 7925805385, 7925805386, 7925805387, 4433075716, 360323102, 360323101, 4185459850, 4185459851, 422918312, 422918311, 422918308, 1708532172, 1708532168, 1708532167, 1708532165, 442449947, 442449945, 442449943, 422917477, 2035284232, 2035284223, 2035284227, 2035284240, 422917474, 422917471, 2035284116, 2035284115, 2035284113, 2035284114, 422917466, 392381988, 392381989, 392381990, 1708532141, 1708532145, 392381991, 392381993, 5046577784, 1445233291, 24966570, 5046577782, 373458713, 5046577783, 24966571, 272225175, 5046577785]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,526449879,,,,"POLYGON ((8.4209388 49.019801, 8.4205618 49.0197132, 8.4201406 49.0195308, 8.4200912 49.0195109, 8.4199369 49.0196165, 8.4197994 49.0197343, 8.4197257 49.0198328, 8.4196466 49.0199573, 8.4196197 49.0200474, 8.419611 49.0201732, 8.4196305 49.0202827, 8.4196814 49.0203869, 8.419788 49.0204827, 8.4199543 49.0205241, 8.4200804 49.020532, 8.420299 49.0204915, 8.4204894 49.0204203, 8.4206879 49.0202558, 8.4207795 49.020141, 8.4208256 49.0200884, 8.4209323 49.0201099, 8.4209859 49.020117, 8.4210409 49.0201249, 8.4211181 49.0201385, 8.4211462 49.0200169, 8.4211537 49.0199842, 8.4211619 49.019949, 8.421167 49.0199495, 8.4211788 49.0198936, 8.4211737 49.0198932, 8.4211891 49.0198238, 8.4210146 49.0198079, 8.4209778 49.0198045, 8.4209388 49.019801))",,,,,,,,,,,"[5119387802, 5119387814, 7704753671, 5119387813, 7704753660, 5119387812, 5119387811, 5119387810, 7704753659, 5119387809, 7704753658, 5119387808, 5119387807, 7704753657, 5119387806, 7704753656, 5119387805, 5119387804, 5119387803, 4286328913, 4286328915, 4286328916, 4286328914, 4286328917, 7704753650, 7687418872, 1687365925, 1687365931, 1687365926, 7704767211, 4286328910, 4286328909, 7704767205, 5119387802]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,541553435,,,,"POLYGON ((8.4563459 48.9890665, 8.455965 48.989177, 8.4558604 48.9890274, 8.4557893 48.9890212, 8.455737 48.9889456, 8.4560488 48.9888496, 8.4561085 48.988931, 8.4562634 48.9889517, 8.4563459 48.9890665))",,private,,,,,,,,,"[5236572727, 5236572726, 5236572721, 5236570320, 5236572725, 5236572724, 5236572723, 5236572722, 5236572727]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,558247459,,,,"POLYGON ((8.4361039 49.0138787, 8.4369394 49.0140955, 8.4369973 49.0140048, 8.4370181 49.0139722, 8.4370343 49.0139468, 8.4370476 49.0139259, 8.4370668 49.0138959, 8.4369858 49.0138798, 8.4369506 49.0138704, 8.4369154 49.013861, 8.4368802 49.0138515, 8.436845 49.0138421, 8.4368098 49.0138327, 8.4367746 49.0138233, 8.4367394 49.0138138, 8.4367042 49.0138044, 8.436669 49.013795, 8.4366338 49.0137856, 8.4365986 49.0137761, 8.4365634 49.0137667, 8.4365331 49.0137586, 8.4364357 49.0137354, 8.4363967 49.013725, 8.4363584 49.0137147, 8.4363201 49.0137044, 8.4362953 49.0136978, 8.4362818 49.0136942, 8.4362435 49.0136839, 8.4362052 49.0136737, 8.4361669 49.0136634, 8.4359461 49.0136058, 8.4357456 49.0135547, 8.4356943 49.013542, 8.4352008 49.0134127, 8.4350589 49.0133853, 8.4350256 49.013376, 8.4346877 49.0132388, 8.4344503 49.0131508, 8.4342277 49.0130576, 8.4341151 49.0130145, 8.4341231 49.012974, 8.4341177 49.0129477, 8.4340923 49.0129309, 8.4340319 49.0129098, 8.4339856 49.0128834, 8.4336765 49.0128254, 8.4335276 49.0127146, 8.4335987 49.0125422, 8.4335625 49.0125316, 8.4335853 49.0124533, 8.4333386 49.0124067, 8.433411 49.0122609, 8.4328419 49.0121566, 8.4327766 49.0121354, 8.4327351 49.0120651, 8.4326247 49.0119967, 8.432501 49.0119071, 8.4324467 49.0118473, 8.4323385 49.011726, 8.432181 49.0115367, 8.4318754 49.0115024, 8.4318607 49.0115728, 8.4320967 49.0115904, 8.432309 49.0118269, 8.4321915 49.0120428, 8.432457 49.0120938, 8.4325036 49.0121751, 8.4326452 49.0122343, 8.4327056 49.0122756, 8.4327082 49.0123222, 8.4328772 49.0124991, 8.433128 49.0127278, 8.4333225 49.0128808, 8.4334646 49.0129494, 8.4335196 49.0129705, 8.4336242 49.012989, 8.4335867 49.0130893, 8.4339371 49.0131527, 8.4341607 49.0132406, 8.4342156 49.0133189, 8.4342907 49.0133602, 8.4343953 49.0133637, 8.4345393 49.0134348, 8.4353525 49.0136548, 8.4353448 49.0136786, 8.4354521 49.0137041, 8.4361039 49.0138787))",,,Jakob-Malsch-Anlage,,,,,,,,"[5382890620, 5382890615, 10202161472, 10202161473, 7040704429, 7040704476, 5382890614, 1371281949, 7040704402, 7040704401, 7040704400, 7040704399, 7040704398, 7040704397, 7040704471, 7040704396, 7040704395, 7040704394, 7040704393, 1371281942, 7040704494, 7040704458, 1371281934, 7040704461, 7040704463, 7040704414, 7040704465, 7040704467, 7040704469, 1371281930, 1371281925, 10651481208, 7040704428, 1371281848, 1371281846, 5382890613, 5382890612, 5382890611, 5382890610, 5382890609, 5382890608, 5382890607, 5382890606, 5382890605, 7177463244, 5382890604, 5382890603, 5382890602, 5382890601, 5382890600, 5382890599, 5382890598, 5382890597, 3946724295, 3946724290, 3946724282, 5382890596, 5382890595, 1371199003, 1371198962, 5382890594, 5382890593, 5382890592, 5382890591, 5382890590, 3946724293, 3946724300, 5382890589, 5382890588, 5382890587, 5382890586, 5382890585, 5382890584, 5382890583, 5382890582, 5382890581, 5382890580, 5382890579, 1186268807, 1186268804, 1186268802, 1186268801, 1186268806, 5382890577, 5382890576, 5382892221, 5382890620]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,576463889,,,,"POLYGON ((8.3976108 49.0051313, 8.3975422 49.0051311, 8.3975421 49.0051429, 8.3974731 49.0051426, 8.3974731 49.0051318, 8.3974319 49.0051317, 8.3974331 49.0050936, 8.3974867 49.0050939, 8.3974877 49.0050139, 8.3974341 49.0050136, 8.3974221 49.0049378, 8.3977833 49.0049429, 8.3977824 49.0050161, 8.3978092 49.0050162, 8.3978085 49.0050414, 8.3978088 49.0051443, 8.3977128 49.0051444, 8.3977128 49.0051514, 8.3976999 49.0051515, 8.3977002 49.0052546, 8.3976098 49.0052551, 8.3976107 49.0051448, 8.3976108 49.0051313))",,,,,,,,,,,"[1269785085, 1269784941, 1269784782, 1269784646, 1269785015, 1269784890, 1269845436, 1269845146, 1269845530, 1269845399, 1269845104, 1269784969, 1269784569, 1269784755, 1269784776, 1269784617, 1269784990, 5528979044, 5528979045, 5528979043, 5528979042, 5528979041, 1269785085]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,576464042,,,,"POLYGON ((8.3981359 49.0050624, 8.3981349 49.0050998, 8.3982174 49.0050985, 8.3982174 49.0050612, 8.3981359 49.0050624))",,,,,,,,,,,"[5528976291, 5528976292, 5528976293, 5528976294, 5528976291]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,576464044,,,,"POLYGON ((8.3981349 49.0052117, 8.398225 49.0052111, 8.398225 49.005264, 8.398133 49.0052634, 8.3981349 49.0052117))",,,,,,,,,,,"[5528976295, 5528976296, 5528976297, 5528976298, 5528976295]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,580252570,,,,"POLYGON ((8.3457607 49.0345624, 8.3457789 49.0345501, 8.3467907 49.0351912, 8.3468424 49.0352223, 8.3477647 49.0358076, 8.3478217 49.0358414, 8.3487692 49.0364374, 8.3490035 49.0365827, 8.3487991 49.036736, 8.3485641 49.0369167, 8.3484554 49.0370015, 8.3472671 49.0363255, 8.3472219 49.0362994, 8.3461986 49.03572, 8.3461356 49.0356878, 8.3450697 49.0350836, 8.3450811 49.0350756, 8.345061 49.0350352, 8.3450637 49.0350123, 8.3450825 49.0349978, 8.3456598 49.0345599, 8.3456846 49.0345516, 8.3457098 49.034549, 8.3457366 49.0345529, 8.3457607 49.0345624))",,,,,,,,,,,"[5555231546, 1824812269, 1824812276, 1824812236, 1824812231, 5555231569, 1824812241, 1824812290, 2944499174, 1824812265, 1824812272, 1824812267, 1824812260, 1824812298, 1824812256, 1824812258, 5555231551, 5555231552, 5555231553, 5555231554, 5555231550, 5555231549, 5555231548, 5555231547, 5555231546]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607755134,,,,"POLYGON ((8.3629954 49.0338659, 8.3633599 49.0338413, 8.3633456 49.0335018, 8.3629915 49.0335212, 8.3629954 49.0338659))",,,,,,,,,,,"[5759061289, 5759061290, 5759061291, 5759061292, 5759061289]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landuse=farmyard abgebaut 2017,,,,
way,631272769,,,,"POLYGON ((8.3934171 49.0557061, 8.3933924 49.0557054, 8.393371 49.055712, 8.3933556 49.0557243, 8.393347 49.0557391, 8.3933314 49.0558762, 8.393607 49.0558896, 8.393727 49.0558955, 8.3937467 49.0557222, 8.3934171 49.0557061))",,,,,,,,,,,"[5961363856, 5961363852, 5961363853, 5961363854, 5961363855, 5961363859, 7925805546, 5961363858, 5961363857, 5961363856]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,632584887,,,,"POLYGON ((8.5004135 49.009155, 8.500561 49.0091188, 8.500721 49.0093286, 8.5005514 49.009372, 8.5004769 49.0092572, 8.5004135 49.009155))",,,,,,,,,,,"[5972711421, 5972711422, 5972711423, 5972711424, 5972711425, 5972711421]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,640958938,,,,"POLYGON ((8.4471063 49.0297942, 8.4473093 49.0297427, 8.447399 49.0297329, 8.4474226 49.0297487, 8.44747 49.029775, 8.4473164 49.0298635, 8.447176 49.0299325, 8.4470444 49.0299893, 8.4468953 49.0300382, 8.4467691 49.0300713, 8.4465945 49.0301045, 8.4461279 49.0301812, 8.4455572 49.0302735, 8.4450042 49.0303682, 8.4444255 49.0304585, 8.4438602 49.0305497, 8.4432943 49.0306407, 8.4429306 49.0307011, 8.4427808 49.0307228, 8.4425562 49.0307625, 8.4423675 49.0307988, 8.4422587 49.0308264, 8.4421666 49.030858, 8.4420964 49.0308902, 8.4420262 49.0309242, 8.4419393 49.0309777, 8.4418665 49.0310323, 8.4418165 49.0310792, 8.4417384 49.0311813, 8.4417338 49.0311769, 8.4417017 49.0311353, 8.4416118 49.0310083, 8.4415508 49.0309231, 8.4415248 49.0308895, 8.441515 49.0308725, 8.4415073 49.0308472, 8.4415044 49.03082, 8.4414967 49.0307943, 8.4414932 49.0307653, 8.4414824 49.0307358, 8.4414549 49.0306604, 8.4414849 49.0306604, 8.4418636 49.03066, 8.4419461 49.0306462, 8.4419864 49.0306395, 8.4424868 49.0305562, 8.4424876 49.0304744, 8.4429094 49.0304762, 8.44291 49.0304091, 8.4429174 49.0304091, 8.4429576 49.0304093, 8.4434588 49.0304114, 8.443429 49.0303276, 8.4438361 49.0303276, 8.4438361 49.0302774, 8.4438904 49.0302695, 8.4439241 49.0302646, 8.4444167 49.0301928, 8.444404 49.0301553, 8.4448486 49.0301552, 8.4448486 49.0300845, 8.4448586 49.0300845, 8.4448949 49.0300845, 8.4453871 49.0300844, 8.445387 49.0298599, 8.4458303 49.0298598, 8.4458668 49.0298598, 8.4463178 49.0298597, 8.4463177 49.0297944, 8.4468012 49.0297942, 8.4468344 49.0297942, 8.4471063 49.0297942))",,,,,,,,,,,"[1711493835, 7836069693, 6037360345, 1433111109, 1433110629, 1433110840, 1433110677, 1433110655, 1433111068, 1433110745, 1433110639, 1433111163, 1433110952, 1433110663, 1433111090, 1433111039, 1433110801, 1433111144, 1433111078, 1433110853, 1433110789, 1433110658, 1433110890, 1433110701, 1433110681, 1433111123, 1433110644, 1433111042, 1433110966, 1433110712, 1433110703, 1433110855, 1433111086, 1433110742, 1433110945, 1433111038, 1433110637, 1433110964, 1433111170, 6037360311, 6037360346, 6037360347, 1711493837, 6037360315, 6037360316, 6037360348, 6037360309, 6037360310, 6037360308, 6037360321, 6037360322, 6037360349, 6037360350, 6037360351, 6037360352, 6037360327, 6037360328, 6037360353, 6037360307, 6037360354, 6037360355, 6037360333, 6037360334, 6037360356, 6037360357, 6037360339, 6037360340, 6037360306, 6037360305, 6037360344, 7836069687, 1711493835]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,658864054,,,,"POLYGON ((8.4602706 49.0298369, 8.4601988 49.0297309, 8.4600694 49.0295045, 8.4597851 49.0290209, 8.4597033 49.028845, 8.4591964 49.0289409, 8.4593412 49.0291968, 8.4593171 49.0292796, 8.4593387 49.0292948, 8.4595879 49.0295309, 8.4597274 49.0296874, 8.4597798 49.0298246, 8.4598334 49.0299495, 8.459989 49.0300902, 8.4601433 49.0301818, 8.4602075 49.0302291, 8.4602611 49.0302713, 8.4603608 49.0303614, 8.4604541 49.0303293, 8.4603605 49.0302097, 8.4603256 49.0299671, 8.4602706 49.0298369))",,,,,,,,,,,"[5077478869, 1301675364, 1301673209, 5077478871, 5077478870, 6168930843, 6168930842, 2286405794, 3622018592, 2286405789, 2286405791, 6168930841, 6168930840, 6168930839, 2286406573, 2286406569, 2286406567, 6168930838, 431956814, 6168930844, 6168930845, 5077478869]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,670977182,,,,"POLYGON ((8.3925719 49.0430153, 8.3925976 49.0428858, 8.3922878 49.0428593, 8.3922796 49.0429007, 8.3922833 49.0429054, 8.3922858 49.0429105, 8.3922872 49.0429157, 8.3922874 49.042921, 8.3922863 49.0429263, 8.3922841 49.0429314, 8.3922807 49.0429362, 8.3922762 49.0429407, 8.3922708 49.0429446, 8.392262 49.0429888, 8.3925719 49.0430153))",,private,,,,,,,,,"[6283375270, 6283375267, 6283375268, 6283375271, 1456028918, 1456028920, 1456028922, 1456028937, 1456028940, 1456028942, 1456028944, 1456028958, 1456028960, 6283375269, 6283375270]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,714569864,,,,"POLYGON ((8.4609471 49.0283192, 8.4604872 49.0284238, 8.4605549 49.0285474, 8.4605737 49.0285637, 8.4605952 49.0285702, 8.460624 49.0285742, 8.4606669 49.0285711, 8.4609646 49.0284999, 8.4609653 49.0284326, 8.4609471 49.0283192))",,,,,,,,,,,"[6716835680, 6716938488, 6716938487, 6716938486, 6716938485, 6716835684, 6716835683, 6716835682, 6716835681, 6716835680]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,729983145,,,,"POLYGON ((8.3945101 49.0294208, 8.3933534 49.0292758, 8.3944702 49.0276538, 8.3949227 49.0277105, 8.3945101 49.0294208))",,,,,,,,,,,"[6838352393, 6838352394, 6838352395, 6838352396, 6838352393]",park,,,,,,,,,,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,,,,,
