element_type,osmid,amenity,capacity:disabled,description,parking_space,wheelchair,geometry,surface,traffic_sign,access,capacity:charging,access:disabled,capacity:short,maxlength,capacity:parent,capacity:women,layer,level,capacity,level:ref,ref,emergency,source,capacity:car_sharing,name,nodes,parking,parking:disabled,building,ref:permit,lit,fee,opening_hours,smoothness,supervised,capacity:disabled:conditional,parking:orientation,fire_service,maxstay:conditional,doctor,start_date,note,hgv,access:description,capacity:trailer,covered,customers,operator,fee:conditional,maxstay,capacity:private,access:conditional,capacity:taxi,taxi,vehicle,disabled,fixme,noref,tourist_bus,capacity:hgv,parking:fee,surface:colour,parking_space:conditional
way,1120982073,parking_space,,,hgv,,"POLYGON ((8.4825745 48.9560851, 8.4822392 48.9561291, 8.4822016 48.956166, 8.4825368 48.956122, 8.4825745 48.9560851))",,,,,,,,,,,,1,,,,,,,"[10253107300, 10253123295, 10253123273, 10253123243, 10253107300]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982074,parking_space,,,hgv,,"POLYGON ((8.4825368 48.956122, 8.4822016 48.956166, 8.4821639 48.956203, 8.4824992 48.956159, 8.4825368 48.956122))",,,,,,,,,,,,1,,,,,,,"[10253123243, 10253123273, 10253123274, 10253123271, 10253123243]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982075,parking_space,,,hgv,,"POLYGON ((8.4824992 48.956159, 8.4821639 48.956203, 8.4821262 48.9562399, 8.4824615 48.9561959, 8.4824992 48.956159))",,,,,,,,,,,,1,,,,,,,"[10253123271, 10253123274, 10253123275, 10253123270, 10253123271]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982076,parking_space,,,hgv,,"POLYGON ((8.4824615 48.9561959, 8.4821262 48.9562399, 8.4820885 48.9562769, 8.4824238 48.9562329, 8.4824615 48.9561959))",,,,,,,,,,,,1,,,,,,,"[10253123270, 10253123275, 10253123276, 10253123269, 10253123270]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982077,parking_space,,,hgv,,"POLYGON ((8.4824238 48.9562329, 8.4820885 48.9562769, 8.4820509 48.9563138, 8.4823861 48.9562698, 8.4824238 48.9562329))",,,,,,,,,,,,1,,,,,,,"[10253123269, 10253123276, 10253123277, 10253123268, 10253123269]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982078,parking_space,,,hgv,,"POLYGON ((8.4823861 48.9562698, 8.4820509 48.9563138, 8.4820132 48.9563508, 8.4823485 48.9563068, 8.4823861 48.9562698))",,,,,,,,,,,,1,,,,,,,"[10253123268, 10253123277, 10253123278, 10253123267, 10253123268]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982079,parking_space,,,hgv,,"POLYGON ((8.4823485 48.9563068, 8.4820132 48.9563508, 8.4819755 48.9563878, 8.4823108 48.9563437, 8.4823485 48.9563068))",,,,,,,,,,,,1,,,,,,,"[10253123267, 10253123278, 10253123279, 10253123266, 10253123267]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982080,parking_space,,,hgv,,"POLYGON ((8.4823108 48.9563437, 8.4819755 48.9563878, 8.4819378 48.9564247, 8.4822731 48.9563807, 8.4823108 48.9563437))",,,,,,,,,,,,1,,,,,,,"[10253123266, 10253123279, 10253123280, 10253123265, 10253123266]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982081,parking_space,,,hgv,,"POLYGON ((8.4822731 48.9563807, 8.4822354 48.9564176, 8.4819002 48.9564617, 8.4819378 48.9564247, 8.4822731 48.9563807))",,,,,,,,,,,,1,,,,,,,"[10253123265, 10253123264, 10253123281, 10253123280, 10253123265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982082,parking_space,,,hgv,,"POLYGON ((8.4818107 48.9565494, 8.4817723 48.9565871, 8.4821076 48.956543, 8.482146 48.9565054, 8.4818107 48.9565494))",,,,,,,,,,,,1,,,,,,,"[10253123263, 10253123282, 10253123257, 10253123262, 10253123263]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982083,parking_space,,,hgv,,"POLYGON ((8.4817723 48.9565871, 8.4817339 48.9566247, 8.4820692 48.9565807, 8.4821076 48.956543, 8.4817723 48.9565871))",,,,,,,,,,,,1,,,,,,,"[10253123282, 10253123283, 10253123258, 10253123257, 10253123282]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982084,parking_space,,,hgv,,"POLYGON ((8.4817339 48.9566247, 8.4816955 48.9566624, 8.4820307 48.9566184, 8.4820692 48.9565807, 8.4817339 48.9566247))",,,,,,,,,,,,1,,,,,,,"[10253123283, 10253123284, 10253123259, 10253123258, 10253123283]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982085,parking_space,,,hgv,,"POLYGON ((8.4816571 48.9567001, 8.4819923 48.9566561, 8.4820307 48.9566184, 8.4816955 48.9566624, 8.4816571 48.9567001))",,,,,,,,,,,,1,,,,,,,"[10253123285, 10253123260, 10253123259, 10253123284, 10253123285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982086,parking_space,,,hgv,,"POLYGON ((8.4816158 48.9567405, 8.4815783 48.9567774, 8.4819135 48.9567333, 8.4819511 48.9566965, 8.4816158 48.9567405))",,,,,,,,,,,,1,,,,,,,"[10253123245, 10253123286, 10253123247, 10253123261, 10253123245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982087,parking_space,,,hgv,,"POLYGON ((8.4815783 48.9567774, 8.4815407 48.9568142, 8.481876 48.9567702, 8.4819135 48.9567333, 8.4815783 48.9567774))",,,,,,,,,,,,1,,,,,,,"[10253123286, 10253123287, 10253123248, 10253123247, 10253123286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982088,parking_space,,,hgv,,"POLYGON ((8.4815032 48.956851, 8.4815407 48.9568142, 8.481876 48.9567702, 8.4818384 48.956807, 8.4815032 48.956851))",,,,,,,,,,,,1,,,,,,,"[10253123288, 10253123287, 10253123248, 10253123249, 10253123288]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982089,parking_space,,,hgv,,"POLYGON ((8.4815032 48.956851, 8.4814656 48.9568879, 8.4818009 48.9568438, 8.4818384 48.956807, 8.4815032 48.956851))",,,,,,,,,,,,1,,,,,,,"[10253123288, 10253123289, 10253123250, 10253123249, 10253123288]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982090,parking_space,,,hgv,,"POLYGON ((8.4814656 48.9568879, 8.481428 48.9569247, 8.4817633 48.9568807, 8.4818009 48.9568438, 8.4814656 48.9568879))",,,,,,,,,,,,1,,,,,,,"[10253123289, 10253123290, 10253123251, 10253123250, 10253123289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982091,parking_space,,,hgv,,"POLYGON ((8.481428 48.9569247, 8.4813905 48.9569615, 8.4817258 48.9569175, 8.4817633 48.9568807, 8.481428 48.9569247))",,,,,,,,,,,,1,,,,,,,"[10253123290, 10253123291, 10253123252, 10253123251, 10253123290]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982092,parking_space,,,hgv,,"POLYGON ((8.4813905 48.9569615, 8.4813529 48.9569984, 8.4816882 48.9569544, 8.4817258 48.9569175, 8.4813905 48.9569615))",,,,,,,,,,,,1,,,,,,,"[10253123291, 10253123292, 10253123253, 10253123252, 10253123291]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982093,parking_space,,,hgv,,"POLYGON ((8.4813529 48.9569984, 8.4813154 48.9570352, 8.4816506 48.9569912, 8.4816882 48.9569544, 8.4813529 48.9569984))",,,,,,,,,,,,1,,,,,,,"[10253123292, 10253123293, 10253123254, 10253123253, 10253123292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982094,parking_space,,,hgv,,"POLYGON ((8.4813154 48.9570352, 8.4812778 48.9570721, 8.4816131 48.957028, 8.4816506 48.9569912, 8.4813154 48.9570352))",,,,,,,,,,,,1,,,,,,,"[10253123293, 10253123294, 10253123255, 10253123254, 10253123293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982095,parking_space,,,hgv,,"POLYGON ((8.4812402 48.9571089, 8.4812778 48.9570721, 8.4816131 48.957028, 8.4815755 48.9570649, 8.4812402 48.9571089))",,,,,,,,,,,,1,,,,,,,"[10253123246, 10253123294, 10253123255, 10253123256, 10253123246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982096,parking_space,,,hgv,,"POLYGON ((8.4812402 48.9571089, 8.4811978 48.9571505, 8.4812075 48.9571492, 8.4815159 48.9571087, 8.4815331 48.9571064, 8.4815755 48.9570649, 8.4812402 48.9571089))",,,,,,,,,,,,1,,,,,,,"[10253123246, 10253123297, 1461645720, 1461645713, 10253123296, 10253123256, 10253123246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1120982097,parking_space,,,hgv,,"POLYGON ((8.4821978 48.9564546, 8.4822354 48.9564176, 8.4819002 48.9564617, 8.4818625 48.9564986, 8.4821978 48.9564546))",,,,,,,,,,,,1,,,,,,,"[10253123244, 10253123264, 10253123281, 10253123272, 10253123244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1125293336,parking_space,,,,,"POLYGON ((8.3693483 48.9817947, 8.369373 48.981795, 8.3693734 48.9817507, 8.3693493 48.9817505, 8.3693483 48.9817947))",,,,,,,,,,,,,,,,,,,"[10290443368, 10290443369, 10290443370, 10290443371, 10290443368]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1125293337,parking_space,,,,,"POLYGON ((8.3693239 48.9817944, 8.3693483 48.9817947, 8.3693492 48.9817505, 8.369325 48.9817503, 8.3693239 48.9817944))",,,,,,,,,,,,,,,,,,,"[10290443372, 10290443368, 10290443374, 10290443375, 10290443372]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1125293338,parking_space,,,,,"POLYGON ((8.3693265 48.9820196, 8.3693506 48.9820198, 8.3693515 48.9819728, 8.3693288 48.9819725, 8.3693265 48.9820196))",,,,,,,,,,,,,,,,,,,"[10290443376, 10290443377, 10290443378, 10290443379, 10290443376]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1125293339,parking_space,,,,,"POLYGON ((8.3693506 48.9820198, 8.3693747 48.9820199, 8.3693774 48.9819732, 8.3693515 48.9819728, 8.3693506 48.9820198))",,,,,,,,,,,,,,,,,,,"[10290443380, 10290443381, 10290443382, 10290443378, 10290443380]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1125293340,parking_space,,,,,"POLYGON ((8.3693747 48.9820198, 8.3693988 48.98202, 8.3694012 48.9819735, 8.3693774 48.9819732, 8.3693747 48.9820198))",,,,,,,,,,,,,,,,,,,"[10290443384, 10290443385, 10290443386, 10290443382, 10290443384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1128330220,parking_space,,,disabled,,"POLYGON ((8.50665 49.0294071, 8.5066216 49.0294325, 8.5065637 49.0293969, 8.5065924 49.0293708, 8.50665 49.0294071))",,,,,,,,,,,,,,,,,,,"[8752842164, 10315643973, 10315643974, 10315643975, 8752842164]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1131118611,parking_space,,,,,"POLYGON ((8.3655796 48.9837544, 8.3656423 48.9837546, 8.3656428 48.983679, 8.3655792 48.9836785, 8.3655796 48.9837544))",,,,,,,,,,,,4,,,,,,,"[10542593592, 10542593593, 10542593594, 10542593595, 10542593592]",,,,,,,,,,,,,,,,,,,,,,,,,,no @ (Mo-Fr 08:00-17:00),,,,,,,,,,,
way,1131118612,parking_space,,,disabled,,"POLYGON ((8.3655791 48.9836576, 8.3656429 48.9836578, 8.3656432 48.9836112, 8.3655788 48.9836118, 8.3655791 48.9836576))",,,,,,,,,,,,,,,,,,,"[10542593596, 10542593597, 10266368487, 10266368488, 10542593596]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1131284807,parking_space,,,,,"POLYGON ((8.3703581 48.9827189, 8.3703302 48.982682, 8.3705462 48.9826099, 8.3705747 48.982647, 8.3703581 48.9827189))",,,private,,,,,,,,,,,,,,,,"[10555509751, 10555509752, 10555509753, 3051532715, 10555509751]",,,,,,,,,,,,,,,,reserviert für Weisenburger,,,,,,,,,,,,,,,,,,,,,
way,1131284808,parking_space,,,,,"POLYGON ((8.3705666 48.9826107, 8.3706299 48.9826096, 8.3706284 48.9824716, 8.3705661 48.9824728, 8.3705666 48.9826107))",,,private,,,,,,,,,,,,,,,,"[10555509754, 3051532717, 3051532711, 10555509755, 10555509754]",,,,,,,,,,,,,,,,reserviert für ASB,,,,,,,,,,,,,,,,,,,,,
way,1132045932,parking_space,,,,,"POLYGON ((8.371221 48.9812495, 8.371221 48.9809946, 8.371279 48.9809662, 8.3712709 48.981225, 8.371221 48.9812495))",,,,,,,,,,,,10,,,,,,,"[10555388964, 10555388965, 10555388966, 10555388967, 10555388964]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1132051104,parking_space,,,,,"POLYGON ((8.3693205 48.9823236, 8.3694214 48.9823233, 8.3694218 48.982279, 8.3693208 48.9822793, 8.3693205 48.9823236))",,,,,,,,,,,,3,,,,,,,"[10672347663, 1727550323, 1727550260, 1727550258, 10672347663]",,,,,,,,,,,,,,,,,,,,,,,yes @ (Mo-Sa 08:00-20:00),,,,,,,,,,,,,,
way,1132051105,parking_space,,,,,"POLYGON ((8.3694531 48.9823232, 8.3695526 48.9823229, 8.3695528 48.9822787, 8.3694544 48.9822789, 8.3694531 48.9823232))",,,,,,,,,,,,3,,,,,,,"[10672347664, 1727550325, 1727550262, 1727550261, 10672347664]",,,,,,,,,,,,,,,,,,,,,,,yes @ (Mo-Sa 08:00-20:00),,,,,,,,,,,,,,
way,1134254645,parking_space,,,,,"POLYGON ((8.3634578 48.9857989, 8.3635355 48.9857986, 8.3635361 48.9857697, 8.3634578 48.9857705, 8.3634578 48.9857989))",,,,,,,,,,,,,,,,,,,"[10574527042, 10574527043, 10574527044, 10574527045, 10574527042]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
way,1134254646,parking_space,,,,,"POLYGON ((8.3634578 48.9857705, 8.3635361 48.9857697, 8.3635375 48.9857404, 8.3634578 48.985741, 8.3634578 48.9857705))",,,,,,,,,,,,,,,,,,,"[10574527045, 10574527044, 10249910053, 10249910054, 10574527045]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
way,1134597928,parking_space,,,,,"POLYGON ((8.4111667 49.0117626, 8.4112579 49.011733, 8.4112262 49.011691, 8.411135 49.0117206, 8.4111667 49.0117626))",,,,,,,,,,,,3,,,,,,,"[10577327873, 10577327866, 10577327867, 10577327870, 10577327873]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134597929,parking_space,,,,,"POLYGON ((8.4110269 49.0118079, 8.4111219 49.0117771, 8.4110902 49.0117351, 8.4109953 49.0117659, 8.4110269 49.0118079))",,,,,,,,,,,,3,,,,,,,"[10577327868, 10577327872, 10577327871, 10577327869, 10577327868]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134597930,parking_space,,,,,"POLYGON ((8.411336 49.0117077, 8.4114558 49.0116689, 8.4114242 49.0116268, 8.4113044 49.0116657, 8.411336 49.0117077))",,,,,,,,,,,,4,,,,,,,"[10577327865, 1795622366, 1795622357, 10577327864, 10577327865]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134597931,parking_space,,,,,"POLYGON ((8.4115252 49.0116464, 8.4114935 49.0116044, 8.4115863 49.0115743, 8.4116179 49.0116163, 8.4115252 49.0116464))",,,,,,,,,,,,3,,,,,,,"[1795622362, 1795622356, 10577327875, 10577327876, 1795622362]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134597932,parking_space,,,,,"POLYGON ((8.411649 49.0116062, 8.4117359 49.0115781, 8.4117042 49.0115361, 8.4116173 49.0115642, 8.411649 49.0116062))",,,,,,,,,,,,3,,,,,,,"[10577327877, 10577327880, 10577327879, 10577327878, 10577327877]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134597933,parking_space,,,,,"POLYGON ((8.4117402 49.0115244, 8.4117718 49.0115664, 8.4119284 49.0115156, 8.4118968 49.0114737, 8.4117402 49.0115244))",,,,,,,,,,,,2,,,,,,,"[10577327882, 10577327881, 1795622350, 1795622342, 10577327882]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134649583,parking_space,,,,,"POLYGON ((8.416211 49.0096212, 8.4162033 49.0095303, 8.4165046 49.0095192, 8.4165123 49.0096102, 8.416211 49.0096212))",,,,,,,,,,,,16,,,,,,,"[9570698570, 9570698571, 9570698572, 553069807, 9570698570]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134649584,parking_space,,,,,"POLYGON ((8.4151602 49.010019, 8.4154903 49.0100073, 8.4155167 49.0100064, 8.4157373 49.0099986, 8.4157741 49.0100341, 8.415783 49.0100424, 8.4152065 49.0100614, 8.4151602 49.010019))",,,,,,,,,,,,,,,,,,,"[10575375736, 10577718419, 10577718423, 10575375723, 10575375724, 10577713764, 10575375737, 10575375736]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134649585,parking_space,,,,,"POLYGON ((8.4151708 49.0098088, 8.4157664 49.0097904, 8.4157932 49.0098286, 8.4155524 49.0098355, 8.4155202 49.0098365, 8.4152163 49.0098452, 8.4151708 49.0098088))",,,,,,,,,,,,,,,,,,,"[10575375730, 10575375718, 10575375717, 10577718422, 10577718418, 10575375729, 10575375730]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134649586,parking_space,,,,,"POLYGON ((8.4160858 49.009433, 8.4160898 49.0094784, 8.4163587 49.0094682, 8.4163547 49.0094228, 8.4160858 49.009433))",,,,,,,,,,,,6,,,,,,,"[553069709, 9570698573, 10577713765, 553069779, 553069709]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134649587,parking_space,,,,,"POLYGON ((8.4163982 49.0094212, 8.4164022 49.0094666, 8.416606 49.0094588, 8.416602 49.0094134, 8.4163982 49.0094212))",,,,,,,,,,,,6,,,,,,,"[9570698575, 10577713766, 9570698577, 9570698576, 9570698575]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134649588,parking_space,,,,,"POLYGON ((8.4159196 49.0100107, 8.4159076 49.0097871, 8.4159284 49.0097945, 8.4159799 49.0098124, 8.4159971 49.0100372, 8.4159196 49.0100107))",,,,,,,,,,,,8,,,,,,,"[1602736822, 10577713767, 553069769, 1602736819, 553070269, 1602736822]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134657474,parking_space,,,,,"POLYGON ((8.4167409 49.0107333, 8.4168091 49.0107303, 8.4168022 49.0106609, 8.416734 49.0106639, 8.4167409 49.0107333))",,,,,,,,,,,,,,,,,,,"[10577737416, 1823141894, 10577737428, 10577737427, 10577737416]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134657475,parking_space,,,,,"POLYGON ((8.4167317 49.0106409, 8.4167998 49.0106379, 8.4167932 49.0105715, 8.416725 49.0105744, 8.4167317 49.0106409))",,,,,,,,,,,,,,,,,,,"[10577737426, 10577737425, 10577737424, 10577737423, 10577737426]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134657476,parking_space,,,,,"POLYGON ((8.4167232 49.0105562, 8.4167914 49.0105533, 8.4167846 49.0104859, 8.4167164 49.0104888, 8.4167232 49.0105562))",,,,,,,,,,,,,,,,,,,"[10577737422, 10577737421, 10577737420, 10577737419, 10577737422]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134657477,parking_space,,,,,"POLYGON ((8.416714 49.0104655, 8.4167822 49.0104625, 8.4167759 49.0103998, 8.4167077 49.0104027, 8.416714 49.0104655))",,,,,,,,,,,,,,,,,,,"[10577737418, 10577737417, 1823141877, 10577737410, 10577737418]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134676744,parking_space,,,,,"POLYGON ((8.410981 49.0116822, 8.4115344 49.0114964, 8.4116159 49.0115265, 8.4110393 49.011716, 8.410981 49.0116822))",,,,,,,,,,,,,,,,,,,"[3481955516, 10577882882, 10577882883, 532255139, 3481955516]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1136433026,parking_space,,,normal,,"POLYGON ((8.4239944 49.0161353, 8.4240071 49.0160823, 8.4241787 49.0161, 8.424166 49.016153, 8.4239944 49.0161353))",,,,,,,,,,,,5,,,,,,,"[10593902574, 10593902575, 10593902576, 10593902577, 10593902574]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1136433027,parking_space,,,normal,,"POLYGON ((8.422968 49.0160338, 8.4229811 49.015979, 8.423223 49.016004, 8.4232098 49.0160588, 8.422968 49.0160338))",,,,,,,,,,,,6,,,,,,,"[10593902578, 10593902579, 10593902580, 10593902581, 10593902578]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1136433028,parking_space,,,normal,,"POLYGON ((8.4232901 49.0160648, 8.4233026 49.0160119, 8.4235071 49.0160327, 8.4234946 49.0160856, 8.4232901 49.0160648))",,,,,,,,,,,,5,,,,,,,"[10593902582, 10593902583, 10593902584, 10593902585, 10593902582]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1136433029,parking_space,,,normal,,"POLYGON ((8.4235797 49.0160937, 8.4235911 49.0160419, 8.423907 49.016072, 8.4238955 49.0161238, 8.4235797 49.0160937))",,,,,,,,,,,,8,,,,,,,"[10593902586, 10593902587, 10593902588, 10593902589, 10593902586]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1136435543,parking_space,,,normal,,"POLYGON ((8.4232058 49.0151118, 8.4232156 49.0150641, 8.4235464 49.0150932, 8.4235367 49.0151409, 8.4232058 49.0151118))",,,,,,,,,,,,10,,,,,,,"[10593967337, 10593967338, 10593967339, 10593967340, 10593967337]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1136435544,parking_space,,,normal,,"POLYGON ((8.4236555 49.015106, 8.4236454 49.0151491, 8.4240323 49.015188, 8.4240424 49.015145, 8.4236555 49.015106))",,,,,,,,,,,,,,,,,,,"[10593967341, 10593967342, 10593967343, 10593967344, 10593967341]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1136435545,parking_space,,,normal,,"POLYGON ((8.4246025 49.0151919, 8.4245957 49.0152382, 8.4241872 49.0152018, 8.424197 49.0151575, 8.4246025 49.0151919))",,,,,,,,,,,,,,,,,,,"[10593967345, 10593967346, 10593967347, 10593967348, 10593967345]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1136437505,parking_space,,,,,"POLYGON ((8.4242691 49.0161141, 8.4244178 49.0161278, 8.4244124 49.0161753, 8.4242607 49.0161601, 8.4242691 49.0161141))",,,,,,,,,,,,,,,,,,,"[10593991213, 10593991214, 10593991215, 10593991216, 10593991213]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1149307632,parking_space,,,,,"POLYGON ((8.35175 48.9896849, 8.3518281 48.9897377, 8.3517877 48.9897606, 8.3517116 48.9897093, 8.35175 48.9896849))",,,,,,,,,,,,,,,,,,,"[7922844292, 7922844289, 10692076647, 10692076648, 7922844292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
way,1149307633,parking_space,,,,,"POLYGON ((8.3517116 48.9897093, 8.3517877 48.9897606, 8.3517497 48.9897833, 8.3516756 48.9897323, 8.3517116 48.9897093))",,,,,,,,,,,,,,,,,,,"[10692076648, 10692076647, 10692076650, 10692076649, 10692076648]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
way,1150376715,parking_space,,,,,"POLYGON ((8.4149974 48.9993429, 8.4149984 48.9993266, 8.4150671 48.9993285, 8.4150661 48.9993448, 8.4149974 48.9993429))",,,,,,,,,,,,,,,,,,,"[10701333069, 10701333070, 10701333071, 10701333072, 10701333069]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1150376716,parking_space,,,,,"POLYGON ((8.4149676 48.9992763, 8.4149684 48.9992606, 8.4150336 48.999262, 8.4150328 48.9992778, 8.4149676 48.9992763))",,,,,,,,,,,,,,,,,,,"[10701333073, 10701333074, 10701333075, 10701333076, 10701333073]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1151087315,parking_space,,,,,"POLYGON ((8.3614971 48.9898128, 8.3614981 48.9897769, 8.3615326 48.9897772, 8.3615319 48.9898129, 8.3614971 48.9898128))",,,,,,,,,,,,,,,,,,,"[10707987264, 10707987265, 10707987266, 10707987267, 10707987264]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
way,1154082261,parking_space,,,,,"POLYGON ((8.4016494 49.0242799, 8.4013604 49.0242621, 8.4009387 49.024227, 8.4005991 49.0241904, 8.4001869 49.0241383, 8.3998612 49.0240935, 8.3995116 49.0240407, 8.3995264 49.0240613, 8.3998563 49.0241111, 8.4001826 49.024156, 8.4005948 49.0242081, 8.4009345 49.0242447, 8.4013575 49.02428, 8.4016268 49.0242966, 8.4016494 49.0242799))",grass_paver,,,,,,,,,,,,,,,,,,"[10733301525, 10733301522, 10733301519, 10733301517, 10733301514, 10733301512, 10733301509, 10733301431, 10733301511, 10733301513, 10733301516, 10733301518, 10733301521, 10733301430, 10733301525]",,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,
way,1154082263,parking_space,,,,,"POLYGON ((8.4050632 49.0242512, 8.4053271 49.0242273, 8.4053128 49.0242485, 8.4050655 49.024269, 8.4047038 49.0242941, 8.4043629 49.0243163, 8.4039915 49.0243344, 8.4036975 49.0243436, 8.4034017 49.0243492, 8.4031512 49.0243494, 8.4028311 49.0243454, 8.4024835 49.024337, 8.4022163 49.0243276, 8.4019805 49.0243182, 8.4019671 49.0242985, 8.4022178 49.0243097, 8.402485 49.0243191, 8.4028322 49.0243275, 8.403152 49.0243314, 8.4034016 49.0243312, 8.4036968 49.0243257, 8.4039904 49.0243165, 8.404361 49.0242984, 8.4047019 49.0242762, 8.4050632 49.0242512))",grass_paver,,,,,,,,,,,,,,,,,,"[10733301558, 10733301560, 10733301436, 10733301557, 10733301553, 10733301550, 10733301547, 10733301543, 10733301541, 10733301537, 10733301535, 10733301532, 10733301529, 10733301435, 10733301434, 10733301530, 10733301533, 10733301536, 10733301538, 10733301542, 10733301544, 10733301548, 10733301551, 10733301554, 10733301558]",,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,
