osmid,y,x,ref,highway,street_count,geometry
342906,48.9937379,8.3760686,5,motorway_junction,3,POINT (8.3760686 48.9937379)
342908,48.9928415,8.3779782,,,3,POINT (8.3779782 48.9928415)
342909,48.9921428,8.3802303,4,motorway_junction,3,POINT (8.3802303 48.9921428)
412299,49.0376621,8.3149167,,,3,POINT (8.3149167 49.0376621)
412306,49.0368045,8.3247783,,,3,POINT (8.3247783 49.0368045)
412344,49.0097394,8.3579165,,,3,POINT (8.3579165 49.0097394)
412346,49.0102679,8.3590633,,,5,POINT (8.3590633 49.0102679)
412347,49.0105292,8.35951,,,3,POINT (8.35951 49.0105292)
412348,49.0109139,8.360095,,traffic_signals,3,POINT (8.360095 49.0109139)
412352,49.0113148,8.3652711,,,4,POINT (8.3652711 49.0113148)
412353,49.0112445,8.3668737,,,3,POINT (8.3668737 49.0112445)
412354,49.0111556,8.3687334,,,4,POINT (8.3687334 49.0111556)
412356,49.0108815,8.3746043,,,4,POINT (8.3746043 49.0108815)
412364,48.9893827,8.4036851,,,3,POINT (8.4036851 48.9893827)
412400,49.0053134,8.394759,,,4,POINT (8.394759 49.0053134)
412410,49.0103083,8.387505,,,4,POINT (8.387505 49.0103083)
412433,49.0006748,8.4266712,,,4,POINT (8.4266712 49.0006748)
412435,49.0003032,8.4267831,,,3,POINT (8.4267831 49.0003032)
412447,48.996114,8.4283282,,,3,POINT (8.4283282 48.996114)
412477,48.9928373,8.4369341,,,3,POINT (8.4369341 48.9928373)
412532,49.0002097,8.4647622,,,4,POINT (8.4647622 49.0002097)
412533,48.9997709,8.4657719,,,4,POINT (8.4657719 48.9997709)
412537,48.9980951,8.4676061,,,3,POINT (8.4676061 48.9980951)
412540,48.9967638,8.4689738,,,3,POINT (8.4689738 48.9967638)
412542,49.0050959,8.4374477,,,4,POINT (8.4374477 49.0050959)
412551,48.9962368,8.4727003,,,3,POINT (8.4727003 48.9962368)
412553,48.9963144,8.4736842,,,3,POINT (8.4736842 48.9963144)
412556,48.9951578,8.4745,,,3,POINT (8.4745 48.9951578)
412557,48.9947509,8.4748402,,,3,POINT (8.4748402 48.9947509)
412560,48.9968879,8.4764948,,,3,POINT (8.4764948 48.9968879)
412562,48.9982644,8.4775209,,,3,POINT (8.4775209 48.9982644)
412566,49.000205,8.4798389,,,3,POINT (8.4798389 49.000205)
412569,49.0011012,8.4812243,,,3,POINT (8.4812243 49.0011012)
412575,49.0049256,8.486303,,,4,POINT (8.486303 49.0049256)
412603,49.0065396,8.4880615,,,3,POINT (8.4880615 49.0065396)
412604,49.0062968,8.4901812,,,3,POINT (8.4901812 49.0062968)
412617,49.0049745,8.4956924,,,3,POINT (8.4956924 49.0049745)
440990,48.9777405,8.4372829,,,3,POINT (8.4372829 48.9777405)
441023,48.9720897,8.4455072,41,motorway_junction,3,POINT (8.4455072 48.9720897)
441043,48.9698045,8.4319953,46,motorway_junction,3,POINT (8.4319953 48.9698045)
441050,48.9873656,8.4364799,45,motorway_junction,3,POINT (8.4364799 48.9873656)
441054,48.9889549,8.437537,,,3,POINT (8.437537 48.9889549)
441057,48.9907134,8.4368183,,,3,POINT (8.4368183 48.9907134)
441109,48.9888121,8.43611,,,3,POINT (8.43611 48.9888121)
441274,48.9581819,8.4794993,,,3,POINT (8.4794993 48.9581819)
441317,48.9471853,8.4917706,42,motorway_junction,3,POINT (8.4917706 48.9471853)
441340,48.9440594,8.4998161,42,motorway_junction,3,POINT (8.4998161 48.9440594)
451374,48.9680066,8.4273422,,,3,POINT (8.4273422 48.9680066)
451389,48.9614819,8.4100213,47,motorway_junction,3,POINT (8.4100213 48.9614819)
451390,48.9612776,8.4099102,,,3,POINT (8.4099102 48.9612776)
452534,48.9935575,8.437112,45,motorway_junction,3,POINT (8.437112 48.9935575)
452536,48.9920127,8.4363284,,,3,POINT (8.4363284 48.9920127)
456938,49.0382474,8.4862771,,,3,POINT (8.4862771 49.0382474)
480395,49.040274,8.4876289,,,3,POINT (8.4876289 49.040274)
482674,48.9928163,8.4315251,,,3,POINT (8.4315251 48.9928163)
524431,48.9935125,8.430236,,,3,POINT (8.430236 48.9935125)
526065,48.9921816,8.4037588,,,4,POINT (8.4037588 48.9921816)
526069,48.9922077,8.4038548,,,4,POINT (8.4038548 48.9922077)
526073,48.9928113,8.4057724,,,4,POINT (8.4057724 48.9928113)
526081,49.0031941,8.4033081,,,3,POINT (8.4033081 49.0031941)
526100,49.0002998,8.4029507,,,3,POINT (8.4029507 49.0002998)
526105,48.9975705,8.4040035,,,3,POINT (8.4040035 48.9975705)
526106,48.9967213,8.4043048,,,3,POINT (8.4043048 48.9967213)
526116,48.9897761,8.403256,,,3,POINT (8.403256 48.9897761)
526121,48.9934494,8.4143274,,,3,POINT (8.4143274 48.9934494)
526126,48.9921829,8.4322937,,,3,POINT (8.4322937 48.9921829)
526127,48.9910779,8.435075,,,3,POINT (8.435075 48.9910779)
526128,48.9902901,8.4379038,,,3,POINT (8.4379038 48.9902901)
526135,48.9904625,8.4039102,,,3,POINT (8.4039102 48.9904625)
526164,49.0052381,8.4374829,,,4,POINT (8.4374829 49.0052381)
526165,49.005126,8.4372926,,,4,POINT (8.4372926 49.005126)
588781,48.9449753,8.4936106,,,5,POINT (8.4936106 48.9449753)
588817,48.943632,8.4923284,,traffic_signals,4,POINT (8.4923284 48.943632)
696702,49.0160881,8.3979836,,,4,POINT (8.3979836 49.0160881)
696704,49.0233536,8.3966722,,,4,POINT (8.3966722 49.0233536)
696705,49.0235765,8.3973908,,,3,POINT (8.3973908 49.0235765)
696980,49.0194877,8.4161433,,,3,POINT (8.4161433 49.0194877)
697213,49.0111858,8.4180398,,,4,POINT (8.4180398 49.0111858)
14479247,48.9962584,8.3877583,,,3,POINT (8.3877583 48.9962584)
14479332,48.996043,8.3953414,,,3,POINT (8.3953414 48.996043)
14482126,48.9958153,8.3982653,,,4,POINT (8.3982653 48.9958153)
14482127,48.9943394,8.3980844,,,3,POINT (8.3980844 48.9943394)
14482668,48.9958061,8.397023,,,3,POINT (8.397023 48.9958061)
14482679,48.9981514,8.3974097,,,2,POINT (8.3974097 48.9981514)
14580908,48.9951292,8.3859083,,,3,POINT (8.3859083 48.9951292)
14581144,48.9981336,8.3981353,,,3,POINT (8.3981353 48.9981336)
14581147,48.9982102,8.3990337,,,3,POINT (8.3990337 48.9982102)
14768306,49.0043515,8.4093647,,,4,POINT (8.4093647 49.0043515)
14768413,49.0025009,8.4130355,,,3,POINT (8.4130355 49.0025009)
14768417,49.0024301,8.4104712,,,4,POINT (8.4104712 49.0024301)
14768456,49.0013545,8.4031319,,,4,POINT (8.4031319 49.0013545)
14768490,49.0000518,8.4198697,,,3,POINT (8.4198697 49.0000518)
14768499,49.0009638,8.4158926,,,3,POINT (8.4158926 49.0009638)
14768526,48.99924,8.4033084,,,4,POINT (8.4033084 48.99924)
14768563,48.9999232,8.4156174,,,3,POINT (8.4156174 48.9999232)
14768612,48.9987343,8.4145383,,,3,POINT (8.4145383 48.9987343)
14768613,48.9993075,8.414435,,,3,POINT (8.414435 48.9993075)
14768621,49.0024925,8.4142553,,,4,POINT (8.4142553 49.0024925)
14768624,49.0031804,8.4145154,,,3,POINT (8.4145154 49.0031804)
14768648,48.9992925,8.4156304,,,3,POINT (8.4156304 48.9992925)
14768681,48.9988265,8.4132799,,,3,POINT (8.4132799 48.9988265)
14768689,49.0030128,8.4129991,,,3,POINT (8.4129991 49.0030128)
14769666,48.9961464,8.390331,,,4,POINT (8.390331 48.9961464)
14769681,48.9949821,8.3901949,,,4,POINT (8.3901949 48.9949821)
14769903,49.0069094,8.4038415,,,3,POINT (8.4038415 49.0069094)
14769966,49.0077744,8.4098257,,,4,POINT (8.4098257 49.0077744)
14789916,49.0103026,8.3898044,,,4,POINT (8.3898044 49.0103026)
14789920,49.0101505,8.391779,,,4,POINT (8.391779 49.0101505)
14794619,48.9998381,8.3968668,,,4,POINT (8.3968668 48.9998381)
14794703,48.995818,8.3995864,,,3,POINT (8.3995864 48.995818)
14794705,48.9946567,8.400107,,crossing,3,POINT (8.400107 48.9946567)
14795102,49.0124903,8.3876955,,,4,POINT (8.3876955 49.0124903)
14795133,49.0146411,8.3879289,,traffic_signals,4,POINT (8.3879289 49.0146411)
14795187,49.0127583,8.398617,,,4,POINT (8.398617 49.0127583)
14795306,49.0126709,8.3895232,,,3,POINT (8.3895232 49.0126709)
14795308,49.0134735,8.3896408,,,3,POINT (8.3896408 49.0134735)
14795415,49.0127436,8.3903688,,,3,POINT (8.3903688 49.0127436)
14795418,49.0145414,8.3905318,,,3,POINT (8.3905318 49.0145414)
14795560,49.0054076,8.3870194,,,4,POINT (8.3870194 49.0054076)
14795804,49.0142399,8.3982443,,,3,POINT (8.3982443 49.0142399)
14796403,48.9989428,8.3808269,,,3,POINT (8.3808269 48.9989428)
14796458,48.9982064,8.3962737,,,3,POINT (8.3962737 48.9982064)
14796460,48.9982882,8.3962774,,,3,POINT (8.3962774 48.9982882)
14796529,48.9984926,8.3905417,,,5,POINT (8.3905417 48.9984926)
14797063,48.9973544,8.3895605,,,3,POINT (8.3895605 48.9973544)
14797077,48.9984921,8.3896719,,,3,POINT (8.3896719 48.9984921)
14797115,48.9974315,8.3878826,,,4,POINT (8.3878826 48.9974315)
14849026,48.9936218,8.393358,,,4,POINT (8.393358 48.9936218)
14849536,48.9938297,8.3886174,,,3,POINT (8.3886174 48.9938297)
14849538,48.9937628,8.3899906,,,4,POINT (8.3899906 48.9937628)
14849539,48.9936724,8.3919524,,,3,POINT (8.3919524 48.9936724)
14849542,48.9935289,8.395008,,,3,POINT (8.395008 48.9935289)
14850472,48.994395,8.3872139,,crossing,3,POINT (8.3872139 48.994395)
14850473,48.9943188,8.3886505,,,3,POINT (8.3886505 48.9943188)
14851986,48.9927088,8.3933045,,,4,POINT (8.3933045 48.9927088)
14851987,48.9927914,8.3912525,,,3,POINT (8.3912525 48.9927914)
14851989,48.9928773,8.3894219,,,4,POINT (8.3894219 48.9928773)
14851990,48.9930574,8.3857029,,,3,POINT (8.3857029 48.9930574)
14851992,48.9931101,8.3829552,,,3,POINT (8.3829552 48.9931101)
14851995,48.9925342,8.3856526,,,4,POINT (8.3856526 48.9925342)
14851998,48.994929,8.3963347,,,3,POINT (8.3963347 48.994929)
14852004,48.9994966,8.3967832,,,3,POINT (8.3967832 48.9994966)
14852005,48.9995125,8.3965008,,,3,POINT (8.3965008 48.9995125)
14852006,48.9975181,8.3961397,,,3,POINT (8.3961397 48.9975181)
14852008,48.99459,8.3956063,,,3,POINT (8.3956063 48.99459)
14852012,48.9947351,8.3934763,,,5,POINT (8.3934763 48.9947351)
14852023,49.0058806,8.3945282,,,3,POINT (8.3945282 49.0058806)
14852026,49.0120839,8.3955216,,,3,POINT (8.3955216 49.0120839)
14852032,48.9904558,8.3990015,,,3,POINT (8.3990015 48.9904558)
14852037,48.9910557,8.397495,,,3,POINT (8.397495 48.9910557)
14852047,48.9918442,8.401594,,,3,POINT (8.401594 48.9918442)
14886657,48.997216,8.394303,,,3,POINT (8.394303 48.997216)
14890761,49.006948,8.4034851,,,3,POINT (8.4034851 49.006948)
14890770,49.0115623,8.4231704,,,3,POINT (8.4231704 49.0115623)
14890795,49.0157764,8.3880612,,,2,POINT (8.3880612 49.0157764)
14892137,49.000761,8.3940951,,,4,POINT (8.3940951 49.000761)
14892146,48.9936683,8.3951021,,,3,POINT (8.3951021 48.9936683)
14892148,49.0092628,8.4102605,,,4,POINT (8.4102605 49.0092628)
14892149,49.0089307,8.4169041,,,4,POINT (8.4169041 49.0089307)
14892151,49.0085925,8.4188953,,,3,POINT (8.4188953 49.0085925)
14911300,49.0109466,8.4008266,,,4,POINT (8.4008266 49.0109466)
14911343,48.9967202,8.4038496,,,3,POINT (8.4038496 48.9967202)
14911344,48.9959956,8.4028404,,,3,POINT (8.4028404 48.9959956)
14911348,48.9946571,8.4018807,,,3,POINT (8.4018807 48.9946571)
14911353,48.9952851,8.4043272,,,4,POINT (8.4043272 48.9952851)
14911356,48.9952269,8.4035587,,,3,POINT (8.4035587 48.9952269)
14911361,48.9944168,8.3991283,1,,3,POINT (8.3991283 48.9944168)
14911371,48.9975978,8.4042165,,,4,POINT (8.4042165 48.9975978)
14911373,48.9974911,8.4059165,,,3,POINT (8.4059165 48.9974911)
14911375,48.9973135,8.4083692,,,4,POINT (8.4083692 48.9973135)
14911380,48.99892,8.4163437,,,3,POINT (8.4163437 48.99892)
14911387,49.0012416,8.4230355,,,3,POINT (8.4230355 49.0012416)
14911388,49.0016973,8.4235099,,,3,POINT (8.4235099 49.0016973)
14911392,49.0029791,8.4242986,,,4,POINT (8.4242986 49.0029791)
14911396,49.0031708,8.4247363,,,3,POINT (8.4247363 49.0031708)
14911404,49.0035214,8.424189,,,4,POINT (8.424189 49.0035214)
14911406,49.0031276,8.4239706,,,4,POINT (8.4239706 49.0031276)
14911424,49.0040163,8.4326791,,,3,POINT (8.4326791 49.0040163)
14911440,49.009143,8.4319859,,,4,POINT (8.4319859 49.009143)
14911445,49.0091216,8.4317951,,,4,POINT (8.4317951 49.0091216)
14911448,49.0097649,8.4317828,,,3,POINT (8.4317828 49.0097649)
14911454,49.0103018,8.4319831,,,4,POINT (8.4319831 49.0103018)
14911457,49.0071553,8.4313589,,,3,POINT (8.4313589 49.0071553)
14912566,49.0102825,8.42052,,,4,POINT (8.42052 49.0102825)
14912567,49.0103596,8.4207196,,,3,POINT (8.4207196 49.0103596)
14912568,49.0113398,8.4206441,,,3,POINT (8.4206441 49.0113398)
14912569,49.0113435,8.4204151,,,3,POINT (8.4204151 49.0113435)
14912570,49.0113517,8.4201123,,,3,POINT (8.4201123 49.0113517)
14913718,49.0117937,8.4007653,,,3,POINT (8.4007653 49.0117937)
14913732,49.0079469,8.3972793,,,3,POINT (8.3972793 49.0079469)
14913735,49.0072068,8.399335,,,3,POINT (8.399335 49.0072068)
14915591,48.9842392,8.3725721,,motorway_junction,3,POINT (8.3725721 48.9842392)
14915598,48.9861284,8.3730857,,,3,POINT (8.3730857 48.9861284)
14915608,48.9913328,8.3781291,,,3,POINT (8.3781291 48.9913328)
14915615,48.9929226,8.3802703,,,3,POINT (8.3802703 48.9929226)
14915618,48.9938711,8.3816892,,,3,POINT (8.3816892 48.9938711)
14915623,48.9954843,8.3831863,,,4,POINT (8.3831863 48.9954843)
14915625,48.9955664,8.3836586,,,4,POINT (8.3836586 48.9955664)
14915639,48.9947977,8.3901711,,,4,POINT (8.3901711 48.9947977)
14954703,49.0241558,8.4054987,,,3,POINT (8.4054987 49.0241558)
14954722,49.0116028,8.4090691,,,3,POINT (8.4090691 49.0116028)
14954729,49.0101437,8.4046176,,,3,POINT (8.4046176 49.0101437)
14954734,49.0097893,8.4099428,,,3,POINT (8.4099428 49.0097893)
14954760,49.0021507,8.3980246,,,3,POINT (8.3980246 49.0021507)
14954767,49.0010833,8.3872685,,,3,POINT (8.3872685 49.0010833)
14954776,49.0021878,8.3861383,,,3,POINT (8.3861383 49.0021878)
14954777,49.0044806,8.389219,,,3,POINT (8.389219 49.0044806)
14954778,49.0099909,8.3886023,,,3,POINT (8.3886023 49.0099909)
14959773,49.0187991,8.3896091,,,4,POINT (8.3896091 49.0187991)
14959775,49.0203162,8.3850461,,,4,POINT (8.3850461 49.0203162)
14959777,49.0264387,8.387691,,,3,POINT (8.387691 49.0264387)
14959778,49.0271728,8.387868,,,3,POINT (8.387868 49.0271728)
14959779,49.0265654,8.3863068,,,3,POINT (8.3863068 49.0265654)
14959780,49.0273144,8.3864654,,,4,POINT (8.3864654 49.0273144)
14959782,49.0298511,8.3883908,,,3,POINT (8.3883908 49.0298511)
14959783,49.0299881,8.3870395,,,4,POINT (8.3870395 49.0299881)
14959784,49.0292372,8.3868807,,,3,POINT (8.3868807 49.0292372)
14959789,49.029831,8.3928133,,,3,POINT (8.3928133 49.029831)
14959791,49.0300066,8.3944825,,,3,POINT (8.3944825 49.0300066)
14959792,49.0301421,8.3955477,,,3,POINT (8.3955477 49.0301421)
14959804,49.0228164,8.4110807,,crossing,4,POINT (8.4110807 49.0228164)
14959807,49.0223382,8.4189523,,,4,POINT (8.4189523 49.0223382)
14959809,49.0231794,8.4204586,,,3,POINT (8.4204586 49.0231794)
14959810,49.0271842,8.427459,,,3,POINT (8.427459 49.0271842)
14959811,49.0183105,8.4077101,,,3,POINT (8.4077101 49.0183105)
14959815,49.0177955,8.4217298,,,3,POINT (8.4217298 49.0177955)
14959829,49.0207674,8.3851,,,3,POINT (8.3851 49.0207674)
14959931,49.0226046,8.3868607,,,3,POINT (8.3868607 49.0226046)
14959936,49.0208607,8.4164052,,,3,POINT (8.4164052 49.0208607)
14959944,49.0044215,8.4102949,,,6,POINT (8.4102949 49.0044215)
14959945,48.9958408,8.4069428,,,3,POINT (8.4069428 48.9958408)
14959948,48.9970429,8.4109904,,,5,POINT (8.4109904 48.9970429)
14959949,48.9990222,8.4106796,,,4,POINT (8.4106796 48.9990222)
14959950,48.9992535,8.4035287,,,4,POINT (8.4035287 48.9992535)
14959951,49.0008895,8.4105932,,,4,POINT (8.4105932 49.0008895)
14959952,49.0006795,8.4031097,,,3,POINT (8.4031097 49.0006795)
14959960,49.0115346,8.4076107,,,3,POINT (8.4076107 49.0115346)
14961083,49.0135374,8.4058637,,,1,POINT (8.4058637 49.0135374)
14961088,48.9916355,8.4017126,,,3,POINT (8.4017126 48.9916355)
14961090,48.9919669,8.4029443,,,3,POINT (8.4029443 48.9919669)
14961092,48.9914117,8.397605,,,3,POINT (8.397605 48.9914117)
14961097,49.0109201,8.3918673,,,3,POINT (8.3918673 49.0109201)
14961098,49.0108483,8.3935279,,,4,POINT (8.3935279 49.0108483)
14961463,49.0029941,8.3468234,,,3,POINT (8.3468234 49.0029941)
14961465,49.0012353,8.3449363,,,4,POINT (8.3449363 49.0012353)
14961473,48.9936586,8.3419783,,motorway_junction,3,POINT (8.3419783 48.9936586)
14961483,48.9875366,8.3343812,,,3,POINT (8.3343812 48.9875366)
14961487,49.001263,8.3830738,,,3,POINT (8.3830738 49.001263)
14961496,48.9945677,8.3934611,,,4,POINT (8.3934611 48.9945677)
14961498,48.9941522,8.3988304,,,3,POINT (8.3988304 48.9941522)
14961501,49.0022455,8.4031932,,,3,POINT (8.4031932 49.0022455)
14962577,48.9973177,8.3904254,,,4,POINT (8.3904254 48.9973177)
14962578,48.9972661,8.3915618,,,4,POINT (8.3915618 48.9972661)
14962594,49.0024221,8.3811853,,,3,POINT (8.3811853 49.0024221)
14962595,49.0035104,8.3812996,,,3,POINT (8.3812996 49.0035104)
14962597,49.0034132,8.3832844,,,3,POINT (8.3832844 49.0034132)
14962614,49.0045373,8.381738,,,5,POINT (8.381738 49.0045373)
14962622,48.9977846,8.3927006,,,3,POINT (8.3927006 48.9977846)
14962624,48.9961106,8.391222,,,3,POINT (8.391222 48.9961106)
14962625,48.997376,8.3891352,,,3,POINT (8.3891352 48.997376)
14962628,48.995043,8.3893457,,,3,POINT (8.3893457 48.995043)
14962629,48.9959957,8.3936045,,,4,POINT (8.3936045 48.9959957)
14963155,49.0001193,8.3829565,,,3,POINT (8.3829565 49.0001193)
14963157,49.0006531,8.3809931,,,3,POINT (8.3809931 49.0006531)
14963163,49.0020555,8.3792616,,,3,POINT (8.3792616 49.0020555)
14963169,48.9963256,8.3805401,,,4,POINT (8.3805401 48.9963256)
14963179,48.9961722,8.3805041,,,3,POINT (8.3805041 48.9961722)
14963180,48.9958234,8.3816551,,,3,POINT (8.3816551 48.9958234)
14963181,48.9956061,8.3833169,,,4,POINT (8.3833169 48.9956061)
14963182,48.9951985,8.391169,,,3,POINT (8.391169 48.9951985)
14963184,48.9949231,8.3908943,,,3,POINT (8.3908943 48.9949231)
14963185,48.9952357,8.3902237,,,3,POINT (8.3902237 48.9952357)
14963193,48.9977587,8.3765779,,,1,POINT (8.3765779 48.9977587)
14963264,49.0071686,8.3715199,,,3,POINT (8.3715199 49.0071686)
14963270,49.007589,8.3714719,,,3,POINT (8.3714719 49.007589)
14963271,49.0074648,8.3717427,,,3,POINT (8.3717427 49.0074648)
14963277,49.0054663,8.3704761,,,4,POINT (8.3704761 49.0054663)
14963283,49.0043081,8.3736035,,,4,POINT (8.3736035 49.0043081)
14963284,49.0042247,8.3736484,,,4,POINT (8.3736484 49.0042247)
14963289,49.0037003,8.3724472,,,4,POINT (8.3724472 49.0037003)
14963290,49.0036362,8.3725143,,,3,POINT (8.3725143 49.0036362)
14963304,49.0054976,8.3715834,,,4,POINT (8.3715834 49.0054976)
14963306,49.005494,8.3714517,,,4,POINT (8.3714517 49.005494)
14963318,49.0052589,8.3681325,,,5,POINT (8.3681325 49.0052589)
14963336,49.0002068,8.380949,,,3,POINT (8.380949 49.0002068)
14963343,49.0074537,8.3711421,,,3,POINT (8.3711421 49.0074537)
14963344,49.0073003,8.3711382,,,3,POINT (8.3711382 49.0073003)
14963346,49.0072974,8.3717415,,,3,POINT (8.3717415 49.0072974)
14963347,49.0075482,8.3716339,,,3,POINT (8.3716339 49.0075482)
14963480,49.006769,8.4036545,,,3,POINT (8.4036545 49.006769)
15015691,49.0019879,8.3909146,,,4,POINT (8.3909146 49.0019879)
15015701,49.004587,8.3934357,,,3,POINT (8.3934357 49.004587)
15015702,49.0044485,8.3944341,,,3,POINT (8.3944341 49.0044485)
15015703,49.0023982,8.3942261,,,4,POINT (8.3942261 49.0023982)
15015705,49.0026962,8.3920339,,,3,POINT (8.3920339 49.0026962)
15015707,49.0029246,8.3919774,,,4,POINT (8.3919774 49.0029246)
15015710,49.0027629,8.3932282,,,3,POINT (8.3932282 49.0027629)
15015712,49.0043938,8.3881558,,,3,POINT (8.3881558 49.0043938)
15015718,49.0029426,8.3991601,,,3,POINT (8.3991601 49.0029426)
15015736,49.0044963,8.3895186,,,3,POINT (8.3895186 49.0044963)
15108254,49.0040545,8.3524705,,,3,POINT (8.3524705 49.0040545)
15108275,48.9940933,8.3900836,,,3,POINT (8.3900836 48.9940933)
15108276,48.9916101,8.3886361,,,3,POINT (8.3886361 48.9916101)
15108280,48.9877685,8.3808056,,,3,POINT (8.3808056 48.9877685)
15108281,48.9902543,8.38465,,,3,POINT (8.38465 48.9902543)
15108287,48.9890389,8.3831672,,,3,POINT (8.3831672 48.9890389)
15108291,48.9881619,8.3812588,,,3,POINT (8.3812588 48.9881619)
15108292,48.9879898,8.3800987,,,4,POINT (8.3800987 48.9879898)
15108294,48.9888352,8.3768997,,,4,POINT (8.3768997 48.9888352)
15108303,48.9909617,8.3716268,,,4,POINT (8.3716268 48.9909617)
15108308,48.988575,8.3712973,,,3,POINT (8.3712973 48.988575)
15108309,48.9871261,8.3717775,,,3,POINT (8.3717775 48.9871261)
15108316,48.9867373,8.3723336,,,3,POINT (8.3723336 48.9867373)
15108321,48.9869697,8.3723387,,,4,POINT (8.3723387 48.9869697)
15108390,48.996756,8.2943856,,,3,POINT (8.2943856 48.996756)
15108398,48.9985323,8.2944689,,,3,POINT (8.2944689 48.9985323)
15108399,48.9991209,8.2949385,,,3,POINT (8.2949385 48.9991209)
15108401,48.99914,8.2952829,,,4,POINT (8.2952829 48.99914)
15108460,49.0057826,8.2954943,,,3,POINT (8.2954943 49.0057826)
15108465,48.9923302,8.3685559,,,3,POINT (8.3685559 48.9923302)
15108471,48.9997513,8.349571,,,4,POINT (8.349571 48.9997513)
15108477,49.0064192,8.318776,,,3,POINT (8.318776 49.0064192)
15108480,49.0070408,8.3265956,,,3,POINT (8.3265956 49.0070408)
15108483,49.0072001,8.3304995,,,3,POINT (8.3304995 49.0072001)
15108485,49.0074062,8.3321048,,,3,POINT (8.3321048 49.0074062)
15108487,49.0073165,8.3332752,,,4,POINT (8.3332752 49.0073165)
15108489,49.0068799,8.3338593,,,3,POINT (8.3338593 49.0068799)
15108493,49.0059567,8.3350402,,,3,POINT (8.3350402 49.0059567)
15108503,49.0027043,8.3302315,,,3,POINT (8.3302315 49.0027043)
15108504,49.0031612,8.3293418,,,3,POINT (8.3293418 49.0031612)
15108507,49.0053115,8.3325169,,,4,POINT (8.3325169 49.0053115)
15108511,49.0072504,8.3241703,,,3,POINT (8.3241703 49.0072504)
15108513,49.0061366,8.322718,,,3,POINT (8.322718 49.0061366)
15108524,49.0011865,8.3414741,,,3,POINT (8.3414741 49.0011865)
15225017,48.9823491,8.369138,,,3,POINT (8.369138 48.9823491)
15225025,48.9824157,8.373292,,,4,POINT (8.373292 48.9824157)
15225031,48.982331,8.3735889,,,3,POINT (8.3735889 48.982331)
15225038,48.9829653,8.3741802,,,3,POINT (8.3741802 48.9829653)
15225081,48.9856732,8.378889,,,4,POINT (8.378889 48.9856732)
15225087,48.9845221,8.3768903,,,3,POINT (8.3768903 48.9845221)
15225092,48.9823483,8.3687268,,,3,POINT (8.3687268 48.9823483)
15232371,49.0354161,8.3050247,,,3,POINT (8.3050247 49.0354161)
15232401,49.0176328,8.3031473,,,3,POINT (8.3031473 49.0176328)
15232424,49.0172192,8.308645,,,3,POINT (8.308645 49.0172192)
15232464,49.0080304,8.326185,,,3,POINT (8.326185 49.0080304)
15232482,49.0076547,8.3358259,,,3,POINT (8.3358259 49.0076547)
15232530,49.0049625,8.3414251,,,3,POINT (8.3414251 49.0049625)
15235779,49.0067003,8.3627069,6,motorway_junction,3,POINT (8.3627069 49.0067003)
15236993,48.9802616,8.3640739,,,3,POINT (8.3640739 48.9802616)
15254832,49.0041965,8.39655,,,3,POINT (8.39655 49.0041965)
15254833,49.0041628,8.3980736,,,3,POINT (8.3980736 49.0041628)
15254834,49.0033732,8.3965137,,,4,POINT (8.3965137 49.0033732)
15357691,49.0151513,8.3981449,,,3,POINT (8.3981449 49.0151513)
15357696,49.0080403,8.3759101,,,4,POINT (8.3759101 49.0080403)
15357697,49.0085271,8.3732201,,,4,POINT (8.3732201 49.0085271)
15357699,49.0144372,8.3601064,,,3,POINT (8.3601064 49.0144372)
15357700,49.0147829,8.3604427,,,3,POINT (8.3604427 49.0147829)
15357701,49.0237346,8.3660083,,,3,POINT (8.3660083 49.0237346)
15357704,49.0213476,8.3657287,,,3,POINT (8.3657287 49.0213476)
15357705,49.0209517,8.3655601,,,3,POINT (8.3655601 49.0209517)
15357707,49.0184562,8.3638045,,,3,POINT (8.3638045 49.0184562)
15357709,49.0162774,8.3618749,,,3,POINT (8.3618749 49.0162774)
15357711,49.0140973,8.3640355,,,3,POINT (8.3640355 49.0140973)
15357712,49.0237394,8.3680317,,,3,POINT (8.3680317 49.0237394)
15357715,49.0267673,8.3694353,,,4,POINT (8.3694353 49.0267673)
15357717,49.0250461,8.3738706,,,3,POINT (8.3738706 49.0250461)
15357722,49.0244705,8.3750837,,,3,POINT (8.3750837 49.0244705)
15357727,49.0241649,8.3750302,,,3,POINT (8.3750302 49.0241649)
15357745,49.0232616,8.3746849,,,4,POINT (8.3746849 49.0232616)
15357747,49.0224067,8.3742236,,,4,POINT (8.3742236 49.0224067)
15357749,49.0214711,8.3734871,,,3,POINT (8.3734871 49.0214711)
15357751,49.0211139,8.3742501,,,3,POINT (8.3742501 49.0211139)
15357759,49.020798,8.3756773,,,3,POINT (8.3756773 49.020798)
15357760,49.019078,8.3755053,,,3,POINT (8.3755053 49.019078)
15357767,49.0187039,8.3776151,,,3,POINT (8.3776151 49.0187039)
15357773,49.0199196,8.3787461,,,3,POINT (8.3787461 49.0199196)
15357777,49.0185766,8.3783566,,,3,POINT (8.3783566 49.0185766)
15357780,49.0186416,8.3779841,,,3,POINT (8.3779841 49.0186416)
15357783,49.0186027,8.3782057,,,3,POINT (8.3782057 49.0186027)
15357784,49.0183612,8.3796155,,,4,POINT (8.3796155 49.0183612)
15357786,49.0166738,8.379458,,,4,POINT (8.379458 49.0166738)
