,geometry,population
106,"POLYGON ((7.700399412104962 49.472877292493685, 7.700281820184965 49.47732064638539, 7.707044246186501 49.477396443077545, 7.707161226692942 49.47295307736365, 7.700399412104962 49.472877292493685))",3.6663250818165443
107,"POLYGON ((7.700281820184965 49.47732064638539, 7.7001641991892305 49.48176399663911, 7.706927236755384 49.48183980515561, 7.707044246186501 49.477396443077545, 7.700281820184965 49.47732064638539))",3.666325081816544
108,"POLYGON ((7.7001641991892305 49.48176399663911, 7.7000465491084595 49.48620734325488, 7.706810198390347 49.48628316359784, 7.706927236755384 49.48183980515561, 7.7001641991892305 49.48176399663911))",3.666325081816544
109,"POLYGON ((7.7000465491084595 49.48620734325488, 7.699928869933357 49.49065068623271, 7.706693131082137 49.490726518404244, 7.706810198390347 49.48628316359784, 7.7000465491084595 49.48620734325488))",3.666325081816545
110,"POLYGON ((7.699928869933357 49.49065068623271, 7.699845096411307 49.49381314432441, 7.7001917 49.4939976, 7.7008042 49.4944207, 7.701000200000001 49.494492300000005, 7.7013962000000005 49.49462129999999, 7.7016543 49.4946986, 7.702193499999999 49.49490759999999, 7.702675299999999 49.4951152, 7.7027123 49.4951266, 7.7030756 49.49480899999999, 7.7031141 49.4947703, 7.7039725 49.49407020000001, 7.704134500000001 49.49395929999999, 7.704334300000001 49.4938969, 7.704572800000001 49.4938562, 7.704853 49.493822, 7.7065922 49.4933696, 7.70662361367326 49.49336456874265, 7.706693131082137 49.490726518404244, 7.699928869933357 49.49065068623271))",3.666325081816543
111,"POLYGON ((7.707979281122979 49.44184941556112, 7.708096030564406 49.437406020759795, 7.701339101852305 49.43733033039096, 7.701221742204108 49.44177371338708, 7.707979281122979 49.44184941556112))",3.6663250818165434
112,"POLYGON ((7.708096030564406 49.437406020759795, 7.708212751164192 49.432962622322464, 7.7014564325082295 49.43288694375671, 7.701339101852305 49.43733033039096, 7.708096030564406 49.437406020759795))",3.666325081816543
113,"POLYGON ((7.708212751164192 49.432962622322464, 7.708329442931544 49.4285192202491, 7.701573734181135 49.42844355348432, 7.7014564325082295 49.43288694375671, 7.708212751164192 49.432962622322464))",3.666325081816543
114,"POLYGON ((7.708329442931544 49.4285192202491, 7.708446105875665 49.424075814539684, 7.7016910068802735 49.42400015957375, 7.701573734181135 49.42844355348432, 7.708329442931544 49.4285192202491))",3.6663250818165434
115,"POLYGON ((7.708446105875665 49.424075814539684, 7.708562740005751 49.41963240519419, 7.701808250614891 49.419556762024996, 7.7016910068802735 49.42400015957375, 7.708446105875665 49.424075814539684))",3.6663250818165447
116,"POLYGON ((7.708562740005751 49.41963240519419, 7.708679345330995 49.415188992212634, 7.701925465394226 49.41511336083806, 7.701808250614891 49.419556762024996, 7.708562740005751 49.41963240519419))",3.666325081816544
117,"POLYGON ((7.708679345330995 49.415188992212634, 7.708795921860589 49.41074557559497, 7.7020426512275195 49.41066995601288, 7.701925465394226 49.41511336083806, 7.708679345330995 49.415188992212634))",3.6663250818165447
118,"POLYGON ((7.708795921860589 49.41074557559497, 7.708912469603717 49.40630215534118, 7.7021598081240015 49.40622654754947, 7.7020426512275195 49.41066995601288, 7.708795921860589 49.41074557559497))",0.0
119,"POLYGON ((7.708912469603717 49.40630215534118, 7.70902898856956 49.401858731451256, 7.702276936092905 49.4017831354478, 7.7021598081240015 49.40622654754947, 7.708912469603717 49.40630215534118))",0.0
120,"POLYGON ((7.70902898856956 49.401858731451256, 7.7091454787672955 49.397415303925186, 7.702394035143452 49.397339719707894, 7.702276936092905 49.4017831354478, 7.70902898856956 49.401858731451256))",0.0
121,"POLYGON ((7.7091454787672955 49.397415303925186, 7.709229251726666 49.39421916930091, 7.708772200000001 49.39409129999999, 7.7085342 49.3938974, 7.708390200000001 49.39367539999999, 7.708152300000001 49.39350739999999, 7.707525602171286 49.39295247294688, 7.7025111052848665 49.39289630032968, 7.702394035143452 49.397339719707894, 7.7091454787672955 49.397415303925186))",3.666325081816544
122,"POLYGON ((7.707525602171286 49.39295247294688, 7.7072354 49.39269550000001, 7.7067655 49.392481499999995, 7.7066965 49.3924585, 7.7058686 49.39217659999999, 7.7040848 49.3913636, 7.703312000000001 49.3909447, 7.702667 49.3905057, 7.70257630681488 49.3904210866125, 7.7025111052848665 49.39289630032968, 7.707525602171286 49.39295247294688))",0.0
123,"POLYGON ((7.70662361367326 49.49336456874265, 7.7067895 49.49333800000001, 7.7070439 49.4933046, 7.707295399999999 49.4932767, 7.707444000000001 49.4932582, 7.7077213 49.4931913, 7.708052899999999 49.493068799999996, 7.7081729999999995 49.492983399999986, 7.7082416 49.492872000000006, 7.7082987 49.492753099999995, 7.708347300000001 49.49262869999999, 7.708401600000001 49.49253959999999, 7.7084645 49.4924691, 7.7086532 49.4923948, 7.709777400000001 49.4920711, 7.710450300000001 49.49190969999999, 7.708871922954082 49.49075085994253, 7.706693131082137 49.490726518404244, 7.70662361367326 49.49336456874265))",3.666325081816544
124,"POLYGON ((7.708871922954082 49.49075085994253, 7.7087336 49.49064930000001, 7.7090689 49.4905967, 7.709161900000001 49.49051269999999, 7.7094772 49.4901319, 7.7096349 49.490045299999984, 7.709804700000001 49.49001899999999, 7.7100149 49.4900269, 7.7106051 49.4898641, 7.71088 49.489832599999986, 7.7110902 49.48975380000001, 7.711239700000001 49.48972229999999, 7.7115065000000005 49.4897013, 7.712015900000001 49.48954369999999, 7.712149300000001 49.489514799999995, 7.7123797 49.4895332, 7.7125616 49.4895989, 7.7127153 49.4896199, 7.7129699 49.4895779, 7.713119500000001 49.4895779, 7.713430799999999 49.4896724, 7.713486710374107 49.489684509112415, 7.713573876135643 49.48635858856909, 7.706810198390347 49.48628316359784, 7.706693131082137 49.490726518404244, 7.708871922954082 49.49075085994253))",3.6663250818165443
125,"POLYGON ((7.713573876135643 49.48635858856909, 7.713690302775851 49.48191521836203, 7.706927236755384 49.48183980515561, 7.706810198390347 49.48628316359784, 7.713573876135643 49.48635858856909))",3.6663250818165447
126,"POLYGON ((7.713690302775851 49.48191521836203, 7.713806700633256 49.47747184452127, 7.707044246186501 49.477396443077545, 7.706927236755384 49.48183980515561, 7.713690302775851 49.48191521836203))",3.6663250818165443
127,"POLYGON ((7.713806700633256 49.47747184452127, 7.713923069717053 49.473028467046774, 7.707161226692942 49.47295307736365, 7.707044246186501 49.477396443077545, 7.713806700633256 49.47747184452127))",3.6663250818165447
128,"POLYGON ((7.713923069717053 49.473028467046774, 7.71403941003644 49.468585085938535, 7.70727817828395 49.468509708013876, 7.707161226692942 49.47295307736365, 7.713923069717053 49.473028467046774))",3.6663250818165447
129,"POLYGON ((7.71403941003644 49.468585085938535, 7.714155721600603 49.46414170119653, 7.707395100968765 49.464066335028235, 7.70727817828395 49.468509708013876, 7.71403941003644 49.468585085938535))",3.666325081816544
130,"POLYGON ((7.714155721600603 49.46414170119653, 7.714272004418732 49.459698312820734, 7.7075119947566195 49.45962295840668, 7.707395100968765 49.464066335028235, 7.714155721600603 49.46414170119653))",0.0
131,"POLYGON ((7.714272004418732 49.459698312820734, 7.714388258500006 49.455254920811136, 7.707628859656744 49.45517957814922, 7.7075119947566195 49.45962295840668, 7.714272004418732 49.459698312820734))",0.0
132,"POLYGON ((7.714388258500006 49.455254920811136, 7.714504483853604 49.450811525167715, 7.707745695678365 49.450736194255825, 7.707628859656744 49.45517957814922, 7.714388258500006 49.455254920811136))",0.0
133,"POLYGON ((7.714504483853604 49.450811525167715, 7.714620680488703 49.446368125890444, 7.707862502830703 49.44629280672647, 7.707745695678365 49.450736194255825, 7.714504483853604 49.450811525167715))",3.666325081816543
134,"POLYGON ((7.714620680488703 49.446368125890444, 7.714736848414469 49.4419247229793, 7.707979281122979 49.44184941556112, 7.707862502830703 49.44629280672647, 7.714620680488703 49.446368125890444))",3.666325081816543
135,"POLYGON ((7.714736848414469 49.4419247229793, 7.714852987640068 49.43748131643429, 7.708096030564406 49.437406020759795, 7.707979281122979 49.44184941556112, 7.714736848414469 49.4419247229793))",3.6663250818165443
136,"POLYGON ((7.714852987640068 49.43748131643429, 7.714969098174663 49.43303790625539, 7.708212751164192 49.432962622322464, 7.708096030564406 49.437406020759795, 7.714852987640068 49.43748131643429))",3.666325081816544
137,"POLYGON ((7.714969098174663 49.43303790625539, 7.715085180027413 49.428594492442556, 7.708329442931544 49.4285192202491, 7.708212751164192 49.432962622322464, 7.714969098174663 49.43303790625539))",3.666325081816544
138,"POLYGON ((7.715085180027413 49.428594492442556, 7.715201233207469 49.42415107499576, 7.708446105875665 49.424075814539684, 7.708329442931544 49.4285192202491, 7.715085180027413 49.428594492442556))",3.666325081816544
139,"POLYGON ((7.715201233207469 49.42415107499576, 7.715317257723983 49.41970765391503, 7.708562740005751 49.41963240519419, 7.708446105875665 49.424075814539684, 7.715201233207469 49.42415107499576))",3.6663250818165443
140,"POLYGON ((7.715317257723983 49.41970765391503, 7.7154332535861 49.41526422920034, 7.708679345330995 49.415188992212634, 7.708562740005751 49.41963240519419, 7.715317257723983 49.41970765391503))",0.0
141,"POLYGON ((7.7154332535861 49.41526422920034, 7.715549220802961 49.41082080085163, 7.708795921860589 49.41074557559497, 7.708679345330995 49.415188992212634, 7.7154332535861 49.41526422920034))",0.0
142,"POLYGON ((7.715549220802961 49.41082080085163, 7.715665159383704 49.4063773688689, 7.708912469603717 49.40630215534118, 7.708795921860589 49.41074557559497, 7.715549220802961 49.41082080085163))",0.0
143,"POLYGON ((7.715665159383704 49.4063773688689, 7.715781069337463 49.401933933252145, 7.70902898856956 49.401858731451256, 7.708912469603717 49.40630215534118, 7.715665159383704 49.4063773688689))",3.666325081816544
144,"POLYGON ((7.715781069337463 49.401933933252145, 7.715896950673367 49.39749049400135, 7.7091454787672955 49.397415303925186, 7.70902898856956 49.401858731451256, 7.715781069337463 49.401933933252145))",3.6663250818165447
145,"POLYGON ((7.715896950673367 49.39749049400135, 7.715963825624973 49.394925690607145, 7.713875399999999 49.394503300000004, 7.712353599999999 49.39461829999999, 7.7113768 49.39457629999999, 7.710685899999999 49.3944993, 7.709926 49.39428230000001, 7.7093441 49.3942513, 7.709229251726666 49.39421916930091, 7.7091454787672955 49.397415303925186, 7.715896950673367 49.39749049400135))",3.666325081816543
146,"POLYGON ((7.713486710374107 49.489684509112415, 7.713661200000001 49.48972229999999, 7.7139038 49.4897354, 7.7140533 49.48974589999999, 7.7143648 49.4898248, 7.7146563000000015 49.490575, 7.7153754 49.49040949999999, 7.7156926 49.4903148, 7.7166845 49.49019599999999, 7.7174963000000005 49.490183, 7.7183583 49.4900503, 7.7186745000000005 49.489971499999996, 7.7187611 49.48994989999999, 7.718979900000001 49.4898912, 7.719327 49.4898633, 7.7195006 49.4897926, 7.719560200000001 49.48974289999999, 7.7196244 49.4896252, 7.7197977 49.4892951, 7.7198879 49.489169799999985, 7.7201437 49.4890904, 7.720269800382391 49.48903363986979, 7.720300155419513 49.487869307014215, 7.720094100000001 49.487819399999985, 7.7200642 49.487782900000006, 7.7200419 49.487729599999994, 7.720077800000001 49.4876415, 7.7202473000000005 49.48749229999999, 7.720311818548979 49.487421922423295, 7.720337582195692 49.486433618164604, 7.713573876135643 49.48635858856909, 7.713486710374107 49.489684509112415))",3.666325081816544
147,"POLYGON ((7.720337582195692 49.486433618164604, 7.7204533971020215 49.48199023625436, 7.713690302775851 49.48191521836203, 7.713573876135643 49.48635858856909, 7.720337582195692 49.486433618164604))",3.666325081816544
148,"POLYGON ((7.7204533971020215 49.48199023625436, 7.720569183376667 49.477546850712514, 7.713806700633256 49.47747184452127, 7.713690302775851 49.48191521836203, 7.7204533971020215 49.48199023625436))",3.666325081816544
149,"POLYGON ((7.720569183376667 49.477546850712514, 7.720684941028781 49.47310346153904, 7.713923069717053 49.473028467046774, 7.713806700633256 49.47747184452127, 7.720569183376667 49.477546850712514))",3.666325081816544
150,"POLYGON ((7.720684941028781 49.47310346153904, 7.720800670067505 49.468660068733925, 7.71403941003644 49.468585085938535, 7.713923069717053 49.473028467046774, 7.720684941028781 49.47310346153904))",3.6663250818165434
151,"POLYGON ((7.720800670067505 49.468660068733925, 7.720916370501985 49.46421667229714, 7.714155721600603 49.46414170119653, 7.71403941003644 49.468585085938535, 7.720800670067505 49.468660068733925))",0.0
152,"POLYGON ((7.720916370501985 49.46421667229714, 7.721032042341358 49.45977327222868, 7.714272004418732 49.459698312820734, 7.714155721600603 49.46414170119653, 7.720916370501985 49.46421667229714))",0.0
153,"POLYGON ((7.721032042341358 49.45977327222868, 7.721147685594756 49.45532986852852, 7.714388258500006 49.455254920811136, 7.714272004418732 49.459698312820734, 7.721032042341358 49.45977327222868))",0.0
154,"POLYGON ((7.721147685594756 49.45532986852852, 7.721263300271311 49.450886461196646, 7.714504483853604 49.450811525167715, 7.714388258500006 49.455254920811136, 7.721147685594756 49.45532986852852))",0.0
155,"POLYGON ((7.721263300271311 49.450886461196646, 7.721378886380149 49.446443050233015, 7.714620680488703 49.446368125890444, 7.714504483853604 49.450811525167715, 7.721263300271311 49.450886461196646))",3.666325081816544
156,"POLYGON ((7.721378886380149 49.446443050233015, 7.721494443930391 49.441999635637615, 7.714736848414469 49.4419247229793, 7.714620680488703 49.446368125890444, 7.721378886380149 49.446443050233015))",3.6663250818165443
157,"POLYGON ((7.721494443930391 49.441999635637615, 7.721609972931153 49.43755621741044, 7.714852987640068 49.43748131643429, 7.714736848414469 49.4419247229793, 7.721494443930391 49.441999635637615))",3.6663250818165434
158,"POLYGON ((7.721609972931153 49.43755621741044, 7.721725473391553 49.43311279555146, 7.714969098174663 49.43303790625539, 7.714852987640068 49.43748131643429, 7.721609972931153 49.43755621741044))",3.666325081816544
159,"POLYGON ((7.721725473391553 49.43311279555146, 7.721840945320697 49.42866937006066, 7.715085180027413 49.428594492442556, 7.714969098174663 49.43303790625539, 7.721725473391553 49.43311279555146))",3.666325081816544
160,"POLYGON ((7.721840945320697 49.42866937006066, 7.721956388727691 49.424225940938015, 7.715201233207469 49.42415107499576, 7.715085180027413 49.428594492442556, 7.721840945320697 49.42866937006066))",3.6663250818165443
161,"POLYGON ((7.721956388727691 49.424225940938015, 7.722071803621639 49.41978250818351, 7.715317257723983 49.41970765391503, 7.715201233207469 49.42415107499576, 7.721956388727691 49.424225940938015))",0.0
162,"POLYGON ((7.722071803621639 49.41978250818351, 7.722187190011638 49.41533907179713, 7.7154332535861 49.41526422920034, 7.715317257723983 49.41970765391503, 7.722071803621639 49.41978250818351))",3.666325081816544
163,"POLYGON ((7.722187190011638 49.41533907179713, 7.72230254790678 49.41089563177885, 7.715549220802961 49.41082080085163, 7.7154332535861 49.41526422920034, 7.722187190011638 49.41533907179713))",0.0
164,"POLYGON ((7.72230254790678 49.41089563177885, 7.722417877316156 49.40645218812863, 7.715665159383704 49.4063773688689, 7.715549220802961 49.41082080085163, 7.72230254790678 49.41089563177885))",3.666325081816543
165,"POLYGON ((7.722417877316156 49.40645218812863, 7.7225331782488515 49.40200874084649, 7.715781069337463 49.401933933252145, 7.715665159383704 49.4063773688689, 7.722417877316156 49.40645218812863))",3.666325081816543
166,"POLYGON ((7.7225331782488515 49.40200874084649, 7.722648450713948 49.3975652899324, 7.715896950673367 49.39749049400135, 7.715781069337463 49.401933933252145, 7.7225331782488515 49.40200874084649))",3.6663250818165443
167,"POLYGON ((7.722648450713948 49.3975652899324, 7.722724587814288 49.394629800834785, 7.722486199999999 49.39472829999999, 7.7222132 49.39481630000001, 7.7215033 49.394858299999996, 7.721170399999999 49.39487329999999, 7.7173669 49.39505219999999, 7.716649 49.395079899999985, 7.7163132 49.39502280000001, 7.7159702999999995 49.39492699999999, 7.715963825624973 49.394925690607145, 7.715896950673367 49.39749049400135, 7.722648450713948 49.3975652899324))",0.0
168,"POLYGON ((7.720269800382391 49.48903363986979, 7.7203532 49.4889961, 7.7204545 49.48889479999999, 7.720466299999999 49.48879039999999, 7.7204434 49.48868079999999, 7.7203423 49.488465700000006, 7.7203577 49.488318699999994, 7.720496400000002 49.4880797, 7.720474900000001 49.4879956, 7.720435000000001 49.4879435, 7.720312100000001 49.4878722, 7.720300155419513 49.487869307014215, 7.720269800382391 49.48903363986979))",0.0
169,"POLYGON ((7.720311818548979 49.487421922423295, 7.7204411 49.487280899999995, 7.7205784 49.4871741, 7.7207451 49.48712149999999, 7.721037800000001 49.48710019999999, 7.721237100000001 49.4870671, 7.7220936 49.48677219999999, 7.7227236 49.486534899999995, 7.72305091479936 49.486463605877766, 7.720337582195692 49.486433618164604, 7.720311818548979 49.487421922423295))",0.0
170,"POLYGON ((7.72305091479936 49.486463605877766, 7.724170199999999 49.48621979999999, 7.7249698 49.4861063, 7.7254436 49.4860347, 7.725646700000001 49.48595509999999, 7.7257669 49.4858344, 7.7258107 49.48572089999999, 7.7260922999999995 49.48456559999999, 7.726150200000001 49.48434529999999, 7.7262661999999995 49.4838441, 7.7263307 49.48372439999999, 7.727198054063224 49.482777149407944, 7.7272165195852764 49.482064858828586, 7.7204533971020215 49.48199023625436, 7.720337582195692 49.486433618164604, 7.72305091479936 49.486463605877766))",3.6663250818165447
171,"POLYGON ((7.7272165195852764 49.482064858828586, 7.727331694268167 49.47762146164728, 7.720569183376667 49.477546850712514, 7.7204533971020215 49.48199023625436, 7.7272165195852764 49.482064858828586))",3.6663250818165443
172,"POLYGON ((7.727331694268167 49.47762146164728, 7.727446840479599 49.47317806083644, 7.720684941028781 49.47310346153904, 7.720569183376667 49.477546850712514, 7.727331694268167 49.47762146164728))",0.0
173,"POLYGON ((7.727446840479599 49.47317806083644, 7.727561958228675 49.46873465639605, 7.720800670067505 49.468660068733925, 7.720684941028781 49.47310346153904, 7.727446840479599 49.47317806083644))",0.0
174,"POLYGON ((7.727561958228675 49.46873465639605, 7.727677047524484 49.464291248326106, 7.720916370501985 49.46421667229714, 7.720800670067505 49.468660068733925, 7.727561958228675 49.46873465639605))",3.6663250818165434
175,"POLYGON ((7.727677047524484 49.464291248326106, 7.727792108376117 49.45984783662655, 7.721032042341358 49.45977327222868, 7.720916370501985 49.46421667229714, 7.727677047524484 49.464291248326106))",3.6663250818165447
176,"POLYGON ((7.727792108376117 49.45984783662655, 7.727907140792663 49.455404421297395, 7.721147685594756 49.45532986852852, 7.721032042341358 49.45977327222868, 7.727792108376117 49.45984783662655))",0.0
177,"POLYGON ((7.727907140792663 49.455404421297395, 7.728022144783198 49.450961002338616, 7.721263300271311 49.450886461196646, 7.721147685594756 49.45532986852852, 7.727907140792663 49.455404421297395))",0.0
178,"POLYGON ((7.728022144783198 49.450961002338616, 7.728137120356805 49.44651757975017, 7.721378886380149 49.446443050233015, 7.721263300271311 49.450886461196646, 7.728022144783198 49.450961002338616))",3.6663250818165443
179,"POLYGON ((7.728137120356805 49.44651757975017, 7.728252067522555 49.44207415353204, 7.721494443930391 49.441999635637615, 7.721378886380149 49.446443050233015, 7.728137120356805 49.44651757975017))",3.6663250818165434
180,"POLYGON ((7.728252067522555 49.44207415353204, 7.72836698628952 49.437630723684215, 7.721609972931153 49.43755621741044, 7.721494443930391 49.441999635637615, 7.728252067522555 49.44207415353204))",3.6663250818165443
181,"POLYGON ((7.72836698628952 49.437630723684215, 7.728481876666762 49.4331872902067, 7.721725473391553 49.43311279555146, 7.721609972931153 49.43755621741044, 7.72836698628952 49.437630723684215))",3.666325081816544
182,"POLYGON ((7.728481876666762 49.4331872902067, 7.728596738663346 49.42874385309944, 7.721840945320697 49.42866937006066, 7.721725473391553 49.43311279555146, 7.728481876666762 49.4331872902067))",3.666325081816544
183,"POLYGON ((7.728596738663346 49.42874385309944, 7.728711572288329 49.42430041236242, 7.721956388727691 49.424225940938015, 7.721840945320697 49.42866937006066, 7.728596738663346 49.42874385309944))",3.6663250818165447
184,"POLYGON ((7.728711572288329 49.42430041236242, 7.728826377550765 49.419856967995614, 7.722071803621639 49.41978250818351, 7.721956388727691 49.424225940938015, 7.728711572288329 49.42430041236242))",0.0
185,"POLYGON ((7.728826377550765 49.419856967995614, 7.728941154459702 49.41541351999905, 7.722187190011638 49.41533907179713, 7.722071803621639 49.41978250818351, 7.728826377550765 49.419856967995614))",0.0
186,"POLYGON ((7.728941154459702 49.41541351999905, 7.729055903024186 49.41097006837263, 7.72230254790678 49.41089563177885, 7.722187190011638 49.41533907179713, 7.728941154459702 49.41541351999905))",0.0
187,"POLYGON ((7.729055903024186 49.41097006837263, 7.729170623253261 49.40652661311639, 7.722417877316156 49.40645218812863, 7.72230254790678 49.41089563177885, 7.729055903024186 49.41097006837263))",3.6663250818165447
188,"POLYGON ((7.729170623253261 49.40652661311639, 7.729285315155963 49.402083154230276, 7.7225331782488515 49.40200874084649, 7.722417877316156 49.40645218812863, 7.729170623253261 49.40652661311639))",3.6663250818165443
189,"POLYGON ((7.729285315155963 49.402083154230276, 7.729399978741325 49.397639691714325, 7.722648450713948 49.3975652899324, 7.7225331782488515 49.40200874084649, 7.729285315155963 49.402083154230276))",3.666325081816543
190,"POLYGON ((7.729399978741325 49.397639691714325, 7.729514614018379 49.393196225568445, 7.728654113549123 49.39318676541586, 7.7285773 49.3933245, 7.727392499999999 49.3932635, 7.7263666 49.3933745, 7.7254414 49.39338239999999, 7.7250555 49.3933974, 7.723788000000001 49.3941904, 7.722724587814288 49.394629800834785, 7.722648450713948 49.3975652899324, 7.729399978741325 49.397639691714325))",3.666325081816544
191,"POLYGON ((7.729514614018379 49.393196225568445, 7.729520860308255 49.39295407669707, 7.7291293 49.3929205, 7.728863300000001 49.3929815, 7.7286643 49.3931685, 7.728654113549123 49.39318676541586, 7.729514614018379 49.393196225568445))",0.0
192,"POLYGON ((7.727198054063224 49.482777149407944, 7.727249100000001 49.482721399999996, 7.727379700000002 49.48263549999999, 7.727594900000002 49.48252549999999, 7.728281299999999 49.482265099999985, 7.728753919773279 49.48208176692195, 7.7272165195852764 49.482064858828586, 7.727198054063224 49.482777149407944))",0.0
193,"POLYGON ((7.728753919773279 49.48208176692195, 7.7294545 49.481809999999996, 7.7295403 49.48174790000001, 7.7310853999999996 49.480245599999996, 7.7320618 49.479451000000005, 7.732549800000001 49.4790712, 7.7334457 49.478369199999996, 7.7340853122993325 49.47804171864549, 7.73409423315918 49.477695677321584, 7.727331694268167 49.47762146164728, 7.7272165195852764 49.482064858828586, 7.728753919773279 49.48208176692195))",3.6663250818165443
194,"POLYGON ((7.73409423315918 49.477695677321584, 7.734208767920985 49.473252264935006, 7.727446840479599 49.47317806083644, 7.727331694268167 49.47762146164728, 7.73409423315918 49.477695677321584))",0.0
195,"POLYGON ((7.734208767920985 49.473252264935006, 7.734323274371466 49.46880884892095, 7.727561958228675 49.46873465639605, 7.727446840479599 49.47317806083644, 7.734208767920985 49.473252264935006))",3.6663250818165434
196,"POLYGON ((7.734323274371466 49.46880884892095, 7.734437752519665 49.46436542927941, 7.727677047524484 49.464291248326106, 7.727561958228675 49.46873465639605, 7.734323274371466 49.46880884892095))",3.6663250818165434
197,"POLYGON ((7.734437752519665 49.46436542927941, 7.734552202374625 49.459922006010366, 7.727792108376117 49.45984783662655, 7.727677047524484 49.464291248326106, 7.734437752519665 49.46436542927941))",3.6663250818165443
198,"POLYGON ((7.734552202374625 49.459922006010366, 7.734666623945385 49.45547857911377, 7.727907140792663 49.455404421297395, 7.727792108376117 49.45984783662655, 7.734552202374625 49.459922006010366))",3.666325081816544
199,"POLYGON ((7.734666623945385 49.45547857911377, 7.734781017240976 49.451035148589646, 7.728022144783198 49.450961002338616, 7.727907140792663 49.455404421297395, 7.734666623945385 49.45547857911377))",0.0
200,"POLYGON ((7.734781017240976 49.451035148589646, 7.7348953822704285 49.446591714437936, 7.728137120356805 49.44651757975017, 7.728022144783198 49.450961002338616, 7.734781017240976 49.451035148589646))",3.666325081816544
201,"POLYGON ((7.7348953822704285 49.446591714437936, 7.735009719042768 49.44214827665863, 7.728252067522555 49.44207415353204, 7.728137120356805 49.44651757975017, 7.7348953822704285 49.446591714437936))",3.6663250818165434
202,"POLYGON ((7.735009719042768 49.44214827665863, 7.735124027567019 49.437704835251694, 7.72836698628952 49.437630723684215, 7.728252067522555 49.44207415353204, 7.735009719042768 49.44214827665863))",3.6663250818165447
203,"POLYGON ((7.735124027567019 49.437704835251694, 7.735238307852193 49.43326139021714, 7.728481876666762 49.4331872902067, 7.72836698628952 49.437630723684215, 7.735124027567019 49.437704835251694))",3.666325081816544
204,"POLYGON ((7.735238307852193 49.43326139021714, 7.7353525599073105 49.428817941554925, 7.728596738663346 49.42874385309944, 7.728481876666762 49.4331872902067, 7.735238307852193 49.43326139021714))",3.6663250818165443
205,"POLYGON ((7.7353525599073105 49.428817941554925, 7.735466783741377 49.42437448926502, 7.728711572288329 49.42430041236242, 7.728596738663346 49.42874385309944, 7.7353525599073105 49.428817941554925))",3.666325081816544
206,"POLYGON ((7.735466783741377 49.42437448926502, 7.735580979363399 49.41993103334742, 7.728826377550765 49.419856967995614, 7.728711572288329 49.42430041236242, 7.735466783741377 49.42437448926502))",3.666325081816544
207,"POLYGON ((7.735580979363399 49.41993103334742, 7.735695146782378 49.4154875738021, 7.728941154459702 49.41541351999905, 7.728826377550765 49.419856967995614, 7.735580979363399 49.41993103334742))",0.0
208,"POLYGON ((7.735695146782378 49.4154875738021, 7.735809286007314 49.411044110629035, 7.729055903024186 49.41097006837263, 7.728941154459702 49.41541351999905, 7.735695146782378 49.4154875738021))",0.0
209,"POLYGON ((7.735809286007314 49.411044110629035, 7.7359233970472 49.4066006438282, 7.729170623253261 49.40652661311639, 7.729055903024186 49.41097006837263, 7.735809286007314 49.411044110629035))",3.6663250818165443
210,"POLYGON ((7.7359233970472 49.4066006438282, 7.736037479911023 49.40215717339959, 7.729285315155963 49.402083154230276, 7.729170623253261 49.40652661311639, 7.7359233970472 49.4066006438282))",3.6663250818165443
211,"POLYGON ((7.736037479911023 49.40215717339959, 7.736151534607772 49.39771369934317, 7.729399978741325 49.397639691714325, 7.729285315155963 49.402083154230276, 7.736037479911023 49.40215717339959))",3.666325081816544
212,"POLYGON ((7.736151534607772 49.39771369934317, 7.7362655611464275 49.39327022165892, 7.729514614018379 49.393196225568445, 7.729399978741325 49.397639691714325, 7.736151534607772 49.39771369934317))",0.0
213,"POLYGON ((7.7362655611464275 49.39327022165892, 7.736302630676217 49.391825429349886, 7.736246199999999 49.3918216, 7.735864300000001 49.391867600000005, 7.7350684 49.39202759999999, 7.7346785 49.392107599999996, 7.734527500000001 49.39213459999999, 7.7338386 49.3922336, 7.733118700000001 49.39245460000001, 7.7316049 49.39282849999999, 7.7305521 49.39304249999999, 7.729520860308255 49.39295407669707, 7.729514614018379 49.393196225568445, 7.7362655611464275 49.39327022165892))",3.666325081816544
214,"POLYGON ((7.7340853122993325 49.47804171864549, 7.7341082 49.47803, 7.7342346 49.47799009999999, 7.734443400000002 49.47803809999999, 7.7346187 49.4780374, 7.734735799999999 49.478007699999985, 7.7347918 49.47795309999999, 7.734852900000002 49.477853799999984, 7.7348885 49.477709999999995, 7.7348920017643366 49.47770440637086, 7.73409423315918 49.477695677321584, 7.7340853122993325 49.47804171864549))",0.0
