,geometry,population
33,"POLYGON ((7.667915942129148 49.423615967238334, 7.668036233749149 49.41917262959539, 7.667917420308867 49.41917126075651, 7.66751 49.4199094, 7.665775199999999 49.4222021, 7.665393300000001 49.42234309999999, 7.664883300000002 49.42294999999999, 7.664409491722943 49.42357551569536, 7.667915942129148 49.423615967238334))",0.0
34,"POLYGON ((7.668036233749149 49.41917262959539, 7.668043813733383 49.41889260289037, 7.6680157 49.418993199999996, 7.667917420308867 49.41917126075651, 7.668036233749149 49.41917262959539))",0.0
35,"POLYGON ((7.667253034881559 49.44808272889585, 7.6708174 49.4493817, 7.672222100000001 49.44909909999999, 7.673993671482741 49.44881574066894, 7.674072043230431 49.445910288726616, 7.66731403808587 49.4458326007192, 7.667253034881559 49.44808272889585))",0.0
36,"POLYGON ((7.674072043230431 49.445910288726616, 7.674191873218394 49.441466957213244, 7.667434478385269 49.441389281320824, 7.66731403808587 49.4458326007192, 7.674072043230431 49.445910288726616))",3.6663250818165447
37,"POLYGON ((7.674191873218394 49.441466957213244, 7.67431167360215 49.43702362205318, 7.6675548889298 49.43694595827357, 7.667434478385269 49.441389281320824, 7.674191873218394 49.441466957213244))",3.6663250818165443
38,"POLYGON ((7.67431167360215 49.43702362205318, 7.674431444391149 49.4325802832464, 7.667675269728961 49.432502631577414, 7.6675548889298 49.43694595827357, 7.67431167360215 49.43702362205318))",3.6663250818165447
39,"POLYGON ((7.674431444391149 49.4325802832464, 7.6745511855948365 49.428136940792875, 7.667795620792247 49.428059301232345, 7.667675269728961 49.432502631577414, 7.674431444391149 49.4325802832464))",3.6663250818165434
40,"POLYGON ((7.6745511855948365 49.428136940792875, 7.6746708972226525 49.42369359469258, 7.667915942129148 49.423615967238334, 7.667795620792247 49.428059301232345, 7.6745511855948365 49.428136940792875))",0.0
41,"POLYGON ((7.6746708972226525 49.42369359469258, 7.6747905792840365 49.41925024494551, 7.668036233749149 49.41917262959539, 7.667915942129148 49.423615967238334, 7.6746708972226525 49.42369359469258))",0.0
42,"POLYGON ((7.6747905792840365 49.41925024494551, 7.67491023178842 49.414806891551684, 7.67042455827904 49.414755393308084, 7.6699576 49.4157358, 7.6692757 49.4170907, 7.6681122 49.4186479, 7.668043813733383 49.41889260289037, 7.668036233749149 49.41917262959539, 7.6747905792840365 49.41925024494551))",0.0
43,"POLYGON ((7.67491023178842 49.414806891551684, 7.675022831932901 49.41062442508589, 7.674322 49.4110214, 7.6737841 49.411593299999986, 7.672932200000001 49.412169299999995, 7.671548399999999 49.412623200000006, 7.6709605000000005 49.413630099999985, 7.67042455827904 49.414755393308084, 7.67491023178842 49.414806891551684))",0.0
44,"POLYGON ((7.673993671482741 49.44881574066894, 7.675034799999999 49.44864919999999, 7.6784593 49.4480732, 7.680505199999999 49.4477242, 7.680784753527599 49.447676527446525, 7.680830077497777 49.44598758193701, 7.674072043230431 49.445910288726616, 7.673993671482741 49.44881574066894))",3.666325081816544
45,"POLYGON ((7.680830077497777 49.44598758193701, 7.68094929716501 49.4415442383702, 7.674191873218394 49.441466957213244, 7.674072043230431 49.445910288726616, 7.680830077497777 49.44598758193701))",3.666325081816544
46,"POLYGON ((7.68094929716501 49.4415442383702, 7.681068487378697 49.43710089115884, 7.67431167360215 49.43702362205318, 7.674191873218394 49.441466957213244, 7.68094929716501 49.4415442383702))",3.6663250818165434
47,"POLYGON ((7.681068487378697 49.43710089115884, 7.681187648148243 49.43265754030293, 7.674431444391149 49.4325802832464, 7.67431167360215 49.43702362205318, 7.681068487378697 49.43710089115884))",3.666325081816544
48,"POLYGON ((7.681187648148243 49.43265754030293, 7.6813067794830445 49.42821418580243, 7.6745511855948365 49.428136940792875, 7.674431444391149 49.4325802832464, 7.681187648148243 49.43265754030293))",3.666325081816545
49,"POLYGON ((7.6813067794830445 49.42821418580243, 7.681425881392495 49.42377082765734, 7.6746708972226525 49.42369359469258, 7.6745511855948365 49.428136940792875, 7.6813067794830445 49.42821418580243))",3.6663250818165443
50,"POLYGON ((7.681425881392495 49.42377082765734, 7.681544953885985 49.41932746586765, 7.6747905792840365 49.41925024494551, 7.6746708972226525 49.42369359469258, 7.681425881392495 49.42377082765734))",0.0
51,"POLYGON ((7.681544953885985 49.41932746586765, 7.681663996972899 49.41488410043334, 7.67491023178842 49.414806891551684, 7.6747905792840365 49.41925024494551, 7.681544953885985 49.41932746586765))",0.0
52,"POLYGON ((7.681663996972899 49.41488410043334, 7.681783010662619 49.41044073135438, 7.675408951149633 49.41036787850221, 7.6750829 49.41059039999999, 7.675022831932901 49.41062442508589, 7.67491023178842 49.414806891551684, 7.681663996972899 49.41488410043334))",0.0
53,"POLYGON ((7.681783010662619 49.41044073135438, 7.681901994964521 49.405997358630785, 7.676644095238977 49.40593729235038, 7.676742700000001 49.40621889999999, 7.6766677 49.4067979, 7.6763557 49.4069888, 7.676547700000001 49.407595799999996, 7.6764266999999995 49.40811769999999, 7.676666700000001 49.4088736, 7.6768717 49.4093656, 7.6767457 49.40953360000001, 7.676536700000001 49.40960549999999, 7.6762547 49.4098155, 7.6760268 49.40994549999999, 7.6755868 49.41024650000001, 7.675408951149633 49.41036787850221, 7.681783010662619 49.41044073135438))",0.0
54,"POLYGON ((7.681901994964521 49.405997358630785, 7.6820209498879795 49.401553982262506, 7.679931389772614 49.40153014132506, 7.6799313 49.4015305, 7.6798983 49.401736400000004, 7.679747299999999 49.401888400000004, 7.6787664 49.4026283, 7.6786164 49.40301429999999, 7.678557400000001 49.40346020000001, 7.6773386 49.404406099999996, 7.677040700000001 49.4048261, 7.676615699999999 49.405425, 7.6765407 49.405642, 7.676644095238977 49.40593729235038, 7.681901994964521 49.405997358630785))",0.0
55,"POLYGON ((7.6820209498879795 49.401553982262506, 7.682139875442362 49.39711060224956, 7.6815612968733795 49.397104005145614, 7.681227100000002 49.397203899999994, 7.6800542 49.3983368, 7.679391300000001 49.3983788, 7.678907999999999 49.3983518, 7.678492200000001 49.399466399999994, 7.6788054 49.3996497, 7.679762299999999 49.4002636, 7.6800622 49.401007500000006, 7.679931389772614 49.40153014132506, 7.6820209498879795 49.401553982262506))",3.666325081816544
56,"POLYGON ((7.682139875442362 49.39711060224956, 7.68214485305578 49.39692460116182, 7.682120000000001 49.396936999999994, 7.6815612968733795 49.397104005145614, 7.682139875442362 49.39711060224956))",0.0
57,"POLYGON ((7.680784753527599 49.447676527446525, 7.681788799999999 49.447505299999996, 7.6825927 49.447348299999994, 7.686730100000001 49.4463224, 7.687586644574111 49.44612052282515, 7.687588140739697 49.4460644803463, 7.680830077497777 49.44598758193701, 7.680784753527599 49.447676527446525))",0.0
58,"POLYGON ((7.687588140739697 49.4460644803463, 7.687706750076948 49.44162112478756, 7.68094929716501 49.4415442383702, 7.680830077497777 49.44598758193701, 7.687588140739697 49.4460644803463))",3.666325081816544
59,"POLYGON ((7.687706750076948 49.44162112478756, 7.6878253301113215 49.43717776558642, 7.681068487378697 49.43710089115884, 7.68094929716501 49.4415442383702, 7.687706750076948 49.44162112478756))",3.6663250818165434
60,"POLYGON ((7.6878253301113215 49.43717776558642, 7.687943880852171 49.43273440274288, 7.681187648148243 49.43265754030293, 7.681068487378697 49.43710089115884, 7.6878253301113215 49.43717776558642))",3.6663250818165447
61,"POLYGON ((7.687943880852171 49.43273440274288, 7.68806240230885 49.42829103625692, 7.6813067794830445 49.42821418580243, 7.681187648148243 49.43265754030293, 7.687943880852171 49.43273440274288))",3.666325081816544
62,"POLYGON ((7.68806240230885 49.42829103625692, 7.688180894490702 49.42384766612852, 7.681425881392495 49.42377082765734, 7.6813067794830445 49.42821418580243, 7.68806240230885 49.42829103625692))",3.666325081816544
63,"POLYGON ((7.688180894490702 49.42384766612852, 7.688299357407067 49.41940429235766, 7.681544953885985 49.41932746586765, 7.681425881392495 49.42377082765734, 7.688180894490702 49.42384766612852))",0.0
64,"POLYGON ((7.688299357407067 49.41940429235766, 7.688417791067284 49.414960914944345, 7.681663996972899 49.41488410043334, 7.681544953885985 49.41932746586765, 7.688299357407067 49.41940429235766))",3.666325081816544
65,"POLYGON ((7.688417791067284 49.414960914944345, 7.688536195480687 49.41051753388853, 7.681783010662619 49.41044073135438, 7.681663996972899 49.41488410043334, 7.688417791067284 49.414960914944345))",3.666325081816544
66,"POLYGON ((7.688536195480687 49.41051753388853, 7.688654570656605 49.40607414919021, 7.681901994964521 49.405997358630785, 7.681783010662619 49.41044073135438, 7.688536195480687 49.41051753388853))",0.0
67,"POLYGON ((7.688654570656605 49.40607414919021, 7.688772916604362 49.40163076084938, 7.6820209498879795 49.401553982262506, 7.681901994964521 49.405997358630785, 7.688654570656605 49.40607414919021))",0.0
68,"POLYGON ((7.688772916604362 49.40163076084938, 7.688891233333281 49.397187368866035, 7.682139875442362 49.39711060224956, 7.6820209498879795 49.401553982262506, 7.688772916604362 49.40163076084938))",0.0
69,"POLYGON ((7.688891233333281 49.397187368866035, 7.688954842347784 49.39479807339353, 7.6882611 49.39499519999999, 7.686239399999999 49.395259200000005, 7.6854785 49.39548010000001, 7.6847366 49.39565209999999, 7.684314600000001 49.3958421, 7.68214485305578 49.39692460116182, 7.682139875442362 49.39711060224956, 7.688891233333281 49.397187368866035))",3.666325081816544
70,"POLYGON ((7.687586644574111 49.44612052282515, 7.6876996 49.4460939, 7.687796743470667 49.44606684770107, 7.687588140739697 49.4460644803463, 7.687586644574111 49.44612052282515))",0.0
71,"POLYGON ((7.687796743470667 49.44606684770107, 7.6902573 49.44538159999999, 7.690576000000001 49.445268299999995, 7.6914629 49.44504289999999, 7.692061499999999 49.44489409999999, 7.6934137 49.444584, 7.694389098448262 49.444526963807256, 7.694464231806039 49.441697616461205, 7.687706750076948 49.44162112478756, 7.687588140739697 49.4460644803463, 7.687796743470667 49.44606684770107))",3.6663250818165434
72,"POLYGON ((7.694464231806039 49.441697616461205, 7.694582201651899 49.43725424533181, 7.6878253301113215 49.43717776558642, 7.687706750076948 49.44162112478756, 7.694464231806039 49.441697616461205))",3.6663250818165443
73,"POLYGON ((7.694582201651899 49.43725424533181, 7.694700142354861 49.432810870562164, 7.687943880852171 49.43273440274288, 7.6878253301113215 49.43717776558642, 7.694582201651899 49.43725424533181))",3.6663250818165443
74,"POLYGON ((7.694700142354861 49.432810870562164, 7.694818053924226 49.42836749215225, 7.68806240230885 49.42829103625692, 7.687943880852171 49.43273440274288, 7.694700142354861 49.432810870562164))",3.6663250818165443
75,"POLYGON ((7.694818053924226 49.42836749215225, 7.69493593636929 49.423924110102014, 7.688180894490702 49.42384766612852, 7.68806240230885 49.42829103625692, 7.694818053924226 49.42836749215225))",3.666325081816544
76,"POLYGON ((7.69493593636929 49.423924110102014, 7.695053789699349 49.419480724411464, 7.688299357407067 49.41940429235766, 7.688180894490702 49.42384766612852, 7.69493593636929 49.423924110102014))",3.666325081816543
77,"POLYGON ((7.695053789699349 49.419480724411464, 7.695171613923691 49.415037335080605, 7.688417791067284 49.414960914944345, 7.688299357407067 49.41940429235766, 7.695053789699349 49.419480724411464))",3.6663250818165443
78,"POLYGON ((7.695171613923691 49.415037335080605, 7.695289409051603 49.41059394210938, 7.688536195480687 49.41051753388853, 7.688417791067284 49.414960914944345, 7.695171613923691 49.415037335080605))",3.6663250818165434
79,"POLYGON ((7.695289409051603 49.41059394210938, 7.695407175092364 49.4061505454978, 7.688654570656605 49.40607414919021, 7.688536195480687 49.41051753388853, 7.695289409051603 49.41059394210938))",3.666325081816544
80,"POLYGON ((7.695407175092364 49.4061505454978, 7.695524912055254 49.40170714524583, 7.688772916604362 49.40163076084938, 7.688654570656605 49.40607414919021, 7.695407175092364 49.4061505454978))",0.0
81,"POLYGON ((7.695524912055254 49.40170714524583, 7.6956426199495445 49.397263741353484, 7.688891233333281 49.397187368866035, 7.688772916604362 49.40163076084938, 7.695524912055254 49.40170714524583))",3.666325081816544
82,"POLYGON ((7.6956426199495445 49.397263741353484, 7.695760298784505 49.39282033382072, 7.692921506622567 49.39278827123135, 7.6929024 49.39286649999999, 7.6927544999999995 49.39311839999999, 7.692416500000001 49.39356139999999, 7.692274500000001 49.39367539999999, 7.6910127 49.39421329999999, 7.688954842347784 49.39479807339353, 7.688891233333281 49.397187368866035, 7.6956426199495445 49.397263741353484))",3.557883398466546
83,"POLYGON ((7.695760298784505 49.39282033382072, 7.6958779485694 49.38837692264752, 7.6927058547780875 49.38834109337805, 7.6927675 49.388373, 7.692815500000003 49.38844189999999, 7.6928885000000005 49.3888999, 7.692468200000001 49.3894461, 7.6922987 49.3896309, 7.6921947 49.389744099999994, 7.692082599999999 49.389829899999995, 7.691812199999999 49.389896300000004, 7.691204300000001 49.39004030000001, 7.6898609 49.39013979999999, 7.689079298171833 49.390122316271864, 7.689069302178247 49.390497906897224, 7.689116 49.3904907, 7.689202 49.390520699999996, 7.691568599999999 49.39063569999999, 7.6918696 49.3906427, 7.6921365999999995 49.3906967, 7.692395500000001 49.39083369999999, 7.692533499999999 49.390955700000006, 7.6926844999999995 49.39132159999999, 7.692747500000001 49.391451599999996, 7.692811500000001 49.3917146, 7.692927400000002 49.3921575, 7.692950399999999 49.39255750000001, 7.6929554 49.3926495, 7.692921506622567 49.39278827123135, 7.695760298784505 49.39282033382072))",3.4722715431902316
84,"POLYGON ((7.6958779485694 49.38837692264752, 7.6959538669159855 49.38550904507678, 7.6951815 49.3854522, 7.694948599999999 49.385496399999994, 7.6937975000000005 49.386099399999985, 7.693681599999999 49.386532100000004, 7.6930854 49.3873361, 7.692897500000003 49.3874841, 7.6926495 49.38758700000001, 7.6917796 49.387739999999994, 7.6916906 49.38782799999999, 7.6917036 49.387912, 7.6917886 49.38798799999999, 7.6923695 49.388167, 7.6927058547780875 49.38834109337805, 7.6958779485694 49.38837692264752))",3.666325081816544
85,"POLYGON ((7.694389098448262 49.444526963807256, 7.694804000000001 49.4445027, 7.695763800000001 49.44441170000001, 7.6973363 49.444223199999996, 7.697423599999999 49.444212699999994, 7.698421400000001 49.44404469999999, 7.6987864 49.443926699999984, 7.6989714 49.44382769999999, 7.7012042985560925 49.442434057689276, 7.701221742204108 49.44177371338708, 7.694464231806039 49.441697616461205, 7.694389098448262 49.444526963807256))",3.5736243238621648
86,"POLYGON ((7.701221742204108 49.44177371338708, 7.701339101852305 49.43733033039096, 7.694582201651899 49.43725424533181, 7.694464231806039 49.441697616461205, 7.701221742204108 49.44177371338708))",3.666325081816544
87,"POLYGON ((7.701339101852305 49.43733033039096, 7.7014564325082295 49.43288694375671, 7.694700142354861 49.432810870562164, 7.694582201651899 49.43725424533181, 7.701339101852305 49.43733033039096))",3.6663250818165447
88,"POLYGON ((7.7014564325082295 49.43288694375671, 7.701573734181135 49.42844355348432, 7.694818053924226 49.42836749215225, 7.694700142354861 49.432810870562164, 7.7014564325082295 49.43288694375671))",3.666325081816543
89,"POLYGON ((7.701573734181135 49.42844355348432, 7.7016910068802735 49.42400015957375, 7.69493593636929 49.423924110102014, 7.694818053924226 49.42836749215225, 7.701573734181135 49.42844355348432))",3.6663250818165447
90,"POLYGON ((7.7016910068802735 49.42400015957375, 7.701808250614891 49.419556762024996, 7.695053789699349 49.419480724411464, 7.69493593636929 49.423924110102014, 7.7016910068802735 49.42400015957375))",3.6663250818165447
91,"POLYGON ((7.701808250614891 49.419556762024996, 7.701925465394226 49.41511336083806, 7.695171613923691 49.415037335080605, 7.695053789699349 49.419480724411464, 7.701808250614891 49.419556762024996))",3.6663250818165443
92,"POLYGON ((7.701925465394226 49.41511336083806, 7.7020426512275195 49.41066995601288, 7.695289409051603 49.41059394210938, 7.695171613923691 49.415037335080605, 7.701925465394226 49.41511336083806))",3.666325081816544
93,"POLYGON ((7.7020426512275195 49.41066995601288, 7.7021598081240015 49.40622654754947, 7.695407175092364 49.4061505454978, 7.695289409051603 49.41059394210938, 7.7020426512275195 49.41066995601288))",3.666325081816543
94,"POLYGON ((7.7021598081240015 49.40622654754947, 7.702276936092905 49.4017831354478, 7.695524912055254 49.40170714524583, 7.695407175092364 49.4061505454978, 7.7021598081240015 49.40622654754947))",3.6663250818165443
95,"POLYGON ((7.702276936092905 49.4017831354478, 7.702394035143452 49.397339719707894, 7.6956426199495445 49.397263741353484, 7.695524912055254 49.40170714524583, 7.702276936092905 49.4017831354478))",3.666325081816544
96,"POLYGON ((7.702394035143452 49.397339719707894, 7.7025111052848665 49.39289630032968, 7.695760298784505 49.39282033382072, 7.6956426199495445 49.397263741353484, 7.702394035143452 49.397339719707894))",3.666325081816544
97,"POLYGON ((7.7025111052848665 49.39289630032968, 7.70257630681488 49.3904210866125, 7.7014732 49.3893919, 7.700381169029268 49.388427637628226, 7.6958779485694 49.38837692264752, 7.695760298784505 49.39282033382072, 7.7025111052848665 49.39289630032968))",0.0
98,"POLYGON ((7.700381169029268 49.388427637628226, 7.700354400000001 49.388403999999994, 7.6999884 49.388079, 7.6996095 49.38797599999999, 7.699359500000001 49.388018, 7.6984437 49.3873241, 7.698144700000001 49.3871561, 7.697033900000001 49.38678610000001, 7.6970209 49.3861642, 7.6972668 49.38601619999999, 7.697729800000001 49.38596619999999, 7.698166700000001 49.3857563, 7.6984946999999995 49.385512299999995, 7.698138700000001 49.38529429999999, 7.698051699999999 49.385253299999995, 7.6977758 49.38512329999999, 7.697158900000001 49.38560029999999, 7.6970269 49.38565729999999, 7.696920900000001 49.385691300000005, 7.696768700000001 49.38564679999999, 7.696014399999999 49.38551349999999, 7.6959538669159855 49.38550904507678, 7.6958779485694 49.38837692264752, 7.700381169029268 49.388427637628226))",0.0
99,"POLYGON ((7.7012042985560925 49.442434057689276, 7.701391999999999 49.4423169, 7.701801 49.44212589999999, 7.7025219 49.44190499999999, 7.703185399999999 49.44235629999999, 7.704914100000001 49.442437899999994, 7.7041594434203615 49.446251368955366, 7.707862502830703 49.44629280672647, 7.707979281122979 49.44184941556112, 7.701221742204108 49.44177371338708, 7.7012042985560925 49.442434057689276))",3.6663250818165443
100,"POLYGON ((7.7041594434203615 49.446251368955366, 7.703863000000001 49.4477492, 7.7036916 49.4488196, 7.7034177 49.4499001, 7.703245700000001 49.450271, 7.703052196971073 49.45068364977711, 7.707745695678365 49.450736194255825, 7.707862502830703 49.44629280672647, 7.7041594434203615 49.446251368955366))",3.666325081816544
101,"POLYGON ((7.703052196971073 49.45068364977711, 7.7019989 49.45292969999999, 7.7019099 49.45296369999999, 7.7017541 49.4530368, 7.700975 49.453096699999996, 7.700921638649201 49.453131001681214, 7.700869489213295 49.45510384054682, 7.707628859656744 49.45517957814922, 7.707745695678365 49.450736194255825, 7.703052196971073 49.45068364977711))",3.666325081816544
102,"POLYGON ((7.700869489213295 49.45510384054682, 7.700752013503393 49.45954720899058, 7.7075119947566195 49.45962295840668, 7.707628859656744 49.45517957814922, 7.700869489213295 49.45510384054682))",0.0
103,"POLYGON ((7.700752013503393 49.45954720899058, 7.70063450875489 49.4639905737963, 7.707395100968765 49.464066335028235, 7.7075119947566195 49.45962295840668, 7.700752013503393 49.45954720899058))",3.666325081816544
104,"POLYGON ((7.70063450875489 49.4639905737963, 7.700516974958507 49.46843393496399, 7.70727817828395 49.468509708013876, 7.707395100968765 49.464066335028235, 7.70063450875489 49.4639905737963))",3.666325081816544
105,"POLYGON ((7.700516974958507 49.46843393496399, 7.700399412104962 49.472877292493685, 7.707161226692942 49.47295307736365, 7.70727817828395 49.468509708013876, 7.700516974958507 49.46843393496399))",0.0
