u,v,key,osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,ref,width,access,service,bridge,junction,tunnel
262420390,5332681930,0,24237184,False,,Osbüsch,residential,True,47.751,30,"LINESTRING (6.683731 49.7274216, 6.6837422 49.7274812, 6.6837457 49.7275543, 6.6837376 49.7276331, 6.6837189 49.7276574, 6.6836183 49.727732, 6.6834949 49.7277762)",,,,,,,
262420406,5356728955,0,24237174,False,,Franzenheimer Straße,service,False,68.709,30,"LINESTRING (6.6842828 49.7231818, 6.6843566 49.7233067, 6.6844591 49.7234839, 6.6845262 49.7235983, 6.6845705 49.7236729, 6.6845892 49.7237128, 6.6845933 49.7237405, 6.6845772 49.7237613)",,,,alley,,,
262420430,5356729048,0,24237179,False,1,Im Holzgarten,residential,False,276.803,30,"LINESTRING (6.6835573 49.7223277, 6.6836828 49.7224914, 6.6839576 49.7227027, 6.6841438 49.7228255, 6.6842589 49.722899, 6.6843685 49.7230206, 6.6845226 49.7231247, 6.684881 49.723326, 6.6851015 49.7234535, 6.6852129 49.7235439, 6.6855277 49.7238771, 6.6856353 49.723998, 6.6857707 49.7241307, 6.6858351 49.7242087, 6.6858846 49.72428)",,,,,,,
262420438,5356727617,0,24237180,False,,Am Mühlenberg,residential,False,92.497,30,"LINESTRING (6.6869062 49.7264336, 6.6868865 49.7262629, 6.6868438 49.7260954, 6.6867256 49.7260264, 6.6866533 49.7260067, 6.6863676 49.7260691, 6.6862246 49.7260726, 6.6861476 49.7260735)",,,,,,,
262420458,2927570576,0,24237154,False,2,Zum Hellberg,tertiary,True,20.22,30,"LINESTRING (6.6848963 49.7277948, 6.6850878 49.7276616)",K 7,,,,,,
262420458,6320545145,0,"[24237154, 451565523, 411788191]",False,2,"['Kernscheider Höhenweg', 'Zum Hellberg']",tertiary,False,1239.425,"['50', '30']","LINESTRING (6.6848963 49.7277948, 6.6847523 49.7278758, 6.6834971 49.7284861, 6.6833708 49.7285408, 6.6833222 49.7285639, 6.683025 49.7287566, 6.6825691 49.7290791, 6.6821506 49.7293998, 6.6820138 49.7294796, 6.6817769 49.7296097, 6.6815006 49.729738, 6.6814341 49.7297625, 6.6813906 49.7297779, 6.6812789 49.7298263, 6.681168 49.7298784, 6.6809588 49.7299911, 6.6808005 49.7300761, 6.6803955 49.7302685, 6.6800442 49.7304402, 6.679843 49.7305598, 6.6796669 49.7306828, 6.6795569 49.7307623, 6.6795372 49.7307765, 6.679218 49.7310123, 6.6788291 49.7313018, 6.6785555 49.7315064, 6.6777536 49.7320577, 6.6769462 49.7326142, 6.6767719 49.7327633, 6.6766092 49.7329453, 6.6763168 49.7332885, 6.6761016 49.7335609, 6.6759565 49.7337446, 6.6758313 49.7339473, 6.6756704 49.7341449, 6.6755229 49.7342854, 6.6751849 49.7345194, 6.6749105 49.7346842, 6.6748059 49.7347726, 6.6746961 49.7348807, 6.6745751 49.7349967, 6.6743643 49.7351492, 6.67394 49.7355244, 6.6736741 49.7360418)",K 7,,,,,,
262420458,262420359,0,24237170,False,,Stefan-Andres-Straße,residential,False,63.644999999999996,30,"LINESTRING (6.6848963 49.7277948, 6.6846616 49.727672, 6.6845074 49.7275932, 6.6843693 49.7275083, 6.6842535 49.7274058)",,,,,,,
262552212,280231590,0,6073553,False,2,Mühlenstraße,residential,False,148.245,50,"LINESTRING (6.6957844 49.7281597, 6.6958639 49.7280354, 6.6960345 49.7279575, 6.6963029 49.7278888, 6.6966274 49.7278789, 6.6971672 49.7279082, 6.697656 49.7279325)",,,,,,,
262552212,3124227249,0,6073553,False,2,Mühlenstraße,residential,True,95.559,50,"LINESTRING (6.6957844 49.7281597, 6.6956089 49.7284212, 6.6955856 49.7284684, 6.695518 49.7286176, 6.6954249 49.7287782, 6.6952944 49.7288938, 6.6952352 49.7289329)",,,,,,,
262552212,280231595,0,24250435,False,,Irscher Berg,residential,True,243.14399999999998,,"LINESTRING (6.6957844 49.7281597, 6.6950919 49.7281904, 6.6945562 49.7282144, 6.6940218 49.7282399, 6.6935 49.7282619, 6.6927788 49.7282845, 6.692409 49.7283022)",,,,,,,
262552213,280231589,0,6073553,False,2,Mühlenstraße,residential,True,14.203,50,"LINESTRING (6.6984439 49.7280045, 6.6982479 49.7279883)",,,,,,,
262552213,262552254,0,6073553,False,2,Mühlenstraße,residential,False,64.249,50,"LINESTRING (6.6984439 49.7280045, 6.6987688 49.7280319, 6.698983 49.7280857, 6.6993162 49.7281156)",,,,,,,
262552213,262552235,0,24250436,False,,Mertheswies,living_street,False,67.44000000000001,,"LINESTRING (6.6984439 49.7280045, 6.6984125 49.7282754, 6.6983472 49.7283631, 6.6983069 49.7284561, 6.6982959 49.7284816, 6.6981867 49.7285717)",,,,,,,
262552235,262552213,0,24250436,False,,Mertheswies,living_street,True,67.44,,"LINESTRING (6.6981867 49.7285717, 6.6982959 49.7284816, 6.6983069 49.7284561, 6.6983472 49.7283631, 6.6984125 49.7282754, 6.6984439 49.7280045)",,,,,,,
262552236,280231581,0,6073553,False,2,Mühlenstraße,residential,True,24.897,50,"LINESTRING (6.7015061 49.7283105, 6.7011631 49.7282793)",,,,,,,
262552236,3305892598,0,323815479,False,,Am Gottbach,living_street,False,43.189,,"LINESTRING (6.7015061 49.7283105, 6.7014071 49.7286936)",,,,,,,
262552236,20965086,0,6073553,False,2,Mühlenstraße,residential,False,93.74,50,"LINESTRING (6.7015061 49.7283105, 6.7021583 49.7283676, 6.7025417 49.7283653, 6.7026099 49.7283633, 6.7028042 49.7283652)",,,,,,,
262552241,262552333,0,323815479,False,,Am Gottbach,living_street,True,8.051,,"LINESTRING (6.700079 49.728866, 6.7001891 49.7288527)",,,,,,,
262552241,262552252,0,24250439,False,,Am Gottbach,living_street,True,26.168,,"LINESTRING (6.700079 49.728866, 6.700139 49.7289512, 6.7003284 49.7290226)",,,,,,,
262552241,262552244,0,323815479,False,,Am Gottbach,living_street,False,80.12700000000001,,"LINESTRING (6.700079 49.728866, 6.6994525 49.7289478, 6.6991318 49.7290862, 6.6990564 49.729118)",,,,,,,
262552244,262552250,0,24250438,False,,Am Gottbach,living_street,True,35.376999999999995,,"LINESTRING (6.6990564 49.729118, 6.699267 49.7292234, 6.6994553 49.729304)",,,,,,,
262552244,262552247,0,323815479,False,,Am Gottbach,living_street,False,79.149,,"LINESTRING (6.6990564 49.729118, 6.6987226 49.729181, 6.6984671 49.7292283, 6.6983104 49.7293028, 6.6981256 49.7294499)",,,,,,,
262552244,262552241,0,323815479,False,,Am Gottbach,living_street,True,80.127,,"LINESTRING (6.6990564 49.729118, 6.6991318 49.7290862, 6.6994525 49.7289478, 6.700079 49.728866)",,,,,,,
262552247,4471385036,0,323815479,False,,Am Gottbach,living_street,False,25.519,,"LINESTRING (6.6981256 49.7294499, 6.6979591 49.7296526)",,,,,,,
262552247,262552261,0,24250441,False,,Am Gottbach,living_street,False,37.664,,"LINESTRING (6.6981256 49.7294499, 6.698065 49.7294261, 6.6979963 49.7293454, 6.6979515 49.7292051, 6.6979366 49.7291484)",,,,,,,
262552247,262552244,0,323815479,False,,Am Gottbach,living_street,True,79.149,,"LINESTRING (6.6981256 49.7294499, 6.6983104 49.7293028, 6.6984671 49.7292283, 6.6987226 49.729181, 6.6990564 49.729118)",,,,,,,
262552250,262552244,0,24250438,False,,Am Gottbach,living_street,False,35.376999999999995,,"LINESTRING (6.6994553 49.729304, 6.699267 49.7292234, 6.6990564 49.729118)",,,,,,,
262552252,262552241,0,24250439,False,,Am Gottbach,living_street,False,26.168,,"LINESTRING (6.7003284 49.7290226, 6.700139 49.7289512, 6.700079 49.728866)",,,,,,,
262552254,280231586,0,6073553,False,2,Mühlenstraße,residential,False,5.05,50,"LINESTRING (6.6993162 49.7281156, 6.6993856 49.7281227)",,,,,,,
262552254,262552213,0,6073553,False,2,Mühlenstraße,residential,True,64.249,50,"LINESTRING (6.6993162 49.7281156, 6.698983 49.7280857, 6.6987688 49.7280319, 6.6984439 49.7280045)",,,,,,,
262552254,262552257,0,24250440,False,,Weiberborn,living_street,False,47.101,,"LINESTRING (6.6993162 49.7281156, 6.69928 49.7282931, 6.6991916 49.7284567, 6.6990954 49.7284915)",,,,,,,
262552257,262552254,0,24250440,False,,Weiberborn,living_street,True,47.101,,"LINESTRING (6.6990954 49.7284915, 6.6991916 49.7284567, 6.69928 49.7282931, 6.6993162 49.7281156)",,,,,,,
262552261,262552247,0,24250441,False,,Am Gottbach,living_street,True,37.664,,"LINESTRING (6.6979366 49.7291484, 6.6979515 49.7292051, 6.6979963 49.7293454, 6.698065 49.7294261, 6.6981256 49.7294499)",,,,,,,
262552333,262552241,0,323815479,False,,Am Gottbach,living_street,False,8.051,,"LINESTRING (6.7001891 49.7288527, 6.700079 49.728866)",,,,,,,
262552333,262552335,0,24250452,False,,Am Gottbach,living_street,False,25.917,,"LINESTRING (6.7001891 49.7288527, 6.7001446 49.7287235, 6.7000899 49.7286292)",,,,,,,
262552333,3305892598,0,323815479,False,,Am Gottbach,living_street,True,92.34400000000001,,"LINESTRING (6.7001891 49.7288527, 6.7008573 49.7288375, 6.7011523 49.7287924, 6.7013347 49.7287578, 6.7014071 49.7286936)",,,,,,,
262552335,262552333,0,24250452,False,,Am Gottbach,living_street,True,25.917,,"LINESTRING (6.7000899 49.7286292, 6.7001446 49.7287235, 6.7001891 49.7288527)",,,,,,,
262552345,7983820386,0,24250453,True,,Langwies,residential,False,32.433,,"LINESTRING (6.7055324 49.7294091, 6.7053843 49.7294674, 6.7051393 49.7295521)",,,,,,,
262552345,5172636141,0,790464305,False,,Langwies,residential,True,68.407,,"LINESTRING (6.7055324 49.7294091, 6.7059304 49.729619, 6.7061883 49.7298479)",,,,,,,
262552350,262552351,0,24250454,False,2,Irscher Straße,tertiary,False,92.51400000000001,40,"LINESTRING (6.7006481 49.723536, 6.7006972 49.7235975, 6.7007795 49.7236643, 6.7014903 49.724162)",K 10,,,,,,
262552350,262552365,0,25632130,False,2,Propstei,living_street,True,49.063,,"LINESTRING (6.7006481 49.723536, 6.7004764 49.7235525, 6.7001841 49.7235941, 6.6999819 49.7236299)",,,,,,,
262552350,262552431,0,44782401,False,2,Hockweilerstraße,tertiary,False,113.60300000000001,30,"LINESTRING (6.7006481 49.723536, 6.7006235 49.7234249, 6.700621 49.7233249, 6.7006329 49.7232368, 6.7006302 49.7231865, 6.7006007 49.7231418, 6.7004049 49.7230079, 6.7002082 49.7228744, 6.6999628 49.7226768)",K 10,,,,,,
262552351,262552362,0,24250454,False,2,Irscher Straße,tertiary,False,14.67,40,"LINESTRING (6.7014903 49.724162, 6.7016271 49.7242599)",K 10,,,,,,
262552351,262552350,0,24250454,False,2,Irscher Straße,tertiary,True,92.514,40,"LINESTRING (6.7014903 49.724162, 6.7007795 49.7236643, 6.7006972 49.7235975, 6.7006481 49.723536)",K 10,,,,,,
262552351,262552368,0,24250464,False,,Schmiedestraße,residential,True,68.85499999999999,30,"LINESTRING (6.7014903 49.724162, 6.7012006 49.7244454, 6.7008949 49.7246431)",,,,,,,
262552352,262552353,0,24250454,False,2,Irscher Straße,tertiary,False,157.686,40,"LINESTRING (6.7027 49.7250818, 6.7027223 49.7251502, 6.7027294 49.7252213, 6.70269 49.726498)",K 10,,,,,,
262552352,262552362,0,24250454,False,2,Irscher Straße,tertiary,True,120.47999999999999,40,"LINESTRING (6.7027 49.7250818, 6.7026673 49.7250202, 6.702611 49.7249482, 6.7024774 49.7248391, 6.7019597 49.7244905, 6.7016271 49.7242599)",K 10,,,,,,
262552352,262552354,0,25522908,False,,Engelborn,residential,True,169.331,30,"LINESTRING (6.7027 49.7250818, 6.7027585 49.7250965, 6.7028242 49.7251233, 6.702931 49.7251943, 6.7036444 49.7257617, 6.7037576 49.7258007, 6.7040571 49.7256152, 6.7042056 49.7255209, 6.7043364 49.7254412)",,,,,,,
262552353,262552352,0,24250454,False,2,Irscher Straße,tertiary,True,157.686,40,"LINESTRING (6.70269 49.726498, 6.7027294 49.7252213, 6.7027223 49.7251502, 6.7027 49.7250818)",K 10,,,,,,
262552353,262552374,0,24250497,False,,Georgstraße,residential,True,249.96599999999998,30,"LINESTRING (6.70269 49.726498, 6.7025527 49.7264745, 6.7024036 49.7264247, 6.702303 49.7263931, 6.7020724 49.7262574, 6.7015788 49.7259257, 6.7010987 49.7255725, 6.7008332 49.7253055, 6.7005279 49.7251454, 6.7001948 49.7249795)",,,,,,,
262552353,20965086,0,42108719,False,2,Irscher Straße,tertiary,True,215.099,50,"LINESTRING (6.70269 49.726498, 6.7027223 49.7266214, 6.7027805 49.7267394, 6.7030355 49.7271052, 6.7030656 49.7271867, 6.7030844 49.7272543, 6.7030965 49.7273263, 6.7030972 49.7274025, 6.7030849 49.7275012, 6.703079 49.7275491, 6.703063 49.7276219, 6.7030359 49.7277366, 6.7029944 49.7278688, 6.7028618 49.7281888, 6.7028473 49.7282334, 6.7028042 49.7283652)",K 10,,,,,,
262552354,278136690,0,24250457,False,,Wendelinusstraße,residential,False,104.943,30,"LINESTRING (6.7043364 49.7254412, 6.7034723 49.7246805)",,,,,,,
262552354,278136600,0,25522908,False,,Engelborn,residential,True,40.924,30,"LINESTRING (6.7043364 49.7254412, 6.7047781 49.725209)",,,,,,,
262552354,262552352,0,25522908,False,,Engelborn,residential,False,169.33100000000002,30,"LINESTRING (6.7043364 49.7254412, 6.7042056 49.7255209, 6.7040571 49.7256152, 6.7037576 49.7258007, 6.7036444 49.7257617, 6.702931 49.7251943, 6.7028242 49.7251233, 6.7027585 49.7250965, 6.7027 49.7250818)",,,,,,,
262552356,262552357,0,24250456,False,,Korlinger Weg,residential,False,113.714,,"LINESTRING (6.701271 49.7228222, 6.701397 49.7228367, 6.7019822 49.7229887, 6.702741 49.7231951)",,,,,,,
262552356,262552358,0,24250457,False,,Wendelinusstraße,residential,False,179.04100000000003,30,"LINESTRING (6.701271 49.7228222, 6.7012462 49.7228073, 6.7007626 49.722526, 6.7002785 49.722273, 6.699835 49.7220931, 6.6995538 49.7219994, 6.6993843 49.7219718, 6.6992904 49.7219632, 6.6992194 49.721977)",,,,,,,
262552356,262552361,0,24250457,False,,Wendelinusstraße,residential,True,138.068,30,"LINESTRING (6.701271 49.7228222, 6.7016513 49.7231116, 6.7024642 49.7237948)",,,,,,,
262552357,262552356,0,24250456,False,,Korlinger Weg,residential,True,113.714,,"LINESTRING (6.702741 49.7231951, 6.7019822 49.7229887, 6.701397 49.7228367, 6.701271 49.7228222)",,,,,,,
262552358,262552356,0,24250457,False,,Wendelinusstraße,residential,True,179.04099999999997,30,"LINESTRING (6.6992194 49.721977, 6.6992904 49.7219632, 6.6993843 49.7219718, 6.6995538 49.7219994, 6.699835 49.7220931, 6.7002785 49.722273, 6.7007626 49.722526, 6.7012462 49.7228073, 6.701271 49.7228222)",,,,,,,
262552358,262552429,0,"[44782401, 574778282]",False,2,Hockweilerstraße,tertiary,False,267.084,30,"LINESTRING (6.6992194 49.721977, 6.6974659 49.7208433, 6.6974068 49.7208014, 6.6972379 49.7206924, 6.6969542 49.7204809, 6.696619 49.7202624)",K 10,,,,,,
262552358,262552431,0,44782401,False,2,Hockweilerstraße,tertiary,True,94.738,30,"LINESTRING (6.6992194 49.721977, 6.6994031 49.7221006, 6.6997365 49.7224286, 6.6999285 49.7226388, 6.6999628 49.7226768)",K 10,,,,,,
262552361,3290674511,0,24250457,False,,Wendelinusstraße,residential,True,17.953,30,"LINESTRING (6.7024642 49.7237948, 6.7026152 49.7239234)",,,,,,,
262552361,278136693,0,24250458,False,,Zum Wasen,residential,True,33.104,,"LINESTRING (6.7024642 49.7237948, 6.7021045 49.7239807)",,,,,,,
262552361,262552356,0,24250457,False,,Wendelinusstraße,residential,False,138.068,30,"LINESTRING (6.7024642 49.7237948, 6.7016513 49.7231116, 6.701271 49.7228222)",,,,,,,
262552362,262552351,0,24250454,False,2,Irscher Straße,tertiary,True,14.67,40,"LINESTRING (6.7016271 49.7242599, 6.7014903 49.724162)",K 10,,,,,,
262552362,278136693,0,24250458,False,,Zum Wasen,residential,False,46.277,,"LINESTRING (6.7016271 49.7242599, 6.7021045 49.7239807)",,,,,,,
262552362,262552352,0,24250454,False,2,Irscher Straße,tertiary,False,120.48,40,"LINESTRING (6.7016271 49.7242599, 6.7019597 49.7244905, 6.7024774 49.7248391, 6.702611 49.7249482, 6.7026673 49.7250202, 6.7027 49.7250818)",K 10,,,,,,
262552363,262552374,0,"[24250497, 24250463]",False,,Georgstraße,"['residential', 'living_street']",False,94.737,30,"LINESTRING (6.6992557 49.724382, 6.6994981 49.7245258, 6.6996319 49.7246107, 6.7001948 49.7249795)",,,,,,,
262552363,262552387,0,"[24250465, 540382271]",False,,Propstei,living_street,True,68.286,,"LINESTRING (6.6992557 49.724382, 6.6991109 49.7244645, 6.6990485 49.7244877, 6.6989578 49.7245026, 6.6988097 49.7245033, 6.6985697 49.7244955, 6.6983671 49.7244874)",,,,,,,
262552363,2873263096,0,25632130,False,2,Propstei,living_street,False,60.243,,"LINESTRING (6.6992557 49.724382, 6.6992411 49.7243473, 6.6992313 49.7243045, 6.6992735 49.7242508, 6.6994581 49.7240674, 6.6996127 49.7239135)",,,,,,,
262552365,5227871623,0,24250467,False,,Franz-Rupp-Straße,living_street,True,111.84,,"LINESTRING (6.6999819 49.7236299, 6.6998698 49.7235697, 6.6996825 49.723477, 6.6993874 49.723295, 6.6992386 49.723236, 6.6990624 49.7231943, 6.6986735 49.7231232)",,,,,,,
262552365,262552350,0,25632130,False,2,Propstei,living_street,False,49.063,,"LINESTRING (6.6999819 49.7236299, 6.7001841 49.7235941, 6.7004764 49.7235525, 6.7006481 49.723536)",,,,,,,
262552365,2873263096,0,25632130,False,2,Propstei,living_street,True,41.406,,"LINESTRING (6.6999819 49.7236299, 6.6999046 49.7236686, 6.699745 49.7238022, 6.6996127 49.7239135)",,,,,,,
262552368,262552369,0,24250460,False,,Husarengäßchen,residential,False,37.915,30,"LINESTRING (6.7008949 49.7246431, 6.7005533 49.7243833)",,,,,,,
262552368,262552351,0,24250464,False,,Schmiedestraße,residential,False,68.85499999999999,30,"LINESTRING (6.7008949 49.7246431, 6.7012006 49.7244454, 6.7014903 49.724162)",,,,,,,
262552368,262552374,0,24250464,False,,Schmiedestraße,residential,True,63.79899999999999,30,"LINESTRING (6.7008949 49.7246431, 6.7006567 49.7247595, 6.7003587 49.7248484, 6.7001948 49.7249795)",,,,,,,
262552369,262552368,0,24250460,False,,Husarengäßchen,residential,True,37.915,30,"LINESTRING (6.7005533 49.7243833, 6.7008949 49.7246431)",,,,,,,
262552374,262552368,0,24250464,False,,Schmiedestraße,residential,False,63.79899999999999,30,"LINESTRING (6.7001948 49.7249795, 6.7003587 49.7248484, 6.7006567 49.7247595, 6.7008949 49.7246431)",,,,,,,
262552374,262552353,0,24250497,False,,Georgstraße,residential,False,249.96599999999998,30,"LINESTRING (6.7001948 49.7249795, 6.7005279 49.7251454, 6.7008332 49.7253055, 6.7010987 49.7255725, 6.7015788 49.7259257, 6.7020724 49.7262574, 6.702303 49.7263931, 6.7024036 49.7264247, 6.7025527 49.7264745, 6.70269 49.726498)",,,,,,,
262552374,262552363,0,"[24250497, 24250463]",False,,Georgstraße,"['living_street', 'residential']",True,94.737,30,"LINESTRING (6.7001948 49.7249795, 6.6996319 49.7246107, 6.6994981 49.7245258, 6.6992557 49.724382)",,,,,,,
262552387,5226455029,0,24250471,False,,Hinter der Burg,residential,False,47.575,30,"LINESTRING (6.6983671 49.7244874, 6.6983202 49.7244153, 6.6982264 49.7243546, 6.698041 49.7242477, 6.6979125 49.7241864)",,,,,,,
262552387,5356864720,0,25632129,False,,Auf der Neuwies,residential,True,97.015,30,"LINESTRING (6.6983671 49.7244874, 6.6982006 49.7245173, 6.6981125 49.7245487, 6.6980311 49.7246032, 6.6979743 49.7246753, 6.6978737 49.7248284, 6.6978487 49.7248789, 6.6978509 49.7249138, 6.6978415 49.7249675, 6.6978219 49.7250167, 6.6977964 49.7250471, 6.6977642 49.7250731, 6.69772 49.7250999, 6.6976704 49.7251164, 6.6976154 49.7251259)",,,,,,,
262552387,262552363,0,"[24250465, 540382271]",False,,Propstei,living_street,False,68.286,,"LINESTRING (6.6983671 49.7244874, 6.6985697 49.7244955, 6.6988097 49.7245033, 6.6989578 49.7245026, 6.6990485 49.7244877, 6.6991109 49.7244645, 6.6992557 49.724382)",,,,,,,
262552395,5356864801,0,24250466,False,,Lärchenweg,living_street,True,173.67499999999998,,"LINESTRING (6.696607 49.7248947, 6.6965068 49.7249635, 6.6964298 49.7250176, 6.6963936 49.7250393, 6.6963561 49.7250523, 6.6963078 49.7250583, 6.6962126 49.7250592, 6.6954911 49.7250497, 6.6948326 49.7250314, 6.6947763 49.7250288, 6.6947226 49.7250219, 6.6946824 49.7250098, 6.6946086 49.7249699, 6.6944008 49.7248416)",,,,,,,
262552395,5356864720,0,24250473,False,,Nicetiusstraße,residential,False,79.374,30,"LINESTRING (6.696607 49.7248947, 6.6967448 49.7249742, 6.6968268 49.7250011, 6.6969314 49.7250184, 6.697036 49.7250236, 6.6971339 49.7250262, 6.6972077 49.7250349, 6.6972801 49.7250505, 6.6973525 49.7250765, 6.6974303 49.7251077, 6.6974907 49.7251233, 6.697555 49.7251303, 6.6976154 49.7251259)",,,,,,,
262552395,262552668,0,24250473,False,,Nicetiusstraße,residential,True,64.313,30,"LINESTRING (6.696607 49.7248947, 6.6962731 49.7247157, 6.6959205 49.7245238)",,,,,,,
262552401,278136477,0,24250469,False,2,Hockweilerstraße,tertiary,True,36.257,30,"LINESTRING (6.6948298 49.7192851, 6.6947079 49.7189687)",K 10,,,,,,
262552401,278136477,1,25522894,False,1,,service,True,58.589999999999996,,"LINESTRING (6.6948298 49.7192851, 6.6948927 49.7192255, 6.6949546 49.7191765, 6.6949922 49.7190464, 6.6949935 49.7190152, 6.6949815 49.7189866, 6.694964 49.7189675, 6.6949278 49.7189502, 6.6948889 49.7189415, 6.694819 49.7189482, 6.6947079 49.7189687)",,,,driveway,,,
262552401,277316524,0,24250469,False,2,Hockweilerstraße,tertiary,False,140.882,30,"LINESTRING (6.6948298 49.7192851, 6.6949997 49.7195226, 6.6950981 49.7195944, 6.695217 49.71965, 6.6953364 49.7196915, 6.6958239 49.7198562, 6.6960879 49.7199664, 6.6962958 49.7200673)",K 10,,,,,,
262552429,277316523,0,24250480,False,,Am Nußbaum,residential,False,27.08,30,"LINESTRING (6.696619 49.7202624, 6.696296 49.7203877)",,,,,,,
262552429,277316524,0,24250469,False,2,Hockweilerstraße,tertiary,True,31.814,30,"LINESTRING (6.696619 49.7202624, 6.6963628 49.7201016, 6.6962958 49.7200673)",K 10,,,,,,
262552429,262552358,0,"[44782401, 574778282]",False,2,Hockweilerstraße,tertiary,True,267.084,30,"LINESTRING (6.696619 49.7202624, 6.6969542 49.7204809, 6.6972379 49.7206924, 6.6974068 49.7208014, 6.6974659 49.7208433, 6.6992194 49.721977)",K 10,,,,,,
262552431,262552434,0,24250470,False,,Wenzelbachstraße,residential,True,277.082,30,"LINESTRING (6.6999628 49.7226768, 6.6998584 49.7226984, 6.6996582 49.7226797, 6.6992611 49.7226235, 6.6989016 49.7226441, 6.6982639 49.7227172, 6.6977624 49.7228165, 6.6974378 49.7229196, 6.6970667 49.7231051, 6.6967565 49.7233225, 6.6965638 49.7234834)",,,,,,,
262552431,262552358,0,44782401,False,2,Hockweilerstraße,tertiary,False,94.738,30,"LINESTRING (6.6999628 49.7226768, 6.6999285 49.7226388, 6.6997365 49.7224286, 6.6994031 49.7221006, 6.6992194 49.721977)",K 10,,,,,,
262552431,262552350,0,44782401,False,2,Hockweilerstraße,tertiary,True,113.60300000000001,30,"LINESTRING (6.6999628 49.7226768, 6.7002082 49.7228744, 6.7004049 49.7230079, 6.7006007 49.7231418, 6.7006302 49.7231865, 6.7006329 49.7232368, 6.700621 49.7233249, 6.7006235 49.7234249, 6.7006481 49.723536)",K 10,,,,,,
262552434,262552431,0,24250470,False,,Wenzelbachstraße,residential,False,277.082,30,"LINESTRING (6.6965638 49.7234834, 6.6967565 49.7233225, 6.6970667 49.7231051, 6.6974378 49.7229196, 6.6977624 49.7228165, 6.6982639 49.7227172, 6.6989016 49.7226441, 6.6992611 49.7226235, 6.6996582 49.7226797, 6.6998584 49.7226984, 6.6999628 49.7226768)",,,,,,,
262552434,5226455029,0,24250471,False,,Hinter der Burg,residential,True,124.723,30,"LINESTRING (6.6965638 49.7234834, 6.6966666 49.7235522, 6.6972012 49.7238197, 6.697515 49.7239991, 6.6977054 49.7240953, 6.6979125 49.7241864)",,,,,,,
262552434,262552595,0,24250472,False,,Fandelborn,residential,True,163.154,30,"LINESTRING (6.6965638 49.7234834, 6.6964116 49.7235211, 6.695942 49.7235061, 6.6957652 49.7234761, 6.6953449 49.7233487, 6.6947419 49.7231894, 6.6944109 49.7231449)",,,,,,,
262552575,262552595,0,24250472,False,,Fandelborn,residential,False,39.255,30,"LINESTRING (6.6938654 49.7231286, 6.6944109 49.7231449)",,,,,,,
262552595,262552575,0,24250472,False,,Fandelborn,residential,True,39.255,30,"LINESTRING (6.6944109 49.7231449, 6.6938654 49.7231286)",,,,,,,
262552595,262552434,0,24250472,False,,Fandelborn,residential,False,163.15400000000002,30,"LINESTRING (6.6944109 49.7231449, 6.6947419 49.7231894, 6.6953449 49.7233487, 6.6957652 49.7234761, 6.695942 49.7235061, 6.6964116 49.7235211, 6.6965638 49.7234834)",,,,,,,
262552595,279374942,0,24250473,False,,Nicetiusstraße,residential,False,144.103,30,"LINESTRING (6.6944109 49.7231449, 6.6943258 49.7233553, 6.6941381 49.7238097, 6.6941462 49.7238922, 6.6941687 49.723959, 6.6942153 49.7240185, 6.6942613 49.7240682, 6.6943577 49.7241216, 6.6946633 49.7242755)",,,,,,,
262552595,262552758,0,24250480,False,,Am Nußbaum,residential,True,160.04600000000002,30,"LINESTRING (6.6944109 49.7231449, 6.694492 49.7229086, 6.6945613 49.7227388, 6.6946444 49.722522, 6.694741 49.7223798, 6.6949882 49.7222479, 6.6953476 49.722104, 6.695543 49.7220018)",,,,,,,
262552668,279374940,0,25632072,False,,Nicetiusstraße,residential,False,34.973,,"LINESTRING (6.6959205 49.7245238, 6.6962373 49.7242851)",,,,,,,
262552668,262552395,0,24250473,False,,Nicetiusstraße,residential,False,64.313,30,"LINESTRING (6.6959205 49.7245238, 6.6962731 49.7247157, 6.696607 49.7248947)",,,,,,,
262552668,5356864670,0,24250473,False,,Nicetiusstraße,residential,True,57.75899999999999,30,"LINESTRING (6.6959205 49.7245238, 6.695829 49.7245009, 6.6957275 49.7244913, 6.695544 49.7244858, 6.6952349 49.7244805, 6.6951255 49.7244737)",,,,,,,
262552697,5356864670,0,25446975,False,,Nicetiusstraße,residential,True,75.107,,"LINESTRING (6.6957856 49.7239602, 6.6956185 49.7240786, 6.6951531 49.7244038, 6.6951255 49.7244737)",,,,,,,
262552719,262552768,0,24250483,False,,Am Nußbaum,living_street,True,64.298,,"LINESTRING (6.6947763 49.7215404, 6.6949426 49.7215768, 6.6954173 49.7215803, 6.6956614 49.721582)",,,,,,,
262552726,262552761,0,24250482,False,,Am Nußbaum,living_street,True,25.274,,"LINESTRING (6.6953302 49.7212274, 6.6955005 49.7212109, 6.6956798 49.7212076)",,,,,,,
