u,v,key,osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,ref,width,access,service,bridge,junction,tunnel
4690637729,537506275,0,42917667,True,,Fröhlicherstraße,living_street,False,69.6,,"LINESTRING (6.6851345 49.8098441, 6.6848015 49.8101239, 6.6845294 49.8103331)",,,,,,,
4690637729,9888516440,0,514006031,False,,Oberstraße,living_street,True,11.068,,"LINESTRING (6.6851345 49.8098441, 6.6851734 49.8098527, 6.6852048 49.8098585, 6.6852363 49.8098616, 6.6852725 49.8098631, 6.6852848 49.8098627)",,2.3,,,,,
4690761114,4690761115,0,475312617,False,,,service,True,22.813,,"LINESTRING (6.6854434 49.8103289, 6.6857168 49.8104336)",,,,driveway,,,
4690761115,247384082,0,42917660,False,,Niederstraße,service,True,32.31,,"LINESTRING (6.6857168 49.8104336, 6.6859704 49.8101935)",,,,driveway,,,
4690761115,4690761114,0,475312617,False,,,service,False,22.813,,"LINESTRING (6.6857168 49.8104336, 6.6854434 49.8103289)",,,,driveway,,,
4690761115,537506298,0,42917660,False,,Niederstraße,service,False,69.199,,"LINESTRING (6.6857168 49.8104336, 6.685612 49.8105328, 6.6854992 49.8106257, 6.6853396 49.8107974, 6.6852222 49.8109651)",,,,driveway,,,
4693853343,4693853344,0,475659911,False,,,service,False,32.097,,"LINESTRING (6.6824642 49.8101391, 6.6822455 49.8098873)",,,,driveway,,,
4693853343,4539513655,0,"[426004265, 413370833]",False,2,Oberstraße,living_street,False,75.806,,"LINESTRING (6.6824642 49.8101391, 6.6822716 49.8101759, 6.6820677 49.81021, 6.681988 49.8102233, 6.6819164 49.8102296, 6.6818427 49.8102318, 6.6817501 49.8102313, 6.6816308 49.8102258, 6.6815979 49.8102232, 6.6815662 49.8102194, 6.6814322 49.8101956)",B 422,,,,,,
4693853343,537506271,0,426004265,False,,Oberstraße,living_street,True,26.448,,"LINESTRING (6.6824642 49.8101391, 6.6825625 49.8101204, 6.6828179 49.8100722)",,,,,,,
4693853344,4693853343,0,475659911,False,,,service,True,32.097,,"LINESTRING (6.6822455 49.8098873, 6.6824642 49.8101391)",,,,driveway,,,
4697634531,4697634533,0,476115192,False,,Kyllstraße,service,True,36.158,,"LINESTRING (6.6849655 49.8095437, 6.6851884 49.8096138, 6.6853984 49.8097082)",,,,driveway,,,
4697634533,4425281116,0,153785055,True,,Kyllstraße,residential,False,14.263,30,"LINESTRING (6.6853984 49.8097082, 6.6855246 49.8096091)",,,,,,,
4697634533,4697634531,0,476115192,False,,Kyllstraße,service,False,36.158,,"LINESTRING (6.6853984 49.8097082, 6.6851884 49.8096138, 6.6849655 49.8095437)",,,,driveway,,,
4697634534,4697634536,0,476115193,False,,Kyllstraße,service,True,38.357,,"LINESTRING (6.6853699 49.8091551, 6.6855992 49.8092849, 6.6857894 49.8093678)",,,destination,driveway,,,
4697634536,6939299322,0,153785055,True,,Kyllstraße,residential,False,93.54199999999999,30,"LINESTRING (6.6857894 49.8093678, 6.6858384 49.8093162, 6.6858529 49.8092711, 6.6858628 49.809184, 6.6858645 49.8091691, 6.6858838 49.8090038, 6.6859284 49.80875, 6.6859187 49.8086367, 6.6859112 49.8085391)",,,,,,,
4697634536,4697634534,0,476115193,False,,Kyllstraße,service,False,38.357,,"LINESTRING (6.6857894 49.8093678, 6.6855992 49.8092849, 6.6853699 49.8091551)",,,destination,driveway,,,
4699245280,4699245591,0,476315575,False,,,service,True,88.092,,"LINESTRING (6.6892407 49.8089071, 6.6890804 49.8087436, 6.6886947 49.8088799, 6.688394 49.8089851, 6.688264 49.809028)",,,,driveway,,,
4699245591,4699245280,0,476315575,False,,,service,False,88.092,,"LINESTRING (6.688264 49.809028, 6.688394 49.8089851, 6.6886947 49.8088799, 6.6890804 49.8087436, 6.6892407 49.8089071)",,,,driveway,,,
4699245591,369045692,0,"[759399206, 759399207]",False,2,Franziskusstraße,"['residential', 'living_street']",False,145.538,30,"LINESTRING (6.688264 49.809028, 6.6882303 49.8089833, 6.6881079 49.8088229, 6.6878758 49.8084949, 6.6877623 49.8083396, 6.6874482 49.8078304)",,,,,,,
4699245591,387629972,0,759399206,False,2,Franziskusstraße,living_street,True,38.736,,"LINESTRING (6.688264 49.809028, 6.6884476 49.8092783, 6.6885109 49.8093369)",,,,,,,
4699637132,4699637135,0,476365466,False,,,service,True,70.886,,"LINESTRING (6.6883873 49.8067502, 6.688516 49.8068636, 6.688571 49.8070271, 6.6888877 49.8072857)",,,,,,,
4699637135,4418656401,0,702278922,False,,Laacher Weg,residential,False,26.765,50,"LINESTRING (6.6888877 49.8072857, 6.6892302 49.8071904)",,,,,,,
4699637135,4699637132,0,476365466,False,,,service,False,70.886,,"LINESTRING (6.6888877 49.8072857, 6.688571 49.8070271, 6.688516 49.8068636, 6.6883873 49.8067502)",,,,,,,
4699637135,4940250342,0,"[702278922, 394548125]",False,,Laacher Weg,residential,True,102.80699999999999,"['30', '50']","LINESTRING (6.6888877 49.8072857, 6.6885265 49.807391, 6.6878188 49.8076107, 6.6878061 49.807616, 6.687678 49.8076919, 6.6876323 49.8077189)",,,,,,,
4699660030,4699660033,0,"[476367947, 476367950]",False,,,service,"[False, True]",93.19800000000001,,"LINESTRING (6.6863463 49.806021, 6.6863263 49.8059499, 6.6860053 49.8059648, 6.6860396 49.8061586, 6.6860018 49.8061827, 6.6856581 49.8062856, 6.685533 49.8063099)",,,,driveway,,,
4699660032,4699660033,0,476367948,False,,,service,False,12.921,,"LINESTRING (6.6853817 49.8062469, 6.685533 49.8063099)",,,,driveway,,,
4699660032,4699660047,0,25308495,False,,Servaisstraße,primary,False,56.439,30,"LINESTRING (6.6853817 49.8062469, 6.6852571 49.8064068, 6.6851404 49.8065444, 6.6850057 49.8066925)",,,,,,,
4699660032,2896006470,0,"[28286256, 702278924, 28286277, 28286285]",False,2,Servaisstraße,primary,"[False, True]",328.268,"['50', '30']","LINESTRING (6.6853817 49.8062469, 6.6856031 49.8059394, 6.6857024 49.8057819, 6.6857573 49.8056845, 6.6858257 49.8055503, 6.6859236 49.8053608, 6.6859528 49.8053002, 6.6859796 49.8052641, 6.6860051 49.8052381, 6.6860386 49.8052124, 6.6860775 49.8051916, 6.6861191 49.8051767, 6.6861649 49.8051654, 6.6862524 49.8051566, 6.6865719 49.8051362, 6.6866136 49.8051325, 6.6866519 49.805128, 6.6866827 49.8051219, 6.6867166 49.8051096, 6.6867514 49.8050903, 6.6867722 49.805073, 6.6868024 49.8050434, 6.6868208 49.8050186, 6.6868368 49.8049879, 6.6868557 49.804942, 6.6870084 49.8044469, 6.6870472 49.8042626, 6.6870823 49.8040194, 6.6870924 49.8039396, 6.6870968 49.8039151, 6.6871065 49.8038939, 6.6871219 49.8038721, 6.6871397 49.8038539, 6.6871626 49.8038375, 6.6871996 49.8038142, 6.687221 49.8038064)",,,,,yes,,
4699660033,4699660032,0,476367948,False,,,service,True,12.921,,"LINESTRING (6.685533 49.8063099, 6.6853817 49.8062469)",,,,driveway,,,
4699660033,4699660041,0,476367948,False,,,service,False,47.080000000000005,,"LINESTRING (6.685533 49.8063099, 6.6856313 49.8064301, 6.6852886 49.8065331, 6.6852389 49.8065625)",,,,driveway,,,
4699660033,4699660041,1,476367951,False,,,service,True,35.641999999999996,,"LINESTRING (6.685533 49.8063099, 6.6853604 49.8064133, 6.6852389 49.8065625)",,,,driveway,,,
4699660033,4699660030,0,"[476367947, 476367950]",False,,,service,"[False, True]",93.198,,"LINESTRING (6.685533 49.8063099, 6.6856581 49.8062856, 6.6860018 49.8061827, 6.6860396 49.8061586, 6.6860053 49.8059648, 6.6863263 49.8059499, 6.6863463 49.806021)",,,,driveway,,,
4699660041,4699660033,0,476367948,False,,,service,True,47.08,,"LINESTRING (6.6852389 49.8065625, 6.6852886 49.8065331, 6.6856313 49.8064301, 6.685533 49.8063099)",,,,driveway,,,
4699660041,4699660033,1,476367951,False,,,service,False,35.641999999999996,,"LINESTRING (6.6852389 49.8065625, 6.6853604 49.8064133, 6.685533 49.8063099)",,,,driveway,,,
4699660041,4699660047,0,476367951,False,,,service,True,23.649,,"LINESTRING (6.6852389 49.8065625, 6.685121 49.8066757, 6.6850057 49.8066925)",,,,driveway,,,
4699660047,247384249,0,25308495,False,,Servaisstraße,primary,False,33.225,30,"LINESTRING (6.6850057 49.8066925, 6.6849012 49.8068022, 6.6848447 49.8068608, 6.6848105 49.8068928, 6.684785 49.8069105, 6.6847365 49.806932)",,,,,,,
4699660047,4699660032,0,25308495,False,,Servaisstraße,primary,True,56.439,30,"LINESTRING (6.6850057 49.8066925, 6.6851404 49.8065444, 6.6852571 49.8064068, 6.6853817 49.8062469)",,,,,,,
4699660047,4699660041,0,476367951,False,,,service,False,23.649,,"LINESTRING (6.6850057 49.8066925, 6.685121 49.8066757, 6.6852389 49.8065625)",,,,driveway,,,
4699935197,1610342531,0,154345111,False,,Kapellenstraße,residential,True,119.031,,"LINESTRING (6.6949269 49.8168528, 6.6948717 49.8168684, 6.6946563 49.8166939, 6.6943896 49.8162696, 6.6941351 49.8159598)",,,,,,,
4703908123,1550214779,0,476971469,False,,,service,False,108.49600000000001,,"LINESTRING (6.7054577 49.8228322, 6.7054725 49.8230965, 6.7055245 49.8231527, 6.7055476 49.8235298, 6.705531 49.8236654, 6.705443 49.823785)",,,,driveway,,,
4703908144,290803890,0,476971487,False,,Von-Pidoll-Straße,residential,True,78.995,30,"LINESTRING (6.7063066 49.8235602, 6.7060113 49.8242446)",,,,,,,
4703908144,4703908144,0,476971487,False,,Von-Pidoll-Straße,residential,False,56.958999999999996,30,"LINESTRING (6.7063066 49.8235602, 6.7063759 49.8233995, 6.7065574 49.8234223, 6.7065362 49.82347, 6.7064752 49.823503, 6.7063907 49.823545, 6.7063066 49.8235602)",,,,,,,
4703908144,4703908144,1,476971487,False,,Von-Pidoll-Straße,residential,True,56.959,30,"LINESTRING (6.7063066 49.8235602, 6.7063907 49.823545, 6.7064752 49.823503, 6.7065362 49.82347, 6.7065574 49.8234223, 6.7063759 49.8233995, 6.7063066 49.8235602)",,,,,,,
4717991070,536362341,0,42853444,False,,Ostkai,unclassified,False,543.929,,"LINESTRING (6.6983923 49.7944073, 6.6995342 49.7895715)",,,,,,,
4717991070,2269372503,0,42853444,False,,Ostkai,unclassified,True,6.962,,"LINESTRING (6.6983923 49.7944073, 6.6983777 49.7944692)",,,,,,,
4717991070,4717991077,0,478556704,True,,,service,False,44.622,,"LINESTRING (6.6983923 49.7944073, 6.698497 49.7944165, 6.6985678 49.7944247, 6.6987285 49.7944383, 6.6989914 49.7945041)",,,,,,,
4717991077,4717991077,0,478556703,False,,,service,False,360.585,,"LINESTRING (6.6989914 49.7945041, 6.6991765 49.7937007, 6.7001957 49.7938184, 6.6999489 49.7948071, 6.6991335 49.7947101, 6.6989914 49.7945041)",,,,,,,
4717991077,4717991077,1,478556703,False,,,service,True,360.58500000000004,,"LINESTRING (6.6989914 49.7945041, 6.6991335 49.7947101, 6.6999489 49.7948071, 6.7001957 49.7938184, 6.6991765 49.7937007, 6.6989914 49.7945041)",,,,,,,
4717991077,2269372503,0,478556704,True,,,service,False,44.318,,"LINESTRING (6.6989914 49.7945041, 6.6986695 49.7944989, 6.6985525 49.7944863, 6.6984821 49.7944792, 6.6983777 49.7944692)",,,,,,,
4717991413,4717991420,0,478556701,False,,,service,True,23.292,,"LINESTRING (6.6984174 49.7964173, 6.6983719 49.7966247)",,,,,,,
4717991418,1357926290,0,42853444,False,,Ostkai,unclassified,False,53.811,,"LINESTRING (6.6978841 49.796572, 6.6979971 49.7960936)",,,,,,,
4717991418,1357926239,0,42853444,False,,Ostkai,unclassified,True,42.26,,"LINESTRING (6.6978841 49.796572, 6.6978347 49.7967811, 6.6978296 49.7969496)",,,,,,,
4717991418,4717991420,0,478556702,False,,,service,False,35.501,,"LINESTRING (6.6978841 49.796572, 6.697996 49.7965852, 6.6983719 49.7966247)",,,,,,,
4717991420,4717991413,0,478556701,False,,,service,False,23.292,,"LINESTRING (6.6983719 49.7966247, 6.6984174 49.7964173)",,,,,,,
4717991420,4717991421,0,478556702,False,,,service,False,14.624,,"LINESTRING (6.6983719 49.7966247, 6.698573 49.7966458)",,,,,,,
4717991420,4717991418,0,478556702,False,,,service,True,35.501,,"LINESTRING (6.6983719 49.7966247, 6.697996 49.7965852, 6.6978841 49.796572)",,,,,,,
4717991421,4717991420,0,478556702,False,,,service,True,14.624,,"LINESTRING (6.698573 49.7966458, 6.6983719 49.7966247)",,,,,,,
4717991437,4717991437,0,478556699,False,,,service,False,95.059,,"LINESTRING (6.698125 49.7969973, 6.6983047 49.7968917, 6.6984362 49.79689, 6.698522 49.7969073, 6.698463 49.7971531, 6.6983181 49.7971272, 6.698184 49.7971046, 6.6981223 49.7970475, 6.698125 49.7969973)",,,,,,,
4717991437,4717991437,1,478556699,False,,,service,True,95.059,,"LINESTRING (6.698125 49.7969973, 6.6981223 49.7970475, 6.698184 49.7971046, 6.6983181 49.7971272, 6.698463 49.7971531, 6.698522 49.7969073, 6.6984362 49.79689, 6.6983047 49.7968917, 6.698125 49.7969973)",,,,,,,
4717991437,1357926239,0,478556699,False,,,service,True,21.858,,"LINESTRING (6.698125 49.7969973, 6.6979347 49.7969651, 6.6978296 49.7969496)",,,,,,,
4719354999,20833971,0,478718394,False,,,service,False,24.585,,"LINESTRING (6.6745235 49.7476851, 6.6744098 49.7478064, 6.6743437 49.7478732)",,,,driveway,,,
4719355004,20833971,0,112846706,True,,,service,False,25.8,,"LINESTRING (6.6740246 49.7477668, 6.6743437 49.7478732)",,,,driveway,,,
4719355004,1281742938,0,112846709,False,,,service,True,262.796,,"LINESTRING (6.6740246 49.7477668, 6.6739988 49.7477415, 6.6739771 49.7477082, 6.6739926 49.7476566, 6.6740361 49.7476175, 6.6740928 49.7475607, 6.6742105 49.7474262, 6.6746141 49.7469901, 6.6747812 49.7469, 6.6749424 49.7469281, 6.6752757 49.7470871, 6.6754688 49.7473215, 6.6755346 49.7473749, 6.67568 49.7474339, 6.6759168 49.74753, 6.6763463 49.7476979)",,,,,,,
4724642674,1350096665,0,479345008,False,,,service,True,107.726,,"LINESTRING (6.686556 49.7979662, 6.6866257 49.7984856, 6.6866707 49.7985306, 6.6867518 49.7985548, 6.6870817 49.7986067, 6.6872623 49.7986172)",,,,,,,
4759375766,4759375767,0,483183190,False,,,service,True,77.113,,"LINESTRING (6.6492644 49.7623727, 6.6502635 49.7621189)",,,,driveway,,,
4759375767,4759375766,0,483183190,False,,,service,False,77.113,,"LINESTRING (6.6502635 49.7621189, 6.6492644 49.7623727)",,,,driveway,,,
4759375767,267549406,0,148822335,True,,Alkuinstraße,residential,False,157.06,,"LINESTRING (6.6502635 49.7621189, 6.650253 49.7620284, 6.6501964 49.7618959, 6.6496786 49.7613565, 6.6495713 49.7611694, 6.649507 49.7610105, 6.6494588 49.7609083, 6.649425 49.7608324)",,,,,,,
4764010139,3084733807,0,9875217,False,2,Niederkircher Straße,unclassified,False,52.163,50,"LINESTRING (6.6057486 49.7286654, 6.6052428 49.728329)",,,,,,,
4764010139,3084734264,0,9875217,False,2,Niederkircher Straße,unclassified,True,123.118,50,"LINESTRING (6.6057486 49.7286654, 6.6058204 49.7287131, 6.6063158 49.7290361, 6.6066996 49.7292921, 6.6069465 49.7294568)",,,,,,,
4764010139,4764010140,0,483661820,False,,,service,True,135.91400000000002,,"LINESTRING (6.6057486 49.7286654, 6.6055922 49.7287639, 6.6055384 49.7287978, 6.6055167 49.7288114, 6.6052293 49.7289925, 6.6045513 49.7294196, 6.6044025 49.7293156)",,,permissive,driveway,,,
4764010140,4764010139,0,483661820,False,,,service,False,135.91400000000002,,"LINESTRING (6.6044025 49.7293156, 6.6045513 49.7294196, 6.6052293 49.7289925, 6.6055167 49.7288114, 6.6055384 49.7287978, 6.6055922 49.7287639, 6.6057486 49.7286654)",,,permissive,driveway,,,
4784956181,4303661902,0,22392434,False,,Ottostraße,residential,True,4.009,,"LINESTRING (6.6132269 49.742044, 6.6131894 49.7420173)",,,,,,,
4784956181,4784956182,0,485720977,False,,,service,True,37.585,,"LINESTRING (6.6132269 49.742044, 6.6127988 49.7422382)",,,,driveway,,,
4784956181,240736753,0,22392434,False,,Ottostraße,residential,False,196.687,,"LINESTRING (6.6132269 49.742044, 6.613292 49.7420703, 6.6133771 49.742076, 6.6134671 49.7420641, 6.6152912 49.7412335, 6.6154251 49.7410959)",,,,,,,
4784956182,4784956181,0,485720977,False,,,service,False,37.585,,"LINESTRING (6.6127988 49.7422382, 6.6132269 49.742044)",,,,driveway,,,
4846543455,343598694,0,"[893978228, 392343519]",True,2,Roonstraße,secondary,False,88.00999999999999,50,"LINESTRING (6.6504631 49.758581, 6.6504228 49.7585653, 6.6499707 49.7583897, 6.6498175 49.7583314, 6.6494102 49.7581763)",L 145,,,,,,
4847741179,4847741180,0,492797018,False,,,service,True,9.473,,"LINESTRING (6.6278364 49.7469726, 6.627968 49.7469778)",,,,,,,
4847741179,1725104517,0,"[492797017, 356468082]",True,"['3', '2']",St.-Barbara-Ufer,primary,False,63.534,50,"LINESTRING (6.6278364 49.7469726, 6.6278786 49.7465805, 6.6278977 49.7464026)",B 49,,,,,,
4847741180,4847741179,0,492797018,False,,,service,False,9.473,,"LINESTRING (6.627968 49.7469778, 6.6278364 49.7469726)",,,,,,,
4847741180,3541688803,0,"[492797016, 23323621, 23323622, 347950311]",True,"['3', '2']",St.-Barbara-Ufer,primary,False,419.14200000000005,50,"LINESTRING (6.627968 49.7469778, 6.6279184 49.7474172, 6.6278348 49.7480385, 6.6278146 49.7484208, 6.6278176 49.7487372, 6.6278297 49.7490387, 6.6278844 49.7494473, 6.6279121 49.7496259, 6.627952 49.7498348, 6.6279953 49.7500924, 6.6280384 49.7503054, 6.6280533 49.7503843, 6.6281201 49.7507328)",B 49,,,,,,
4869787505,1501361851,0,1039270675,False,2,Gerty-Spies-Straße,residential,True,15.114,50,"LINESTRING (6.6356485 49.7518013, 6.6357609 49.7519162)",,,,,,,
4869787505,4567351288,0,461197737,False,,,service,False,10.01,,"LINESTRING (6.6356485 49.7518013, 6.6356021 49.7518183, 6.6355648 49.7518319, 6.6355272 49.7518456)",,,,driveway,,,
4869787505,20909606,0,1039270675,False,2,Gerty-Spies-Straße,residential,False,45.945,50,"LINESTRING (6.6356485 49.7518013, 6.6354452 49.7515845, 6.6354091 49.751546, 6.6353115 49.7514502)",,,,,,,
4873291610,259194717,0,23914050,False,,Eduard-Schieffer-Straße,residential,True,143.858,30,"LINESTRING (6.6498756 49.7345096, 6.6494954 49.7345112, 6.6493001 49.7343003, 6.6492435 49.7342464, 6.6491869 49.7342248, 6.6491388 49.7342173, 6.6490066 49.7342014, 6.6485104 49.7341582, 6.6481664 49.734277)",,,,,,,
4892339770,4892339771,0,497714166,False,,,service,True,86.42399999999999,30,"LINESTRING (6.6336552 49.7246128, 6.6333988 49.7244839, 6.6330431 49.724305, 6.6328301 49.7241979, 6.6327062 49.7241356)",,,,,,,
4892339771,4916423851,0,500648923,False,,,service,False,31.87,30,"LINESTRING (6.6327062 49.7241356, 6.63244 49.7243648)",,,,,,,
4892339771,3912353644,0,388016659,False,,,service,False,182.25300000000001,30,"LINESTRING (6.6327062 49.7241356, 6.6327629 49.7240866, 6.6327983 49.7240712, 6.6328787 49.7240746, 6.6329753 49.7241128, 6.6331722 49.7242133, 6.6335287 49.7243953, 6.6338532 49.7245609, 6.634531 49.7249069, 6.634708 49.7249936)",,,,,,,
4892339771,4892339770,0,497714166,False,,,service,False,86.424,30,"LINESTRING (6.6327062 49.7241356, 6.6328301 49.7241979, 6.6330431 49.724305, 6.6333988 49.7244839, 6.6336552 49.7246128)",,,,,,,
4907713199,6566849020,0,"[113581819, 365965443]",True,"['3', '2']",,primary_link,False,90.16,50,"LINESTRING (6.6307591 49.739184, 6.6303437 49.7392235, 6.6298023 49.7392706, 6.6295157 49.7392918)",,,,,,,
4907713199,4907713200,0,499502923,False,,,service,False,10.074,,"LINESTRING (6.6307591 49.739184, 6.6307893 49.739223, 6.6308219 49.739265)",,,,driveway,,,
4907713200,4907713199,0,499502923,False,,,service,True,10.074,,"LINESTRING (6.6308219 49.739265, 6.6307893 49.739223, 6.6307591 49.739184)",,,,driveway,,,
4914344626,4914344637,0,"[500360352, 500360350, 500360351]",False,"['3', '2']",Zum Römersprudel,tertiary,True,67.327,50,"LINESTRING (6.6287228 49.7239895, 6.6289588 49.72415, 6.6291983 49.7243112, 6.629369 49.7244278)",,,,,,,
4914344626,260770655,0,500360355,False,2,Zum Römersprudel,residential,False,78.35199999999999,30,"LINESTRING (6.6287228 49.7239895, 6.6286195 49.7239163, 6.6284723 49.7238002, 6.6283962 49.7237258, 6.6283527 49.7236768, 6.6283131 49.723623, 6.6282809 49.7235641, 6.6282202 49.7234869, 6.6281751 49.7233901)",,,,,,,
4914344637,4914344642,0,500360353,False,3,Zum Römersprudel,tertiary,True,12.059,50,"LINESTRING (6.629369 49.7244278, 6.6294925 49.7245012)",,,,,,,
4914344637,4914344626,0,"[500360352, 500360350, 500360351]",False,"['2', '3']",Zum Römersprudel,tertiary,False,67.327,50,"LINESTRING (6.629369 49.7244278, 6.6291983 49.7243112, 6.6289588 49.72415, 6.6287228 49.7239895)",,,,,,,
4914344642,4914344637,0,500360353,False,3,Zum Römersprudel,tertiary,False,12.059,50,"LINESTRING (6.6294925 49.7245012, 6.629369 49.7244278)",,,,,,,
4914344642,1345785717,0,500360344,True,1,,primary_link,False,112.55100000000002,50,"LINESTRING (6.6294925 49.7245012, 6.6293314 49.7246127, 6.6292539 49.724674, 6.6291802 49.7247183, 6.6290916 49.7247573, 6.6290165 49.7247833, 6.6289401 49.7247954, 6.6288194 49.7247954, 6.6287242 49.7247842, 6.6286276 49.7247512, 6.6285512 49.724707, 6.6284238 49.7246038, 6.6282828 49.7245102)",,,,,,,
4914344642,10124703131,0,500360354,False,2,Zum Römersprudel,tertiary,True,61.28,50,"LINESTRING (6.6294925 49.7245012, 6.6296562 49.7245951, 6.6298346 49.7246801, 6.6300277 49.7247737, 6.6301722 49.7248324)",,,,,,,
4914363816,4914380323,0,500365008,False,,Löllberg,residential,False,8.742,30,"LINESTRING (6.6201599 49.7225343, 6.6201666 49.7226128)",,,,,,,
4914380323,4914363816,0,500365008,False,,Löllberg,residential,True,8.742,30,"LINESTRING (6.6201666 49.7226128, 6.6201599 49.7225343)",,,,,,,
4914380323,4914380330,0,500365006,False,,Estricher Hof,residential,True,14.341999999999999,,"LINESTRING (6.6201666 49.7226128, 6.6203087 49.7226344, 6.6203597 49.7226449)",,,,,,,
4914380323,4914380338,0,500365013,True,,,primary_link,False,11.618,,"LINESTRING (6.6201666 49.7226128, 6.6201639 49.7226821, 6.6201451 49.7227151)",,,,,,,
4914380325,4914363816,0,500365010,True,,,primary_link,False,11.169,,"LINESTRING (6.620074 49.722618, 6.6201599 49.7225343)",,,,,,,
4914380325,4914380323,0,500365011,True,,,primary_link,False,6.682,,"LINESTRING (6.620074 49.722618, 6.6201666 49.7226128)",,,,,,,
4914380330,1561307726,0,"[422660309, 142675069]",False,,Estricher Hof,residential,True,79.48599999999999,,"LINESTRING (6.6203597 49.7226449, 6.6204241 49.7226648, 6.6204697 49.7226821, 6.6205304 49.7227212, 6.6205851 49.7228033, 6.6206737 49.7229462, 6.6207622 49.7230816, 6.6208017 49.723134, 6.6208979 49.7232487)",,,,,,,
4914380330,4914380323,0,500365006,False,,Estricher Hof,residential,False,14.341999999999999,,"LINESTRING (6.6203597 49.7226449, 6.6203087 49.7226344, 6.6201666 49.7226128)",,,,,,,
4914380330,4914380338,0,500365007,True,1,Estricher Hof,residential,False,18.306,,"LINESTRING (6.6203597 49.7226449, 6.6202698 49.7226492, 6.6202242 49.7226639, 6.6201746 49.7226873, 6.6201451 49.7227151)",,,,,,,
4914380338,267876675,0,500365015,True,2,,primary_link,False,14.917,,"LINESTRING (6.6201451 49.7227151, 6.6201035 49.7227515, 6.62007 49.7227758, 6.6200107 49.7228171)",,,,,,,
4914436329,1512573997,0,325726743,False,,,service,True,35.757999999999996,,"LINESTRING (6.606273 49.7182084, 6.6061319 49.718439, 6.6060965 49.7184903, 6.6060855 49.7185062)",,,,driveway,,,
4914436329,4914436349,0,500372164,False,,,service,False,78.009,,"LINESTRING (6.606273 49.7182084, 6.6063183 49.7182214, 6.6068722 49.7183766, 6.6070842 49.7184439, 6.6072598 49.7184997)",,,,driveway,,,
4914436329,282305746,0,"[137938882, 500372164, 325525535]",False,,Schloß Monaise,service,"[False, True]",529.5850000000002,,"LINESTRING (6.606273 49.7182084, 6.6059562 49.7181178, 6.6057908 49.7180672, 6.6056876 49.7180365, 6.6042691 49.717624, 6.6028469 49.717211, 6.6019726 49.7169546, 6.6010146 49.7166736, 6.6001268 49.7164041, 6.5999007 49.7165884, 6.5997502 49.7167192)",,,,driveway,,,
4914436349,4914436329,0,500372164,False,,,service,True,78.009,,"LINESTRING (6.6072598 49.7184997, 6.6070842 49.7184439, 6.6068722 49.7183766, 6.6063183 49.7182214, 6.606273 49.7182084)",,,,driveway,,,
4914436394,1512574110,0,325726743,False,,,service,False,323.5,,"LINESTRING (6.6095424 49.71945, 6.6087216 49.7190703, 6.6083085 49.7189099, 6.6082174 49.718896, 6.6081235 49.7188977, 6.6080671 49.7189125, 6.6080256 49.7189376, 6.6079852 49.7189886, 6.6078029 49.7192341, 6.6077531 49.719285, 6.6076978 49.7193188, 6.6076152 49.7193503, 6.6075254 49.7193698, 6.6074368 49.7193798, 6.6073396 49.719378, 6.6059955 49.7189741, 6.6059469 49.718935, 6.605917 49.7188823)",,,,driveway,,,
4916423851,4892339771,0,500648923,False,,,service,True,31.87,30,"LINESTRING (6.63244 49.7243648, 6.6327062 49.7241356)",,,,,,,
4916423851,3911731654,0,686396323,False,,Gustave-Eiffel-Straße,residential,True,81.81500000000001,30,"LINESTRING (6.63244 49.7243648, 6.6323465 49.7243111, 6.6322349 49.7242507, 6.6317636 49.724006, 6.6316814 49.723987, 6.6316045 49.7239866, 6.6315128 49.7240105)",,5.5,,,,,
4916423851,3911732972,0,1106419583,False,,Gustave-Eiffel-Straße,living_street,False,53.268,,"LINESTRING (6.63244 49.7243648, 6.6325289 49.7244442, 6.6326388 49.7245231, 6.6326884 49.7245476, 6.6329765 49.7246901)",,,,,,,
4940250341,4940250342,0,503753480,False,,,service,True,12.835,,"LINESTRING (6.6877553 49.8078027, 6.6876814 49.8077532, 6.6876323 49.8077189)",,,,driveway,,,
4940250342,369045692,0,394548125,False,,Laacher Weg,residential,True,18.118,30,"LINESTRING (6.6876323 49.8077189, 6.6874482 49.8078304)",,,,,,,
4940250342,4699637135,0,"[702278922, 394548125]",False,,Laacher Weg,residential,False,102.80699999999999,"['50', '30']","LINESTRING (6.6876323 49.8077189, 6.687678 49.8076919, 6.6878061 49.807616, 6.6878188 49.8076107, 6.6885265 49.807391, 6.6888877 49.8072857)",,,,,,,
4940250342,4940250341,0,503753480,False,,,service,False,12.835,,"LINESTRING (6.6876323 49.8077189, 6.6876814 49.8077532, 6.6877553 49.8078027)",,,,driveway,,,
4941945867,3699633467,0,503966476,False,,,service,True,29.443,,"LINESTRING (6.6331718 49.7390271, 6.6332261 49.7389175, 6.6332808 49.7388114, 6.633297 49.738775)",,,,driveway,,,
4948833922,6323747264,0,"[5556979, 740847503]",False,"['2', '3']",Schönbornstraße,residential,"[False, True]",75.816,50,"LINESTRING (6.6547339 49.7617476, 6.6548622 49.7616769, 6.6550261 49.7615757, 6.6553172 49.7614051, 6.6555135 49.7612881)",,,,,,,
