element_type,osmid,barrier,geometry,created_by,amenity,parking,wheelchair,access,name,private,capacity,layer,source,level,maxheight,fee,surface,toilets:wheelchair,check_date,ref,park_ride,supervised,operator,addr:city,addr:housenumber,addr:street,maxstay,lit,opening_hours,smoothness,motorcar,description,capacity:disabled,nodes,building,building:levels,roof:shape,fixme,capacity:tourist_bus,tourist_bus,hgv,operator:type,capacity:women,toilets,toilets:access,addr:country,addr:postcode,fee:conditional,building:material,roof:levels,maxweight,motorcycle,capacity:parent,maxstay:conditional,tunnel,access:conditional,orientation,landuse,check_date:fee,payment:cash,payment:credit_cards,payment:debit_cards,parking:orientation,ways,type
way,518378577,,"POLYGON ((6.6476889 49.7542724, 6.6475178 49.7540805, 6.6476842 49.7540237, 6.6478396 49.7542141, 6.6476889 49.7542724))",,parking,surface,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5056684636, 5056684656, 5056684657, 5056684637, 5056684636]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518378578,,"POLYGON ((6.647956 49.7541691, 6.6478433 49.7539693, 6.647825 49.7539177, 6.6479961 49.7538764, 6.6481486 49.7541369, 6.6480258 49.7541738, 6.6479675 49.7541914, 6.647956 49.7541691))",,parking,surface,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[4186826193, 5056684658, 5056684659, 5056684660, 4186826196, 5058223149, 5056684635, 4186826193]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518567447,,"POLYGON ((6.6480619 49.7552043, 6.6481578 49.7551684, 6.6482714 49.7552865, 6.648173 49.7553243, 6.6480619 49.7552043))",,parking,surface,,customers,,,,,Bing,,,no,,,,,,,,,,,,,,,,,,"[5058223201, 5058223161, 5058223166, 5058223206, 5058223201]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518567453,,"POLYGON ((6.6483087 49.7553524, 6.6482266 49.7553829, 6.6483141 49.7554747, 6.6483953 49.7554427, 6.6483087 49.7553524))",,parking,surface,,customers,,,,,Bing,,,no,,,,,,,,,,,,,,,,,,"[5058223174, 5058223211, 5058223212, 5058223173, 5058223174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518567457,,"POLYGON ((6.6477961 49.7544477, 6.6478998 49.7544069, 6.6480404 49.7543517, 6.6481509 49.7543083, 6.6480258 49.7541738, 6.6479675 49.7541914, 6.647956 49.7541691, 6.6476469 49.7542908, 6.6477961 49.7544477))",,parking,surface,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5058223213, 5058223218, 5058223219, 5058223215, 5058223149, 5056684635, 4186826193, 5058223214, 5058223213]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518614045,,"POLYGON ((6.6494435 49.7556358, 6.6494509 49.7556435, 6.6496242 49.7555738, 6.6495026 49.7554476, 6.6494664 49.75541, 6.6493635 49.7553031, 6.6489167 49.7554827, 6.6489285 49.7554949, 6.6490145 49.7554604, 6.6491568 49.7556081, 6.6493442 49.7555328, 6.6494435 49.7556358))",,parking,multi-storey,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[1403855853, 5058584472, 5058584473, 5058584468, 5058584470, 5058584474, 1403855832, 1403855834, 1403855828, 1403855851, 1403855839, 1403855853]",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518616982,,"POLYGON ((6.6486336 49.755807, 6.6484659 49.755637, 6.6484711 49.7556349, 6.6485878 49.7555868, 6.6487555 49.7557568, 6.6487198 49.7557715, 6.6486336 49.755807))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5058606746, 5058606745, 6321572904, 5058606744, 5058606743, 5058606742, 5058606746]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518992763,,"POLYGON ((6.6473736 49.7524357, 6.6476146 49.7527438, 6.6474073 49.7528116, 6.6474846 49.7529118, 6.6477649 49.7528207, 6.6478097 49.7528778, 6.6478926 49.7529786, 6.648186 49.7528839, 6.6479333 49.7526379, 6.647748 49.7525029, 6.6475512 49.752382, 6.6473736 49.7524357))",,parking,surface,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5061554636, 5061554637, 5061554638, 5061554639, 5061554640, 1405791971, 5061554641, 5054252780, 5061554642, 5061554643, 5061554644, 5061554636]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518992764,,"POLYGON ((6.6469034 49.7527786, 6.6467851 49.7526136, 6.6471311 49.752509, 6.64725 49.7526634, 6.6469566 49.7527619, 6.6469034 49.7527786))",,parking,surface,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5061554628, 5061554645, 5061554646, 5061554647, 5061554629, 5061554628]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518992766,,"POLYGON ((6.6468603 49.7534725, 6.6470433 49.7534533, 6.6469784 49.7532975, 6.6467983 49.7533381, 6.6468603 49.7534725))",,parking,surface,,customers,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[1405792159, 5054252746, 5054252753, 1405792147, 1405792159]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519027747,,"POLYGON ((6.6452391 49.7514077, 6.6452591 49.75144, 6.6454001 49.7514021, 6.6453788 49.7513694, 6.6452391 49.7514077))",,parking,surface,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5061797159, 1405791297, 5061797169, 5061797160, 5061797159]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519072147,,"POLYGON ((6.6449329 49.7505867, 6.6452374 49.7505082, 6.6450682 49.7502667, 6.6450411 49.7502754, 6.6449987 49.7502889, 6.6448963 49.7503224, 6.6448361 49.7503421, 6.6448696 49.7503906, 6.6448128 49.7504083, 6.6449329 49.7505867))",,parking,surface,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5062084428, 5062084427, 5062084425, 5062084429, 5062084430, 5062084436, 5062084432, 5062084433, 5062084434, 5062084428]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519072167,,"POLYGON ((6.644404 49.7500815, 6.6442829 49.7499314, 6.6444971 49.7498598, 6.64468 49.7499847, 6.6447299 49.7500185, 6.644704 49.7500252, 6.644665 49.7500358, 6.6445711 49.7500601, 6.6445672 49.7500537, 6.6445436 49.7500505, 6.6445192 49.750051, 6.644404 49.7500815))",,parking,surface,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5062084464, 5062084470, 5062084471, 5062084473, 5062084477, 5062084476, 5062084469, 5062084468, 5062084467, 5062084466, 5062084465, 5062084464]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519072172,,"POLYGON ((6.6442829 49.7499314, 6.644177 49.749796, 6.6442792 49.7497613, 6.6443582 49.7497342, 6.6445472 49.7498416, 6.6444971 49.7498598, 6.6442829 49.7499314))",,parking,surface,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5062084470, 5062084493, 5062084482, 5062084479, 5062084474, 5062084471, 5062084470]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,520405950,,"POLYGON ((6.6497608 49.7524342, 6.6497227 49.7524654, 6.6497845 49.7525069, 6.649877 49.7525575, 6.6499342 49.752589, 6.6499445 49.7525943, 6.649992 49.7526225, 6.6501842 49.7524838, 6.6500862 49.7524265, 6.6501015 49.7524166, 6.6499833 49.7523499, 6.6499661 49.7523401, 6.6499068 49.7523064, 6.6498333 49.7522647, 6.6497879 49.7522966, 6.6498766 49.7523465, 6.6497608 49.7524342))",,parking,surface,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[1020199869, 5072254230, 5072254229, 5072238316, 5072238317, 5072254228, 1595371431, 5072254232, 5072254233, 1026376454, 1026376422, 5072254235, 5072290050, 1020199902, 1020199348, 1020198978, 1020199869]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,520409459,,"POLYGON ((6.6493062 49.7526854, 6.6491197 49.7528336, 6.6490728 49.7528492, 6.649044 49.7528636, 6.6491711 49.7529894, 6.6491864 49.7529877, 6.6492378 49.7529692, 6.6494625 49.7528173, 6.6494137 49.7527883, 6.649445 49.7527663, 6.6493062 49.7526854))",,parking,surface,,yes,,,,,,,,no,,,,,,,,,,,120,,,,,,,"[6731400720, 6731400719, 5072320974, 6731400718, 5072320971, 1591469015, 283171157, 1591468981, 1591468980, 4186857464, 6731400720]",,,,,,,,,,,,,,yes @ (Mo-Sa 08:00-19:00),,,,,,,,,,,,,,,,,
way,521557570,,"POLYGON ((6.6921078 49.7987706, 6.6923167 49.7988016, 6.6923316 49.799271, 6.6921119 49.7992549, 6.6920747 49.7991596, 6.6920697 49.7989257, 6.6920503 49.798924, 6.6920491 49.7987674, 6.6921078 49.7987706))",,parking,surface,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[5081677888, 5081677889, 5081677890, 5081677891, 5081677892, 6316010860, 6316010859, 5081677893, 5081677888]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,521557574,,"POLYGON ((6.6917695 49.7994716, 6.6917695 49.7992846, 6.6918782 49.7990145, 6.6918681 49.798733, 6.6919412 49.7987403, 6.6919519 49.7990293, 6.6918446 49.7992794, 6.6918473 49.7994699, 6.6917695 49.7994716))",,parking,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5081677898, 5081677899, 5081677900, 6938031706, 6938031705, 5081677901, 5081677902, 5081677903, 5081677898]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,522837506,,"POLYGON ((6.6688112 49.7563398, 6.6687474 49.7562932, 6.6690509 49.7561207, 6.669114 49.7561692, 6.6688112 49.7563398))",,parking,surface,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[5091346030, 5091346034, 5091343509, 5091343508, 5091346030]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,522848371,,"POLYGON ((6.6693864 49.7560191, 6.6694528 49.7559814, 6.6697886 49.7562361, 6.669722 49.7562722, 6.6693864 49.7560191))",,parking,surface,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[5091343515, 5091415039, 5091415040, 5091415036, 5091343515]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,522877303,,"POLYGON ((6.6675234 49.7552048, 6.668143 49.7548762, 6.6680971 49.75484, 6.6674774 49.7551686, 6.6675234 49.7552048))",,parking,surface,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[5091616895, 5091616896, 5091616897, 5091616898, 5091616895]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,527272083,,"POLYGON ((6.5770539 49.7187786, 6.5770018 49.7187213, 6.5769723 49.7187061, 6.5769508 49.7187, 6.576912 49.7187009, 6.5768704 49.7187057, 6.5767167 49.7187562, 6.5767509 49.7187972, 6.5768027 49.7187768, 6.5768649 49.7188438, 6.5770539 49.7187786))",,parking,surface,,yes,,,,,,,,no,asphalt,,,,,,,,,,,,,,,,,"[5126396392, 9514094922, 9514094923, 9514094924, 9514094925, 9514094926, 5126396394, 5145223487, 5126396393, 5145223486, 5126396392]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,527272088,,"POLYGON ((6.5739138 49.7162544, 6.5738076 49.7161684, 6.574042 49.7160476, 6.574154 49.7161386, 6.5739138 49.7162544))",,parking,surface,,yes,,,,,,,,no,asphalt,,,,,,,,,,,,,,,,,"[5126396401, 5126396400, 5126396399, 5126396398, 5126396401]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,527658546,,"POLYGON ((6.6434778 49.7634271, 6.6432968 49.7632729, 6.6434295 49.7632079, 6.6436105 49.7633621, 6.6434778 49.7634271))",,parking,surface,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[5129440607, 5129440606, 5129440605, 5129440604, 5129440607]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,538789025,,"POLYGON ((6.6448024 49.7517383, 6.6446392 49.7515238, 6.6445679 49.7515464, 6.6447311 49.751761, 6.6448024 49.7517383))",,parking,surface,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[5214571627, 5214571626, 5214571625, 5214571624, 5214571627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,539261833,,"POLYGON ((6.6873456 49.8097258, 6.6875486 49.8098114, 6.6875802 49.8097801, 6.6873772 49.8096945, 6.6873456 49.8097258))",,parking,street_side,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5218342094, 5218342093, 5218342091, 5218342090, 5218342094]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,540755946,,"POLYGON ((6.6572939 49.7709996, 6.6573401 49.7709503, 6.6560951 49.7704414, 6.6560483 49.770486, 6.6572939 49.7709996))",,parking,surface,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5230832817, 5230832818, 5230832819, 5230832820, 5230832817]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,540761615,,"POLYGON ((6.6545302 49.7707056, 6.6543264 49.7706086, 6.6538329 49.7710312, 6.6541091 49.7710815, 6.6545302 49.7707056))",,parking,surface,,yes,Hauptfriedhof,,,,,,,no,asphalt,,,,,,,,,,no,,24/7,excellent,,,,"[5230883923, 5230883922, 5230883921, 5230882920, 5230883923]",,,,,,,,,,,,,,,,,,,,"2 hours @ (PH, Mo-Su 07:00-20:00)",,,,,,,,,,,
way,541349647,,"POLYGON ((6.6635212 49.7675374, 6.663829 49.7675871, 6.6639605 49.767501, 6.6638172 49.7673104, 6.6635212 49.7675374))",,parking,surface,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5234867095, 5234867096, 5234867097, 5234867098, 5234867095]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,541567041,,"POLYGON ((6.65806 49.7658834, 6.6578827 49.7657924, 6.6580322 49.7656673, 6.6582159 49.7657608, 6.6581368 49.7658223, 6.65806 49.7658834))",,parking,surface,,private,,,,,Bing;HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,"[3930516639, 5236690551, 5236690552, 5236690553, 5236690554, 3930516639]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,541571919,,"POLYGON ((6.6599876 49.7644581, 6.6600592 49.7644934, 6.6602467 49.764335, 6.6601751 49.7642997, 6.6599876 49.7644581))",,parking,surface,,,,,,,Bing;HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,"[5236741376, 5236741377, 5236741378, 5236741379, 5236741376]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,541693346,,"POLYGON ((6.6566984 49.7646957, 6.6564254 49.7648684, 6.6564419 49.7648873, 6.656513 49.7649434, 6.6568012 49.7651408, 6.6568502 49.7651669, 6.6570045 49.7650533, 6.6574573 49.7647151, 6.6572439 49.7646292, 6.6571654 49.7645897, 6.6569838 49.7647155, 6.6568637 49.7647968, 6.6566984 49.7646957))",,parking,surface,,customers,,,,,Bing;HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,"[5237812284, 5237812285, 4500075957, 3363416108, 4500075963, 5237812286, 5236690549, 5237812287, 1384066161, 5237812288, 1385019267, 1385019418, 5237812284]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,541693352,,"POLYGON ((6.6575731 49.7646281, 6.6576097 49.7645965, 6.6580507 49.7642621, 6.6580855 49.7642821, 6.6581136 49.7642976, 6.6581792 49.76425, 6.6584035 49.7643456, 6.6583697 49.7644488, 6.6581678 49.7646035, 6.6579064 49.7648037, 6.6575731 49.7646281))",,parking,surface,,customers,,,,,Bing;HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,"[5236690550, 5237812300, 5237812306, 1385019335, 5237812305, 5237812307, 5237812308, 5237812290, 9663579347, 2311185016, 5236690550]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,541727352,,"POLYGON ((6.6632734 49.764739, 6.6633127 49.7646966, 6.6614454 49.7639534, 6.6614108 49.763994, 6.6632734 49.764739))",,parking,surface,,,,,,,Bing,,,no,,,,,,,,,,,,,,,,,,"[5238121100, 5238121101, 5238121102, 5238121103, 5238121100]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,541780881,,"POLYGON ((6.6603811 49.7672203, 6.661743 49.7674847, 6.6617201 49.7675278, 6.6603619 49.7672594, 6.6603811 49.7672203))",,parking,surface,,private,,,,,Bing;HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,"[5238605399, 5238605400, 5238605401, 5238605402, 5238605399]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,541887937,,"POLYGON ((6.6615972 49.7662738, 6.6616879 49.7663168, 6.6618499 49.7661849, 6.6619492 49.7661011, 6.6618702 49.7660605, 6.6615972 49.7662738))",,parking,surface,,,,,,,"Bing;HiRes aerial imagery
",,,,,,,,,,,,,,,,,,,,,"[5239462036, 5239462027, 2032775037, 2032775015, 5239462037, 5239462036]",,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,
way,541887944,,"POLYGON ((6.6618909 49.76664, 6.6622094 49.7667105, 6.6622041 49.7667197, 6.6621767 49.7667679, 6.6618604 49.7667019, 6.6618861 49.7666499, 6.6618909 49.76664))",,parking,surface,,,,,,,"Bing;HiRes aerial imagery
",,,,,,,,,,,,,,,,,,,,,"[5239462043, 5239462044, 5239522872, 5239462045, 5239462046, 5239522871, 5239462043]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,542145934,,"POLYGON ((6.655779 49.7664757, 6.6558507 49.7665292, 6.6559511 49.7666039, 6.6560749 49.7664861, 6.6562107 49.7663545, 6.6562387 49.7663273, 6.65613 49.7662597, 6.6560993 49.7662785, 6.6560804 49.7662652, 6.6559997 49.7663114, 6.6560273 49.7663314, 6.6559482 49.7663793, 6.6559624 49.7663906, 6.6559004 49.7664275, 6.6558824 49.7664162, 6.655779 49.7664757))",,parking,surface,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[1385019371, 9655971385, 5241715695, 2311090745, 2311090753, 5241715696, 5241715697, 5241715687, 5241715686, 1385019257, 1385019293, 5241715682, 5241715685, 5241715684, 5241715683, 1385019371]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,542145935,,"POLYGON ((6.6556915 49.7660381, 6.6557971 49.7659731, 6.6559118 49.765986, 6.6559256 49.765997, 6.6560027 49.7660578, 6.6560678 49.7661084, 6.6558659 49.766225, 6.6558014 49.7662613, 6.6557152 49.7661986, 6.6556726 49.766168, 6.6557836 49.7661041, 6.6556915 49.7660381))",,parking,surface,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[1385019276, 5241715698, 5241715699, 2311096615, 2311217361, 5241715700, 1385019322, 5241715688, 2311096609, 5241715701, 1385019357, 1385019276]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,542154066,,"POLYGON ((6.6571152 49.7665357, 6.6572386 49.7663521, 6.6571547 49.7663286, 6.6570313 49.7665122, 6.6571152 49.7665357))",,parking,surface,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5241788436, 5241788437, 5241788438, 5241788439, 5241788436]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,542246446,,"POLYGON ((6.6580953 49.7674822, 6.6580224 49.7674772, 6.6580111 49.767532, 6.6579913 49.7675616, 6.657971 49.7675952, 6.6579405 49.7676309, 6.6579925 49.7676642, 6.6580192 49.7676363, 6.6580431 49.7676027, 6.6580786 49.7675358, 6.6580866 49.7675097, 6.6580953 49.7674822))",,parking,surface,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5242589289, 5242589290, 2311169471, 5242589291, 5242589292, 5242589277, 5242589278, 5242589285, 5242589286, 5242589287, 5242589288, 5242589289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,542246447,,"POLYGON ((6.65803 49.7674404, 6.6581041 49.7674467, 6.6581246 49.7673471, 6.6580505 49.7673407, 6.6580391 49.7673959, 6.65803 49.7674404))",,parking,surface,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5242589293, 5242589294, 5242589295, 5242589296, 7489053413, 5242589293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,542246448,,"POLYGON ((6.6580567 49.7673108, 6.65813 49.7673171, 6.6581511 49.7672146, 6.6580778 49.7672083, 6.6580672 49.7672597, 6.6580567 49.7673108))",,parking,surface,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5242589297, 5242589298, 5242589299, 5242589300, 5242589273, 5242589297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,542246449,,"POLYGON ((6.6580844 49.7671759, 6.6581585 49.7671822, 6.6581693 49.7671296, 6.6580953 49.7671232, 6.6580844 49.7671759))",,parking,surface,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5242589301, 5242589302, 5242589303, 2311169469, 5242589301]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,542258669,,"POLYGON ((6.6586908 49.7679862, 6.6587857 49.7680308, 6.6588775 49.7680739, 6.6590438 49.767922, 6.658949 49.7678779, 6.6588532 49.7678334, 6.6586908 49.7679862))",,parking,surface,,private,,,,,Bing;HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,"[5242700019, 5242775076, 5242700020, 5242701121, 5242775077, 5242701122, 5242700019]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,542258672,,"POLYGON ((6.658869 49.7683071, 6.6587901 49.7683741, 6.658774 49.7683831, 6.6587721 49.7683833, 6.6587564 49.7683827, 6.6587386 49.7683744, 6.6585416 49.7682822, 6.6586327 49.7682006, 6.6586658 49.768215, 6.658869 49.7683071))",,parking,surface,,customers,,,,,Bing;HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,"[2311190336, 5242700007, 5242700008, 5242701128, 5242700009, 5242700010, 5242700011, 5242701129, 2311190333, 2311190336]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,542485090,,"POLYGON ((6.6643791 49.765878, 6.6642681 49.7658253, 6.6643505 49.7657586, 6.6644506 49.7658179, 6.6643816 49.7658758, 6.6643791 49.765878))",,parking,surface,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[5244797201, 5244797202, 5244797203, 5244797204, 5244797205, 5244797201]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,543273488,,"POLYGON ((6.6834062 49.809159, 6.6830386 49.8088603, 6.683574 49.8085108, 6.6839584 49.8082968, 6.6839831 49.8083154, 6.6843511 49.8086116, 6.6844456 49.8086843, 6.6839904 49.8088938, 6.6838505 49.8087858, 6.6837091 49.8086764, 6.6836515 49.808632, 6.683395 49.8087877, 6.683696 49.8090246, 6.6834062 49.809159))",,parking,surface,,customers,,,,,survey,,,no,asphalt,,,,no,,REWE Pojanow OHG,,,,,,,good,,,,"[5251851129, 5251851130, 9331814250, 5251851131, 9331814247, 5251851134, 5251851135, 5251851136, 10080024585, 10080024586, 5251851137, 5251851138, 5251851139, 5251851129]",,,,Parkplatzgeometrie nach Augenschein. Gegebenenfalls bitte verbessern,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,543411479,,"POLYGON ((6.6648126 49.7653786, 6.6648587 49.7653345, 6.6647269 49.7652771, 6.6643783 49.7651253, 6.6643322 49.7651695, 6.6644669 49.7652281, 6.6646087 49.7652899, 6.6648126 49.7653786))",,parking,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5253174379, 5253174378, 5253174377, 5253174376, 5253174375, 5253174374, 5253174373, 5253174379]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,543411480,,"POLYGON ((6.6649783 49.7654681, 6.6650627 49.7655192, 6.665162 49.7655842, 6.665272 49.7656638, 6.6653336 49.7656361, 6.6652612 49.765579, 6.665166 49.7655149, 6.6650306 49.7654308, 6.6649783 49.7654681))",,parking,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5253174388, 5253174387, 5253174386, 5253174385, 5253174384, 5253174383, 5253174382, 5253174381, 5253174388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,543411481,,"POLYGON ((6.6659734 49.7665517, 6.6660525 49.7665292, 6.6658527 49.7662382, 6.6656917 49.7660181, 6.6655375 49.7658345, 6.6654369 49.7657288, 6.6653699 49.7657565, 6.6654409 49.7658232, 6.6655241 49.7659151, 6.6656233 49.7660407, 6.6657346 49.7662026, 6.6658822 49.7664227, 6.6659734 49.7665517))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5253174400, 5253174399, 5253174398, 5253174397, 5253174396, 5253174395, 5253174394, 5253174393, 5253174392, 5253174391, 5253174390, 5253174389, 5253174400]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,543411482,,"POLYGON ((6.6663055 49.7670051, 6.6663752 49.766984, 6.666314 49.7668996, 6.6662435 49.7668024, 6.6661244 49.7666381, 6.6660547 49.7666592, 6.6661036 49.7667267, 6.6662197 49.7668867, 6.6662887 49.7669818, 6.6663055 49.7670051))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5253174409, 5253174408, 5253174407, 5253174406, 5253174405, 5253174404, 5253174403, 5253174402, 5253174401, 5253174409]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,543411483,,"POLYGON ((6.6670275 49.7676735, 6.6670918 49.7676388, 6.6669537 49.767541, 6.6668397 49.7674517, 6.6667405 49.7673694, 6.6665983 49.7672309, 6.6665219 49.767262, 6.6666225 49.7673565, 6.6666962 49.7674257, 6.666774 49.7674872, 6.6668719 49.7675635, 6.6669845 49.7676449, 6.6670275 49.7676735))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5253174421, 5253174420, 5253174419, 5253174418, 5253174417, 5253174416, 5253174415, 5253174414, 5253174413, 5253174412, 5253174411, 5253174410, 5253174421]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,543779750,,"POLYGON ((6.6590804 49.7694732, 6.659867 49.7698449, 6.6601438 49.7696005, 6.6598626 49.7694677, 6.6598272 49.769499, 6.6597168 49.7694468, 6.6597497 49.7694177, 6.6593547 49.769231, 6.6590804 49.7694732))",,parking,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1385019324, 1385019346, 5256652126, 5256652125, 5256652124, 5256652123, 5256652122, 5256652121, 1385019324]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,543779751,,"POLYGON ((6.6574166 49.7683165, 6.6575883 49.7681554, 6.6576486 49.7681831, 6.6574756 49.7683433, 6.6574166 49.7683165))",,parking,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5256652130, 5256652129, 5256652128, 5256652127, 5256652130]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,548592797,,"POLYGON ((6.6384558 49.7516046, 6.6384702 49.7516262, 6.6384193 49.7516409, 6.6384548 49.7516933, 6.6387171 49.7516344, 6.6387829 49.7516148, 6.6387245 49.7515328, 6.6386437 49.7515533, 6.6386062 49.7515645, 6.6385641 49.7515777, 6.6384558 49.7516046))",,parking,surface,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[5299683287, 5299683286, 5299683285, 5299683284, 4608683301, 4608683302, 1415019555, 4608683328, 5299683281, 5299683289, 5299683287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
