element_type,osmid,barrier,geometry,created_by,amenity,parking,wheelchair,access,name,private,capacity,layer,source,level,maxheight,fee,surface,toilets:wheelchair,check_date,ref,park_ride,supervised,operator,addr:city,addr:housenumber,addr:street,maxstay,lit,opening_hours,smoothness,motorcar,description,capacity:disabled,nodes,building,building:levels,roof:shape,fixme,capacity:tourist_bus,tourist_bus,hgv,operator:type,capacity:women,toilets,toilets:access,addr:country,addr:postcode,fee:conditional,building:material,roof:levels,maxweight,motorcycle,capacity:parent,maxstay:conditional,tunnel,access:conditional,orientation,landuse,check_date:fee,payment:cash,payment:credit_cards,payment:debit_cards,parking:orientation,ways,type
way,90351926,,"POLYGON ((6.63892 49.7584801, 6.639368 49.7583463, 6.6395379 49.7582955, 6.6393387 49.7580173, 6.6391704 49.7580675, 6.6387883 49.7581817, 6.6386792 49.7582143, 6.6387878 49.7583659, 6.6388293 49.7583535, 6.63892 49.7584801))",,parking,multi-storey,yes,yes,Parkhaus Hauptmarkt,,344,,,,,yes,asphalt,no,,,bus,yes,SWT Parken GmbH,,,,,yes,24/7,good,,,yes,"[1048327746, 1924600021, 1048327753, 1048327760, 4607549458, 4607648789, 1048327713, 1224903656, 1224903660, 1048327746]",parking,4,flat,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,
way,91582333,,"POLYGON ((6.6410101 49.7592173, 6.6410988 49.759329, 6.6411355 49.7593758, 6.6411965 49.7594572, 6.6413971 49.7594102, 6.6416679 49.7593463, 6.6416492 49.7593088, 6.641766 49.7592811, 6.6419206 49.7592325, 6.6418947 49.7591976, 6.6417989 49.7590649, 6.6417659 49.7590262, 6.6416159 49.7590729, 6.6415964 49.7590478, 6.6415697 49.7590568, 6.6415596 49.7590447, 6.6414681 49.7590737, 6.6410101 49.7592173))",,parking,multi-storey,limited,yes,Galeria Kaufhof,,450,,,,,yes,concrete,no,,,no,yes,,Trier,10,Margaretengäßchen,,yes,"Mo-Sa 08:00-02:00, Su 11:00-02:00",good,,,,"[1063998206, 1436500513, 1436500518, 1063998214, 1436500522, 1436500514, 1436500509, 1436500507, 1063998307, 1540687129, 1540687120, 1063998285, 1436500481, 1436500477, 4626406645, 4626406646, 1436500485, 1063998206]",parking,5,flat,,,,,,,,,DE,54290,,,,,,,,,,,,,,,,,,
way,91841157,,"POLYGON ((6.6169221 49.7427507, 6.6169407 49.7428059, 6.6169535 49.7428603, 6.6169884 49.7429118, 6.6170478 49.7429572, 6.617082 49.742992, 6.6173427 49.7432535, 6.6175468 49.7432512, 6.618255 49.7427379, 6.618124 49.7426691, 6.6178531 49.7425129, 6.6177871 49.7425609, 6.6171141 49.7421728, 6.6171728 49.7421301, 6.616696 49.7418552, 6.6165723 49.7418539, 6.6169221 49.7427507))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,,,,,,,,"[1067275567, 1601450973, 1601450979, 1601450975, 1601451004, 1601451022, 1601451042, 1067275569, 1067275565, 1067275577, 1601450932, 1601450939, 1601450892, 1601450887, 1067275575, 1067275571, 1067275567]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93504595,,"POLYGON ((6.6403949 49.7615256, 6.64062 49.7617555, 6.6408069 49.7619463, 6.6410301 49.7618546, 6.6411702 49.761797, 6.6411523 49.7617787, 6.6410964 49.7617217, 6.6410311 49.7616549, 6.6407582 49.7613763, 6.6407069 49.7613973, 6.640606 49.7614388, 6.6405499 49.7614619, 6.6404489 49.7615034, 6.6403949 49.7615256))",,parking,multi-storey,limited,customers,Krankenhaus der Barmherzigen Brüder Trier,,,,,,,yes,,yes,,,,,,,,,,yes,24/7,,,,yes,"[1084033574, 3256630046, 1084033544, 2897253828, 1084033531, 4906200449, 4906200448, 4906200454, 1084033549, 1624129204, 1624129215, 1624129235, 1624129249, 1084033574]",parking,3,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97075612,,"POLYGON ((6.6613129 49.7715501, 6.6628163 49.7718325, 6.662642 49.7722474, 6.6625228 49.7722285, 6.662312 49.7722187, 6.6623239 49.7721518, 6.6621185 49.7721419, 6.6621029 49.7722502, 6.6612754 49.7720972, 6.6612553 49.7720277, 6.661234 49.7720251, 6.661231 49.771972, 6.6611523 49.7719587, 6.6610146 49.7719385, 6.6610299 49.7718999, 6.6609427 49.7718503, 6.6610206 49.7716623, 6.66113 49.7716831, 6.6611489 49.7716382, 6.6612599 49.7716584, 6.6613129 49.7715501))",,parking,rooftop,,,,,,2,Bing,,,,,,,,,,,,,,,,,,,,,"[1124697455, 1124697457, 1124697459, 2031731607, 2031731602, 2031731585, 2031731583, 2031731611, 2031731567, 2031731547, 2031731543, 1124697460, 2031731529, 2031731523, 2031731510, 2031731499, 2031731437, 2031731444, 2031731429, 2031731435, 1124697455]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98477820,,"POLYGON ((6.6338406 49.7703259, 6.6336749 49.7701503, 6.6336296 49.7701666, 6.6335756 49.7701662, 6.6335074 49.7701547, 6.6334409 49.7701063, 6.6329138 49.7703099, 6.6331716 49.7705885, 6.6338406 49.7703259))",,parking,surface,limited,,Weisshauswald,,,,,,,no,,no,,,no,,,,,,,,,,,,,"[1139322070, 5396460783, 1139322051, 1139322067, 1634251311, 1139322071, 1139322076, 1139322064, 1139322070]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104129551,,"POLYGON ((6.6881688 49.7436022, 6.6882001 49.7435672, 6.6881404 49.7435449, 6.6882856 49.7433822, 6.6883839 49.7434189, 6.6884369 49.7433595, 6.6885687 49.7434086, 6.6885378 49.7434433, 6.6886454 49.7434834, 6.6886763 49.7434488, 6.6892034 49.7436453, 6.6889739 49.7439024, 6.6881688 49.7436022))",,parking,surface,,yes,Parkplatz Stadteilzentrum,,,,,,,yes,paving_stones,,,,no,,,,,,,yes,24/7,,,,,"[10290315290, 10290315291, 10290315292, 10290315293, 1201533762, 1201533765, 10290315288, 10290315287, 10290315286, 10290315289, 290987021, 1201533752, 10290315290]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106292618,,"POLYGON ((6.6364049 49.7475956, 6.6363056 49.7476131, 6.6363589 49.7477397, 6.6364582 49.7477223, 6.6364049 49.7475956))",,parking,surface,,private,,,,,,,,,,,,,no,,,,,,,,,,,,,"[1223362302, 1223362317, 1223362303, 1223362299, 1223362302]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106560793,,"POLYGON ((6.62887 49.751554, 6.6286613 49.7515577, 6.6285869 49.7515585, 6.6285949 49.7516594, 6.6290948 49.7517213, 6.6291225 49.7515274, 6.6291325 49.7515285, 6.6291627 49.7515291, 6.6291578 49.7515053, 6.6291381 49.7513934, 6.6291161 49.7512894, 6.6289899 49.7513031, 6.6288897 49.7513136, 6.628891 49.7514006, 6.6288613 49.7514015, 6.62887 49.751554))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,,,,,,,,"[1225804029, 1225804031, 4575460250, 1225804022, 1225804026, 4575461189, 4575461190, 4575461191, 1416190434, 1067303386, 1067303399, 4575460284, 1225804019, 3317653511, 3317653512, 1225804029]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106995432,,"POLYGON ((6.6216402 49.7395005, 6.6205332 49.73984, 6.6207901 49.7401753, 6.6217421 49.7398918, 6.6217741 49.7398118, 6.6217677 49.7397358, 6.6216402 49.7395005))",,parking,surface,,permissive,,,,,,,none,no,paved,,,,no,no,,,,,,yes,24/7,good,,,,"[1230260067, 1230260112, 1230260102, 1230260109, 1605373138, 1605373124, 1230260067]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106995438,,"POLYGON ((6.6216191 49.7394229, 6.6215621 49.7393217, 6.6215493 49.7392845, 6.6215653 49.7392386, 6.62161 49.7392068, 6.6220901 49.7390989, 6.6221774 49.7391098, 6.6222162 49.7391409, 6.6222844 49.7392724, 6.6218303 49.739375, 6.6218142 49.7394004, 6.6216685 49.7394345, 6.6216191 49.7394229))",,parking,surface,no,customers,,,,,,,,no,,,,,,,,,,,,yes,,,,,,"[1230260127, 1605372996, 1605372985, 1230260119, 1605372959, 1605372942, 1230260123, 1605372955, 1230260065, 1605373004, 1605373026, 1605373035, 1230260127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107545866,,"POLYGON ((6.6814253 49.7400168, 6.6816815 49.7400232, 6.6817372 49.7399244, 6.6817468 49.7396596, 6.6815401 49.7395708, 6.6814255 49.7395803, 6.6814253 49.7400168))",,parking,surface,,yes,,,,,,,,no,gravel,,,,,,,,,,,,,,,,,"[1235879137, 1643523256, 5498257188, 1235879139, 1235879141, 1235879142, 1235879137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108191737,,"POLYGON ((6.6870246 49.7423413, 6.6869986 49.7423752, 6.6873663 49.7424896, 6.6873911 49.7424604, 6.6870246 49.7423413))",,parking,street_side,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[1241646818, 1241646820, 1241646822, 1241646823, 1241646818]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108191743,,"POLYGON ((6.6877087 49.7426069, 6.6875746 49.7425697, 6.6876053 49.7425302, 6.6877539 49.7425803, 6.6877963 49.742518, 6.688351 49.7427026, 6.6885281 49.7427364, 6.6885173 49.742798, 6.6883678 49.7428443, 6.6883128 49.7428153, 6.6882545 49.7428066, 6.6881693 49.7428127, 6.6880909 49.7428261, 6.6880164 49.7428257, 6.6878428 49.7427694, 6.6878401 49.7427226, 6.6878273 49.7426771, 6.6878133 49.7426437, 6.6877087 49.7426069))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,2 hours,,,,,,,"[1241646855, 1241646852, 1241646853, 1241646854, 1243308061, 8047996880, 8047996879, 8047996878, 8047996877, 8047996876, 8047996875, 8047996874, 8047996873, 8047996872, 8047996871, 8047996870, 8047996869, 8047996868, 1241646855]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108970183,,"POLYGON ((6.6954081 49.7385836, 6.6956551 49.7388622, 6.6957267 49.7388398, 6.6959322 49.7390961, 6.6961547 49.7390132, 6.6956849 49.7384811, 6.6954081 49.7385836))",,parking,surface,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,"[1248940714, 1248940717, 1254090689, 1254090690, 1248940720, 1248940724, 1248940714]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109584585,,"POLYGON ((6.6884216 49.736453, 6.6886914 49.736626, 6.6877513 49.7372182, 6.6874927 49.7370467, 6.6884216 49.736453))",,parking,surface,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[1254090840, 1254090841, 1254090842, 1254090843, 1254090840]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109584592,,"POLYGON ((6.6867294 49.7361776, 6.6867211 49.736102, 6.6874831 49.7361101, 6.6874606 49.7363506, 6.6871979 49.7363642, 6.6871999 49.7364758, 6.6869717 49.7364756, 6.6869718 49.7362663, 6.6868609 49.7362649, 6.6867294 49.7361776))",,parking,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[1254090859, 1254090860, 1254090861, 1254090862, 1254090863, 1254090864, 1254090865, 1467318337, 1254090868, 1254090859]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109584598,,"POLYGON ((6.6878122 49.7363295, 6.6879256 49.7362151, 6.6882419 49.7363204, 6.6882026 49.7363868, 6.6880743 49.7364479, 6.6879599 49.7363882, 6.6878122 49.7363295))",,parking,surface,,no,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[1254090884, 1254090885, 1254090886, 1645729616, 1254090887, 1645729618, 1254090884]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111401188,,"POLYGON ((6.6215384 49.7749412, 6.6219193 49.7749805, 6.6219043 49.7747883, 6.6215685 49.77478, 6.6215384 49.7749412))",,parking,surface,,,,,20,,,,,no,,,,,,,,,,,,,,,,,,"[1269186784, 1269186773, 1269186796, 479361723, 1269186784]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111609816,,"POLYGON ((6.6708412 49.7688273, 6.6708787 49.7687875, 6.6709626 49.7686982, 6.6703869 49.7684725, 6.6703407 49.7685215, 6.6700441 49.7684052, 6.6699581 49.7684967, 6.6698148 49.7684405, 6.6697711 49.768487, 6.6699059 49.7685398, 6.6698549 49.768594, 6.6697996 49.7685724, 6.669736 49.7686399, 6.6699784 49.768735, 6.6702318 49.7688344, 6.6702745 49.7688511, 6.6704434 49.7686714, 6.6708412 49.7688273))",,parking,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[1271154051, 9675544020, 1271154053, 9673734058, 9673734059, 1271154055, 9673734060, 9673734061, 9673734062, 9673734063, 9673734064, 9673734065, 1271154057, 9675520470, 9675544044, 3366780188, 3366780189, 1271154051]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112595176,,"POLYGON ((6.6439641 49.7576462, 6.6439156 49.7575206, 6.643952 49.757527, 6.6440271 49.7575158, 6.6440575 49.7575063, 6.6441069 49.7574963, 6.6441312 49.7574914, 6.6442254 49.7574879, 6.6442882 49.7574723, 6.6443114 49.7574577, 6.6443173 49.7574442, 6.6443188 49.7574269, 6.6443134 49.7574092, 6.6442946 49.7573949, 6.6443623 49.7573786, 6.6443686 49.7573888, 6.6444207 49.7573754, 6.6445111 49.7575345, 6.6443275 49.7575975, 6.6442608 49.7576061, 6.6441957 49.7576149, 6.6439641 49.7576462))",,parking,surface,yes,yes,Sieh um Dich,,27,,,,,yes,,,,,,,,,,,,,,,,,,"[1279408395, 1279408396, 4495455805, 1404923898, 1404923894, 4495455803, 1404923889, 1404923892, 1404923882, 4495455798, 1404923871, 4495455796, 4495455795, 1404923859, 1421203676, 1421203680, 1279408397, 1279408398, 10883760112, 10883760111, 1726511328, 1279408395]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112595177,,"POLYGON ((6.6439995 49.7577911, 6.6439779 49.7577445, 6.6441495 49.7577425, 6.6443076 49.7580444, 6.6444215 49.758184, 6.6441465 49.7582833, 6.6440659 49.7581828, 6.6438541 49.7578259, 6.6439995 49.7577911))",,parking,surface,yes,yes,,,,,,,,no,asphalt,,,,no,no,Stadt Trier,,,,2 hours,yes,,intermediate,,,2,"[1726511348, 5366411254, 1279408401, 4573576333, 1279408402, 1279408403, 1279408404, 1726511350, 1726511348]",,,,,,,,,,,,,,yes @ (Mo-Fr 08:30-20:00),,,,,,,,,,,,,,,,,
way,112793386,,"POLYGON ((6.635916 49.751297, 6.6361089 49.7512581, 6.6362453 49.7512281, 6.6362068 49.7511338, 6.6361365 49.7509951, 6.6359962 49.750697, 6.6358268 49.7507317, 6.6358493 49.7507842, 6.6356024 49.7508299, 6.6357106 49.7510581, 6.6357613 49.7510463, 6.6358639 49.7511957, 6.6358829 49.7512359, 6.635916 49.751297))",,parking,surface,,customers,,,,,,,,yes,asphalt,,,,,,,,,Gerty-Spies-Straße,,,,,,,,"[1281372103, 1281372090, 1281372099, 864659875, 1281372130, 1428908967, 1428908968, 1428908969, 1281372179, 1281372119, 1281372166, 1428908991, 1281372086, 1281372103]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,113244509,,"POLYGON ((6.6937966 49.7927563, 6.6939756 49.792791, 6.6944271 49.7914556, 6.6942203 49.7914309, 6.6937966 49.7927563))",,parking,surface,,private,,,,,Bing,,,no,,,,,,,,,,,,,,,,,,"[1284776989, 1284776992, 1284776995, 1284776997, 1284776989]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,113363088,,"POLYGON ((6.6354778 49.7503242, 6.6356017 49.7503021, 6.6361547 49.750228, 6.6362849 49.7502092, 6.6368031 49.7501384, 6.6368874 49.7501178, 6.6368594 49.7500345, 6.6368434 49.7499871, 6.6368024 49.749992, 6.6367637 49.7499967, 6.6365023 49.750028, 6.6365304 49.7500944, 6.6355447 49.7502299, 6.6354778 49.7503242))",,parking,surface,,yes,,,40,,,,,yes,,,,,,,,,,,,,,,,,,"[729615747, 1428993496, 1428993488, 1428993485, 1428993482, 1428993479, 10799633965, 1428993472, 10799633963, 10799633966, 10799633970, 729615753, 296911406, 729615747]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,113502558,,"POLYGON ((6.6726401 49.778422, 6.6729533 49.7784007, 6.6729411 49.7783139, 6.6729369 49.7782836, 6.6726182 49.7783013, 6.6726401 49.778422))",,parking,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[1286731183, 1286731185, 459906145, 1286731186, 1286731187, 1286731183]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,119803315,,"POLYGON ((6.6859385 49.7926393, 6.6876418 49.7922125, 6.6873353 49.792122, 6.6860612 49.7924527, 6.6859385 49.7926393))",,parking,,,hgv,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[1345094190, 1345094192, 1345094193, 1345094195, 1345094190]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,119803327,,"POLYGON ((6.6901251 49.7987886, 6.6902294 49.7987863, 6.6904838 49.7987808, 6.6907174 49.7987757, 6.6908327 49.7987731, 6.6909666 49.7987702, 6.6910683 49.798768, 6.6910981 49.7993898, 6.6909903 49.7993919, 6.6907461 49.7993968, 6.6902634 49.7994064, 6.6901576 49.7994085, 6.6901251 49.7987886))",,parking,surface,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,"[1345094310, 4717952729, 4717952728, 4717952727, 6938265155, 4717952726, 1345094312, 1345094315, 4717952730, 4717952731, 4717952732, 1345094321, 1345094310]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,119803329,,"POLYGON ((6.6913837 49.7986664, 6.6913649 49.7986075, 6.6917682 49.798633, 6.6938788 49.7988371, 6.6938869 49.798902, 6.6918406 49.7986953, 6.6913837 49.7986664))",,parking,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1345094388, 1345094389, 4717967870, 1345094391, 1345094392, 4717967871, 1345094388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121254918,,"POLYGON ((6.6904682 49.7923586, 6.6905404 49.7922318, 6.6921849 49.7926232, 6.6921006 49.7927534, 6.6904682 49.7923586))",,parking,surface,,customers,,,,,Bing,,,no,,,,,,,,,,,,,,,,,,"[1357926516, 1357926523, 1357926526, 1357926530, 1357926516]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121254919,,"POLYGON ((6.6895053 49.7922791, 6.6899444 49.7921444, 6.6899704 49.7921436, 6.6899764 49.7922233, 6.6900117 49.7926977, 6.6899857 49.7926985, 6.6900088 49.7931272, 6.6900275 49.7934732, 6.6895079 49.7934859, 6.689546 49.7927098, 6.6895053 49.7922791))",,parking,surface,,private,,,,,Bing,,,,,,,,,,,,,,,,,,,,,"[1357926537, 1357926543, 10903476620, 10903476623, 10903476621, 1357926544, 10903476619, 10903476631, 1357926454, 1357926546, 1357926537]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122682329,,"POLYGON ((6.7121346 49.724658, 6.711874 49.7247618, 6.7117533 49.7244961, 6.7117667 49.7244462, 6.711882 49.724396, 6.7119264 49.7244291, 6.7119035 49.7244532, 6.7121346 49.724658))",,parking,surface,,yes,,,,,,,,no,dirt,,,,,,,,,,,,,,,,,"[1370184390, 3954870662, 3954870660, 3954870661, 3954870659, 3954870658, 3954870657, 1370184390]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124425501,,"POLYGON ((6.65526 49.7646459, 6.6560346 49.7651399, 6.6558807 49.765232, 6.6559518 49.7652756, 6.6557541 49.7654057, 6.655379 49.7651671, 6.6553092 49.7651214, 6.6550105 49.7649289, 6.6545903 49.7652131, 6.6545435 49.7654818, 6.6547683 49.7656284, 6.6546662 49.7656973, 6.6546307 49.7656755, 6.6545307 49.7656036, 6.6543779 49.7655011, 6.654335 49.7654248, 6.6543458 49.7653417, 6.6543779 49.7652516, 6.6544623 49.7651559, 6.6548197 49.7649262, 6.6548537 49.7649044, 6.655075 49.7647621, 6.655125 49.76473, 6.6551672 49.7647037, 6.65526 49.7646459))",,parking,surface,,customers,,,,,,,,no,,,,,,,,,,,,,,,,,,"[1385019336, 4500075952, 1385019334, 1385019466, 1385019395, 1385019268, 3683358412, 1385019273, 1385019493, 1385019488, 1385019511, 1385019468, 3363393724, 2311206688, 1385019302, 1385019367, 1385019289, 1385019299, 1385019463, 2311203665, 2311203666, 2311203667, 1385019410, 2311203664, 1385019336]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124425522,,"POLYGON ((6.655737 49.7654178, 6.6561846 49.7656729, 6.6559332 49.7658636, 6.6558789 49.7658566, 6.6553587 49.7657964, 6.6552053 49.7657777, 6.655737 49.7654178))",,parking,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1385019287, 1385019416, 5241632024, 2311217364, 5241632029, 1385019465, 1385019287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124433279,,"POLYGON ((6.6587516 49.7698474, 6.6574681 49.7710031, 6.6574077 49.7709749, 6.6586912 49.7698192, 6.6587516 49.7698474))",,parking,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[1385111663, 1385111354, 1385111494, 1385111213, 1385111663]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124433286,,"POLYGON ((6.6588663 49.7712453, 6.6592027 49.7709472, 6.6593167 49.7708462, 6.6593633 49.7708703, 6.6598141 49.7704663, 6.659761 49.7704415, 6.6598423 49.7703673, 6.659414 49.7701668, 6.65938 49.7701997, 6.6593014 49.7701654, 6.6584075 49.7709819, 6.6585446 49.7710457, 6.6585085 49.7710814, 6.6588663 49.7712453))",,parking,surface,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,"[1385111543, 2035574214, 1862690756, 1862690758, 1862690723, 1862690721, 1385111390, 1862690698, 1862690701, 1385111651, 1385111399, 1862690780, 1862690784, 1385111543]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124433811,,"POLYGON ((6.6476345 49.7671493, 6.6478357 49.7668738, 6.6467306 49.7662501, 6.646459 49.7661129, 6.646391 49.7660786, 6.6462491 49.7661731, 6.6465541 49.7663586, 6.6464331 49.7664436, 6.6471576 49.7668557, 6.6476345 49.7671493))",,parking,,limited,yes,,,130,,,,,yes,,,,,,,,,,,,,,,,,,"[1385119216, 1385119209, 1385119214, 4510741728, 1385119220, 1385119200, 1385119224, 1385119207, 2295447796, 1385119216]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124791657,,"POLYGON ((6.6481112 49.7397827, 6.648176 49.7393816, 6.6487104 49.7394409, 6.6486564 49.7396397, 6.6484783 49.7398071, 6.6483154 49.7397963, 6.6481112 49.7397827))",,parking,surface,,yes,,,,,Bing,,,no,,,,,,,,,,,,,,,,,,"[1387757987, 1387757988, 1387757989, 1387757990, 1387757991, 6508389815, 1387757987]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124797893,,"POLYGON ((6.6454861 49.7616253, 6.6455526 49.7616795, 6.6454101 49.7617643, 6.6457029 49.7619933, 6.6457989 49.7620664, 6.6456616 49.7621465, 6.6455243 49.7622275, 6.6454337 49.7621692, 6.6452505 49.7620465, 6.6451192 49.7619585, 6.6450737 49.761928, 6.6450194 49.7618911, 6.6454861 49.7616253))",,parking,surface,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,"[4565722967, 4565722966, 4565722970, 2047135905, 1387799217, 3355520867, 1387799218, 2047135916, 4565723189, 4565723191, 2047135900, 1387799219, 4565722967]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126515365,,"POLYGON ((6.6373673 49.753854, 6.6376398 49.7537916, 6.6376065 49.7537411, 6.63751 49.7536076, 6.6376859 49.7535528, 6.6377617 49.7535284, 6.6377291 49.7534504, 6.6376807 49.7534515, 6.6376361 49.7534526, 6.6376078 49.7534529, 6.6376068 49.7534884, 6.6374418 49.7534822, 6.6374246 49.7534532, 6.6373714 49.753454, 6.6373401 49.7534584, 6.6372735 49.7534766, 6.6371426 49.7535135, 6.6371374 49.753515, 6.6371871 49.7535871, 6.637308 49.7537629, 6.6373492 49.7538316, 6.6373673 49.753854))",,parking,multi-storey,no,customers,Aldi,,,,,,,,,no,,,,,,,,,,,,,,,,"[1402352422, 1402352345, 4577647230, 1402352165, 1402352133, 1402352117, 1402352063, 9394676835, 9394676836, 1402352065, 4577647232, 1402352091, 4577647233, 1402352087, 4577647245, 4577647236, 4577647247, 1402352103, 1402352164, 1402352295, 1402352344, 1402352422]",yes,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126684930,,"POLYGON ((6.6382641 49.75473, 6.6382324 49.7546928, 6.638207 49.7546589, 6.6381865 49.75463, 6.6381647 49.7545991, 6.6381623 49.7545957, 6.6381035 49.7545098, 6.638095 49.7544974, 6.6380701 49.7544618, 6.6380476 49.7544295, 6.6381336 49.7543918, 6.6381968 49.754365, 6.6382156 49.7543574, 6.6381866 49.7543268, 6.638407 49.7542463, 6.6385054 49.7542103, 6.6385194 49.7542273, 6.6386671 49.7544067, 6.6386818 49.7544256, 6.6386952 49.7544432, 6.6386749 49.7544513, 6.6386935 49.7544742, 6.6386038 49.7545034, 6.6385145 49.7545325, 6.6385824 49.7546174, 6.6386302 49.7546771, 6.6385777 49.7546964, 6.6384168 49.7547569, 6.6384085 49.7547488, 6.6383556 49.7547321, 6.6383309 49.7547085, 6.6382641 49.75473))",,parking,surface,yes,private,,,,,,,,,,,,,,,,,,,,,,,,,,"[1404739783, 4580332687, 1404739776, 1404739765, 4580335592, 1404739754, 4580335607, 1404739714, 1403784656, 1403784632, 4580335622, 4580335625, 1403784624, 4580332626, 4580407546, 4580332627, 4580407558, 4580353989, 4580407561, 4580332625, 4580332620, 1403784671, 4580343777, 1403784698, 1403784731, 1403784753, 4577755759, 1403784792, 1403784783, 1403784770, 1403784754, 1404739783]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126700579,,"POLYGON ((6.6537973 49.7597524, 6.6542398 49.7595048, 6.6544248 49.7596866, 6.6540087 49.75992, 6.6539405 49.7599583, 6.6537254 49.7597962, 6.6537973 49.7597524))",,parking,multi-storey,,,Parkhaus Am Bahnhof,,106,,,,2.05,yes,,,,,,,Erhard Simon,Trier,11,Kürenzer Straße,,,,,,,,"[1403856722, 1403856693, 1403856713, 6116612737, 1403856728, 5406792883, 1403856722]",parking,2,gabled,,,,,,,,,DE,54292,,,,,,,,,,,,,,,,,,
way,127054311,,"POLYGON ((6.633486 49.7568158, 6.6334528 49.7567562, 6.6333618 49.756593, 6.6333253 49.7565275, 6.6338544 49.7564008, 6.6339893 49.7566551, 6.6340103 49.7566948, 6.633918 49.7567165, 6.6337218 49.7567626, 6.6335899 49.7567936, 6.633486 49.7568158))",,parking,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1406993741, 4617361635, 4617361616, 1406993739, 1406993731, 4617361620, 1406993740, 4617361634, 1690977618, 1690977619, 1406993741]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127245252,,"POLYGON ((6.6323849 49.7585788, 6.632723 49.7584537, 6.6330244 49.7587938, 6.6326863 49.7589188, 6.6323849 49.7585788))",,parking,surface,yes,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,"[1408838419, 1408838398, 1408838472, 1408838474, 1408838419]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
