element_type,osmid,amenity,capacity,check_date,geometry,parking_space,nodes,parking
way,974356975,parking_space,,,"POLYGON ((6.675095 49.7482077, 6.6750648 49.7481957, 6.6750339 49.7482283, 6.6750641 49.7482402, 6.675095 49.7482077))",,"[9017324354, 9017324352, 9017324351, 9017324353, 9017324354]",
way,974356976,parking_space,,,"POLYGON ((6.6751253 49.7482197, 6.675095 49.7482077, 6.6750641 49.7482402, 6.6750944 49.7482522, 6.6751253 49.7482197))",,"[9017324356, 9017324354, 9017324353, 9017324355, 9017324356]",
way,974356977,parking_space,,,"POLYGON ((6.6751555 49.7482317, 6.6751253 49.7482197, 6.6750944 49.7482522, 6.6751246 49.7482642, 6.6751555 49.7482317))",,"[9017324358, 9017324356, 9017324355, 9017324357, 9017324358]",
way,974356978,parking_space,,,"POLYGON ((6.6751857 49.7482436, 6.6751555 49.7482317, 6.6751246 49.7482642, 6.6751548 49.7482762, 6.6751857 49.7482436))",,"[9017324360, 9017324358, 9017324357, 9017324359, 9017324360]",
way,974356979,parking_space,,,"POLYGON ((6.6752159 49.7482556, 6.6751857 49.7482436, 6.6751548 49.7482762, 6.675185 49.7482882, 6.6752159 49.7482556))",,"[9017324362, 9017324360, 9017324359, 9017324361, 9017324362]",
way,974356980,parking_space,,,"POLYGON ((6.6752462 49.7482676, 6.6752159 49.7482556, 6.675185 49.7482882, 6.6752153 49.7483001, 6.6752462 49.7482676))",,"[9017324364, 9017324362, 9017324361, 9017324363, 9017324364]",
way,974356981,parking_space,,,"POLYGON ((6.6752764 49.7482796, 6.6752462 49.7482676, 6.6752153 49.7483001, 6.6752455 49.7483121, 6.6752764 49.7482796))",,"[9017324366, 9017324364, 9017324363, 9017324365, 9017324366]",
way,974356982,parking_space,,,"POLYGON ((6.6753066 49.7482916, 6.6752764 49.7482796, 6.6752455 49.7483121, 6.6752757 49.7483241, 6.6753066 49.7482916))",,"[9017324368, 9017324366, 9017324365, 9017324367, 9017324368]",
way,974356983,parking_space,,,"POLYGON ((6.6753368 49.7483035, 6.6753066 49.7482916, 6.6752757 49.7483241, 6.6753059 49.7483361, 6.6753368 49.7483035))",,"[9017324370, 9017324368, 9017324367, 9017324369, 9017324370]",
way,974356984,parking_space,,,"POLYGON ((6.6753671 49.7483155, 6.6753368 49.7483035, 6.6753059 49.7483361, 6.6753362 49.7483481, 6.6753671 49.7483155))",,"[9017324372, 9017324370, 9017324369, 9017324371, 9017324372]",
way,974356985,parking_space,,,"POLYGON ((6.6753973 49.7483275, 6.6753671 49.7483155, 6.6753362 49.7483481, 6.6753664 49.74836, 6.6753973 49.7483275))",,"[9017324374, 9017324372, 9017324371, 9017324373, 9017324374]",
way,974356986,parking_space,,,"POLYGON ((6.6754275 49.7483395, 6.6753973 49.7483275, 6.6753664 49.74836, 6.6753966 49.748372, 6.6754275 49.7483395))",,"[9017324376, 9017324374, 9017324373, 9017324375, 9017324376]",
way,974356987,parking_space,,,"POLYGON ((6.6754577 49.7483515, 6.6754275 49.7483395, 6.6753966 49.748372, 6.6754268 49.748384, 6.6754577 49.7483515))",,"[9017324378, 9017324376, 9017324375, 9017324377, 9017324378]",
way,974356988,parking_space,,,"POLYGON ((6.675488 49.7483634, 6.6754577 49.7483515, 6.6754268 49.748384, 6.6754571 49.748396, 6.675488 49.7483634))",,"[9017324380, 9017324378, 9017324377, 9017324379, 9017324380]",
way,974356989,parking_space,,,"POLYGON ((6.6755182 49.7483754, 6.675488 49.7483634, 6.6754571 49.748396, 6.6754873 49.748408, 6.6755182 49.7483754))",,"[9017324382, 9017324380, 9017324379, 9017324381, 9017324382]",
way,974356990,parking_space,,,"POLYGON ((6.6755484 49.7483874, 6.6755182 49.7483754, 6.6754873 49.748408, 6.6755175 49.7484199, 6.6755484 49.7483874))",,"[9017324384, 9017324382, 9017324381, 9017324383, 9017324384]",
way,974356991,parking_space,,,"POLYGON ((6.6755786 49.7483994, 6.6755484 49.7483874, 6.6755175 49.7484199, 6.6755477 49.7484319, 6.6755786 49.7483994))",,"[9017324386, 9017324384, 9017324383, 9017324385, 9017324386]",
way,974356992,parking_space,,,"POLYGON ((6.6756089 49.7484113, 6.6755786 49.7483994, 6.6755477 49.7484319, 6.675578 49.7484439, 6.6756089 49.7484113))",,"[9017324390, 9017324386, 9017324385, 9017324389, 9017324390]",
way,974356993,parking_space,,,"POLYGON ((6.6754618 49.748576, 6.6754446 49.7485945, 6.675502 49.7486166, 6.6755191 49.7485981, 6.6754618 49.748576))",,"[9017324394, 9017324411, 9017324410, 9017324393, 9017324394]",
way,974356994,parking_space,,,"POLYGON ((6.6754789 49.7485574, 6.6754618 49.748576, 6.6755191 49.7485981, 6.6755362 49.7485795, 6.6754789 49.7485574))",,"[9017324396, 9017324394, 9017324393, 9017324395, 9017324396]",
way,974356995,parking_space,,,"POLYGON ((6.675496 49.7485389, 6.6754789 49.7485574, 6.6755362 49.7485795, 6.6755533 49.748561, 6.675496 49.7485389))",,"[9017324398, 9017324396, 9017324395, 9017324397, 9017324398]",
way,974356996,parking_space,,,"POLYGON ((6.6755131 49.7485203, 6.675496 49.7485389, 6.6755533 49.748561, 6.6755704 49.7485424, 6.6755131 49.7485203))",,"[9017324400, 9017324398, 9017324397, 9017324399, 9017324400]",
way,974356997,parking_space,,,"POLYGON ((6.6755302 49.7485018, 6.6755131 49.7485203, 6.6755704 49.7485424, 6.6755876 49.7485239, 6.6755302 49.7485018))",,"[9017324402, 9017324400, 9017324399, 9017324401, 9017324402]",
way,974356998,parking_space,,,"POLYGON ((6.6755474 49.7484832, 6.6755302 49.7485018, 6.6755876 49.7485239, 6.6756047 49.7485053, 6.6755474 49.7484832))",,"[9017324404, 9017324402, 9017324401, 9017324403, 9017324404]",
way,974356999,parking_space,,,"POLYGON ((6.6755645 49.7484647, 6.6755474 49.7484832, 6.6756047 49.7485053, 6.6756218 49.7484868, 6.6755645 49.7484647))",,"[9017324406, 9017324404, 9017324403, 9017324405, 9017324406]",
way,974357000,parking_space,,,"POLYGON ((6.6755816 49.7484461, 6.6755645 49.7484647, 6.6756218 49.7484868, 6.6756389 49.7484682, 6.6755816 49.7484461))",,"[9017324408, 9017324406, 9017324405, 9017324407, 9017324408]",
way,974357001,parking_space,,,"POLYGON ((6.6755987 49.7484276, 6.6755816 49.7484461, 6.6756389 49.7484682, 6.675656 49.7484497, 6.6755987 49.7484276))",,"[9017324412, 9017324408, 9017324407, 9017324409, 9017324412]",
way,974357002,parking_space,,,"POLYGON ((6.6755815 49.7486471, 6.6755642 49.7486655, 6.6756182 49.7486867, 6.6756355 49.7486684, 6.6755815 49.7486471))",,"[9017324414, 9017324431, 9017324432, 9017324413, 9017324414]",
way,974357003,parking_space,,,"POLYGON ((6.6755988 49.7486288, 6.6755815 49.7486471, 6.6756355 49.7486684, 6.6756528 49.74865, 6.6755988 49.7486288))",,"[9017324416, 9017324414, 9017324413, 9017324415, 9017324416]",
way,974357004,parking_space,,,"POLYGON ((6.6756161 49.7486104, 6.6755988 49.7486288, 6.6756528 49.74865, 6.6756701 49.7486316, 6.6756161 49.7486104))",,"[9017324418, 9017324416, 9017324415, 9017324417, 9017324418]",
way,974357005,parking_space,,,"POLYGON ((6.6756334 49.748592, 6.6756161 49.7486104, 6.6756701 49.7486316, 6.6756874 49.7486132, 6.6756334 49.748592))",,"[9017324420, 9017324418, 9017324417, 9017324419, 9017324420]",
way,974357006,parking_space,,,"POLYGON ((6.6756507 49.7485736, 6.6756334 49.748592, 6.6756874 49.7486132, 6.6757047 49.7485949, 6.6756507 49.7485736))",,"[9017324422, 9017324420, 9017324419, 9017324421, 9017324422]",
way,974357007,parking_space,,,"POLYGON ((6.675668 49.7485553, 6.6756507 49.7485736, 6.6757047 49.7485949, 6.675722 49.7485765, 6.675668 49.7485553))",,"[9017324424, 9017324422, 9017324421, 9017324423, 9017324424]",
way,974357008,parking_space,,,"POLYGON ((6.6756853 49.7485369, 6.675668 49.7485553, 6.675722 49.7485765, 6.6757393 49.7485581, 6.6756853 49.7485369))",,"[9017324426, 9017324424, 9017324423, 9017324425, 9017324426]",
way,974357009,parking_space,,,"POLYGON ((6.6757027 49.7485185, 6.6756853 49.7485369, 6.6757393 49.7485581, 6.6757566 49.7485397, 6.6757027 49.7485185))",,"[9017324428, 9017324426, 9017324425, 9017324427, 9017324428]",
way,974357010,parking_space,,,"POLYGON ((6.67572 49.7485001, 6.6757027 49.7485185, 6.6757566 49.7485397, 6.6757739 49.7485214, 6.67572 49.7485001))",,"[9017324430, 9017324428, 9017324427, 9017324429, 9017324430]",
way,974357011,parking_space,,,"POLYGON ((6.6757373 49.7484818, 6.67572 49.7485001, 6.6757739 49.7485214, 6.6757913 49.748503, 6.6757373 49.7484818))",,"[9017324434, 9017324430, 9017324429, 9017324433, 9017324434]",
way,974357012,parking_space,,,"POLYGON ((6.6756405 49.7486961, 6.6756233 49.7487146, 6.6756767 49.7487353, 6.6756939 49.7487167, 6.6756405 49.7486961))",,"[9017324436, 9017324457, 9017324456, 9017324435, 9017324436]",
way,974357013,parking_space,,,"POLYGON ((6.6756577 49.7486775, 6.6756405 49.7486961, 6.6756939 49.7487167, 6.675711 49.7486981, 6.6756577 49.7486775))",,"[9017324438, 9017324436, 9017324435, 9017324437, 9017324438]",
way,974357014,parking_space,,,"POLYGON ((6.6756749 49.7486589, 6.6756577 49.7486775, 6.675711 49.7486981, 6.6757282 49.7486796, 6.6756749 49.7486589))",,"[9017324440, 9017324438, 9017324437, 9017324439, 9017324440]",
way,974357015,parking_space,,,"POLYGON ((6.675692 49.7486404, 6.6756749 49.7486589, 6.6757282 49.7486796, 6.6757454 49.748661, 6.675692 49.7486404))",,"[9017324442, 9017324440, 9017324439, 9017324441, 9017324442]",
way,974357016,parking_space,,,"POLYGON ((6.6757092 49.7486218, 6.675692 49.7486404, 6.6757454 49.748661, 6.6757626 49.7486424, 6.6757092 49.7486218))",,"[9017324444, 9017324442, 9017324441, 9017324443, 9017324444]",
way,974357017,parking_space,,,"POLYGON ((6.6757264 49.7486032, 6.6757092 49.7486218, 6.6757626 49.7486424, 6.6757798 49.7486238, 6.6757264 49.7486032))",,"[9017324446, 9017324444, 9017324443, 9017324445, 9017324446]",
way,974357018,parking_space,,,"POLYGON ((6.6757436 49.7485846, 6.6757264 49.7486032, 6.6757798 49.7486238, 6.675797 49.7486053, 6.6757436 49.7485846))",,"[9017324448, 9017324446, 9017324445, 9017324447, 9017324448]",
way,974357019,parking_space,,,"POLYGON ((6.6757608 49.7485661, 6.6757436 49.7485846, 6.675797 49.7486053, 6.6758142 49.7485867, 6.6757608 49.7485661))",,"[9017324450, 9017324448, 9017324447, 9017324449, 9017324450]",
way,974357020,parking_space,,,"POLYGON ((6.675778 49.7485475, 6.6757608 49.7485661, 6.6758142 49.7485867, 6.6758314 49.7485681, 6.675778 49.7485475))",,"[9017324452, 9017324450, 9017324449, 9017324451, 9017324452]",
way,974357021,parking_space,,,"POLYGON ((6.6757952 49.7485289, 6.675778 49.7485475, 6.6758314 49.7485681, 6.6758486 49.7485496, 6.6757952 49.7485289))",,"[9017324454, 9017324452, 9017324451, 9017324453, 9017324454]",
way,974357022,parking_space,,,"POLYGON ((6.6758124 49.7485104, 6.6757952 49.7485289, 6.6758486 49.7485496, 6.6758658 49.748531, 6.6758124 49.7485104))",,"[9017324458, 9017324454, 9017324453, 9017324455, 9017324458]",
way,974357025,parking_space,,,"POLYGON ((6.6759656 49.7489497, 6.6759484 49.7489681, 6.6760009 49.7489887, 6.6760182 49.7489702, 6.6759656 49.7489497))",,"[9017324477, 9017324506, 9017324507, 9017324476, 9017324477]",
way,974357026,parking_space,,,"POLYGON ((6.6759829 49.7489312, 6.6759656 49.7489497, 6.6760182 49.7489702, 6.6760354 49.7489517, 6.6759829 49.7489312))",,"[9017324479, 9017324477, 9017324476, 9017324478, 9017324479]",
way,974357027,parking_space,,,"POLYGON ((6.6760002 49.7489127, 6.6759829 49.7489312, 6.6760354 49.7489517, 6.6760527 49.7489333, 6.6760002 49.7489127))",,"[9017324481, 9017324479, 9017324478, 9017324480, 9017324481]",
way,974357028,parking_space,,,"POLYGON ((6.6760175 49.7488943, 6.6760002 49.7489127, 6.6760527 49.7489333, 6.67607 49.7489148, 6.6760175 49.7488943))",,"[9017324483, 9017324481, 9017324480, 9017324482, 9017324483]",
way,974357029,parking_space,,,"POLYGON ((6.6760348 49.7488758, 6.6760175 49.7488943, 6.67607 49.7489148, 6.6760873 49.7488963, 6.6760348 49.7488758))",,"[9017324485, 9017324483, 9017324482, 9017324484, 9017324485]",
way,974357030,parking_space,,,"POLYGON ((6.676052 49.7488573, 6.6760348 49.7488758, 6.6760873 49.7488963, 6.6761046 49.7488778, 6.676052 49.7488573))",,"[9017324487, 9017324485, 9017324484, 9017324486, 9017324487]",
way,974357031,parking_space,,,"POLYGON ((6.6760693 49.7488389, 6.676052 49.7488573, 6.6761046 49.7488778, 6.6761218 49.7488594, 6.6760693 49.7488389))",,"[9017324489, 9017324487, 9017324486, 9017324488, 9017324489]",
way,974357032,parking_space,,,"POLYGON ((6.6760866 49.7488204, 6.6760693 49.7488389, 6.6761218 49.7488594, 6.6761391 49.7488409, 6.6760866 49.7488204))",,"[9017324491, 9017324489, 9017324488, 9017324490, 9017324491]",
way,974357033,parking_space,,,"POLYGON ((6.6761039 49.7488019, 6.6760866 49.7488204, 6.6761391 49.7488409, 6.6761564 49.7488224, 6.6761039 49.7488019))",,"[9017324493, 9017324491, 9017324490, 9017324492, 9017324493]",
way,974357034,parking_space,,,"POLYGON ((6.6761212 49.7487835, 6.6761039 49.7488019, 6.6761564 49.7488224, 6.6761737 49.748804, 6.6761212 49.7487835))",,"[9017324495, 9017324493, 9017324492, 9017324494, 9017324495]",
way,974357035,parking_space,,,"POLYGON ((6.6761385 49.748765, 6.6761212 49.7487835, 6.6761737 49.748804, 6.676191 49.7487855, 6.6761385 49.748765))",,"[9017324497, 9017324495, 9017324494, 9017324496, 9017324497]",
way,974357036,parking_space,,,"POLYGON ((6.6761557 49.7487465, 6.6761385 49.748765, 6.676191 49.7487855, 6.6762083 49.748767, 6.6761557 49.7487465))",,"[9017324499, 9017324497, 9017324496, 9017324498, 9017324499]",
way,974357037,parking_space,,,"POLYGON ((6.676173 49.748728, 6.6761557 49.7487465, 6.6762083 49.748767, 6.6762255 49.7487486, 6.676173 49.748728))",,"[9017324501, 9017324499, 9017324498, 9017324500, 9017324501]",
way,974357038,parking_space,,,"POLYGON ((6.6761903 49.7487096, 6.676173 49.748728, 6.6762255 49.7487486, 6.6762428 49.7487301, 6.6761903 49.7487096))",,"[9017324503, 9017324501, 9017324500, 9017324502, 9017324503]",
way,974357039,parking_space,,,"POLYGON ((6.6762076 49.7486911, 6.6761903 49.7487096, 6.6762428 49.7487301, 6.6762601 49.7487116, 6.6762076 49.7486911))",,"[9017324505, 9017324503, 9017324502, 9017324504, 9017324505]",
way,974357040,parking_space,,,"POLYGON ((6.6762249 49.7486726, 6.6762076 49.7486911, 6.6762601 49.7487116, 6.6762774 49.7486932, 6.6762249 49.7486726))",,"[9017324509, 9017324505, 9017324504, 9017324508, 9017324509]",
way,974357041,parking_space,,,"POLYGON ((6.6757544 49.7487659, 6.6757368 49.7487844, 6.6757891 49.7488052, 6.6758066 49.7487868, 6.6757544 49.7487659))",,"[9017324514, 9017324535, 9017324536, 9017324513, 9017324514]",
way,974357042,parking_space,,,"POLYGON ((6.6757719 49.7487475, 6.6757544 49.7487659, 6.6758066 49.7487868, 6.6758242 49.7487684, 6.6757719 49.7487475))",,"[9017324516, 9017324514, 9017324513, 9017324515, 9017324516]",
way,974357043,parking_space,,,"POLYGON ((6.6757895 49.7487291, 6.6757719 49.7487475, 6.6758242 49.7487684, 6.6758418 49.74875, 6.6757895 49.7487291))",,"[9017324518, 9017324516, 9017324515, 9017324517, 9017324518]",
way,974357044,parking_space,,,"POLYGON ((6.675807 49.7487107, 6.6757895 49.7487291, 6.6758418 49.74875, 6.6758593 49.7487316, 6.675807 49.7487107))",,"[9017324520, 9017324518, 9017324517, 9017324519, 9017324520]",
way,974357045,parking_space,,,"POLYGON ((6.6758246 49.7486923, 6.675807 49.7487107, 6.6758593 49.7487316, 6.6758769 49.7487131, 6.6758246 49.7486923))",,"[9017324522, 9017324520, 9017324519, 9017324521, 9017324522]",
way,974357046,parking_space,,,"POLYGON ((6.6758421 49.7486739, 6.6758246 49.7486923, 6.6758769 49.7487131, 6.6758944 49.7486947, 6.6758421 49.7486739))",,"[9017324524, 9017324522, 9017324521, 9017324523, 9017324524]",
way,974357047,parking_space,,,"POLYGON ((6.6758597 49.7486555, 6.6758421 49.7486739, 6.6758944 49.7486947, 6.675912 49.7486763, 6.6758597 49.7486555))",,"[9017324526, 9017324524, 9017324523, 9017324525, 9017324526]",
way,974357048,parking_space,,,"POLYGON ((6.6758773 49.7486371, 6.6758597 49.7486555, 6.675912 49.7486763, 6.6759296 49.7486579, 6.6758773 49.7486371))",,"[9017324528, 9017324526, 9017324525, 9017324527, 9017324528]",
way,974357049,parking_space,,,"POLYGON ((6.6758948 49.7486187, 6.6758773 49.7486371, 6.6759296 49.7486579, 6.6759471 49.7486395, 6.6758948 49.7486187))",,"[9017324530, 9017324528, 9017324527, 9017324529, 9017324530]",
way,974357050,parking_space,,,"POLYGON ((6.6759124 49.7486003, 6.6758948 49.7486187, 6.6759471 49.7486395, 6.6759647 49.7486211, 6.6759124 49.7486003))",,"[9017324532, 9017324530, 9017324529, 9017324531, 9017324532]",
way,974357051,parking_space,,,"POLYGON ((6.6759299 49.7485819, 6.6759124 49.7486003, 6.6759647 49.7486211, 6.6759822 49.7486027, 6.6759299 49.7485819))",,"[9017324534, 9017324532, 9017324531, 9017324533, 9017324534]",
way,974357052,parking_space,,,"POLYGON ((6.6759475 49.7485635, 6.6759299 49.7485819, 6.6759822 49.7486027, 6.6759998 49.7485843, 6.6759475 49.7485635))",,"[9017324538, 9017324534, 9017324533, 9017324537, 9017324538]",
way,974357053,parking_space,,,"POLYGON ((6.6758687 49.748861, 6.6758516 49.7488795, 6.6759046 49.7489, 6.6759217 49.7488815, 6.6758687 49.748861))",,"[9017324546, 9017324571, 9017324572, 9017324545, 9017324546]",
way,974357054,parking_space,,,"POLYGON ((6.6758858 49.7488425, 6.6758687 49.748861, 6.6759217 49.7488815, 6.6759388 49.748863, 6.6758858 49.7488425))",,"[9017324548, 9017324546, 9017324545, 9017324547, 9017324548]",
way,974357055,parking_space,,,"POLYGON ((6.6759029 49.748824, 6.6758858 49.7488425, 6.6759388 49.748863, 6.6759559 49.7488445, 6.6759029 49.748824))",,"[9017324550, 9017324548, 9017324547, 9017324549, 9017324550]",
way,974357056,parking_space,,,"POLYGON ((6.67592 49.7488055, 6.6759029 49.748824, 6.6759559 49.7488445, 6.675973 49.748826, 6.67592 49.7488055))",,"[9017324552, 9017324550, 9017324549, 9017324551, 9017324552]",
way,974357057,parking_space,,,"POLYGON ((6.6759371 49.748787, 6.67592 49.7488055, 6.675973 49.748826, 6.6759901 49.7488074, 6.6759371 49.748787))",,"[9017324554, 9017324552, 9017324551, 9017324553, 9017324554]",
way,974357058,parking_space,,,"POLYGON ((6.6759542 49.7487685, 6.6759371 49.748787, 6.6759901 49.7488074, 6.6760072 49.7487889, 6.6759542 49.7487685))",,"[9017324556, 9017324554, 9017324553, 9017324555, 9017324556]",
way,974357059,parking_space,,,"POLYGON ((6.6759713 49.74875, 6.6759542 49.7487685, 6.6760072 49.7487889, 6.6760243 49.7487704, 6.6759713 49.74875))",,"[9017324558, 9017324556, 9017324555, 9017324557, 9017324558]",
way,974357060,parking_space,,,"POLYGON ((6.6759884 49.7487315, 6.6759713 49.74875, 6.6760243 49.7487704, 6.6760414 49.7487519, 6.6759884 49.7487315))",,"[9017324560, 9017324558, 9017324557, 9017324559, 9017324560]",
way,974357061,parking_space,,,"POLYGON ((6.6760055 49.7487129, 6.6759884 49.7487315, 6.6760414 49.7487519, 6.6760585 49.7487334, 6.6760055 49.7487129))",,"[9017324562, 9017324560, 9017324559, 9017324561, 9017324562]",
way,974357062,parking_space,,,"POLYGON ((6.6760226 49.7486944, 6.6760055 49.7487129, 6.6760585 49.7487334, 6.6760756 49.7487149, 6.6760226 49.7486944))",,"[9017324564, 9017324562, 9017324561, 9017324563, 9017324564]",
way,974357063,parking_space,,,"POLYGON ((6.6760397 49.7486759, 6.6760226 49.7486944, 6.6760756 49.7487149, 6.6760927 49.7486964, 6.6760397 49.7486759))",,"[9017324566, 9017324564, 9017324563, 9017324565, 9017324566]",
way,974357064,parking_space,,,"POLYGON ((6.6760568 49.7486574, 6.6760397 49.7486759, 6.6760927 49.7486964, 6.6761098 49.7486779, 6.6760568 49.7486574))",,"[9017324568, 9017324566, 9017324565, 9017324567, 9017324568]",
way,974357065,parking_space,,,"POLYGON ((6.6760739 49.7486389, 6.6760568 49.7486574, 6.6761098 49.7486779, 6.676127 49.7486594, 6.6760739 49.7486389))",,"[9017324570, 9017324568, 9017324567, 9017324569, 9017324570]",
way,974357066,parking_space,,,"POLYGON ((6.676091 49.7486204, 6.6760739 49.7486389, 6.676127 49.7486594, 6.6761441 49.7486408, 6.676091 49.7486204))",,"[9017324574, 9017324570, 9017324569, 9017324573, 9017324574]",
way,974361080,parking_space,,,"POLYGON ((6.6769892 49.7484959, 6.677007 49.7484769, 6.6769481 49.7484539, 6.6769304 49.7484729, 6.6769892 49.7484959))",,"[9017330712, 9017361227, 9017361226, 9017330711, 9017330712]",
way,974361081,parking_space,,,"POLYGON ((6.6769714 49.7485149, 6.6769892 49.7484959, 6.6769304 49.7484729, 6.6769126 49.7484919, 6.6769714 49.7485149))",,"[9017330714, 9017330712, 9017330711, 9017330713, 9017330714]",
way,974361082,parking_space,,,"POLYGON ((6.6769537 49.7485339, 6.6769714 49.7485149, 6.6769126 49.7484919, 6.6768948 49.7485109, 6.6769537 49.7485339))",,"[9017330716, 9017330714, 9017330713, 9017330715, 9017330716]",
way,974361083,parking_space,,,"POLYGON ((6.6769359 49.7485529, 6.6769537 49.7485339, 6.6768948 49.7485109, 6.676877 49.7485299, 6.6769359 49.7485529))",,"[9017361218, 9017330716, 9017330715, 9017361217, 9017361218]",
way,974361084,parking_space,,,"POLYGON ((6.6769181 49.7485718, 6.6769359 49.7485529, 6.676877 49.7485299, 6.6768593 49.7485488, 6.6769181 49.7485718))",,"[9017361220, 9017361218, 9017361217, 9017361219, 9017361220]",
way,974361085,parking_space,,,"POLYGON ((6.6769003 49.7485908, 6.6769181 49.7485718, 6.6768593 49.7485488, 6.6768415 49.7485678, 6.6769003 49.7485908))",,"[9017361222, 9017361220, 9017361219, 9017361221, 9017361222]",
way,974361086,parking_space,,,"POLYGON ((6.6768826 49.7486098, 6.6769003 49.7485908, 6.6768415 49.7485678, 6.6768237 49.7485868, 6.6768826 49.7486098))",,"[9017361224, 9017361222, 9017361221, 9017361223, 9017361224]",
way,974361087,parking_space,,,"POLYGON ((6.6768648 49.7486288, 6.6768826 49.7486098, 6.6768237 49.7485868, 6.6768059 49.7486058, 6.6768648 49.7486288))",,"[9017361228, 9017361224, 9017361223, 9017361225, 9017361228]",
way,974361088,parking_space,,,"POLYGON ((6.6766523 49.7485707, 6.6766335 49.7485907, 6.6766919 49.7486138, 6.6767108 49.7485938, 6.6766523 49.7485707))",,"[9017361230, 9017361248, 9017361247, 9017361229, 9017361230]",
way,974361089,parking_space,,,"POLYGON ((6.6766712 49.7485507, 6.6766523 49.7485707, 6.6767108 49.7485938, 6.6767297 49.7485738, 6.6766712 49.7485507))",,"[9017361232, 9017361230, 9017361229, 9017361231, 9017361232]",
way,974361090,parking_space,,,"POLYGON ((6.6766901 49.7485308, 6.6766712 49.7485507, 6.6767297 49.7485738, 6.6767486 49.7485539, 6.6766901 49.7485308))",,"[9017361234, 9017361232, 9017361231, 9017361233, 9017361234]",
way,974361091,parking_space,,,"POLYGON ((6.676709 49.7485108, 6.6766901 49.7485308, 6.6767486 49.7485539, 6.6767675 49.7485339, 6.676709 49.7485108))",,"[9017361236, 9017361234, 9017361233, 9017361235, 9017361236]",
way,974361092,parking_space,,,"POLYGON ((6.6767279 49.7484909, 6.676709 49.7485108, 6.6767675 49.7485339, 6.6767864 49.748514, 6.6767279 49.7484909))",,"[9017361238, 9017361236, 9017361235, 9017361237, 9017361238]",
way,974361093,parking_space,,,"POLYGON ((6.6767468 49.7484709, 6.6767279 49.7484909, 6.6767864 49.748514, 6.6768053 49.748494, 6.6767468 49.7484709))",,"[9017361240, 9017361238, 9017361237, 9017361239, 9017361240]",
way,974361094,parking_space,,,"POLYGON ((6.6767657 49.7484509, 6.6767468 49.7484709, 6.6768053 49.748494, 6.6768242 49.748474, 6.6767657 49.7484509))",,"[9017361242, 9017361240, 9017361239, 9017361241, 9017361242]",
way,974361095,parking_space,,,"POLYGON ((6.6767846 49.748431, 6.6767657 49.7484509, 6.6768242 49.748474, 6.676843 49.7484541, 6.6767846 49.748431))",,"[9017361244, 9017361242, 9017361241, 9017361243, 9017361244]",
way,974361096,parking_space,,,"POLYGON ((6.6768035 49.748411, 6.6767846 49.748431, 6.676843 49.7484541, 6.6768619 49.7484341, 6.6768035 49.748411))",,"[9017361245, 9017361244, 9017361243, 9017361246, 9017361245]",
way,974381469,parking_space,,,"POLYGON ((6.6778267 49.7494534, 6.6778792 49.7494805, 6.6779015 49.7494625, 6.677849 49.7494354, 6.6778267 49.7494534))",,"[9017502353, 9017502347, 9017502348, 9017502357, 9017502353]",
way,974381470,parking_space,,,"POLYGON ((6.6777253 49.749456, 6.6777027 49.7494743, 6.6777627 49.7495053, 6.6777853 49.749487, 6.6777253 49.749456))",,"[9017502350, 9017502355, 9017502356, 9017502349, 9017502350]",
way,974381471,parking_space,,,"POLYGON ((6.6777461 49.7494392, 6.6777253 49.749456, 6.6777853 49.749487, 6.6778061 49.7494702, 6.6777461 49.7494392))",,"[9017502352, 9017502350, 9017502349, 9017502351, 9017502352]",
way,974381472,parking_space,,,"POLYGON ((6.6777668 49.7494225, 6.6777461 49.7494392, 6.6778061 49.7494702, 6.6778267 49.7494534, 6.6777668 49.7494225))",,"[9017502354, 9017502352, 9017502351, 9017502353, 9017502354]",
way,974381473,parking_space,,,"POLYGON ((6.677789 49.7494045, 6.6777668 49.7494225, 6.6778267 49.7494534, 6.677849 49.7494354, 6.677789 49.7494045))",,"[9017502358, 9017502354, 9017502353, 9017502357, 9017502358]",
way,974381476,parking_space,,,"POLYGON ((6.6771253 49.7497358, 6.6771042 49.7497543, 6.6771615 49.7497815, 6.6771826 49.749763, 6.6771253 49.7497358))",,"[9017502368, 9017502366, 9017502362, 9017502363, 9017502368]",
way,974381477,parking_space,,,"POLYGON ((6.6771464 49.7497173, 6.6771253 49.7497358, 6.6771826 49.749763, 6.6772037 49.7497445, 6.6771464 49.7497173))",,"[9017502370, 9017502368, 9017502363, 9017502364, 9017502370]",
way,974381478,parking_space,,,"POLYGON ((6.6771674 49.7496988, 6.6771464 49.7497173, 6.6772037 49.7497445, 6.6772248 49.749726, 6.6771674 49.7496988))",,"[9017502372, 9017502370, 9017502364, 9017502365, 9017502372]",
way,974381479,parking_space,,,"POLYGON ((6.6771885 49.7496803, 6.6771674 49.7496988, 6.6772248 49.749726, 6.6772458 49.7497075, 6.6771885 49.7496803))",,"[9017502387, 9017502372, 9017502365, 9017502376, 9017502387]",
way,974381480,parking_space,,,"POLYGON ((6.6770454 49.7497263, 6.6770243 49.7497448, 6.6770831 49.7497728, 6.6771042 49.7497543, 6.6770454 49.7497263))",,"[9017502367, 9017502374, 9017502375, 9017502366, 9017502367]",
