element_type,osmid,amenity,capacity,check_date,geometry,parking_space,nodes,parking
way,974381481,parking_space,,,"POLYGON ((6.6770665 49.7497078, 6.6770454 49.7497263, 6.6771042 49.7497543, 6.6771253 49.7497358, 6.6770665 49.7497078))",,"[9017502369, 9017502367, 9017502366, 9017502368, 9017502369]",
way,974381482,parking_space,,,"POLYGON ((6.6770876 49.7496893, 6.6770665 49.7497078, 6.6771253 49.7497358, 6.6771464 49.7497173, 6.6770876 49.7496893))",,"[9017502371, 9017502369, 9017502368, 9017502370, 9017502371]",
way,974381483,parking_space,,,"POLYGON ((6.6771086 49.7496708, 6.6770876 49.7496893, 6.6771464 49.7497173, 6.6771674 49.7496988, 6.6771086 49.7496708))",,"[9017502373, 9017502371, 9017502370, 9017502372, 9017502373]",
way,974381484,parking_space,,,"POLYGON ((6.6771297 49.7496523, 6.6771086 49.7496708, 6.6771674 49.7496988, 6.6771885 49.7496803, 6.6771297 49.7496523))",,"[9017502388, 9017502373, 9017502372, 9017502387, 9017502388]",
way,974381485,parking_space,,,"POLYGON ((6.6772173 49.749655, 6.6771885 49.7496803, 6.6772458 49.7497075, 6.6772746 49.7496822, 6.6772173 49.749655))",,"[9017502386, 9017502387, 9017502376, 9017502377, 9017502386]",
way,974381486,parking_space,,,"POLYGON ((6.6772462 49.7496297, 6.6772173 49.749655, 6.6772746 49.7496822, 6.6773035 49.7496569, 6.6772462 49.7496297))",,"[9017502384, 9017502386, 9017502377, 9017502378, 9017502384]",
way,974381487,parking_space,,,"POLYGON ((6.677275 49.7496044, 6.6772462 49.7496297, 6.6773035 49.7496569, 6.6773323 49.7496316, 6.677275 49.7496044))",,"[9017502382, 9017502384, 9017502378, 9017502380, 9017502382]",
way,974381488,parking_space,,,"POLYGON ((6.6773038 49.7495791, 6.677275 49.7496044, 6.6773323 49.7496316, 6.6773611 49.7496063, 6.6773038 49.7495791))",,"[9017502389, 9017502382, 9017502380, 9017502379, 9017502389]",
way,974381489,parking_space,,,"POLYGON ((6.677275 49.7496044, 6.6773038 49.7495791, 6.677245 49.7495511, 6.6772162 49.7495764, 6.677275 49.7496044))",,"[9017502382, 9017502389, 9017502390, 9017502381, 9017502382]",
way,974381490,parking_space,,,"POLYGON ((6.6772462 49.7496297, 6.677275 49.7496044, 6.6772162 49.7495764, 6.6771874 49.7496017, 6.6772462 49.7496297))",,"[9017502384, 9017502382, 9017502381, 9017502383, 9017502384]",
way,974381491,parking_space,,,"POLYGON ((6.6772173 49.749655, 6.6772462 49.7496297, 6.6771874 49.7496017, 6.6771585 49.749627, 6.6772173 49.749655))",,"[9017502386, 9017502384, 9017502383, 9017502385, 9017502386]",
way,974381492,parking_space,,,"POLYGON ((6.6771885 49.7496803, 6.6772173 49.749655, 6.6771585 49.749627, 6.6771297 49.7496523, 6.6771885 49.7496803))",,"[9017502387, 9017502386, 9017502385, 9017502388, 9017502387]",
way,974381493,parking_space,,,"POLYGON ((6.6768944 49.7497517, 6.6768361 49.7497669, 6.6768495 49.7497885, 6.6769079 49.7497733, 6.6768944 49.7497517))",,"[9017516099, 9017516098, 9017502392, 9017502391, 9017516099]",
way,974381494,parking_space,,,"POLYGON ((6.6765675 49.7492277, 6.6765534 49.7492051, 6.676495 49.7492203, 6.6765091 49.7492429, 6.6765675 49.7492277))",,"[9017516100, 9017502393, 9017502394, 9017516097, 9017516100]",
way,974381495,parking_space,,,"POLYGON ((6.6765806 49.7492487, 6.6765675 49.7492277, 6.6765091 49.7492429, 6.6765222 49.7492639, 6.6765806 49.7492487))",,"[9017502396, 9017516100, 9017516097, 9017502395, 9017502396]",
way,974381496,parking_space,,,"POLYGON ((6.6765937 49.7492697, 6.6765806 49.7492487, 6.6765222 49.7492639, 6.6765353 49.7492849, 6.6765937 49.7492697))",,"[9017502398, 9017502396, 9017502395, 9017502397, 9017502398]",
way,974381497,parking_space,,,"POLYGON ((6.6766068 49.7492907, 6.6765937 49.7492697, 6.6765353 49.7492849, 6.6765484 49.7493059, 6.6766068 49.7492907))",,"[9017502400, 9017502398, 9017502397, 9017502399, 9017502400]",
way,974381498,parking_space,,,"POLYGON ((6.6766199 49.7493117, 6.6766068 49.7492907, 6.6765484 49.7493059, 6.6765615 49.7493269, 6.6766199 49.7493117))",,"[9017502402, 9017502400, 9017502399, 9017502401, 9017502402]",
way,974381499,parking_space,,,"POLYGON ((6.676633 49.7493327, 6.6766199 49.7493117, 6.6765615 49.7493269, 6.6765746 49.7493479, 6.676633 49.7493327))",,"[9017502404, 9017502402, 9017502401, 9017502403, 9017502404]",
way,974381500,parking_space,,,"POLYGON ((6.6766461 49.7493537, 6.676633 49.7493327, 6.6765746 49.7493479, 6.6765877 49.7493689, 6.6766461 49.7493537))",,"[9017502406, 9017502404, 9017502403, 9017502405, 9017502406]",
way,974381501,parking_space,,,"POLYGON ((6.6766592 49.7493747, 6.6766461 49.7493537, 6.6765877 49.7493689, 6.6766008 49.7493899, 6.6766592 49.7493747))",,"[9017502408, 9017502406, 9017502405, 9017502407, 9017502408]",
way,974381502,parking_space,,,"POLYGON ((6.6766723 49.7493957, 6.6766592 49.7493747, 6.6766008 49.7493899, 6.6766139 49.7494109, 6.6766723 49.7493957))",,"[9017502410, 9017502408, 9017502407, 9017502409, 9017502410]",
way,974381503,parking_space,,,"POLYGON ((6.6766854 49.7494167, 6.6766723 49.7493957, 6.6766139 49.7494109, 6.676627 49.7494319, 6.6766854 49.7494167))",,"[9017502412, 9017502410, 9017502409, 9017502411, 9017502412]",
way,974381504,parking_space,,,"POLYGON ((6.6766985 49.7494377, 6.6766854 49.7494167, 6.676627 49.7494319, 6.6766401 49.7494529, 6.6766985 49.7494377))",,"[9017502414, 9017502412, 9017502411, 9017502413, 9017502414]",
way,974381505,parking_space,,,"POLYGON ((6.6767116 49.7494586, 6.6766985 49.7494377, 6.6766401 49.7494529, 6.6766532 49.7494738, 6.6767116 49.7494586))",,"[9017502416, 9017502414, 9017502413, 9017502415, 9017502416]",
way,974381506,parking_space,,,"POLYGON ((6.6767247 49.7494796, 6.6767116 49.7494586, 6.6766532 49.7494738, 6.6766663 49.7494948, 6.6767247 49.7494796))",,"[9017516018, 9017502416, 9017502415, 9017516017, 9017516018]",
way,974381507,parking_space,,,"POLYGON ((6.6767378 49.7495006, 6.6767247 49.7494796, 6.6766663 49.7494948, 6.6766794 49.7495158, 6.6767378 49.7495006))",,"[9017516020, 9017516018, 9017516017, 9017516019, 9017516020]",
way,974381508,parking_space,,,"POLYGON ((6.6767509 49.7495216, 6.6767378 49.7495006, 6.6766794 49.7495158, 6.6766925 49.7495368, 6.6767509 49.7495216))",,"[9017516022, 9017516020, 9017516019, 9017516021, 9017516022]",
way,974381509,parking_space,,,"POLYGON ((6.676764 49.7495426, 6.6767509 49.7495216, 6.6766925 49.7495368, 6.6767056 49.7495578, 6.676764 49.7495426))",,"[9017516024, 9017516022, 9017516021, 9017516023, 9017516024]",
way,974381510,parking_space,,,"POLYGON ((6.6767771 49.7495636, 6.676764 49.7495426, 6.6767056 49.7495578, 6.6767187 49.7495788, 6.6767771 49.7495636))",,"[9017516026, 9017516024, 9017516023, 9017516025, 9017516026]",
way,974381511,parking_space,,,"POLYGON ((6.6767902 49.7495846, 6.6767771 49.7495636, 6.6767187 49.7495788, 6.6767318 49.7495998, 6.6767902 49.7495846))",,"[9017516028, 9017516026, 9017516025, 9017516027, 9017516028]",
way,974381512,parking_space,,,"POLYGON ((6.6768033 49.7496056, 6.6767902 49.7495846, 6.6767318 49.7495998, 6.6767449 49.7496208, 6.6768033 49.7496056))",,"[9017516030, 9017516028, 9017516027, 9017516029, 9017516030]",
way,974381513,parking_space,,,"POLYGON ((6.6768164 49.7496266, 6.6768033 49.7496056, 6.6767449 49.7496208, 6.676758 49.7496418, 6.6768164 49.7496266))",,"[9017516032, 9017516030, 9017516029, 9017516031, 9017516032]",
way,974381514,parking_space,,,"POLYGON ((6.6768295 49.7496476, 6.6768164 49.7496266, 6.676758 49.7496418, 6.6767711 49.7496628, 6.6768295 49.7496476))",,"[9017516034, 9017516032, 9017516031, 9017516033, 9017516034]",
way,974381515,parking_space,,,"POLYGON ((6.6768425 49.7496686, 6.6768295 49.7496476, 6.6767711 49.7496628, 6.6767842 49.7496838, 6.6768425 49.7496686))",,"[9017516036, 9017516034, 9017516033, 9017516035, 9017516036]",
way,974381516,parking_space,,,"POLYGON ((6.6768556 49.7496896, 6.6768425 49.7496686, 6.6767842 49.7496838, 6.6767973 49.7497048, 6.6768556 49.7496896))",,"[9017516038, 9017516036, 9017516035, 9017516037, 9017516038]",
way,974381517,parking_space,,,"POLYGON ((6.6768687 49.7497105, 6.6768556 49.7496896, 6.6767973 49.7497048, 6.6768104 49.7497257, 6.6768687 49.7497105))",,"[9017516040, 9017516038, 9017516037, 9017516039, 9017516040]",
way,974381518,parking_space,,,"POLYGON ((6.6768818 49.7497315, 6.6768687 49.7497105, 6.6768104 49.7497257, 6.6768235 49.7497467, 6.6768818 49.7497315))",,"[9017516042, 9017516040, 9017516039, 9017516041, 9017516042]",
way,974381519,parking_space,,,"POLYGON ((6.6769374 49.7497894, 6.6769091 49.7497753, 6.6768684 49.7498094, 6.6768967 49.7498235, 6.6769374 49.7497894))",,"[9017516044, 9017516060, 9017516057, 9017516043, 9017516044]",
way,974381520,parking_space,,,"POLYGON ((6.6769657 49.7498034, 6.6769374 49.7497894, 6.6768967 49.7498235, 6.676925 49.7498376, 6.6769657 49.7498034))",,"[9017516046, 9017516044, 9017516043, 9017516045, 9017516046]",
way,974381521,parking_space,,,"POLYGON ((6.6769939 49.7498175, 6.6769657 49.7498034, 6.676925 49.7498376, 6.6769532 49.7498516, 6.6769939 49.7498175))",,"[9017516048, 9017516046, 9017516045, 9017516047, 9017516048]",
way,974381522,parking_space,,,"POLYGON ((6.6770222 49.7498316, 6.6769939 49.7498175, 6.6769532 49.7498516, 6.6769815 49.7498657, 6.6770222 49.7498316))",,"[9017516050, 9017516048, 9017516047, 9017516049, 9017516050]",
way,974381523,parking_space,,,"POLYGON ((6.6770505 49.7498457, 6.6770222 49.7498316, 6.6769815 49.7498657, 6.6770098 49.7498798, 6.6770505 49.7498457))",,"[9017516052, 9017516050, 9017516049, 9017516051, 9017516052]",
way,974381524,parking_space,,,"POLYGON ((6.6770788 49.7498597, 6.6770505 49.7498457, 6.6770098 49.7498798, 6.677038 49.7498939, 6.6770788 49.7498597))",,"[9017516054, 9017516052, 9017516051, 9017516053, 9017516054]",
way,974381525,parking_space,,,"POLYGON ((6.677107 49.7498738, 6.6770788 49.7498597, 6.677038 49.7498939, 6.6770663 49.7499079, 6.677107 49.7498738))",,"[9017516056, 9017516054, 9017516053, 9017516055, 9017516056]",
way,974381526,parking_space,,,"POLYGON ((6.6771353 49.7498879, 6.677107 49.7498738, 6.6770663 49.7499079, 6.6770946 49.749922, 6.6771353 49.7498879))",,"[9017516059, 9017516056, 9017516055, 9017516058, 9017516059]",
way,974381527,parking_space,,,"POLYGON ((6.6769539 49.7496233, 6.676933 49.7496412, 6.67699 49.7496689, 6.6770109 49.7496509, 6.6769539 49.7496233))",,"[9017516086, 9017516061, 9017516062, 9017516063, 9017516086]",
way,974381528,parking_space,,,"POLYGON ((6.6769755 49.7496047, 6.6769539 49.7496233, 6.6770109 49.7496509, 6.6770324 49.7496323, 6.6769755 49.7496047))",,"[9017516071, 9017516086, 9017516063, 9017516064, 9017516071]",
way,974381529,parking_space,,,"POLYGON ((6.6769966 49.7495865, 6.6769755 49.7496047, 6.6770324 49.7496323, 6.6770536 49.7496141, 6.6769966 49.7495865))",,"[9017516073, 9017516071, 9017516064, 9017516065, 9017516073]",
way,974381530,parking_space,,,"POLYGON ((6.6770177 49.7495683, 6.6769966 49.7495865, 6.6770536 49.7496141, 6.6770747 49.7495959, 6.6770177 49.7495683))",,"[9017516075, 9017516073, 9017516065, 9017516066, 9017516075]",
way,974381531,parking_space,,,"POLYGON ((6.6770385 49.7495504, 6.6770177 49.7495683, 6.6770747 49.7495959, 6.6770955 49.749578, 6.6770385 49.7495504))",,"[9017516077, 9017516075, 9017516066, 9017516067, 9017516077]",
way,974381532,parking_space,,,"POLYGON ((6.6770593 49.7495325, 6.6770385 49.7495504, 6.6770955 49.749578, 6.6771163 49.7495601, 6.6770593 49.7495325))",,"[9017516079, 9017516077, 9017516067, 9017516068, 9017516079]",
way,974381533,parking_space,,,"POLYGON ((6.6770804 49.7495143, 6.6770593 49.7495325, 6.6771163 49.7495601, 6.6771374 49.7495419, 6.6770804 49.7495143))",,"[9017516081, 9017516079, 9017516068, 9017516069, 9017516081]",
way,974381534,parking_space,,,"POLYGON ((6.6771015 49.7494962, 6.6770804 49.7495143, 6.6771374 49.7495419, 6.6771585 49.7495238, 6.6771015 49.7494962))",,"[9017516083, 9017516081, 9017516069, 9017516070, 9017516083]",
way,974381535,parking_space,,,"POLYGON ((6.6771226 49.749478, 6.6771015 49.7494962, 6.6771585 49.7495238, 6.6771795 49.7495056, 6.6771226 49.749478))",,"[9017516090, 9017516083, 9017516070, 9017516093, 9017516090]",
way,974381536,parking_space,,,"POLYGON ((6.6769186 49.7495772, 6.6768971 49.7495957, 6.6769539 49.7496233, 6.6769755 49.7496047, 6.6769186 49.7495772))",,"[9017516072, 9017516085, 9017516086, 9017516071, 9017516072]",
way,974381537,parking_space,,,"POLYGON ((6.6769398 49.749559, 6.6769186 49.7495772, 6.6769755 49.7496047, 6.6769966 49.7495865, 6.6769398 49.749559))",,"[9017516074, 9017516072, 9017516071, 9017516073, 9017516074]",
way,974381538,parking_space,,,"POLYGON ((6.6769609 49.7495408, 6.6769398 49.749559, 6.6769966 49.7495865, 6.6770177 49.7495683, 6.6769609 49.7495408))",,"[9017516076, 9017516074, 9017516073, 9017516075, 9017516076]",
way,974381539,parking_space,,,"POLYGON ((6.6769817 49.7495229, 6.6769609 49.7495408, 6.6770177 49.7495683, 6.6770385 49.7495504, 6.6769817 49.7495229))",,"[9017516078, 9017516076, 9017516075, 9017516077, 9017516078]",
way,974381540,parking_space,,,"POLYGON ((6.6770025 49.7495049, 6.6769817 49.7495229, 6.6770385 49.7495504, 6.6770593 49.7495325, 6.6770025 49.7495049))",,"[9017516080, 9017516078, 9017516077, 9017516079, 9017516080]",
way,974381541,parking_space,,,"POLYGON ((6.6770236 49.7494868, 6.6770025 49.7495049, 6.6770593 49.7495325, 6.6770804 49.7495143, 6.6770236 49.7494868))",,"[9017516082, 9017516080, 9017516079, 9017516081, 9017516082]",
way,974381542,parking_space,,,"POLYGON ((6.6770447 49.7494686, 6.6770236 49.7494868, 6.6770804 49.7495143, 6.6771015 49.7494962, 6.6770447 49.7494686))",,"[9017516084, 9017516082, 9017516081, 9017516083, 9017516084]",
way,974381543,parking_space,,,"POLYGON ((6.6770658 49.7494505, 6.6770447 49.7494686, 6.6771015 49.7494962, 6.6771226 49.749478, 6.6770658 49.7494505))",,"[9017516092, 9017516084, 9017516083, 9017516090, 9017516092]",
way,974381544,parking_space,,,"POLYGON ((6.6771534 49.7494514, 6.6771226 49.749478, 6.6771795 49.7495056, 6.6772104 49.7494791, 6.6771534 49.7494514))",,"[9017516088, 9017516090, 9017516093, 9017516087, 9017516088]",
way,974381545,parking_space,,,"POLYGON ((6.6770966 49.7494239, 6.6770658 49.7494505, 6.6771226 49.749478, 6.6771534 49.7494514, 6.6770966 49.7494239))",,"[9017516089, 9017516092, 9017516090, 9017516088, 9017516089]",
way,974381546,parking_space,,,"POLYGON ((6.6771534 49.7494514, 6.6771863 49.7494231, 6.6771295 49.7493956, 6.6770966 49.7494239, 6.6771534 49.7494514))",,"[9017516088, 9017516091, 9017516095, 9017516089, 9017516088]",
way,974381547,parking_space,,,"POLYGON ((6.6772104 49.7494791, 6.6772433 49.7494508, 6.6771863 49.7494231, 6.6771534 49.7494514, 6.6772104 49.7494791))",,"[9017516087, 9017516094, 9017516091, 9017516088, 9017516087]",
way,974381548,parking_space,,,"POLYGON ((6.6768944 49.7497517, 6.6768818 49.7497315, 6.6768235 49.7497467, 6.6768361 49.7497669, 6.6768944 49.7497517))",,"[9017516099, 9017516042, 9017516041, 9017516098, 9017516099]",
way,974381549,parking_space,,,"POLYGON ((6.6766271 49.749101, 6.6766492 49.7490823, 6.6765982 49.7490572, 6.6765761 49.7490759, 6.6766271 49.749101))",,"[9017516102, 9017516111, 9017516110, 9017516101, 9017516102]",
way,974381550,parking_space,,,"POLYGON ((6.6766058 49.7491191, 6.6766271 49.749101, 6.6765761 49.7490759, 6.6765548 49.749094, 6.6766058 49.7491191))",,"[9017516104, 9017516102, 9017516101, 9017516103, 9017516104]",
way,974381551,parking_space,,,"POLYGON ((6.6765848 49.749137, 6.6766058 49.7491191, 6.6765548 49.749094, 6.6765337 49.7491119, 6.6765848 49.749137))",,"[9017516106, 9017516104, 9017516103, 9017516105, 9017516106]",
way,974381552,parking_space,,,"POLYGON ((6.6765633 49.7491552, 6.6765848 49.749137, 6.6765337 49.7491119, 6.6765123 49.7491301, 6.6765633 49.7491552))",,"[9017516108, 9017516106, 9017516105, 9017516107, 9017516108]",
way,974381553,parking_space,,,"POLYGON ((6.6765376 49.7491771, 6.6765633 49.7491552, 6.6765123 49.7491301, 6.6764865 49.749152, 6.6765376 49.7491771))",,"[9017516112, 9017516108, 9017516107, 9017516109, 9017516112]",
way,974381554,parking_space,,,"POLYGON ((6.6767103 49.7491093, 6.6767394 49.7491239, 6.6767782 49.7490916, 6.6767491 49.749077, 6.6767103 49.7491093))",,"[9017516114, 9017516120, 9017516117, 9017516113, 9017516114]",
way,974381555,parking_space,,,"POLYGON ((6.6766812 49.7490947, 6.6767103 49.7491093, 6.6767491 49.749077, 6.67672 49.7490624, 6.6766812 49.7490947))",,"[9017516116, 9017516114, 9017516113, 9017516115, 9017516116]",
way,974381556,parking_space,,,"POLYGON ((6.6766526 49.7490804, 6.6766812 49.7490947, 6.67672 49.7490624, 6.6766914 49.7490481, 6.6766526 49.7490804))",,"[9017516119, 9017516116, 9017516115, 9017516118, 9017516119]",
way,974381557,parking_space,,,"POLYGON ((6.6767495 49.7492943, 6.6767284 49.7493126, 6.6767847 49.7493398, 6.6768058 49.7493215, 6.6767495 49.7492943))",,"[9017516122, 9017516129, 9017516128, 9017516121, 9017516122]",
way,974381558,parking_space,,,"POLYGON ((6.6767706 49.7492761, 6.6767495 49.7492943, 6.6768058 49.7493215, 6.6768269 49.7493033, 6.6767706 49.7492761))",,"[9017516124, 9017516122, 9017516121, 9017516123, 9017516124]",
way,974381559,parking_space,,,"POLYGON ((6.6767917 49.7492578, 6.6767706 49.7492761, 6.6768269 49.7493033, 6.676848 49.749285, 6.6767917 49.7492578))",,"[9017516126, 9017516124, 9017516123, 9017516125, 9017516126]",
way,974381560,parking_space,,,"POLYGON ((6.6768128 49.7492395, 6.6767917 49.7492578, 6.676848 49.749285, 6.6768691 49.7492668, 6.6768128 49.7492395))",,"[9017516130, 9017516126, 9017516125, 9017516127, 9017516130]",
way,974381561,parking_space,,,"POLYGON ((6.6769785 49.7493498, 6.6769998 49.7493316, 6.6769443 49.7493045, 6.676923 49.7493227, 6.6769785 49.7493498))",,"[9017516152, 9017516153, 9017516131, 9017516132, 9017516152]",
way,974381562,parking_space,,,"POLYGON ((6.6769572 49.749368, 6.6769785 49.7493498, 6.676923 49.7493227, 6.6769017 49.7493409, 6.6769572 49.749368))",,"[9017516150, 9017516152, 9017516132, 9017516133, 9017516150]",
way,974381563,parking_space,,,"POLYGON ((6.6768806 49.7493589, 6.6769361 49.7493861, 6.6769572 49.749368, 6.6769017 49.7493409, 6.6768806 49.7493589))",,"[9017516134, 9017516148, 9017516150, 9017516133, 9017516134]",
way,974381564,parking_space,,,"POLYGON ((6.6769153 49.7494039, 6.6769361 49.7493861, 6.6768806 49.7493589, 6.6768598 49.7493767, 6.6769153 49.7494039))",,"[9017516146, 9017516148, 9017516134, 9017516135, 9017516146]",
way,974381565,parking_space,,,"POLYGON ((6.6768386 49.7493948, 6.6768941 49.749422, 6.6769153 49.7494039, 6.6768598 49.7493767, 6.6768386 49.7493948))",,"[9017516136, 9017516144, 9017516146, 9017516135, 9017516136]",
way,974381566,parking_space,,,"POLYGON ((6.6768941 49.749422, 6.6768386 49.7493948, 6.6768169 49.7494133, 6.6768724 49.7494404, 6.6768941 49.749422))",,"[9017516144, 9017516136, 9017516138, 9017516142, 9017516144]",
way,974381567,parking_space,,,"POLYGON ((6.6768724 49.7494404, 6.6768169 49.7494133, 6.6767959 49.7494312, 6.6768514 49.7494584, 6.6768724 49.7494404))",,"[9017516142, 9017516138, 9017516137, 9017516140, 9017516142]",
way,974381568,parking_space,,,"POLYGON ((6.6768514 49.7494584, 6.6768302 49.7494765, 6.6768871 49.7495043, 6.6769084 49.7494862, 6.6768514 49.7494584))",,"[9017516140, 9017516154, 9017516155, 9017516139, 9017516140]",
way,974381569,parking_space,,,"POLYGON ((6.6768724 49.7494404, 6.6768514 49.7494584, 6.6769084 49.7494862, 6.6769294 49.7494683, 6.6768724 49.7494404))",,"[9017516142, 9017516140, 9017516139, 9017516141, 9017516142]",
way,974381570,parking_space,,,"POLYGON ((6.6768941 49.749422, 6.6768724 49.7494404, 6.6769294 49.7494683, 6.676951 49.7494498, 6.6768941 49.749422))",,"[9017516144, 9017516142, 9017516141, 9017516143, 9017516144]",
way,974381571,parking_space,,,"POLYGON ((6.6769153 49.7494039, 6.6768941 49.749422, 6.676951 49.7494498, 6.6769722 49.7494317, 6.6769153 49.7494039))",,"[9017516146, 9017516144, 9017516143, 9017516145, 9017516146]",
way,974381572,parking_space,,,"POLYGON ((6.6769361 49.7493861, 6.6769153 49.7494039, 6.6769722 49.7494317, 6.676993 49.7494139, 6.6769361 49.7493861))",,"[9017516148, 9017516146, 9017516145, 9017516147, 9017516148]",
way,974381573,parking_space,,,"POLYGON ((6.6769572 49.749368, 6.6769361 49.7493861, 6.676993 49.7494139, 6.6770142 49.7493959, 6.6769572 49.749368))",,"[9017516150, 9017516148, 9017516147, 9017516149, 9017516150]",
way,974381574,parking_space,,,"POLYGON ((6.6769785 49.7493498, 6.6769572 49.749368, 6.6770142 49.7493959, 6.6770355 49.7493777, 6.6769785 49.7493498))",,"[9017516152, 9017516150, 9017516149, 9017516151, 9017516152]",
way,974381575,parking_space,,,"POLYGON ((6.6769998 49.7493316, 6.6769785 49.7493498, 6.6770355 49.7493777, 6.6770568 49.7493595, 6.6769998 49.7493316))",,"[9017516153, 9017516152, 9017516151, 9017516156, 9017516153]",
way,974770722,parking_space,,,"POLYGON ((6.6340368 49.7602069, 6.6340173 49.7602254, 6.6340757 49.760251, 6.6340951 49.7602324, 6.6340368 49.7602069))",,"[9020772447, 9020772454, 9020772455, 9020772446, 9020772447]",
way,974770723,parking_space,,,"POLYGON ((6.6340563 49.7601883, 6.6340368 49.7602069, 6.6340951 49.7602324, 6.6341146 49.7602138, 6.6340563 49.7601883))",,"[9020772449, 9020772447, 9020772446, 9020772448, 9020772449]",
way,974770724,parking_space,,,"POLYGON ((6.6340758 49.7601697, 6.6340563 49.7601883, 6.6341146 49.7602138, 6.6341341 49.7601953, 6.6340758 49.7601697))",,"[9020772451, 9020772449, 9020772448, 9020772450, 9020772451]",
way,974770725,parking_space,,,"POLYGON ((6.6340953 49.7601512, 6.6340758 49.7601697, 6.6341341 49.7601953, 6.6341536 49.7601767, 6.6340953 49.7601512))",,"[9020772453, 9020772451, 9020772450, 9020772452, 9020772453]",
way,974770726,parking_space,,,"POLYGON ((6.6341148 49.7601326, 6.6340953 49.7601512, 6.6341536 49.7601767, 6.6341731 49.7601582, 6.6341148 49.7601326))",,"[9020772457, 9020772453, 9020772452, 9020772456, 9020772457]",
way,974770727,parking_space,,,"POLYGON ((6.6342248 49.7602292, 6.634244 49.760211, 6.6341878 49.7601863, 6.6341686 49.7602045, 6.6342248 49.7602292))",,"[9020772459, 9020772465, 9020772466, 9020772458, 9020772459]",
way,974770728,parking_space,,,"POLYGON ((6.6342056 49.7602474, 6.6342248 49.7602292, 6.6341686 49.7602045, 6.6341494 49.7602227, 6.6342056 49.7602474))",,"[9020772461, 9020772459, 9020772458, 9020772460, 9020772461]",
way,974770729,parking_space,,,"POLYGON ((6.6341863 49.7602656, 6.6342056 49.7602474, 6.6341494 49.7602227, 6.6341302 49.760241, 6.6341863 49.7602656))",,"[9020772462, 9020772461, 9020772460, 9020772463, 9020772462]",
way,974770730,parking_space,,,"POLYGON ((6.6342194 49.7601564, 6.6341878 49.7601863, 6.634244 49.760211, 6.6342755 49.7601811, 6.6342194 49.7601564))",,"[9020772467, 9020772466, 9020772465, 9020772464, 9020772467]",
way,974770731,parking_space,,,"POLYGON ((6.6344506 49.7599383, 6.6345073 49.7599636, 6.6345395 49.7599335, 6.6344829 49.7599082, 6.6344506 49.7599383))",,"[9020772491, 9020772490, 9020772469, 9020772468, 9020772491]",
way,974770732,parking_space,,,"POLYGON ((6.6342719 49.7601051, 6.634252 49.7601236, 6.6343087 49.760149, 6.6343286 49.7601304, 6.6342719 49.7601051))",,"[9020772471, 9020772488, 9020772489, 9020772470, 9020772471]",
way,974770733,parking_space,,,"POLYGON ((6.6342917 49.7600865, 6.6342719 49.7601051, 6.6343286 49.7601304, 6.6343484 49.7601119, 6.6342917 49.7600865))",,"[9020772473, 9020772471, 9020772470, 9020772472, 9020772473]",
way,974770734,parking_space,,,"POLYGON ((6.6343116 49.760068, 6.6342917 49.7600865, 6.6343484 49.7601119, 6.6343683 49.7600934, 6.6343116 49.760068))",,"[9020772475, 9020772473, 9020772472, 9020772474, 9020772475]",
way,974770735,parking_space,,,"POLYGON ((6.6343315 49.7600495, 6.6343116 49.760068, 6.6343683 49.7600934, 6.6343881 49.7600748, 6.6343315 49.7600495))",,"[9020772477, 9020772475, 9020772474, 9020772476, 9020772477]",
way,974770736,parking_space,,,"POLYGON ((6.6343513 49.7600309, 6.6343315 49.7600495, 6.6343881 49.7600748, 6.634408 49.7600563, 6.6343513 49.7600309))",,"[9020772479, 9020772477, 9020772476, 9020772478, 9020772479]",
way,974770737,parking_space,,,"POLYGON ((6.6343712 49.7600124, 6.6343513 49.7600309, 6.634408 49.7600563, 6.6344279 49.7600377, 6.6343712 49.7600124))",,"[9020772481, 9020772479, 9020772478, 9020772480, 9020772481]",
way,974770738,parking_space,,,"POLYGON ((6.634391 49.7599939, 6.6343712 49.7600124, 6.6344279 49.7600377, 6.6344477 49.7600192, 6.634391 49.7599939))",,"[9020772483, 9020772481, 9020772480, 9020772482, 9020772483]",
way,974770739,parking_space,,,"POLYGON ((6.6344109 49.7599753, 6.634391 49.7599939, 6.6344477 49.7600192, 6.6344676 49.7600007, 6.6344109 49.7599753))",,"[9020772485, 9020772483, 9020772482, 9020772484, 9020772485]",
way,974770740,parking_space,,,"POLYGON ((6.6344308 49.7599568, 6.6344109 49.7599753, 6.6344676 49.7600007, 6.6344874 49.7599821, 6.6344308 49.7599568))",,"[9020772487, 9020772485, 9020772484, 9020772486, 9020772487]",
way,974770741,parking_space,,,"POLYGON ((6.6344506 49.7599383, 6.6344308 49.7599568, 6.6344874 49.7599821, 6.6345073 49.7599636, 6.6344506 49.7599383))",,"[9020772491, 9020772487, 9020772486, 9020772490, 9020772491]",
way,974770742,parking_space,,,"POLYGON ((6.6338762 49.760307, 6.6338475 49.7602944, 6.6338054 49.7603345, 6.6338341 49.7603471, 6.6338762 49.760307))",,"[9020772493, 9020772513, 9020772510, 9020772492, 9020772493]",
way,974770743,parking_space,,,"POLYGON ((6.6339049 49.7603196, 6.6338762 49.760307, 6.6338341 49.7603471, 6.6338628 49.7603597, 6.6339049 49.7603196))",,"[9020772495, 9020772493, 9020772492, 9020772494, 9020772495]",
