element_type,osmid,geometry,nodes,leisure,name,alt_name,wikidata,wikipedia,old_name,landuse,source,ways,type
way,45666041,"POLYGON ((6.6379332 49.7613505, 6.6377166 49.7613277, 6.6371603 49.7612732, 6.6366325 49.7611806, 6.6363896 49.7611346, 6.6361129 49.7610852, 6.6357776 49.7610213, 6.6356894 49.7610072, 6.6355675 49.7611425, 6.6355702 49.7611737, 6.6356534 49.7611859, 6.6357875 49.7612101, 6.6359189 49.7612326, 6.635986 49.7612448, 6.6361021 49.7612691, 6.6364849 49.7613435, 6.6366163 49.7613712, 6.636906 49.7614354, 6.6371635 49.7614821, 6.6372493 49.7614943, 6.6373378 49.7615012, 6.6375068 49.7615047, 6.6377535 49.7614891, 6.6378742 49.7614717, 6.6379547 49.7614492, 6.6379842 49.7614111, 6.6379815 49.7613834, 6.6379332 49.7613505))","[581958402, 581958403, 581958404, 581958406, 581958407, 581958408, 581958409, 581958410, 581958412, 581958413, 581958414, 581958415, 581958416, 581958417, 581958418, 581958419, 581958420, 581958425, 581958427, 581958429, 581958430, 581958431, 581958432, 581958433, 581958434, 581958435, 581958436, 581958402]",park,,,,,,,,,
way,45666165,"POLYGON ((6.6354588 49.7609673, 6.6354122 49.7610235, 6.6353251 49.7610928, 6.6351427 49.7610278, 6.635018 49.761026, 6.635012 49.7610238, 6.6344815 49.7608277, 6.634456 49.7608008, 6.6344091 49.7607922, 6.6343338 49.760785, 6.6338539 49.7606068, 6.6333151 49.7604045, 6.6332273 49.7603242, 6.6331473 49.7603406, 6.6330733 49.7603122, 6.6330063 49.7602857, 6.6329493 49.7602657, 6.6328212 49.7602977, 6.6327195 49.7602745, 6.6327187 49.7602419, 6.6326839 49.7601959, 6.6324362 49.7602724, 6.6323375 49.7600956, 6.6320142 49.7595415, 6.6322583 49.7594642, 6.6334297 49.7601505, 6.6337453 49.7603111, 6.6341375 49.7604871, 6.6344028 49.7605902, 6.6344438 49.7606057, 6.6349494 49.7607949, 6.6351349 49.7608436, 6.6352231 49.7608686, 6.6352482 49.7608768, 6.6353174 49.7609004, 6.6354588 49.7609673))","[4612536697, 581959204, 581959205, 581959207, 581959208, 6138021271, 581959212, 581959213, 581959214, 581959215, 581959216, 581959218, 6093280982, 581959220, 581959221, 581959222, 581959223, 581959226, 581959227, 6093280948, 581959229, 581959233, 581959235, 581959238, 4612536704, 4612536702, 4612536701, 4612536700, 4612590331, 1651827254, 1417402266, 1651827271, 1651827273, 4612536699, 4612536698, 4612536697]",park,,,,,,,,,
way,45667588,"POLYGON ((6.6450395 49.7596236, 6.6451149 49.7596675, 6.6451994 49.7596468, 6.6454756 49.7595315, 6.6461196 49.7592649, 6.6464172 49.7591417, 6.6473318 49.7587873, 6.6480163 49.7584993, 6.6487224 49.7582178, 6.6488123 49.7582051, 6.6488452 49.7581901, 6.6488717 49.7581386, 6.6488735 49.7580919, 6.648854 49.7580483, 6.6487974 49.7580072, 6.6487196 49.7579877, 6.6486116 49.7579843, 6.6483019 49.7580883, 6.6480908 49.7581207, 6.6475047 49.758347, 6.6469116 49.7585974, 6.6459589 49.7589685, 6.6450395 49.7596236))","[581969862, 581969865, 581969867, 581969871, 10948498790, 581969883, 581969890, 581969891, 581969892, 581969893, 581969894, 1404924028, 1404924019, 1404924007, 1404924005, 581969895, 581969896, 581969897, 581969898, 581969901, 581969902, 581969905, 581969862]",park,,,,,,,,,
way,61744705,"POLYGON ((6.6860659 49.7445296, 6.686121 49.7446201, 6.6860054 49.7447155, 6.6858897 49.7446633, 6.685756 49.744684, 6.6855595 49.7447405, 6.6854308 49.7448895, 6.6857902 49.7450282, 6.6857419 49.7450941, 6.6860102 49.7452223, 6.6858546 49.7453922, 6.6856507 49.7454476, 6.6855542 49.7455204, 6.6854791 49.7456868, 6.6854308 49.7458497, 6.6854737 49.7460369, 6.6855864 49.7461028, 6.6858653 49.7462137, 6.6856427 49.7464672, 6.6852699 49.7464308, 6.6850044 49.7465972, 6.6845591 49.746514, 6.6843097 49.7465435, 6.6841407 49.746599, 6.683973 49.7466118, 6.6839315 49.7465522, 6.6837169 49.7465348, 6.6834943 49.7465938, 6.6834996 49.7467081, 6.6834406 49.7467133, 6.6831724 49.7467181, 6.6836874 49.746186, 6.6837035 49.7458324, 6.6841272 49.7451911, 6.6841639 49.745049, 6.6841472 49.7448485, 6.6839092 49.7446268, 6.6836898 49.7446876, 6.6835767 49.744415, 6.6839965 49.7442579, 6.6840855 49.7441728, 6.684273 49.7440789, 6.6844838 49.7440166, 6.6846357 49.7440535, 6.6851936 49.7440545, 6.6855333 49.7441022, 6.6856942 49.7441818, 6.6858181 49.744262, 6.6860659 49.7445296))","[769336949, 3408175249, 3408175252, 3408175250, 3408175251, 769336954, 769336957, 769336961, 769336965, 769336969, 769336971, 769336973, 769336977, 769336981, 769336984, 769336986, 769336990, 769336993, 769329560, 769329558, 769329554, 769329551, 769329548, 769329545, 639679974, 769329539, 769329537, 769329536, 769329535, 769329534, 769336997, 769336999, 769337002, 769337005, 769337010, 1502916298, 1502916297, 1502916296, 769337012, 1502916295, 1502916294, 1502916293, 769337016, 769337020, 769337021, 769337022, 3408175248, 769337023, 769336949]",park,,,,,,,,,
way,81123126,"POLYGON ((6.6301952 49.7687434, 6.6304272 49.7689362, 6.6312384 49.7686587, 6.6313812 49.7685484, 6.6315069 49.7684115, 6.6311575 49.7681476, 6.6302988 49.7683154, 6.6298906 49.7683705, 6.6294537 49.7683821, 6.6287309 49.7684468, 6.6282119 49.7685646, 6.6276839 49.7687134, 6.6273625 49.7687557, 6.6272013 49.7687664, 6.6272116 49.7688233, 6.6279172 49.7689617, 6.6279992 49.7689612, 6.628004 49.7688921, 6.6283841 49.7688742, 6.6288537 49.7688235, 6.6288688 49.7688658, 6.6292968 49.768817, 6.6296443 49.7688203, 6.6297198 49.7687861, 6.629872 49.7688132, 6.629958 49.7688247, 6.6301952 49.7687434))","[945370515, 945370517, 945370518, 945370519, 945370520, 1625719585, 945370522, 1690256978, 945370523, 1634250827, 1634250855, 1634250877, 1634250904, 1634250880, 945370513, 271607896, 1634452840, 1634452832, 1625819286, 2063679564, 2063679567, 2063679562, 2063679563, 2063679560, 1634452822, 5218616424, 945370515]",park,,,,,,,,,
way,104678187,"POLYGON ((6.6825522 49.7488182, 6.6826423 49.7487605, 6.6833104 49.7483326, 6.683652 49.7481137, 6.6836892 49.7480899, 6.6838072 49.747875, 6.6838072 49.747771, 6.6836784 49.7477086, 6.683657 49.747563, 6.6836457 49.7474281, 6.6838976 49.747213, 6.6844325 49.7474028, 6.6846545 49.7471586, 6.6851656 49.7473689, 6.6838378 49.7489714, 6.685943 49.749853, 6.6858466 49.7499425, 6.6851929 49.7496498, 6.6850698 49.7496036, 6.6847989 49.749707, 6.6846007 49.7496945, 6.6844187 49.749712, 6.6842041 49.7499131, 6.6841076 49.7500309, 6.6832864 49.7494577, 6.6825522 49.7488182))","[1207433486, 3080243443, 3080243444, 3080243450, 1207433512, 1207433513, 1207433503, 1207433492, 1207433493, 1207433506, 1207433487, 1207433491, 1207433515, 1207433509, 1207433494, 1207433501, 1207433502, 1207433489, 1207433510, 1207433508, 1207433488, 1207433495, 1207433499, 1207433518, 4711999081, 1207433486]",park,,,,,,,,,
way,117457091,"POLYGON ((6.6298847 49.754661, 6.629827 49.754533, 6.6299999 49.7545005, 6.6299527 49.7543958, 6.6301343 49.7543616, 6.630121 49.7543326, 6.6299756 49.7540159, 6.6295941 49.7540757, 6.6295415 49.7540827, 6.6295591 49.7541178, 6.6296216 49.7542248, 6.6292207 49.7542182, 6.6287715 49.75429, 6.6290455 49.7549408, 6.6292843 49.7554843, 6.6294205 49.7554774, 6.6297285 49.7554076, 6.6297442 49.7554392, 6.6299306 49.7553955, 6.6299394 49.7554123, 6.6299948 49.7553982, 6.6300561 49.7553843, 6.6300482 49.7553657, 6.629934 49.7551187, 6.6298901 49.7550211, 6.6299404 49.7550048, 6.6299228 49.7549655, 6.6300338 49.7549395, 6.6299847 49.7548251, 6.6298847 49.754661))","[1321565446, 1321565395, 1321565433, 1321565412, 1323198757, 2694970787, 1323198755, 1323199718, 1323198756, 330011878, 1323294637, 1323294629, 330011928, 330011931, 1323294625, 1321578390, 1321578381, 1321578388, 1406986623, 1406986624, 1321578394, 1411505547, 1411505540, 1411505524, 1411505519, 1321565399, 1411505510, 1411505507, 1321565445, 1321565446]",park,,,,,,,,,
way,126834922,"POLYGON ((6.6489126 49.7563209, 6.6488781 49.7563366, 6.6487506 49.7563943, 6.6486968 49.7564126, 6.6488058 49.7565622, 6.6492593 49.7570631, 6.6494015 49.7572047, 6.6494578 49.7572359, 6.6495186 49.7572521, 6.6495472 49.7572544, 6.6495636 49.7572533, 6.6495902 49.7572515, 6.649642 49.7572261, 6.6496796 49.7571937, 6.6496823 49.7571567, 6.6496867 49.7571209, 6.6496501 49.7570597, 6.6495535 49.7569586, 6.6491949 49.7565749, 6.6489126 49.7563209))","[1404923567, 10781565539, 1404923582, 1404923599, 1404923672, 1404923793, 1404923822, 1404923838, 1404923844, 1404923846, 10781565538, 1404923841, 1404923823, 1404923820, 1404923813, 1404923795, 1404923790, 1404923748, 1404923676, 1404923567]",park,,,,,,,,,
way,133510179,"POLYGON ((6.6847758 49.7377344, 6.6839127 49.7378971, 6.6831724 49.7380011, 6.6829256 49.738008, 6.6826483 49.7381594, 6.6824872 49.73805, 6.6827408 49.7378927, 6.683449 49.7378858, 6.6838955 49.7376843, 6.6847389 49.7376512, 6.6847758 49.7377344))","[1469562031, 1469562044, 1469562014, 1469562034, 1469562033, 1469562041, 1469562012, 1469562047, 1469562005, 1469562066, 1469562031]",park,,,,,,,,,
way,150892532,"POLYGON ((6.5993372 49.717511, 6.5996755 49.7177182, 6.5998235 49.7176875, 6.5999881 49.7175522, 6.6020946 49.7185885, 6.6022311 49.7184223, 6.6028221 49.7177025, 6.6028551 49.7176177, 6.6026417 49.71756, 6.6023529 49.7173721, 6.6021146 49.7172828, 6.6019512 49.7172216, 6.6008924 49.7169145, 6.5998469 49.7167581, 6.599731 49.71679, 6.5992931 49.7173806, 6.5993785 49.7174114, 6.5993372 49.717511))","[1637566253, 1637574085, 8792873714, 8792873713, 1637566363, 4835434014, 1637566291, 1637566282, 1637566268, 1637566225, 1637574084, 1637566209, 1637566174, 1637566160, 1637566163, 1637566227, 1637566241, 1637566253]",park,,,,,,,,,
way,158487879,"POLYGON ((6.6630222 49.7514018, 6.6630845 49.7514405, 6.6631317 49.7514686, 6.6633158 49.7515812, 6.6634237 49.7516461, 6.6634964 49.7516913, 6.6636039 49.7517582, 6.6636433 49.7517307, 6.6637673 49.7516442, 6.6631857 49.7512891, 6.6631433 49.7513183, 6.6630222 49.7514018))","[1706813103, 5214401902, 1706813173, 5214401903, 1706813298, 1706813310, 1706813317, 5214471531, 1706813284, 1706813070, 5214471532, 1706813103]",park,,,,,,,,,
way,160147081,"POLYGON ((6.6378868 49.7367298, 6.6381514 49.7363316, 6.6382361 49.736202, 6.6385093 49.7360111, 6.6394259 49.7356536, 6.6400517 49.7355394, 6.6403945 49.7355229, 6.641086 49.7344394, 6.6400534 49.7339982, 6.6399337 49.7339302, 6.6403502 49.7336435, 6.6405998 49.7335148, 6.6408449 49.7333774, 6.6413085 49.7330166, 6.6421159 49.7323674, 6.6424776 49.7320923, 6.6427721 49.7321884, 6.6430968 49.7323154, 6.6434682 49.7326586, 6.6435179 49.7327389, 6.6434588 49.7328503, 6.6432648 49.7331183, 6.643221 49.7336813, 6.6427633 49.7345056, 6.6428418 49.7348471, 6.642647 49.7350335, 6.6411312 49.73619, 6.6405658 49.73657, 6.6402002 49.7368294, 6.6396412 49.7371799, 6.6393599 49.7373536, 6.6391265 49.7372019, 6.6378868 49.7367298))","[1722177086, 1722177062, 1722177042, 1722177037, 1722177016, 1722177002, 1722176982, 1722176978, 1722176977, 1722176974, 321988124, 1722147533, 1722147526, 321988126, 321988127, 321988128, 1722176919, 1722176940, 1722176953, 1722603959, 1722603988, 5195985641, 5195985645, 5195985646, 1722176979, 5195985649, 1722177038, 1722177073, 1722177088, 1722177090, 1722177093, 1722177092, 1722177086]",park,Mattheiser Weiher,,,,Volkspark Trier Süd,,,,
way,160217767,"POLYGON ((6.6370994 49.7430847, 6.6371355 49.7430722, 6.6371987 49.7430483, 6.6377318 49.7428763, 6.6377813 49.7427955, 6.6376835 49.742704, 6.6376037 49.7425741, 6.6373946 49.7424571, 6.6372761 49.7423945, 6.637259 49.7423336, 6.6374012 49.7421646, 6.6372476 49.7422041, 6.637182 49.742221, 6.636572 49.7423707, 6.6367834 49.7426853, 6.6368558 49.7426627, 6.6368588 49.7426517, 6.636867 49.7426363, 6.6368896 49.7426248, 6.6369198 49.7426255, 6.6369356 49.7426302, 6.6369457 49.7426383, 6.6369557 49.7426547, 6.6369871 49.7426467, 6.6369978 49.7426604, 6.6370279 49.7426523, 6.6370531 49.7426893, 6.6370339 49.7426959, 6.6370451 49.7427137, 6.6371039 49.7427843, 6.6371574 49.7428711, 6.6370026 49.7429125, 6.6369724 49.7429213, 6.6370994 49.7430847))","[1732746733, 258585882, 1722796893, 1722796882, 1722796881, 5043711970, 1722796874, 5043711973, 5043711974, 5043711975, 5043712024, 5043712025, 5043712011, 1722796872, 1722689421, 5043711998, 5043712005, 5043712007, 5043712009, 5043712008, 5043712006, 5043711999, 5043712010, 5043712004, 1722689419, 5043712001, 5043712003, 5043712002, 5043712000, 1722689439, 1722689450, 1722689455, 1722796887, 1732746733]",park,Caspary-Park,,,,,,,,
way,209976947,"POLYGON ((6.6866943 49.7838443, 6.6863331 49.7839237, 6.6865656 49.7840645, 6.6867355 49.7839287, 6.6866943 49.7838443))","[2201325572, 2201325574, 2201325582, 2201325596, 2201325572]",park,,,,,,,,,
way,264444338,"POLYGON ((6.6396315 49.7581402, 6.6397089 49.7581734, 6.639854 49.7581018, 6.6400052 49.7580399, 6.6400682 49.7580602, 6.6401629 49.7579838, 6.6399345 49.7577992, 6.6397314 49.7576153, 6.6392309 49.7577991, 6.6393015 49.7578592, 6.6394025 49.7579453, 6.6396315 49.7581402))","[2701223008, 2701223007, 4607549473, 2701223002, 4607549467, 2701222996, 4607549466, 2701222985, 2701222988, 4607549463, 4607549461, 2701223008]",park,Wilhelm-Rautenstrauch-Park,,,,,,,,
way,320795193,"POLYGON ((6.6497442 49.7572613, 6.6500204 49.7575455, 6.649594 49.7577032, 6.6495817 49.7576994, 6.6495671 49.757691, 6.649568 49.7576818, 6.6495732 49.7576746, 6.6496235 49.7576616, 6.6496494 49.7576548, 6.6496774 49.7576447, 6.6496974 49.7576322, 6.649712 49.7576165, 6.6497296 49.7575956, 6.6497445 49.7575717, 6.6497514 49.7575506, 6.6497482 49.7575265, 6.649742 49.7575127, 6.6497279 49.757494, 6.6497032 49.7574716, 6.649687 49.7574603, 6.6496664 49.7574502, 6.6496468 49.7574429, 6.6496241 49.7574375, 6.6495998 49.7574353, 6.6495755 49.7574351, 6.6495529 49.757436, 6.6495296 49.7574398, 6.649506 49.7574479, 6.6494867 49.7574623, 6.6493866 49.7576065, 6.6493878 49.757625, 6.6494099 49.757648, 6.6494532 49.7576655, 6.6494815 49.757671, 6.6495078 49.7576742, 6.64952 49.7576814, 6.649528 49.7576919, 6.6495284 49.7577072, 6.6495235 49.7577226, 6.6495103 49.7577349, 6.6494894 49.7577465, 6.6494304 49.7577586, 6.6493713 49.7577604, 6.649307 49.7577534, 6.6492694 49.7577448, 6.6495215 49.757393, 6.649551 49.7573562, 6.6495618 49.7573428, 6.6495671 49.757315, 6.6496067 49.757303, 6.6497442 49.7572613))","[3274387599, 3274387600, 3274387601, 4708820949, 3274387602, 4708820950, 3274387603, 3274387604, 4708820946, 3274387605, 4708820947, 3274387606, 4708820948, 3274387607, 4708820945, 3274387608, 4708820938, 4708820944, 3274387609, 4708820940, 3274387610, 4708820942, 3274387611, 4708820941, 3274387612, 4708820939, 3274387613, 4708820943, 3274387614, 4708820955, 3274387615, 3274387616, 3274387617, 4708820954, 3274387618, 4708820953, 3274387619, 4708820952, 3274387620, 4708820951, 3274387621, 3274387622, 3274387623, 3274387624, 3274387625, 3274387626, 10782422511, 3274387627, 3274387628, 10781565537, 3274387599]",park,,,,,,,,,
way,320795194,"POLYGON ((6.6492258 49.7578652, 6.6493472 49.7578557, 6.6498649 49.7576547, 6.649995 49.7576222, 6.6500005 49.7576155, 6.6499945 49.757609, 6.6498486 49.7576431, 6.6497281 49.7576871, 6.6494719 49.7577846, 6.6492352 49.7577876, 6.6492277 49.757809, 6.6492203 49.7578554, 6.6492258 49.7578652))","[3274387629, 3274387630, 3274387631, 3274387632, 4906200477, 3274387633, 4906200478, 3274387634, 3274387635, 3274387636, 4906200480, 4906200479, 3274387629]",park,,,,,,,,,
way,320795195,"POLYGON ((6.6498645 49.7577122, 6.6499105 49.7577705, 6.6492611 49.7580186, 6.649231 49.7579386, 6.6498645 49.7577122))","[3274387637, 3274387638, 3274387639, 3274387640, 3274387637]",park,,,,,,,,,
way,320795196,"POLYGON ((6.6488187 49.7578791, 6.6490345 49.7577957, 6.6490062 49.7578883, 6.6488187 49.7578791))","[3274387641, 3274387642, 3274387643, 3274387641]",park,,,,,,,,,
way,320795197,"POLYGON ((6.6491301 49.7580678, 6.6491036 49.75799, 6.6489231 49.757982, 6.6490045 49.7581204, 6.6491301 49.7580678))","[3274387644, 3274387645, 3274387646, 3274387647, 3274387644]",park,,,,,,,,,
way,320795984,"POLYGON ((6.64482 49.7596575, 6.645172 49.7594391, 6.6451883 49.7594087, 6.645184 49.7593876, 6.6451682 49.7593601, 6.645147 49.7593404, 6.6449996 49.7594025, 6.6450209 49.7594246, 6.6449814 49.75944, 6.6450109 49.7594708, 6.6448122 49.7595503, 6.6447827 49.7595195, 6.644715 49.7595452, 6.64482 49.7596575))","[3274396667, 3274396668, 4487413326, 3274396669, 4487413325, 3274396670, 3274396671, 3274396672, 5587708186, 5587708185, 5587708183, 5587708184, 3274396673, 3274396667]",park,,,,,,,,,
way,326332274,"POLYGON ((6.6413245 49.7493598, 6.6413183 49.7493047, 6.6416486 49.7492246, 6.6418641 49.7491662, 6.6420877 49.7491156, 6.642292 49.7490888, 6.6424584 49.7490796, 6.6426672 49.7490819, 6.6427964 49.7491082, 6.642968 49.7491574, 6.6431521 49.7492591, 6.6432406 49.7493415, 6.643345 49.7494901, 6.6433768 49.7495942, 6.6434069 49.7496936, 6.6434157 49.7497954, 6.6434405 49.7499212, 6.6434511 49.7499909, 6.6432989 49.7500607, 6.643317 49.7502317, 6.6431204 49.7502332, 6.6431198 49.7502098, 6.6431197 49.7502044, 6.6431117 49.7498758, 6.6431116 49.7498559, 6.6431112 49.7497676, 6.6431548 49.7497592, 6.6431481 49.7497437, 6.6431761 49.7497332, 6.6432153 49.7497248, 6.6431894 49.7496473, 6.643259 49.7496004, 6.6432116 49.7495538, 6.6432245 49.7495335, 6.6432315 49.7495093, 6.643228 49.7494822, 6.6432198 49.7494671, 6.6432058 49.7494437, 6.6431824 49.7494226, 6.643143 49.7494042, 6.6430883 49.7493914, 6.6430175 49.7493875, 6.6429917 49.7493287, 6.6430316 49.7493207, 6.6430488 49.7493057, 6.6430524 49.7492927, 6.64305 49.7492832, 6.6430423 49.7492728, 6.6430302 49.7492653, 6.6430105 49.7492614, 6.6429668 49.7492637, 6.6429248 49.7492724, 6.6429185 49.7492594, 6.6428101 49.7492802, 6.6427767 49.7492682, 6.6427379 49.7492678, 6.6426958 49.7492737, 6.6426687 49.749283, 6.6426496 49.7492967, 6.6425882 49.7493024, 6.6425806 49.7492803, 6.6423597 49.7493106, 6.6423624 49.7493202, 6.6420335 49.7493478, 6.6420283 49.7493317, 6.6420115 49.7493176, 6.641985 49.7493087, 6.6419482 49.7493077, 6.641914 49.7493125, 6.6418905 49.749324, 6.6418758 49.7493422, 6.641876 49.749361, 6.6413489 49.7493903, 6.6413463 49.7493837, 6.6413376 49.7493697, 6.6413245 49.7493598))","[3920480033, 3329643265, 3347474374, 3329643266, 3329643267, 3329643268, 3329643269, 3329643270, 3329643271, 3329643272, 3329643273, 3329643274, 3329643275, 3329643276, 3329643277, 3329643278, 3329643279, 3329643280, 3329643281, 3329643282, 864659883, 5906801509, 5906801501, 1859852906, 5379211849, 1859852826, 1859852818, 1859852806, 5384077957, 1859852784, 1859852667, 864659876, 1859852574, 1859852545, 1859852532, 1859852508, 1859852503, 1859852498, 1859852485, 1859852478, 864659913, 1859852482, 864659884, 3329643284, 3329643285, 3329643286, 3329643287, 3329643288, 3329649816, 3329643289, 3329643291, 3329643292, 3329649793, 1859852387, 3329649796, 3329649797, 3329649798, 3329649799, 3329649800, 3329649801, 3329649802, 3329649803, 3329649804, 3329649805, 3920480571, 3920480568, 3920480565, 3920480562, 3920480559, 3920480579, 3920480056, 3920480052, 3920480042, 3920480036, 9600150431, 3920480033]",park,,,,,,grass,,,
